year, TaiESM1, INM-CM5-0, EC-Earth3-Veg, MPI-ESM1-2-LR, ACCESS-ESM1-5, MIROC-ES2L, IPSL-CM6A-LR, INM-CM4-8, CanESM5, CMCC-CM2-SR5, CNRM-ESM2-1, UKESM1-0-LL, GFDL-ESM4, CESM2-WACCM, NorESM2-LM, NorESM2-MM
2.040000000000000000e+03, 9.137802374999998492e-03, 3.223781150624999814e+00, 4.929603549749999480e+00, 5.189391204749999709e+00, 2.010698526937499953e+00, 5.666636333249999602e+00, 3.637345732874999626e+00, 4.280399018999999861e+00, 5.974460214749999665e+00, 3.057756429374999918e+00, 3.094963981874999881e+00, 1.477707359062499837e+00, 3.027709519874999700e+00, 4.536325977749999794e+00, 2.952929779874999827e+00, 2.950274842874999859e+00
2.041000000000000000e+03, 1.317996982687499985e+00, 4.201977363749999306e+00, 3.759947353124999836e+00, 4.562415611999999676e+00, 3.229700063624999729e+00, 5.244900477749999901e+00, 2.006785352812499923e+00, 3.978215893124999791e+00, 6.474705927749999645e+00, 1.456337530687499937e+00, 2.264772376124999820e+00, 1.247588058374999864e+00, -6.123890840624999221e-01, 3.596947870499999755e+00, 2.255635312874999965e+00, 2.515582865249999855e+00
2.042000000000000000e+03, -6.379727256562499615e-01, 5.103785747249999893e+00, -7.200720200500487387e-04, 3.551669072999999788e+00, 1.368996114937499842e+00, 3.223199951999999868e+00, 1.744524339187499828e+00, 6.137997041249999342e+00, 6.360749606249999744e+00, 1.826379568828124800e-01, 4.055557933124999792e+00, 2.605271495624999822e+00, -3.963277868906249779e-01, 4.314357377999999521e+00, 2.478466471499999990e+00, 1.804544122499999848e+00
2.043000000000000000e+03, -3.481695123749999898e-01, 4.661285406749999360e+00, -7.381986299999999945e-02, 2.342673440999999634e+00, 9.704012930859373665e-02, 5.177454335999999380e+00, 3.449605026374999550e+00, 3.302749758374999622e+00, 3.199892876999999913e+00, -9.592791556640624384e-02, 3.076341973874999969e+00, 8.479781561249999378e-01, 2.655677110499999660e+00, 4.025933063999999284e+00, 2.856267997874999853e+00, 2.565671641874999853e+00
2.044000000000000000e+03, -5.123196586406250086e-01, 3.678549980624999716e+00, 1.600801482937499909e+00, 6.725581090312499066e-01, 1.274146790624999914e+00, 5.526657884249999597e+00, 1.448944802437499790e+00, 5.149518860249999719e+00, 3.680121360374999817e+00, 2.397621225374999998e+00, 5.101952224499999744e+00, 1.938506586749999760e+00, 1.855992642749999755e+00, 4.791850359749999733e+00, 3.047983225874999924e+00, 3.143571798374999560e+00
2.045000000000000000e+03, 1.273514715562499955e+00, 5.151133601999999811e+00, 2.372199760125000001e+00, 1.131693997499999993e+00, 3.253169746124999762e+00, 5.395317342749999412e+00, 2.910646902374999900e+00, 5.008925951999999349e+00, 1.249336581749999953e+00, 4.185180501749999671e+00, 3.468818334374999868e+00, 6.957881918437499591e-01, -9.387345141562499773e-01, 4.073025181499999370e+00, 2.925595951874999656e+00, 2.941873455374999669e+00
2.046000000000000000e+03, -1.148969935687499833e+00, 4.985173923749999680e+00, 2.749394464874999944e+00, 1.014097670156249853e+00, 1.124139524062499840e+00, 1.186781353312500009e+00, 2.930896709999999850e+00, 5.623653257999999155e+00, 2.204456573249999884e+00, -7.339802588437499553e-01, 2.848712908499999585e+00, -9.230161587187499794e-01, 2.088726598125000056e+00, 4.204090275749999606e+00, 3.441248479124999538e+00, 2.964904590374999760e+00
2.047000000000000000e+03, -2.455931289374999604e+00, 1.706307881062499865e+00, 1.156089434062499866e+00, 3.723301535624999659e+00, 4.834509759843749754e-01, 3.428085155624999825e+00, 1.879100769937499749e+00, 2.202439993874999669e+00, 9.016835206499999700e+00, -1.306384959374999877e+00, 2.797995136499999980e+00, 1.182425196937499923e+00, 5.337235791562499054e-01, 5.174682617249999339e+00, 2.867558871374999985e+00, 1.980763471687499777e+00
2.048000000000000000e+03, 1.776137700937499897e+00, 4.414300874999999458e+00, 2.494435267124999633e+00, 3.158951511374999743e+00, 4.286778098906249834e-01, 6.404250561749999626e+00, 3.520816024499999752e+00, 5.955725859749999351e+00, 5.779120317749999458e+00, 1.221138824414062379e-01, 5.148213072749999952e+00, 6.516473388749999263e-01, -2.168840110499999696e+00, 4.873567526999999622e+00, 1.860192966937499914e+00, 3.518087174999999789e+00
2.049000000000000000e+03, 5.867482218749999756e-01, 7.180189406999999413e+00, 1.517066258062499839e+00, 2.784721683374999923e+00, -5.448648953320311961e-02, 5.989175207999999806e+00, 8.704806319687499183e-01, 6.080293059749999784e+00, 2.784168817874999924e+00, 8.547553318359374375e-02, 1.930963939312499766e+00, 7.574191444687499164e-01, 2.881626637499999699e+00, 3.449517070499999782e+00, 1.086694219687500018e+00, 3.934484330624999693e+00
2.050000000000000000e+03, -1.345855589437499944e+00, 3.560739861374999649e+00, 2.085277840874999900e+00, 3.477718138499999778e+00, 6.568584164999999864e-01, 8.041006780312499602e-01, 1.882419687562499888e+00, 5.634103992749999179e+00, -2.683554380156250030e-01, 2.867735275874999878e+00, 3.240244913624999779e+00, 4.227683207343749805e-01, 1.796041721249999945e+00, 5.075641838249999260e+00, 3.049277187374999976e+00, 3.149337712499999942e+00
2.051000000000000000e+03, 1.127265791835937447e-01, 6.203432762999999461e+00, 2.559678569999999986e+00, 3.034727758124999841e+00, 8.864774527499998946e-01, 3.839434333874999883e+00, 1.410241630499999843e+00, 3.964235097374999572e+00, 3.984451397999999589e+00, 1.877903972578124914e-01, 5.012537316749999583e+00, 2.762758583999999740e+00, -4.023498139874999602e+00, 4.490402663249999371e+00, 3.139492567499999609e+00, 2.102943174750000033e+00
2.052000000000000000e+03, -1.863794353499999890e+00, 6.072288335999999731e+00, 7.674785125312499900e-01, 2.898403050374999790e+00, -1.148814473062499841e+00, 6.399040715999999129e+00, 1.247395762687499854e+00, 2.753496854999999854e+00, 7.799361317999998988e+00, -1.858176387562499920e+00, 3.159909417374999752e+00, 2.132178771375000004e+00, 2.156342738624999811e+00, 4.064968965374999854e+00, 2.395871962874999817e+00, 2.848836342374999830e+00
2.053000000000000000e+03, -7.119180551249999489e-01, 3.146208503624999597e+00, 8.052724375312498850e-01, 3.472861594499999871e+00, -1.605567114562499897e+00, 5.796332075249999605e+00, 3.510208841624999909e+00, 4.822845812999999815e+00, 4.688329004999999938e+00, 6.924308397187499686e-01, 3.542951586374999629e+00, 1.068381165937499988e+00, 6.582426744374999528e-01, 5.423514468749999651e+00, 2.006770323937499878e+00, 2.446762197375000003e+00
2.054000000000000000e+03, -2.894084281406249515e-01, 6.044813088749999785e+00, 6.194276975249999317e+00, 3.117259441124999864e+00, 2.819222313749999986e-01, 4.301651819249999953e+00, 3.373364528999999834e+00, 7.738140579749999581e+00, 3.051154564874999586e+00, 2.741312379374999608e+00, 4.572404639999999354e+00, 2.385775515374999767e+00, 3.884502973499999623e+00, 6.304209500249999820e+00, 2.603702333249999779e+00, 2.338455747374999838e+00
2.055000000000000000e+03, -1.093956615562500012e+00, 5.249002128749999940e+00, -1.547596401328124871e-01, 1.492896624187499910e+00, 2.084381774999999673e-02, 1.507432749187499921e+00, 2.835841539374999609e+00, 5.692594403249999324e+00, 6.366985850249999856e+00, 3.281808622499999828e+00, 3.263239831499999966e+00, 1.378509023249999910e+00, 5.617290377249999800e+00, 3.586949972999999847e+00, 2.981042152874999740e+00, 2.988005203124999731e+00
2.056000000000000000e+03, -1.195418028937499821e+00, 3.516331013999999922e+00, 3.321023884874999776e+00, 1.048877628187499855e+00, -9.094913414999998835e-01, 2.951504500499999573e+00, 1.566214128562499974e+00, 6.172508265749999445e+00, 6.009873171749999798e+00, -1.514446059937499811e+00, 6.198747695999999863e+00, 2.345410667249999914e+00, 9.323682457499998799e-01, 4.567263286499999353e+00, 2.398645652624999958e+00, 2.109196911374999761e+00
2.057000000000000000e+03, -2.790485380124999804e+00, 5.695732727999999412e+00, 3.109766191874999919e+00, 2.816702143874999731e+00, -1.886810213249999757e+00, 5.784159179249999561e+00, 3.313574983124999651e+00, 6.203848643999999801e+00, 4.140978855749999354e+00, -3.830659133906249569e-01, 2.618431369874999692e+00, 1.346205195562499846e+00, 1.201774011187499935e+00, 5.043661377749999453e+00, 1.942106741437499950e+00, 1.873480956187499880e+00
2.058000000000000000e+03, -1.225931203124999813e+00, 2.940151786874999562e+00, 7.208558009999999072e-01, 5.036498763750000052e+00, -2.270771607374999945e+00, 5.021359512749999254e+00, 1.252956200062499859e+00, 4.638306010500000021e+00, 4.584671158499999954e+00, 1.774973332687499905e+00, 3.924012407624999810e+00, -2.684432091093749695e-01, 7.348239700312499956e-01, 3.400369939124999519e+00, 1.703317504499999968e+00, 3.265182498374999742e+00
2.059000000000000000e+03, -8.223897102187499586e-01, 5.854986078749999656e+00, -1.015241712468749835e+00, 1.549662286499999819e+00, 7.746503039999999007e-01, 8.330037299999999423e-01, 1.541402441437499826e+00, 4.024501378874999702e+00, 3.884348249999999503e+00, 7.952328256640624204e-02, 3.746327743124999721e+00, 7.223052867187499393e-01, 1.900685930062499862e+00, 4.838110715250000027e+00, 3.014117257499999702e+00, 2.989521394874999682e+00
2.060000000000000000e+03, -6.539885019140624645e-02, 4.995924743249999800e+00, 7.620418169999999547e-01, 5.623346767499999288e-01, -1.047456290812500024e+00, 3.576209993999999615e+00, 2.299638626999999769e+00, 3.542738471999999916e+00, 4.164467755499999591e+00, -1.541628120937499791e+00, 2.947136518124999771e+00, 1.800443456999999858e+00, -1.867402761749999751e+00, 4.955800110749999376e+00, 3.472591321124999908e+00, 1.885270739062499867e+00
2.061000000000000000e+03, -4.139347853249999432e+00, 6.662001188249999650e+00, 2.272335595875000003e+00, 1.331917662937499802e+00, -6.304892082187499858e-01, 6.190561640249999442e+00, 2.927417648624999647e+00, 1.033985244937499992e+00, 4.648426602749999859e+00, 1.678381274812499768e+00, 4.554669089249999914e+00, 5.221272622499999461e-01, -1.899467359312499770e+00, 3.678525343124999569e+00, 1.455780230437499823e+00, 1.990866571312499778e+00
2.062000000000000000e+03, -2.988316128374999714e+00, 5.415545715749999545e+00, 4.765251221999999842e+00, 2.296002347578124936e-01, -1.707789333937499876e+00, 5.043490886249999861e+00, 1.374385321687499939e+00, 8.684475454687499152e-01, 7.186361100749999231e+00, 3.525082007624999569e+00, 3.549012904124999590e+00, 2.573205789374999775e+00, -5.487423527812499424e-01, 4.515643289249999803e+00, 2.326540313249999770e+00, 3.124015289999999556e+00
2.063000000000000000e+03, 5.131640165624999916e-01, 6.523561104749999728e+00, 5.880885634687499364e-01, 3.571612882874999784e+00, 2.364951900374999916e+00, 1.723514341499999825e+00, 1.202185703812499895e+00, 1.081088202937499965e+00, 6.955012019249999788e+00, 5.055597753749999645e-01, 2.846759647499999879e+00, 1.149988819499999870e+00, 3.375259645499999905e+00, 5.396105742749999656e+00, 3.153098134124999952e+00, 3.548602936124999552e+00
2.064000000000000000e+03, -2.848323820781250015e-01, 4.913216655749999440e+00, 2.859308758124999628e+00, 3.976606817999999599e+00, 3.081782672999999750e+00, 6.291461072249999731e+00, 2.446322664374999789e+00, 3.432850048124999720e+00, 4.790287356749999503e+00, 2.731579335000000053e-01, 3.550282720874999853e+00, -2.236105197421874857e-01, -8.101764087187499630e-01, 5.876189603999999456e+00, 2.783787429374999789e+00, 2.570001928875000008e+00
2.065000000000000000e+03, -1.915123628249999932e+00, 7.259823719999999092e+00, 3.380536258874999866e+00, 3.227472833624999815e+00, 4.117705718906249923e-01, 7.445084415749999351e+00, 2.420251754624999752e+00, 5.997795869249999967e+00, 5.671164705749999868e+00, 2.979041095124999927e+00, 3.051886544999999895e+00, 8.326119937499999735e-02, -7.302916093359373972e-02, 4.876099769249999660e+00, 1.831976377312499960e+00, 2.174264548874999647e+00
2.066000000000000000e+03, -3.015696767624999719e+00, 3.461585503499999827e+00, 2.113846253999999814e+00, 1.820070059062499856e+00, -1.359236708437499885e+00, 4.657246827749999873e+00, 7.907201749687499115e-01, 6.039555446249999626e+00, 6.563994198749999676e+00, -2.978315582343749601e-01, 4.058977618124999687e+00, 1.480660656187499979e+00, 4.880354172749999719e+00, 3.326936884874999834e+00, 2.448680473124999590e+00, 2.322635515874999612e+00
2.067000000000000000e+03, -7.294104337499999202e-01, 4.486561184249999279e+00, -2.629643156999999842e+00, 2.609054337374999921e+00, -2.919892863374999870e+00, 1.802902895437499931e+00, 1.742386050562499955e+00, 5.176967006249999947e+00, 4.476813110999999346e+00, 5.236043419687499423e-01, 3.769278313499999644e+00, 2.184648762374999720e+00, 3.375380122874999778e+00, 5.258662985249999977e+00, 2.181504031874999860e+00, 2.461076831249999763e+00
2.068000000000000000e+03, 3.908366116874999463e-01, 4.273559156249999269e+00, -1.393503621328124886e-01, 1.605481622437499922e+00, -4.205453714999999870e-01, 5.186065142249999482e+00, 1.927636152187499841e+00, 3.725685460124999793e+00, 5.021654177249999407e+00, -5.259909765937499371e-01, 3.734634046499999638e+00, 5.732210640937499546e-01, -6.626716346249998946e-01, 4.475406309749999423e+00, 1.352886392812499894e+00, 2.682466203374999747e+00
2.069000000000000000e+03, -2.134928316374999913e+00, 4.306480769249999341e+00, 5.189929287749999176e+00, 5.626482505312500049e-01, -1.296070100437499928e+00, 7.180560447749999575e+00, 1.488037985999999924e+00, 3.579857329499999796e+00, 8.132954546249999694e+00, 2.695866046874999977e+00, 2.351715403499999635e+00, -8.420030195800780326e-03, -2.250278134874999836e+00, 4.432961810249999246e+00, 1.676776634437499913e+00, 2.376373352624999935e+00
2.070000000000000000e+03, -1.888596431999999936e+00, 5.273901325195311934e-02, 4.995919877343749649e-01, 1.507645370812499941e+00, -3.949165508906249955e-01, 5.220998160749999784e+00, 9.524457756562498822e-01, 6.417194118749999454e+00, 6.165289970999999092e+00, 8.011757756249999751e-01, 4.719393935999999456e+00, 5.501389371679687307e-02, 3.203762689124999952e+00, 5.582254373999999686e+00, 3.305962981124999533e+00, 3.417759086624999831e+00
2.071000000000000000e+03, 1.048900787437499815e+00, 3.680353445624999775e+00, 1.932585825937499946e+00, 3.358911925124999698e+00, -1.832957688937499885e+00, 2.574197202374999716e+00, 1.992567174749999781e+00, 3.630175727624999737e+00, 6.936875369999999208e+00, -2.009343834000000051e+00, 4.361253873749999954e+00, 2.346572818124999849e+00, 3.652640446499999527e+00, 3.538440706499999866e+00, 1.908067571437499943e+00, 1.524774099937499905e+00
2.072000000000000000e+03, -2.407081532624999909e+00, 2.501654300999999858e+00, 6.175241549999999080e-01, 3.008148083999999667e+00, -8.650267055859374443e-02, 3.740277265874999646e+00, 7.448953488749999741e-01, 3.231419021999999863e+00, 5.583856304249999347e+00, -6.183443989687499309e-01, 3.668216520374999678e+00, -8.341265224687499646e-01, -6.375643590937499772e-01, 4.610652387750000081e+00, 2.925548155124999994e+00, 2.495314825874999975e+00
2.073000000000000000e+03, -1.986481712249999809e+00, 2.857944826124999782e+00, 2.973846770999999833e+00, 1.852624326937499788e+00, -1.584654434999999806e+00, 6.431952473999999143e+00, 1.432931782499999862e+00, 4.391878286249999874e+00, 5.843473467749999983e+00, 4.304207282343749941e-01, 2.885918489999999892e+00, -2.834635533749999547e-01, -6.668919767812498955e-01, 4.353316163999999766e+00, 2.698795445624999623e+00, 3.503043271124999691e+00
2.074000000000000000e+03, 5.645650403320311844e-02, 3.839212042031249772e-01, 1.752734786062499772e+00, 7.468810697812499066e-01, -2.673062562374999729e+00, 4.858337609999999529e+00, 2.177981608499999666e+00, 4.257683736749999781e+00, 4.711461646499999212e+00, -8.130169892812499910e-01, 3.002657863499999635e+00, 1.819337586187499856e+00, 7.304809331249999538e-01, 4.365355032000000080e+00, 3.375619352999999823e+00, 4.517219103749999576e+00
2.075000000000000000e+03, -1.426909515187499977e+00, 4.999725816749999829e+00, -3.590058239999999734e-01, 5.422682337187499924e-01, 2.184574357124999811e+00, 4.798358108999999594e+00, 1.994143481999999912e+00, 2.738252894624999989e+00, 4.262816220749999552e+00, -5.532124575937499289e-01, 3.370477013999999549e+00, 1.816663185562499949e+00, 4.246168661999999649e+00, 4.155853007249999287e+00, 1.561021529062499802e+00, 2.289624715124999987e+00
2.076000000000000000e+03, -2.371089132421874690e-01, 5.646071904749999426e+00, 2.715432902999999953e+00, 2.706388230374999981e+00, 8.376539965312499447e-01, 9.180323620312499378e-01, 8.732660245312499070e-01, 3.316229920124999619e+00, 9.143647375499998731e+00, 1.617008892749999927e+00, 3.040909799624999632e+00, 1.053882243562499932e+00, 5.048808151499999397e+00, 4.964856362999999995e+00, 2.461521784499999921e+00, 1.586946092062499813e+00
