year, ACCESS-ESM1-5, NorESM2-MM, EC-Earth3-Veg, CanESM5, GFDL-ESM4, MIROC-ES2L, CESM2-WACCM, IPSL-CM6A-LR, CMCC-CM2-SR5, NorESM2-LM, TaiESM1, CNRM-ESM2-1, MPI-ESM1-2-LR
2.025000000000000000e+03, 5.096666143129599646e+01, 3.615079425638399613e+01, 5.429805029785600112e+01, 1.147946108190719912e+02, 1.950028734136319883e+02, 3.085709523025919907e+02, 3.595432886271999706e+01, 1.126564972462079908e+02, 5.255066550272000114e+01, 3.352026729676799732e+01, 1.182824031846399926e+01, 2.938037138882559702e+02, 2.800606741790720093e+02
2.026000000000000000e+03, 5.138711943577600039e+01, 3.603389061529600212e+01, 5.459977594470399964e+01, 1.157985342586879938e+02, 1.943367843839999978e+02, 3.099081635266559829e+02, 3.593526155673600186e+01, 1.123884141117439981e+02, 5.240776137113599731e+01, 3.393104484761600048e+01, 1.250189901823999961e+01, 2.947696788766720033e+02, 2.800077923942399707e+02
2.027000000000000000e+03, 5.158363096678399984e+01, 3.658455239884799681e+01, 5.519718744064000049e+01, 1.161935034777600038e+02, 1.950914403368959995e+02, 3.106560247070719925e+02, 3.595301604556799902e+01, 1.128829477191680013e+02, 4.998169624575999848e+01, 3.413638538854399940e+01, 1.224347956019200012e+01, 2.950661658378239736e+02, 2.808823215554559738e+02
2.028000000000000000e+03, 5.153172226048000226e+01, 3.651770777600000173e+01, 5.488711512883200072e+01, 1.162661823774719920e+02, 1.959008235683839985e+02, 3.106292482703360065e+02, 3.582248511078400099e+01, 1.131419879342080037e+02, 5.030349583155199866e+01, 3.381206292889599752e+01, 1.207726663270399925e+01, 2.952842360913920174e+02, 2.822218983669760064e+02
2.029000000000000000e+03, 5.129328027238399557e+01, 3.671346013798400065e+01, 5.436341852569599808e+01, 1.157917227089919976e+02, 1.962131649986559978e+02, 3.109083204812799863e+02, 3.597444893900799912e+01, 1.131384982732799926e+02, 5.215535235072000120e+01, 3.398288015360000003e+01, 1.259235232972799956e+01, 2.966373856706559877e+02, 2.820712054128640034e+02
2.030000000000000000e+03, 5.138201916211200171e+01, 3.677188679270400229e+01, 5.470931019366399539e+01, 1.164495154053119990e+02, 1.963813398118400073e+02, 3.119533397114880131e+02, 3.618058220339199949e+01, 1.133619120701440011e+02, 5.173893346099200130e+01, 3.443441375641599933e+01, 1.179071388057599989e+01, 2.971243946967039733e+02, 2.818188089753600138e+02
2.031000000000000000e+03, 5.163018354687999789e+01, 3.660684093030400277e+01, 5.468888812748799921e+01, 1.176268313722879952e+02, 1.967313964236799961e+02, 3.132647475773439965e+02, 3.640061119692799707e+01, 1.139491146301439954e+02, 5.355015975731200228e+01, 3.490867838975999859e+01, 1.223551772262399950e+01, 2.973788044001279900e+02, 2.826683400847359735e+02
2.032000000000000000e+03, 5.165498446643199770e+01, 3.655354810368000074e+01, 5.420287734579199679e+01, 1.184041617326080029e+02, 1.979411008061439929e+02, 3.133413523456000007e+02, 3.678597545983999595e+01, 1.144878310359039943e+02, 5.299023275622399609e+01, 3.483032459673599845e+01, 1.259807860326399975e+01, 2.977909199339520114e+02, 2.834043901050879981e+02
2.033000000000000000e+03, 5.183056222617599929e+01, 3.655021363200000195e+01, 5.441962219929600053e+01, 1.186928556769279908e+02, 1.979587336601599930e+02, 3.133103144959999895e+02, 3.661173148876800099e+01, 1.147556457349119938e+02, 5.151191256268799634e+01, 3.467581063168000099e+01, 1.271374911897600057e+01, 2.983363136716799886e+02, 2.842092938199040191e+02
2.034000000000000000e+03, 5.179148389580799972e+01, 3.684526194688000089e+01, 5.628353734246400109e+01, 1.189844436910079963e+02, 1.975933762273280081e+02, 3.145977309429759998e+02, 3.650154712268800239e+01, 1.149985462681599984e+02, 5.169198242201599669e+01, 3.441172466892800230e+01, 1.195587508633600038e+01, 2.990128381296639759e+02, 2.846860687441919708e+02
2.035000000000000000e+03, 5.178523857715200052e+01, 3.710498583347199997e+01, 5.643143689011199626e+01, 1.196442580418559913e+02, 1.974444952125439841e+02, 3.161290545561599856e+02, 3.651019577753599776e+01, 1.155562628710399906e+02, 5.103899639808000188e+01, 3.444213756723200248e+01, 1.195634170265599927e+01, 2.989266032394239687e+02, 2.850191635906559782e+02
2.036000000000000000e+03, 5.184659285606399948e+01, 3.726221770752000140e+01, 5.630814951833600190e+01, 1.201695275089920045e+02, 1.977304460820479903e+02, 3.168943640412159652e+02, 3.692841821798399593e+01, 1.160065717370879952e+02, 5.222017951334400010e+01, 3.442885420646400263e+01, 1.288304066559999939e+01, 3.006122436853759723e+02, 2.856558924922879896e+02
2.037000000000000000e+03, 5.145748307967999580e+01, 3.757972652032000127e+01, 5.547386889830399781e+01, 1.195961745407999928e+02, 1.980700504883199926e+02, 3.172128627097599747e+02, 3.738761481420799981e+01, 1.161772295782400022e+02, 5.387261784883200022e+01, 3.475984770662400081e+01, 1.243208377958399957e+01, 3.019634471075839883e+02, 2.861989709742080095e+02
2.038000000000000000e+03, 5.128821355315199781e+01, 3.748486814105599763e+01, 5.577424397926399990e+01, 1.189785716654079977e+02, 1.985511539343359857e+02, 3.178273114685439964e+02, 3.687572937113599636e+01, 1.161585733140479988e+02, 5.265071643033599713e+01, 3.510127453798399699e+01, 1.245093298175999941e+01, 3.028870664028160036e+02, 2.867247353692159777e+02
2.039000000000000000e+03, 5.154239256985599837e+01, 3.761849027788800015e+01, 5.557402048921599658e+01, 1.186657520844800047e+02, 1.988131133849599905e+02, 3.189969518592000099e+02, 3.694025034956799658e+01, 1.163579034173439908e+02, 5.157034760601599999e+01, 3.567969422540799940e+01, 1.289499757772800059e+01, 3.035192654561279824e+02, 2.869523686359040084e+02
2.040000000000000000e+03, 5.179807734169600053e+01, 3.769916352102399770e+01, 5.545504066764799944e+01, 1.194082361671679990e+02, 1.999013339463679984e+02, 3.206913500119039782e+02, 3.727186460672000123e+01, 1.164005678776319996e+02, 5.148320674611199621e+01, 3.564947845939200022e+01, 1.228742852607999936e+01, 3.041257953689599844e+02, 2.869827689512960092e+02
2.041000000000000000e+03, 5.208312643584000057e+01, 3.786481336319999969e+01, 5.598902589849599565e+01, 1.197678474035199940e+02, 2.011036563537919903e+02, 3.222604223610879899e+02, 3.762259230720000147e+01, 1.168915279380480001e+02, 5.229396570931199761e+01, 3.593266108825599758e+01, 1.193134469939199960e+01, 3.046218976460800150e+02, 2.879511498588159952e+02
2.042000000000000000e+03, 5.231520147046399671e+01, 3.785432760319999801e+01, 5.716620345343999787e+01, 1.205856024657919932e+02, 2.009755623096319823e+02, 3.224392003747839794e+02, 3.781525766144000045e+01, 1.170777466470400014e+02, 5.298326601728000185e+01, 3.539799218585599760e+01, 1.275037378150399903e+01, 3.055529660252159943e+02, 2.888986263552000082e+02
2.043000000000000000e+03, 5.235717387059199979e+01, 3.740463110553599790e+01, 5.716566238822399981e+01, 1.220746223288319925e+02, 2.009566711644160080e+02, 3.230565348147200098e+02, 3.815948419072000064e+01, 1.173817498009599944e+02, 5.461032042496000116e+01, 3.524606610636799786e+01, 1.275261878271999905e+01, 3.055310549811200076e+02, 2.899467661475840146e+02
2.044000000000000000e+03, 5.215905592115199596e+01, 3.746397211852799813e+01, 5.659304342323199677e+01, 1.230952810414080005e+02, 2.021318480363519825e+02, 3.246119840645120007e+02, 3.821711392767999627e+01, 1.179723581358079940e+02, 5.286621557555199757e+01, 3.553990226739200153e+01, 1.256524244582399952e+01, 3.064114561679359667e+02, 2.911245938196479983e+02
2.045000000000000000e+03, 5.235021971455999790e+01, 3.790083824025600023e+01, 5.627358845337600002e+01, 1.236620405637119973e+02, 2.030826799759360028e+02, 3.257882682327040129e+02, 3.837367471308800049e+01, 1.181951511756799960e+02, 5.215276027084799892e+01, 3.587892785971200027e+01, 1.172377278873599948e+01, 3.077610489774079952e+02, 2.912306258247679693e+02
2.046000000000000000e+03, 5.269153539686399768e+01, 3.808255646105600078e+01, 5.606774040166399686e+01, 1.224128174489599985e+02, 2.032430366064639884e+02, 3.258647052288000054e+02, 3.826161549311999721e+01, 1.185613726351359958e+02, 5.308636620390399941e+01, 3.600636759244800089e+01, 1.251944903475200022e+01, 3.080254243471359814e+02, 2.908162285895679702e+02
2.047000000000000000e+03, 5.248359858175999904e+01, 3.811362367078400126e+01, 5.622683035238399896e+01, 1.205529540034559943e+02, 2.037566542970880050e+02, 3.258275269181439739e+02, 3.843839282380800171e+01, 1.187063948902399915e+02, 5.457754613350400064e+01, 3.640569469337599884e+01, 1.293622024601599918e+01, 3.086125933527039820e+02, 2.908419312844799833e+02
2.048000000000000000e+03, 5.218717453516799765e+01, 3.782103321804800089e+01, 5.602490816921599759e+01, 1.223462119014400002e+02, 2.039052333219839852e+02, 3.275365212487679969e+02, 3.866506140057600049e+01, 1.189371151646719937e+02, 5.429592378572800015e+01, 3.670059201331199716e+01, 1.160484120166399968e+01, 3.088244895907839691e+02, 2.918011518320640221e+02
2.049000000000000000e+03, 5.189263373107199584e+01, 3.854660586700799740e+01, 5.670132357529600142e+01, 1.236298702520319921e+02, 2.031998520524799972e+02, 3.295235811573759861e+02, 3.858866634751999669e+01, 1.192916009615359911e+02, 5.436856913100800170e+01, 3.663440170188800238e+01, 1.242476052479999993e+01, 3.100574807490559692e+02, 2.923232587939839959e+02
2.050000000000000000e+03, 5.170886868991999563e+01, 3.939539039027199863e+01, 5.773815132979199660e+01, 1.237016012390400022e+02, 2.043051685969919902e+02, 3.300574992793600018e+02, 3.857862518374400196e+01, 1.193093260902399919e+02, 5.240695606476799639e+01, 3.625435162214400009e+01, 1.243186987007999988e+01, 3.105288869642240002e+02, 2.929202256936960111e+02
2.051000000000000000e+03, 5.175891512524800220e+01, 3.960216538316799983e+01, 5.750900391935999778e+01, 1.226776206376959948e+02, 2.045489415454719904e+02, 3.302720463175679697e+02, 3.868320595968000220e+01, 1.193375118131200026e+02, 5.305890609561599547e+01, 3.641678862745600043e+01, 1.222337206681599930e+01, 3.109306341785600125e+02, 2.932343287316480200e+02
2.052000000000000000e+03, 5.153875191398400091e+01, 3.955511787519999700e+01, 5.707998114611199725e+01, 1.223051244994559994e+02, 2.038329067438079960e+02, 3.315548658073599881e+02, 3.877812305919999858e+01, 1.191104909148159976e+02, 5.438636556288000179e+01, 3.667159259545599781e+01, 1.290716630220799921e+01, 3.119551852052479717e+02, 2.936444309995520143e+02
2.053000000000000000e+03, 5.118917764710399609e+01, 3.995495248691199919e+01, 5.704164101324799674e+01, 1.246522905722879955e+02, 2.045323656560640018e+02, 3.331176970321919839e+02, 3.871514139033600088e+01, 1.190775907942399954e+02, 5.372051560857600094e+01, 3.660558263910400001e+01, 1.214638666547199897e+01, 3.120176971120640133e+02, 2.943524295147519751e+02
2.054000000000000000e+03, 5.109583341158399605e+01, 4.004587660902399904e+01, 5.676664986009599545e+01, 1.252715711692799943e+02, 2.049336934399999848e+02, 3.344123612364799669e+02, 3.918224844390400108e+01, 1.196469256192000046e+02, 5.238960842342400070e+01, 3.662187751014399595e+01, 1.219861833318399924e+01, 3.133649746657279707e+02, 2.950785809776639894e+02
2.055000000000000000e+03, 5.102767177727999837e+01, 3.986819330867199795e+01, 5.769359523840000037e+01, 1.249576359034879971e+02, 2.062501512478719974e+02, 3.340832593674239774e+02, 3.994327973888000116e+01, 1.202789065687040022e+02, 5.169459966771199788e+01, 3.676333460684799803e+01, 1.237824779059199898e+01, 3.136445166387200061e+02, 2.961218889318399761e+02
2.056000000000000000e+03, 5.089012796620799861e+01, 4.013175498342400260e+01, 5.860806256230399924e+01, 1.261044928348159999e+02, 2.088449993605119914e+02, 3.338118040125439734e+02, 3.957438231347200031e+01, 1.205603275898880042e+02, 5.364309714534400086e+01, 3.696224947404800076e+01, 1.238787581542399963e+01, 3.145119658147839914e+02, 2.963494215352320111e+02
2.057000000000000000e+03, 5.056714558668799953e+01, 3.991992165990399855e+01, 5.847775811993599859e+01, 1.264082023874560008e+02, 2.098928203857919925e+02, 3.350090597007359747e+02, 3.967229834035200042e+01, 1.210267006402559957e+02, 5.490619082342399793e+01, 3.743409189683200111e+01, 1.283315361382399900e+01, 3.159851395973120134e+02, 2.967530813521919981e+02
2.058000000000000000e+03, 5.019131917107199570e+01, 3.999481515212799820e+01, 5.841525879603199911e+01, 1.264244091781120005e+02, 2.104087533322239949e+02, 3.359363364290559844e+02, 4.013082384793599999e+01, 1.214405945589760023e+02, 5.333125064294399920e+01, 3.766705192959999948e+01, 1.195812952473599999e+01, 3.165500620144640038e+02, 2.971327497502720121e+02
2.059000000000000000e+03, 5.018497738342399828e+01, 4.052180428390399669e+01, 5.838182599884800084e+01, 1.265000408678399992e+02, 2.111548025733119971e+02, 3.355683114188800005e+02, 3.985740136447999760e+01, 1.217036780830719920e+02, 5.438483464192000127e+01, 3.736163110092800110e+01, 1.167031533567999979e+01, 3.177450360012799706e+02, 2.981966601256959848e+02
2.060000000000000000e+03, 5.025722426982400037e+01, 4.083180529254399715e+01, 5.741040422092800100e+01, 1.264403475333119928e+02, 2.111850686709759941e+02, 3.354647624417279985e+02, 4.031926973235199796e+01, 1.220009871278080027e+02, 5.594852150476799579e+01, 3.756186717388799678e+01, 1.247350672588799902e+01, 3.180700106751999670e+02, 2.989883433943039677e+02
2.061000000000000000e+03, 5.028582522880000027e+01, 4.065668471193600197e+01, 5.698658238464000192e+01, 1.270147071344640040e+02, 2.108720058204160068e+02, 3.365476310712319901e+02, 4.045829413273600039e+01, 1.222120948367360000e+02, 5.414230320742399982e+01, 3.806412249497599731e+01, 1.325766121881600057e+01, 3.187972023255039744e+02, 2.994213297848319826e+02
2.062000000000000000e+03, 5.011540226867199976e+01, 4.049589606809600184e+01, 5.746264847155200073e+01, 1.261259676712959958e+02, 2.097318933299199841e+02, 3.378621594992640098e+02, 3.992846545715200079e+01, 1.224464222126079989e+02, 5.215731109068799753e+01, 3.782329814220799591e+01, 1.253607106150399986e+01, 3.193319257538560123e+02, 2.995863504814079761e+02
2.063000000000000000e+03, 5.009713607475200092e+01, 4.079751266304000268e+01, 5.782888670822399746e+01, 1.265610428252159920e+02, 2.100200252375040009e+02, 3.380171474206720177e+02, 4.005326277836800131e+01, 1.222238724423679912e+02, 5.440459820236799970e+01, 3.800819983974400174e+01, 1.153549782220799891e+01, 3.192909893468159908e+02, 2.990278369607680133e+02
2.064000000000000000e+03, 5.057185998438399821e+01, 4.139683676159999948e+01, 5.779160353996800126e+01, 1.278852684840960023e+02, 2.116418115993599827e+02, 3.385093573836799692e+02, 4.025005532774400052e+01, 1.223763018383359906e+02, 5.502304832716799865e+01, 3.833682355814399756e+01, 1.236266909695999949e+01, 3.198128278732800140e+02, 2.993610660249599960e+02
2.065000000000000000e+03, 5.063154493030399550e+01, 4.144361163980799745e+01, 5.733647122432000032e+01, 1.281756233728000041e+02, 2.121420075171839983e+02, 3.403559919943679688e+02, 4.093582822604800242e+01, 1.224798256496639937e+02, 5.377005033881599871e+01, 3.863033256345600108e+01, 1.249112489983999907e+01, 3.201675653283840006e+02, 3.002673041244160004e+02
2.066000000000000000e+03, 5.045533383065600219e+01, 4.126424642355200234e+01, 5.809179826585599926e+01, 1.287310834401280033e+02, 2.120581885460480009e+02, 3.419120452239359906e+02, 4.125529577881599863e+01, 1.224645835489280046e+02, 5.527170344550400216e+01, 3.782544143155200089e+01, 1.316892862054399949e+01, 3.209069707919359757e+02, 3.012217934970880151e+02
2.067000000000000000e+03, 4.984227338649599659e+01, 4.173032167833599715e+01, 5.784256852787199676e+01, 1.291511178199039875e+02, 2.136587685068799942e+02, 3.417203151994879704e+02, 4.094451462963199617e+01, 1.225307277230079990e+02, 5.584299281612799604e+01, 3.839649172684799794e+01, 1.236677951487999927e+01, 3.216127882690560114e+02, 3.017294720532480028e+02
2.068000000000000000e+03, 4.974681522176000215e+01, 4.229938387353600149e+01, 5.662653074636799744e+01, 1.286577586175999954e+02, 2.154992962109439816e+02, 3.421216262062080204e+02, 4.146457057689600134e+01, 1.227231959449599970e+02, 5.550066211225600199e+01, 3.898323291340800267e+01, 1.252130186854400051e+01, 3.218265300008960139e+02, 3.023555977543679774e+02
2.069000000000000000e+03, 4.946792336588799799e+01, 4.240750044774399896e+01, 5.714396944793600142e+01, 1.288536074485759855e+02, 2.152400211148799940e+02, 3.431726516797439785e+02, 4.122778953318400141e+01, 1.226746007388159967e+02, 5.419797001011200166e+01, 3.922063051980799742e+01, 1.277844940390400019e+01, 3.219721226813439898e+02, 3.024867955834880036e+02
2.070000000000000000e+03, 4.947008762675199733e+01, 4.197039525068800003e+01, 5.814850106163199683e+01, 1.305754195722240070e+02, 2.150200382586880039e+02, 3.445808305274879899e+02, 4.152849176985599655e+01, 1.229220059545599923e+02, 5.393799865958399664e+01, 3.848539000012799960e+01, 1.270600119091199964e+01, 3.224401734533120134e+02, 3.028160316702719683e+02
2.071000000000000000e+03, 4.928750537932799602e+01, 4.201393212620799744e+01, 5.857917219635199757e+01, 1.313303439605759877e+02, 2.163632221716480046e+02, 3.446254579220479854e+02, 4.213144813567999591e+01, 1.227798274375680023e+02, 5.539732285030400050e+01, 3.893727173017600052e+01, 1.167989302886399905e+01, 3.234814681415679729e+02, 3.032204967935999775e+02
2.072000000000000000e+03, 4.925666466201600002e+01, 4.159832693145600047e+01, 5.796830117887999734e+01, 1.323889779015679835e+02, 2.177629620797439998e+02, 3.449950935449600138e+02, 4.235324293120000050e+01, 1.226229856337919983e+02, 5.558454399795199663e+01, 3.852841097625599787e+01, 1.273789258137600022e+01, 3.242919418920960197e+02, 3.035653021368319742e+02
2.073000000000000000e+03, 4.907038303846400140e+01, 4.164922481049600123e+01, 5.708914570035199887e+01, 1.321014583623679925e+02, 2.177394236456960073e+02, 3.468417952645119726e+02, 4.220569570508799728e+01, 1.227040950845439937e+02, 5.564294129254400190e+01, 3.877230136524799775e+01, 1.231806791680000046e+01, 3.244727667261440160e+02, 3.044430189690879729e+02
2.074000000000000000e+03, 4.881811243007999934e+01, 4.210090940825600114e+01, 5.781884973875200018e+01, 1.331403287429120041e+02, 2.174152878325759843e+02, 3.480441847807999807e+02, 4.193419840716799740e+01, 1.227931233812479945e+02, 5.685928106393599535e+01, 3.919018826137600087e+01, 1.202724326604799998e+01, 3.244468962590719912e+02, 3.055400475688960000e+02
2.075000000000000000e+03, 4.899107713843199718e+01, 4.262429982719999799e+01, 5.785834330521599611e+01, 1.328217042452479859e+02, 2.180117514158079928e+02, 3.480100934778880060e+02, 4.214770106367999603e+01, 1.229229119242239960e+02, 5.631116522291199544e+01, 3.980518647398400134e+01, 1.236076593151999958e+01, 3.246993598054399968e+02, 3.052992609648640041e+02
2.076000000000000000e+03, 4.933104225484800054e+01, 4.256953060556799784e+01, 5.698072713625600016e+01, 1.319270256476160057e+02, 2.197230274478079934e+02, 3.471592537456639889e+02, 4.234142757683199676e+01, 1.228231126548480034e+02, 5.461723263795200012e+01, 3.959451916697599927e+01, 1.217682892390399907e+01, 3.253644422021120022e+02, 3.046531703767039971e+02
2.077000000000000000e+03, 4.900077856358399941e+01, 4.246060033638399744e+01, 5.627325290905599786e+01, 1.337954538618880065e+02, 2.217933694566399936e+02, 3.475320770396160128e+02, 4.278494586470399952e+01, 1.229381120819199964e+02, 5.491919736012799547e+01, 3.937352128921600070e+01, 1.154587872460800035e+01, 3.252450555330560178e+02, 3.051378641469439685e+02
2.078000000000000000e+03, 4.837320582758400178e+01, 4.273014308863999844e+01, 5.787850951884799855e+01, 1.339029454848000000e+02, 2.235904777256959903e+02, 3.495772867788799658e+02, 4.239729570611199705e+01, 1.228220389130240022e+02, 5.528910980710399770e+01, 3.996489298739199825e+01, 1.240454188236799915e+01, 3.259616775372799680e+02, 3.057235232030719772e+02
2.079000000000000000e+03, 4.808691102515199844e+01, 4.314896531456000162e+01, 5.863578271744000148e+01, 1.338823178977280008e+02, 2.244480786759679916e+02, 3.511182740684799910e+02, 4.247542720102399727e+01, 1.226540570378240034e+02, 5.651557462835199885e+01, 4.061168402431999880e+01, 1.216828093235199937e+01, 3.255533872087040095e+02, 3.069264495902720000e+02
2.080000000000000000e+03, 4.827308359679999938e+01, 4.319608412569599665e+01, 5.755383264051199887e+01, 1.340969320447999849e+02, 2.257015212605439842e+02, 3.515913915596800052e+02, 4.339973016780800208e+01, 1.226187242209280015e+02, 5.598494903500800035e+01, 4.002894839807999716e+01, 1.214432306790400062e+01, 3.257807184855039964e+02, 3.077338027786240104e+02
2.081000000000000000e+03, 4.836303044607999624e+01, 4.350878626611199707e+01, 5.747448479743999883e+01, 1.347900995010560052e+02, 2.270176099696639938e+02, 3.511730013470719882e+02, 4.318438201753600225e+01, 1.227833842073600010e+02, 5.409846853631999863e+01, 3.990150027673600164e+01, 1.166570684415999892e+01, 3.252108635668479906e+02, 3.076992752680960166e+02
2.082000000000000000e+03, 4.855093107097599869e+01, 4.360223116492799988e+01, 5.790830585446399681e+01, 1.348772655267839866e+02, 2.271947773706239957e+02, 3.513009108418559663e+02, 4.307560693759999992e+01, 1.229018229637119930e+02, 5.429951410995199979e+01, 4.038660508876800037e+01, 1.220267003084799917e+01, 3.260145928765439862e+02, 3.076960204881920049e+02
2.083000000000000000e+03, 4.851101807411200184e+01, 4.316168663859200194e+01, 5.743091436748800049e+01, 1.354797521305600014e+02, 2.279188316815360054e+02, 3.524525996113919746e+02, 4.377311969280000170e+01, 1.226840379228160032e+02, 5.588520848588800050e+01, 4.035102061363200221e+01, 1.229982898585599926e+01, 3.264488207810559857e+02, 3.074758027509760154e+02
2.084000000000000000e+03, 4.790361155174399954e+01, 4.340065291468799558e+01, 5.605303097753599673e+01, 1.356971512954879984e+02, 2.291779281879040013e+02, 3.532660932608000053e+02, 4.359921965465599669e+01, 1.226953709322239945e+02, 5.720021087027200224e+01, 3.970266929561599767e+01, 1.205422522367999960e+01, 3.257689408798719910e+02, 3.079048968273920082e+02
2.085000000000000000e+03, 4.778812558540799671e+01, 4.362300555264000224e+01, 5.559877527142399600e+01, 1.362349281771519998e+02, 2.296062840668159879e+02, 3.531115751014399962e+02, 4.395204870143999898e+01, 1.223662271201280021e+02, 5.677400247500799679e+01, 4.020742442188799970e+01, 1.290394507673599911e+01, 3.248283765964799841e+02, 3.088030818631680177e+02
2.086000000000000000e+03, 4.760487644364799564e+01, 4.339176937881600082e+01, 5.609371572633600067e+01, 1.363418913177600018e+02, 2.291818037248000053e+02, 3.521434626293760175e+02, 4.396445545267199861e+01, 1.221203486310400024e+02, 5.456909041664000171e+01, 4.091974726451199729e+01, 1.213371567308800003e+01, 3.252848510894079936e+02, 3.087521126809600105e+02
2.087000000000000000e+03, 4.767754276044799866e+01, 4.326041636044799787e+01, 5.640860729343999935e+01, 1.354132724121599836e+02, 2.281941793505280032e+02, 3.525880588533759692e+02, 4.440458893721599765e+01, 1.225419852349439935e+02, 5.380136501247999803e+01, 4.175185942937599748e+01, 1.184574734335999935e+01, 3.251008721387519813e+02, 3.084475055472639724e+02
2.088000000000000000e+03, 4.782195684147200154e+01, 4.352913283481599649e+01, 5.557189817139200017e+01, 1.357161011609599939e+02, 2.281495519559680076e+02, 3.545151569920000156e+02, 4.410320302899199874e+01, 1.229491011583999978e+02, 5.561692402483200226e+01, 4.132342385868800250e+01, 1.247530293657599998e+01, 3.261015659642879996e+02, 3.092913659576319674e+02
2.089000000000000000e+03, 4.750481712742399765e+01, 4.340649977446400243e+01, 5.502683158937600183e+01, 1.355551992709119986e+02, 2.289728434995199962e+02, 3.546433349222400011e+02, 4.458687758335999973e+01, 1.230387418234879959e+02, 5.827635183615999637e+01, 4.084771848191999766e+01, 1.219580185804800010e+01, 3.262434005483519854e+02, 3.102553176801279733e+02
