year, MIROC-ES2L, CanESM5, NorESM2-LM, MPI-ESM1-2-LR, GFDL-ESM4, ACCESS-ESM1-5, IPSL-CM6A-LR, CNRM-ESM2-1, NorESM2-MM, CMCC-CM2-SR5, CESM2-WACCM, INM-CM5-0, TaiESM1, EC-Earth3-Veg, UKESM1-0-LL, INM-CM4-8
2.025000000000000000e+03, 5.642316656148479979e+02, 5.535467600609280225e+02, 4.904102374932479620e+02, 3.862855669514240162e+02, 3.450657256243200095e+02, 6.761107318374399711e+02, 3.778567271874559879e+02, 5.293920653148160227e+02, 4.872615231487999949e+02, 4.202580871741440092e+02, 5.138477062553599808e+02, 6.802285317324799507e+02, 4.296721857249279992e+02, 3.486762831708160206e+02, 5.626239721144320356e+02, 6.799596265144319887e+02
2.026000000000000000e+03, 5.665385999237120132e+02, 5.565676655738880072e+02, 4.916174252933120101e+02, 3.882753447690240023e+02, 3.459440128819200027e+02, 6.783606236119039750e+02, 3.788873851207679877e+02, 5.301825741783039803e+02, 4.885839704227839775e+02, 4.185437576888319882e+02, 5.163437533429760151e+02, 6.817912287395839712e+02, 4.289563690270720144e+02, 3.494149504368639896e+02, 5.627867111096319377e+02, 6.833474832957440412e+02
2.027000000000000000e+03, 5.687254093660160379e+02, 5.589642237706240167e+02, 4.924650773544959748e+02, 3.899350811934720014e+02, 3.472518975324159669e+02, 6.788628663500800258e+02, 3.810379222220799988e+02, 5.310125430538239470e+02, 4.894515538165759949e+02, 4.208209963253759724e+02, 5.192025238405119580e+02, 6.843083480104959335e+02, 4.274474933288959733e+02, 3.508506774732799727e+02, 5.629113322700800381e+02, 6.853243762114559559e+02
2.028000000000000000e+03, 5.709834884218879552e+02, 5.584854355804160377e+02, 4.938227232276479981e+02, 3.892866082406399642e+02, 3.474985897164800122e+02, 6.785879884431359415e+02, 3.811748914135039854e+02, 5.330573836943359538e+02, 4.903885277757439667e+02, 4.248362874306560002e+02, 5.218589275586559779e+02, 6.872608024821760182e+02, 4.291115582750720137e+02, 3.513221172428799832e+02, 5.632463732735999429e+02, 6.863776498319359689e+02
2.029000000000000000e+03, 5.719556274257920450e+02, 5.605948349480960360e+02, 4.954558509875199661e+02, 3.897128166359040051e+02, 3.477132709724160122e+02, 6.776447733596160106e+02, 3.821698474311679661e+02, 5.349064677785599997e+02, 4.921615439626239663e+02, 4.238928374661119847e+02, 5.244272173383679956e+02, 6.906794622320639974e+02, 4.276423439155199731e+02, 3.522744255774720159e+02, 5.636449999257599757e+02, 6.880478552391680296e+02
2.030000000000000000e+03, 5.741316323409920415e+02, 5.649444959682559784e+02, 4.971466588160000128e+02, 3.932597214248959858e+02, 3.474702026670079817e+02, 6.791195577548800202e+02, 3.829505248460799862e+02, 5.359629290700800084e+02, 4.935445905408000158e+02, 4.239294789058560013e+02, 5.276019363676159628e+02, 6.930582701342719929e+02, 4.275456064880639815e+02, 3.528754190090239717e+02, 5.649557031485439893e+02, 6.902564079534080292e+02
2.031000000000000000e+03, 5.773690310492160052e+02, 5.680700242001919378e+02, 4.979651185213439817e+02, 3.962609304862720023e+02, 3.495803066777600066e+02, 6.810269929963519644e+02, 3.849905336483839733e+02, 5.372854098984960274e+02, 4.948312352358399835e+02, 4.216080826367999634e+02, 5.299346404802560073e+02, 6.954875439022080172e+02, 4.294372375920639797e+02, 3.539340948930559989e+02, 5.653199029534720239e+02, 6.926206532321280065e+02
2.032000000000000000e+03, 5.802265935872000000e+02, 5.691127617290239868e+02, 4.988498817843199618e+02, 3.969784584601599704e+02, 3.494153530900479723e+02, 6.821988479795199964e+02, 3.868408928010239833e+02, 5.388653874380800062e+02, 4.965632814612479820e+02, 4.206096369582080001e+02, 5.315036457205759461e+02, 6.987639328604159346e+02, 4.301084604497920054e+02, 3.540721378263040151e+02, 5.654817024245760422e+02, 6.938978020229119466e+02
2.033000000000000000e+03, 5.815513896714239763e+02, 5.731635198689280060e+02, 5.001422307327999874e+02, 3.968690710118399920e+02, 3.493936769269760134e+02, 6.833942581739520392e+02, 3.880472417402879728e+02, 5.404552299806720157e+02, 4.984759511941119854e+02, 4.229535818055679783e+02, 5.343408071639039463e+02, 7.011052940165119480e+02, 4.280153349816320087e+02, 3.561817720750079843e+02, 5.665867169791999913e+02, 6.964518982778879490e+02
2.034000000000000000e+03, 5.840460274728959575e+02, 5.764384324321280246e+02, 5.008585171927039710e+02, 3.976516945838079664e+02, 3.493351579975679897e+02, 6.840522605854720268e+02, 3.906218733076480021e+02, 5.416311786045439476e+02, 5.005402198507520097e+02, 4.237563715911679765e+02, 5.375436112527360137e+02, 7.030539341004799780e+02, 4.297495622451199893e+02, 3.576603481210880204e+02, 5.670409768796159824e+02, 6.989163370905599777e+02
2.035000000000000000e+03, 5.877154730475519955e+02, 5.781376959774719353e+02, 5.015212843335679622e+02, 3.993792445153279687e+02, 3.503879618560000040e+02, 6.848709887262720031e+02, 3.925132695306239725e+02, 5.440054231039999877e+02, 5.024160468172800051e+02, 4.273186778644479773e+02, 5.415277302906879413e+02, 7.056700389457919300e+02, 4.314578854871039653e+02, 3.581854749818879782e+02, 5.675452328837119467e+02, 7.005716443299839966e+02
2.036000000000000000e+03, 5.909036809584639514e+02, 5.785665887272959935e+02, 5.033295326740479823e+02, 4.000065110671359889e+02, 3.512390364692479920e+02, 6.864157676666879979e+02, 3.925739694981119783e+02, 5.481878488350720318e+02, 5.039499876761599921e+02, 4.280321793064960048e+02, 5.442197352611840415e+02, 7.083686876938239720e+02, 4.301899641651199886e+02, 3.583364363714559886e+02, 5.686119953858559484e+02, 7.047711828213759873e+02
2.037000000000000000e+03, 5.926352238673920283e+02, 5.795077905448960109e+02, 5.061798474547200044e+02, 4.006382068039679893e+02, 3.519612620636160045e+02, 6.857536045056000376e+02, 3.949383825489919673e+02, 5.501758147133440389e+02, 5.044601828147199853e+02, 4.254970748600320007e+02, 5.458833975541759855e+02, 7.121937587240960283e+02, 4.293463721902080010e+02, 3.597833370337280030e+02, 5.696618464542719948e+02, 7.079763021660160121e+02
2.038000000000000000e+03, 5.952123384627200267e+02, 5.825972142079999685e+02, 5.078653872373760123e+02, 4.010135466803200188e+02, 3.521585956782079734e+02, 6.851198283939839939e+02, 3.964825575096319881e+02, 5.516449619640319497e+02, 5.057009921556480094e+02, 4.257138364907519872e+02, 5.486363038187520260e+02, 7.143019165777919852e+02, 4.313122592522240097e+02, 3.609164030935040159e+02, 5.703019307991039568e+02, 7.103156500561919984e+02
2.039000000000000000e+03, 5.978427374960639327e+02, 5.856802625290239348e+02, 5.091156253736959911e+02, 4.024510185471999648e+02, 3.535589898977279972e+02, 6.862685979279359572e+02, 3.979825077288959960e+02, 5.536014202306560037e+02, 5.079714192424959833e+02, 4.281811609845759676e+02, 5.513131421859840202e+02, 7.163302819921919991e+02, 4.297638564331520001e+02, 3.624218897940480133e+02, 5.709867767562240033e+02, 7.128141130629119289e+02
2.040000000000000000e+03, 6.012173738311679472e+02, 5.908850246942720332e+02, 5.108733742940160028e+02, 4.054516571832319869e+02, 3.550344453816319970e+02, 6.877345239531520065e+02, 4.005364362117119867e+02, 5.550865393909759860e+02, 5.105494398074879996e+02, 4.309746345574399697e+02, 5.545466150256639821e+02, 7.178490226933760141e+02, 4.296707764387840029e+02, 3.631201910784000120e+02, 5.718153699000320103e+02, 7.141180382904319686e+02
2.041000000000000000e+03, 6.041148661432320068e+02, 5.969480421212159627e+02, 5.125677388922879345e+02, 4.086264433213439702e+02, 3.554946779709439966e+02, 6.896355838525439594e+02, 4.022141242572799911e+02, 5.563013440471039530e+02, 5.123774852628480403e+02, 4.330877584670719784e+02, 5.572400963911679810e+02, 7.197980654305280268e+02, 4.317252807557119922e+02, 3.659130942259200197e+02, 5.723220418232319844e+02, 7.163539043123199690e+02
2.042000000000000000e+03, 6.069143124049919606e+02, 6.021246856724479812e+02, 5.144935955169279396e+02, 4.102376935915519880e+02, 3.551541340405759684e+02, 6.907412023869439963e+02, 4.035072114032639661e+02, 5.579687308820480212e+02, 5.132878841118720175e+02, 4.329327034368000113e+02, 5.605030300221440029e+02, 7.227902483496959576e+02, 4.314557715578879993e+02, 3.677665403863039728e+02, 5.731743243960320342e+02, 7.186547988234240165e+02
2.043000000000000000e+03, 6.094665967206400410e+02, 6.053448374026239662e+02, 5.168772017029119752e+02, 4.109734751764480052e+02, 3.568154475233279754e+02, 6.911643237744640373e+02, 4.055209135308799659e+02, 5.606032571105280340e+02, 5.154306030305280046e+02, 4.308592744202239828e+02, 5.637249936916480237e+02, 7.252199918796800375e+02, 4.303732049182719948e+02, 3.676885598863360087e+02, 5.738872889671679332e+02, 7.205463292641279622e+02
2.044000000000000000e+03, 6.121410191687680253e+02, 6.078204162867199329e+02, 5.191546081116159712e+02, 4.104301953679359940e+02, 3.581271573790720026e+02, 6.913458532515840034e+02, 4.067135051530240162e+02, 5.634388414955519693e+02, 5.174495060951039704e+02, 4.325665574748159656e+02, 5.669815184261119612e+02, 7.274949152604159508e+02, 4.291669566423040010e+02, 3.680191381504000105e+02, 5.747925875425279401e+02, 7.230583482613759543e+02
2.045000000000000000e+03, 6.152480924631039443e+02, 6.090645475164160416e+02, 5.211695517532159556e+02, 4.108010389503999704e+02, 3.580096497582080133e+02, 6.926982310789119310e+02, 4.080319930040320173e+02, 5.652487675576319361e+02, 5.197404684943360280e+02, 4.372901826396159777e+02, 5.709377872855039868e+02, 7.297370224066560240e+02, 4.321201157570559985e+02, 3.696920950210559909e+02, 5.756350722211840321e+02, 7.250422204989439479e+02
2.046000000000000000e+03, 6.175363705077760414e+02, 6.110762028236799779e+02, 5.236472110120960224e+02, 4.120358420480000063e+02, 3.591984832839680166e+02, 6.943891060162559370e+02, 4.109287806730239936e+02, 5.668509245767679658e+02, 5.215996189081599823e+02, 4.391805386752000118e+02, 5.734898702745599621e+02, 7.328199365099519582e+02, 4.316113634590719812e+02, 3.713330745180160193e+02, 5.757914358743039429e+02, 7.284796707307519910e+02
2.047000000000000000e+03, 6.187489605713919900e+02, 6.189312953548800351e+02, 5.254872689541119826e+02, 4.140065273937919983e+02, 3.600659324600320019e+02, 6.945039292825599659e+02, 4.120672489963519638e+02, 5.681622317793279535e+02, 5.232771056271359384e+02, 4.354661637160959913e+02, 5.775670693068799437e+02, 7.342627770859519387e+02, 4.283344376299519922e+02, 3.729533509304320091e+02, 5.760007484211199653e+02, 7.306244700241919645e+02
2.048000000000000000e+03, 6.213990225018879983e+02, 6.246130673254399426e+02, 5.266800283484160445e+02, 4.162264886149120002e+02, 3.597104232529919727e+02, 6.956411560919040085e+02, 4.141614146519040105e+02, 5.721338014597120036e+02, 5.257084597698559492e+02, 4.345920036536319913e+02, 5.816560123903999511e+02, 7.362704729702400073e+02, 4.285566686330880088e+02, 3.731535031173119705e+02, 5.764268225986560310e+02, 7.322425989529599519e+02
2.049000000000000000e+03, 6.246653451304960072e+02, 6.270157659832319723e+02, 5.270827821957119568e+02, 4.170217286533119818e+02, 3.603983226634239827e+02, 6.954186902077440209e+02, 4.153869231718400101e+02, 5.737281738506239890e+02, 5.282451412746239612e+02, 4.334124311511039878e+02, 5.848342210805759578e+02, 7.395274674667520003e+02, 4.307404917309439725e+02, 3.746447962931200095e+02, 5.768179330580479700e+02, 7.362058471342079429e+02
2.050000000000000000e+03, 6.265318439649280435e+02, 6.277549701201919561e+02, 5.280078778859519844e+02, 4.189412099358719956e+02, 3.621974777528320146e+02, 6.959253621309439950e+02, 4.165343505285119932e+02, 5.745859593502719918e+02, 5.299264531988479803e+02, 4.363717307269120056e+02, 5.884640053166079952e+02, 7.416350213406719831e+02, 4.300473913835519966e+02, 3.754136625479679878e+02, 5.770821406556159445e+02, 7.384900315381760265e+02
2.051000000000000000e+03, 6.274662006784000141e+02, 6.294145052180480207e+02, 5.305645578321920084e+02, 4.212343869276160149e+02, 3.605820667330559672e+02, 6.968046224670720221e+02, 4.184385309900799825e+02, 5.775623045775359969e+02, 5.309915044249599987e+02, 4.382857426370559892e+02, 5.922875328430079662e+02, 7.429576699412480139e+02, 4.294736441507839686e+02, 3.767550345216000096e+02, 5.777087361187840315e+02, 7.408230040862720216e+02
2.052000000000000000e+03, 6.301344491110399986e+02, 6.362464560087039445e+02, 5.323707593523199648e+02, 4.228601662668800145e+02, 3.608148673822719843e+02, 6.964894121328640040e+02, 4.193043359989760006e+02, 5.794727597178880387e+02, 5.327692182323199859e+02, 4.349840871915519642e+02, 5.953958812057600198e+02, 7.469304475811840121e+02, 4.270939973877759712e+02, 3.779943339130879849e+02, 5.788790475980799783e+02, 7.418925180518399429e+02
2.053000000000000000e+03, 6.335800866242559550e+02, 6.402156097699839847e+02, 5.341347158425600128e+02, 4.242744184668159733e+02, 3.615672248565759901e+02, 6.950067088916480316e+02, 4.213072671539200087e+02, 5.822959625175039946e+02, 5.340186846167040358e+02, 4.341181479649279709e+02, 5.999099589427199817e+02, 7.492978469765120053e+02, 4.272468042711039971e+02, 3.793125533286399786e+02, 5.796059037040639623e+02, 7.442663598981120003e+02
2.054000000000000000e+03, 6.359850669834239625e+02, 6.423155803422720282e+02, 5.352988197519359801e+02, 4.258251029872640174e+02, 3.621733521162240095e+02, 6.950514705039360024e+02, 4.238689802649599869e+02, 5.840127414763519482e+02, 5.357034862018559807e+02, 4.369730261483520053e+02, 6.036843627806720178e+02, 7.513717122007039961e+02, 4.273658553958400148e+02, 3.801797340692480134e+02, 5.810011640954879795e+02, 7.474057125560319719e+02
2.055000000000000000e+03, 6.383072350044160430e+02, 6.470477618872320136e+02, 5.370410665246720328e+02, 4.260601853378560122e+02, 3.652594874449919757e+02, 6.955074081259519971e+02, 4.261079668490239669e+02, 5.860909016678399439e+02, 5.372332998655999745e+02, 4.418842205880320080e+02, 6.073011278970880085e+02, 7.541826340782080251e+02, 4.254131552256000077e+02, 3.836931515351039934e+02, 5.820781271449600354e+02, 7.508869848760319883e+02
2.056000000000000000e+03, 6.396011610112000199e+02, 6.516423031521279654e+02, 5.384466281267200429e+02, 4.264515977871359951e+02, 3.667068914237439685e+02, 6.951582407065600364e+02, 4.265388393103360158e+02, 5.896110300200959955e+02, 5.385471907594239838e+02, 4.410490843299839980e+02, 6.101888894238719558e+02, 7.561356362383360192e+02, 4.247566963179519917e+02, 3.834585725009919770e+02, 5.833939306414080193e+02, 7.530121212723199733e+02
2.057000000000000000e+03, 6.421729068974079837e+02, 6.553446991790079892e+02, 5.390152079769600277e+02, 4.274186365173760009e+02, 3.674217014886399966e+02, 6.941399979130879956e+02, 4.288896292618239841e+02, 5.908772400660479889e+02, 5.396239860367360279e+02, 4.377601124597759963e+02, 6.149318754959359694e+02, 7.585386704404479588e+02, 4.214603089182720055e+02, 3.858195629998079994e+02, 5.845221648629759557e+02, 7.559041106575359663e+02
2.058000000000000000e+03, 6.456283423047680117e+02, 6.591943320535040129e+02, 5.397763567124479778e+02, 4.298297237831679922e+02, 3.684127316377599755e+02, 6.926612540948480046e+02, 4.302718705336320113e+02, 5.921399604510719428e+02, 5.420635274608639520e+02, 4.399448079728639982e+02, 6.171971352002559570e+02, 7.599597677445119643e+02, 4.206147036774399908e+02, 3.871545596313599731e+02, 5.849970942935040057e+02, 7.586783239864320194e+02
2.059000000000000000e+03, 6.478668926812159725e+02, 6.624430721597440197e+02, 5.416654376796159340e+02, 4.313837301923840073e+02, 3.696308246282239907e+02, 6.930496801996799832e+02, 4.310848273121279703e+02, 5.944647457177600245e+02, 5.439490516582400232e+02, 4.400542960844799723e+02, 6.201644878397439697e+02, 7.628175316090879505e+02, 4.192282345471999747e+02, 3.872483778232319764e+02, 5.853739105648639907e+02, 7.605327432253440065e+02
2.060000000000000000e+03, 6.488356762419199413e+02, 6.658930717491199403e+02, 5.448575043502079325e+02, 4.303742786600959676e+02, 3.696644461690879666e+02, 6.923762427494399390e+02, 4.326989968179199764e+02, 5.960991149916160339e+02, 5.451415426170880210e+02, 4.367505267097599813e+02, 6.239937196195839988e+02, 7.660398308229119948e+02, 4.196103859732480146e+02, 3.881553541201919870e+02, 5.860694939402239925e+02, 7.620716165857279520e+02
2.061000000000000000e+03, 6.515291576074239401e+02, 6.689538399272960305e+02, 5.463720843018239748e+02, 4.305529224560639818e+02, 3.697871882813440152e+02, 6.920429801308159767e+02, 4.340604007874559898e+02, 5.984526228520959421e+02, 5.459995965521919743e+02, 4.370836215562239886e+02, 6.271508561264639638e+02, 7.692014636236799561e+02, 4.161003239505919851e+02, 3.889667338403839949e+02, 5.865496578621440449e+02, 7.630403330375679616e+02
2.062000000000000000e+03, 6.550144564592640108e+02, 6.750804765573119539e+02, 5.470958869544959953e+02, 4.302531471605759634e+02, 3.682080496025599814e+02, 6.913369277726719702e+02, 4.360008871444479723e+02, 6.007343913369600159e+02, 5.483242476011520239e+02, 4.429032015790079981e+02, 6.302671904440319395e+02, 7.719564167086080033e+02, 4.128017555128320168e+02, 3.905912716656640100e+02, 5.874274418032639460e+02, 7.636295488634880257e+02
2.063000000000000000e+03, 6.564698463928319825e+02, 6.813515985715199577e+02, 5.493826886041599664e+02, 4.334061229178880126e+02, 3.700662269378560154e+02, 6.918161521704960251e+02, 4.364231361167359751e+02, 6.029530103808000376e+02, 5.501710835384319580e+02, 4.430145016299520080e+02, 6.348537457541119693e+02, 7.750206745477120194e+02, 4.124518498959359931e+02, 3.929141107752959670e+02, 5.879039147376639676e+02, 7.643481505792000235e+02
2.064000000000000000e+03, 6.588876445450239316e+02, 6.854556411494399981e+02, 5.515970462351359629e+02, 4.360807802470399679e+02, 3.709108255457280166e+02, 6.945922445475839595e+02, 4.381962865213440068e+02, 6.051198884904960096e+02, 5.524293303664640007e+02, 4.422289252679680089e+02, 6.394986857758719907e+02, 7.777053646520320171e+02, 4.131734715105279747e+02, 3.933435403960319832e+02, 5.879749830246399824e+02, 7.662021000560639550e+02
2.065000000000000000e+03, 6.624751501967359673e+02, 6.892233341009920196e+02, 5.527954427740160099e+02, 4.375388209807359772e+02, 3.695169408860160161e+02, 6.956018302976000314e+02, 4.404385278853119985e+02, 6.070671863971839457e+02, 5.537384565309439495e+02, 4.449265338286080009e+02, 6.434508609945600028e+02, 7.805300438466559854e+02, 4.135398187991040118e+02, 3.962623733268479782e+02, 5.880106178314240424e+02, 7.690500660264959834e+02
2.066000000000000000e+03, 6.659899769487359436e+02, 6.943165613342720235e+02, 5.549160828764159987e+02, 4.379120469278719838e+02, 3.720193633157119848e+02, 6.956499473530880095e+02, 4.408872513044480002e+02, 6.098483119390720049e+02, 5.548891386675200010e+02, 4.450709521039360084e+02, 6.464374738780160214e+02, 7.833072770744320223e+02, 4.108711677132799878e+02, 3.971671685857280067e+02, 5.886072827412480137e+02, 7.722750495948799880e+02
2.067000000000000000e+03, 6.678807691919359968e+02, 6.989580788039679646e+02, 5.560252246261759410e+02, 4.388132854169600137e+02, 3.742341907087359800e+02, 6.935486346035199858e+02, 4.423585124843519907e+02, 6.113575231815680127e+02, 5.560640135495680170e+02, 4.434739960217600014e+02, 6.495128046796800163e+02, 7.851457915125760110e+02, 4.089891667312639925e+02, 3.988272070000639928e+02, 5.894609746001920030e+02, 7.746413081395199924e+02
2.068000000000000000e+03, 6.697502879252480170e+02, 7.027246980136959564e+02, 5.567223850598400077e+02, 4.394649124864000100e+02, 3.744309203435519748e+02, 6.936510427299839421e+02, 4.437698790031359977e+02, 6.142905831915519457e+02, 5.572596921794560103e+02, 4.435409035591679867e+02, 6.535390680842240272e+02, 7.866103753605119664e+02, 4.098455093903360194e+02, 3.980983376281599817e+02, 5.899621435965440241e+02, 7.769305928171519326e+02
2.069000000000000000e+03, 6.735758287175680152e+02, 7.089719292723200397e+02, 5.571202064056319614e+02, 4.397019745484799955e+02, 3.737635562455039917e+02, 6.925838104657919985e+02, 4.447436286197760182e+02, 6.161925826150400098e+02, 5.584873146286080328e+02, 4.447769146163199707e+02, 6.570065830871039907e+02, 7.893060042096640245e+02, 4.092320001556479951e+02, 3.976558217789440164e+02, 5.902533960663039352e+02, 7.793108771143679405e+02
2.070000000000000000e+03, 6.771107881287680357e+02, 7.130470479298560349e+02, 5.593726483169280073e+02, 4.400489273753599946e+02, 3.746745926287359794e+02, 6.927794999132160001e+02, 4.457566704762879795e+02, 6.194096473374719380e+02, 5.611110363299840174e+02, 4.490977859338240137e+02, 6.611192827084800001e+02, 7.902298919403519903e+02, 4.070758259097599989e+02, 3.991367801896959691e+02, 5.899719414906879820e+02, 7.823964084633599896e+02
2.071000000000000000e+03, 6.798305090600960057e+02, 7.173170507284479527e+02, 5.612701178920959819e+02, 4.414224109404160004e+02, 3.765883696578559920e+02, 6.918733289226239549e+02, 4.477142024847360062e+02, 6.224133729812480169e+02, 5.632097318338560399e+02, 4.465679830876159713e+02, 6.634266196705279981e+02, 7.912529665720319372e+02, 4.083410964316159948e+02, 4.006067998556159750e+02, 5.911621843025919816e+02, 7.849925148671999295e+02
2.072000000000000000e+03, 6.812183203676160019e+02, 7.220509099950079417e+02, 5.631822171996159341e+02, 4.437810861834240086e+02, 3.775845336350719776e+02, 6.921125720227839793e+02, 4.489997398835199647e+02, 6.245108605255679777e+02, 5.643818552524800225e+02, 4.444628451327999983e+02, 6.663886707097599356e+02, 7.932692523909120155e+02, 4.075264619315199752e+02, 4.020633306398719924e+02, 5.915879229358080238e+02, 7.875709045309439489e+02
2.073000000000000000e+03, 6.844408209080320376e+02, 7.256853918515199666e+02, 5.654523758510080143e+02, 4.445619984793599997e+02, 3.782124377210880084e+02, 6.918874217840640313e+02, 4.500165062819839932e+02, 6.270787140976640330e+02, 5.671876768563199676e+02, 4.433547100160000127e+02, 6.693303206543359920e+02, 7.947845705400319503e+02, 4.050237039575039830e+02, 4.024371941212160095e+02, 5.916806002769919814e+02, 7.895361205043200243e+02
2.074000000000000000e+03, 6.875640674385920192e+02, 7.296884355891199903e+02, 5.675910011289599879e+02, 4.428323010641919950e+02, 3.783994030161919682e+02, 6.900081051566079395e+02, 4.512536581898239660e+02, 6.294348392038399425e+02, 5.704728570757119996e+02, 4.423796182220800119e+02, 6.738551358095360229e+02, 7.962211699916799716e+02, 4.055744664043519947e+02, 4.032833697873920187e+02, 5.925984482099199795e+02, 7.918107083407360278e+02
2.075000000000000000e+03, 6.914047748341760098e+02, 7.327282658017279573e+02, 5.688868732928000327e+02, 4.436760608112639943e+02, 3.808835718348800015e+02, 6.908809230417920162e+02, 4.532916872806400193e+02, 6.312439599595519439e+02, 5.726072544952320413e+02, 4.404654049853439801e+02, 6.766682722795519567e+02, 7.986496384532480306e+02, 4.045108915732479886e+02, 4.057866646323199689e+02, 5.936851420446720340e+02, 7.933884377333760085e+02
2.076000000000000000e+03, 6.935986307071999590e+02, 7.396835626844159606e+02, 5.697901586022400124e+02, 4.461472776191999969e+02, 3.830066614108159797e+02, 6.926780313108480414e+02, 4.544334103838720011e+02, 6.337567842631680151e+02, 5.732272732897280321e+02, 4.431251977011199870e+02, 6.803854993653759493e+02, 8.016987967979520135e+02, 4.044472723701759946e+02, 4.067952437493759703e+02, 5.946952646656000070e+02, 7.951940688281599705e+02
