year, MPI-ESM1-2-LR, GFDL-ESM4, INM-CM4-8, MIROC-ES2L, CESM2-WACCM, CNRM-ESM2-1, NorESM2-LM, IPSL-CM6A-LR, CanESM5, TaiESM1, CMCC-CM2-SR5, UKESM1-0-LL, ACCESS-ESM1-5, EC-Earth3-Veg, NorESM2-MM, INM-CM5-0
2.030000000000000000e+03, 1.715414595839999947e+02, 1.122315151679999872e+02, 1.720597695119999742e+02, 1.329558390720000034e+02, 1.250966894399999916e+02, 1.176321576599999901e+02, 1.236601931039999869e+02, 1.328702661359999979e+02, 1.683757024559999991e+02, 1.370029643279999902e+02, 1.142857702079999882e+02, 1.485561306239999908e+02, 1.265925444119999952e+02, 1.463396701679999978e+02, 1.219235134679999959e+02, 1.750607983439999771e+02
2.031000000000000000e+03, 1.715495801040000003e+02, 1.178718785639999851e+02, 1.720881992159999925e+02, 1.350199648800000034e+02, 1.246268897639999835e+02, 1.170282669119999923e+02, 1.231163311319999849e+02, 1.355193374399999868e+02, 1.659503948400000013e+02, 1.374064674480000008e+02, 1.113871466519999984e+02, 1.421324524079999776e+02, 1.273841847359999946e+02, 1.440273875759999953e+02, 1.222564074839999932e+02, 1.770745926959999963e+02
2.032000000000000000e+03, 1.706973039359999973e+02, 1.128607293239999905e+02, 1.712240655119999815e+02, 1.344375422640000011e+02, 1.252708312319999919e+02, 1.188956632679999927e+02, 1.236965304599999911e+02, 1.349297876879999762e+02, 1.669614547679999816e+02, 1.369695992399999795e+02, 1.120654544759999851e+02, 1.476485718479999889e+02, 1.274397511679999866e+02, 1.542274544879999780e+02, 1.236997628999999961e+02, 1.780447977359999925e+02
2.033000000000000000e+03, 1.679969866319999880e+02, 1.118308424039999949e+02, 1.754134811999999783e+02, 1.325271229199999823e+02, 1.264265704439999922e+02, 1.185367047479999911e+02, 1.229304421799999858e+02, 1.352046712319999813e+02, 1.702374302159999786e+02, 1.373402733839999996e+02, 1.148982072119999884e+02, 1.515316941359999987e+02, 1.272983516279999918e+02, 1.461737592719999839e+02, 1.246683990239999957e+02, 1.755310001039999861e+02
2.034000000000000000e+03, 1.714321242719999816e+02, 1.127808013319999958e+02, 1.727969550479999725e+02, 1.359431497439999816e+02, 1.278479137319999950e+02, 1.183807828799999839e+02, 1.236106894679999897e+02, 1.409744031839999820e+02, 1.682196465600000010e+02, 1.417879058399999792e+02, 1.146887608679999886e+02, 1.452871561679999957e+02, 1.265991512039999947e+02, 1.472973238799999933e+02, 1.241015394239999949e+02, 1.758976534079999965e+02
2.035000000000000000e+03, 1.709176459679999880e+02, 1.157401868759999957e+02, 1.751265824399999929e+02, 1.362424421519999953e+02, 1.290496245479999970e+02, 1.243329111719999958e+02, 1.232243734679999960e+02, 1.378540578960000005e+02, 1.676988295199999754e+02, 1.411675769519999903e+02, 1.180643743079999979e+02, 1.513380000239999958e+02, 1.280221816680000018e+02, 1.434562075439999944e+02, 1.264209491519999915e+02, 1.768127177519999975e+02
2.036000000000000000e+03, 1.681349250959999893e+02, 1.146928999679999919e+02, 1.813866361199999915e+02, 1.371533595119999802e+02, 1.288231645319999927e+02, 1.297998107999999888e+02, 1.258765431839999849e+02, 1.352869328879999955e+02, 1.672219105920000004e+02, 1.397028243599999939e+02, 1.169212416119999887e+02, 1.509378554879999967e+02, 1.284400100160000022e+02, 1.502383239360000005e+02, 1.249194886559999844e+02, 1.802979976319999764e+02
2.037000000000000000e+03, 1.704633068159999993e+02, 1.165477449959999916e+02, 1.792089807119999989e+02, 1.370085461999999836e+02, 1.274722017119999862e+02, 1.250846190359999923e+02, 1.277894932919999889e+02, 1.396131044400000007e+02, 1.691486655839999855e+02, 1.406817964079999967e+02, 1.152934478999999897e+02, 1.502013952799999856e+02, 1.237076153639999916e+02, 1.515643023599999992e+02, 1.234408996439999839e+02, 1.829041957439999919e+02
2.038000000000000000e+03, 1.687465658159999862e+02, 1.173929492159999910e+02, 1.798974431279999919e+02, 1.380781054079999990e+02, 1.291183493759999976e+02, 1.242448311239999867e+02, 1.261600754759999887e+02, 1.394459636400000022e+02, 1.709511529679999740e+02, 1.406666275919999975e+02, 1.153252283039999924e+02, 1.531020292559999803e+02, 1.244129889599999927e+02, 1.521310200479999821e+02, 1.240796534399999871e+02, 1.792150513919999923e+02
2.039000000000000000e+03, 1.727404425359999891e+02, 1.192696329239999926e+02, 1.785050341199999764e+02, 1.379511730079999836e+02, 1.295084733479999954e+02, 1.225553529959999963e+02, 1.250547150239999894e+02, 1.401190207199999804e+02, 1.749054047039999773e+02, 1.404630784799999788e+02, 1.184363256599999943e+02, 1.521825025679999897e+02, 1.286780200919999970e+02, 1.525323629519999997e+02, 1.271230903079999877e+02, 1.782396429119999937e+02
2.040000000000000000e+03, 1.783261303919999818e+02, 1.205601727679999868e+02, 1.764626050799999746e+02, 1.389867364079999845e+02, 1.315110172320000004e+02, 1.233450932759999858e+02, 1.270243353239999919e+02, 1.441024747919999811e+02, 1.764553202639999938e+02, 1.422108824399999776e+02, 1.193130579959999977e+02, 1.535831109359999971e+02, 1.297714599359999852e+02, 1.552129229519999853e+02, 1.274202303839999928e+02, 1.799474276879999763e+02
2.041000000000000000e+03, 1.819306794239999761e+02, 1.163883383999999950e+02, 1.775942744399999924e+02, 1.403331028559999822e+02, 1.305143613719999962e+02, 1.218684121919999939e+02, 1.270244535839999855e+02, 1.417040516159999868e+02, 1.799721046079999951e+02, 1.432980072000000007e+02, 1.221436583999999925e+02, 1.517314431599999978e+02, 1.323580584239999780e+02, 1.540717454879999764e+02, 1.268364359519999880e+02, 1.803045728879999956e+02
2.042000000000000000e+03, 1.818317036879999762e+02, 1.163710330199999845e+02, 1.789817638319999844e+02, 1.403724597840000001e+02, 1.311076796760000036e+02, 1.232047738439999875e+02, 1.284675015239999993e+02, 1.406123541359999933e+02, 1.798630058159999976e+02, 1.428972319439999978e+02, 1.218425211359999878e+02, 1.565112127679999787e+02, 1.296813063959999965e+02, 1.507330922399999906e+02, 1.253778644159999942e+02, 1.805861262959999749e+02
2.043000000000000000e+03, 1.801644899759999987e+02, 1.207165361399999881e+02, 1.792421723519999830e+02, 1.403277259679999815e+02, 1.311982037639999987e+02, 1.265997030839999837e+02, 1.279329742079999903e+02, 1.438257779279999795e+02, 1.769913061199999902e+02, 1.416550131359999796e+02, 1.180695856319999848e+02, 1.546787661839999828e+02, 1.283843174399999896e+02, 1.502129532239999889e+02, 1.285406729279999922e+02, 1.823095529279999880e+02
2.044000000000000000e+03, 1.744314974639999889e+02, 1.204809858719999909e+02, 1.805234642639999834e+02, 1.402840013039999860e+02, 1.333192757039999776e+02, 1.280271170519999941e+02, 1.285276722119999988e+02, 1.402334333279999896e+02, 1.781777850479999756e+02, 1.408801893839999764e+02, 1.221923420999999905e+02, 1.555333129439999880e+02, 1.299148777799999834e+02, 1.508903465039999787e+02, 1.292086054079999826e+02, 1.804800076559999980e+02
2.045000000000000000e+03, 1.792174954319999927e+02, 1.174125015359999935e+02, 1.810397716559999992e+02, 1.426394566799999950e+02, 1.346161306319999937e+02, 1.254055530239999854e+02, 1.303670251799999846e+02, 1.430760883680000006e+02, 1.780721236799999758e+02, 1.447612933679999969e+02, 1.257917034599999937e+02, 1.558109558879999952e+02, 1.322378904959999772e+02, 1.531254605039999888e+02, 1.290572641439999870e+02, 1.842184900799999809e+02
2.046000000000000000e+03, 1.745893193759999917e+02, 1.197876669119999917e+02, 1.845234589679999999e+02, 1.410492854159999752e+02, 1.338611903279999922e+02, 1.258647171839999857e+02, 1.310823878039999784e+02, 1.467432363599999974e+02, 1.811729954879999980e+02, 1.446644463119999955e+02, 1.231308613439999959e+02, 1.508688389519999760e+02, 1.318099233239999819e+02, 1.544319812159999969e+02, 1.304633282399999814e+02, 1.834903396079999993e+02
2.047000000000000000e+03, 1.809210070799999812e+02, 1.191731327639999876e+02, 1.798745322239999780e+02, 1.400129178480000007e+02, 1.354948497359999919e+02, 1.235474597879999834e+02, 1.311832714679999867e+02, 1.446733552319999774e+02, 1.885856111279999823e+02, 1.415792163599999753e+02, 1.222752265919999957e+02, 1.541019885119999913e+02, 1.304737587719999965e+02, 1.563217917839999984e+02, 1.289395796759999939e+02, 1.812402302399999883e+02
2.048000000000000000e+03, 1.838011899599999879e+02, 1.152986986439999981e+02, 1.850009770799999842e+02, 1.426131871919999980e+02, 1.371914549999999906e+02, 1.306216389599999843e+02, 1.301437424159999807e+02, 1.473426095760000010e+02, 1.866202245359999949e+02, 1.441119355919999805e+02, 1.218383583839999886e+02, 1.553597861039999941e+02, 1.315432785599999761e+02, 1.574029404719999832e+02, 1.326736076400000002e+02, 1.856527473599999780e+02
2.049000000000000000e+03, 1.820149436159999823e+02, 1.216840211999999894e+02, 1.863262459439999930e+02, 1.444015149119999819e+02, 1.348732436399999983e+02, 1.250812604519999951e+02, 1.277054183159999923e+02, 1.441379685599999902e+02, 1.832661028799999769e+02, 1.455967135439999822e+02, 1.204304100119999958e+02, 1.556004688559999920e+02, 1.297236828959999855e+02, 1.557815958719999969e+02, 1.341062565839999934e+02, 1.872068572079999740e+02
2.050000000000000000e+03, 1.867640759999999887e+02, 1.212551946719999876e+02, 1.850021439119999798e+02, 1.411583369039999809e+02, 1.375454781359999856e+02, 1.257689344679999834e+02, 1.302627829319999933e+02, 1.438205429519999825e+02, 1.829766181679999875e+02, 1.458105906959999913e+02, 1.251750642839999870e+02, 1.564207990559999928e+02, 1.315444769279999946e+02, 1.571446290959999885e+02, 1.328326909919999821e+02, 1.827766483919999985e+02
2.051000000000000000e+03, 1.894931383679999897e+02, 1.179488264039999876e+02, 1.831015322639999852e+02, 1.430223667919999855e+02, 1.366970966639999858e+02, 1.293790022999999962e+02, 1.322587279079999973e+02, 1.456307881919999829e+02, 1.866850940879999996e+02, 1.462621546799999805e+02, 1.242927106559999970e+02, 1.608409951919999799e+02, 1.326862851119999789e+02, 1.566564518159999864e+02, 1.325552845679999905e+02, 1.864421722799999941e+02
2.052000000000000000e+03, 1.886607614159999855e+02, 1.224444566519999853e+02, 1.837743212879999817e+02, 1.449209285999999963e+02, 1.367190614879999941e+02, 1.285822925639999994e+02, 1.327548759119999886e+02, 1.444962805919999767e+02, 1.908354524399999832e+02, 1.436124684239999851e+02, 1.214492593319999969e+02, 1.614722828399999912e+02, 1.290058368119999841e+02, 1.584421778159999974e+02, 1.350223300799999890e+02, 1.890261532799999884e+02
2.053000000000000000e+03, 1.907857201679999832e+02, 1.222316832599999969e+02, 1.854623329919999719e+02, 1.455183781199999942e+02, 1.397742533999999921e+02, 1.326069720719999907e+02, 1.323166043519999846e+02, 1.490902085519999787e+02, 1.882898034479999865e+02, 1.465689368879999961e+02, 1.225825843319999962e+02, 1.655669486159999906e+02, 1.275914472119999914e+02, 1.646917142399999818e+02, 1.341813595679999764e+02, 1.859840803439999775e+02
2.054000000000000000e+03, 1.902455400239999790e+02, 1.259264962079999890e+02, 1.894278115439999794e+02, 1.450667825999999820e+02, 1.419158946959999810e+02, 1.315655823959999964e+02, 1.322464682879999884e+02, 1.500798713039999939e+02, 1.883942349119999733e+02, 1.485785527199999763e+02, 1.266725748959999862e+02, 1.668012676559999932e+02, 1.305142194599999925e+02, 1.621750941359999842e+02, 1.343798471519999964e+02, 1.885574652479999713e+02
2.055000000000000000e+03, 1.878794885519999980e+02, 1.316936737439999945e+02, 1.895112873359999810e+02, 1.463289006239999992e+02, 1.392692831999999896e+02, 1.333625273279999988e+02, 1.332321417359999884e+02, 1.515243777839999950e+02, 1.916578167119999989e+02, 1.475667516959999830e+02, 1.284747311520000039e+02, 1.650035895119999907e+02, 1.308367144799999835e+02, 1.588204521360000001e+02, 1.351706596559999980e+02, 1.889059853519999876e+02
2.056000000000000000e+03, 1.880662447439999880e+02, 1.276152726599999880e+02, 1.899814575599999955e+02, 1.451635192800000027e+02, 1.409542674479999960e+02, 1.377842056559999833e+02, 1.351985217120000016e+02, 1.485325890000000015e+02, 1.921168704959999900e+02, 1.470466599840000015e+02, 1.250975330279999866e+02, 1.647984793679999882e+02, 1.299150985320000018e+02, 1.601236457999999914e+02, 1.349453034000000002e+02, 1.864771141679999857e+02
2.057000000000000000e+03, 1.887042337919999966e+02, 1.264909275359999867e+02, 1.912988108879999913e+02, 1.478557949039999926e+02, 1.419328452959999822e+02, 1.320010787880000009e+02, 1.322793761039999936e+02, 1.518359849999999938e+02, 1.937229359039999963e+02, 1.453133941199999981e+02, 1.256431058279999888e+02, 1.628053253279999808e+02, 1.272743054279999910e+02, 1.612145864159999746e+02, 1.342574401679999880e+02, 1.902406677119999756e+02
2.058000000000000000e+03, 1.938963050639999892e+02, 1.259778762359999860e+02, 1.906570690559999832e+02, 1.494943423919999930e+02, 1.389407884559999786e+02, 1.335022948799999938e+02, 1.326396433679999802e+02, 1.488915948239999807e+02, 1.942587956159999862e+02, 1.468421647919999771e+02, 1.267842754079999850e+02, 1.644928797599999939e+02, 1.265908887719999854e+02, 1.605443360399999904e+02, 1.376965040399999793e+02, 1.859284981439999740e+02
2.059000000000000000e+03, 1.937657617919999780e+02, 1.271152457279999908e+02, 1.890260271359999820e+02, 1.470155497199999957e+02, 1.406878986239999847e+02, 1.340914661999999851e+02, 1.362963844800000004e+02, 1.485148342319999983e+02, 1.949043848399999774e+02, 1.487511492479999902e+02, 1.262840592599999923e+02, 1.648908325439999771e+02, 1.309312199879999810e+02, 1.624391923679999934e+02, 1.376146996559999991e+02, 1.914709974479999914e+02
2.060000000000000000e+03, 1.888150355279999815e+02, 1.245002096519999952e+02, 1.881579041279999842e+02, 1.471810979519999876e+02, 1.413462283920000004e+02, 1.330992805679999833e+02, 1.373127109200000007e+02, 1.494147139919999745e+02, 1.963457377199999883e+02, 1.495402430399999787e+02, 1.235480905079999872e+02, 1.655637319439999828e+02, 1.277821769399999852e+02, 1.649980391759999918e+02, 1.364281261200000017e+02, 1.938403286639999976e+02
2.061000000000000000e+03, 1.917501068159999988e+02, 1.232256506759999866e+02, 1.861120534319999820e+02, 1.496320127999999841e+02, 1.408473288719999914e+02, 1.331414126640000006e+02, 1.361500101359999917e+02, 1.506301114319999783e+02, 1.976402589839999848e+02, 1.463052328559999751e+02, 1.264230699479999913e+02, 1.619001317519999930e+02, 1.292573994839999898e+02, 1.641104742240000007e+02, 1.364605766640000013e+02, 1.937124501839999766e+02
2.062000000000000000e+03, 1.887144514559999777e+02, 1.245868863479999931e+02, 1.866571216559999868e+02, 1.498966786799999795e+02, 1.417686846479999758e+02, 1.355205831119999971e+02, 1.379302173359999983e+02, 1.515560399279999899e+02, 2.011359930479999889e+02, 1.462929653519999817e+02, 1.306606095719999985e+02, 1.686665116799999851e+02, 1.279824147719999843e+02, 1.677155751359999840e+02, 1.394132608079999898e+02, 1.933107446159999938e+02
2.063000000000000000e+03, 1.939600866239999846e+02, 1.285713653399999998e+02, 1.875082625279999888e+02, 1.476887014079999858e+02, 1.447352919359999817e+02, 1.373624904959999924e+02, 1.382180779439999867e+02, 1.508772590639999862e+02, 2.023265243519999785e+02, 1.499172874559999968e+02, 1.267860966119999944e+02, 1.649470927679999761e+02, 1.333055102399999896e+02, 1.619526707279999869e+02, 1.399246012799999903e+02, 1.958219878319999907e+02
2.064000000000000000e+03, 1.994055496559999767e+02, 1.260040353479999879e+02, 1.898773256879999849e+02, 1.516364251919999901e+02, 1.483298125199999902e+02, 1.358132056559999796e+02, 1.385106531839999775e+02, 1.527074508239999773e+02, 2.010894932159999939e+02, 1.514882217599999876e+02, 1.273614866999999862e+02, 1.632949374959999886e+02, 1.365808865039999773e+02, 1.688126021999999864e+02, 1.377936191519999909e+02, 1.947881116079999799e+02
2.065000000000000000e+03, 1.980581109839999954e+02, 1.247019217919999932e+02, 1.940347796399999822e+02, 1.525157434799999976e+02, 1.465367543999999782e+02, 1.366750214639999967e+02, 1.362612376079999876e+02, 1.551987317519999863e+02, 2.014125637679999841e+02, 1.535552961839999853e+02, 1.318429967040000008e+02, 1.665237981599999841e+02, 1.347659266320000029e+02, 1.655917674479999846e+02, 1.381518208079999965e+02, 1.957336239599999885e+02
2.066000000000000000e+03, 1.970533109519999755e+02, 1.318516691039999955e+02, 1.933740689039999836e+02, 1.535179260239999905e+02, 1.455864958800000011e+02, 1.380026239919999966e+02, 1.403086466879999819e+02, 1.513452848399999766e+02, 2.041668391679999957e+02, 1.521649527839999791e+02, 1.287115901640000004e+02, 1.667811319199999787e+02, 1.323877180319999809e+02, 1.674389571119999971e+02, 1.386390835439999876e+02, 1.949563088639999933e+02
2.067000000000000000e+03, 1.974627901439999960e+02, 1.336836426479999886e+02, 1.942661750399999789e+02, 1.514965787999999804e+02, 1.472899129199999777e+02, 1.365177987360000031e+02, 1.387954390319999902e+02, 1.532602138319999767e+02, 2.060311371119999819e+02, 1.525597835039999950e+02, 1.287160209719999955e+02, 1.720742287679999833e+02, 1.280656776959999945e+02, 1.690655209199999831e+02, 1.387361671199999762e+02, 1.951539607439999884e+02
2.068000000000000000e+03, 1.986858192959999769e+02, 1.286560868039999832e+02, 1.959273180719999914e+02, 1.535237444159999995e+02, 1.462774496399999862e+02, 1.389893696639999803e+02, 1.377054129599999897e+02, 1.532475048239999751e+02, 2.060468735759999959e+02, 1.533940526159999820e+02, 1.271647335959999907e+02, 1.666783087919999957e+02, 1.311353052119999916e+02, 1.709344546559999856e+02, 1.397134362239999916e+02, 1.947427470719999860e+02
2.069000000000000000e+03, 1.957696065359999977e+02, 1.276852904639999906e+02, 1.945975080239999784e+02, 1.561586718239999811e+02, 1.471423402079999789e+02, 1.376438073839999845e+02, 1.381114547279999840e+02, 1.528584294239999792e+02, 2.098484437679999814e+02, 1.525164688079999848e+02, 1.329911278559999914e+02, 1.672093119599999795e+02, 1.299057008039999914e+02, 1.709387120159999824e+02, 1.381630949279999925e+02, 1.966810127039999827e+02
2.070000000000000000e+03, 1.986103694159999975e+02, 1.311167226239999763e+02, 1.985262471359999950e+02, 1.549674151919999758e+02, 1.486094895359999839e+02, 1.411391314800000032e+02, 1.406940008400000011e+02, 1.503140261039999928e+02, 2.079834047279999822e+02, 1.517476841999999806e+02, 1.330829449199999885e+02, 1.682977769999999964e+02, 1.314998850239999797e+02, 1.679608621439999752e+02, 1.413376032959999975e+02, 1.920477593519999857e+02
2.071000000000000000e+03, 2.044893263039999738e+02, 1.326685776479999959e+02, 1.977602376959999901e+02, 1.561165239599999950e+02, 1.458971570159999942e+02, 1.398984421680000025e+02, 1.393947491759999764e+02, 1.551722572799999966e+02, 2.085041586959999904e+02, 1.558215677519999929e+02, 1.313441287199999863e+02, 1.741742267759999834e+02, 1.288000013399999943e+02, 1.691231687279999960e+02, 1.397305287359999966e+02, 1.961750648879999801e+02
2.072000000000000000e+03, 2.038702115519999722e+02, 1.303018718040000010e+02, 1.965445721999999762e+02, 1.532701161359999844e+02, 1.471603630319999922e+02, 1.387480404239999814e+02, 1.420129625040000008e+02, 1.550991410639999799e+02, 2.086306495919999975e+02, 1.532805230159999894e+02, 1.314613401479999766e+02, 1.673726053679999950e+02, 1.314636265079999760e+02, 1.709700745679999727e+02, 1.420894846079999922e+02, 1.941021247679999817e+02
2.073000000000000000e+03, 2.036047257359999776e+02, 1.298978168040000014e+02, 1.978627139279999767e+02, 1.565092417679999812e+02, 1.478113606799999786e+02, 1.419487709759999916e+02, 1.415636533439999880e+02, 1.538109585359999869e+02, 2.120446108079999874e+02, 1.546637865839999790e+02, 1.311504346079999834e+02, 1.747311052319999760e+02, 1.289350857959999814e+02, 1.738054605600000002e+02, 1.439112089519999813e+02, 1.961223366959999908e+02
2.074000000000000000e+03, 2.005156483919999744e+02, 1.295717109119999861e+02, 1.981975316399999940e+02, 1.564407455759999834e+02, 1.494745535519999748e+02, 1.420812064079999857e+02, 1.433531163600000014e+02, 1.556560195200000010e+02, 2.089426037039999926e+02, 1.560024267119999877e+02, 1.275140736359999920e+02, 1.749128314319999902e+02, 1.257755254919999857e+02, 1.705077725759999794e+02, 1.454562364319999972e+02, 1.954579993199999990e+02
2.075000000000000000e+03, 1.992998094479999907e+02, 1.344313612079999984e+02, 1.968813293759999965e+02, 1.601816247359999750e+02, 1.492661163599999838e+02, 1.406476113839999869e+02, 1.395719499599999835e+02, 1.581500440799999865e+02, 2.136218996159999790e+02, 1.552171487759999877e+02, 1.295563528799999915e+02, 1.753917528959999856e+02, 1.332398365199999830e+02, 1.717830884159999982e+02, 1.436449505039999792e+02, 2.009042980559999876e+02
2.076000000000000000e+03, 2.059155734399999744e+02, 1.363858048079999890e+02, 1.979471673359999784e+02, 1.560674224079999988e+02, 1.517048583119999989e+02, 1.384430399999999963e+02, 1.409032579679999913e+02, 1.560829538879999916e+02, 2.163286187279999808e+02, 1.570728846959999885e+02, 1.325128528799999970e+02, 1.762177911119999862e+02, 1.338781251599999962e+02, 1.781158956479999915e+02, 1.430988100559999907e+02, 2.022895799279999949e+02
