year, CNRM-ESM2-1, IPSL-CM6A-LR, CanESM5, INM-CM4-8, CESM2-WACCM, INM-CM5-0, UKESM1-0-LL, ACCESS-ESM1-5, TaiESM1, NorESM2-LM, EC-Earth3-Veg, GFDL-ESM4, MIROC-ES2L, CMCC-CM2-SR5, MPI-ESM1-2-LR, NorESM2-MM
2.077000000000000000e+03, 2.901594238281250000e+02, 2.899576416015625000e+02, 2.917491760253906250e+02, 2.892742614746093750e+02, 2.906886901855468750e+02, 2.891636047363281250e+02, 2.910686340332031250e+02, 2.911125183105468750e+02, 2.909831848144531250e+02, 2.895901489257812500e+02, 2.905813598632812500e+02, 2.893136291503906250e+02, 2.907710266113281250e+02, 2.906492614746093750e+02, 2.893800354003906250e+02, 2.891972045898437500e+02
2.078000000000000000e+03, 2.900441894531250000e+02, 2.900222473144531250e+02, 2.917691345214843750e+02, 2.893659973144531250e+02, 2.905373229980468750e+02, 2.891819458007812500e+02, 2.911167907714843750e+02, 2.911752624511718750e+02, 2.909448242187500000e+02, 2.897518005371093750e+02, 2.907323303222656250e+02, 2.894008483886718750e+02, 2.906543273925781250e+02, 2.907975463867187500e+02, 2.895122375488281250e+02, 2.891429748535156250e+02
2.079000000000000000e+03, 2.902886657714843750e+02, 2.902097778320312500e+02, 2.919505004882812500e+02, 2.893774719238281250e+02, 2.903500671386718750e+02, 2.890940246582031250e+02, 2.910329895019531250e+02, 2.910985717773437500e+02, 2.909620971679687500e+02, 2.900219421386718750e+02, 2.910022277832031250e+02, 2.892933959960937500e+02, 2.908608093261718750e+02, 2.908326110839843750e+02, 2.896719055175781250e+02, 2.894893188476562500e+02
2.080000000000000000e+03, 2.902778930664062500e+02, 2.900020446777343750e+02, 2.919762268066406250e+02, 2.893873596191406250e+02, 2.905386047363281250e+02, 2.891192932128906250e+02, 2.911707458496093750e+02, 2.910282287597656250e+02, 2.910019226074218750e+02, 2.903108215332031250e+02, 2.910523986816406250e+02, 2.894539794921875000e+02, 2.911536865234375000e+02, 2.909757080078125000e+02, 2.898212890625000000e+02, 2.896723327636718750e+02
2.081000000000000000e+03, 2.904584350585937500e+02, 2.901257629394531250e+02, 2.920849914550781250e+02, 2.893988037109375000e+02, 2.907735290527343750e+02, 2.892016906738281250e+02, 2.914296264648437500e+02, 2.911833190917968750e+02, 2.910193786621093750e+02, 2.901513671875000000e+02, 2.909060363769531250e+02, 2.895777587890625000e+02, 2.912368164062500000e+02, 2.911717224121093750e+02, 2.898315734863281250e+02, 2.896045837402343750e+02
2.082000000000000000e+03, 2.902554931640625000e+02, 2.903218994140625000e+02, 2.921140441894531250e+02, 2.894898681640625000e+02, 2.908250122070312500e+02, 2.893066406250000000e+02, 2.912150268554687500e+02, 2.910781555175781250e+02, 2.910535888671875000e+02, 2.902704772949218750e+02, 2.909917297363281250e+02, 2.895654602050781250e+02, 2.909654235839843750e+02, 2.909738464355468750e+02, 2.898972167968750000e+02, 2.897634582519531250e+02
2.083000000000000000e+03, 2.905016174316406250e+02, 2.903482971191406250e+02, 2.919311523437500000e+02, 2.894826965332031250e+02, 2.909258728027343750e+02, 2.892649841308593750e+02, 2.913620910644531250e+02, 2.913740844726562500e+02, 2.909685363769531250e+02, 2.904209289550781250e+02, 2.910917053222656250e+02, 2.895061950683593750e+02, 2.909452819824218750e+02, 2.909694213867187500e+02, 2.898151550292968750e+02, 2.898439025878906250e+02
2.084000000000000000e+03, 2.906519470214843750e+02, 2.903981628417968750e+02, 2.920848083496093750e+02, 2.894897155761718750e+02, 2.909476623535156250e+02, 2.892554016113281250e+02, 2.915378112792968750e+02, 2.915431823730468750e+02, 2.910348205566406250e+02, 2.904563903808593750e+02, 2.914400329589843750e+02, 2.894582824707031250e+02, 2.911508789062500000e+02, 2.911519775390625000e+02, 2.898709411621093750e+02, 2.898063659667968750e+02
2.085000000000000000e+03, 2.905401000976562500e+02, 2.906822814941406250e+02, 2.922948608398437500e+02, 2.895871887207031250e+02, 2.909050598144531250e+02, 2.894305114746093750e+02, 2.917307128906250000e+02, 2.914454650878906250e+02, 2.912351989746093750e+02, 2.903400573730468750e+02, 2.911165771484375000e+02, 2.896045532226562500e+02, 2.914940490722656250e+02, 2.913708496093750000e+02, 2.900259094238281250e+02, 2.899256286621093750e+02
2.086000000000000000e+03, 2.905918884277343750e+02, 2.904028015136718750e+02, 2.923226318359375000e+02, 2.895679626464843750e+02, 2.909407653808593750e+02, 2.894737243652343750e+02, 2.916260986328125000e+02, 2.914849548339843750e+02, 2.913788146972656250e+02, 2.901343688964843750e+02, 2.911688537597656250e+02, 2.896951599121093750e+02, 2.913297119140625000e+02, 2.913981628417968750e+02, 2.901827392578125000e+02, 2.897772521972656250e+02
2.087000000000000000e+03, 2.906815490722656250e+02, 2.902629699707031250e+02, 2.924980468750000000e+02, 2.895003967285156250e+02, 2.910804443359375000e+02, 2.893946838378906250e+02, 2.916072692871093750e+02, 2.913578796386718750e+02, 2.913319702148437500e+02, 2.902938232421875000e+02, 2.913609313964843750e+02, 2.896745910644531250e+02, 2.910818786621093750e+02, 2.910643005371093750e+02, 2.900927429199218750e+02, 2.897771911621093750e+02
2.088000000000000000e+03, 2.906927490234375000e+02, 2.905158996582031250e+02, 2.923973693847656250e+02, 2.896455383300781250e+02, 2.912340393066406250e+02, 2.895936279296875000e+02, 2.916473693847656250e+02, 2.915579223632812500e+02, 2.913157043457031250e+02, 2.907592468261718750e+02, 2.916211547851562500e+02, 2.897929382324218750e+02, 2.913192749023437500e+02, 2.910493469238281250e+02, 2.899487915039062500e+02, 2.901138916015625000e+02
2.089000000000000000e+03, 2.908475341796875000e+02, 2.907003479003906250e+02, 2.924759216308593750e+02, 2.896654663085937500e+02, 2.909570617675781250e+02, 2.894888610839843750e+02, 2.918601379394531250e+02, 2.916897888183593750e+02, 2.913646545410156250e+02, 2.906893615722656250e+02, 2.916098327636718750e+02, 2.897904357910156250e+02, 2.917196350097656250e+02, 2.913022460937500000e+02, 2.901573791503906250e+02, 2.902483825683593750e+02
2.090000000000000000e+03, 2.907997131347656250e+02, 2.908503723144531250e+02, 2.925914001464843750e+02, 2.897537536621093750e+02, 2.912342224121093750e+02, 2.895137939453125000e+02, 2.920364685058593750e+02, 2.914060974121093750e+02, 2.914977722167968750e+02, 2.903420104980468750e+02, 2.911509704589843750e+02, 2.898808288574218750e+02, 2.913598327636718750e+02, 2.915540466308593750e+02, 2.902170104980468750e+02, 2.901543273925781250e+02
2.091000000000000000e+03, 2.906065979003906250e+02, 2.907397766113281250e+02, 2.927307739257812500e+02, 2.897733459472656250e+02, 2.913171386718750000e+02, 2.895822753906250000e+02, 2.920989379882812500e+02, 2.913623046875000000e+02, 2.917822265625000000e+02, 2.904152526855468750e+02, 2.912340698242187500e+02, 2.897661437988281250e+02, 2.912381591796875000e+02, 2.915438537597656250e+02, 2.900835876464843750e+02, 2.899369506835937500e+02
2.092000000000000000e+03, 2.909120178222656250e+02, 2.908695983886718750e+02, 2.928974304199218750e+02, 2.898320007324218750e+02, 2.911196289062500000e+02, 2.895472717285156250e+02, 2.920632324218750000e+02, 2.916121215820312500e+02, 2.916254577636718750e+02, 2.906869812011718750e+02, 2.915710144042968750e+02, 2.898011779785156250e+02, 2.914278869628906250e+02, 2.912270202636718750e+02, 2.900432434082031250e+02, 2.898476562500000000e+02
2.093000000000000000e+03, 2.912303771972656250e+02, 2.912543029785156250e+02, 2.928115539550781250e+02, 2.898217468261718750e+02, 2.912891235351562500e+02, 2.895867614746093750e+02, 2.921596984863281250e+02, 2.916852722167968750e+02, 2.916640014648437500e+02, 2.905548400878906250e+02, 2.919703369140625000e+02, 2.900580444335937500e+02, 2.916320190429687500e+02, 2.912046813964843750e+02, 2.899410095214843750e+02, 2.900017395019531250e+02
2.094000000000000000e+03, 2.911023254394531250e+02, 2.912026672363281250e+02, 2.929104919433593750e+02, 2.898447875976562500e+02, 2.914397277832031250e+02, 2.895896606445312500e+02, 2.923818054199218750e+02, 2.918527832031250000e+02, 2.917511291503906250e+02, 2.903156738281250000e+02, 2.918629150390625000e+02, 2.900693054199218750e+02, 2.914095153808593750e+02, 2.913478698730468750e+02, 2.901350708007812500e+02, 2.903381347656250000e+02
2.095000000000000000e+03, 2.910327453613281250e+02, 2.911289672851562500e+02, 2.927332458496093750e+02, 2.897804870605468750e+02, 2.915405578613281250e+02, 2.895564270019531250e+02, 2.923601989746093750e+02, 2.917762145996093750e+02, 2.918017883300781250e+02, 2.903934631347656250e+02, 2.917523498535156250e+02, 2.898841552734375000e+02, 2.913797912597656250e+02, 2.915815429687500000e+02, 2.901707763671875000e+02, 2.902295532226562500e+02
2.096000000000000000e+03, 2.912658386230468750e+02, 2.912763671875000000e+02, 2.928001403808593750e+02, 2.899348754882812500e+02, 2.915290832519531250e+02, 2.895720520019531250e+02, 2.923722534179687500e+02, 2.917795104980468750e+02, 2.917970275878906250e+02, 2.907249145507812500e+02, 2.918815612792968750e+02, 2.900363769531250000e+02, 2.915669860839843750e+02, 2.917312011718750000e+02, 2.902024536132812500e+02, 2.899454345703125000e+02
2.097000000000000000e+03, 2.912953796386718750e+02, 2.915186462402343750e+02, 2.929996643066406250e+02, 2.899012145996093750e+02, 2.915363464355468750e+02, 2.896892395019531250e+02, 2.925982971191406250e+02, 2.920323486328125000e+02, 2.918526916503906250e+02, 2.908116455078125000e+02, 2.920550842285156250e+02, 2.900357360839843750e+02, 2.918803405761718750e+02, 2.916697082519531250e+02, 2.903929443359375000e+02, 2.900603332519531250e+02
2.098000000000000000e+03, 2.913359375000000000e+02, 2.913307189941406250e+02, 2.930870361328125000e+02, 2.899345397949218750e+02, 2.917200622558593750e+02, 2.897262878417968750e+02, 2.926185607910156250e+02, 2.919764099121093750e+02, 2.921397094726562500e+02, 2.906783142089843750e+02, 2.917605590820312500e+02, 2.900037536621093750e+02, 2.916172180175781250e+02, 2.917556762695312500e+02, 2.904339904785156250e+02, 2.903864440917968750e+02
2.099000000000000000e+03, 2.913229370117187500e+02, 2.912682800292968750e+02, 2.931843872070312500e+02, 2.900090026855468750e+02, 2.915139160156250000e+02, 2.897823181152343750e+02, 2.926618347167968750e+02, 2.920665893554687500e+02, 2.922048645019531250e+02, 2.908825378417968750e+02, 2.918614196777343750e+02, 2.901401672363281250e+02, 2.913326110839843750e+02, 2.918542175292968750e+02, 2.902609558105468750e+02, 2.906271667480468750e+02
2.100000000000000000e+03, 2.913802185058593750e+02, 2.914025878906250000e+02, 2.931401367187500000e+02, 2.900889587402343750e+02, 2.917855529785156250e+02, 2.898928527832031250e+02, 2.928677062988281250e+02, 2.922120666503906250e+02, 2.922097473144531250e+02, 2.910864257812500000e+02, 2.920518798828125000e+02, 2.900605468750000000e+02, 2.917102966308593750e+02, 2.918706359863281250e+02, 2.902280883789062500e+02, 2.905555725097656250e+02
