year, CanESM5, NorESM2-MM, CESM2-WACCM, EC-Earth3-Veg, IPSL-CM6A-LR, TaiESM1, CNRM-ESM2-1, NorESM2-LM, MPI-ESM1-2-LR, CMCC-CM2-SR5, UKESM1-0-LL, GFDL-ESM4, ACCESS-ESM1-5, MIROC-ES2L
2.085000000000000000e+03, 1.205602673759999846e+02, 5.268544495199999744e+01, 5.581643363999999252e+01, 5.454615173399999861e+01, 5.823199663199999776e+01, 4.909882019399999820e+01, 5.315498445599999400e+01, 5.183609768999999545e+01, 8.006480305199998782e+01, 5.160294415799999257e+01, 8.084588669999999411e+01, 5.343380999999999403e+01, 5.344398035999999763e+01, 7.875688687199999549e+01
2.086000000000000000e+03, 1.214230371479999917e+02, 5.316486704999999802e+01, 5.513902459199999839e+01, 5.585177366999999293e+01, 5.765434777799999466e+01, 4.870885390199999421e+01, 5.341624050599999407e+01, 5.234099693399999609e+01, 8.108701095600000031e+01, 5.185397071799999935e+01, 8.325121625999999253e+01, 5.290362676799999520e+01, 5.321936519999999859e+01, 7.839592581599998766e+01
2.087000000000000000e+03, 1.228629236039999881e+02, 5.283327389399999419e+01, 5.490893399399999453e+01, 5.586990686999999411e+01, 5.789798702999999591e+01, 4.855839170399999460e+01, 5.540416745399999598e+01, 5.169734323199999437e+01, 8.059359869999998693e+01, 5.095694496599999468e+01, 8.142297973199998751e+01, 5.249960330399999719e+01, 5.295096624599999302e+01, 7.645493231999999750e+01
2.088000000000000000e+03, 1.235792717279999948e+02, 5.313721786199999286e+01, 5.548629902399999736e+01, 5.667841106999999568e+01, 5.853418640999999667e+01, 4.867609588199999848e+01, 5.294866411799999639e+01, 5.441064942599999910e+01, 7.977487683599999002e+01, 5.166780582599999860e+01, 8.220729581999999880e+01, 5.250960415799999481e+01, 5.386410689399999541e+01, 7.688938014000000010e+01
2.089000000000000000e+03, 1.236484853639999955e+02, 5.412770843399999876e+01, 5.582086050599999538e+01, 5.582527948799999251e+01, 5.866684259399999490e+01, 4.866900422399999826e+01, 5.353236394199999637e+01, 5.285300754599999351e+01, 8.165483240399998976e+01, 5.294929483799999304e+01, 8.251167340799999295e+01, 5.278219739999999405e+01, 5.373298020599999347e+01, 8.033434124400000087e+01
2.090000000000000000e+03, 1.231601898239999855e+02, 5.348921875199999931e+01, 5.569839044999999800e+01, 5.470098560999999648e+01, 5.887270171799999474e+01, 4.892785171199999894e+01, 5.286917368799999650e+01, 5.330758715999999708e+01, 8.164542679199999498e+01, 5.255531164799999289e+01, 8.119059094799999343e+01, 5.296097498399999637e+01, 5.323182586199999378e+01, 7.869130776000000083e+01
2.091000000000000000e+03, 1.256972610239999852e+02, 5.398082951399999274e+01, 5.696698123799999536e+01, 5.505863538599999885e+01, 5.854206252599999516e+01, 4.775804350199999959e+01, 5.212455748199999306e+01, 5.312698442999999315e+01, 8.250409688399999197e+01, 5.177383774199999777e+01, 8.558535329999999419e+01, 5.227651369799999514e+01, 5.360686379999999929e+01, 7.781268326400000035e+01
2.092000000000000000e+03, 1.246281196679999965e+02, 5.445198129599999248e+01, 5.622608233799999766e+01, 5.736607720199999250e+01, 5.884107110999999435e+01, 4.927310783999999444e+01, 5.530345723799999291e+01, 5.281896837599999373e+01, 8.279195749199999455e+01, 5.155265606399999712e+01, 8.340146164799999440e+01, 5.328610720199999662e+01, 5.461805381399999249e+01, 7.823004645599999662e+01
2.093000000000000000e+03, 1.247765675039999849e+02, 5.421098318399999272e+01, 5.629216602599999675e+01, 5.647234696199999604e+01, 5.926963746599999894e+01, 4.874005483199999844e+01, 5.418973186199999503e+01, 5.406057617399999771e+01, 8.158505900399998723e+01, 5.296313914199999573e+01, 8.169271502399999463e+01, 5.496301823399999620e+01, 5.444236281599999927e+01, 8.091053549999999461e+01
2.094000000000000000e+03, 1.261846814399999914e+02, 5.380173656999999565e+01, 5.657523710399999572e+01, 5.592080597399999675e+01, 5.907792223799999221e+01, 4.904461375199999651e+01, 5.456267659799999592e+01, 5.436480002399999734e+01, 8.327708366399998852e+01, 5.292416064599999714e+01, 8.357590303199999937e+01, 5.354713855799999322e+01, 5.426072728199999773e+01, 7.891664824799998712e+01
2.095000000000000000e+03, 1.279190747159999972e+02, 5.477749194599999782e+01, 5.680585592999999278e+01, 5.565996777599999490e+01, 5.904879085799999672e+01, 4.945523218199999604e+01, 5.439302080199999523e+01, 5.441638897799999341e+01, 8.261320355999998810e+01, 5.237484294599999401e+01, 8.581037054399999420e+01, 5.323615811999999892e+01, 5.381526551399999647e+01, 7.864085804399999802e+01
2.096000000000000000e+03, 1.248238793879999946e+02, 5.452815256199999538e+01, 5.710662264599999816e+01, 5.710839654599999449e+01, 5.943133042199999494e+01, 4.956046781399999901e+01, 5.472835885799999289e+01, 5.452427757599999580e+01, 8.246245359599998892e+01, 5.323295327399999621e+01, 8.454043947599998887e+01, 5.430636775799999327e+01, 5.414660638199999454e+01, 7.975180036799999073e+01
2.097000000000000000e+03, 1.267273292759999919e+02, 5.468720831999999632e+01, 5.766479013599999348e+01, 5.592930098399999395e+01, 5.963802919199999764e+01, 4.866263395199999309e+01, 5.462038353599999851e+01, 5.496995615399999480e+01, 8.417395961999999088e+01, 5.255380974599999888e+01, 8.436128345999999567e+01, 5.363134756199999487e+01, 5.344804456199999265e+01, 8.238127993199999821e+01
2.098000000000000000e+03, 1.283370843959999945e+02, 5.471693494199999463e+01, 5.788199827799999753e+01, 5.514458675399999521e+01, 5.895350483399999320e+01, 5.004273209399999445e+01, 5.345306666999999834e+01, 5.439552002999999303e+01, 8.332344158399999401e+01, 5.313219575399999428e+01, 8.541667511999999363e+01, 5.374076959799999287e+01, 5.253074510399999753e+01, 8.044935303599999088e+01
2.099000000000000000e+03, 1.308503695679999907e+02, 5.516003150999999605e+01, 5.787083453399999655e+01, 5.617892813399999596e+01, 5.885737522199999461e+01, 4.928488653599999481e+01, 5.301267431399999452e+01, 5.407855169399999795e+01, 8.428947598799999241e+01, 5.403206368799999382e+01, 8.545656815999998912e+01, 5.407144032599999406e+01, 5.317574696999999873e+01, 7.941944246399999940e+01
2.100000000000000000e+03, 1.298919274559999906e+02, 5.454047525399999330e+01, 5.776351358399999469e+01, 5.754714508799999351e+01, 5.826156163199999583e+01, 4.991600467799999308e+01, 5.443151048999999375e+01, 5.535125004599999698e+01, 8.187195776399998692e+01, 5.311086953399999544e+01, 8.633009170799999765e+01, 5.385980222999999256e+01, 5.295058387199999572e+01, 8.076717284399998675e+01
