year, CNRM-ESM2-1, INM-CM4-8, CMCC-CM2-SR5, UKESM1-0-LL, MIROC-ES2L, EC-Earth3-Veg, CESM2-WACCM, ACCESS-ESM1-5, INM-CM5-0, GFDL-ESM4, NorESM2-LM, TaiESM1, NorESM2-MM, IPSL-CM6A-LR, MPI-ESM1-2-LR, CanESM5
2.025000000000000000e+03, 2.985606982838362455e+00, 3.069726610556244850e+00, 3.115673793945461512e+00, 3.165842627640813589e+00, 3.183328639715909958e+00, 2.974809415172785521e+00, 2.936449006665498018e+00, 3.251214826013892889e+00, 3.064594685565680265e+00, 2.952426590491086245e+00, 2.814225770998746157e+00, 3.110263065900653601e+00, 2.859785081818699837e+00, 3.033582796342670918e+00, 2.853268256876617670e+00, 2.927001134958118200e+00
2.026000000000000000e+03, 2.971564047038555145e+00, 3.083120158407837152e+00, 3.130137920379638672e+00, 3.150605899281799793e+00, 3.186421876307576895e+00, 2.946141734719276428e+00, 2.933704666793346405e+00, 3.235175006557255983e+00, 3.049219341482967138e+00, 2.962671266868710518e+00, 2.842503378633409739e+00, 3.100509988144040108e+00, 2.834265644196420908e+00, 3.043154196348041296e+00, 2.860164782032370567e+00, 2.919282659422606230e+00
2.027000000000000000e+03, 2.983082039281725883e+00, 3.083341440651565790e+00, 3.160427813418209553e+00, 3.150754887610673904e+00, 3.213514178059995174e+00, 2.941309672314673662e+00, 2.943589759524911642e+00, 3.247896221000701189e+00, 3.072781499940901995e+00, 2.949157648254185915e+00, 2.878109074663370848e+00, 3.088221594225615263e+00, 2.879101701546460390e+00, 3.031871630810201168e+00, 2.852981595788151026e+00, 2.927647065371274948e+00
2.028000000000000000e+03, 2.988437761086970568e+00, 3.081755375023931265e+00, 3.103412745986133814e+00, 3.150407876819372177e+00, 3.216658963356167078e+00, 2.956617437303066254e+00, 2.962015906814485788e+00, 3.275262925308197737e+00, 3.075148654170334339e+00, 2.946826955303549767e+00, 2.908794069662690163e+00, 3.093646152410656214e+00, 2.886857267003506422e+00, 3.057022055145353079e+00, 2.862616174388676882e+00, 2.950123557820916176e+00
2.029000000000000000e+03, 2.959042740985751152e+00, 3.063646692316979170e+00, 3.099114715587347746e+00, 3.140137426089495420e+00, 3.202182578388601542e+00, 2.935606625396758318e+00, 2.943455229979008436e+00, 3.275338362436741590e+00, 3.064457012806087732e+00, 2.940968947950750589e+00, 2.859054913278669119e+00, 3.114342328626662493e+00, 2.862139348872005939e+00, 3.062323399353772402e+00, 2.859051455743610859e+00, 2.942534897010773420e+00
2.030000000000000000e+03, 2.988471079152077436e+00, 3.068601025734096766e+00, 3.089621581602841616e+00, 3.139479551464319229e+00, 3.183110186364501715e+00, 2.938238752540200949e+00, 2.929900749586522579e+00, 3.247249033302068710e+00, 3.078883734997361898e+00, 2.938576333690434694e+00, 2.838284242898225784e+00, 3.141048329416662455e+00, 2.850399131420999765e+00, 3.045599930919706821e+00, 2.861774421762675047e+00, 2.938580105546861887e+00
2.031000000000000000e+03, 2.976713259704411030e+00, 3.070165088865906000e+00, 3.106322418898344040e+00, 3.168108884710818529e+00, 3.194865805562585592e+00, 2.935809677001088858e+00, 2.956956904381513596e+00, 3.247699141502380371e+00, 3.084074123762547970e+00, 2.954936132300645113e+00, 2.850863384082913399e+00, 3.104113682638853788e+00, 2.847151563037186861e+00, 3.023642068728804588e+00, 2.846502175088971853e+00, 2.921599836554378271e+00
2.032000000000000000e+03, 2.977538038976490498e+00, 3.059140266850590706e+00, 3.121647785883396864e+00, 3.179332357831299305e+00, 3.244121221359819174e+00, 2.990756509825587273e+00, 2.948102157097309828e+00, 3.265077027026563883e+00, 3.101769159547984600e+00, 2.949305379297584295e+00, 2.862034365534782410e+00, 3.106508811470121145e+00, 2.873581903986632824e+00, 3.033401432912796736e+00, 2.861392206978052855e+00, 2.930977928917855024e+00
2.033000000000000000e+03, 2.971034729853272438e+00, 3.081752860452979803e+00, 3.155832435004413128e+00, 3.154779144097119570e+00, 3.215534321498125792e+00, 2.947904134634882212e+00, 2.933552849572151899e+00, 3.259385924320667982e+00, 3.076559642795473337e+00, 2.956663642544299364e+00, 2.860565856099128723e+00, 3.115745773538947105e+00, 2.857809572014957666e+00, 3.037771757226437330e+00, 2.860715787392109632e+00, 2.929955755826085806e+00
2.034000000000000000e+03, 2.997855772264301777e+00, 3.066364943515509367e+00, 3.143988177180290222e+00, 3.171141457278281450e+00, 3.181503689847886562e+00, 2.947593585122376680e+00, 2.922235708683729172e+00, 3.250414563808590174e+00, 3.070131142158061266e+00, 2.945106674451380968e+00, 2.910201915074139833e+00, 3.109486692119389772e+00, 2.830333483871072531e+00, 3.044522751588374376e+00, 2.859778166748583317e+00, 2.931700553745031357e+00
2.035000000000000000e+03, 2.997824968770146370e+00, 3.080952912569046021e+00, 3.107631567399948835e+00, 3.179898136295378208e+00, 3.196506563108414412e+00, 2.952367812395095825e+00, 2.918125956784933805e+00, 3.237481182441115379e+00, 3.075503208674490452e+00, 2.937196462880820036e+00, 2.898673864547163248e+00, 3.119855839759111404e+00, 2.853602066170424223e+00, 3.053959936369210482e+00, 2.848927478771656752e+00, 2.927487075794488192e+00
2.036000000000000000e+03, 2.975732577033340931e+00, 3.096782765351235867e+00, 3.117297578137367964e+00, 3.168493928387761116e+00, 3.229951299726963043e+00, 2.976323186885565519e+00, 2.932268846780061722e+00, 3.255512227769941092e+00, 3.092544456012547016e+00, 2.956162614282220602e+00, 2.859224646817892790e+00, 3.138406772632151842e+00, 2.866562793496996164e+00, 3.059224190656095743e+00, 2.840849419590085745e+00, 2.928774221800267696e+00
2.037000000000000000e+03, 2.969395858235657215e+00, 3.096261306200176477e+00, 3.129061055369675159e+00, 3.163654636591672897e+00, 3.216777776833623648e+00, 2.968588366638869047e+00, 2.949782519135624170e+00, 3.271876112557947636e+00, 3.099532134365290403e+00, 2.965194010175764561e+00, 2.847296465188264847e+00, 3.113635734189301729e+00, 2.892969560343772173e+00, 3.047219000291079283e+00, 2.857155469246208668e+00, 2.949258545413613319e+00
2.038000000000000000e+03, 2.988265198655426502e+00, 3.090918471571058035e+00, 3.156921872869133949e+00, 3.197681496385484934e+00, 3.210775495972484350e+00, 2.962361660320311785e+00, 2.961489732842892408e+00, 3.270507871638983488e+00, 3.095270565245300531e+00, 2.950900874566286802e+00, 2.864692267030477524e+00, 3.104097966570407152e+00, 2.861631719861179590e+00, 3.073221549857407808e+00, 2.853455906733870506e+00, 2.959541254676878452e+00
2.039000000000000000e+03, 2.987880469299852848e+00, 3.087670274544507265e+00, 3.159866121131926775e+00, 3.185611555818468332e+00, 3.195525251794606447e+00, 2.973390568513423204e+00, 2.958047913853079081e+00, 3.257991594728082418e+00, 3.092187386937439442e+00, 2.951607469003647566e+00, 2.848832553718239069e+00, 3.144367877393960953e+00, 2.853897528257220984e+00, 3.074555529747158289e+00, 2.873323217500001192e+00, 2.954418759327381849e+00
2.040000000000000000e+03, 2.981497545260936022e+00, 3.069538332056254148e+00, 3.125664184335619211e+00, 3.195550083182752132e+00, 3.191386268008500338e+00, 2.993952843826264143e+00, 2.965029934421181679e+00, 3.260673698969185352e+00, 3.094183327630162239e+00, 2.958143153227865696e+00, 2.858068887144327164e+00, 3.153188677970319986e+00, 2.847122016828507185e+00, 3.067688865121454000e+00, 2.852999826427549124e+00, 2.954480366315692663e+00
2.041000000000000000e+03, 2.990468905773013830e+00, 3.077714145183563232e+00, 3.124061459675431252e+00, 3.175605763681232929e+00, 3.206365567166358232e+00, 2.971263870131224394e+00, 2.989485708530992270e+00, 3.247907536569982767e+00, 3.079084272030740976e+00, 2.961937012150883675e+00, 2.846618473995476961e+00, 3.133519389666616917e+00, 2.859646151773631573e+00, 3.067670005839318037e+00, 2.860441070515662432e+00, 2.964033535681664944e+00
2.042000000000000000e+03, 2.976609847974032164e+00, 3.071633912622928619e+00, 3.136466466821730137e+00, 3.171238268259912729e+00, 3.253567207138985395e+00, 2.952932019252330065e+00, 2.963350515346974134e+00, 3.263077000156044960e+00, 3.078425140120089054e+00, 2.955107123125344515e+00, 2.882857841905206442e+00, 3.127201844472438097e+00, 2.892564085777848959e+00, 3.070441691670566797e+00, 2.865774475503712893e+00, 2.963952440768480301e+00
2.043000000000000000e+03, 3.013193397782742977e+00, 3.087290888652205467e+00, 3.182927251327782869e+00, 3.199850628152489662e+00, 3.203852253500372171e+00, 2.974878251552581787e+00, 2.967073337640613317e+00, 3.261261794250458479e+00, 3.092284512240439653e+00, 2.945073356386274099e+00, 2.901746355928480625e+00, 3.141610336024314165e+00, 2.861927496269345284e+00, 3.059523424599319696e+00, 2.861870289780199528e+00, 2.960155752953141928e+00
2.044000000000000000e+03, 2.976674598176032305e+00, 3.090694360435009003e+00, 3.211473289411514997e+00, 3.195016051176935434e+00, 3.210246493108570576e+00, 2.971680345945060253e+00, 2.966664719861000776e+00, 3.261005936656147242e+00, 3.088422759901732206e+00, 2.957541856449097395e+00, 2.870522299781441689e+00, 3.154612553771585226e+00, 2.864596399012953043e+00, 3.062805254012346268e+00, 2.860342373605817556e+00, 2.958771481644362211e+00
2.045000000000000000e+03, 2.991751022636890411e+00, 3.083660791162401438e+00, 3.146012092474848032e+00, 3.204145515337586403e+00, 3.218909818679094315e+00, 2.975494635757058859e+00, 2.975425485055893660e+00, 3.243481263052672148e+00, 3.105354309082031250e+00, 2.947625645902007818e+00, 2.859533310402184725e+00, 3.145844873506575823e+00, 2.859620063100010157e+00, 3.068160347174853086e+00, 2.873364393599331379e+00, 2.975138823967427015e+00
2.046000000000000000e+03, 2.999156748410314322e+00, 3.107397083658725023e+00, 3.148820239584892988e+00, 3.209852648433297873e+00, 3.246811812277883291e+00, 2.975488035008311272e+00, 2.962804853450506926e+00, 3.257417329587042332e+00, 3.092700045090168715e+00, 2.950248972047120333e+00, 2.851939934771507978e+00, 3.130598401185125113e+00, 2.856789913494139910e+00, 3.083759488072246313e+00, 2.872563502751290798e+00, 3.006854478735476732e+00
2.047000000000000000e+03, 2.996592514682561159e+00, 3.091251652222126722e+00, 3.142053214833140373e+00, 3.212400537449866533e+00, 3.221102524548768997e+00, 3.003623255062848330e+00, 2.940619422588497400e+00, 3.279388707596808672e+00, 3.087082179263234138e+00, 2.954894327558577061e+00, 2.852249541319906712e+00, 3.143814671784639359e+00, 2.900136716198176146e+00, 3.088573634158819914e+00, 2.855435188394039869e+00, 2.988327434286475182e+00
2.048000000000000000e+03, 2.998093084897845984e+00, 3.101795248221606016e+00, 3.166095970664173365e+00, 3.201563679613173008e+00, 3.181727172341197729e+00, 2.968571707606315613e+00, 2.952209708746522665e+00, 3.285174735356122255e+00, 3.125072631519287825e+00, 2.960568771231919527e+00, 2.862690354231745005e+00, 3.164789022412151098e+00, 2.875942143145948648e+00, 3.076647024136036634e+00, 2.864420064724981785e+00, 2.985048119444400072e+00
2.049000000000000000e+03, 2.988954191096127033e+00, 3.101858112495392561e+00, 3.183127788361161947e+00, 3.218073723837733269e+00, 3.220850438810884953e+00, 2.989158814307302237e+00, 3.001309849787503481e+00, 3.270320536103099585e+00, 3.111132793128490448e+00, 2.952889271546155214e+00, 2.891202445607632399e+00, 3.138118854258209467e+00, 2.858702244702726603e+00, 3.075993864331394434e+00, 2.872605936136096716e+00, 2.966874057892709970e+00
2.050000000000000000e+03, 2.996099973097443581e+00, 3.108245122712105513e+00, 3.164602944161742926e+00, 3.213705914095044136e+00, 3.244522295426577330e+00, 2.985494455788284540e+00, 2.966963953804224730e+00, 3.277153254020959139e+00, 3.089969221036881208e+00, 2.941121708136051893e+00, 2.904301474336534739e+00, 3.140389197506010532e+00, 2.860567427705973387e+00, 3.082946653012186289e+00, 2.874594333115965128e+00, 3.006960405036807060e+00
2.051000000000000000e+03, 2.983487828169018030e+00, 3.083958767820149660e+00, 3.156524884980171919e+00, 3.211161796934902668e+00, 3.226387838367372751e+00, 2.985304920002818108e+00, 2.990943216718733311e+00, 3.280857845675200224e+00, 3.100044478196650743e+00, 2.961057226639240980e+00, 2.864351856987923384e+00, 3.134201781358569860e+00, 2.893576829228550196e+00, 3.084686736110597849e+00, 2.876560727600008249e+00, 3.006983350496739149e+00
2.052000000000000000e+03, 2.992635522969067097e+00, 3.103521501179784536e+00, 3.180226287804543972e+00, 3.224141697864979506e+00, 3.200393146835267544e+00, 2.982627844903618097e+00, 3.008487063925713301e+00, 3.285840782336890697e+00, 3.109188086818903685e+00, 2.946880075614899397e+00, 2.853560575749725103e+00, 3.164560510776937008e+00, 2.889557287562638521e+00, 3.099534334614872932e+00, 2.878545038402080536e+00, 2.990960504394024611e+00
2.053000000000000000e+03, 3.010595217347145081e+00, 3.099113772623240948e+00, 3.221214108634740114e+00, 3.250208368990570307e+00, 3.207360708620399237e+00, 3.033815708477050066e+00, 2.968736726325005293e+00, 3.291338577400892973e+00, 3.104392485693097115e+00, 2.962557168211787939e+00, 2.865990099962800741e+00, 3.168419434223324060e+00, 2.887368353549391031e+00, 3.107321646530181170e+00, 2.887667273171246052e+00, 2.981885417830199003e+00
2.054000000000000000e+03, 3.000995528418570757e+00, 3.110491891857236624e+00, 3.191625152248889208e+00, 3.209443716332316399e+00, 3.211891336832195520e+00, 2.997461613267660141e+00, 2.944271522574126720e+00, 3.293550771195441484e+00, 3.108597162645310163e+00, 2.974218490999191999e+00, 2.879294694866985083e+00, 3.181732201483100653e+00, 2.866791619453579187e+00, 3.080220543779432774e+00, 2.864027791656553745e+00, 3.000979812350124121e+00
2.055000000000000000e+03, 3.023759310599416494e+00, 3.116082097403705120e+00, 3.166148148011416197e+00, 3.221001313067972660e+00, 3.261458559427410364e+00, 2.980115159880369902e+00, 2.999144489876925945e+00, 3.299723728559911251e+00, 3.107998066116124392e+00, 2.958858234342187643e+00, 2.872866822872310877e+00, 3.153259714599698782e+00, 2.878821326885372400e+00, 3.095460101030766964e+00, 2.875725261401385069e+00, 3.003654687199741602e+00
2.056000000000000000e+03, 2.981062524486333132e+00, 3.123577719088643789e+00, 3.160899609792977571e+00, 3.214789694175124168e+00, 3.233396576251834631e+00, 3.005233209114521742e+00, 2.996259334031492472e+00, 3.298482159152626991e+00, 3.096768306568264961e+00, 2.962949755601584911e+00, 2.892318600788712502e+00, 3.167272161226719618e+00, 2.900723239872604609e+00, 3.105859109200537205e+00, 2.887027000542730093e+00, 3.001615998800843954e+00
2.057000000000000000e+03, 3.003029501996934414e+00, 3.133074939250946045e+00, 3.172560618259012699e+00, 3.233606857247650623e+00, 3.216525691095739603e+00, 3.010835987515747547e+00, 2.982837182935327291e+00, 3.293208789546042681e+00, 3.102336509618908167e+00, 2.979574841447174549e+00, 2.883651817683130503e+00, 3.167485899757593870e+00, 2.925783768296241760e+00, 3.080964856781065464e+00, 2.875018666964024305e+00, 3.008198831230401993e+00
2.058000000000000000e+03, 3.019409102853387594e+00, 3.114393248688429594e+00, 3.185939707327634096e+00, 3.253134700935333967e+00, 3.224471106659621000e+00, 2.996168809477239847e+00, 2.997817739378660917e+00, 3.323963878210633993e+00, 3.098897205200046301e+00, 2.968030131887644529e+00, 2.895877661649137735e+00, 3.202328737825155258e+00, 2.885210223030298948e+00, 3.100051078945398331e+00, 2.872182545252144337e+00, 3.008986834902316332e+00
2.059000000000000000e+03, 3.000491671264171600e+00, 3.109673084691166878e+00, 3.188281087204813957e+00, 3.236657660454511642e+00, 3.269929205998778343e+00, 3.012108360417187214e+00, 3.019864868838340044e+00, 3.291858464945107698e+00, 3.103753784671425819e+00, 2.952370641287416220e+00, 2.875871735159307718e+00, 3.194663068279623985e+00, 2.865606627892702818e+00, 3.084784175734966993e+00, 2.869668917264789343e+00, 3.024951845873147249e+00
2.060000000000000000e+03, 3.014999488368630409e+00, 3.118528146296739578e+00, 3.207169286906719208e+00, 3.232246160041540861e+00, 3.239186375867575407e+00, 3.042225691024214029e+00, 2.967386087402701378e+00, 3.292600263375788927e+00, 3.126246621832251549e+00, 2.970779500901699066e+00, 2.857487706933170557e+00, 3.170017129741609097e+00, 2.889243280515074730e+00, 3.068527160212397575e+00, 2.889606636017560959e+00, 3.031451068818569183e+00
2.061000000000000000e+03, 2.999855484813451767e+00, 3.108544985298067331e+00, 3.220738854724913836e+00, 3.244589245878160000e+00, 3.221421875059604645e+00, 3.027912124525755644e+00, 2.997897577006369829e+00, 3.306630311999469995e+00, 3.112012892961502075e+00, 2.960403123870491982e+00, 2.884687820915132761e+00, 3.163548710290342569e+00, 2.888504939619451761e+00, 3.081722685601562262e+00, 2.893025509547442198e+00, 3.029136091936379671e+00
2.062000000000000000e+03, 3.023157699499279261e+00, 3.124921757262200117e+00, 3.204986324999481440e+00, 3.239225037395954132e+00, 3.233774076215922832e+00, 3.008585132192820311e+00, 3.013039065990597010e+00, 3.318390960339456797e+00, 3.122748539317399263e+00, 2.977234090212732553e+00, 2.901287132408469915e+00, 3.192208532709628344e+00, 2.873120794538408518e+00, 3.103209380060434341e+00, 2.887004369404166937e+00, 3.035592252854257822e+00
2.063000000000000000e+03, 3.033082082401961088e+00, 3.120386728551238775e+00, 3.175849991384893656e+00, 3.235527360811829567e+00, 3.261417697649449110e+00, 3.007591876666992903e+00, 3.005040844436734915e+00, 3.308307530824095011e+00, 3.127079887781292200e+00, 2.952039975207298994e+00, 2.870930603239685297e+00, 3.217451681848615408e+00, 2.856903069186955690e+00, 3.121451649349182844e+00, 2.873944945167750120e+00, 3.038933489006012678e+00
2.064000000000000000e+03, 3.028077457565814257e+00, 3.125378780532628298e+00, 3.177463717292994261e+00, 3.262368834111839533e+00, 3.224984079133719206e+00, 3.034302906598895788e+00, 3.011067013721913099e+00, 3.316528291907161474e+00, 3.125207475386559963e+00, 2.981667907442897558e+00, 2.859442785847932100e+00, 3.194526338484138250e+00, 2.884886472020298243e+00, 3.103941434528678656e+00, 2.892927755601704121e+00, 3.038384055253118277e+00
2.065000000000000000e+03, 3.033288905862718821e+00, 3.131100058089941740e+00, 3.184409905225038528e+00, 3.260047570802271366e+00, 3.210067644249647856e+00, 3.024767653550952673e+00, 2.998181723523885012e+00, 3.307775699067860842e+00, 3.118018631357699633e+00, 2.968509471975266933e+00, 2.878311497624963522e+00, 3.196788823697715998e+00, 2.929910179227590561e+00, 3.099990414921194315e+00, 2.884325722698122263e+00, 3.038415487390011549e+00
2.066000000000000000e+03, 3.009284182917326689e+00, 3.127832373138517141e+00, 3.202606597915291786e+00, 3.239497868344187737e+00, 3.246584872249513865e+00, 3.033221012447029352e+00, 3.029851487372070551e+00, 3.324193018488585949e+00, 3.120696649421006441e+00, 2.975545870140194893e+00, 2.902555733453482389e+00, 3.210751293227076530e+00, 2.912846300750970840e+00, 3.127636550925672054e+00, 2.889759081881493330e+00, 3.040332847740501165e+00
2.067000000000000000e+03, 3.031257761176675558e+00, 3.125502623151987791e+00, 3.206730179954320192e+00, 3.262112033553421497e+00, 3.277244092896580696e+00, 3.055437246803194284e+00, 3.021223365794867277e+00, 3.331836999859660864e+00, 3.129240532871335745e+00, 2.957571402657777071e+00, 2.897176437545567751e+00, 3.233403491321951151e+00, 2.888698247261345387e+00, 3.114531235769391060e+00, 2.890185930300503969e+00, 3.072268527466803789e+00
2.068000000000000000e+03, 3.020021400880068541e+00, 3.150969569105654955e+00, 3.235219640191644430e+00, 3.251717111561447382e+00, 3.242506866808980703e+00, 3.078868647571653128e+00, 3.013736230786889791e+00, 3.318720369134098291e+00, 3.117526718415319920e+00, 2.969606767874211073e+00, 2.876758121419698000e+00, 3.204758127685636282e+00, 2.901094767730683088e+00, 3.102646430488675833e+00, 2.873607992660254240e+00, 3.077779209706932306e+00
2.069000000000000000e+03, 3.049967426341027021e+00, 3.131326055154204369e+00, 3.258982335682958364e+00, 3.275046043563634157e+00, 3.233703982550650835e+00, 3.037437947932630777e+00, 3.034800791647285223e+00, 3.324070747476071119e+00, 3.124035056680440903e+00, 2.987004769966006279e+00, 2.888592635281383991e+00, 3.203876770567148924e+00, 2.900253015104681253e+00, 3.121473337523639202e+00, 2.886556461453437805e+00, 3.062752762343734503e+00
2.070000000000000000e+03, 3.031896147876977921e+00, 3.144333616364747286e+00, 3.200049907900393009e+00, 3.262944042216986418e+00, 3.233510360587388277e+00, 3.030340571422129869e+00, 3.012852987740188837e+00, 3.322597837541252375e+00, 3.113114589359611273e+00, 2.964516018982976675e+00, 2.894481131806969643e+00, 3.222083835862576962e+00, 2.884928591083735228e+00, 3.086203022394329309e+00, 2.908706374000757933e+00, 3.058066859375685453e+00
2.071000000000000000e+03, 3.027868748176842928e+00, 3.159324545413255692e+00, 3.187044232618063688e+00, 3.256299917120486498e+00, 3.282716113608330488e+00, 3.046333871316164732e+00, 3.027626092080026865e+00, 3.336101712193340063e+00, 3.120998397935181856e+00, 2.966192609164863825e+00, 2.885728853289037943e+00, 3.231944097205996513e+00, 2.903787244576960802e+00, 3.108624194283038378e+00, 2.894914895296096802e+00, 3.044409910216927528e+00
2.072000000000000000e+03, 3.027387522161006927e+00, 3.141764039173722267e+00, 3.193496307358145714e+00, 3.295632835943251848e+00, 3.233517275657504797e+00, 3.075756866019219160e+00, 3.013375075533986092e+00, 3.320547204930335283e+00, 3.110089560505002737e+00, 2.989208791404962540e+00, 2.914987143594771624e+00, 3.208732407074421644e+00, 2.918285946361720562e+00, 3.137412888463586569e+00, 2.874155540484935045e+00, 3.043539868667721748e+00
2.073000000000000000e+03, 3.041590761858969927e+00, 3.150191309396177530e+00, 3.188041888643056154e+00, 3.294585517141968012e+00, 3.221177647355943918e+00, 3.063682524953037500e+00, 3.036729153245687485e+00, 3.331856487784534693e+00, 3.120667103212326765e+00, 2.992571087088435888e+00, 2.894924953579902649e+00, 3.224062174558639526e+00, 2.903711807448416948e+00, 3.118153475224971771e+00, 2.888232108671218157e+00, 3.073603135999292135e+00
2.074000000000000000e+03, 3.047131618950515985e+00, 3.140434145461767912e+00, 3.214500204194337130e+00, 3.276600048411637545e+00, 3.246286266949027777e+00, 3.042916569393128157e+00, 3.056210163049399853e+00, 3.348507662303745747e+00, 3.120542317628860474e+00, 3.013047238346189260e+00, 2.879456256050616503e+00, 3.209637966938316822e+00, 2.886430418584495783e+00, 3.123185131698846817e+00, 2.909488719888031483e+00, 3.070958121679723263e+00
2.075000000000000000e+03, 3.046083042863756418e+00, 3.150495886802673340e+00, 3.241170372348278761e+00, 3.289265313651412725e+00, 3.262336144689470530e+00, 3.066099027637392282e+00, 3.044402366504073143e+00, 3.330640064086765051e+00, 3.137591108679771423e+00, 2.985174476634711027e+00, 2.899040991906076670e+00, 3.231504047289490700e+00, 2.923499594908207655e+00, 3.130214300472289324e+00, 2.893685584422200918e+00, 3.092477191239595413e+00
2.076000000000000000e+03, 3.035700379405170679e+00, 3.148545522708445787e+00, 3.226698073558509350e+00, 3.291530627757310867e+00, 3.286501485854387283e+00, 3.114709455985575914e+00, 3.041802614461630583e+00, 3.315499832388013601e+00, 3.152554063126444817e+00, 2.980324812233448029e+00, 2.903925860300660133e+00, 3.233376459684222937e+00, 2.944966801442205906e+00, 3.152355097699910402e+00, 2.910004835575819016e+00, 3.073941345792263746e+00
