year, EC-Earth3-Veg, MPI-ESM1-2-LR, NorESM2-LM, GFDL-ESM4, IPSL-CM6A-LR, NorESM2-MM, ACCESS-ESM1-5, CNRM-ESM2-1, TaiESM1, CMCC-CM2-SR5, CanESM5, CESM2-WACCM, MIROC-ES2L
1.998000000000000000e+03, 1.462115196341865264e+00, 8.831938800549208324e+00, 1.087285020604114250e+00, 1.023001791599413224e+01, 3.949443677663774910e+00, 1.317778339186027825e+00, 1.274095368182623034e+00, 7.845113309307992111e+00, 5.339497860539061946e-01, 2.205264783137219631e+00, 3.169313180374705219e+00, 1.238141606386888194e+00, 6.653706984082678133e+00
1.999000000000000000e+03, 1.535665079482456452e+00, 8.757544291756831356e+00, 1.099776772798627844e+00, 1.026435703997852933e+01, 3.953101072764077184e+00, 1.324261914311399391e+00, 1.244323329326145977e+00, 7.822880442810597579e+00, 5.105924201106623039e-01, 2.058421242226369685e+00, 3.125279626667371691e+00, 1.232912391405149855e+00, 6.654341713171429973e+00
2.000000000000000000e+03, 1.596058248352687503e+00, 8.794906506848567673e+00, 1.145312514486924060e+00, 1.026681202512121871e+01, 3.945845273504586359e+00, 1.352147643996614024e+00, 1.222061245666553830e+00, 7.849524164679330340e+00, 5.031055328997466880e-01, 2.035914020596067520e+00, 3.211519351235684994e+00, 1.285609564866795562e+00, 6.691903784557447388e+00
2.001000000000000000e+03, 1.561879379258527267e+00, 8.780966173805980546e+00, 1.109818415218065901e+00, 1.024068948318918792e+01, 3.931603859323700600e+00, 1.347272292868498811e+00, 1.225820512627561421e+00, 7.828737854518087680e+00, 5.242272543360492199e-01, 2.134503430656315537e+00, 3.268138525997584587e+00, 1.242333627210927327e+00, 6.673137687496125459e+00
2.002000000000000000e+03, 1.506274767885227073e+00, 8.744608940332030400e+00, 1.087328050729230000e+00, 1.013216957960682940e+01, 3.951215289968472710e+00, 1.361459608911381070e+00, 1.194432468484680099e+00, 7.767960961286844324e+00, 5.108918643276931792e-01, 2.481393798598921396e+00, 3.248349798839452518e+00, 1.226910105518352445e+00, 6.669194401898695723e+00
2.003000000000000000e+03, 1.515328216876780543e+00, 8.759028211998009184e+00, 1.111974536576161743e+00, 1.011826297976215017e+01, 3.955904594732975621e+00, 1.390182475663930717e+00, 1.196627668891365071e+00, 7.880488874975513092e+00, 6.035438058665975047e-01, 2.172067939009389992e+00, 3.222918498979960411e+00, 1.219726656910223861e+00, 6.773396059353625986e+00
2.004000000000000000e+03, 1.493310048745940755e+00, 8.751691058051372707e+00, 1.120462848563229974e+00, 1.019130020598227837e+01, 4.007304225933530972e+00, 1.412039971925229231e+00, 1.212146083820931031e+00, 7.890724133451567646e+00, 6.924000024276101284e-01, 1.697189259843649323e+00, 3.188553503770574338e+00, 1.208574720046606155e+00, 6.801172540765166197e+00
2.005000000000000000e+03, 1.528635439435816146e+00, 8.657319445762363230e+00, 1.099467506226001090e+00, 1.005874801130676488e+01, 4.027031732329542812e+00, 1.354342330085287038e+00, 1.205961576574055671e+00, 7.817082154897498469e+00, 5.140792227370813983e-01, 1.927136295493126150e+00, 3.289568427614159241e+00, 1.210645014371784622e+00, 6.731431477701916855e+00
2.006000000000000000e+03, 1.524134339228858659e+00, 8.627467816053984606e+00, 1.107254430285938618e+00, 1.006386629550813439e+01, 4.015300836451467958e+00, 1.303603964823583983e+00, 1.207478193427147017e+00, 7.856008007378085800e+00, 4.843086951922613292e-01, 2.398203106110085692e+00, 3.324497212638318100e+00, 1.231222938160840386e+00, 6.704537922609715928e+00
2.007000000000000000e+03, 1.481384288604182142e+00, 8.606467616380957253e+00, 1.114189150016678065e+00, 1.008343741475335875e+01, 4.003879302713682975e+00, 1.314897365840655974e+00, 1.229548892904210433e+00, 7.895229667404470852e+00, 5.599121774470057211e-01, 2.279774311950202303e+00, 3.404522945509526277e+00, 1.280394336827468171e+00, 6.765913440767457487e+00
2.008000000000000000e+03, 1.496653710215114952e+00, 8.708447287652802515e+00, 1.156951676500456827e+00, 1.017903716749764520e+01, 4.050138395163107141e+00, 1.353705135493139089e+00, 1.247573833638133456e+00, 7.922076326215234943e+00, 5.950661551348844780e-01, 2.091799475141346232e+00, 3.375599192613931709e+00, 1.268108598183784963e+00, 6.841973705963347641e+00
2.009000000000000000e+03, 1.600676223548384458e+00, 8.758121004997764913e+00, 1.125615685546897504e+00, 1.023312010613745748e+01, 4.060580823036418430e+00, 1.364007266480423253e+00, 1.249549222036804519e+00, 7.808878791482344539e+00, 4.706900289508053059e-01, 2.052752698492942063e+00, 3.429599757799443704e+00, 1.205096441287289322e+00, 6.837651309522700949e+00
2.010000000000000000e+03, 1.613963755464575156e+00, 8.841160173047502013e+00, 1.089282804356883627e+00, 1.013635039107219704e+01, 4.016991114215952230e+00, 1.336324284105624205e+00, 1.241745315586309850e+00, 7.831851025313385506e+00, 7.402518197730473259e-01, 2.270242947620441321e+00, 3.599886690768525632e+00, 1.214821191172249515e+00, 6.803105721511154336e+00
2.011000000000000000e+03, 1.565882462071853665e+00, 8.897466750772576205e+00, 1.133487955198985153e+00, 1.013345225739914213e+01, 4.007048043354652478e+00, 1.348597265674878809e+00, 1.215490132591047878e+00, 7.871149142064250981e+00, 6.499857051424122734e-01, 2.249955366329129181e+00, 3.390729464775286139e+00, 1.257809017564046838e+00, 6.796663502445783323e+00
2.012000000000000000e+03, 1.533273058704333058e+00, 8.904790680634167899e+00, 1.122691264098792496e+00, 1.019047393061187456e+01, 4.048884488166645035e+00, 1.347669158262137845e+00, 1.216010067181682919e+00, 7.804964937053046725e+00, 5.252785645505119172e-01, 2.321928853345851085e+00, 3.343502011511419791e+00, 1.233721136055710321e+00, 6.786353360437126447e+00
2.013000000000000000e+03, 1.560121200763279647e+00, 8.811745129950708133e+00, 1.110502540392382498e+00, 1.007461005886003313e+01, 4.060476702760282386e+00, 1.388402351565698245e+00, 1.220803124792100292e+00, 7.769859712513021321e+00, 4.611046358461988182e-01, 2.188044241468559914e+00, 3.369284187119753415e+00, 1.209258363718330287e+00, 6.846759133562986044e+00
2.014000000000000000e+03, 1.580209227861954391e+00, 8.677049339385822790e+00, 1.111580353388337050e+00, 9.939122300394542364e+00, 4.042945742056781810e+00, 1.388992702819432878e+00, 1.204628565367773962e+00, 7.819297949048687357e+00, 4.758086301080743374e-01, 2.121292183290658606e+00, 3.379522077309288441e+00, 1.209697701154138549e+00, 6.861938170929787972e+00
