year, MPI-ESM1-2-LR, NorESM2-LM, CNRM-ESM2-1, CanESM5, EC-Earth3-Veg, NorESM2-MM, INM-CM4-8, TaiESM1, IPSL-CM6A-LR, INM-CM5-0, CMCC-CM2-SR5, UKESM1-0-LL, CESM2-WACCM, MIROC-ES2L, GFDL-ESM4, ACCESS-ESM1-5
1.972000000000000000e+03, 4.270962379905406614e+00, 3.237078678853932079e+00, 2.828099688754648344e+00, 4.448177131309324572e+00, 3.696834066764624893e+00, 3.901870726505936471e+00, 5.519684846361884389e+00, 4.261423015630315447e+00, 2.426228824077052426e+00, 5.425522638152998844e+00, 3.877055715524263313e+00, 5.077968299559179499e+00, 3.380522837646819045e+00, 2.798938272069183331e+00, 4.022419686855742249e+00, 2.246177263831619086e+00
1.973000000000000000e+03, 4.172460158699004218e+00, 3.278145072660286985e+00, 2.381338667776872420e+00, 4.365763046322109098e+00, 3.505262052179731747e+00, 3.907549383979848301e+00, 5.330412106074055245e+00, 3.556508008522610176e+00, 2.482813644480848847e+00, 5.336418779448923289e+00, 3.559374963265991454e+00, 5.590943940516205579e+00, 3.373046776519782686e+00, 2.892992445735821150e+00, 4.097858952340782679e+00, 2.307279870119834708e+00
1.974000000000000000e+03, 4.452628132816150774e+00, 3.299117097676907751e+00, 2.778599688762580566e+00, 4.166971983827573389e+00, 3.668013208747585185e+00, 3.699876930429740529e+00, 5.405408778228776967e+00, 3.847782745869696264e+00, 2.789101596507676195e+00, 5.543012248475541526e+00, 3.317063781640561260e+00, 5.117915585294363190e+00, 3.685140223806195436e+00, 2.877067791369654071e+00, 4.533566980655825418e+00, 2.402064940174558849e+00
1.975000000000000000e+03, 4.509999128861704953e+00, 3.432676381591364123e+00, 2.689736690611213454e+00, 4.246102560995555386e+00, 3.600824577432076623e+00, 3.744954180262691334e+00, 5.481324316768987792e+00, 3.643849365595118073e+00, 2.713458441084250605e+00, 5.680538801049164199e+00, 3.514887765894414429e+00, 5.072024116173787789e+00, 3.773020696713179412e+00, 2.851821243758640101e+00, 4.813241432170391576e+00, 2.530888816147346176e+00
1.976000000000000000e+03, 4.662881824503736894e+00, 3.406627776282295628e+00, 2.830103441326127456e+00, 4.320111704380133588e+00, 3.460587382237127141e+00, 3.849063982239209203e+00, 5.216555477811636088e+00, 4.076138237631675487e+00, 2.562096197350758331e+00, 5.523515950813285613e+00, 3.391852946297067906e+00, 5.013799006547404069e+00, 3.634187275379267223e+00, 2.728915584897741997e+00, 4.379809869772577358e+00, 2.518731205941555640e+00
1.977000000000000000e+03, 4.562791305634118721e+00, 3.226000809191351681e+00, 2.597213495065913591e+00, 4.302113654719110336e+00, 3.652716047157406276e+00, 3.762910228198831586e+00, 5.256867587047756807e+00, 4.211746094622324854e+00, 2.610482127733835256e+00, 5.567084850514482319e+00, 3.695379169755958149e+00, 5.275968883317871061e+00, 3.546255402812987345e+00, 2.826108563346689806e+00, 4.286342017723545617e+00, 2.489024321749029323e+00
1.978000000000000000e+03, 4.552997029824212838e+00, 3.240888175451878350e+00, 2.714060268948623289e+00, 4.365151388390522413e+00, 3.810848266499332837e+00, 3.676301028941911131e+00, 5.394964696251208558e+00, 3.878540383874767628e+00, 2.732818112801507660e+00, 5.690263547766483576e+00, 3.634871947987081686e+00, 5.186630028905112155e+00, 3.506403470842221370e+00, 2.904904486846399791e+00, 4.378689130733002699e+00, 2.505415651477827410e+00
1.979000000000000000e+03, 4.702074249546283724e+00, 3.502481098014937455e+00, 2.703114984887096117e+00, 4.620119963433068300e+00, 3.714214096758147399e+00, 3.612303961536286412e+00, 5.276727766445835854e+00, 3.664061602954563845e+00, 2.512801558351116959e+00, 5.591943616835013842e+00, 3.452040993754816434e+00, 5.317843645888880033e+00, 3.601508435284181964e+00, 2.874314048695201684e+00, 4.378717890038599236e+00, 2.387583362377700968e+00
1.980000000000000000e+03, 4.468156707715112752e+00, 3.268864523009646028e+00, 2.885448163218290230e+00, 4.549386178291427107e+00, 3.517871857238830113e+00, 3.844244917725710753e+00, 5.461709877255109369e+00, 4.041399536418264660e+00, 2.450274029085885541e+00, 5.688739979100565947e+00, 3.288923718502357652e+00, 5.382589538687899022e+00, 3.735731103338976400e+00, 2.915583001064639745e+00, 4.697507767486201580e+00, 2.417360682146830975e+00
1.981000000000000000e+03, 4.974644664235761127e+00, 3.195038319086220380e+00, 2.647610332667806432e+00, 4.565111793659863970e+00, 3.393831499700472598e+00, 3.969853733808080154e+00, 5.355859172814896318e+00, 4.577687520922474107e+00, 2.508832086775549364e+00, 5.587555546170380971e+00, 3.954120519921171972e+00, 5.085672230923456993e+00, 3.315587129138553024e+00, 2.794528675520080885e+00, 4.273917897932063781e+00, 2.552605346860441049e+00
1.982000000000000000e+03, 4.767171749319365937e+00, 3.005625115301914452e+00, 2.755872904863212458e+00, 4.338330227218566648e+00, 3.765041985028657390e+00, 3.917500192160133565e+00, 5.538705102417284643e+00, 3.944241592476136038e+00, 2.991984077918794949e+00, 5.411848989632138895e+00, 3.851564625275520459e+00, 4.771761545559059847e+00, 3.703730625846282987e+00, 2.859055901215183049e+00, 4.117532967854227621e+00, 2.543823051972685878e+00
1.983000000000000000e+03, 4.750723671406340998e+00, 3.236738580011706556e+00, 2.780350033134173948e+00, 4.578181580686896623e+00, 3.777374610578782210e+00, 3.985394675974958556e+00, 5.639869882778285159e+00, 3.491243191000038326e+00, 2.989798643316625260e+00, 5.794245198476471792e+00, 3.189700077634202380e+00, 5.083434126090241811e+00, 3.787339897422655977e+00, 2.920401333315254977e+00, 4.562900362853508973e+00, 2.311732540207132924e+00
1.984000000000000000e+03, 4.625901634984861843e+00, 3.472643929558720810e+00, 2.816971456046069466e+00, 4.664381122881295916e+00, 3.735895071873625017e+00, 4.039764322876100877e+00, 5.515753039713492178e+00, 4.166120498931957350e+00, 2.898866952058673174e+00, 5.545728309216298335e+00, 3.559395481037582076e+00, 5.146140898051202228e+00, 3.395975225755747395e+00, 2.953778777006795586e+00, 4.403814503200421449e+00, 2.445832866918662862e+00
1.985000000000000000e+03, 4.573083475684225796e+00, 3.416287810945024095e+00, 2.772479292583904353e+00, 4.717132318639415622e+00, 3.786695070583741884e+00, 4.031852252495755629e+00, 5.594254347346377720e+00, 4.599448865074656112e+00, 2.880361945908365584e+00, 5.606651829525111985e+00, 3.852739364066471328e+00, 5.464928880361846986e+00, 3.649380167431849564e+00, 2.981391914452902192e+00, 4.527722517151850035e+00, 2.513893053908136999e+00
1.986000000000000000e+03, 4.762359440983008341e+00, 3.379500567095435226e+00, 2.789057572410244656e+00, 4.700959019255526172e+00, 3.674804787032748266e+00, 4.025862984846508397e+00, 5.421204156394402673e+00, 3.809467231768551176e+00, 2.832169535564236451e+00, 5.391987624469193108e+00, 3.732916212959741742e+00, 4.949993894539866268e+00, 3.902229883405915700e+00, 2.913513839028377461e+00, 4.393487671285503104e+00, 2.359080943503072181e+00
1.987000000000000000e+03, 4.403882667801592987e+00, 3.411470876090573423e+00, 2.896510674961250587e+00, 4.535330353756327426e+00, 3.739444984081232715e+00, 4.121238895443521955e+00, 5.592587324243019964e+00, 3.800963706061956326e+00, 2.547758785836569118e+00, 5.650154169507163537e+00, 3.402040643937997100e+00, 5.298811599993140220e+00, 3.855670920755144504e+00, 2.959188683117698115e+00, 4.573520705513684170e+00, 2.472528259081630431e+00
1.988000000000000000e+03, 4.543492359085506749e+00, 3.576584730569649206e+00, 2.755648172221228709e+00, 4.569709859073956437e+00, 3.657023919169996695e+00, 4.110623784744478648e+00, 5.587294842994762867e+00, 3.996710760011798591e+00, 2.653031109159394330e+00, 5.708849494232528521e+00, 3.780160440121635101e+00, 5.757967636242455889e+00, 3.599958251856008484e+00, 2.970895473449939317e+00, 4.557442632193953180e+00, 2.520496525433251644e+00
1.989000000000000000e+03, 4.690399504173904610e+00, 3.347992706985947642e+00, 2.848522701733503304e+00, 4.541911664459946429e+00, 3.715552394755205601e+00, 4.023614766482146443e+00, 5.573805758344144934e+00, 4.419736154431094910e+00, 2.459401746123959231e+00, 5.527032672655848522e+00, 3.901937728084618584e+00, 5.673417304670171468e+00, 3.689967680276936335e+00, 2.943322258949969239e+00, 4.407878480224503015e+00, 2.316852966445272610e+00
1.990000000000000000e+03, 4.609943159670809365e+00, 3.340923600611855004e+00, 2.605220452068548465e+00, 4.609626571348029778e+00, 3.730071954368884946e+00, 3.644842869569555610e+00, 5.542200590293820284e+00, 3.888283920614763467e+00, 3.066835834899770852e+00, 5.688408732602553641e+00, 3.437263690438917330e+00, 5.233152200437581669e+00, 3.899808738628110838e+00, 2.999187749948553972e+00, 4.144039683775535110e+00, 2.490633360345357428e+00
1.991000000000000000e+03, 4.329601107604671206e+00, 3.101196719380378664e+00, 2.820970927650733096e+00, 4.386245469770819305e+00, 3.662418538366576826e+00, 3.892397838947605493e+00, 5.683895622409760762e+00, 4.035664263171939936e+00, 2.925465819223340258e+00, 5.589223849936140631e+00, 3.593272204992354890e+00, 5.445045808268862864e+00, 3.794020452927792775e+00, 2.905564998130993892e+00, 4.042818062357898867e+00, 2.633677715447146905e+00
1.992000000000000000e+03, 4.506896949027594523e+00, 3.380304861038501585e+00, 2.832486196720512606e+00, 4.529011796502893539e+00, 3.967001907718902043e+00, 4.290499026072735589e+00, 5.888773735973071410e+00, 4.138035388121735103e+00, 2.735074271686948499e+00, 5.799196458120381870e+00, 3.583069251485619944e+00, 6.017471269993486693e+00, 3.456576060744946943e+00, 3.021671729706842502e+00, 4.648310905234199097e+00, 2.494740660248323305e+00
1.993000000000000000e+03, 4.591410114515159790e+00, 3.644434417989851571e+00, 2.874078346597310318e+00, 4.694427718047395892e+00, 3.839003011959187806e+00, 4.066648484401527597e+00, 5.915790215371183436e+00, 3.909133184496611957e+00, 2.833784862059851140e+00, 5.741692461040045714e+00, 3.932637843210721851e+00, 5.452673601708711182e+00, 3.801166199204680574e+00, 3.076715404509221319e+00, 4.598065313941440024e+00, 2.409767163111237842e+00
1.994000000000000000e+03, 4.660434810623690360e+00, 3.513907324988237768e+00, 2.914514912709259331e+00, 4.630150923501635596e+00, 3.751914084083989298e+00, 3.634358583865153758e+00, 5.798373073510891373e+00, 3.935744203874736336e+00, 2.718532757188888649e+00, 5.838802684525469466e+00, 3.696198537671633755e+00, 4.867668093053637790e+00, 3.949844311191872404e+00, 3.024109851991378939e+00, 4.275789003243662734e+00, 2.590256321395497885e+00
1.995000000000000000e+03, 5.074521299333191848e+00, 3.394945774593741472e+00, 2.715812612001770709e+00, 4.716048686772905896e+00, 3.710252563675616511e+00, 4.019589951530171845e+00, 5.689638362311121966e+00, 4.283205826507518132e+00, 2.948496789294069664e+00, 5.742671300742455465e+00, 3.488375956809691925e+00, 5.603048342616581579e+00, 3.802181239971300197e+00, 3.146236935460720474e+00, 4.375221311117163836e+00, 2.467144337581184566e+00
1.996000000000000000e+03, 4.823784324429436943e+00, 3.285707892502618854e+00, 2.675757318060610235e+00, 4.691867889129157199e+00, 3.708388561640463266e+00, 3.785335919562482054e+00, 5.974151757592964351e+00, 4.061861389942387213e+00, 2.650832636552197030e+00, 5.525242991245566948e+00, 3.830651022874208333e+00, 5.616598598575895274e+00, 3.836933227360282750e+00, 3.198170389700361493e+00, 4.372785338860035509e+00, 2.475841425015776753e+00
1.997000000000000000e+03, 4.659117238362682656e+00, 3.337520098718987693e+00, 2.582806408385635688e+00, 4.613681892102819759e+00, 3.526935141580830546e+00, 3.965399182800069422e+00, 5.525765737496699082e+00, 3.922323341834711208e+00, 2.929445421243068282e+00, 5.801136887408429921e+00, 3.674339882835371718e+00, 5.384899383775151094e+00, 3.721538590201679764e+00, 2.996085143427690500e+00, 4.419438264612556289e+00, 2.545288318573537101e+00
1.998000000000000000e+03, 4.766675277794804266e+00, 3.496027630568686373e+00, 2.880464749543180769e+00, 4.704697933422324674e+00, 3.718726191040075513e+00, 4.333579918236258877e+00, 5.664388408085724080e+00, 4.230441233560314096e+00, 2.936717597134204549e+00, 5.807095680452865061e+00, 3.833852648593176315e+00, 5.164599423508861697e+00, 3.867211033318654234e+00, 3.051606790127933344e+00, 4.413672033122464811e+00, 2.516623507067001331e+00
1.999000000000000000e+03, 4.962551480535123183e+00, 3.502934152172324733e+00, 2.894364875186052455e+00, 4.769417088021828732e+00, 3.975455411203425715e+00, 4.313370275547866228e+00, 5.551389028298832962e+00, 4.090701909164391914e+00, 2.905508491962837336e+00, 5.868726006099445058e+00, 3.913350177384677941e+00, 5.364063599577121977e+00, 3.935017908046995139e+00, 3.137343694271970573e+00, 4.366761645566547223e+00, 2.314101429947494015e+00
2.000000000000000000e+03, 4.677296298705264199e+00, 3.205184610033345649e+00, 2.765449673554321919e+00, 4.630556488463470899e+00, 3.965566123866405945e+00, 4.307240070983428204e+00, 5.791861685769389645e+00, 4.232882795829302935e+00, 2.711188999453592707e+00, 5.974239306306697195e+00, 3.927165431152380926e+00, 5.946160405597251675e+00, 3.617100033107965018e+00, 3.142675822587922330e+00, 4.500410319404832826e+00, 2.505319446004456108e+00
2.001000000000000000e+03, 4.698080653138918095e+00, 3.458065778291121717e+00, 2.880485391292681996e+00, 4.688124570971080374e+00, 3.693824310417388013e+00, 4.348701652996001421e+00, 5.888182314095337766e+00, 4.320820090959800908e+00, 2.989155441563248861e+00, 5.707467424637966857e+00, 3.832283339800818478e+00, 5.113621617584270140e+00, 3.720178473704604194e+00, 3.198819845659861105e+00, 4.269026520294925575e+00, 2.387803140405942770e+00
2.002000000000000000e+03, 4.589701356905774077e+00, 3.612233240103163823e+00, 3.074869181963264531e+00, 4.730660482712464088e+00, 3.703527464557861304e+00, 4.270131445464576458e+00, 6.021819334655280187e+00, 4.220419031656018838e+00, 2.804069191178679255e+00, 5.792577029768289698e+00, 3.312693383789382384e+00, 4.898773035317478097e+00, 3.902649607888968308e+00, 3.149206904597770418e+00, 4.298125988304430045e+00, 2.292159876979768640e+00
2.003000000000000000e+03, 4.549040884517034478e+00, 3.543920289698024195e+00, 2.703471613162509168e+00, 4.936012988183144934e+00, 3.814224508085579224e+00, 4.069017285454942012e+00, 5.851443047197786740e+00, 3.999971548965579604e+00, 3.007267604664026539e+00, 5.737942838879706464e+00, 4.154442583785363574e+00, 5.487986761488939713e+00, 3.839202030103362695e+00, 3.164485676350433874e+00, 4.584203635474314531e+00, 2.518743008542239092e+00
2.004000000000000000e+03, 4.769107394773931752e+00, 3.483880081266047757e+00, 2.731090364640442747e+00, 4.969777649453429369e+00, 3.727346212407023351e+00, 3.788404104722328913e+00, 5.883971780300775833e+00, 4.170594053388910538e+00, 3.209258898005007410e+00, 5.582409293471713774e+00, 4.276265852294623748e+00, 5.494906831122307267e+00, 3.981249840501447590e+00, 3.148249351841224897e+00, 4.163979210083336824e+00, 2.488375051721238851e+00
2.005000000000000000e+03, 4.841403777869791369e+00, 3.665514478239383589e+00, 2.914309142903356520e+00, 4.785881448523603865e+00, 3.975751449949100014e+00, 3.998792344387215092e+00, 6.079998114585215774e+00, 4.447319178092608460e+00, 2.828451930262834146e+00, 5.899237712949569890e+00, 3.592011033248045493e+00, 5.334430402934309257e+00, 4.019742198278555279e+00, 3.054822323120588212e+00, 4.441901507164714324e+00, 2.498078924629504094e+00
2.006000000000000000e+03, 4.773720640137811166e+00, 3.605682982887164378e+00, 2.695019281950600920e+00, 4.817773581772759606e+00, 3.652542439535783725e+00, 4.269488552926627101e+00, 5.770343473181209326e+00, 4.233768013865709001e+00, 2.831306292446444495e+00, 5.848229403852283959e+00, 3.539596281314128845e+00, 5.362231022621982035e+00, 4.053868113428927167e+00, 3.229251496503487751e+00, 4.338760035090176714e+00, 2.440868011294237583e+00
2.007000000000000000e+03, 4.794135679559955676e+00, 3.568988284345326445e+00, 2.657865201684511902e+00, 4.815277453888031189e+00, 3.747476503030707562e+00, 4.362692509723415490e+00, 6.049855991954918188e+00, 4.185574183680478733e+00, 3.338654097425981071e+00, 6.011427357373952951e+00, 3.841911020216924655e+00, 5.593275691401615290e+00, 3.745383449265807574e+00, 3.228785019666855938e+00, 4.538534854970794008e+00, 2.707922079652844705e+00
2.008000000000000000e+03, 4.687881288424603277e+00, 3.209180426085566751e+00, 2.553671549385400752e+00, 4.971460303894629895e+00, 4.007195430534117975e+00, 4.229404162437405468e+00, 5.988518204464063466e+00, 4.254589467567507555e+00, 3.098008438053517999e+00, 6.052308135186211580e+00, 4.103044526957118521e+00, 5.526404982369369279e+00, 3.711358341629913848e+00, 3.172971945205982802e+00, 4.560761688059823626e+00, 2.594831380051504155e+00
2.009000000000000000e+03, 4.659549526580652135e+00, 3.497623098668947605e+00, 3.036982210376430569e+00, 4.903267480950134427e+00, 3.985727414536112789e+00, 4.294688983421355744e+00, 6.070043860221154830e+00, 4.359414585759435745e+00, 2.738819064855135377e+00, 5.640815368162190424e+00, 3.974335499587789311e+00, 5.778075085816388068e+00, 4.035136112425980137e+00, 3.215209496890142571e+00, 4.221491736566594710e+00, 2.515891067452441288e+00
2.010000000000000000e+03, 4.517044284463132442e+00, 3.490063156509220832e+00, 2.779882273653777602e+00, 4.615712972224065069e+00, 3.778489927376343260e+00, 4.293316272503518327e+00, 6.064083125950331166e+00, 3.875638049100691429e+00, 2.930761131871367553e+00, 5.995018612392811974e+00, 3.896581665143117768e+00, 5.683409389262933153e+00, 3.959436242287986296e+00, 3.114308228920651622e+00, 4.413849558490174907e+00, 2.392773987991582807e+00
2.011000000000000000e+03, 4.573504888858016315e+00, 3.363040455322117150e+00, 2.751211425726685089e+00, 4.912203821683199578e+00, 3.741863192226212220e+00, 4.324336988807811366e+00, 6.018313178020573417e+00, 4.089862319048499728e+00, 3.498685774126910175e+00, 6.002068216974628001e+00, 3.964063637129028983e+00, 5.575370680417487179e+00, 3.728039619174318808e+00, 3.144736247527095685e+00, 4.531774395025338187e+00, 2.518311398689522473e+00
2.012000000000000000e+03, 4.580066721177213473e+00, 3.502444774501332958e+00, 2.962149387660515387e+00, 5.018833884051229433e+00, 3.815737267524180076e+00, 4.445605751478915124e+00, 6.091612001633750495e+00, 4.358601102540194283e+00, 2.993132794053635859e+00, 5.839630196092009840e+00, 3.767025265040026216e+00, 5.643156581537760452e+00, 3.773302064178438275e+00, 3.179393888878691676e+00, 4.219587916661210691e+00, 2.528510748655113716e+00
2.013000000000000000e+03, 4.589102285309270002e+00, 3.415197473126211136e+00, 2.826015239771517695e+00, 4.933493907926038702e+00, 3.917957862410343495e+00, 4.019089391713309034e+00, 6.067432478733539192e+00, 4.450743513139162388e+00, 2.844579914546448318e+00, 5.978006479185419053e+00, 4.084040951169343181e+00, 5.379798113720799968e+00, 3.934365403121412808e+00, 3.155987743291465808e+00, 4.240847947929707651e+00, 2.464953188963080244e+00
2.014000000000000000e+03, 4.883990220030516305e+00, 3.434262154255871557e+00, 2.802310229708483647e+00, 4.931254411312728791e+00, 3.829883239356520086e+00, 3.791783797725287286e+00, 6.230412017374038491e+00, 4.291381218336031367e+00, 3.391186053767842434e+00, 5.939443900455734671e+00, 4.167707864716716948e+00, 5.519599576379705219e+00, 4.018906342658592479e+00, 3.209240738765261725e+00, 4.631320639090461100e+00, 2.470717868569414222e+00
