year, NorESM2-MM, EC-Earth3-Veg, MPI-ESM1-2-LR, ACCESS-ESM1-5, UKESM1-0-LL, CMCC-CM2-SR5, CESM2-WACCM, MIROC-ES2L, INM-CM5-0, GFDL-ESM4, IPSL-CM6A-LR, NorESM2-LM, CNRM-ESM2-1, CanESM5, TaiESM1, INM-CM4-8
1.971000000000000000e+03, 7.225646798743295740e+00, 6.609465455295529424e+00, 5.830958813173847233e+00, 7.479740392077607325e+00, 6.361474836472115868e+00, 6.449035778522422824e+00, 7.674428765398237040e+00, 6.284492875822865088e+00, 9.200625574363071379e+00, 6.585378745315658477e+00, 9.518670648048924932e+00, 7.401917187568107792e+00, 6.643537912566300108e+00, 7.595655992827366809e+00, 7.355415965337188666e+00, 8.689581676753242334e+00
1.972000000000000000e+03, 7.895462227296965452e+00, 6.631840691176197566e+00, 5.514353872360972630e+00, 7.242250410175847364e+00, 6.297481017658297375e+00, 7.492790133366733052e+00, 6.785611243685194971e+00, 6.360222903150349438e+00, 8.841651069781757855e+00, 6.195593756706397670e+00, 9.778002064075158373e+00, 7.044677005653817936e+00, 6.815912049344032830e+00, 7.741356452451952030e+00, 7.080198288619373059e+00, 8.569645586506561941e+00
1.973000000000000000e+03, 7.464015793028882406e+00, 6.469163838346886131e+00, 4.966482207133837257e+00, 7.543852019094059003e+00, 6.574568780863108586e+00, 7.181163599250381502e+00, 7.721617670382305398e+00, 6.308932220561512594e+00, 8.729961181180868834e+00, 6.679721527957730665e+00, 1.002887712236290341e+01, 7.013141696231683042e+00, 6.201203897115489028e+00, 7.311191904472502223e+00, 6.034351824393671571e+00, 8.457618027879673761e+00
1.974000000000000000e+03, 6.615351618156826596e+00, 6.711423357463767836e+00, 5.548922381604959320e+00, 7.870265915305886928e+00, 5.999695644126047611e+00, 7.028197573354034944e+00, 8.171519065492827139e+00, 5.570092197359665320e+00, 8.518626633810058024e+00, 7.851056414087508095e+00, 8.983017900136436751e+00, 7.729959365183950659e+00, 6.690131385459374691e+00, 7.312829520357938762e+00, 7.111203264460676188e+00, 8.493070009365876416e+00
1.975000000000000000e+03, 7.394948084799401578e+00, 6.633880915105940801e+00, 5.851711154754572597e+00, 7.507185134763395773e+00, 5.849457526226605530e+00, 7.689600781055233369e+00, 8.143609574066344337e+00, 5.947884468116065193e+00, 9.033478793932310680e+00, 7.484307009063537741e+00, 9.531520153055961231e+00, 7.565513263691546975e+00, 6.750203934721036525e+00, 7.661101724032889138e+00, 5.687071281606864481e+00, 8.741060091351927852e+00
1.976000000000000000e+03, 7.201319779909706398e+00, 5.788099610865175215e+00, 5.918339824879701894e+00, 7.560007014333707254e+00, 6.567685295500544029e+00, 7.874011651188290273e+00, 8.312710085843269425e+00, 6.504286707662761735e+00, 8.654682913957122636e+00, 6.686871469292269055e+00, 9.901549432281516516e+00, 7.078001367064987726e+00, 6.634575799705556776e+00, 7.331500891934405573e+00, 7.446601340117322110e+00, 8.275960954082366428e+00
1.977000000000000000e+03, 6.979022369720703445e+00, 6.722068354410476232e+00, 6.029981843421183818e+00, 7.822758646374635028e+00, 6.378754303069300136e+00, 7.723483659643776811e+00, 7.253482754169925606e+00, 6.358294366166455269e+00, 8.936839704855479738e+00, 6.580737201461205110e+00, 9.630322832203525252e+00, 6.936283509389654434e+00, 6.388981350968308881e+00, 7.700878135875168340e+00, 7.038360265863929044e+00, 8.788305869410050875e+00
1.978000000000000000e+03, 6.746704018031153716e+00, 6.922762361007425369e+00, 6.255150705021113033e+00, 7.458564766805360513e+00, 6.297106641867983079e+00, 7.738635242853429297e+00, 7.640044570649132005e+00, 6.354466707179031282e+00, 9.269050497561158508e+00, 7.048957628652876117e+00, 9.801309947330492989e+00, 7.203689688340033648e+00, 6.527454496316176247e+00, 7.587742077717587463e+00, 7.041298014422062046e+00, 8.444408347782765389e+00
1.979000000000000000e+03, 6.690187575562696942e+00, 6.731999171535655080e+00, 5.781767504484234266e+00, 7.375199478706991663e+00, 6.242514104258731322e+00, 7.353229058802278395e+00, 7.902022466677713020e+00, 5.963250300863105480e+00, 8.760411583566060756e+00, 7.562152393785483540e+00, 9.791991311989422186e+00, 7.539908507401896109e+00, 6.345981804282106786e+00, 7.638951289452180049e+00, 5.870428612147490455e+00, 8.595439517682731179e+00
1.980000000000000000e+03, 7.169566093635612702e+00, 6.058752108620247157e+00, 5.359245428759993324e+00, 7.716343037183799325e+00, 6.405603318007876190e+00, 6.538508911289490300e+00, 7.209474034003836351e+00, 5.750834838721079478e+00, 9.480403785830098684e+00, 7.429347572264757282e+00, 9.396387422411608625e+00, 7.242051226566244893e+00, 6.754698710744651891e+00, 7.701406941115592986e+00, 7.455422868693007743e+00, 8.702685056073107717e+00
1.981000000000000000e+03, 7.607124966896060769e+00, 6.367002945037008921e+00, 5.904458873341295266e+00, 8.545245581270947355e+00, 5.750855236312458985e+00, 7.630191947278917475e+00, 6.729131729276869756e+00, 6.570603278065732411e+00, 8.933089828202305682e+00, 6.287825613681069292e+00, 9.754283116106806872e+00, 6.516875539792255978e+00, 6.223513416734948400e+00, 7.886776749347924387e+00, 7.118705505043633863e+00, 9.008975573476069698e+00
1.982000000000000000e+03, 7.243070131954688406e+00, 7.035397114275542485e+00, 6.121475852311732524e+00, 7.280689279390488267e+00, 6.250216694157988861e+00, 7.691885285881416401e+00, 8.277774727456700177e+00, 6.169448791419854139e+00, 8.969778337837839288e+00, 7.043747165702090030e+00, 8.347227613516361444e+00, 6.414018635384359790e+00, 6.940192440858846012e+00, 7.754972180546848115e+00, 6.602347592839672430e+00, 8.543981058640040871e+00
1.983000000000000000e+03, 7.473581553710046954e+00, 6.311758360619123209e+00, 5.992826662381167679e+00, 7.024614745804642624e+00, 5.914278115218027487e+00, 7.509275219758643871e+00, 7.954291508460561211e+00, 6.123899505646639874e+00, 8.494611841900026050e+00, 6.844973566683176358e+00, 8.966370518730279571e+00, 6.183132128796153815e+00, 6.362161931800855541e+00, 7.675017798993727602e+00, 5.743880616646952930e+00, 8.770875175229855714e+00
1.984000000000000000e+03, 7.803158082032998877e+00, 6.886848957034823471e+00, 5.820148042824941470e+00, 7.928181514281161135e+00, 6.208281576120326051e+00, 7.545763483042254194e+00, 6.651125722855177003e+00, 6.094202106113162820e+00, 8.873989761978132051e+00, 6.973206085542637211e+00, 9.285807034624202316e+00, 7.587977573060361358e+00, 6.810121052924935192e+00, 7.627800171801662366e+00, 7.218028198541347251e+00, 8.689076253991835586e+00
1.985000000000000000e+03, 7.689955351997076249e+00, 6.736400650833177295e+00, 5.764258169102033591e+00, 7.486510388622451551e+00, 6.139932657948140360e+00, 7.723804927664609465e+00, 8.435427161484806646e+00, 5.915418707736597170e+00, 8.812287884721277109e+00, 6.827569112265374329e+00, 8.310895297250763036e+00, 7.209886898333339289e+00, 6.745072370598769851e+00, 7.619811281627443478e+00, 7.032810890260209113e+00, 8.741032522823328321e+00
1.986000000000000000e+03, 8.007616128709292624e+00, 6.567572870461988899e+00, 6.331295097941967320e+00, 7.736894410568667446e+00, 5.840973297469435721e+00, 7.394888060359997795e+00, 7.931699833119587595e+00, 6.508040699291997022e+00, 8.726463230678774607e+00, 6.355300260463964790e+00, 9.532631349470367610e+00, 7.449370395351180285e+00, 6.823658062118338918e+00, 7.546421255771442738e+00, 6.767966305867605392e+00, 8.712249207847014176e+00
1.987000000000000000e+03, 7.352770311804927239e+00, 6.598528854962016688e+00, 5.510191727593340971e+00, 7.433323075820200465e+00, 6.401115117835222357e+00, 7.382371751815679062e+00, 7.945876914531383228e+00, 6.248646021449550503e+00, 8.908313004880149322e+00, 7.112270581092458244e+00, 1.046415415328239717e+01, 6.998523754602899771e+00, 6.597675929528448613e+00, 7.802512654058982200e+00, 6.390427262201880509e+00, 8.653049741966130526e+00
1.988000000000000000e+03, 7.524075109887570889e+00, 6.229865169146826531e+00, 6.168775753505786774e+00, 7.693364030275391841e+00, 6.352968971745317717e+00, 7.548658119500728958e+00, 6.680722190498452839e+00, 6.059910811618747672e+00, 8.731589594781068442e+00, 6.879142398337026343e+00, 9.517642752027073882e+00, 7.461490811479301932e+00, 6.710402071954858272e+00, 7.832272935960594040e+00, 6.205195054997322934e+00, 8.644121881046086031e+00
1.989000000000000000e+03, 7.216365331148542062e+00, 6.952573036659095429e+00, 6.161936125842450984e+00, 7.161244403612539777e+00, 6.348155576379149068e+00, 7.402401237654316013e+00, 8.150619170216595322e+00, 6.127164034711658935e+00, 8.924278479348281223e+00, 6.310450145527248367e+00, 9.852525732426938632e+00, 7.142810868538447266e+00, 6.505761380547205874e+00, 8.025222579721228655e+00, 7.134815849676709121e+00, 8.448261528322412062e+00
1.990000000000000000e+03, 6.565504219381223194e+00, 5.907085827673832057e+00, 5.544666352826748579e+00, 7.770358354355850317e+00, 6.100021881521708877e+00, 7.255917215507281526e+00, 8.265474010836397767e+00, 5.692403690817840811e+00, 8.911790299024621831e+00, 6.105745392311433761e+00, 8.941457957142606716e+00, 6.936989007939756924e+00, 6.374507408542502418e+00, 7.481170591879267917e+00, 6.258043747516343736e+00, 8.639156847203263823e+00
1.991000000000000000e+03, 8.002972911236213349e+00, 6.588521695970031899e+00, 4.935085977668426160e+00, 7.603822958397395304e+00, 6.611931810280609945e+00, 6.866971439107683928e+00, 7.752530100466064944e+00, 6.421469551191401948e+00, 8.619462346698929522e+00, 6.636614015227022989e+00, 9.217608179133515378e+00, 5.941044614961879411e+00, 6.514533443000485313e+00, 7.701385050627527207e+00, 6.537879142444703362e+00, 8.597831227016996536e+00
1.992000000000000000e+03, 7.585559682869390308e+00, 6.563672855323005706e+00, 4.974978442551413416e+00, 7.647577597235441615e+00, 6.380411467651992297e+00, 6.243871238515821709e+00, 6.351181165298945608e+00, 6.181077274552724710e+00, 8.818439246742052262e+00, 7.212161750171656394e+00, 9.676259663090061025e+00, 7.459986767929979834e+00, 6.565010175910467538e+00, 7.514246986278808826e+00, 6.435301865760897577e+00, 7.972097000433984171e+00
1.993000000000000000e+03, 7.116236816118559183e+00, 6.809994719626703663e+00, 5.407773660365483792e+00, 8.253197674283544671e+00, 5.978823223018138400e+00, 7.771800094086948718e+00, 8.329521448394890726e+00, 6.255452484603302388e+00, 8.829859131214647050e+00, 6.451179889361153386e+00, 9.712390576859728952e+00, 7.402975635858957126e+00, 6.825758042662750213e+00, 7.567120171551736441e+00, 6.310381814897887409e+00, 8.067191906779392241e+00
1.994000000000000000e+03, 6.156114820404039456e+00, 6.615705622240208861e+00, 6.293153430839270257e+00, 7.395773950322896972e+00, 6.141640059997611978e+00, 7.518040309559627765e+00, 8.016393245459951800e+00, 5.658439131223395258e+00, 8.987687396445137367e+00, 6.493875241456158243e+00, 9.707897206673694157e+00, 7.350017490182172430e+00, 6.321242965004915781e+00, 7.655071426606383511e+00, 6.704497838887565564e+00, 8.509254833277280383e+00
1.995000000000000000e+03, 7.225234136347244096e+00, 6.358682701190543796e+00, 6.177296656054132917e+00, 7.634659024206211342e+00, 6.199149381908338086e+00, 7.347436318676249911e+00, 7.887390398360037302e+00, 5.846572678348595176e+00, 8.563146045042916654e+00, 6.456231268121564781e+00, 9.420505239573467193e+00, 7.460734507469970467e+00, 6.727591085646138502e+00, 7.342304007766383478e+00, 7.163958587834335034e+00, 8.698163626120884118e+00
1.996000000000000000e+03, 6.371352460697277564e+00, 6.488194821667854661e+00, 5.440630164745077657e+00, 7.135271034491807107e+00, 6.573471671126347893e+00, 7.697256282871857813e+00, 7.652624777627810460e+00, 5.483235161723839290e+00, 8.936061025045905382e+00, 6.810696544760027393e+00, 1.032134323555301947e+01, 6.498561944302414517e+00, 6.401627960240947601e+00, 8.045562595321472443e+00, 6.251238882758695325e+00, 9.053287038685375876e+00
1.997000000000000000e+03, 7.553369178372170367e+00, 5.460007739584868069e+00, 5.874617740462713122e+00, 7.001750488915745585e+00, 6.229481322351615447e+00, 7.239877801313033601e+00, 7.829323460482102703e+00, 6.169521775259653396e+00, 8.817020994040900561e+00, 6.731460908835678936e+00, 9.945980099277402786e+00, 7.171894854683166898e+00, 6.741035659633123345e+00, 7.617950299171377893e+00, 6.531180272144230692e+00, 8.720185524178980074e+00
1.998000000000000000e+03, 7.874772607647960498e+00, 6.691414218277895287e+00, 5.677715292065921737e+00, 7.234968369889401174e+00, 6.130098284458293634e+00, 8.043234918913015008e+00, 7.705356095813664652e+00, 6.609701389212720102e+00, 9.092404882659861798e+00, 6.822365573247814119e+00, 9.383020099250030555e+00, 7.143487313087621970e+00, 6.545113390012204491e+00, 7.946220837902413514e+00, 6.728169000496838414e+00, 8.611300724914475069e+00
1.999000000000000000e+03, 7.663201157061684476e+00, 7.154528032656095604e+00, 6.281231865638064349e+00, 7.402648388653988221e+00, 6.314262897747211056e+00, 7.529657795127691955e+00, 7.754922095357165368e+00, 6.294569595889759839e+00, 9.069409350712708928e+00, 6.316110093229073463e+00, 9.598803571951332714e+00, 7.021976366478133613e+00, 6.416593216056967641e+00, 7.712747065942899383e+00, 7.026082670831160115e+00, 8.458465130775996599e+00
2.000000000000000000e+03, 7.563064652601769744e+00, 6.760219645979082870e+00, 5.814734122179971543e+00, 7.728043805104313435e+00, 6.297626853808398373e+00, 7.382025462093391610e+00, 7.605010754074540635e+00, 6.096326854163933717e+00, 9.397267375483661311e+00, 6.351938715039678662e+00, 1.045565690356613509e+01, 5.962941941800121270e+00, 6.379221300328100419e+00, 7.598018920032624024e+00, 7.453383828763241681e+00, 8.891266550662818346e+00
2.001000000000000000e+03, 8.100188352961936289e+00, 6.170122168858256373e+00, 6.434449107436179816e+00, 7.375501711689417483e+00, 5.679005453745761933e+00, 7.473855305966288221e+00, 7.590653738352205693e+00, 6.091331511690091460e+00, 9.349370212340943453e+00, 5.924075498381211169e+00, 9.757542459750590425e+00, 7.869222843059551664e+00, 7.226088005677528514e+00, 7.575525183348290170e+00, 6.967832629680716039e+00, 8.840471963457000371e+00
2.002000000000000000e+03, 7.851686566703686587e+00, 6.423819235627910018e+00, 5.808279000487026167e+00, 7.592571002228702959e+00, 6.233784299790091410e+00, 6.133100976985510044e+00, 8.210609566571891449e+00, 5.884467451681889116e+00, 8.951758099782745504e+00, 7.245968819949915485e+00, 9.882752249613576012e+00, 7.293240290585558228e+00, 6.538299094896696140e+00, 7.682939895976948819e+00, 6.929826241209844362e+00, 8.623942733139731587e+00
2.003000000000000000e+03, 7.217408136142434927e+00, 6.629864591815060493e+00, 5.770728423388849393e+00, 7.811279188705777088e+00, 5.981729108992029253e+00, 7.757412337342985076e+00, 7.431005692778676064e+00, 5.357586515840830899e+00, 8.498192372473662104e+00, 6.332027002387399683e+00, 9.359073234420977272e+00, 7.060338802763684640e+00, 6.366433993217593290e+00, 8.158430920634327066e+00, 6.337150990230569825e+00, 8.559578553130331002e+00
2.004000000000000000e+03, 6.413289508142230311e+00, 6.451938873771307925e+00, 6.020691318726841601e+00, 7.544789060638017908e+00, 6.354456883480933627e+00, 7.273412627956880705e+00, 8.262061841391338035e+00, 5.628402774109752649e+00, 9.178599937879022619e+00, 6.788045067501399465e+00, 8.950763004575041037e+00, 7.176754708638449998e+00, 6.476998871946975989e+00, 7.632802727963693634e+00, 6.609617450121855420e+00, 8.681997843984381902e+00
2.005000000000000000e+03, 8.073885987740194281e+00, 6.469541199223204586e+00, 6.328869897407762402e+00, 7.618635473647887402e+00, 5.896673812266858938e+00, 7.647533821376105934e+00, 7.573155787778591552e+00, 6.463061430783715977e+00, 8.965248229355223586e+00, 6.818985968410973264e+00, 9.878058935304352417e+00, 7.708278724769387580e+00, 6.428765845983174465e+00, 7.987428902428945321e+00, 7.324991771336812008e+00, 8.730060713268393613e+00
2.006000000000000000e+03, 7.859998811649891337e+00, 6.415681049278480153e+00, 6.349315977574700121e+00, 7.440223458578253179e+00, 6.374293829835903757e+00, 7.865386427883692910e+00, 8.149777658672240577e+00, 6.003689319242112354e+00, 9.239187529376586383e+00, 7.159277479958134904e+00, 1.013579595810806211e+01, 7.083584333675995381e+00, 6.411206608061660539e+00, 7.337532970450745040e+00, 6.855770054134023184e+00, 8.388169324801264537e+00
2.007000000000000000e+03, 7.858272588506121537e+00, 5.951402264643796514e+00, 6.173415931607669549e+00, 7.570177617905131662e+00, 6.133884427321651067e+00, 7.455057459357984584e+00, 7.082661033306083986e+00, 6.245842146194487299e+00, 8.677077808606483700e+00, 6.890301225059164203e+00, 8.819259812921965036e+00, 7.467771079639222265e+00, 6.404588017223153074e+00, 7.760965024030589632e+00, 6.782738789476860930e+00, 8.990348649012194215e+00
2.008000000000000000e+03, 7.255079941940704380e+00, 6.991965503035302731e+00, 5.433015198925556177e+00, 7.262964373443350219e+00, 6.278111362669227979e+00, 8.138819762736655861e+00, 7.816102201166853725e+00, 5.825125583874593893e+00, 9.213579535417382615e+00, 6.267723519729682558e+00, 8.720935610227822821e+00, 6.110022732935374457e+00, 5.954303014833381091e+00, 7.792612620703397219e+00, 7.188197838864947009e+00, 8.693393902202695145e+00
2.009000000000000000e+03, 8.182526666031597173e+00, 6.931554446434854633e+00, 5.635347558133282142e+00, 7.272318305417700302e+00, 6.226338447933019715e+00, 7.850597714075270517e+00, 8.181389691417754406e+00, 5.684766751236545623e+00, 9.375909951017559862e+00, 6.540497725094707171e+00, 9.319935956731320914e+00, 7.041480826920656355e+00, 6.880731790851585927e+00, 7.539330208974534209e+00, 6.517688579496226708e+00, 8.621730012157113876e+00
2.010000000000000000e+03, 8.079544115277267124e+00, 6.419835235026439157e+00, 5.273980333324225889e+00, 7.819468359740863406e+00, 6.487248281466707844e+00, 7.788604724287852221e+00, 8.070486271190713268e+00, 6.359947528334965128e+00, 9.314090805940734796e+00, 6.895085245324512613e+00, 1.010335396763747084e+01, 6.722641303040077787e+00, 6.117261501666482637e+00, 7.573456176785035687e+00, 6.059123395415625168e+00, 8.574984059082003895e+00
2.011000000000000000e+03, 8.106790286234017984e+00, 6.314291296559451538e+00, 5.248584011363452539e+00, 7.485288986322630400e+00, 6.477954146546114345e+00, 7.468198720167795734e+00, 6.849136116279932907e+00, 5.999125205565886354e+00, 9.103497547596955286e+00, 6.625993172550949772e+00, 8.606096130405985534e+00, 6.981645994463210769e+00, 6.471839826326397649e+00, 7.652337991360552927e+00, 6.320569358763940215e+00, 8.902906823565784222e+00
2.012000000000000000e+03, 7.919767346003994568e+00, 6.599971711665278740e+00, 5.351753377044351723e+00, 7.153699495696133503e+00, 6.201468705719347163e+00, 7.090994411646307505e+00, 7.672066068794142879e+00, 6.227861177357495670e+00, 8.998180468514153318e+00, 5.650093592392819275e+00, 9.889705151657771864e+00, 6.733477399909644667e+00, 6.971375822498854902e+00, 7.509352241362433844e+00, 6.852451805627957526e+00, 8.982305678471048438e+00
2.013000000000000000e+03, 7.317036402201782863e+00, 6.907786733485231423e+00, 5.899603607617290635e+00, 7.071153006448579248e+00, 5.979468343035354572e+00, 7.693478021362653685e+00, 7.821367674376305423e+00, 5.738365456228473604e+00, 8.801207923309075198e+00, 7.391402232189505206e+00, 1.003695043854674829e+01, 6.871058240142354556e+00, 6.528686165214509174e+00, 7.919032320057509011e+00, 7.418711852172975796e+00, 9.100961717148136287e+00
2.014000000000000000e+03, 6.078910605245012810e+00, 6.786014600953694575e+00, 6.355431486679623987e+00, 8.588285270363700263e+00, 6.826353941421781535e+00, 7.574405180876234489e+00, 8.120433030337364855e+00, 5.844700911097460150e+00, 8.884944160061186480e+00, 7.331085791444641231e+00, 9.061401125344890062e+00, 7.556706661617669241e+00, 6.692052998435682021e+00, 7.769317827807697086e+00, 7.032454818933016938e+00, 8.687779972482299939e+00
