year, MPI-ESM1-2-LR, NorESM2-MM, NorESM2-LM, IPSL-CM6A-LR, EC-Earth3-Veg, CNRM-ESM2-1, TaiESM1, UKESM1-0-LL, CESM2-WACCM, CMCC-ESM2
1.866000000000000000e+03, 1.461140016170541989e-09, 2.182446201321818256e-10, 1.685949628950238899e-10, 1.229230127567482587e-10, 4.517816804236200812e-10, 2.185085849143814953e-11, 1.629529916403710911e-10, 1.907180018068378405e-13, 1.463375059967874666e-10, 1.101525955742365951e-10
1.867000000000000000e+03, 1.464798315397590760e-09, 2.121128275101481478e-10, 1.657567396342210788e-10, 1.227688853977429239e-10, 5.032925963601970907e-10, 2.183189197013597576e-11, 1.639812238756225327e-10, 1.919858030322263967e-13, 1.463911183361442649e-10, 1.107575520406416028e-10
1.868000000000000000e+03, 1.456535306412465169e-09, 2.230592276395363478e-10, 1.637378630138616428e-10, 1.226969494918922215e-10, 5.829909884851568836e-10, 2.216129492620730039e-11, 1.650994826622597738e-10, 1.867502005759458336e-13, 1.466791493825969062e-10, 1.112485838644743928e-10
1.869000000000000000e+03, 1.459595958169556424e-09, 2.457326797316767071e-10, 1.527882123747288167e-10, 1.212091081313379439e-10, 6.232044505027942396e-10, 2.269818732316427247e-11, 1.666010846193844714e-10, 1.916999646165799565e-13, 1.465849295881395242e-10, 1.129946908350584693e-10
1.870000000000000000e+03, 1.466033280050305283e-09, 2.422967620000903287e-10, 1.699033975226985236e-10, 1.215301198867316101e-10, 6.472044184534564336e-10, 2.459140322044836179e-11, 1.711465353994624958e-10, 2.306542757575691288e-13, 1.473272425498693148e-10, 1.141234252904215319e-10
1.871000000000000000e+03, 1.468852434402167765e-09, 2.631455146608436377e-10, 1.890198723997703808e-10, 1.249518384034432883e-10, 6.550601630191050106e-10, 2.675071181965854043e-11, 1.720709816960561205e-10, 2.759159512270796098e-13, 1.572741369674366075e-10, 1.145305175392651610e-10
1.872000000000000000e+03, 1.470064273777172393e-09, 2.525133818828412300e-10, 1.780926520937886928e-10, 1.252997949986935337e-10, 6.716168639622071023e-10, 2.750485570794669863e-11, 1.734109518882465348e-10, 2.527185673570279386e-13, 1.591787927505534057e-10, 1.152838835034484749e-10
1.873000000000000000e+03, 1.469599829084116302e-09, 2.623557919577705298e-10, 1.894576235299942789e-10, 1.258127720599263407e-10, 6.638012189531806828e-10, 2.800740782349055135e-11, 1.732212312683656348e-10, 2.163642772079514896e-13, 1.608236502291195369e-10, 1.160562781043905758e-10
1.874000000000000000e+03, 1.469464493705084192e-09, 2.548346103403183883e-10, 1.958388762218653659e-10, 1.254579197771549195e-10, 6.445857212913253076e-10, 2.819198998537160179e-11, 1.744996631530838192e-10, 2.231700592532961614e-13, 1.612340852290442901e-10, 1.156327839085922483e-10
1.875000000000000000e+03, 1.476523739056447584e-09, 2.456803657543260039e-10, 1.893789279463596875e-10, 1.258593276075047561e-10, 6.390426380885003464e-10, 2.962162926589878502e-11, 1.760725507996273082e-10, 2.246816675124938414e-13, 1.622653879372396089e-10, 1.172788637243043705e-10
1.876000000000000000e+03, 1.476358416146981798e-09, 2.639552482102518204e-10, 1.894643892983943469e-10, 1.232322109496940681e-10, 6.556843998476982759e-10, 3.365995847790074734e-11, 1.753712489346346126e-10, 2.277153139955003738e-13, 1.636430418792350182e-10, 1.172673797403705584e-10
1.877000000000000000e+03, 1.467385030996856061e-09, 2.524908485143539301e-10, 1.775790705092688549e-10, 1.223600152082082816e-10, 6.845649953093259289e-10, 3.670803478115312736e-11, 1.757278157991312369e-10, 2.272816901016116491e-13, 1.642009514996970409e-10, 1.172119633491726894e-10
1.878000000000000000e+03, 1.460775596457644355e-09, 2.601494335464369120e-10, 1.735970491503208407e-10, 1.226431258657940145e-10, 6.886908137470100087e-10, 3.755809576071799089e-11, 1.769659450739764577e-10, 2.145233297886961193e-13, 1.649571331650979454e-10, 1.182194069809027327e-10
1.879000000000000000e+03, 1.461132903996925546e-09, 2.675481314606884289e-10, 1.866219907609500406e-10, 1.231865981314965698e-10, 7.194339153378432406e-10, 3.806776427253392922e-11, 1.773830912820154875e-10, 2.070964886130787114e-13, 1.647233634494470966e-10, 1.192058555615814347e-10
1.880000000000000000e+03, 1.468495861476951673e-09, 2.705537572092122035e-10, 1.898807115704311413e-10, 1.236341077488856828e-10, 6.989994180424801479e-10, 3.883711911858215959e-11, 1.944449995510207297e-10, 2.366120119396458094e-13, 1.651120082292911391e-10, 1.319428663380716362e-10
1.881000000000000000e+03, 1.483313172292082505e-09, 2.804145583820599636e-10, 2.105020641406888424e-10, 1.347640548390321552e-10, 7.046267426924944323e-10, 4.899760192250185947e-11, 1.966435165881221515e-10, 3.100091355316350424e-13, 1.868648655458165218e-10, 1.315099904357846744e-10
1.882000000000000000e+03, 1.501356382517389237e-09, 2.764617484511048037e-10, 2.124254852553595810e-10, 1.351194330410621213e-10, 5.048166173401442418e-10, 5.039919576390385064e-11, 1.959102431212379398e-10, 3.272010068658151497e-13, 1.896390930365943059e-10, 1.314205583038995873e-10
1.883000000000000000e+03, 1.506380236109439283e-09, 2.992827489475212093e-10, 2.230992110269715170e-10, 1.359460784181562180e-10, 5.576158897320066922e-10, 5.120625521772586662e-11, 1.983857694049551414e-10, 2.815530930457715920e-13, 1.899621715058156474e-10, 1.324622445841310673e-10
1.884000000000000000e+03, 1.497605540579689772e-09, 3.130928289177322864e-10, 2.196250013562498084e-10, 1.364755549844818620e-10, 6.246266517873105633e-10, 5.353929335556363384e-11, 1.994427043248659269e-10, 2.903126216374675957e-13, 1.910813504082946878e-10, 1.339894930011818655e-10
1.885000000000000000e+03, 1.494133363842168089e-09, 3.280057537378128569e-10, 2.186101792397236511e-10, 1.370212436376854080e-10, 6.438407990798603839e-10, 5.638137940298377444e-11, 1.997666621818462203e-10, 2.999979520294620481e-13, 1.922843463480407878e-10, 1.355729535341052954e-10
1.886000000000000000e+03, 1.497290759220535902e-09, 3.222458638828466576e-10, 2.198847339446356902e-10, 1.376293658897198184e-10, 6.779260988068077371e-10, 5.767465641577725454e-11, 2.024737225751140612e-10, 3.416942874146076697e-13, 1.930765823466000487e-10, 1.359727931647206371e-10
1.887000000000000000e+03, 1.509050659716322254e-09, 3.072009765871077548e-10, 2.418328209915395192e-10, 1.382473652045836971e-10, 6.766851683927045845e-10, 5.816179484952257772e-11, 2.028610749780564151e-10, 3.675916824619533508e-13, 1.934727665251560449e-10, 1.365019752854359409e-10
1.888000000000000000e+03, 1.511620160087997838e-09, 2.970375638651533318e-10, 2.451728106899241021e-10, 1.392373158517388648e-10, 6.764219050653121486e-10, 5.901509738662050924e-11, 2.014935681974562696e-10, 3.310976210726937881e-13, 1.941981397591170678e-10, 1.376468966402185387e-10
1.889000000000000000e+03, 1.502276047948250134e-09, 2.944330654590565891e-10, 2.344421677185573588e-10, 1.400696285759758441e-10, 6.706746923400488995e-10, 6.150209726110329208e-11, 2.025228291877013563e-10, 2.900047962292423693e-13, 1.962138640822141480e-10, 1.376171358750805668e-10
1.890000000000000000e+03, 1.517987891764990590e-09, 3.298730430643252862e-10, 2.340913645846644936e-10, 1.407840457840625109e-10, 7.016889009554079223e-10, 6.397679698952493457e-11, 2.545369425279130643e-10, 3.179090181949235847e-13, 1.971424454557067887e-10, 1.759622717634267830e-10
1.891000000000000000e+03, 1.542579460060475522e-09, 3.764462504528483722e-10, 2.645133011428369912e-10, 1.770553644801730396e-10, 7.251634271969824653e-10, 8.416164136757746120e-11, 2.601563660117955881e-10, 3.275440872878820654e-13, 2.430825543368525701e-10, 1.796861246008966840e-10
1.892000000000000000e+03, 1.570408617778913569e-09, 3.656333234035280619e-10, 2.731327624800425808e-10, 1.786502653914211059e-10, 7.801559843912145334e-10, 8.639707639639623175e-11, 2.655558228993519049e-10, 3.215809659824377795e-13, 2.483813645826002223e-10, 1.831256856450513929e-10
1.893000000000000000e+03, 1.595684063559764845e-09, 3.717390722319391508e-10, 2.967476681971134249e-10, 1.799999724818810278e-10, 8.179150618145249205e-10, 8.840125207309325778e-11, 2.690214393434922058e-10, 3.545197324881835907e-13, 2.531385977128013883e-10, 1.864460032858633958e-10
1.894000000000000000e+03, 1.609637313071549551e-09, 3.889647620145257724e-10, 2.897011836361605270e-10, 1.817728048413727306e-10, 7.834071849920999689e-10, 8.925128781877130234e-11, 2.727447851411672599e-10, 3.774627578676097630e-13, 2.560768261710346093e-10, 1.914322169841437605e-10
1.895000000000000000e+03, 1.625162071553398577e-09, 4.071727579953734273e-10, 2.858803164478796317e-10, 1.831209070675234741e-10, 8.037222386801451783e-10, 9.142000790405667541e-11, 2.727365234805512191e-10, 3.797789125646682186e-13, 2.580187014570615920e-10, 1.919542024703633073e-10
1.896000000000000000e+03, 1.638744440304022994e-09, 3.850056197440051540e-10, 3.003960855899202421e-10, 1.843589572398038821e-10, 7.809414895065132626e-10, 9.360737166715073713e-11, 2.766340705432936634e-10, 3.888189602889967704e-13, 2.602370241445249050e-10, 1.922336147845945600e-10
1.897000000000000000e+03, 1.646049149785650264e-09, 3.957921110055531943e-10, 3.131396111605623022e-10, 1.859832373616600768e-10, 8.266465962168790108e-10, 9.591685883784861769e-11, 2.802432647858364488e-10, 3.888678452120183625e-13, 2.621190139849674219e-10, 1.936945166479440945e-10
1.898000000000000000e+03, 1.669505041885101590e-09, 3.969993099823741268e-10, 3.186091514827825492e-10, 1.888799816715299140e-10, 7.568059746382053185e-10, 9.833176689035765272e-11, 2.793195581537821184e-10, 3.845442722874554951e-13, 2.641993789279945090e-10, 1.949445889863728526e-10
1.899000000000000000e+03, 1.687648696926092886e-09, 4.187575302457126753e-10, 3.024590579761286216e-10, 1.885242360753503908e-10, 7.840993314412653594e-10, 1.014161626382864797e-10, 2.792115262316670524e-10, 3.860650517139435838e-13, 2.646930832752761906e-10, 1.979229197686101360e-10
1.900000000000000000e+03, 1.728553397053324206e-09, 4.033348975954178085e-10, 3.145534775022093959e-10, 1.896684749056685891e-10, 7.979524810799625664e-10, 1.032826073095453221e-10, 3.219734568805133981e-10, 4.395432221525033487e-13, 2.656382980410110586e-10, 2.252348848210039862e-10
1.901000000000000000e+03, 1.762493935792231233e-09, 4.587081123182611083e-10, 3.401015995931957671e-10, 2.159984824244187143e-10, 8.748545484578425534e-10, 1.163712714686799645e-10, 3.261964928797093598e-10, 4.662560588784369973e-13, 3.047831251756349178e-10, 2.295145087577036277e-10
1.902000000000000000e+03, 1.772311649619401133e-09, 4.890820392913693821e-10, 3.351465322222836598e-10, 2.177970120093979809e-10, 9.145640542992639361e-10, 1.173086425783590600e-10, 3.322151346333702432e-10, 4.808199247113704331e-13, 3.098601116153871910e-10, 2.319323209630100949e-10
1.903000000000000000e+03, 1.777960546960203376e-09, 4.675571773772238319e-10, 3.442031349528629752e-10, 2.192169572252198658e-10, 8.874353020010380370e-10, 1.191824341342562135e-10, 3.346991701599877592e-10, 4.924007577133202018e-13, 3.138240847042502649e-10, 2.338908913562662086e-10
1.904000000000000000e+03, 1.783040548854168164e-09, 4.666891276015897313e-10, 3.467567373914654189e-10, 2.182118202584507784e-10, 9.224468071169344678e-10, 1.202629409234734033e-10, 3.345987606887064113e-10, 5.152794791650458327e-13, 3.158189752133147687e-10, 2.373727303686204150e-10
1.905000000000000000e+03, 1.779675754038619478e-09, 4.896057673590094871e-10, 3.534241802108250885e-10, 2.173049726772673512e-10, 9.296074664699583028e-10, 1.220684139113034654e-10, 3.378192439249803853e-10, 5.179785666748513934e-13, 3.179287918734477074e-10, 2.409516299749886461e-10
1.906000000000000000e+03, 1.789851474419540100e-09, 5.015799127960204497e-10, 3.537428734472924965e-10, 2.175297290934901913e-10, 9.546472795853387927e-10, 1.241424735791448933e-10, 3.417707409534677115e-10, 4.894186414229945983e-13, 3.210577132389117770e-10, 2.422554373681470922e-10
1.907000000000000000e+03, 1.827889086001895779e-09, 5.057574966734761558e-10, 3.877261656250230390e-10, 2.162025483031808080e-10, 9.245688146890371009e-10, 1.247628775225486214e-10, 3.415057913254803704e-10, 4.655847649219702367e-13, 3.195328462801282643e-10, 2.432238598516005346e-10
1.908000000000000000e+03, 1.853191549832624103e-09, 5.120297304763935556e-10, 3.813526392793632026e-10, 2.176853244974991864e-10, 9.476425985464557373e-10, 1.259698330301101558e-10, 3.436139997773292332e-10, 4.465467636810393301e-13, 3.217297114925125178e-10, 2.439287354103019576e-10
1.909000000000000000e+03, 1.867259513355477708e-09, 5.288743288198453000e-10, 3.623499645935637659e-10, 2.186379558776877658e-10, 9.383014824398378030e-10, 1.269805042270354782e-10, 3.462026318625521779e-10, 4.361261944409067512e-13, 3.248877079617727241e-10, 2.485732081080168032e-10
1.910000000000000000e+03, 1.891782836477398516e-09, 5.360440857180244539e-10, 3.691682023358226746e-10, 2.191775596896576796e-10, 9.210465434793953831e-10, 1.281710558972061593e-10, 3.777416745885519848e-10, 4.872967468530812222e-13, 3.259661118283055755e-10, 2.762147303161860656e-10
1.911000000000000000e+03, 1.912140273872649254e-09, 5.521249230627263278e-10, 4.189253309337090679e-10, 2.407524825932528436e-10, 9.228211470927692834e-10, 1.331542394767265966e-10, 3.801275754537174187e-10, 5.572465928992887911e-13, 3.553955358366078830e-10, 2.803888726706790444e-10
1.912000000000000000e+03, 1.930119529539967767e-09, 5.275599292670203539e-10, 4.169062028317696324e-10, 2.405158397278700278e-10, 9.204185812005861685e-10, 1.337724053799927689e-10, 3.875384998050380018e-10, 5.762723358167989931e-13, 3.584381327199762857e-10, 2.818033648525965144e-10
1.913000000000000000e+03, 1.955634428588419059e-09, 5.318239953675376890e-10, 4.112057574369525953e-10, 2.414391582866853817e-10, 9.190152463495112661e-10, 1.362604574242112555e-10, 3.891642241583718311e-10, 5.102999554295958986e-13, 3.612661218908042563e-10, 2.817863993140793016e-10
1.914000000000000000e+03, 1.974357636659304151e-09, 5.360249408779719411e-10, 4.615429529989249061e-10, 2.427671623678306058e-10, 9.627727646705155449e-10, 1.368389518216579780e-10, 3.877553789024469346e-10, 4.975088155880658509e-13, 3.649685719966524619e-10, 2.849669473509598361e-10
1.915000000000000000e+03, 1.990009182866806072e-09, 5.617301056428070536e-10, 4.641276057593367689e-10, 2.440582353897961238e-10, 9.345934781998256188e-10, 1.375086591309479708e-10, 3.898819257140464950e-10, 5.145104531461743443e-13, 3.666833770697024762e-10, 2.888651285336320350e-10
1.916000000000000000e+03, 2.004961394892322779e-09, 5.674106308010869129e-10, 4.240646846523797941e-10, 2.421287400888140121e-10, 9.778346843585053129e-10, 1.382356715950040114e-10, 3.899000238139544980e-10, 4.850248722184583478e-13, 3.698634646223255978e-10, 2.906220500561352241e-10
1.917000000000000000e+03, 2.019566381939704922e-09, 5.804620726863028478e-10, 4.453253494516911488e-10, 2.422289261855772083e-10, 9.732092613273405445e-10, 1.386463793322582550e-10, 3.899203069845540941e-10, 5.059571170981868079e-13, 3.715964589003547145e-10, 2.892825645941892329e-10
1.918000000000000000e+03, 2.032137976263930478e-09, 5.726350345450094166e-10, 4.725182961481259584e-10, 2.436073732240164347e-10, 9.713106495217663865e-10, 1.443313638748147637e-10, 3.930693819866704349e-10, 5.237146586925269825e-13, 3.719053519815172344e-10, 2.930755890515955368e-10
1.919000000000000000e+03, 2.039512718057353758e-09, 5.854731540291881991e-10, 4.343319008208451579e-10, 2.444938264849841347e-10, 9.537415189796661025e-10, 1.469883740377933195e-10, 3.937308430073999019e-10, 5.051956178101985283e-13, 3.739282716108144742e-10, 2.967652261674998575e-10
1.920000000000000000e+03, 2.012724391397392571e-09, 5.682635916858398180e-10, 4.101112010821079717e-10, 2.459597242332087025e-10, 9.766299154080092164e-10, 1.496014201286158300e-10, 3.314765522146368273e-10, 4.617625721980927020e-13, 3.764082941719929309e-10, 2.464512501074834324e-10
1.921000000000000000e+03, 1.997601719596829294e-09, 5.142447678446796104e-10, 3.938276423110807544e-10, 1.934086692261645257e-10, 8.562946682395831226e-10, 1.125687628803502586e-10, 3.282187779842716622e-10, 4.132256854500064585e-13, 3.129981693940738857e-10, 2.399207859241197870e-10
1.922000000000000000e+03, 2.013110301667293348e-09, 5.227702530533432803e-10, 3.954089728755574264e-10, 1.916391841866119890e-10, 8.403283676442768933e-10, 1.137941397417922381e-10, 3.251845528501647558e-10, 4.054690143902436851e-13, 3.070817175028709246e-10, 2.377623223522626164e-10
1.923000000000000000e+03, 2.034058603957362614e-09, 5.743246431864744908e-10, 3.967918376476809474e-10, 1.912280714061212010e-10, 8.402418121988438510e-10, 1.132782659069437476e-10, 3.207117533265940094e-10, 3.945186156062204936e-13, 3.063384073361929972e-10, 2.401125269716416928e-10
1.924000000000000000e+03, 2.034118328169305176e-09, 5.780627174142696832e-10, 3.622116385371613294e-10, 1.909628628153513255e-10, 7.890396078684486364e-10, 1.130094424860287553e-10, 3.187834138595677668e-10, 3.823184985370597213e-13, 3.082082438189071665e-10, 2.405490383479138583e-10
1.925000000000000000e+03, 2.048084628889876439e-09, 5.921419828707564908e-10, 3.981877991246177315e-10, 1.891702799286413108e-10, 7.610583750681477455e-10, 1.122077466676580790e-10, 3.247463511648740630e-10, 3.782134769840790297e-13, 3.087720170936022895e-10, 2.394071994526091870e-10
1.926000000000000000e+03, 2.055753495992497638e-09, 5.859207177517983490e-10, 4.107701257250289330e-10, 1.886370408493228980e-10, 7.216749077365282055e-10, 1.122690993672851691e-10, 3.287973004428106263e-10, 3.923453452934564971e-13, 3.133780747765919726e-10, 2.423345769461086958e-10
1.927000000000000000e+03, 2.058755889211117979e-09, 5.789451344438969086e-10, 4.153826518066242210e-10, 1.880080000321948398e-10, 7.251482996949712545e-10, 1.113947729848192955e-10, 3.319213734006557479e-10, 4.060984862282472611e-13, 3.179126296823698537e-10, 2.464571586011337309e-10
1.928000000000000000e+03, 2.062339607604867780e-09, 6.045934554364832152e-10, 4.346785065144783158e-10, 1.872541633324826934e-10, 7.373075598530065913e-10, 1.081143420307267752e-10, 3.341243827880831858e-10, 3.904893439529937877e-13, 3.218810343658400065e-10, 2.492292476265539132e-10
1.929000000000000000e+03, 2.055959215224978568e-09, 5.860013616984445773e-10, 4.155511342713572956e-10, 1.867472103265224704e-10, 7.533536188537787048e-10, 1.073082626781529041e-10, 3.439703716311065376e-10, 3.794202102623041148e-13, 3.290134619178140015e-10, 2.547538810397010864e-10
1.930000000000000000e+03, 2.100818023950084031e-09, 5.816404294924958690e-10, 4.431460955917901266e-10, 1.860523059411820234e-10, 7.481499753543996797e-10, 1.109245313331753500e-10, 3.792731799465984343e-10, 3.661053441798092159e-13, 3.357114655995620493e-10, 2.919522866999036745e-10
1.931000000000000000e+03, 2.127750908740958253e-09, 5.901176784989455654e-10, 4.722089530683091697e-10, 2.079175720390373012e-10, 7.541788548987695769e-10, 1.169933442716585139e-10, 3.860414072510476972e-10, 3.917396625527248496e-13, 3.695942891112895527e-10, 2.953455296644944170e-10
1.932000000000000000e+03, 2.141854417143557414e-09, 6.251324669599381951e-10, 4.518324760271737489e-10, 2.092321068741749129e-10, 7.595992668946530329e-10, 1.256613304237802805e-10, 3.989345689992369065e-10, 4.169397195130699022e-13, 3.764460556900978442e-10, 2.987209679683220005e-10
1.933000000000000000e+03, 2.151360587499286023e-09, 6.678098890700820238e-10, 5.054312529285132930e-10, 2.087943442798824383e-10, 7.638485803842073890e-10, 1.285854605567620177e-10, 4.095762551928130210e-10, 4.397874228129316483e-13, 3.868477087112764357e-10, 3.102843874171006729e-10
1.934000000000000000e+03, 2.148341058009951319e-09, 6.375105514933473895e-10, 5.365329462439105811e-10, 2.056671026455318210e-10, 7.535782981123384524e-10, 1.307528183476386264e-10, 4.168720871688699045e-10, 4.410470079519886957e-13, 3.976867542080639697e-10, 3.183567500211230628e-10
1.935000000000000000e+03, 2.147464168023505808e-09, 6.637559742184755700e-10, 5.065687016442211679e-10, 2.061108650659717911e-10, 7.311739880883942476e-10, 1.309567559393329655e-10, 4.310935203254886149e-10, 4.600127443808233078e-13, 4.082847192156352854e-10, 3.253996152335629499e-10
1.936000000000000000e+03, 2.160231734620671586e-09, 7.194189642880267501e-10, 4.943767581629077988e-10, 2.035563981822949885e-10, 7.460205106572419099e-10, 1.317388761606016907e-10, 4.417268885020657993e-10, 4.314108159996949882e-13, 4.129321538118835467e-10, 3.291054189608738272e-10
1.937000000000000000e+03, 2.167576518623111840e-09, 6.983656388600376387e-10, 5.464767406534367159e-10, 2.040453990943577809e-10, 7.891050419260833442e-10, 1.333361610153891805e-10, 4.496399802627713173e-10, 4.605084189483841235e-13, 4.228843762378054665e-10, 3.386453962278662543e-10
1.938000000000000000e+03, 2.169541702371264662e-09, 6.817659479482397696e-10, 5.348065399618347449e-10, 2.031368882630750188e-10, 7.679917688826729433e-10, 1.343674359018416983e-10, 4.626529744151545800e-10, 4.908278544034845915e-13, 4.350015439057275276e-10, 3.491303667503150401e-10
1.939000000000000000e+03, 2.178310785921241988e-09, 7.077183960014493671e-10, 5.466870714016903021e-10, 2.032908399289307066e-10, 7.381908916680309493e-10, 1.388595817040774577e-10, 4.751314487057002997e-10, 5.122522334034214817e-13, 4.434817652232082849e-10, 3.543085731155544037e-10
1.940000000000000000e+03, 2.208303098650340753e-09, 7.090135569100433016e-10, 5.246962144187256569e-10, 2.039852109858272872e-10, 7.603522023599182088e-10, 1.413993966222044146e-10, 4.953933328188759444e-10, 5.014944454083502685e-13, 4.538193479957902208e-10, 3.696513885281215378e-10
1.941000000000000000e+03, 2.207882591245323916e-09, 7.462708459237019289e-10, 5.490356059715547142e-10, 2.092435590272061114e-10, 7.549421754369932633e-10, 1.433471312672389525e-10, 5.128569994626163251e-10, 5.335821737550958820e-13, 4.835809265590250242e-10, 3.756310102054059817e-10
1.942000000000000000e+03, 2.209579942062828674e-09, 7.632608247447189969e-10, 6.304595730064828138e-10, 2.089210365461483690e-10, 7.651821914693244103e-10, 1.412575728318963234e-10, 5.265110337035078518e-10, 5.278833468027328506e-13, 4.963492210926991649e-10, 3.863901328570125145e-10
1.943000000000000000e+03, 2.190684037425170318e-09, 7.792769092937612671e-10, 6.108811695532421340e-10, 2.056902943588354389e-10, 7.712617778534354472e-10, 1.437896716735233862e-10, 5.349013620396740962e-10, 5.548296868256922914e-13, 5.063989594022391175e-10, 3.972612295612025334e-10
1.944000000000000000e+03, 2.208789000123838318e-09, 8.265517597003334405e-10, 6.135130495517085616e-10, 2.057457557414700953e-10, 7.967677233002613304e-10, 1.447738551365391530e-10, 5.479241945377256473e-10, 5.403174217728690336e-13, 5.141536959580210919e-10, 4.073359284671452757e-10
1.945000000000000000e+03, 2.229243693025562132e-09, 8.497295246714662718e-10, 6.049665329931742231e-10, 2.060018586688925835e-10, 7.963878324761504070e-10, 1.438104835582217700e-10, 5.660162090101031870e-10, 5.553410322944825590e-13, 5.267323291301444553e-10, 4.141454711620193388e-10
1.946000000000000000e+03, 2.234368274576669101e-09, 7.988781291313782379e-10, 6.280600068196718457e-10, 2.056486024955910367e-10, 7.961395344213177815e-10, 1.462795628449719011e-10, 5.792908140101804626e-10, 5.837129645332829878e-13, 5.403673034578131053e-10, 4.210173420510518177e-10
