year, CanESM5, UKESM1-0-LL, CESM2-WACCM, IPSL-CM6A-LR, CMCC-CM2-SR5, MPI-ESM1-2-LR, NorESM2-LM, EC-Earth3-Veg, INM-CM4-8, INM-CM5-0, ACCESS-ESM1-5, MIROC-ES2L, NorESM2-MM, CNRM-ESM2-1, TaiESM1, GFDL-ESM4
1.860000000000000000e+03, 4.083134072533213299e+01, 5.285090834837577489e+01, 6.396626905175205025e+01, 3.137117695323244604e+01, 4.999180855204311769e+01, 3.400799626646343654e+01, 5.418948191352691879e+01, 4.672381702237022694e+01, 5.089985344973182180e+01, 5.017548621717884316e+01, 5.009652744555015857e+01, 3.095516090482639626e+01, 6.616381841655297080e+01, 4.481054699441242661e+01, 8.310967444843321061e+01, 3.867807047735091430e+01
1.861000000000000000e+03, 4.078748661437643364e+01, 5.290754786597769765e+01, 6.412709900646770222e+01, 3.135046173266626823e+01, 5.001802556131850253e+01, 3.357059480263825435e+01, 5.417665059872946642e+01, 4.637936645225757104e+01, 5.089787503237859312e+01, 5.030547070793709707e+01, 5.010918160119314990e+01, 3.091549518238532457e+01, 6.617383038458427791e+01, 4.500380257364519565e+01, 8.206177748144806117e+01, 3.856312825389415622e+01
1.862000000000000000e+03, 4.080994233194400778e+01, 5.283073325954094202e+01, 6.422330007317840739e+01, 3.137223638273024662e+01, 5.012628026279170257e+01, 3.315639190839217321e+01, 5.424993502030651626e+01, 4.561027555288672630e+01, 5.103566736492312117e+01, 5.034462837776162303e+01, 5.013989704836304639e+01, 3.085067152859642547e+01, 6.615275396818549325e+01, 4.487253877527693646e+01, 8.251193832634784542e+01, 3.855041875564768361e+01
1.863000000000000000e+03, 4.079999965195613498e+01, 5.281144306693931156e+01, 6.425245701623281036e+01, 3.147990790958045082e+01, 5.060772376193792610e+01, 3.311159008314165675e+01, 5.405285605301027374e+01, 4.549039529149857231e+01, 5.117294502852028160e+01, 5.036316935005081064e+01, 5.013812507945091568e+01, 3.084985828568787980e+01, 6.614862339605728891e+01, 4.495941215928993984e+01, 8.288523296490278369e+01, 3.870878235976407922e+01
1.864000000000000000e+03, 4.081799558427559305e+01, 5.277588227625129491e+01, 6.417346411107189397e+01, 3.140011282893835087e+01, 5.080134700760693534e+01, 3.297686280976056850e+01, 5.365670692798226327e+01, 4.538840755963882145e+01, 5.114826190385050353e+01, 5.030327535384922299e+01, 4.992196437051237723e+01, 3.088270834228573136e+01, 6.602909708583187864e+01, 4.479990954589396068e+01, 8.259054504102434180e+01, 3.866032651108395157e+01
1.865000000000000000e+03, 4.095894314163162164e+01, 5.276761414079631152e+01, 6.404935559386547084e+01, 3.129199437816763663e+01, 5.077528506716755174e+01, 3.285276916524640001e+01, 5.370326308847224084e+01, 4.508433325196376273e+01, 5.109266968873043169e+01, 5.025865725900240477e+01, 4.981612665024079689e+01, 3.089121986127718245e+01, 6.587030254878118285e+01, 4.492644176676130030e+01, 8.230065383944868529e+01, 3.849679603958782792e+01
1.866000000000000000e+03, 4.105735345266784009e+01, 5.288677359260594102e+01, 6.384390475962501910e+01, 3.130958821430452232e+01, 5.117963812755451158e+01, 3.297214110181021596e+01, 5.383161759441720307e+01, 4.499169812896511189e+01, 5.104822826710073258e+01, 5.036973669943775178e+01, 4.976037852653298188e+01, 3.083678332809918032e+01, 6.564388280770805295e+01, 4.497862068391764723e+01, 8.193140984300876539e+01, 3.827012345068356325e+01
1.867000000000000000e+03, 4.093447154042770109e+01, 5.290028516230624689e+01, 6.372123431146338390e+01, 3.123561755809728524e+01, 5.129669474999843004e+01, 3.281846423753624720e+01, 5.375215541619494530e+01, 4.520439795909489078e+01, 5.100426001221953243e+01, 5.039038766479540499e+01, 4.976679801951059545e+01, 3.075532643459882109e+01, 6.545802743049083006e+01, 4.497871417641882630e+01, 8.220741194204641999e+01, 3.807330459520664334e+01
1.868000000000000000e+03, 4.088626845290915668e+01, 5.292391711042968439e+01, 6.351295704004243703e+01, 3.130118207779651129e+01, 5.100162837353390444e+01, 3.249828783971825885e+01, 5.363998941859817648e+01, 4.494175031719819202e+01, 5.099592655421705700e+01, 5.042280413317795507e+01, 4.967220730359361625e+01, 3.074093877969539435e+01, 6.554145995200104835e+01, 4.499263721748295097e+01, 8.268237728871558545e+01, 3.808181637895983584e+01
1.869000000000000000e+03, 4.097498749821054531e+01, 5.298269877665838834e+01, 6.339815805859102227e+01, 3.135686498738281713e+01, 5.105483337904164642e+01, 3.245211333626799188e+01, 5.340962555849836946e+01, 4.459841458617693633e+01, 5.098181543727782383e+01, 5.040536971977687131e+01, 4.958336408880859381e+01, 3.073273907233895130e+01, 6.572148984031760222e+01, 4.484817266926136625e+01, 8.328130396085690279e+01, 3.819144105125605648e+01
1.870000000000000000e+03, 4.099529490558894906e+01, 5.315968854139270405e+01, 6.337794848323478192e+01, 3.131903180000721676e+01, 5.076153363034611488e+01, 3.228577009284113331e+01, 5.349266945063349254e+01, 4.445798531499389128e+01, 5.108058676276512955e+01, 5.040461613382077388e+01, 4.968349211409778832e+01, 3.068988389200011113e+01, 6.578491587870746571e+01, 4.484996669981321560e+01, 8.287906160098513908e+01, 3.818084203542104405e+01
1.871000000000000000e+03, 4.106844349007207740e+01, 5.332375319662101987e+01, 6.340190035510572386e+01, 3.120556529442114879e+01, 5.167019339225118557e+01, 3.219009746558074170e+01, 5.351888298011006384e+01, 4.458568630579743797e+01, 5.095404494176921872e+01, 5.033749934447880037e+01, 4.968731629855908949e+01, 3.070199912562257438e+01, 6.594389565329585423e+01, 4.505358138637462417e+01, 8.275932161456471192e+01, 3.817040766548484498e+01
1.872000000000000000e+03, 4.112246053276717817e+01, 5.329659838997749688e+01, 6.360066605581975807e+01, 3.118246408803527814e+01, 5.204627862340205269e+01, 3.209948074638486304e+01, 5.328666643903819988e+01, 4.467376036044422705e+01, 5.095563073787856467e+01, 5.030444907922085918e+01, 4.974051718721727866e+01, 3.069121782787031094e+01, 6.591981440051880270e+01, 4.507403173532335927e+01, 8.300610331101303530e+01, 3.808435591762983563e+01
1.873000000000000000e+03, 4.113814106426114137e+01, 5.315585540166225087e+01, 6.347781809433155331e+01, 3.115104572425787310e+01, 5.143595241771275539e+01, 3.182107319219342756e+01, 5.335823150305214568e+01, 4.455231837082193636e+01, 5.099432951581938056e+01, 5.035663660333904090e+01, 4.976763503104260877e+01, 3.055553433217732007e+01, 6.586898253718787544e+01, 4.490379946697406410e+01, 8.260492105642173044e+01, 3.807527579053164857e+01
1.874000000000000000e+03, 4.113260360303881669e+01, 5.318363506142351582e+01, 6.339886800946518974e+01, 3.108719413944096033e+01, 5.161655383719335077e+01, 3.173415187319644559e+01, 5.349746039165335532e+01, 4.439850919214678271e+01, 5.097040095870262633e+01, 5.040290980588157055e+01, 4.970801425781066030e+01, 3.051695701734590571e+01, 6.578360110636791092e+01, 4.478079198271507977e+01, 8.289795266996425482e+01, 3.802256328057239898e+01
1.875000000000000000e+03, 4.123029004431128897e+01, 5.325359340458367541e+01, 6.343045700219396821e+01, 3.122035206451010581e+01, 5.189492962022124800e+01, 3.187580907823897647e+01, 5.357356146137335173e+01, 4.412985974334264228e+01, 5.092577821844842134e+01, 5.042340380071461681e+01, 4.968557232306712734e+01, 3.054356993609662752e+01, 6.558301070115456355e+01, 4.513613578803750670e+01, 8.323248069170600161e+01, 3.781839765006856169e+01
1.876000000000000000e+03, 4.107222104120010187e+01, 5.330318958059975643e+01, 6.343240038544934123e+01, 3.115903054698140195e+01, 5.208178157453643564e+01, 3.175627125534251860e+01, 5.349998516568901152e+01, 4.400863638216336682e+01, 5.094742897500486123e+01, 5.036873392427617091e+01, 4.971782358686031245e+01, 3.052422659392559012e+01, 6.554911995533583990e+01, 4.509419742213282944e+01, 8.256137013622343090e+01, 3.792414318413446495e+01
1.877000000000000000e+03, 4.119003644391193575e+01, 5.330195330401242870e+01, 6.340818645934048448e+01, 3.105219712700354862e+01, 5.223703936792007596e+01, 3.140146572555357807e+01, 5.330619093720267898e+01, 4.406186444402393221e+01, 5.096376139190424226e+01, 5.022504908204235363e+01, 4.973822174891267167e+01, 3.039783927888753112e+01, 6.546200350210880003e+01, 4.492134320175195228e+01, 8.239837234693196422e+01, 3.799221439622957064e+01
1.878000000000000000e+03, 4.121605660577456121e+01, 5.319828779412038244e+01, 6.324078996600550084e+01, 3.114424303421045082e+01, 5.237267402002022720e+01, 3.115664016348430110e+01, 5.315151703142355899e+01, 4.417516734556219404e+01, 5.107160478829439398e+01, 5.013256888325846461e+01, 4.975681089075940378e+01, 3.029770550788293448e+01, 6.545475189123888526e+01, 4.488017022790138100e+01, 8.258025189522945197e+01, 3.803585066786814650e+01
1.879000000000000000e+03, 4.118654377446716808e+01, 5.313029614532099032e+01, 6.291604122663353138e+01, 3.118541599661170238e+01, 5.236278162258558666e+01, 3.098441339750038992e+01, 5.308796535079359558e+01, 4.397371763787409549e+01, 5.116838965028043873e+01, 5.011484717062327121e+01, 4.979983171671817388e+01, 3.028722051822679617e+01, 6.545792592347494576e+01, 4.497168333240220051e+01, 8.245940553857455768e+01, 3.783476084087638469e+01
1.880000000000000000e+03, 4.118839126760251190e+01, 5.317228905235501912e+01, 6.296662520091636850e+01, 3.115990304842603464e+01, 5.226780269816678270e+01, 3.086574534699523298e+01, 5.301591626092214682e+01, 4.402604510035583729e+01, 5.113637029856496952e+01, 5.018255780061272731e+01, 4.979438822692178235e+01, 3.028705506997783559e+01, 6.539339709761050301e+01, 4.493293170997674935e+01, 8.280324077437674646e+01, 3.774406885463336181e+01
1.881000000000000000e+03, 4.112248226093667114e+01, 5.325471176773906734e+01, 6.313467510021815343e+01, 3.106987307223968742e+01, 5.249896121299007490e+01, 3.097541953110615864e+01, 5.298196446400898196e+01, 4.393477618437810861e+01, 5.113439753663276122e+01, 5.024555161719019480e+01, 4.987277493264090822e+01, 3.034666359758836052e+01, 6.523526098361709558e+01, 4.486954953081053787e+01, 8.293660362520299145e+01, 3.781487892616171109e+01
1.882000000000000000e+03, 4.121693615557907009e+01, 5.327245753224648439e+01, 6.300413252684315779e+01, 3.107347467528357754e+01, 5.241840799634140780e+01, 3.123463088682418842e+01, 5.304404771824845000e+01, 4.386181298626722480e+01, 5.120485046115537386e+01, 5.021894457774079257e+01, 4.986771029912332409e+01, 3.034985797351045989e+01, 6.505721876470447285e+01, 4.499774055774447135e+01, 8.201859584210505716e+01, 3.778883540743471059e+01
1.883000000000000000e+03, 4.124869543783511006e+01, 5.313884706235418776e+01, 6.268230707056007134e+01, 3.118875573874164431e+01, 5.305887479905959481e+01, 3.110960856861215262e+01, 5.302559820991196204e+01, 4.378156549439858480e+01, 5.127133648174436331e+01, 5.014589982117875877e+01, 4.980775025651453802e+01, 3.029519290900789130e+01, 6.521564197306842914e+01, 4.516792560489651009e+01, 8.238816872186339424e+01, 3.769174311580841419e+01
1.884000000000000000e+03, 4.108531338213431638e+01, 5.314349502443051421e+01, 6.261110628629248254e+01, 3.116354857808657997e+01, 5.313338774036635215e+01, 3.075503320638230775e+01, 5.297670339392909256e+01, 4.390613309919653062e+01, 5.155145927199301781e+01, 5.021267437928401023e+01, 4.986851426211988780e+01, 3.023531031835474536e+01, 6.523759265454779666e+01, 4.515216462409970433e+01, 8.227935408078690216e+01, 3.750952638940503192e+01
1.885000000000000000e+03, 4.108762970818845162e+01, 5.317372926141060674e+01, 6.246534656916147554e+01, 3.108201509249791883e+01, 5.252991001748198130e+01, 3.066426522745971184e+01, 5.296222718925116624e+01, 4.422532025354735197e+01, 5.154860604332244378e+01, 5.018470792588554730e+01, 4.996965641783999956e+01, 3.025935769915635021e+01, 6.525920943505981597e+01, 4.529238559324909374e+01, 8.166449718075762121e+01, 3.749362116527494493e+01
1.886000000000000000e+03, 4.122544613923873413e+01, 5.327760644704493131e+01, 6.242428750622148925e+01, 3.110603126952887720e+01, 5.250588316892985574e+01, 3.065519631575535442e+01, 5.291143351099755421e+01, 4.433641639410061686e+01, 5.162561813535559452e+01, 5.028140030300974672e+01, 4.992882005813208224e+01, 3.024440947946433411e+01, 6.520828560116591177e+01, 4.532096332095274249e+01, 8.243633290318641116e+01, 3.760788297619171772e+01
1.887000000000000000e+03, 4.133669351919584045e+01, 5.335626956238441920e+01, 6.223823870836969263e+01, 3.113865162686223798e+01, 5.306881445701556288e+01, 3.069628807377917923e+01, 5.297159663395199658e+01, 4.428550894673024629e+01, 5.170742746178454041e+01, 5.046280403403873294e+01, 4.986888052438152386e+01, 3.027220744582582768e+01, 6.507419750975157058e+01, 4.530199298274744280e+01, 8.225254341357238275e+01, 3.775235397675902504e+01
1.888000000000000000e+03, 4.141437368296016786e+01, 5.329492550366202863e+01, 6.240044078198425126e+01, 3.130925451383814817e+01, 5.351307362792064026e+01, 3.053299122688030920e+01, 5.300508074440828921e+01, 4.417347953456433629e+01, 5.161128940626014128e+01, 5.055975243789403351e+01, 4.984669986892618709e+01, 3.028575759602324524e+01, 6.484181250917957584e+01, 4.529056606278596320e+01, 8.137202894547041865e+01, 3.768997203769420423e+01
1.889000000000000000e+03, 4.143353124279210675e+01, 5.319567499758473872e+01, 6.250331782305960360e+01, 3.129284986086475229e+01, 5.331663814391698253e+01, 3.008455553943897343e+01, 5.290200458684410023e+01, 4.434849238706825503e+01, 5.155702998182566432e+01, 5.057757965211277451e+01, 4.976217953475540412e+01, 3.016063120230843708e+01, 6.470111419679140852e+01, 4.543248097034246769e+01, 8.164647458325299567e+01, 3.748707748251007388e+01
1.890000000000000000e+03, 4.132096545432624168e+01, 5.322362311675458812e+01, 6.245646790159051420e+01, 3.125043967686050550e+01, 5.322500197732191651e+01, 2.980340485997141187e+01, 5.278363327480045086e+01, 4.416236353344274335e+01, 5.161872547357425134e+01, 5.051826388808304102e+01, 4.958867498199478518e+01, 3.013766282848741440e+01, 6.475738578015628377e+01, 4.536674676363451653e+01, 8.190275148679410222e+01, 3.744731578508602610e+01
1.891000000000000000e+03, 4.133794352015926421e+01, 5.315420111649493151e+01, 6.240396814264382641e+01, 3.128154305547176861e+01, 5.364008187483013756e+01, 2.978433946480742023e+01, 5.262967274208939017e+01, 4.382101352817385731e+01, 5.159621177273009351e+01, 5.053910787377140679e+01, 4.965867090318639043e+01, 3.015350663779575413e+01, 6.472980177276120628e+01, 4.519423291383369445e+01, 8.167912722779880141e+01, 3.756812875496609649e+01
1.892000000000000000e+03, 4.137222870551483567e+01, 5.303224445391565212e+01, 6.248997063985901690e+01, 3.122810674587981339e+01, 5.354199340082766412e+01, 2.998026772378464244e+01, 5.250903756776188658e+01, 4.387671840140711055e+01, 5.165274936401677763e+01, 5.050244391338043926e+01, 4.977402857558092109e+01, 3.023162916141784251e+01, 6.458158687605980219e+01, 4.538697513935873218e+01, 8.184780712284833726e+01, 3.764569194230720228e+01
1.893000000000000000e+03, 4.133328101972175261e+01, 5.305508820700823946e+01, 6.244849332021895805e+01, 3.125634920837843467e+01, 5.317070650310171942e+01, 2.991055469151737611e+01, 5.259678840108754372e+01, 4.376796659970504066e+01, 5.159160610099480238e+01, 5.040849808596025383e+01, 4.976640437386197391e+01, 3.015840333992790789e+01, 6.460502846792239495e+01, 4.530762513790286761e+01, 8.191454285924518786e+01, 3.740688441260218156e+01
1.894000000000000000e+03, 4.132697781074492838e+01, 5.311328580577531255e+01, 6.230253054163936355e+01, 3.128416798331036830e+01, 5.289249292122322998e+01, 2.969924483549846173e+01, 5.254571053643483225e+01, 4.374892305888137400e+01, 5.151054039333385504e+01, 5.048926015976434201e+01, 4.973757224232596741e+01, 3.008389735389591024e+01, 6.459527114892442512e+01, 4.525478174349942861e+01, 8.194772270636720179e+01, 3.736865325808677341e+01
1.895000000000000000e+03, 4.114215357660786054e+01, 5.315309375847650841e+01, 6.214792861016118053e+01, 3.121964864849679699e+01, 5.310931554530453980e+01, 2.974100152435816469e+01, 5.234551425280876913e+01, 4.371624287882851689e+01, 5.152267211747941644e+01, 5.054912126753026769e+01, 4.976908198889423574e+01, 3.003408196863576762e+01, 6.459358116293964258e+01, 4.543447090194148785e+01, 8.100009947422623213e+01, 3.725510796859788343e+01
1.896000000000000000e+03, 4.105632565093556252e+01, 5.315538759822805304e+01, 6.212814591514103313e+01, 3.123918983630994006e+01, 5.381378799970315185e+01, 2.953145973149387871e+01, 5.233106296240114119e+01, 4.354401078179808593e+01, 5.152917725532292081e+01, 5.062759039780554104e+01, 4.968458193473412621e+01, 2.998202259796691749e+01, 6.447052032517842690e+01, 4.533143811097511389e+01, 8.174968585285098754e+01, 3.708362594708444249e+01
1.897000000000000000e+03, 4.094300646971190361e+01, 5.316758397052072382e+01, 6.215657168752325390e+01, 3.135383151427253878e+01, 5.376942053004820821e+01, 2.936061284819808392e+01, 5.239242805886280507e+01, 4.274286216001149086e+01, 5.147505931141454738e+01, 5.055138883623665436e+01, 4.964639964672170436e+01, 2.994762592167577253e+01, 6.440029123878453277e+01, 4.540446808468884399e+01, 8.233921075230418296e+01, 3.718283417687755588e+01
1.898000000000000000e+03, 4.096070879097043616e+01, 5.317012934714571770e+01, 6.198001565540470637e+01, 3.139776856730231458e+01, 5.365044519593988781e+01, 2.942321105218869448e+01, 5.243009271955261141e+01, 4.275104878771776384e+01, 5.141389061349931211e+01, 5.053047500037003203e+01, 4.951095471233845302e+01, 2.993052356392882984e+01, 6.428486815342866123e+01, 4.552976983130495370e+01, 8.167246677954398137e+01, 3.725443120781611839e+01
1.899000000000000000e+03, 4.093826690305974836e+01, 5.317066921125553591e+01, 6.178604866448227284e+01, 3.135160753345815721e+01, 5.356728150962874224e+01, 2.939114385952249719e+01, 5.240443640125639746e+01, 4.285778632491683027e+01, 5.140588472665255182e+01, 5.052640791064320780e+01, 4.931138929395873305e+01, 2.983723067378200611e+01, 6.421262386191722271e+01, 4.564807840852900966e+01, 8.117856551539541954e+01, 3.706898103943814249e+01
1.900000000000000000e+03, 4.094763959750514459e+01, 5.318573129859981208e+01, 6.174838292594613165e+01, 3.121138268300149932e+01, 5.350343506588724551e+01, 2.955787591577830042e+01, 5.234671169423894099e+01, 4.286597642304169398e+01, 5.145717168496774718e+01, 5.061146356396809409e+01, 4.917734340963537676e+01, 2.977923173248347766e+01, 6.415669063504316227e+01, 4.566431167330564023e+01, 8.151100032664719208e+01, 3.681485012481087438e+01
1.901000000000000000e+03, 4.109377160520281791e+01, 5.319371628177793809e+01, 6.176156027647631674e+01, 3.129742746864280178e+01, 5.326024092812206590e+01, 2.964131395295864735e+01, 5.231828134425906995e+01, 4.315742486396393218e+01, 5.150076156967743657e+01, 5.057101548464101626e+01, 4.910503940788324684e+01, 2.978171181235916620e+01, 6.397928177449876586e+01, 4.537936295140659126e+01, 8.123897715702318578e+01, 3.684862010028988522e+01
1.902000000000000000e+03, 4.102761421340375847e+01, 5.323490212199570237e+01, 6.178849297038448896e+01, 3.136655344852605509e+01, 5.342977158251189707e+01, 2.945404711611471527e+01, 5.229160297154506765e+01, 4.306875644285403837e+01, 5.153409608501392114e+01, 5.043381690736784861e+01, 4.919385328521514822e+01, 2.970472125518599427e+01, 6.399156428085843373e+01, 4.531613583311445836e+01, 8.158935568761782520e+01, 3.711663245744797734e+01
1.903000000000000000e+03, 4.101881361414544358e+01, 5.322545607102538412e+01, 6.176450599567133537e+01, 3.132514268660525758e+01, 5.391601288468211095e+01, 2.927207732338642288e+01, 5.208434198505378276e+01, 4.304471749656886459e+01, 5.170748740446334324e+01, 5.050885679407375051e+01, 4.936101635921898634e+01, 2.962411854677455736e+01, 6.387554399366287328e+01, 4.524832247657054296e+01, 8.127985582640909001e+01, 3.709681316760813274e+01
1.904000000000000000e+03, 4.096087095311941795e+01, 5.329161929084714444e+01, 6.149167870054274943e+01, 3.108144206881386751e+01, 5.412451688940684136e+01, 2.899117484404393608e+01, 5.189360237260142839e+01, 4.309886751016357920e+01, 5.177831076151322520e+01, 5.056203997501206970e+01, 4.938069905973728879e+01, 2.964716139568524866e+01, 6.369257939452776185e+01, 4.529198078911093717e+01, 8.024229531806679461e+01, 3.673069837690896833e+01
1.905000000000000000e+03, 4.096265997088997324e+01, 5.332017951850100701e+01, 6.147050861380974851e+01, 3.116071730289992914e+01, 5.431294064896611928e+01, 2.848026756092950862e+01, 5.173283912093519632e+01, 4.314776676202923511e+01, 5.175677759476135975e+01, 5.056927184731544145e+01, 4.947474507057100368e+01, 2.959609884633754717e+01, 6.370109531637012168e+01, 4.550073433724482186e+01, 8.032826857434747581e+01, 3.646989278869750706e+01
1.906000000000000000e+03, 4.094689473831761006e+01, 5.334416664868549418e+01, 6.130162898290292617e+01, 3.115545530151513276e+01, 5.416851370663170684e+01, 2.851235086098095906e+01, 5.168469319434655063e+01, 4.292988596856438477e+01, 5.175128060933170104e+01, 5.057223998007772536e+01, 4.946414104557155156e+01, 2.954626171012398927e+01, 6.371882370717162303e+01, 4.556690335846825235e+01, 8.080116192844504042e+01, 3.664654129206771671e+01
1.907000000000000000e+03, 4.093359693846708325e+01, 5.331955230321190697e+01, 6.100839435078921014e+01, 3.122668201919189457e+01, 5.407360483319042999e+01, 2.876095587990455016e+01, 5.175788639990837225e+01, 4.276059447175977368e+01, 5.181132657705275335e+01, 5.034933484466407094e+01, 4.943601471192175723e+01, 2.957396975678598139e+01, 6.371009046729703584e+01, 4.550033922665380715e+01, 8.036392044444887972e+01, 3.670337020218698143e+01
1.908000000000000000e+03, 4.088516549126686783e+01, 5.321605686375529132e+01, 6.119095989112559408e+01, 3.124974005678084765e+01, 5.423863838710650498e+01, 2.876055479057605169e+01, 5.179182954609435541e+01, 4.257513573978426535e+01, 5.172761267288485243e+01, 5.028843333253237091e+01, 4.940412122354920399e+01, 2.948936266254606409e+01, 6.366508395980145707e+01, 4.558069037482598418e+01, 8.044459003927568119e+01, 3.658030546898393709e+01
1.909000000000000000e+03, 4.085399797973569491e+01, 5.312051308911912884e+01, 6.131172324675242180e+01, 3.118857286432118414e+01, 5.388363704006351185e+01, 2.869663112081093459e+01, 5.168127260773565723e+01, 4.266811392196920139e+01, 5.181768687204829860e+01, 5.033372963418609203e+01, 4.936300881620069703e+01, 2.936573050855315614e+01, 6.369582948913296150e+01, 4.545009342388463836e+01, 8.066597886250166027e+01, 3.654675860764377404e+01
1.910000000000000000e+03, 4.073649555338737116e+01, 5.314946510121180268e+01, 6.120532863467751383e+01, 3.114088559413182367e+01, 5.332737110092505617e+01, 2.848797436941149996e+01, 5.156280184906556485e+01, 4.275054927159644791e+01, 5.196937147809327229e+01, 5.030280222843946092e+01, 4.947124092671699458e+01, 2.929496553055994212e+01, 6.370132442690866270e+01, 4.552768899402245495e+01, 8.027110607282212129e+01, 3.630775977795256182e+01
1.911000000000000000e+03, 4.060282500653154614e+01, 5.320243662629869874e+01, 6.101102712106921899e+01, 3.114899258295251627e+01, 5.398067897591176489e+01, 2.837376190348057747e+01, 5.159869037432682859e+01, 4.251422742614121120e+01, 5.200178244778170011e+01, 5.041314488968016150e+01, 4.945010099948462567e+01, 2.931851584399577604e+01, 6.349926532164882076e+01, 4.550522375037628109e+01, 7.967713996817171562e+01, 3.617291156786776440e+01
