year, CanESM5, UKESM1-0-LL, CESM2-WACCM, IPSL-CM6A-LR, CMCC-CM2-SR5, MPI-ESM1-2-LR, NorESM2-LM, EC-Earth3-Veg, INM-CM4-8, INM-CM5-0, ACCESS-ESM1-5, MIROC-ES2L, NorESM2-MM, CNRM-ESM2-1, TaiESM1, GFDL-ESM4
1.974000000000000000e+03, 3.938666143235568740e+01, 5.068369777494185513e+01, 5.676386874470011890e+01, 2.933433707618684139e+01, 5.424142434573278138e+01, 2.332993370069409167e+01, 4.938667502760283412e+01, 3.740262007164349001e+01, 5.176152462973691826e+01, 5.224445206874030134e+01, 4.786060831538426896e+01, 2.650714596516079524e+01, 6.019060118091973521e+01, 4.499604430444099989e+01, 7.181926642711924558e+01, 3.225876561269492271e+01
1.975000000000000000e+03, 3.920717281828785161e+01, 5.066349107773620375e+01, 5.691166478036302578e+01, 2.947735756123241302e+01, 5.425545514262164914e+01, 2.347161877277982711e+01, 4.952505859599804694e+01, 3.731640989652576934e+01, 5.187397966205067945e+01, 5.251879738007423271e+01, 4.791309130283663364e+01, 2.648134565504017601e+01, 5.997062988539780548e+01, 4.499291558102771660e+01, 7.163707715817479027e+01, 3.254378903731436168e+01
1.976000000000000000e+03, 3.915937347106655864e+01, 5.057112916831903249e+01, 5.696235404341907582e+01, 2.938880278655540579e+01, 5.387527801270213246e+01, 2.367013071162922699e+01, 4.972273324590790367e+01, 3.724615760853592406e+01, 5.178866919796147528e+01, 5.266183801069506387e+01, 4.799733698467744603e+01, 2.639453905893953234e+01, 5.989025604561371807e+01, 4.505081452919701235e+01, 7.126119430701443491e+01, 3.243215061819917366e+01
1.977000000000000000e+03, 3.914627961539684264e+01, 5.051611312002339815e+01, 5.692506348911005176e+01, 2.933413703953282692e+01, 5.386019024781303699e+01, 2.374774885085544440e+01, 4.965967435696996546e+01, 3.718135132779938345e+01, 5.167519829493238603e+01, 5.276429168975489858e+01, 4.800532631273952688e+01, 2.631901080521175729e+01, 5.980590582582384229e+01, 4.493487528231609218e+01, 7.213834460711198915e+01, 3.226759555634278342e+01
1.978000000000000000e+03, 3.908716029366655675e+01, 5.047802064035280267e+01, 5.679447978438266631e+01, 2.939790781051383561e+01, 5.416737543655098364e+01, 2.377768056653442486e+01, 4.963806117636351445e+01, 3.719271678456749441e+01, 5.166951846776204604e+01, 5.294236207791794158e+01, 4.806726992082915473e+01, 2.632984080461508114e+01, 5.971484637847441945e+01, 4.499240142010182808e+01, 7.244534783342243145e+01, 3.214833918129239976e+01
1.979000000000000000e+03, 3.923140676026659435e+01, 5.042521859988644195e+01, 5.670874932610857400e+01, 2.936776279794925770e+01, 5.401439546821116267e+01, 2.387469327483171355e+01, 4.980053878580534388e+01, 3.736918096425825553e+01, 5.162864775628946745e+01, 5.305144698006139947e+01, 4.799510631036826425e+01, 2.632903956507341903e+01, 5.946281123754260989e+01, 4.497660142447134746e+01, 7.191067497868749570e+01, 3.208614934737604329e+01
1.980000000000000000e+03, 3.939150466544492701e+01, 5.039875989356224295e+01, 5.684230159893327539e+01, 2.923499259137051354e+01, 5.330401262516212313e+01, 2.369714938157062534e+01, 4.985416297718178669e+01, 3.746080331780056127e+01, 5.169852817602257034e+01, 5.317334541928270397e+01, 4.799497145116584562e+01, 2.631395635682667944e+01, 5.936761171181641572e+01, 4.495578143028590290e+01, 7.102714296028537433e+01, 3.229106696416399558e+01
1.981000000000000000e+03, 3.943737853561938778e+01, 5.041099044550043118e+01, 5.655316069518626421e+01, 2.909557309451304974e+01, 5.348802423244816850e+01, 2.382143424714584157e+01, 4.972282980549864817e+01, 3.723939092095653081e+01, 5.169149140390259589e+01, 5.325510100146410508e+01, 4.791035252123529631e+01, 2.627947875602010797e+01, 5.941541475001980643e+01, 4.505121076149821846e+01, 7.189678016695404494e+01, 3.212072302385513467e+01
1.982000000000000000e+03, 3.936255179231949342e+01, 5.027433341166171488e+01, 5.622217377207326905e+01, 2.924136261595396391e+01, 5.451086680359350112e+01, 2.398036996767648077e+01, 4.945035287896875786e+01, 3.664880964225569215e+01, 5.177986346915128735e+01, 5.320118079773356357e+01, 4.792970327266916541e+01, 2.620762969110600338e+01, 5.944220745018132135e+01, 4.499501899255730564e+01, 7.231719235108360522e+01, 3.172534144520179566e+01
1.983000000000000000e+03, 3.930633035853939106e+01, 5.018785809091617267e+01, 5.637370976707901349e+01, 2.948436778245212508e+01, 5.433301415935544298e+01, 2.402708225865722724e+01, 4.934022566075778116e+01, 3.678313089219753351e+01, 5.198045131113634199e+01, 5.334376215146123457e+01, 4.774478169189478649e+01, 2.620535493171312069e+01, 5.943390953261993559e+01, 4.502701524518018061e+01, 7.117440807195271191e+01, 3.182350866243114496e+01
1.984000000000000000e+03, 3.941607260312049021e+01, 5.013451397593044589e+01, 5.620855678409855472e+01, 2.943289145050391298e+01, 5.363818418489234574e+01, 2.389865942138398935e+01, 4.941511936418299911e+01, 3.697958577252705936e+01, 5.212024340932442357e+01, 5.341348876935147416e+01, 4.762261238148521869e+01, 2.623805767711474601e+01, 5.948598966846596880e+01, 4.497321973971126141e+01, 7.037119149444235688e+01, 3.174580862626496014e+01
1.985000000000000000e+03, 3.956070302402393679e+01, 5.012587685837133478e+01, 5.593196676665187539e+01, 2.946573228286395718e+01, 5.382461684043304473e+01, 2.380538768410563577e+01, 4.954318659116628965e+01, 3.697159986495034900e+01, 5.226382346956702207e+01, 5.344460250649677135e+01, 4.758430093961148089e+01, 2.628080349653560432e+01, 5.952646971126267772e+01, 4.501666333873507853e+01, 7.145626882081739950e+01, 3.174019235263300942e+01
1.986000000000000000e+03, 3.966946306231372432e+01, 5.006609229025323060e+01, 5.609713882681756303e+01, 2.950241689592140304e+01, 5.424003163400249861e+01, 2.386488296233105544e+01, 4.956010908428311268e+01, 3.679439808641354404e+01, 5.230630209057331115e+01, 5.336334133108688604e+01, 4.745800561754088420e+01, 2.627210699684829009e+01, 5.953718854239545522e+01, 4.499441142890938750e+01, 7.173362935009427588e+01, 3.164814527299357394e+01
1.987000000000000000e+03, 3.966009594089513968e+01, 4.999663059424590728e+01, 5.623591130197015531e+01, 2.927809093388897210e+01, 5.386454421919226121e+01, 2.376862275312701200e+01, 4.958078083856579354e+01, 3.658750718345070396e+01, 5.238655014583126501e+01, 5.336471549419920990e+01, 4.734460932308223846e+01, 2.625088564710979711e+01, 5.961927879068909419e+01, 4.509314592018612444e+01, 7.120627313493034194e+01, 3.156003455998096641e+01
1.988000000000000000e+03, 3.953229305255527493e+01, 5.002167660262707471e+01, 5.621047691727667228e+01, 2.915589242916026080e+01, 5.363068772981780796e+01, 2.358164325430447050e+01, 4.971939309188324785e+01, 3.640079272588328507e+01, 5.253923160250881352e+01, 5.348061153960608749e+01, 4.732941450443119891e+01, 2.626653611812126954e+01, 5.963697102722960608e+01, 4.514963444397761094e+01, 7.050766153258567215e+01, 3.158276422193414845e+01
1.989000000000000000e+03, 3.943722959712259524e+01, 5.007010132495368993e+01, 5.595320885457100957e+01, 2.897450809233261282e+01, 5.413506424756685931e+01, 2.368777516045001974e+01, 4.971839143353566470e+01, 3.612686746483797151e+01, 5.264350473085264071e+01, 5.352795786647029530e+01, 4.718141816304588332e+01, 2.624793370831950767e+01, 5.959420028370377054e+01, 4.514027883989466261e+01, 7.087582751799901359e+01, 3.147178887732148667e+01
1.990000000000000000e+03, 3.942078048814668989e+01, 5.005916501295790511e+01, 5.603718281425341985e+01, 2.908968633883453236e+01, 5.400061108378700681e+01, 2.366141792937236232e+01, 4.968292607222583257e+01, 3.609928827684964148e+01, 5.271965628531243908e+01, 5.355549517917930302e+01, 4.704071573816735707e+01, 2.626845768898816402e+01, 5.936755651167982961e+01, 4.506476565560090819e+01, 7.100584281268089626e+01, 3.119699527480794998e+01
1.991000000000000000e+03, 3.932616488673298960e+01, 5.001399942680262711e+01, 5.619792033702044165e+01, 2.928920003481681533e+01, 5.339487258373744538e+01, 2.332759031875744782e+01, 4.957045704170762690e+01, 3.618930959493739152e+01, 5.282890663050784497e+01, 5.353826337308765204e+01, 4.717147927081496306e+01, 2.632600657435066793e+01, 5.913214191368689399e+01, 4.510266494901091505e+01, 7.046877652849201468e+01, 3.092934234167139351e+01
1.992000000000000000e+03, 3.927495779852669244e+01, 5.008097164816226154e+01, 5.607947078100711025e+01, 2.923818050491245302e+01, 5.332132361077527349e+01, 2.310240490472289565e+01, 4.940245275699965788e+01, 3.612476193846658390e+01, 5.322592145395818619e+01, 5.367494391931433739e+01, 4.719657939585884776e+01, 2.631615235728694202e+01, 5.936186587742425047e+01, 4.521336078753668630e+01, 7.096469198820879853e+01, 3.112942450478342948e+01
1.993000000000000000e+03, 3.930084647429534073e+01, 5.014576303055865480e+01, 5.601420321383537981e+01, 2.919628730476190270e+01, 5.361502667293809310e+01, 2.306572694286940717e+01, 4.971554205273389471e+01, 3.616471303516610902e+01, 5.367769120319583465e+01, 5.381612728391129252e+01, 4.716182278942393680e+01, 2.641541307105719838e+01, 5.954103420302892147e+01, 4.529019068769155609e+01, 7.082776729174160835e+01, 3.130718776677327142e+01
1.994000000000000000e+03, 3.948181360950515995e+01, 5.002857160483038967e+01, 5.627650455649749262e+01, 2.921481946512878736e+01, 5.427754187193420421e+01, 2.316711183235322480e+01, 4.989271467611611399e+01, 3.623166725399240562e+01, 5.399184607458433760e+01, 5.404460989882179689e+01, 4.718303645745320551e+01, 2.650058578168959755e+01, 5.940421577454637259e+01, 4.549674566894088912e+01, 7.037130997779615882e+01, 3.112746062181351903e+01
1.995000000000000000e+03, 3.957848449396106361e+01, 4.998308488743073497e+01, 5.638382904632168646e+01, 2.930610719752803917e+01, 5.399208347533586050e+01, 2.372589291755086194e+01, 4.994533213098863200e+01, 3.633175203424294608e+01, 5.414612171425749665e+01, 5.415329742903008281e+01, 4.718989349748509454e+01, 2.662062864077323354e+01, 5.929036716106273275e+01, 4.550156538193991906e+01, 7.069407484044334922e+01, 3.108467361374436777e+01
1.996000000000000000e+03, 3.969484878178265319e+01, 5.000235260299677265e+01, 5.648332770716268669e+01, 2.924128022803604665e+01, 5.395958510994323376e+01, 2.376367830885031296e+01, 4.988589574302128682e+01, 3.614110343990613217e+01, 5.444050458529886072e+01, 5.407369407063068678e+01, 4.716483240011272215e+01, 2.679549087635952631e+01, 5.929732614994235007e+01, 4.546997283772137877e+01, 7.091027526909590506e+01, 3.108453588519360267e+01
1.997000000000000000e+03, 3.978235853669941946e+01, 5.000845707067047385e+01, 5.651025471502198627e+01, 2.920982937367514509e+01, 5.416074640331317624e+01, 2.361294026117565537e+01, 4.983225775187605677e+01, 3.603341003733306280e+01, 5.450814828901616949e+01, 5.419218374131941118e+01, 4.719886981947355054e+01, 2.685539913421974489e+01, 5.927798316444621918e+01, 4.527597594846156426e+01, 7.043634455755469048e+01, 3.106980119592160250e+01
1.998000000000000000e+03, 3.978439479298219794e+01, 4.992819089330774318e+01, 5.657076239248520722e+01, 2.933433688540759832e+01, 5.394993212107630143e+01, 2.365613318135390131e+01, 4.996209308449057573e+01, 3.555701060486195786e+01, 5.449767602115987586e+01, 5.428372523408032180e+01, 4.718740191074493140e+01, 2.686347016450719138e+01, 5.951114355500352815e+01, 4.539513880803310286e+01, 7.076166416997443775e+01, 3.106759135068784872e+01
1.999000000000000000e+03, 3.991035185452560796e+01, 4.985830513564716426e+01, 5.680103899508069532e+01, 2.940946851141197627e+01, 5.425312693999317304e+01, 2.391529148231243340e+01, 5.010450788537488620e+01, 3.558193712138255194e+01, 5.451552286440278294e+01, 5.445474486623268717e+01, 4.709725700205065380e+01, 2.691601626374201928e+01, 5.982652945293910562e+01, 4.558431406624332283e+01, 7.104849259908337444e+01, 3.104638534704206876e+01
2.000000000000000000e+03, 3.988501322675107019e+01, 4.990192431014158814e+01, 5.671325170029199114e+01, 2.933956955567948555e+01, 5.443648496902862632e+01, 2.389136343987909683e+01, 5.006119398947925703e+01, 3.587209432108853235e+01, 5.462142024835897303e+01, 5.468995236383609182e+01, 4.703357574125369922e+01, 2.693734741398094812e+01, 6.005996401483993452e+01, 4.566885438150436727e+01, 7.124745674118277350e+01, 3.101718901528497696e+01
2.001000000000000000e+03, 3.984032017015493210e+01, 4.987075228939466598e+01, 5.648756236013956311e+01, 2.933056176821462557e+01, 5.446111855327927742e+01, 2.388801228622997286e+01, 4.976080070595156002e+01, 3.609128622037407297e+01, 5.486684582698525503e+01, 5.476497001870531989e+01, 4.695453654470058069e+01, 2.703250890701869480e+01, 6.013973565555544099e+01, 4.559905286365980714e+01, 7.147647499138913929e+01, 3.092137804665364342e+01
2.002000000000000000e+03, 3.983468358656237740e+01, 4.971913559716033149e+01, 5.652545444557205201e+01, 2.934247664162976577e+01, 5.346277512423321099e+01, 2.383765258627447636e+01, 4.993483645500273127e+01, 3.582649223898405211e+01, 5.516086736294537474e+01, 5.488527653803406992e+01, 4.677624285851548080e+01, 2.701601138565041182e+01, 6.027485043838148471e+01, 4.598031599946968129e+01, 7.156740953400324656e+01, 3.082069990381588198e+01
2.003000000000000000e+03, 3.979605867500463035e+01, 4.963971808067978486e+01, 5.636592133374205105e+01, 2.925693603603679094e+01, 5.235673790050315546e+01, 2.362247306520844603e+01, 4.991228539428344391e+01, 3.547197271775345939e+01, 5.537755981199285316e+01, 5.499667137296283670e+01, 4.650380083279701182e+01, 2.692650037983113975e+01, 6.000116217011490960e+01, 4.582798497037027374e+01, 7.134364051353578873e+01, 3.081647619627003820e+01
2.004000000000000000e+03, 3.995428643511689870e+01, 4.960811406592468842e+01, 5.609076908640712844e+01, 2.926952125594368681e+01, 5.387037680807470963e+01, 2.358351829846640157e+01, 4.973514603783661414e+01, 3.535019420134497636e+01, 5.552053723382292816e+01, 5.499278284827509111e+01, 4.631708398076650468e+01, 2.698997231820410647e+01, 5.939236093252431203e+01, 4.557422340005766159e+01, 7.054705416693342102e+01, 3.042710017895836927e+01
2.005000000000000000e+03, 3.997873072028902186e+01, 4.957690271153973072e+01, 5.627776657328569598e+01, 2.929304630715077451e+01, 5.441908091815660242e+01, 2.380779121618388317e+01, 4.986136302825576649e+01, 3.524408459746417321e+01, 5.583493202563409596e+01, 5.512804147650660980e+01, 4.632557259868531219e+01, 2.697190237226337572e+01, 5.902441236333906005e+01, 4.587508774903512432e+01, 7.103035942984914186e+01, 3.048042538410046731e+01
2.006000000000000000e+03, 3.998272070657989019e+01, 4.950187172241930256e+01, 5.637066456819248117e+01, 2.915148556951477232e+01, 5.368383554151112236e+01, 2.390803712665850611e+01, 4.995997535153146174e+01, 3.530821329063406466e+01, 5.596950753551405455e+01, 5.533038708009510742e+01, 4.622105617334446492e+01, 2.697446725803295209e+01, 5.910949172201657831e+01, 4.583102223855201629e+01, 7.161386121151049622e+01, 3.043073183148185024e+01
2.007000000000000000e+03, 3.994037279234576943e+01, 4.948225720357397250e+01, 5.630667407287312187e+01, 2.928374088202398795e+01, 5.332408841686041967e+01, 2.396603699245108388e+01, 4.998372816569104060e+01, 3.524306109076169946e+01, 5.618531908304426992e+01, 5.555099325144837508e+01, 4.624109376108734892e+01, 2.701645878810531087e+01, 5.931431024000901431e+01, 4.563572335563198124e+01, 7.161502641705919814e+01, 3.050281333615529178e+01
2.008000000000000000e+03, 3.995833002794346811e+01, 4.943715573483915193e+01, 5.577626960656144206e+01, 2.941236629014044013e+01, 5.349122848891948934e+01, 2.379731514990681873e+01, 4.960542549509287369e+01, 3.521358357509655690e+01, 5.642677779523230441e+01, 5.587243247449621464e+01, 4.618306225856293423e+01, 2.700750259252288998e+01, 5.913346728996272361e+01, 4.540642047517139446e+01, 7.139084530443511767e+01, 3.048803476359782039e+01
2.009000000000000000e+03, 3.985073541469613900e+01, 4.940510370884629765e+01, 5.572540538925957065e+01, 2.923386558313887917e+01, 5.376709335975562709e+01, 2.352884710251854017e+01, 4.916746451704943865e+01, 3.534467297182066403e+01, 5.671319186865232354e+01, 5.584506131460585721e+01, 4.607990784646396776e+01, 2.683647284856843740e+01, 5.901017845824023311e+01, 4.550335737047784335e+01, 7.168708376490923229e+01, 3.026158134146736600e+01
2.010000000000000000e+03, 3.953648041861362117e+01, 4.935354872428194994e+01, 5.546714522146942272e+01, 2.898914911472859401e+01, 5.354101671834055054e+01, 2.330420843197368796e+01, 4.897273306013926231e+01, 3.533285928955537258e+01, 5.698414890687423195e+01, 5.595318090031015856e+01, 4.573698386455064480e+01, 2.682943465204501265e+01, 5.875584445521305810e+01, 4.547684928709353613e+01, 7.104619797332429698e+01, 3.008649063420154945e+01
2.011000000000000000e+03, 3.941197666552385215e+01, 4.930271854946310839e+01, 5.535987752550165197e+01, 2.923086598335917685e+01, 5.360450220448250036e+01, 2.301722377073372172e+01, 4.884268559836709755e+01, 3.529481981069458385e+01, 5.718896186495578604e+01, 5.623310537776472273e+01, 4.560989247933591173e+01, 2.673768388730641732e+01, 5.880046404091635281e+01, 4.533115875717258803e+01, 7.050646323440048491e+01, 3.011977974616789666e+01
2.012000000000000000e+03, 3.943766315701066816e+01, 4.926354403564182860e+01, 5.529034918504900986e+01, 2.932521078207168230e+01, 5.340803064217625717e+01, 2.290615231554804865e+01, 4.893901379607174107e+01, 3.523501382679475569e+01, 5.742642687308006089e+01, 5.626889203306965470e+01, 4.563625723978093873e+01, 2.665436507187176574e+01, 5.906501585332149062e+01, 4.545127071079806313e+01, 7.072113240415194468e+01, 3.006539462025684983e+01
2.013000000000000000e+03, 3.939511837162808661e+01, 4.914508333856813493e+01, 5.513103061618634371e+01, 2.904312371689264793e+01, 5.336647363598449090e+01, 2.282707494346075450e+01, 4.876239250432108463e+01, 3.526006287546545082e+01, 5.760459015861444954e+01, 5.643921822559878620e+01, 4.540621418082787386e+01, 2.656255750329907883e+01, 5.872251734608046547e+01, 4.548484267006089965e+01, 7.130713183098615104e+01, 2.970725664839192603e+01
2.014000000000000000e+03, 3.934713745022335729e+01, 4.899264885316015494e+01, 5.519516132602304737e+01, 2.910813654468863376e+01, 5.380223953451614705e+01, 2.306538314679215418e+01, 4.859206190754500199e+01, 3.520698937428860376e+01, 5.787715391262531739e+01, 5.657081866810483461e+01, 4.523914881570006941e+01, 2.654336845801596922e+01, 5.833603576243533695e+01, 4.531361844438540487e+01, 7.175418836241507847e+01, 2.988717894354261517e+01
