year, NorESM2-MM, MPI-ESM1-2-LR, INM-CM4-8, ACCESS-ESM1-5, CNRM-ESM2-1, IPSL-CM6A-LR, GFDL-ESM4, CMCC-CM2-SR5, UKESM1-0-LL, MIROC-ES2L, EC-Earth3-Veg, TaiESM1, CanESM5, CESM2-WACCM, NorESM2-LM, INM-CM5-0
1.974000000000000000e+03, 9.299882344043803428e+00, 9.749372355416335623e+00, 1.334263267829407873e+01, 7.896372249838299773e+00, 8.428746745278353103e+00, 7.298988867060899111e+00, 9.635087734858815978e+00, 9.780801769524575917e+00, 1.105778928547231210e+01, 5.764515997480647691e+00, 8.933716626096662949e+00, 1.151993806630035699e+01, 9.439641347430130836e+00, 8.862332756821125201e+00, 8.055414855351031633e+00, 1.371188295132374790e+01
1.975000000000000000e+03, 9.259925111186170454e+00, 9.868126152363588588e+00, 1.352407857145488101e+01, 8.207082163404777475e+00, 8.362940914412739346e+00, 7.267448789374662432e+00, 1.020779870046946769e+01, 1.007519866531275810e+01, 1.094319906622430771e+01, 5.760901778416442909e+00, 8.699622777423188680e+00, 1.105864969365583761e+01, 9.504750281882566654e+00, 9.051845586722135906e+00, 8.240665573688888301e+00, 1.404103868370201091e+01
1.976000000000000000e+03, 9.325884101368878021e+00, 1.022579341897691663e+01, 1.303704203642300818e+01, 8.287096397664319269e+00, 8.668495136444951399e+00, 7.016988727978660911e+00, 9.380493006468862305e+00, 9.607225759042588464e+00, 1.100566731344166627e+01, 5.553523161685320453e+00, 8.648025961466997202e+00, 1.181416287877463844e+01, 9.573895515616539953e+00, 8.977496426250855421e+00, 8.315955640055907594e+00, 1.380873791055286937e+01
1.977000000000000000e+03, 9.235751627510486728e+00, 1.012673818203673015e+01, 1.312488532301828137e+01, 8.177588581152805958e+00, 8.276992355952490499e+00, 7.034953853987843786e+00, 9.262825887592132545e+00, 9.869383456942253829e+00, 1.142233418055072569e+01, 5.654222607222020969e+00, 9.071088893979544210e+00, 1.284188208405229403e+01, 9.590762879375072103e+00, 8.927144085143197572e+00, 8.089437485837667197e+00, 1.388865648166730793e+01
1.978000000000000000e+03, 9.156608799622302897e+00, 9.975605368867700662e+00, 1.329684105450375320e+01, 8.293603571511104278e+00, 8.409981790589764472e+00, 7.263350992865840183e+00, 9.354370613043613503e+00, 1.000521561776258750e+01, 1.133872742516699361e+01, 5.777894162643597120e+00, 9.089041749404069392e+00, 1.307342539850207608e+01, 9.658656085295424631e+00, 8.807353008670386174e+00, 8.057802701685272240e+00, 1.412559759032078510e+01
1.979000000000000000e+03, 9.041326035859496457e+00, 1.026854746015110109e+01, 1.314782635295747149e+01, 8.097120938467298856e+00, 8.497924288646066415e+00, 6.919415917139833283e+00, 9.304409111919532904e+00, 9.585592581781520849e+00, 1.153002102681670316e+01, 5.750463978441101354e+00, 8.831546850566844853e+00, 1.217011886447409097e+01, 9.963588300560738631e+00, 8.799740321737765214e+00, 8.321805452697313754e+00, 1.393450849988484030e+01
1.980000000000000000e+03, 9.244134807948830357e+00, 9.895646003720324657e+00, 1.353107386498861509e+01, 8.004535797767074357e+00, 8.693579506835380499e+00, 6.752804488788077819e+00, 9.935372758191022058e+00, 8.662260890217810427e+00, 1.165968270508944649e+01, 5.842070699664622779e+00, 8.754955281927268018e+00, 1.176917560490046277e+01, 9.882911322069521276e+00, 9.014318594332548784e+00, 8.135188569281924131e+00, 1.411565012264205166e+01
1.981000000000000000e+03, 9.510358144495317134e+00, 1.087077316814120387e+01, 1.334187684686516384e+01, 8.289383697976859366e+00, 8.541916737221555422e+00, 6.812188211606484245e+00, 9.212226901755382613e+00, 9.663115206634087073e+00, 1.102657849027486847e+01, 5.668317259624144455e+00, 8.953648335506114719e+00, 1.312440474052772643e+01, 9.907495726887196597e+00, 8.591592311126516890e+00, 8.089220594989072310e+00, 1.390083568113180235e+01
1.982000000000000000e+03, 9.548307912433521949e+00, 1.059019009325631266e+01, 1.359976085864320261e+01, 8.418512388702769300e+00, 8.585390534115095562e+00, 7.658445567685558508e+00, 8.881820215345411995e+00, 1.035117983831094080e+01, 1.048902656546201051e+01, 5.702422789125174418e+00, 8.948262229698883630e+00, 1.300447517210372794e+01, 9.663776667351905658e+00, 8.859966231291037886e+00, 7.752048415493510980e+00, 1.354326752027234626e+01
1.983000000000000000e+03, 9.639534027053397125e+00, 1.064115735531788687e+01, 1.361953715833953993e+01, 7.946601492490104945e+00, 8.754893722969629977e+00, 7.806978020073992219e+00, 9.625093435843675493e+00, 9.792469749308729376e+00, 1.096541909053133601e+01, 5.793671562516120588e+00, 8.908638156705505295e+00, 1.142501888543101174e+01, 9.916627169827449961e+00, 9.001231227956445480e+00, 7.946941130470966286e+00, 1.403774912632453464e+01
1.984000000000000000e+03, 9.664511606690853185e+00, 1.035664309275917105e+01, 1.346556948755006289e+01, 7.975848866795900882e+00, 8.774617308980188213e+00, 7.616359052122479767e+00, 9.322094699710927301e+00, 9.791943181478934832e+00, 1.117389775779690986e+01, 5.881870775403791995e+00, 8.967786299830505570e+00, 1.171477572287349567e+01, 1.004137905337267966e+01, 8.708851693076761435e+00, 8.256768299782947906e+00, 1.367138559228965633e+01
1.985000000000000000e+03, 9.682616788161935162e+00, 1.026199692136109043e+01, 1.366282898471859930e+01, 8.214184223847752264e+00, 8.756091041904927152e+00, 7.594526393125210717e+00, 9.517211663302447278e+00, 1.014172264849639404e+01, 1.168723085373959059e+01, 5.960969980384248856e+00, 8.989660046918153569e+00, 1.313646657835995235e+01, 1.007262681626407286e+01, 8.855791856851567445e+00, 8.237670256574697092e+00, 1.378868971059412907e+01
1.986000000000000000e+03, 9.684582933701680219e+00, 1.076318240161646500e+01, 1.339044513745754372e+01, 7.987774601185835266e+00, 8.748396943404488368e+00, 7.523165079482824424e+00, 9.358869011497228385e+00, 1.036069471780798779e+01, 1.071153545504144056e+01, 5.865832442282970405e+00, 8.976359302612406665e+00, 1.289418547244421731e+01, 1.005720924038958763e+01, 9.162591419911034762e+00, 8.268088135544322981e+00, 1.350089604955372735e+01
1.987000000000000000e+03, 9.830035104947736357e+00, 1.004440457047219759e+01, 1.366503803342610901e+01, 8.122325667713854003e+00, 9.079716373307492816e+00, 6.985524107276443573e+00, 9.578901295366726742e+00, 9.679485024228624113e+00, 1.143243148484564031e+01, 5.880865726286659267e+00, 8.964757778814787414e+00, 1.249889246477401095e+01, 9.875860469483752624e+00, 9.269271887441213664e+00, 8.327367726271768689e+00, 1.396757636102373823e+01
1.988000000000000000e+03, 9.837721430727853544e+00, 1.012106533567161470e+01, 1.374466987902341941e+01, 8.237798378461592463e+00, 8.971713357856760496e+00, 7.113225893227742347e+00, 9.559631276818102208e+00, 9.924276111928572064e+00, 1.220554339057504656e+01, 5.893736214294249542e+00, 8.896462476737953651e+00, 1.204491695075170021e+01, 9.915988951052142397e+00, 9.043198303510880720e+00, 8.472729411723364024e+00, 1.407825716740647870e+01
1.989000000000000000e+03, 9.778495025552684794e+00, 1.069418495931950730e+01, 1.364550411648881045e+01, 7.920388663576960475e+00, 8.996875230606848461e+00, 6.776935462875834482e+00, 9.337014907059494107e+00, 1.035744888221985249e+01, 1.203312009212062428e+01, 5.860424350844285257e+00, 8.971231581790604537e+00, 1.294721056473649767e+01, 9.876674321135729073e+00, 9.041852422599156114e+00, 8.297541259617114306e+00, 1.383173042799742269e+01
1.990000000000000000e+03, 9.308971752323305537e+00, 1.057276259612168801e+01, 1.365765195259697862e+01, 8.096990317148698324e+00, 8.508709885747755663e+00, 7.788096177346655047e+00, 8.924366961466999371e+00, 9.816148494786492762e+00, 1.131359797026125413e+01, 5.977023367801074905e+00, 9.090560941658761607e+00, 1.236604343801002948e+01, 9.937957740390350736e+00, 9.213470795836286698e+00, 8.207144167124154066e+00, 1.411148405623614899e+01
1.991000000000000000e+03, 9.329349407669596417e+00, 9.760067940327164848e+00, 1.400994658069554610e+01, 8.409719817780338502e+00, 8.767382953045093075e+00, 7.665840611569421981e+00, 8.661170540109987215e+00, 9.504950595320316609e+00, 1.181268730305430203e+01, 5.881989767850990702e+00, 9.161262794131770804e+00, 1.210018631303929482e+01, 9.683368155903918861e+00, 9.185172233908712514e+00, 7.996344898046174876e+00, 1.385935936000540281e+01
1.992000000000000000e+03, 9.881036868747941071e+00, 1.008502373408578023e+01, 1.409771856905422283e+01, 8.239816453160710097e+00, 8.901125934950494312e+00, 7.298439526069111949e+00, 9.625415652759535590e+00, 9.264110990777645327e+00, 1.259233191946336916e+01, 5.956195177805681418e+00, 9.180865087719338291e+00, 1.259680506326459337e+01, 9.806774761214146707e+00, 8.841735925413892971e+00, 8.135995933718657369e+00, 1.400923314498679240e+01
1.993000000000000000e+03, 9.809150517459485741e+00, 1.029648442270838160e+01, 1.425773746464612479e+01, 8.030450462665111644e+00, 9.024813444943093899e+00, 7.388152812550211834e+00, 9.628386470437478195e+00, 1.000324218611917537e+01, 1.158733826998902217e+01, 6.043155505770974045e+00, 8.969715169139098165e+00, 1.245518892014341894e+01, 9.974256975793363011e+00, 9.071696624788865293e+00, 8.470568543443208753e+00, 1.394459251292031254e+01
1.994000000000000000e+03, 9.223896453565561870e+00, 1.031920437545670310e+01, 1.422736185571756806e+01, 8.364977490367754953e+00, 9.224545831796129747e+00, 7.281933938990349908e+00, 9.046709725722070772e+00, 1.019008455963268212e+01, 1.067804268723444139e+01, 5.983347910056514785e+00, 8.917414623416519248e+00, 1.218276252246092639e+01, 9.932314849064683315e+00, 9.322998162076977735e+00, 8.476415350033029483e+00, 1.421178025848485049e+01
1.995000000000000000e+03, 9.475244192173132518e+00, 1.143764768887830741e+01, 1.409095049988765602e+01, 8.201360862692267162e+00, 8.808126910464860515e+00, 7.676381269404620511e+00, 9.174306543044497886e+00, 1.006102059102815893e+01, 1.191409139500362535e+01, 6.228021278295329921e+00, 8.963178003940068805e+00, 1.290589903590158372e+01, 1.007235387622860223e+01, 9.183873239152513079e+00, 8.343788541879824550e+00, 1.402104884955125641e+01
1.996000000000000000e+03, 9.337345758376500271e+00, 1.101767828918820946e+01, 1.462871187085287694e+01, 8.126747496119010705e+00, 8.740213069231574039e+00, 7.168502798207329718e+00, 9.231856732883755967e+00, 1.050916928316095422e+01, 1.202700162527380634e+01, 6.340806749625565786e+00, 9.046944339871314966e+00, 1.262386666283544301e+01, 1.006452470707662172e+01, 9.285101649792665057e+00, 8.178776514398599318e+00, 1.377124203912362788e+01
1.997000000000000000e+03, 9.463022319604570853e+00, 1.065632974749767214e+01, 1.380673948397869566e+01, 8.336349530069698588e+00, 8.317809610056748681e+00, 7.563375365352293933e+00, 9.317844945842217896e+00, 1.030159201028725313e+01, 1.174331976983896730e+01, 6.046763336769033437e+00, 8.950483467736225052e+00, 1.194047583172702076e+01, 1.001160843714021453e+01, 9.092832380388806257e+00, 8.118062833992782501e+00, 1.433597903760520786e+01
1.998000000000000000e+03, 9.928889768523145420e+00, 1.076154654005383549e+01, 1.404273418739505708e+01, 8.309451564848275851e+00, 8.839978164322500831e+00, 7.637187659633230652e+00, 9.292078659448081979e+00, 1.036590219635102272e+01, 1.123229581700445401e+01, 6.075896599575017376e+00, 9.317791648253265890e+00, 1.255598470190134286e+01, 1.011259955337588323e+01, 9.218756995333290405e+00, 8.310603547827101423e+00, 1.437148409616272993e+01
1.999000000000000000e+03, 1.004795097432729278e+01, 1.134953226455570530e+01, 1.383920646316260594e+01, 7.871874505867614502e+00, 9.087994791010236995e+00, 7.637803352550967873e+00, 9.164207166465125454e+00, 1.055777746055354527e+01, 1.163830213730985541e+01, 6.172883592899000682e+00, 9.299166758196454552e+00, 1.313370137024740281e+01, 1.018215693540513378e+01, 9.396942667437238939e+00, 8.392056639057337009e+00, 1.446208844968408691e+01
2.000000000000000000e+03, 1.015087319808978705e+01, 1.074403188100778195e+01, 1.434158656447360691e+01, 8.260796905807971768e+00, 8.952180152120284617e+00, 7.284295514655934944e+00, 9.397302800940394718e+00, 1.073317460069866769e+01, 1.264290924834139140e+01, 6.200018172281783535e+00, 9.221261168236818406e+00, 1.352525195394501445e+01, 1.002605622812828834e+01, 9.060530228550094378e+00, 8.182956644947250169e+00, 1.466817120506782146e+01
2.001000000000000000e+03, 1.020251428609336308e+01, 1.084448421684140129e+01, 1.454007511493618132e+01, 8.039481718014998890e+00, 9.086689675216209849e+00, 7.687147683559229172e+00, 9.042870463220401334e+00, 1.062783207178929779e+01, 1.100420065176565743e+01, 6.340145901540261697e+00, 9.036507051800343859e+00, 1.368855465298918617e+01, 1.004124406281175830e+01, 9.115932425104441350e+00, 8.226491319096721710e+00, 1.414351612205036091e+01
2.002000000000000000e+03, 1.017138195697455139e+01, 1.072345539207422860e+01, 1.470141084250941077e+01, 7.827340346620980327e+00, 9.674841274613656950e+00, 7.435102294114471988e+00, 9.122676183076448453e+00, 9.116051718234739809e+00, 1.073512207677041097e+01, 6.247604268898314217e+00, 9.100412338072892737e+00, 1.365797016322674295e+01, 1.013926296886567968e+01, 9.256742348074233462e+00, 8.481484886052427896e+00, 1.423793269609455692e+01
2.003000000000000000e+03, 9.864471999036723560e+00, 1.058979487867651947e+01, 1.444626207271318563e+01, 8.173383869984149896e+00, 8.950669290573808112e+00, 7.744908776269458173e+00, 9.584084602415419596e+00, 9.855238399883599953e+00, 1.168344756680741625e+01, 6.249287053609601017e+00, 9.197545742106679967e+00, 1.303120217021516503e+01, 1.037798409705430203e+01, 9.238858597933385042e+00, 8.535272013435829308e+00, 1.421606216214548013e+01
2.004000000000000000e+03, 9.515864755505919703e+00, 1.097503821278433911e+01, 1.453477012137774516e+01, 8.153423286258837166e+00, 8.732718914476397032e+00, 8.122092667970644442e+00, 8.841597028217782039e+00, 1.090534696761227806e+01, 1.177969441265203976e+01, 6.306962933263360327e+00, 9.145511306337452240e+00, 1.229582731912847748e+01, 1.040621532830334850e+01, 9.354900962376621720e+00, 8.430866523288640835e+00, 1.405763833638422966e+01
2.005000000000000000e+03, 9.512997730689496834e+00, 1.137202133707798524e+01, 1.482559748420484702e+01, 8.139873712524881455e+00, 9.199404632766531975e+00, 7.559106035056773365e+00, 9.307403915757408441e+00, 1.104502569571267756e+01, 1.147329211826999185e+01, 6.157152861903750107e+00, 9.347481928347251667e+00, 1.305991411792892443e+01, 1.020304840610306307e+01, 9.516067264679314519e+00, 8.669282143114546813e+00, 1.450027982441465291e+01
2.006000000000000000e+03, 9.901208413026376221e+00, 1.125818717235416067e+01, 1.425896766752787492e+01, 8.091553894779046630e+00, 8.958562684960368117e+00, 7.472023183216891518e+00, 9.093601330332594657e+00, 1.062043943621646847e+01, 1.163156904485740029e+01, 6.347205848651618965e+00, 8.839806584294429115e+00, 1.366225972281350565e+01, 1.020321487029124619e+01, 9.604423198401464745e+00, 8.600423355633415312e+00, 1.441681237507614988e+01
2.007000000000000000e+03, 1.011101883699141268e+01, 1.136525641492027106e+01, 1.483159997474772673e+01, 8.560153198708190914e+00, 8.737973673628140148e+00, 8.276098202375260726e+00, 9.469838811299226222e+00, 1.056074677988095090e+01, 1.197951282795153105e+01, 6.329747318924566102e+00, 9.118712035269091132e+00, 1.368552110217258111e+01, 1.019665304452695942e+01, 9.254348041976305339e+00, 8.616357105763590596e+00, 1.470901102613254885e+01
2.008000000000000000e+03, 1.003315854604671742e+01, 1.116442526168011007e+01, 1.471089034563229703e+01, 8.417911737395193938e+00, 8.349617761974052144e+00, 8.019642543917777644e+00, 9.476247410630985968e+00, 1.102233560762802611e+01, 1.184158417327834911e+01, 6.277334455848508021e+00, 9.354090419929242728e+00, 1.355266563306889260e+01, 1.039484682854315523e+01, 9.075857362290467023e+00, 8.219251749983824240e+00, 1.474668795865422943e+01
2.009000000000000000e+03, 1.011537073525625452e+01, 1.089062554602891453e+01, 1.490744260945809074e+01, 8.184716236804828071e+00, 9.248817834714349928e+00, 7.412271403541293324e+00, 8.871139678948187779e+00, 1.104152318996210447e+01, 1.232949814271497679e+01, 6.354675466958126684e+00, 9.179449171738641056e+00, 1.381855490523295593e+01, 1.031310003966565425e+01, 9.320589039588080382e+00, 8.301680411358590916e+00, 1.406270515423938683e+01
2.010000000000000000e+03, 1.005576249921430687e+01, 1.082713710888390679e+01, 1.493494945599268320e+01, 8.027853568725413780e+00, 9.130957661797076241e+00, 7.590996794756219579e+00, 9.192191333073063575e+00, 1.084905559114429607e+01, 1.217565084947766429e+01, 6.254281328668263029e+00, 8.952037572177925284e+00, 1.258077744562966771e+01, 1.001358107024169897e+01, 9.375205631279683871e+00, 8.333707150616486814e+00, 1.462325500030287095e+01
2.011000000000000000e+03, 1.013966021110301696e+01, 1.067125271105619788e+01, 1.484332238350710398e+01, 8.158669275277292243e+00, 8.852245828487040669e+00, 8.580448915045039371e+00, 9.363432692465336160e+00, 1.090240459901167291e+01, 1.195833347988895490e+01, 6.230357796300165063e+00, 8.946881786751342602e+00, 1.234706824477356335e+01, 1.035490242529683336e+01, 9.201830390211677368e+00, 8.290852539952402012e+00, 1.471133792128687112e+01
2.012000000000000000e+03, 1.032158275428529315e+01, 1.097283065396543833e+01, 1.502508287784604946e+01, 8.282583783271189048e+00, 9.429592623895720394e+00, 7.851777921697478568e+00, 8.883650408676457388e+00, 1.034731777730085334e+01, 1.203610663918369106e+01, 6.255043720577712740e+00, 9.109923449574322873e+00, 1.299308723840931812e+01, 1.044848100643290856e+01, 9.138935785403825562e+00, 8.339554562457255571e+00, 1.436778283718204641e+01
2.013000000000000000e+03, 9.806480204117285382e+00, 1.103672554146133322e+01, 1.505656403973715030e+01, 8.129930697567290920e+00, 9.382460736604622653e+00, 7.511280803109476878e+00, 8.954216862178352443e+00, 1.073962492008801384e+01, 1.153679865041471686e+01, 6.232804213334961929e+00, 9.137178566751865461e+00, 1.386070933434496411e+01, 1.034496786019084169e+01, 9.232737456811582533e+00, 8.259093763096078789e+00, 1.465605573794179861e+01
2.014000000000000000e+03, 9.418958673769177281e+00, 1.186168300801739228e+01, 1.520071680639468070e+01, 8.127195764505508180e+00, 9.137622445189208520e+00, 8.335466489692947789e+00, 9.615316976893051759e+00, 1.109485166968065251e+01, 1.196044159351390590e+01, 6.338190471047037811e+00, 9.048009350978928111e+00, 1.423879050537220792e+01, 1.034746086237960228e+01, 9.388217167345027647e+00, 8.275767122178336876e+00, 1.460379410513690424e+01
