year, EC-Earth3-Veg, MPI-ESM1-2-LR
1.982000000000000000e+03, 7.389450937280893344e-11, 3.748302040507462444e-09
1.983000000000000000e+03, 7.860042636581827912e-11, 3.766791366965047117e-09
1.984000000000000000e+03, 7.153793538002098689e-11, 3.601077664565286373e-09
1.985000000000000000e+03, 8.336164785767280124e-11, 3.534912091311635225e-09
1.986000000000000000e+03, 7.583374237087429867e-11, 3.688606456605184274e-09
1.987000000000000000e+03, 8.213462575825998138e-11, 3.548757051913437860e-09
1.988000000000000000e+03, 8.042326486433692171e-11, 3.450759674588490552e-09
1.989000000000000000e+03, 8.616581910964304375e-11, 3.686638309700587624e-09
1.990000000000000000e+03, 8.740205322226505191e-11, 3.632008803874535272e-09
1.991000000000000000e+03, 8.814214752627215550e-11, 3.172183623887560794e-09
1.992000000000000000e+03, 8.784066150351862064e-11, 3.065878464975795301e-09
1.993000000000000000e+03, 8.770995325442114198e-11, 3.132221186501754643e-09
1.994000000000000000e+03, 7.892259592011824725e-11, 3.337367757861558178e-09
1.995000000000000000e+03, 8.282067403211087292e-11, 3.968833172789048806e-09
1.996000000000000000e+03, 8.029283325634603953e-11, 3.772611458728554074e-09
1.997000000000000000e+03, 8.210660789097351885e-11, 3.518672751313582518e-09
1.998000000000000000e+03, 8.477697830816328466e-11, 3.581319928788485729e-09
1.999000000000000000e+03, 8.514666699581586824e-11, 3.839816642196758862e-09
2.000000000000000000e+03, 8.477870799053545840e-11, 3.654260004679478757e-09
2.001000000000000000e+03, 7.873204079263285591e-11, 3.644799426897500099e-09
2.002000000000000000e+03, 8.162824296563040690e-11, 3.581012568504691437e-09
2.003000000000000000e+03, 8.163175749587124761e-11, 3.426578072046400845e-09
2.004000000000000000e+03, 8.517415840138652084e-11, 3.484522482166351038e-09
2.005000000000000000e+03, 8.321049635923160708e-11, 3.754333091535065768e-09
2.006000000000000000e+03, 8.777217916081614627e-11, 3.786851029067037303e-09
2.007000000000000000e+03, 8.367205567768018670e-11, 3.783781220988649983e-09
2.008000000000000000e+03, 8.745300691270083465e-11, 3.549916465680253846e-09
2.009000000000000000e+03, 8.831790731732657960e-11, 3.417465291609880100e-09
2.010000000000000000e+03, 8.625238341921964373e-11, 3.317102555724632095e-09
2.011000000000000000e+03, 8.132304533456429142e-11, 3.158268418663687328e-09
2.012000000000000000e+03, 8.819093054052564496e-11, 3.183439913771597141e-09
2.013000000000000000e+03, 8.462634156783020036e-11, 3.299696348179480280e-09
2.014000000000000000e+03, 9.087997103737093755e-11, 3.657779573426635915e-09
