year, NorESM2-MM, NorESM2-LM, TaiESM1, GFDL-ESM4, CNRM-ESM2-1
1.894000000000000000e+03, 6.022907316843610399e-10, 7.589846117570360117e-10, 1.588801183183435418e-09, 6.970370389821040583e-10, 2.977798193398741514e-10
1.895000000000000000e+03, 5.284135903128795209e-10, 9.654016004992523954e-10, 9.565627387154644625e-10, 6.900380902717556097e-10, 2.923819305572163566e-10
1.896000000000000000e+03, 7.720294087393000551e-10, 6.462436772081806345e-10, 2.244507008950912115e-10, 8.695496808009267087e-10, 2.739185459012432137e-10
1.897000000000000000e+03, 6.237408446412591089e-10, 6.437428577574345847e-10, 3.092825331253886633e-10, 3.915519202926177569e-10, 4.847699330632051842e-10
1.898000000000000000e+03, 6.526207192683146681e-10, 4.898869429526090654e-10, 1.064340423335821794e-09, 4.743413587891350694e-10, 2.307836361624303118e-10
1.899000000000000000e+03, 5.583353334145580770e-10, 6.674026261030796752e-10, 5.289868126943933041e-10, 1.519732026906300285e-09, 2.015486813182589031e-10
1.900000000000000000e+03, 7.909692111182623742e-10, 5.293601003948554418e-10, 8.887770535919455725e-10, 8.471675664205899451e-10, 4.763979816638491172e-10
1.901000000000000000e+03, 7.707435142446270518e-10, 6.625059125033125070e-10, 7.606343599141969406e-10, 8.153019481964083285e-10, 2.977413862097070449e-10
1.902000000000000000e+03, 6.229254838015480410e-10, 8.089262301581458438e-10, 3.732502830312905548e-10, 1.789146946741657326e-10, 1.846426219648566854e-10
1.903000000000000000e+03, 1.172193274129046304e-09, 1.155572750956207367e-09, 1.641560116598983614e-09, 7.076262853062267713e-10, 5.379301173463187123e-10
1.904000000000000000e+03, 8.824359406869820943e-10, 1.041094688226956323e-09, 1.459204052202810856e-09, 1.988642772128489576e-09, 2.200230049342713524e-10
1.905000000000000000e+03, 5.756790351241654594e-10, 9.987844466324142506e-10, 7.621552581976648086e-10, 7.228223332431294371e-10, 2.406776566801630949e-10
1.906000000000000000e+03, 7.546716681859764097e-10, 7.935465699630297180e-10, 5.709787825553789476e-10, 5.533643012119567704e-10, 4.701503076643226853e-10
1.907000000000000000e+03, 6.237530054654604122e-10, 5.750543971032874768e-10, 8.207787570474397982e-10, 5.631134147031859294e-10, 2.316139641495270121e-10
1.908000000000000000e+03, 6.516898121140006057e-10, 6.479846533213627041e-10, 5.694544057152427180e-10, 6.630965694042927896e-10, 4.649112993700439069e-10
1.909000000000000000e+03, 5.588279796522723162e-10, 9.044915896324268849e-10, 4.717209676294778770e-10, 5.903060319027011084e-10, 3.206246346506284232e-10
1.910000000000000000e+03, 5.702904767823036791e-10, 6.351838216342710040e-10, 1.604844666250167288e-09, 1.340543470286296676e-09, 2.405117621451238247e-10
1.911000000000000000e+03, 9.973157059183249777e-10, 5.552220953218876135e-10, 7.012300995012255981e-10, 6.700947394828362693e-10, 3.155842159206588662e-10
1.912000000000000000e+03, 8.538315406203976316e-10, 1.344642539103852753e-09, 2.308705975786698126e-10, 2.483947124688226428e-10, 3.242309635400084693e-10
1.913000000000000000e+03, 1.412085951959498209e-09, 1.103497226465691573e-09, 1.065166136583484670e-09, 1.032728909646077658e-09, 2.252415994464052216e-10
1.914000000000000000e+03, 8.434930369193608651e-10, 4.371996356948950221e-10, 9.549778410121858004e-10, 8.129835137502747089e-10, 4.066958996370892794e-10
1.915000000000000000e+03, 6.925870162555340493e-10, 7.882553718359018076e-10, 8.228593662900803484e-10, 7.169084872834614786e-10, 1.881716829281811584e-10
1.916000000000000000e+03, 7.332552544985955446e-10, 1.068499531167735996e-09, 2.000887717753422829e-09, 2.797639718360740159e-10, 3.540597620991670856e-10
1.917000000000000000e+03, 7.151383389707945041e-10, 5.215653178723153022e-10, 8.983510229399526144e-10, 6.603911187020896745e-10, 2.889696750064913885e-10
1.918000000000000000e+03, 9.951425292626318030e-10, 6.218231814519672205e-10, 3.794607921944465283e-10, 5.854786832056975616e-10, 3.426398778324775336e-10
1.919000000000000000e+03, 1.246265605801050229e-09, 1.351026766719170412e-09, 1.102225661002229949e-09, 1.163497156490450638e-09, 2.669785848132639210e-10
1.920000000000000000e+03, 1.115397739613416270e-09, 9.584076619818696582e-10, 7.391991073596066631e-10, 1.007552314259308331e-09, 4.046985864273437416e-10
1.921000000000000000e+03, 4.593043516096212459e-10, 4.903827637514358287e-10, 4.203604933460664962e-10, 6.007106075166827379e-10, 3.275778213650132172e-10
1.922000000000000000e+03, 4.651272041954409511e-10, 4.185898889471103620e-10, 9.106999638250403128e-10, 8.825028502488452738e-10, 3.162579480025752005e-10
1.923000000000000000e+03, 2.594056888895155779e-10, 5.038056207267360398e-10, 2.850015705248343860e-09, 7.483606805874779588e-10, 2.480066034676716740e-10
1.924000000000000000e+03, 2.753464944483561289e-10, 6.918590632734127750e-10, 1.257641597008237139e-09, 6.726000254963365345e-10, 3.356779232329997123e-10
1.925000000000000000e+03, 1.959492239507819753e-10, 2.108679198685440491e-10, 3.674332195517244748e-10, 4.730280727622116167e-10, 1.829116488342837285e-10
1.926000000000000000e+03, 2.725910442392801844e-10, 4.284548605119513273e-10, 4.624113562975926397e-10, 3.885568747712564229e-10, 2.200611422586192212e-10
1.927000000000000000e+03, 3.959255284972781334e-10, 3.600592547877233648e-10, 1.488178217917551151e-09, 7.465550521452779556e-10, 3.214368317350259875e-10
1.928000000000000000e+03, 1.769130408909611589e-10, 1.490879707752739726e-10, 9.974938598205535737e-10, 1.085814573069426632e-09, 2.256671337274417855e-10
1.929000000000000000e+03, 4.360905038378656950e-10, 4.619539229320795419e-10, 4.650229956353591514e-10, 5.377232320364634496e-10, 2.862722988595950863e-10
1.930000000000000000e+03, 5.807748995743028322e-10, 3.052912684646601998e-10, 1.771956707611314538e-09, 6.028659180850353468e-10, 2.621630927312704202e-10
1.931000000000000000e+03, 5.639264881220994321e-10, 5.291828860661255424e-10, 8.094498731419652908e-10, 6.072857089379336938e-10, 4.248127320569539231e-10
1.932000000000000000e+03, 4.314865402038122046e-10, 4.397520856267938232e-10, 4.028634690203577917e-10, 1.767033671976840957e-09, 2.047363773493266747e-10
1.933000000000000000e+03, 2.860732005033301095e-10, 1.668079470361968818e-10, 1.012202520217255820e-09, 4.116357575379482644e-10, 2.270586564377474588e-10
1.934000000000000000e+03, 6.951234507981667750e-10, 3.312495933625514377e-10, 1.092176577717815216e-09, 4.947855995145297127e-10, 3.858740887473400693e-10
1.935000000000000000e+03, 2.759616186621460213e-10, 9.426289149290466250e-10, 4.171540189885294108e-10, 9.400864303193759097e-10, 4.812945178595185564e-10
1.936000000000000000e+03, 2.610866136947261485e-10, 4.173683004925864197e-10, 1.621434055105929808e-09, 5.515777760255114187e-10, 2.340068524156839717e-10
1.937000000000000000e+03, 5.555901759699634587e-10, 1.345951353196575842e-10, 9.677159779246970298e-10, 1.000590390531753714e-09, 4.285685036732071145e-10
1.938000000000000000e+03, 7.587110621862584449e-10, 4.756862538932131123e-10, 6.360064569240866104e-10, 6.693639865626502848e-10, 1.620378254207436559e-10
1.939000000000000000e+03, 3.845175022470946168e-10, 4.766773551905108171e-10, 8.893128995624460615e-10, 9.053037569395228948e-10, 2.494132405468015183e-10
1.940000000000000000e+03, 5.003038280673844398e-10, 1.064745249919005374e-09, 9.940384240810723671e-10, 7.203464714539850875e-10, 2.887873877931481945e-10
1.941000000000000000e+03, 4.965533865337075135e-10, 4.288211789037243072e-10, 4.293806249189761728e-10, 6.037746310721657867e-10, 3.520202928472247791e-10
1.942000000000000000e+03, 5.506675995909796412e-10, 2.513798041741685959e-10, 8.797257395018537070e-10, 6.852565314621677946e-10, 2.126163575645797926e-10
1.943000000000000000e+03, 4.295321570720247226e-10, 2.834988637227211684e-10, 7.339823684239385474e-10, 1.090691127437084221e-09, 3.002746913102175848e-10
1.944000000000000000e+03, 2.854404780207449950e-10, 4.933091129831095137e-10, 6.172280826108985914e-10, 4.575241152419684926e-10, 2.886471806706675785e-10
1.945000000000000000e+03, 5.339256489753944274e-10, 6.384444556555187288e-10, 2.998704524804428333e-10, 4.841951272097031361e-10, 2.512355782236826364e-10
1.946000000000000000e+03, 5.878050862425128419e-10, 3.518625602197484832e-10, 5.701031952718798858e-10, 3.972892526726686379e-10, 2.221330552199053444e-10
1.947000000000000000e+03, 3.972195024303678905e-10, 6.751102816448498522e-10, 1.909677384153979315e-09, 7.540617563216941436e-10, 3.055146962270444667e-10
1.948000000000000000e+03, 3.786271692030776253e-10, 4.910057235730208251e-10, 1.297884956969909657e-09, 5.227475954070290245e-10, 2.580726620703550382e-10
1.949000000000000000e+03, 3.543396586190759655e-10, 6.030601228614121272e-10, 4.822372903997072232e-10, 9.782303737966341446e-10, 2.240270479549417946e-10
1.950000000000000000e+03, 5.290305554332325095e-10, 2.971533395884599046e-10, 3.339946055287949465e-10, 7.716698668049695170e-10, 3.509354424221801868e-10
1.951000000000000000e+03, 1.835478940992624580e-09, 9.700518644398596661e-10, 2.340496086504823686e-09, 3.548607781677952155e-10, 2.339474983880654195e-10
1.952000000000000000e+03, 1.341333753656645075e-09, 9.545505375956515913e-10, 1.007151948414073477e-09, 8.879413204011898592e-10, 3.206390918709130466e-10
1.953000000000000000e+03, 1.320276828944236977e-09, 8.057227118825208617e-10, 4.021096338160749466e-10, 6.464362749286538572e-10, 1.758300359548077595e-10
1.954000000000000000e+03, 1.291489461813097523e-09, 1.431161436394336928e-09, 6.737447171900860987e-10, 6.491410671048125424e-10, 4.509393169080815535e-10
1.955000000000000000e+03, 1.085502841437201561e-09, 1.886511413462114210e-09, 1.123633847097041656e-09, 4.329485311962907867e-10, 1.680078790020373655e-10
1.956000000000000000e+03, 1.408037860523239724e-09, 1.043770963037565140e-09, 1.144929930059480070e-09, 3.390385257334181856e-10, 1.771024613871391705e-10
1.957000000000000000e+03, 9.677525912126323555e-10, 7.715860028442123394e-10, 5.168179950868500784e-10, 3.622841025185234058e-10, 4.999256565889454349e-10
1.958000000000000000e+03, 1.163681361392618239e-09, 1.222815360545775559e-09, 4.273573131106115783e-10, 8.153971855599332069e-10, 2.516112349766032930e-10
1.959000000000000000e+03, 1.285685322923999476e-09, 1.346735567410277785e-09, 6.959863830022574063e-10, 7.577971775690003037e-10, 2.870454131321957291e-10
1.960000000000000000e+03, 1.458215896557476011e-09, 1.097169446177975043e-09, 5.450116643182981607e-10, 6.132772731018410781e-10, 2.438867605155828272e-10
1.961000000000000000e+03, 7.303816839598687431e-10, 4.805917045232294706e-10, 6.558788245538310315e-10, 4.942253355069979814e-10, 3.112631167131938659e-10
1.962000000000000000e+03, 6.380623427280169983e-10, 4.337541570610010712e-10, 5.201867340677398147e-10, 1.480517431436953861e-09, 2.171562360038708964e-10
1.963000000000000000e+03, 4.323729950316477031e-10, 2.495723217435109700e-10, 5.600440915099457085e-10, 7.411249407230808670e-10, 2.587423273513955610e-10
1.964000000000000000e+03, 2.792492868789120809e-10, 3.968261030810208358e-10, 1.519151234741856258e-09, 5.602048170884140498e-10, 2.072754649085047445e-10
1.965000000000000000e+03, 3.677088421164726715e-10, 6.375376199990991993e-10, 6.268205471829788130e-10, 5.201963612010530564e-10, 1.441355570490256444e-10
1.966000000000000000e+03, 4.352855875665238737e-10, 4.690346445278808695e-10, 5.276858416982222105e-10, 7.074799762348506977e-10, 3.819261985126873019e-10
1.967000000000000000e+03, 2.903495153090631068e-10, 4.266418322017616143e-10, 1.590165168369288170e-09, 9.911083343659162535e-10, 1.732286070756659422e-10
1.968000000000000000e+03, 3.241688762602890534e-10, 3.546590365725894957e-10, 6.451521757020268013e-10, 4.715002067022448067e-10, 2.663254356065400402e-10
1.969000000000000000e+03, 2.194107215134847125e-10, 3.808885939978975834e-10, 4.684188634739027776e-10, 3.356904684188690029e-10, 2.944067672324675007e-10
1.970000000000000000e+03, 3.653497307717494526e-10, 5.297938625885123357e-10, 1.714767808719130704e-09, 5.941451972451088645e-10, 3.290984436752021425e-10
1.971000000000000000e+03, 5.769194250737554890e-10, 7.494992913818007547e-10, 7.630060177150451702e-10, 2.790456369002559933e-10, 2.712999727390922810e-10
1.972000000000000000e+03, 7.240186900965982595e-10, 4.744927836957848254e-10, 4.026131743752938632e-10, 1.123948254077691356e-09, 1.875720186874617356e-10
1.973000000000000000e+03, 6.259956321275492556e-10, 6.573662254184427667e-10, 1.221493723149720257e-09, 7.387943262526495664e-10, 2.688095747826430369e-10
1.974000000000000000e+03, 1.027331786891645013e-09, 5.538112948153889547e-10, 9.100260327816176375e-10, 2.567477116154555620e-10, 1.364372635329372429e-10
1.975000000000000000e+03, 1.131365503801885676e-09, 3.594701726725111985e-10, 2.113623000488690563e-09, 1.463190685165987171e-10, 2.204565912280229700e-10
1.976000000000000000e+03, 7.446224063029067832e-10, 2.797145759294361311e-10, 8.687887225052461879e-10, 7.022724420989273855e-10, 1.604972667071038696e-10
1.977000000000000000e+03, 8.123533309803509272e-10, 5.137262312028049841e-10, 3.875615228368538600e-10, 5.890207996259934350e-10, 3.854349609498976653e-10
1.978000000000000000e+03, 9.611813941959555195e-10, 4.884051180555914576e-10, 3.648239039056661177e-10, 4.232639602724467260e-10, 4.004476569122502335e-10
1.979000000000000000e+03, 1.185486488935630605e-09, 3.390774211076013193e-10, 1.165400315471114085e-09, 6.138609464928504460e-10, 2.327219721511470166e-10
1.980000000000000000e+03, 8.437562202019929609e-10, 5.318331543891771677e-10, 8.824165934597649555e-10, 2.835011564474407844e-10, 2.255850606484401022e-10
1.981000000000000000e+03, 5.024040512723056191e-10, 6.753436422920316044e-10, 2.906403504881009256e-10, 9.678761862717978798e-10, 2.722056489035824304e-10
1.982000000000000000e+03, 4.082338412482169293e-10, 1.177184986331590841e-09, 5.510964568984592424e-10, 6.563445132913303165e-10, 1.611080117427115348e-10
1.983000000000000000e+03, 5.806119436492667961e-10, 5.366176930119441102e-10, 1.821973702309491172e-09, 3.348969374048373242e-10, 2.006940373134928746e-10
1.984000000000000000e+03, 3.747251718276167360e-10, 2.650556806620147206e-10, 1.146525990290315263e-09, 4.551944757023160824e-10, 2.249131078974620058e-10
1.985000000000000000e+03, 3.878260554841009886e-10, 3.564151758169768828e-10, 2.872387356989217946e-10, 5.017863448069033035e-10, 2.166809221333666120e-10
1.986000000000000000e+03, 4.221301912440593627e-10, 3.595540126642958553e-10, 4.373707160865289703e-10, 4.189055941376915868e-10, 1.673524741662457409e-10
1.987000000000000000e+03, 2.716692029072378361e-10, 4.671710798603100847e-10, 8.392503474383022724e-10, 2.678582755926430744e-10, 1.918060270005496311e-10
1.988000000000000000e+03, 3.018391348870616057e-10, 1.580856754743710317e-10, 1.006487408680750266e-09, 3.213469289177067590e-10, 1.709176990248173176e-10
1.989000000000000000e+03, 7.497550147992669714e-10, 5.011149845008070637e-10, 5.003491062669722556e-10, 7.427772204072994077e-10, 3.321861685675816387e-10
1.990000000000000000e+03, 1.102833932586110637e-09, 3.514590444783352171e-10, 1.345962870504609681e-09, 1.255583827667044638e-09, 2.983105767699602885e-10
1.991000000000000000e+03, 1.010205130499017785e-09, 1.185546277835155508e-09, 8.433400245193302193e-10, 5.547812790010133908e-10, 2.168489497221483076e-10
1.992000000000000000e+03, 5.701223734530500635e-10, 8.220044178618010830e-10, 5.871109426833784587e-10, 2.942634728315140191e-10, 2.168650230905225613e-10
1.993000000000000000e+03, 5.871035454412347259e-10, 2.652338153248324403e-10, 1.068282755889934179e-09, 5.538205529059797139e-10, 1.507777973359339279e-10
1.994000000000000000e+03, 1.038346432749258901e-09, 4.818468703268270845e-10, 1.181766465049128133e-09, 6.391908693601536593e-10, 1.984355494460473205e-10
1.995000000000000000e+03, 8.023158655230401169e-10, 7.613926957894824817e-10, 5.573558523475175340e-10, 6.000647668193364250e-10, 2.351912745481725819e-10
1.996000000000000000e+03, 1.002226902261265715e-09, 7.594898722606847903e-10, 1.253317319127805277e-09, 4.538348251963400150e-10, 2.060411283208814269e-10
1.997000000000000000e+03, 7.003025006266133249e-10, 9.065354736659005253e-10, 8.257938669749948876e-10, 2.752499260471873731e-10, 2.386638294900357922e-10
1.998000000000000000e+03, 4.691988100234262369e-10, 5.331067436775821247e-10, 7.034155579356651172e-10, 3.340117335223174114e-10, 2.705301412426979898e-10
1.999000000000000000e+03, 4.377513020639379102e-10, 5.397311809738220958e-10, 6.810150857381136467e-10, 7.683875228757753795e-10, 2.293381654052115874e-10
2.000000000000000000e+03, 4.148773283200005344e-10, 9.415849164560279690e-10, 5.079248697516313914e-10, 4.328443527313496253e-10, 2.059375937063916299e-10
2.001000000000000000e+03, 8.642385263054883418e-10, 1.906338069631606574e-09, 3.801150378599339398e-10, 8.795311225336557536e-10, 1.381093850533938128e-10
2.002000000000000000e+03, 4.086037943108440528e-10, 2.413616055472341522e-10, 3.712115867535683377e-10, 4.446975172083971510e-10, 1.613853278074099313e-10
2.003000000000000000e+03, 9.521057909473147363e-10, 4.126453218522392203e-10, 1.107725021541245935e-09, 5.330252339930528155e-10, 2.822695009879410389e-10
2.004000000000000000e+03, 2.513468935889686017e-09, 9.406701329467291678e-10, 7.446241386406844788e-10, 7.897921320151599299e-10, 3.256739249238814270e-10
2.005000000000000000e+03, 1.428427224696250328e-09, 8.843230326474620229e-10, 6.053917460838587200e-10, 4.244504950997030261e-10, 1.399057925113664011e-10
2.006000000000000000e+03, 8.860414884783098517e-10, 7.135071225750800853e-10, 4.387818479466987461e-10, 4.506478207927382055e-10, 1.550657821360727831e-10
2.007000000000000000e+03, 6.658830981586965105e-10, 7.680330415831360952e-10, 5.402244228727445673e-10, 3.243056754349515285e-10, 2.533906633049954165e-10
2.008000000000000000e+03, 2.221589111544959499e-09, 3.398824211618077767e-09, 4.881067515779453298e-10, 3.932887408315309261e-10, 2.690651644001702908e-10
2.009000000000000000e+03, 7.027313854933226374e-10, 7.467700992913824187e-10, 5.850993434045375024e-10, 5.701081828009928565e-10, 1.606945809089622767e-10
2.010000000000000000e+03, 2.051989439037029885e-09, 2.182714121548493225e-09, 1.384747341250123581e-09, 3.614118498972145540e-10, 2.484576455616968318e-10
2.011000000000000000e+03, 4.511276982873863517e-10, 6.204306464103109695e-10, 9.634330127926016794e-10, 3.057074673819965968e-10, 1.737842156906063241e-10
2.012000000000000000e+03, 5.813419175393126805e-10, 7.494982102161897897e-10, 6.452265247948236215e-10, 1.044521106834717502e-09, 1.229914574732665417e-10
2.013000000000000000e+03, 1.838202787371023497e-09, 1.844570749811955586e-09, 2.798841351324086970e-10, 4.162492076046253923e-10, 1.361386274019326659e-10
2.014000000000000000e+03, 2.334338027638473941e-09, 1.126130521078572752e-09, 3.395358944359577024e-10, 1.239237247512105628e-10, 1.671875385633504841e-10
