year, CMCC-CM2-SR5, MPI-ESM1-2-LR, CanESM5, EC-Earth3-Veg, NorESM2-LM, TaiESM1, CNRM-ESM2-1, UKESM1-0-LL, MIROC-ES2L, CESM2-WACCM, GFDL-ESM4, IPSL-CM6A-LR, ACCESS-ESM1-5, NorESM2-MM
1.990000000000000000e+03, 7.318064547537052533e+01, 2.236994413612823607e+01, 5.001854073209127449e+01, 4.755625078280247209e+01, 3.258262394028018605e+01, 2.883311773049903337e+01, 4.331360076289898586e+01, 6.496375294555946311e+01, 2.331957135702900175e+01, 3.728075900686579303e+01, 1.510763559219892294e+01, 2.323097358577761540e+01, 1.608725927233296815e+01, 3.985949657477475938e+01
1.991000000000000000e+03, 7.332242083219283302e+01, 2.250532244652040248e+01, 4.998221455207276165e+01, 4.751048093672856254e+01, 3.259781761780653397e+01, 2.892997944060216753e+01, 4.333327054272552203e+01, 6.486296214600416477e+01, 2.329523061462391453e+01, 3.726101549636921106e+01, 1.493145234526774168e+01, 2.323749110302585663e+01, 1.609454522697029333e+01, 3.987778188595754614e+01
1.992000000000000000e+03, 7.340699989300694028e+01, 2.256445068823337152e+01, 4.996226772461260879e+01, 4.750128337216169427e+01, 3.263025629787724569e+01, 2.888118758811158671e+01, 4.333363447987376560e+01, 6.486039203410548737e+01, 2.330536163952788797e+01, 3.728171500703520991e+01, 1.496119304286404272e+01, 2.324542488581161237e+01, 1.612217098900129386e+01, 3.984938917550799431e+01
1.993000000000000000e+03, 7.344243538360035473e+01, 2.250913906478253068e+01, 4.995906075707297589e+01, 4.752739137823326132e+01, 3.260550236776574451e+01, 2.890756205052082350e+01, 4.334220291835421079e+01, 6.504374654560184865e+01, 2.332160862184417383e+01, 3.731042558982333190e+01, 1.509711085849390422e+01, 2.325222945973597177e+01, 1.613643921625169497e+01, 3.983607061964195140e+01
1.994000000000000000e+03, 7.338308144803187361e+01, 2.241698663695771998e+01, 4.995020328427030876e+01, 4.754833596501241288e+01, 3.259546072650360315e+01, 2.899955042591501453e+01, 4.334339303444257752e+01, 6.517626966627032914e+01, 2.333568248156014491e+01, 3.728585926720278110e+01, 1.506983807907148787e+01, 2.325648235606183434e+01, 1.614554696087999019e+01, 3.985872145808967559e+01
1.995000000000000000e+03, 7.343494605594717939e+01, 2.225319178595165681e+01, 4.990455306757832687e+01, 4.756103848584300664e+01, 3.260770789983447315e+01, 2.896007661980911152e+01, 4.337536051448705621e+01, 6.505118245202602623e+01, 2.335333556913187536e+01, 3.727820648377042545e+01, 1.497599646400692031e+01, 2.325171661433655856e+01, 1.617139242440877922e+01, 3.987641657873196266e+01
1.996000000000000000e+03, 7.353120463656006223e+01, 2.238240079079227840e+01, 4.984844338276334952e+01, 4.755710562056377455e+01, 3.263524631100873563e+01, 2.891123602157404093e+01, 4.339171010256212213e+01, 6.510677922407917606e+01, 2.333800926599897707e+01, 3.727869931408414317e+01, 1.495762893787949110e+01, 2.325484476787283583e+01, 1.618151853978391586e+01, 3.986898463480874000e+01
1.997000000000000000e+03, 7.357159180028111223e+01, 2.245765570337767159e+01, 4.980276873473059851e+01, 4.753384584020599135e+01, 3.265844719853777889e+01, 2.898909611878520920e+01, 4.343520171147014253e+01, 6.508144687547371632e+01, 2.332886299141046749e+01, 3.728920682727363811e+01, 1.498237795845209419e+01, 2.324726839242506671e+01, 1.618265267760576620e+01, 3.987296126669103558e+01
1.998000000000000000e+03, 7.364285849307094622e+01, 2.243066059514984190e+01, 4.975273721915622360e+01, 4.749000344647426175e+01, 3.264855815664108007e+01, 2.893329786659819902e+01, 4.343313606817302741e+01, 6.507739063524154233e+01, 2.337272912406134395e+01, 3.729355288457431072e+01, 1.494341406543479600e+01, 2.324866899282305965e+01, 1.619461574881344035e+01, 3.984641992970011160e+01
1.999000000000000000e+03, 7.369038437466043945e+01, 2.234416222755016435e+01, 4.971236453604853267e+01, 4.749904200366512441e+01, 3.264263138139804710e+01, 2.890954759978138711e+01, 4.342931983415434871e+01, 6.506126303200078098e+01, 2.343579617708040530e+01, 3.728265600928847334e+01, 1.492272402276768695e+01, 2.325113865339049113e+01, 1.618576710818201647e+01, 3.983153847673258952e+01
2.000000000000000000e+03, 7.371973606489477504e+01, 2.239365752290569134e+01, 4.966375092104958355e+01, 4.752509604523051223e+01, 3.266052533118583057e+01, 2.889654040895501907e+01, 4.343905502074089497e+01, 6.506819913233600516e+01, 2.349456823800926131e+01, 3.730454161164890081e+01, 1.474470674706995510e+01, 2.324863223930969269e+01, 1.615642147740633661e+01, 3.983535650478174972e+01
2.001000000000000000e+03, 7.375871400837071690e+01, 2.238639055993912308e+01, 4.963483098208489253e+01, 4.752878581131661662e+01, 3.268296068544001542e+01, 2.887251097828249868e+01, 4.344564128335013464e+01, 6.523460969399687315e+01, 2.354281170944178925e+01, 3.731729780141462527e+01, 1.454886956023976552e+01, 2.324101355692602411e+01, 1.614661335423176780e+01, 3.984592092601474178e+01
2.002000000000000000e+03, 7.386958741037777543e+01, 2.236832460640689035e+01, 4.962078660052374346e+01, 4.750299674011933604e+01, 3.266087069591920766e+01, 2.887463050884954541e+01, 4.341701192353443872e+01, 6.528536970785098958e+01, 2.355394236081325232e+01, 3.731055614438416512e+01, 1.448701588242998461e+01, 2.324465548276921467e+01, 1.611663840171277684e+01, 3.985894754416970187e+01
2.003000000000000000e+03, 7.402631643171362441e+01, 2.240746476642434004e+01, 4.962805287525589648e+01, 4.748946608085917376e+01, 3.265440110655235628e+01, 2.887750250177935385e+01, 4.345774858291555631e+01, 6.522571344572750718e+01, 2.355167280107221472e+01, 3.729659575895431800e+01, 1.460476280124805903e+01, 2.324580481676086663e+01, 1.609152681693413101e+01, 3.988488137274642042e+01
2.004000000000000000e+03, 7.387544000379340048e+01, 2.239821462980064481e+01, 4.962770354915731730e+01, 4.747261939178822843e+01, 3.267093925698661394e+01, 2.900463732770254310e+01, 4.349124883746813452e+01, 6.526873479700267922e+01, 2.353546292204778467e+01, 3.728447001457079324e+01, 1.457924957633592733e+01, 2.326301171397371093e+01, 1.609106492876543726e+01, 3.992519062588653611e+01
2.005000000000000000e+03, 7.376277452098395315e+01, 2.229959712384529169e+01, 4.959671890125095217e+01, 4.745529268974777182e+01, 3.267142087489268931e+01, 2.895456870468092347e+01, 4.348993187870157584e+01, 6.532312722231014845e+01, 2.352432119270333644e+01, 3.726226427633365290e+01, 1.456683437201103715e+01, 2.327588336615461273e+01, 1.607716102274012471e+01, 3.994479043461238632e+01
2.006000000000000000e+03, 7.386496094741750085e+01, 2.227377351786480020e+01, 4.957871987138579328e+01, 4.745026984312860918e+01, 3.266136321957178978e+01, 2.888100594903503904e+01, 4.350600407386907165e+01, 6.532562769873652542e+01, 2.355394079398065443e+01, 3.724973331940906718e+01, 1.463250146620867120e+01, 2.327421591018708114e+01, 1.606406808696864985e+01, 3.991234250955604779e+01
2.007000000000000000e+03, 7.400429394129247385e+01, 2.226202832281846966e+01, 4.958005120593904280e+01, 4.742224456089871865e+01, 3.267286605958327073e+01, 2.889962981966973032e+01, 4.353581210516969691e+01, 6.531515836043267598e+01, 2.358540225047030248e+01, 3.726627525880635972e+01, 1.472528739197203329e+01, 2.327690240669128841e+01, 1.606524891707907443e+01, 3.987984359445007243e+01
2.008000000000000000e+03, 7.406857434862145340e+01, 2.238754554432395594e+01, 4.960115637719406578e+01, 4.740399631862919705e+01, 3.269146510553901663e+01, 2.895048500172714867e+01, 4.354726024192156331e+01, 6.538975701308469013e+01, 2.360822962239064537e+01, 3.729882975314004767e+01, 1.465795536085913753e+01, 2.330001862784427402e+01, 1.608544429119106667e+01, 3.987565173640496852e+01
2.009000000000000000e+03, 7.406340683114230217e+01, 2.246596775754238351e+01, 4.962368390589045219e+01, 4.742465097194549628e+01, 3.272015669739097632e+01, 2.890640520487170306e+01, 4.354149522220208723e+01, 6.543054115245332980e+01, 2.362699786969730553e+01, 3.728041682578172100e+01, 1.449623561405843120e+01, 2.330967164115054402e+01, 1.610045963330931684e+01, 3.989067093412458576e+01
2.010000000000000000e+03, 7.412342237451137805e+01, 2.257536606298913284e+01, 4.961539361563731632e+01, 4.744451167978901651e+01, 3.270008684033395951e+01, 2.897273250844806469e+01, 4.350995510447583570e+01, 6.543647499683240198e+01, 2.364117949962517073e+01, 3.725634415497296459e+01, 1.449630446025526354e+01, 2.329858971286693858e+01, 1.611119656985133020e+01, 3.988676789009957702e+01
2.011000000000000000e+03, 7.421263076752647692e+01, 2.262406472660926582e+01, 4.959874468842796347e+01, 4.743193353196627982e+01, 3.270269428541661938e+01, 2.909337067075241023e+01, 4.353956527414289468e+01, 6.544096503079995841e+01, 2.364278481846362823e+01, 3.725688257438855544e+01, 1.454580009499233562e+01, 2.329609491682279554e+01, 1.609477339418237207e+01, 3.987955655119273501e+01
2.012000000000000000e+03, 7.430743742645718442e+01, 2.266705779086725059e+01, 4.954973358345451118e+01, 4.740579087006249637e+01, 3.270713387919158066e+01, 2.907498502685350061e+01, 4.353096057654766327e+01, 6.551930053649456909e+01, 2.366878379366654883e+01, 3.726589875176716049e+01, 1.441271858473316847e+01, 2.330873488896401824e+01, 1.608581902556739252e+01, 3.987266345626906627e+01
2.013000000000000000e+03, 7.440144995555800733e+01, 2.259145977926297633e+01, 4.951193780277709777e+01, 4.740308559716019943e+01, 3.270755180971521270e+01, 2.898099315861544412e+01, 4.351005359454075005e+01, 6.566400082227994517e+01, 2.367668277750799888e+01, 3.724972904948127450e+01, 1.427234002728057405e+01, 2.331317638120318136e+01, 1.608923729150808768e+01, 3.989203294801951927e+01
2.014000000000000000e+03, 7.441548535039568435e+01, 2.246306569640366035e+01, 4.946081884051753974e+01, 4.740618107247279767e+01, 3.270652442376524505e+01, 2.891725349005326962e+01, 4.352736382987006181e+01, 6.553038572098132875e+01, 2.367450647026615229e+01, 3.721712979681258560e+01, 1.445605149517669297e+01, 2.331002758094748728e+01, 1.607814606615986719e+01, 3.991561030546030509e+01
