year, UKESM1-0-LL, GFDL-ESM4, MPI-ESM1-2-LR, MIROC-ES2L, CNRM-ESM2-1, CMCC-ESM2, CESM2-WACCM, CanESM5
1.964000000000000000e+03, 1.590938137286006219e-09, 2.198819752576529867e-09, -6.911166140670830655e-10, 5.681585444817480424e-10, 3.943235337007649573e-10, -2.755919540942740794e-09, -1.135390477437725141e-09, 3.367118292709262679e-10
1.965000000000000000e+03, 1.494205088750602620e-09, 5.178578371080144537e-10, -7.808897559482514442e-10, 6.208164028321746238e-10, 5.808951293989292581e-10, 6.353954174448731738e-10, 2.526267257343795046e-10, -7.795458250619859934e-10
1.966000000000000000e+03, -2.289638969346449693e-09, -1.813976430189676025e-09, -7.027201663337564007e-11, -9.086681324645541015e-10, 5.267853288196672812e-11, 2.482896942946630542e-10, -4.491479346656697764e-10, -1.371980884084583581e-09
1.967000000000000000e+03, 7.637434718120115526e-10, -2.631681931378219664e-09, -1.600025636513491539e-09, -3.479297323986678981e-10, -5.327834779649230948e-10, 5.691962031368519456e-09, -4.050227112298527953e-10, -3.097920800467889891e-10
1.968000000000000000e+03, 7.170508718898281834e-10, 3.927058230198059668e-10, -1.161089621127682231e-09, 7.286764922197200331e-10, 4.716558843994549578e-10, -1.185707321596297372e-09, -6.133821277415239396e-10, 3.454933035722157477e-10
1.969000000000000000e+03, 1.050745319092526364e-09, 1.905167531745386565e-09, -2.700812583975099752e-11, 7.791090301141112529e-10, -1.579104246126275934e-09, -4.673040119491040672e-09, 5.536120319425581469e-10, -1.670181307355169049e-10
1.970000000000000000e+03, -7.027666878177190628e-10, 6.763233689391263021e-10, 2.479758071934783943e-10, -8.571519944503017534e-10, 4.542719078896158120e-10, 3.241388295002582526e-10, 6.423872491118079349e-10, 2.877672115792466698e-10
1.971000000000000000e+03, -2.790962861120589195e-10, 6.476505736296987073e-10, -1.360405530413392095e-10, -1.973507906171346132e-10, 6.055446979073779192e-10, 2.134973540722745929e-09, 8.739076515682410319e-11, 4.682649558384081850e-10
1.972000000000000000e+03, -8.027156874091220766e-10, -3.433324868648514545e-09, -6.899835303922189970e-10, -1.965778133700785952e-10, 5.249580108675798461e-10, 1.163834054705105223e-09, -1.079021583205242641e-09, 4.014066197432717793e-10
1.973000000000000000e+03, 1.113602847143156226e-09, -1.682986830956250917e-09, -7.067172234184432421e-10, 2.572348516886231445e-10, -1.697060724297599121e-09, 1.479549140594987725e-09, -1.480561254726205503e-09, 2.715409057598603883e-10
1.974000000000000000e+03, 8.130230852456143689e-10, 3.229655918826188332e-09, -3.681680266738513297e-10, 2.380489755023966794e-10, 6.334473357543174134e-10, -4.276178983691933740e-09, 4.848327567514370109e-10, -9.879555902209463201e-10
1.975000000000000000e+03, 1.612197208293720221e-09, 3.853461745702705509e-09, 2.487881964434861583e-10, -3.279618015341376344e-10, 7.291979429922889267e-11, -1.287229396260455546e-09, 6.057632275053332883e-10, -9.323014347364820311e-10
1.976000000000000000e+03, -1.112239166176912555e-09, -1.187488750096700739e-09, 6.324675506016628811e-10, -1.118587673664914200e-09, 7.979987802173337224e-10, 9.853992620355392251e-10, -1.956638855471136325e-10, -4.264251347565797553e-10
1.977000000000000000e+03, -5.766337540167038904e-11, -1.602071463253903661e-09, 2.086405696222828583e-10, -1.607940985201046171e-10, -8.451252974527623484e-10, 5.051472756382644698e-10, -2.663517108044609417e-10, -4.704815459880253336e-10
1.978000000000000000e+03, -1.211614147412800517e-10, -3.380114277120995566e-10, -2.661534115168082210e-10, 2.866532618750088956e-10, 2.662978922998101641e-10, -2.203554234541263263e-09, -6.882442285751114128e-10, -3.911835266792505462e-10
1.979000000000000000e+03, 7.545792440297736649e-11, 6.360451960118826911e-10, 1.268652880110218059e-09, -8.070971790725270056e-11, 6.839890048245540831e-11, -1.367287838547538295e-10, -3.626378542915134046e-10, 8.857567910284644889e-10
1.980000000000000000e+03, -2.851559372420896585e-10, 2.980278349318513875e-09, -8.371987833710069871e-11, 1.799502821625797815e-11, 6.260670789756555220e-10, -8.970858618687135154e-10, 7.560198210965494619e-10, 8.331414758053157828e-10
1.981000000000000000e+03, 1.643765528469502189e-09, -2.895600977497415134e-09, 1.263565952234781001e-09, -8.599601575593533362e-10, -1.495835246046344742e-10, -9.386593199742899997e-10, -2.508243577249846808e-09, 3.081110407765010810e-10
1.982000000000000000e+03, -5.512140984853335187e-10, -2.591147312886384607e-09, 2.018395555276509448e-10, 4.888857330823204234e-11, 2.052787582482738742e-10, 3.730377742970933485e-10, -9.037610465158549930e-11, -9.624606299122073075e-10
1.983000000000000000e+03, 6.801967219861946096e-11, 1.035988681590411861e-09, 5.695031462911677870e-11, 5.562090728547201097e-10, 4.419719139102433876e-10, 2.294973016235975624e-09, 4.992967681179564910e-10, 6.487505157309729437e-11
1.984000000000000000e+03, -3.410015055229067170e-10, 1.913946076069829375e-10, -1.567289733563758063e-10, 1.407672376051764483e-10, -1.146279758215689256e-10, -3.102002891737440031e-09, -1.854653035753404143e-09, 4.795418039645861363e-10
1.985000000000000000e+03, 1.616426188926316211e-09, 3.339369095487004674e-10, -4.610531490763742601e-10, 1.750921672319149516e-10, 1.986780674117970382e-10, -3.169269782375926185e-09, -5.314007106665593059e-10, 1.248886368322641062e-09
1.986000000000000000e+03, 1.211299977158431015e-10, -9.180253060977665444e-10, -1.211345114614326743e-10, -3.913819895008173560e-10, 5.466275280774907433e-11, 1.364391218158498608e-09, 7.940620647478996918e-10, 6.305925775891075617e-10
1.987000000000000000e+03, -9.464969409015902707e-10, 8.387442653871600408e-10, -3.258481228311110706e-10, 3.456699726172671084e-10, 7.170874913304971006e-10, 1.711610894389015244e-09, 3.005147195496457181e-10, 1.499788216026723881e-10
1.988000000000000000e+03, 8.167969223001839799e-10, 8.124364623109487479e-10, -7.753515331825738987e-10, 4.188816312393558481e-10, -6.612387231346134620e-11, -6.134854433794134835e-10, -1.175055730518607582e-09, -5.959114146407979916e-11
1.989000000000000000e+03, 1.252919849531631317e-09, -1.895158409082940474e-09, -2.355608707303840376e-11, 9.067424367115995625e-12, 3.030453634517396128e-10, 1.854213418525635380e-10, -4.878782764804833551e-10, -6.850420840463264390e-10
1.990000000000000000e+03, -2.459966030274807113e-10, -4.113729637068167992e-09, 1.897062398948820276e-10, 3.890663284329863284e-10, -5.334134337920884386e-10, 2.662611988665260789e-10, 4.249886344263898121e-10, 1.232497866342039835e-10
1.991000000000000000e+03, -1.703817539432554118e-09, -2.276787715289357920e-09, -6.352775313760372423e-10, -7.147345520677094515e-10, 4.515381524039456825e-10, -3.481520918901480316e-09, 3.879494604510046810e-10, -1.505520642261799390e-09
1.992000000000000000e+03, 2.003484282603072281e-09, 3.349295562436279833e-09, -9.462020211304248211e-10, 9.346159881054738616e-10, 7.103314262423236464e-10, 1.457414728854825325e-09, -1.058959028615992886e-09, 1.264829872819929644e-10
1.993000000000000000e+03, 2.173079974715377179e-09, 1.242431916731282374e-09, -1.779609177757343774e-10, 1.398709064864595387e-09, 6.228942585668230037e-10, 7.205571232593414568e-11, 3.285222674453611925e-10, 8.456708631694905997e-11
1.994000000000000000e+03, -2.279560128450573558e-09, -1.782758361152384901e-09, -1.967052678868900762e-10, 7.661257996498523017e-10, 1.097284917869288576e-09, -2.671169590315133917e-09, 1.196627823519570830e-09, 2.964998993594158539e-10
1.995000000000000000e+03, 3.865040793024798834e-10, -4.275886486685128583e-10, 2.468343175548839669e-09, 1.004335565667717417e-09, -2.531330117110217028e-10, -1.363224808558980542e-09, 1.395306585553781756e-10, 5.303698631926654912e-10
1.996000000000000000e+03, 1.868694318855863472e-10, 3.585275225332967367e-10, 8.903504576323253776e-10, 1.265998018596934013e-09, -3.791263202469854249e-11, 1.405263026356139554e-09, 7.340589282888487277e-10, 3.309246011997261124e-10
1.997000000000000000e+03, -3.883570157830902633e-10, 3.797502645735810514e-10, -6.895034948682516400e-10, -2.643677287550697671e-10, -1.061810300944070094e-09, 4.048960379324226199e-10, -6.224768122772259378e-11, -2.790896254827533581e-10
1.998000000000000000e+03, -1.917046754639180283e-10, 3.475861256020333113e-10, 3.716378057379001802e-10, 3.465056852239496232e-10, 9.880972732807149091e-10, -5.995786907994905013e-10, 7.442811117938201753e-10, 1.424704940495478224e-10
1.999000000000000000e+03, -1.081092413218163564e-09, -9.407014291898370043e-10, 9.452376804795289466e-10, 1.263999162345512771e-09, 1.043565927609927599e-09, -4.352055578248694572e-09, 1.344363486522754941e-09, 7.671965901450507800e-10
2.000000000000000000e+03, 1.323820221713492058e-09, -5.775557142993602968e-10, 2.070254677146856861e-10, 7.617161655259336444e-10, 1.103300241154548677e-10, 7.069322863815248016e-10, -6.694884801089577631e-10, -3.542812785218555479e-10
2.001000000000000000e+03, 7.771233141056593348e-10, -2.686606376110990182e-09, -3.255633533798207885e-10, 8.007747695232547302e-10, 1.881182362988164130e-11, 4.625520533895061209e-09, -1.338089928000308629e-09, -1.567547013970644730e-10
2.002000000000000000e+03, -2.211363196170285585e-09, 1.508903099630770807e-10, -3.211151972344370588e-10, 3.121305246680875737e-10, 2.137625592472414923e-09, 3.465024609272439184e-11, 7.919678266709679465e-10, -3.698998780671421769e-10
2.003000000000000000e+03, 4.610270780495410261e-10, 5.051433719187658827e-10, -9.315305727152801696e-10, 2.966841955573354023e-10, -7.781693632696263322e-10, -3.369894469345732075e-09, -1.464359223515086577e-09, 1.831762502668711884e-10
2.004000000000000000e+03, -4.249874391717964425e-10, -3.074709934521027523e-09, -6.590417343991779627e-11, 9.224972795419908967e-11, -9.391592947185153531e-10, -4.215446319036321767e-10, -4.845749130176887397e-10, 1.443721316239789076e-09
2.005000000000000000e+03, 8.352133298885220064e-10, 7.731169700023893731e-10, 4.831906813545922045e-10, -7.355099837932184619e-10, 9.791128960387127349e-10, -4.712783691119659225e-11, 4.930857902355280599e-10, -2.614551958995629936e-10
2.006000000000000000e+03, -1.491950932269411792e-09, 7.652806331927846939e-10, -8.971303434052415328e-12, 1.031716094114219128e-09, -2.538875890336606279e-10, 1.868142552160879182e-09, 4.577065791705096717e-10, 5.041939210223964589e-10
2.007000000000000000e+03, 8.052628466806483278e-10, 9.385253081484964665e-10, 2.179706699754714423e-10, 9.882211039348684623e-10, -9.321186752633359201e-10, 1.654264365487007692e-09, -6.711062356555096688e-10, -2.589789817802886938e-10
2.008000000000000000e+03, -4.250838746246272361e-10, -6.086187035729824739e-10, 4.407845038338993583e-10, 3.129992841836303529e-10, -1.259633974073816154e-09, -6.630862231719438419e-10, -2.876016404690573004e-09, 4.392173068541308213e-10
2.009000000000000000e+03, 4.475474756155799969e-10, -2.074197486889784683e-09, -5.373960182153368162e-10, -3.724543546461344643e-10, 1.040848331152954513e-09, -2.184392531416838010e-09, 2.823281444364600510e-10, -3.426011014680470897e-10
2.010000000000000000e+03, -2.960789395999075839e-10, -2.204038579365028248e-10, -7.251093709131036648e-10, -8.106551549035348141e-10, -5.912952210820401514e-10, -5.664464585842866933e-12, -1.894158879105871914e-09, -2.244710106171828877e-09
2.011000000000000000e+03, -5.187466700258759113e-10, 4.041689490271015834e-10, -5.597137917174096057e-10, -1.794689377534726439e-10, -3.717481398067881038e-10, 2.637272472292944632e-09, -8.647625704058671197e-10, -1.059550325263146653e-09
2.012000000000000000e+03, 6.649079386239929684e-10, -3.270305720256762664e-09, -9.392510165663044482e-10, -5.969595140638892687e-12, 4.423922358135382728e-10, 3.563168106160020975e-11, -4.638591976440403530e-10, -1.420381383171570275e-10
2.013000000000000000e+03, 8.932410876953509481e-11, -7.661382697046984341e-10, -1.040999169243895965e-09, -1.061729015031324212e-10, -3.203055100576127771e-10, -3.277748003338911608e-09, -8.485484893959676175e-10, -5.341936813302824567e-10
2.014000000000000000e+03, -2.973582814910010412e-09, 2.018077849988463169e-09, 4.913106960841911362e-10, -1.604748420148029976e-10, -5.202853116258304872e-10, -5.410978394393166290e-10, 5.067940447547054225e-11, -5.524153785452042006e-10
