year, MIROC-ES2L, GFDL-ESM4, IPSL-CM6A-LR, INM-CM4-8, MPI-ESM1-2-LR, CNRM-ESM2-1, ACCESS-ESM1-5, EC-Earth3-Veg, INM-CM5-0, CanESM5, NorESM2-MM, CMCC-ESM2, UKESM1-0-LL, TaiESM1, CESM2-WACCM, NorESM2-LM
1.924000000000000000e+03, 2.424021558704940293e+00, 3.750825621031758317e+00, 2.799237151554403891e+00, 2.587149971582209496e+00, 3.827616319543868606e+00, 2.865615939431936710e+00, 1.931220912102806553e+00, 4.050421843726508264e+00, 2.541248184544790067e+00, 2.810641793553901202e+00, 3.137796158341467745e+00, 4.443083303339943946e+00, 4.165625775259896635e+00, 3.129598806021530955e+00, 3.100360573216610849e+00, 2.547273641445313430e+00
1.925000000000000000e+03, 2.413697470804053946e+00, 3.959314475296140223e+00, 2.714214019303561098e+00, 2.572913327572526665e+00, 3.958322748636091237e+00, 3.000234530049709303e+00, 1.898947180228515164e+00, 4.051859521317476620e+00, 2.552118077077161651e+00, 2.863675969235417451e+00, 3.164183304600312496e+00, 3.988094343856122492e+00, 4.170827600999607476e+00, 3.752418218544189443e+00, 3.028134578996861226e+00, 2.520989259286147366e+00
1.926000000000000000e+03, 2.406947242400433229e+00, 4.021532011858980127e+00, 2.755415581280234338e+00, 2.567768458658271857e+00, 3.850182374686847542e+00, 2.950395481858023583e+00, 1.872794490610629303e+00, 3.893459328606931891e+00, 2.540820321242127200e+00, 2.878975204119004871e+00, 3.178218806107627081e+00, 3.697744141700835652e+00, 4.158166444481718571e+00, 4.427244714447474472e+00, 3.089521971646609799e+00, 2.608882596709967583e+00
1.927000000000000000e+03, 2.411694753934442659e+00, 3.847694615056701295e+00, 2.802552820741875728e+00, 2.586196872244435507e+00, 3.870060246539552828e+00, 2.856792036475372498e+00, 1.856891622671331898e+00, 3.970039433929458461e+00, 2.554173902534625729e+00, 2.923120018494206107e+00, 3.117535608745776621e+00, 3.544147691435039160e+00, 4.174433785530846208e+00, 4.084596229846329862e+00, 3.134170474999389278e+00, 2.566569752962116979e+00
1.928000000000000000e+03, 2.424362060138923081e+00, 3.709265985946535782e+00, 2.797379051726233801e+00, 2.592135824909524544e+00, 3.734332023334810291e+00, 2.727081140807497306e+00, 1.918735910854717286e+00, 3.855431705514218876e+00, 2.533332501608092091e+00, 2.883648369793696986e+00, 3.101056174567834667e+00, 3.321514794280818972e+00, 4.155547567793828279e+00, 3.338474566473337291e+00, 3.089548856349123795e+00, 2.562659086360373095e+00
1.929000000000000000e+03, 2.422869809144617914e+00, 3.862760095313082509e+00, 2.741766368061808290e+00, 2.564892197419622821e+00, 3.903824167136108692e+00, 2.885811902496425940e+00, 1.956013063585560818e+00, 3.905373021834854796e+00, 2.474032798992125137e+00, 2.755965655899268008e+00, 3.124700703715907579e+00, 3.597601183778765588e+00, 4.151509197297138520e+00, 3.826473377540445142e+00, 3.111773047201548792e+00, 2.625017514526712947e+00
1.930000000000000000e+03, 2.416418710220262334e+00, 3.871343832747647706e+00, 2.626851888489676767e+00, 2.555710517248860114e+00, 4.042110399101830787e+00, 2.933095897220850734e+00, 1.925582710430387312e+00, 3.879515695960058075e+00, 2.550531505890877959e+00, 2.879419780914709293e+00, 3.102087703362748528e+00, 4.086663184621743383e+00, 4.148711936497670116e+00, 4.069628716770085752e+00, 3.106944874343211538e+00, 2.558153455679557098e+00
1.931000000000000000e+03, 2.398434687428481205e+00, 3.861756155002085578e+00, 2.791632675465608671e+00, 2.588464517749564653e+00, 4.029889225004030351e+00, 2.915155953554350088e+00, 1.851299576378573120e+00, 4.004889977302638293e+00, 2.540455403746401331e+00, 2.974473693622067039e+00, 3.001455948978894117e+00, 3.524496302675826698e+00, 4.152908778462248485e+00, 3.544963767561258638e+00, 3.092203133149482142e+00, 2.572335575216785575e+00
1.932000000000000000e+03, 2.412688060711110527e+00, 3.547678699058065988e+00, 2.832045702793044128e+00, 2.585938448303254589e+00, 3.972462721257945528e+00, 2.795157581280772963e+00, 1.859424923012990671e+00, 3.920840721023638231e+00, 2.569395900547477130e+00, 2.970831485997699861e+00, 3.003440329491013916e+00, 2.996657157325509413e+00, 4.138192148663743630e+00, 3.953228316196484737e+00, 3.035520135095217675e+00, 2.571220741575762414e+00
1.933000000000000000e+03, 2.414293337709722209e+00, 3.865390924188762956e+00, 2.765096914095533709e+00, 2.581838999866701290e+00, 3.873096136781950971e+00, 2.734087029366726096e+00, 1.922937123765233736e+00, 3.950674994762557013e+00, 2.581098196146367929e+00, 2.910752251361213183e+00, 3.040255502849460889e+00, 3.528179018226003993e+00, 4.151469674924373798e+00, 4.226975865775236763e+00, 3.082942501560571813e+00, 2.543168744471199894e+00
1.934000000000000000e+03, 2.407813789643006519e+00, 4.071694764699086200e+00, 2.637424791762890131e+00, 2.577999480391227838e+00, 3.713923532130723792e+00, 2.937200088584734914e+00, 1.891376851264734427e+00, 3.892156202047980074e+00, 2.539411804753547663e+00, 2.935131037151895494e+00, 3.113913796693597025e+00, 4.235817272221650498e+00, 4.145521728396033723e+00, 3.721860726637627348e+00, 3.135659529657245592e+00, 2.573287837165449510e+00
1.935000000000000000e+03, 2.400202710581726961e+00, 3.765648053318123356e+00, 2.790509069258500396e+00, 2.550436952695019244e+00, 3.835297087269743610e+00, 2.776571027999631180e+00, 1.833635586778393334e+00, 3.865096488838433597e+00, 2.530842209045292446e+00, 2.888197208135900418e+00, 3.039266814197323363e+00, 4.168033293051512267e+00, 4.144160097405606535e+00, 3.988260858498211103e+00, 3.173535872020648352e+00, 2.630750618670584462e+00
1.936000000000000000e+03, 2.394181521138891711e+00, 3.692606165596502343e+00, 2.871695363213023544e+00, 2.588180668653820238e+00, 3.889024721209428215e+00, 2.825905632325102612e+00, 1.898228616551359771e+00, 3.940834436250375994e+00, 2.576175722457462403e+00, 3.064891938688348194e+00, 3.088076814241894841e+00, 3.370924502085145491e+00, 4.153059556680351427e+00, 3.993422957384815675e+00, 3.024518572540963124e+00, 2.526823193824404346e+00
1.937000000000000000e+03, 2.391936413742663969e+00, 3.698534086145023991e+00, 2.733546901115740280e+00, 2.576823347644732198e+00, 3.927334791218783483e+00, 2.821427786251204051e+00, 1.839416835950763884e+00, 3.900516048557591819e+00, 2.532164107896092808e+00, 3.012024471484338939e+00, 3.133979427771294901e+00, 3.183609882545772152e+00, 4.149887345585107745e+00, 3.599724114790990637e+00, 3.036635997341065263e+00, 2.554546597578608580e+00
1.938000000000000000e+03, 2.377069779017730422e+00, 3.772782061632553585e+00, 2.674774735801244585e+00, 2.573750074710616786e+00, 3.779710657453192457e+00, 2.939124523367494302e+00, 1.886598445104498145e+00, 3.814034205691091639e+00, 2.541252946497659426e+00, 2.997164869073266846e+00, 3.050742673689291529e+00, 3.728765087916486642e+00, 4.155371190082378874e+00, 3.889344096542071583e+00, 3.113917462620964027e+00, 2.673953191535281437e+00
1.939000000000000000e+03, 2.373739868857362101e+00, 3.764058455822464122e+00, 2.755555257452336093e+00, 2.553346603969698148e+00, 3.967576878222658809e+00, 2.847317512787989724e+00, 1.885934520878687959e+00, 3.793834683124980511e+00, 2.508860139694055746e+00, 2.848910781253687130e+00, 2.987444880715617312e+00, 3.834112060090031360e+00, 4.152712647658217016e+00, 4.277870264851975080e+00, 3.090111949382186918e+00, 2.607579912394931920e+00
1.940000000000000000e+03, 2.387392185585015092e+00, 3.641673755333429074e+00, 2.857216437485055938e+00, 2.543753594650210115e+00, 3.696127328183601346e+00, 2.957229710911071674e+00, 1.928813980745228474e+00, 3.759495088175780264e+00, 2.518390411735895285e+00, 2.866804951506877863e+00, 3.025494211531147393e+00, 3.175733214733849508e+00, 4.148688548619481331e+00, 3.860571774917111565e+00, 3.118139139765597978e+00, 2.561225961028065878e+00
1.941000000000000000e+03, 2.392391476033910003e+00, 3.767465794445496563e+00, 2.833785405249327205e+00, 2.594936601004727450e+00, 3.679788947078985295e+00, 2.873103599497730531e+00, 1.863893727841895442e+00, 3.837641900812089446e+00, 2.514599817917502200e+00, 2.870908347617734169e+00, 3.004967189172836228e+00, 2.881978693419344761e+00, 4.148801723024003962e+00, 4.036230830084901022e+00, 3.099934904149710402e+00, 2.489517079345516137e+00
1.942000000000000000e+03, 2.379407416972907807e+00, 3.877764693825085374e+00, 2.613586351787339890e+00, 2.572035562655459184e+00, 3.440834281830177144e+00, 2.835938608409400263e+00, 1.895091056409060171e+00, 3.905106544049178563e+00, 2.529570300300846952e+00, 2.948648364653273735e+00, 3.016799009686332855e+00, 3.451743611348045970e+00, 4.144558600903238244e+00, 4.286207736332098506e+00, 3.114926333485334986e+00, 2.521404441999395285e+00
1.943000000000000000e+03, 2.374318387912238038e+00, 3.710348809109761170e+00, 2.666933782447214352e+00, 2.573885565647311413e+00, 3.666746351975820328e+00, 2.996902441884016444e+00, 1.971798990486790748e+00, 3.785806316876004551e+00, 2.538914198101969166e+00, 2.925537823199039877e+00, 3.036862472365461141e+00, 4.204998985329244654e+00, 4.144885130982191690e+00, 3.898466762108121486e+00, 3.081561778401977758e+00, 2.590495964492023795e+00
1.944000000000000000e+03, 2.361392859314968007e+00, 3.752241926261878469e+00, 2.808753157458500738e+00, 2.579710423605106495e+00, 3.936381464893011994e+00, 3.014217258902468721e+00, 1.911541191874600587e+00, 3.952399920121313581e+00, 2.560528582089701466e+00, 2.794836444268265829e+00, 3.053202310440642275e+00, 4.295385849774016940e+00, 4.135414108061336691e+00, 3.849307429447576201e+00, 3.008698020147473340e+00, 2.622924050494536807e+00
1.945000000000000000e+03, 2.374858834066150060e+00, 3.969306040075412767e+00, 2.863560478323274872e+00, 2.570511151174282194e+00, 3.883362900422128394e+00, 2.967376845861320334e+00, 1.834349749458468626e+00, 3.874704196068930795e+00, 2.553090857393611302e+00, 2.893829359437471993e+00, 3.072048283876047670e+00, 4.123309040990375429e+00, 4.145280325328267068e+00, 4.149105539624166283e+00, 3.051293011333845673e+00, 2.616747637929576875e+00
1.946000000000000000e+03, 2.374780768898981709e+00, 3.924145095923373461e+00, 2.766644347620351052e+00, 2.584905432694733385e+00, 3.774732480772864385e+00, 2.939530854179770891e+00, 1.824617720620007821e+00, 3.846492497984837389e+00, 2.550893108090053651e+00, 2.767854545874176786e+00, 3.078912323937273321e+00, 3.679004127697305115e+00, 4.148271486315500134e+00, 4.459318979277214545e+00, 3.142574351041684810e+00, 2.561250466727121644e+00
1.947000000000000000e+03, 2.368810905453187843e+00, 3.745056646500150244e+00, 2.783333735864455427e+00, 2.577645850201504718e+00, 3.817673125962538272e+00, 2.739490034433234467e+00, 1.885554606505325914e+00, 3.928974617629873656e+00, 2.506567201873391326e+00, 2.777328347250580087e+00, 3.042583937728316368e+00, 3.435694406850252403e+00, 4.129693620371615914e+00, 3.793280601500159221e+00, 3.182953927676035466e+00, 2.605336539461340362e+00
1.948000000000000000e+03, 2.352460852953817572e+00, 3.712978059781428364e+00, 2.794216061236055371e+00, 2.570783407880642191e+00, 3.963160816081472415e+00, 2.836845161872010745e+00, 1.926387950853833519e+00, 3.874570198082910810e+00, 2.541521274660934804e+00, 2.823234059897155035e+00, 3.029662521997602553e+00, 3.727495850882875494e+00, 4.129167597898993236e+00, 3.236055716443352104e+00, 3.179841411506205695e+00, 2.531834665577328281e+00
1.949000000000000000e+03, 2.347609670910631774e+00, 3.717496981569487602e+00, 2.768357340281531798e+00, 2.582840820315661201e+00, 4.030415689294581050e+00, 2.743516442089937613e+00, 1.831134228953605225e+00, 3.815277884916613349e+00, 2.546726344836415912e+00, 2.806342179964528949e+00, 3.027862344760040347e+00, 3.724039621099061836e+00, 4.134674514971407255e+00, 3.796242243525171922e+00, 3.166445336072884142e+00, 2.525684724603217468e+00
1.950000000000000000e+03, 2.346679631975711278e+00, 3.548323365242928684e+00, 2.876530819637165948e+00, 2.565882683819928900e+00, 3.824253955318363207e+00, 2.790082332567938916e+00, 1.908000450573015927e+00, 3.776719803585096624e+00, 2.525437570276944044e+00, 2.803634577389616300e+00, 3.040989248389974531e+00, 3.715063057373369837e+00, 4.148247711214155586e+00, 4.469631307810356446e+00, 3.001604666126969079e+00, 2.540158016075686920e+00
1.951000000000000000e+03, 2.353783632217651522e+00, 3.822996275010698941e+00, 2.794276571779680474e+00, 2.528202304448414761e+00, 3.677886512966075383e+00, 2.807862978058974779e+00, 1.907801606580119103e+00, 3.866510678168578075e+00, 2.494137365226218428e+00, 2.821320542441826174e+00, 2.992633028817221597e+00, 3.845500750361952935e+00, 4.145679125035039547e+00, 3.894721757911173032e+00, 2.969512532176069808e+00, 2.542670280613080980e+00
1.952000000000000000e+03, 2.329112800436595077e+00, 3.705455735765661895e+00, 2.715184136054138442e+00, 2.566297941191151732e+00, 3.607501796718617815e+00, 2.977118361747361330e+00, 1.813360395333851960e+00, 3.785779966244641859e+00, 2.533648676184885762e+00, 2.776168367525811309e+00, 2.909436929881674239e+00, 3.678881402811839951e+00, 4.138639538327512746e+00, 3.184141634697202683e+00, 2.936554794761180531e+00, 2.544222612963833008e+00
1.953000000000000000e+03, 2.330072733018186959e+00, 3.549236395888241802e+00, 2.604344589794074238e+00, 2.580789018226886000e+00, 3.768426093587760484e+00, 2.992885755281030402e+00, 1.892292470105917168e+00, 3.793892727376400487e+00, 2.575174067530214828e+00, 2.953493703891109323e+00, 2.949526789134214066e+00, 3.703033482755360595e+00, 4.136651120159694273e+00, 3.721967267609132879e+00, 2.950961929711890974e+00, 2.580794897355802142e+00
1.954000000000000000e+03, 2.329424128912414460e+00, 3.772822318047747370e+00, 2.813514686544523968e+00, 2.559801430209904360e+00, 4.033338173450601971e+00, 2.796917060179875847e+00, 1.844001074065768186e+00, 3.835491885677406732e+00, 2.545315704049581296e+00, 2.864788901598916748e+00, 2.977450696406140906e+00, 3.676817528726045836e+00, 4.114912221177827512e+00, 4.443471514174587078e+00, 3.057259653936400312e+00, 2.574766699720760776e+00
1.955000000000000000e+03, 2.325126203927724511e+00, 3.764408236180701195e+00, 2.833800317986034933e+00, 2.602797999943363472e+00, 3.958121093969021675e+00, 2.838641537873045184e+00, 1.778335464681775724e+00, 3.746869320052963914e+00, 2.523167005584407985e+00, 2.808217430730219455e+00, 2.966569671528924257e+00, 3.572756182736708475e+00, 4.117888048025752035e+00, 3.997012631133171734e+00, 3.084396940300848211e+00, 2.539619741612944015e+00
1.956000000000000000e+03, 2.312816001125278742e+00, 3.805902547451044615e+00, 2.769008059653712994e+00, 2.577749633801341478e+00, 3.859539924094280483e+00, 3.003011624463159723e+00, 1.911788852787110082e+00, 3.821355402041546334e+00, 2.544107730383252886e+00, 2.839116702631037548e+00, 3.004872021592412512e+00, 3.754778163369029809e+00, 4.127588240932814401e+00, 3.592543548830783529e+00, 3.081856195918385222e+00, 2.408706763989750144e+00
1.957000000000000000e+03, 2.329343356898209372e+00, 3.883438010546689245e+00, 2.778721574415905948e+00, 2.583340119183917150e+00, 4.027653463745015650e+00, 2.893783499771533485e+00, 1.975614158794927855e+00, 3.710394374181562149e+00, 2.529674158654614313e+00, 2.767565994292924714e+00, 2.994416988255887091e+00, 3.905784862822649472e+00, 4.115483468767679121e+00, 3.723148597908402468e+00, 3.004821570854438573e+00, 2.461098485738521191e+00
1.958000000000000000e+03, 2.340463919604936383e+00, 3.638081648299416937e+00, 2.691695729462627806e+00, 2.545852108276662307e+00, 4.035588428031513963e+00, 2.757231789517079701e+00, 1.971645070983552683e+00, 3.742540733021795685e+00, 2.500364187516445291e+00, 2.841788850493150775e+00, 3.016290966098262416e+00, 3.457507964752912777e+00, 4.107093063590097515e+00, 4.220164308010375009e+00, 2.953300931493770598e+00, 2.548441686136570627e+00
1.959000000000000000e+03, 2.317904387024094959e+00, 3.622846189478255763e+00, 2.815430696185655890e+00, 2.594597700317002431e+00, 3.746245266637782123e+00, 2.886655425644160111e+00, 1.902769913765739007e+00, 3.751747728717378383e+00, 2.527227985823120360e+00, 2.960830085044107829e+00, 3.004230674713632698e+00, 3.416274465292914009e+00, 4.111711270301233512e+00, 4.241295603985260065e+00, 3.009889192212476416e+00, 2.497952759221045316e+00
1.960000000000000000e+03, 2.303674198960586672e+00, 3.623285275820789852e+00, 2.753244439505164287e+00, 2.574097532643892183e+00, 3.488457855468106050e+00, 2.889087474828602620e+00, 1.943763892098293367e+00, 3.827964655640602842e+00, 2.561483755251900529e+00, 2.782342334788592275e+00, 2.968543688838959582e+00, 3.912805575689275006e+00, 4.114809037612766396e+00, 4.215698679956558337e+00, 3.064897033110745017e+00, 2.442510102965855801e+00
1.961000000000000000e+03, 2.296710230594432023e+00, 3.675353004830117509e+00, 2.778748900794577370e+00, 2.563480432157541955e+00, 3.575726242695910884e+00, 2.861244470607008150e+00, 1.871275343979791117e+00, 3.758852577695232178e+00, 2.557923227520480847e+00, 2.748194729944448245e+00, 2.926034243470595708e+00, 3.883709231860549504e+00, 4.118095109825280709e+00, 4.093302648731439675e+00, 3.145994431076968745e+00, 2.489656987375433950e+00
1.962000000000000000e+03, 2.301857167226330603e+00, 3.544002439161400009e+00, 2.650003999210262862e+00, 2.567748501041081433e+00, 3.962404945818926549e+00, 2.877849098245393478e+00, 1.838356560087435865e+00, 3.743978290374637030e+00, 2.546116273252338580e+00, 2.821854881776921342e+00, 2.905905342906394129e+00, 3.231469653375911744e+00, 4.096241630877329065e+00, 4.071559611974662651e+00, 3.157939916053977836e+00, 2.509327760312836997e+00
1.963000000000000000e+03, 2.318630114797743058e+00, 3.573993618246691817e+00, 2.700177950158918261e+00, 2.580090998864497553e+00, 3.925821642696954328e+00, 2.872187683129169500e+00, 1.847623030958505330e+00, 3.834219602717861886e+00, 2.554027305404258374e+00, 2.949108015130342153e+00, 2.911646260496885130e+00, 3.118672667345427030e+00, 4.099214631103188289e+00, 4.192477332542408064e+00, 3.161415580237940226e+00, 2.528278495695612804e+00
1.964000000000000000e+03, 2.334781446348459966e+00, 3.828129220313035930e+00, 2.762916504850447819e+00, 2.595563095397543041e+00, 3.717740936378467698e+00, 2.929787381868124818e+00, 1.848945723795758722e+00, 3.735669114465549168e+00, 2.556291637298992114e+00, 2.815899327662485074e+00, 2.986874540506777809e+00, 3.826226177951923990e+00, 4.097106387847012421e+00, 3.949499845398863229e+00, 3.085186594813321470e+00, 2.576376243555681178e+00
1.965000000000000000e+03, 2.339746386746999640e+00, 3.843673733999007247e+00, 2.756292438784520904e+00, 2.584378583027188370e+00, 3.740512408459156113e+00, 2.989082029539297469e+00, 1.916788795072083662e+00, 3.793492831472417670e+00, 2.569607856234635612e+00, 2.710159427403723953e+00, 3.066386498819758444e+00, 4.255966047583971346e+00, 4.091520496541659391e+00, 3.714200221997460805e+00, 3.032372349322650429e+00, 2.628932393288725855e+00
1.966000000000000000e+03, 2.347011667231595933e+00, 3.683294940032600717e+00, 2.751587997310350975e+00, 2.586402148919648258e+00, 3.807570221030785351e+00, 3.033458158895887546e+00, 1.927073402821994463e+00, 3.777490976550320401e+00, 2.567118046654550678e+00, 2.690172329624926473e+00, 3.097997422824027236e+00, 4.225075010782918028e+00, 4.089276905300409659e+00, 4.047133408429101742e+00, 3.069777300101808937e+00, 2.598795409617788099e+00
1.967000000000000000e+03, 2.369589741605337085e+00, 3.466767990183685644e+00, 2.737989786037965612e+00, 2.517179141000424281e+00, 3.614953878096504702e+00, 2.952834017326268157e+00, 1.982604358601776529e+00, 3.696252467625245508e+00, 2.542481031666444125e+00, 2.829679873308686311e+00, 3.115462532377674787e+00, 3.393574794961280006e+00, 4.093171241359341295e+00, 4.026014320125005597e+00, 3.044160808058153034e+00, 2.541624680975544504e+00
1.968000000000000000e+03, 2.366341106073667433e+00, 3.599813550184649547e+00, 2.732766252277498253e+00, 2.544475741515102474e+00, 3.660423529632547801e+00, 2.898857408024947180e+00, 1.918723708689026974e+00, 3.771707083871358446e+00, 2.535988762468647018e+00, 2.876529801946638987e+00, 3.193559266517477457e+00, 2.865309922238168827e+00, 4.092106149563589312e+00, 3.739055925167436456e+00, 3.018216894137288442e+00, 2.600254247919570716e+00
1.969000000000000000e+03, 2.346517375493676560e+00, 3.851442936763231017e+00, 2.637925256450703415e+00, 2.572261946152818890e+00, 3.796308814422594491e+00, 2.699945554248773583e+00, 1.848108812188266503e+00, 3.756529926580423062e+00, 2.539845296949124087e+00, 2.828238307150584774e+00, 3.235056137629069628e+00, 3.656873559588739386e+00, 4.083084978526791531e+00, 3.995829272318895509e+00, 3.024579263788553796e+00, 2.597978730611979703e+00
1.970000000000000000e+03, 2.365396054414414362e+00, 3.612079074655547561e+00, 2.751427607342992854e+00, 2.552498764125616049e+00, 3.818188677534582798e+00, 2.765660125547091841e+00, 1.893505567929053779e+00, 3.680212735376654720e+00, 2.521631517986684834e+00, 2.909464859008972670e+00, 3.250354309837267586e+00, 4.500995805505368708e+00, 4.072207350672798043e+00, 3.995045400439467542e+00, 3.125740700061915067e+00, 2.598469799880816389e+00
1.971000000000000000e+03, 2.362454963332993874e+00, 3.828665002701062026e+00, 2.853001691937926854e+00, 2.586495942825457472e+00, 3.768528101706241529e+00, 2.901808046328660406e+00, 1.932815934955845583e+00, 3.806839433634706449e+00, 2.519044184651249019e+00, 2.881395253814494239e+00, 3.214943061625482823e+00, 4.354570574720581178e+00, 4.083288635951290324e+00, 3.536099294811015259e+00, 3.187144620018876218e+00, 2.607623867890371816e+00
1.972000000000000000e+03, 2.351445501741840971e+00, 3.448423470708676053e+00, 2.765285651525199118e+00, 2.598867473502755043e+00, 3.650783563570791479e+00, 2.950316103872845819e+00, 1.850021639102092941e+00, 3.780904693474013367e+00, 2.535648516791736196e+00, 2.954770820865043390e+00, 3.177789875339025460e+00, 3.809951065974405360e+00, 4.066688702646152898e+00, 4.018043783301565419e+00, 3.186307241756781483e+00, 2.589156948493369192e+00
1.973000000000000000e+03, 2.355635391120546984e+00, 3.478707618212094843e+00, 2.680096019929171458e+00, 2.566277258741792355e+00, 3.536581232544451669e+00, 2.789769555173402082e+00, 1.828002166686041541e+00, 3.799096525063691665e+00, 2.514270082053273292e+00, 2.935101329480797272e+00, 3.171053574254752760e+00, 3.183198710224060424e+00, 4.081976288377988205e+00, 4.401905378355739806e+00, 3.096515629911164247e+00, 2.612567749324735455e+00
1.974000000000000000e+03, 2.337106729267496519e+00, 3.828337254238375564e+00, 2.787572750179149850e+00, 2.570561669726274534e+00, 3.720634863487743971e+00, 2.834888259724935189e+00, 1.861255390641228136e+00, 3.707714693009292795e+00, 2.528323484023877299e+00, 2.780363969145563274e+00, 3.131450194871973736e+00, 3.500740773934018613e+00, 4.065746097917581459e+00, 3.651472632531390872e+00, 3.058914803354395584e+00, 2.644572304810159480e+00
1.975000000000000000e+03, 2.337556020997917372e+00, 4.105777010558511186e+00, 2.891221852749690679e+00, 2.597881314757232385e+00, 3.790800611432607603e+00, 2.840426295116312616e+00, 1.952839245312808281e+00, 3.818853366798383941e+00, 2.566877486488542637e+00, 2.781878266858175852e+00, 3.084771651167724560e+00, 4.227302827570713184e+00, 4.070469816289131515e+00, 3.569585721109440613e+00, 3.140451248114439764e+00, 2.682460558776059933e+00
1.976000000000000000e+03, 2.338895468551069001e+00, 3.696199891075435229e+00, 2.787872873853976863e+00, 2.572935357031277626e+00, 3.846783110315781684e+00, 2.916328662323000032e+00, 1.964927753057099880e+00, 3.673688747123517562e+00, 2.543889479867938341e+00, 2.827834561515777612e+00, 3.041905134497731478e+00, 4.306142099662279676e+00, 4.061068808187722645e+00, 3.604624361962867063e+00, 3.223478984430793393e+00, 2.749718167740677011e+00
1.977000000000000000e+03, 2.341974559110832743e+00, 3.683020162056848346e+00, 2.748106063697969947e+00, 2.568545909542008232e+00, 3.807882387578474859e+00, 2.813940111973322722e+00, 1.933095497454373035e+00, 3.705376126491305211e+00, 2.552026262586951422e+00, 2.826693337612563361e+00, 3.066568108019953165e+00, 3.757883281431520839e+00, 4.056951410984441786e+00, 4.259118415292447501e+00, 3.228946110910112743e+00, 2.716095129242942274e+00
1.978000000000000000e+03, 2.340266956464037484e+00, 3.669134732125064247e+00, 2.816783236699601733e+00, 2.579690110959381499e+00, 3.840021844568639597e+00, 2.910964532934914306e+00, 1.976303241381493381e+00, 3.828172026193943811e+00, 2.574811053371319769e+00, 2.858468401294185668e+00, 3.065515740261611111e+00, 3.923712194928185237e+00, 4.063814565153783143e+00, 4.762592865316700674e+00, 3.178272582809282376e+00, 2.690116342878779765e+00
1.979000000000000000e+03, 2.317130487214614565e+00, 3.616627429227154966e+00, 2.777908014216690979e+00, 2.562866973086986189e+00, 3.881284627341713200e+00, 2.902645339741275254e+00, 1.925615355823636188e+00, 3.873238222575514200e+00, 2.558100061100453626e+00, 2.992231280824540818e+00, 3.015799597099913409e+00, 4.164505419563170108e+00, 4.065521598037308948e+00, 4.394390443186138029e+00, 3.116622985863425566e+00, 2.715054863430929721e+00
1.980000000000000000e+03, 2.314741178605094429e+00, 3.900397156014140609e+00, 2.692860163267799756e+00, 2.597952266427354662e+00, 3.709232010021884740e+00, 2.888627675519081617e+00, 1.896918452698645785e+00, 3.761265446627519271e+00, 2.573597581762312014e+00, 2.975737671701764064e+00, 3.022486070163874050e+00, 4.131929932135430583e+00, 4.063673198153153976e+00, 3.639935843458101061e+00, 3.170991035398213587e+00, 2.755659716521206448e+00
1.981000000000000000e+03, 2.325134947668153540e+00, 3.626677638400567893e+00, 2.661686007847184676e+00, 2.581372541213795557e+00, 3.991906956331241929e+00, 2.934874804443712293e+00, 1.962193869603000129e+00, 3.648837602774314792e+00, 2.538977733140920012e+00, 2.963399806567181827e+00, 3.096067713515022302e+00, 4.165492394461889347e+00, 4.061159335623724331e+00, 4.120996932261485668e+00, 3.184549428866961573e+00, 2.702813907698742302e+00
1.982000000000000000e+03, 2.329211107316186524e+00, 3.488067369094341341e+00, 2.861390533955997739e+00, 2.594468832022401639e+00, 3.925772506466427281e+00, 2.910444931498306964e+00, 2.018396871915514534e+00, 3.721544998583324659e+00, 2.519399881443949774e+00, 2.867466765755498859e+00, 3.177686323131727608e+00, 3.987775946664565030e+00, 4.041941064805214090e+00, 4.677960232235090388e+00, 3.074935773877540246e+00, 2.694221378323337746e+00
1.983000000000000000e+03, 2.332033866452571491e+00, 3.778241900837979728e+00, 2.999613853436073896e+00, 2.576664395643804006e+00, 3.923897486973870308e+00, 2.938921236967515060e+00, 1.900937295484868006e+00, 3.782008502207514944e+00, 2.532844327308344301e+00, 2.948414968695278304e+00, 3.200428764081024724e+00, 3.529593735905941720e+00, 4.045959551217958250e+00, 4.015035644803783832e+00, 3.171136941627208383e+00, 2.601465815278516835e+00
1.984000000000000000e+03, 2.346244400625406623e+00, 3.649601061544327951e+00, 2.913785561836016225e+00, 2.569350674202194540e+00, 3.829266075047373263e+00, 2.903026728109808552e+00, 1.865217039093274076e+00, 3.759694509243136196e+00, 2.530892526515259089e+00, 3.031088015330864138e+00, 3.237213977492879202e+00, 3.430370275282533132e+00, 4.055413726952568965e+00, 3.452389330677605894e+00, 3.215391410328234834e+00, 2.624570332702126585e+00
1.985000000000000000e+03, 2.356859988130303840e+00, 3.706210033383209090e+00, 2.891998870131715638e+00, 2.598551022257802323e+00, 3.791565096687655512e+00, 2.954706291064799206e+00, 1.947420378893228499e+00, 3.770778822162459409e+00, 2.528138285468580104e+00, 3.044908865643066065e+00, 3.268450858736742681e+00, 4.208743370322748589e+00, 4.057858827477881292e+00, 4.085288266795105372e+00, 3.124311941223687938e+00, 2.724718231517661238e+00
