year, TaiESM1, CNRM-ESM2-1, MPI-ESM1-2-LR, MIROC-ES2L, GFDL-ESM4, UKESM1-0-LL, NorESM2-MM, INM-CM4-8, CanESM5, CESM2-WACCM, CMCC-CM2-SR5, INM-CM5-0, ACCESS-ESM1-5, EC-Earth3-Veg, IPSL-CM6A-LR, NorESM2-LM
1.967000000000000000e+03, 2.971797455159583023e+02, 2.970446075849499152e+02, 2.972929194505945816e+02, 2.977065997583166563e+02, 2.967878726262968030e+02, 2.980768347049520344e+02, 2.973382752238780427e+02, 2.978189944778268909e+02, 2.982734344738505570e+02, 2.981495210452185347e+02, 2.982900373867078088e+02, 2.976214156152757937e+02, 2.990872058419793120e+02, 2.966536833711662098e+02, 2.969285953743321897e+02, 2.986307967436908370e+02
1.968000000000000000e+03, 2.973448134233153723e+02, 2.966353546273734878e+02, 2.974618032564220016e+02, 2.975261303399354915e+02, 2.968176105299634742e+02, 2.980504346404693479e+02, 2.973845867836043908e+02, 2.979993516558558895e+02, 2.983482526368466665e+02, 2.983448205324013429e+02, 2.982944925293130609e+02, 2.975875888140911343e+02, 2.992718900178278432e+02, 2.965758330949111041e+02, 2.969367720192587399e+02, 2.981687678984470722e+02
1.969000000000000000e+03, 2.972511017796983879e+02, 2.972197835032257558e+02, 2.974054285756936906e+02, 2.980652804627871433e+02, 2.965564723563094844e+02, 2.981053016868474401e+02, 2.974157613309009776e+02, 2.977861677741960875e+02, 2.984373239587683884e+02, 2.982658916485169129e+02, 2.982699500727101167e+02, 2.975542416708828455e+02, 2.996295697796915078e+02, 2.967938083378621741e+02, 2.971070591016065805e+02, 2.981622570153476772e+02
1.970000000000000000e+03, 2.971775018432094271e+02, 2.968276343025431743e+02, 2.971458302593963481e+02, 2.984197813397449863e+02, 2.967524761206897210e+02, 2.984091791645894318e+02, 2.975568515891776542e+02, 2.977471805842708363e+02, 2.983240250163798351e+02, 2.982394372488198542e+02, 2.984395287252062872e+02, 2.977474527602313401e+02, 2.996587414837594565e+02, 2.970367475903131549e+02, 2.968184099869835677e+02, 2.984827088131383448e+02
1.971000000000000000e+03, 2.977613343448442151e+02, 2.967768998003289198e+02, 2.972199991945480519e+02, 2.977463411150187085e+02, 2.966843659405784024e+02, 2.984261562819545475e+02, 2.976265732757628939e+02, 2.978516443394892121e+02, 2.984212227276913154e+02, 2.981662609718264321e+02, 2.988306118059751384e+02, 2.978065404792766913e+02, 2.991617657397528660e+02, 2.965029431972152452e+02, 2.969416630371003407e+02, 2.988036421335497153e+02
1.972000000000000000e+03, 2.972085964514766374e+02, 2.969052845450265750e+02, 2.972732558128859637e+02, 2.976822832397277807e+02, 2.969138104339352253e+02, 2.982489792548649348e+02, 2.976802304414471791e+02, 2.976924127646800571e+02, 2.983221159089465573e+02, 2.982576966091872350e+02, 2.988760819613151511e+02, 2.974652755383977478e+02, 2.996232576973734467e+02, 2.967097045804761137e+02, 2.971311496535362835e+02, 2.985825878966820710e+02
1.973000000000000000e+03, 2.969523961713121025e+02, 2.972685232500172106e+02, 2.975683584323925857e+02, 2.978440458531017612e+02, 2.971662071536267717e+02, 2.980132430663716718e+02, 2.980917482212493042e+02, 2.975946430750378795e+02, 2.986770359806790793e+02, 2.983359873451701105e+02, 2.982478900043727776e+02, 2.975609517278330713e+02, 2.996068966578725394e+02, 2.968607114921384778e+02, 2.973096228996395780e+02, 2.987982535781655997e+02
1.974000000000000000e+03, 2.975328395385931799e+02, 2.968115723452544330e+02, 2.974164911559548159e+02, 2.980256805553939330e+02, 2.966801832144071795e+02, 2.979735318224811635e+02, 2.981233356561997994e+02, 2.977826401778105492e+02, 2.988276507096711043e+02, 2.981816201199615648e+02, 2.983175601762456495e+02, 2.974737978093489801e+02, 2.994842351697987510e+02, 2.968920699250124358e+02, 2.968871847452260795e+02, 2.986959345216849329e+02
1.975000000000000000e+03, 2.970340986034457842e+02, 2.965942573181697526e+02, 2.972708517736460863e+02, 2.984445538719518822e+02, 2.963059290391876743e+02, 2.978456651767593826e+02, 2.984624710915045398e+02, 2.976771406348137248e+02, 2.987032803369943395e+02, 2.981256188980589172e+02, 2.979778636108525234e+02, 2.975612836933223662e+02, 2.991460980097883748e+02, 2.965816065628037563e+02, 2.966659478061473010e+02, 2.985881900988839561e+02
1.976000000000000000e+03, 2.976280636740880823e+02, 2.966854084463467984e+02, 2.970245010032004416e+02, 2.981684924664183995e+02, 2.968369321448778351e+02, 2.982918527695582043e+02, 2.980061530752450949e+02, 2.978250574250513978e+02, 2.985541098487436216e+02, 2.982959790722570688e+02, 2.984678950548607190e+02, 2.976645931650441526e+02, 2.992561272600914890e+02, 2.969241991639942739e+02, 2.972550989638307328e+02, 2.983585035251987847e+02
1.977000000000000000e+03, 2.971137435869461569e+02, 2.969433854256803897e+02, 2.971275504522503184e+02, 2.976831628673507453e+02, 2.969313963524988935e+02, 2.981045254670411282e+02, 2.980358036199945673e+02, 2.978499788856180999e+02, 2.988351338575508294e+02, 2.983587512260946255e+02, 2.983686759023659647e+02, 2.976418720131173359e+02, 2.995710492906652007e+02, 2.972611674545835285e+02, 2.970990347175107331e+02, 2.986064396812489576e+02
1.978000000000000000e+03, 2.970290197426456871e+02, 2.966568259753678944e+02, 2.971148528559326678e+02, 2.977982406184789852e+02, 2.969248846483147304e+02, 2.984533826080013910e+02, 2.980690619776735275e+02, 2.977071295302378644e+02, 2.987712775774219267e+02, 2.986015253277644206e+02, 2.983762908185540255e+02, 2.976576902661640815e+02, 2.993873640631718445e+02, 2.967551307022947640e+02, 2.969918203147013287e+02, 2.987077729242358259e+02
1.979000000000000000e+03, 2.969253455069458028e+02, 2.969045063399962601e+02, 2.969873926921030147e+02, 2.981186726730185228e+02, 2.970138872345340815e+02, 2.984134417877582450e+02, 2.983469541300129890e+02, 2.979485016872233700e+02, 2.985305310073408123e+02, 2.986343666145840530e+02, 2.984685637873802762e+02, 2.977611075110424963e+02, 2.995031617640399872e+02, 2.965904286619025356e+02, 2.969974005789702005e+02, 2.984528540069311475e+02
1.980000000000000000e+03, 2.975834348215352065e+02, 2.967527982603339751e+02, 2.976542552993373079e+02, 2.984559057800253754e+02, 2.967584746934008990e+02, 2.984429395424791664e+02, 2.981534704264018387e+02, 2.979017487184495963e+02, 2.985394114035748885e+02, 2.983781633267216762e+02, 2.985348614094926916e+02, 2.976352095544728513e+02, 2.996201089613798558e+02, 2.970616530563166862e+02, 2.971589898393621638e+02, 2.985871993014696386e+02
1.981000000000000000e+03, 2.971226585364511834e+02, 2.970244602741590825e+02, 2.974781386309685445e+02, 2.984821321752178847e+02, 2.969597171534608151e+02, 2.984579035468316874e+02, 2.980598890101312577e+02, 2.980757494558931739e+02, 2.986614938895229443e+02, 2.984686534149396948e+02, 2.989196744567635164e+02, 2.977117066586909004e+02, 2.996717401912735568e+02, 2.977712152774552123e+02, 2.972579174333543506e+02, 2.987428028127544053e+02
1.982000000000000000e+03, 2.968688967798334488e+02, 2.966492328506070066e+02, 2.972635502778670116e+02, 2.977687622960859244e+02, 2.973381164668845145e+02, 2.983574169727834828e+02, 2.978195328232877159e+02, 2.978313838363753234e+02, 2.989676774098624605e+02, 2.984626757038060987e+02, 2.985406866941136741e+02, 2.978315523017739679e+02, 2.994756866892384437e+02, 2.967153867431990761e+02, 2.968497417407237435e+02, 2.989679411928427726e+02
1.983000000000000000e+03, 2.970467868039146992e+02, 2.967723179907584381e+02, 2.970795727390545267e+02, 2.977279676041922585e+02, 2.966024764751426801e+02, 2.983775869029526007e+02, 2.977449343755400832e+02, 2.976277310085511658e+02, 2.986975708442180917e+02, 2.982044020035700669e+02, 2.985495184136108833e+02, 2.974536189533873767e+02, 2.996258322495094717e+02, 2.967981172447222775e+02, 2.967380650043117498e+02, 2.989772919950607957e+02
1.984000000000000000e+03, 2.978311487826996427e+02, 2.969349367528840276e+02, 2.975407596741226826e+02, 2.981367053847693569e+02, 2.967059253999173620e+02, 2.986596508975738971e+02, 2.978038423473897751e+02, 2.977011902257827387e+02, 2.987393256604771636e+02, 2.982883957099204508e+02, 2.987498942340337180e+02, 2.975357161208721095e+02, 2.996467400304963462e+02, 2.968708157860874053e+02, 2.968969452013239447e+02, 2.989109134844318874e+02
1.985000000000000000e+03, 2.972392143225382029e+02, 2.968898567964686777e+02, 2.975917217908956331e+02, 2.985349834481801850e+02, 2.966887826151988179e+02, 2.982475742245249535e+02, 2.976482441356805566e+02, 2.977190150918760310e+02, 2.984709060076647233e+02, 2.984171868911651586e+02, 2.986478958604287186e+02, 2.975384486503198787e+02, 2.993435145877700165e+02, 2.967084014397850638e+02, 2.968105614907391896e+02, 2.986248729757635942e+02
1.986000000000000000e+03, 2.966940970017782888e+02, 2.969049507404985775e+02, 2.974989616570714475e+02, 2.985758362694121502e+02, 2.967755309157290071e+02, 2.985799742894803899e+02, 2.980146318927079392e+02, 2.978849904098241836e+02, 2.985708745593460094e+02, 2.982801619834294229e+02, 2.984349453270979211e+02, 2.977756696462723198e+02, 2.996883895523317278e+02, 2.970943293360182906e+02, 2.968317193622223158e+02, 2.986825616529753802e+02
1.987000000000000000e+03, 2.970819130343783740e+02, 2.967474588074654775e+02, 2.975955284397713854e+02, 2.979161102564398220e+02, 2.967922315155412321e+02, 2.985036209238649576e+02, 2.978706281008609835e+02, 2.977707365901982826e+02, 2.987471128406875209e+02, 2.982274854915604578e+02, 2.983468809950261971e+02, 2.976906853615611226e+02, 2.998623945786803802e+02, 2.967429655584335251e+02, 2.973143932099729341e+02, 2.984462889948088105e+02
1.988000000000000000e+03, 2.973355926522065147e+02, 2.970759230020539690e+02, 2.972361935731489098e+02, 2.978327347397056997e+02, 2.967219063921086217e+02, 2.982168380028959405e+02, 2.976654479706392635e+02, 2.979612255199257902e+02, 2.987727121531576131e+02, 2.983741759757723457e+02, 2.986278198571259850e+02, 2.976932228979605384e+02, 2.995371441423968690e+02, 2.969143375235425992e+02, 2.975388332165671841e+02, 2.984126988137115291e+02
1.989000000000000000e+03, 2.974636697082802357e+02, 2.969733393817280103e+02, 2.971208444588327779e+02, 2.979562227069010873e+02, 2.969555105076710788e+02, 2.982343340407949199e+02, 2.977468791434301352e+02, 2.978795624358871237e+02, 2.989392733410351184e+02, 2.984847992581244398e+02, 2.985740490791502566e+02, 2.978834678544943699e+02, 2.999056410811280102e+02, 2.970324170733430833e+02, 2.977597162753663156e+02, 2.986450763354676496e+02
1.990000000000000000e+03, 2.970223117394691599e+02, 2.970096967533149268e+02, 2.973799361490640081e+02, 2.984267527339155208e+02, 2.973567299631627634e+02, 2.986815844614473008e+02, 2.985417489396531323e+02, 2.980704205111246665e+02, 2.988119099908157068e+02, 2.984332381938779122e+02, 2.986622573280349116e+02, 2.978337883969595623e+02, 2.998035886410020225e+02, 2.972398824940766531e+02, 2.972610209267967321e+02, 2.989820981658043593e+02
1.991000000000000000e+03, 2.973524578844159691e+02, 2.968735469622077972e+02, 2.976292990975450152e+02, 2.988417171676910584e+02, 2.972986134768281659e+02, 2.983118018025357969e+02, 2.985333543267814775e+02, 2.980325749169076062e+02, 2.990025162788821831e+02, 2.983257979292653772e+02, 2.988896897173135017e+02, 2.979375441267462747e+02, 2.992978837419589127e+02, 2.976909503527342622e+02, 2.970747757637905693e+02, 2.989312057997394163e+02
1.992000000000000000e+03, 2.969920116965129182e+02, 2.968663254329002257e+02, 2.973103409231902674e+02, 2.976211408854465503e+02, 2.964524858012897539e+02, 2.978006470785645092e+02, 2.977512318339600483e+02, 2.976775473906623120e+02, 2.986541676675699932e+02, 2.981394865129677214e+02, 2.982968319769440200e+02, 2.974979372451231825e+02, 2.993354053893067999e+02, 2.963922861245475247e+02, 2.969107748089588199e+02, 2.986767430249223025e+02
1.993000000000000000e+03, 2.970882572536556268e+02, 2.969853861120387819e+02, 2.975865745902568165e+02, 2.975877342002519867e+02, 2.965624744283869063e+02, 2.981849751653024896e+02, 2.978148469106344578e+02, 2.976999633399644836e+02, 2.984557425792871754e+02, 2.985334415686878629e+02, 2.984223824791696984e+02, 2.974973993751160037e+02, 2.996396463044746383e+02, 2.965160388029084970e+02, 2.968419364361376438e+02, 2.986086457482440437e+02
1.994000000000000000e+03, 2.973361486400357876e+02, 2.966902201576808693e+02, 2.974310153081646035e+02, 2.978652758823620275e+02, 2.970850651704116103e+02, 2.987749161459698826e+02, 2.984564082727869732e+02, 2.978321343674218724e+02, 2.986561319926240685e+02, 2.983273167981483311e+02, 2.981979193553870005e+02, 2.975523612915504827e+02, 2.993601566907043434e+02, 2.967597143188816631e+02, 2.973324300923497958e+02, 2.985149337832702940e+02
1.995000000000000000e+03, 2.973509625605008182e+02, 2.968851702997035886e+02, 2.968361968953201995e+02, 2.984889592796923239e+02, 2.968846727619694548e+02, 2.985421589467119929e+02, 2.984324006141214340e+02, 2.980127480336055328e+02, 2.989202814079544055e+02, 2.984288320455769963e+02, 2.982458900412152616e+02, 2.975940729199745078e+02, 2.995089596742649860e+02, 2.970098240841347206e+02, 2.973843262652059138e+02, 2.987536056787192820e+02
1.996000000000000000e+03, 2.970340153628313260e+02, 2.970361465341314329e+02, 2.973349900727191653e+02, 2.987164879229443386e+02, 2.969098890639940009e+02, 2.985417759571303122e+02, 2.984820019535107463e+02, 2.979496686388665125e+02, 2.989822780874186492e+02, 2.984662944293135638e+02, 2.986228895971311204e+02, 2.979121841217772158e+02, 2.999274564340400957e+02, 2.972022740940621475e+02, 2.974181482125533762e+02, 2.988729049228639383e+02
1.997000000000000000e+03, 2.973335612517932418e+02, 2.973371800023960532e+02, 2.979711132391805108e+02, 2.987154596848405390e+02, 2.970101594961567457e+02, 2.986944771025891328e+02, 2.986427016811647377e+02, 2.980539614996219484e+02, 2.991793249024490251e+02, 2.986083594819503446e+02, 2.984430025337621259e+02, 2.978729636156450624e+02, 2.997247532339143845e+02, 2.974729778286881583e+02, 2.976073379212935492e+02, 2.989273059009470899e+02
1.998000000000000000e+03, 2.975402324277535513e+02, 2.968792922053188477e+02, 2.975279338818394308e+02, 2.979627647421929169e+02, 2.970758152293279863e+02, 2.990281965489405707e+02, 2.977639243181636175e+02, 2.980753320407470142e+02, 2.991947015090390778e+02, 2.985526870411189861e+02, 2.986229418897515302e+02, 2.979829233271555040e+02, 2.999686919840302153e+02, 2.977806975251546646e+02, 2.972905147737752714e+02, 2.989555247204177704e+02
1.999000000000000000e+03, 2.975731361633976917e+02, 2.969783717367295139e+02, 2.974657445977061343e+02, 2.976336898684436392e+02, 2.972018219438374445e+02, 2.990409670839001137e+02, 2.977229725868703554e+02, 2.981571665875098915e+02, 2.990894522919097653e+02, 2.984643414132299881e+02, 2.986052330970678099e+02, 2.979339701144799051e+02, 3.003656852576612550e+02, 2.969859832382384752e+02, 2.974448772293129650e+02, 2.988832685445445918e+02
2.000000000000000000e+03, 2.974878527774193913e+02, 2.971578139236189600e+02, 2.975708330783458564e+02, 2.978991041372085533e+02, 2.970704431460426349e+02, 2.987889841698051328e+02, 2.975915986518499494e+02, 2.981714733581824248e+02, 2.992666127207376690e+02, 2.989315692204658603e+02, 2.986147959334064694e+02, 2.978478007837142059e+02, 3.003204167083700895e+02, 2.970598109773991951e+02, 2.977655619404596337e+02, 2.993908298405824553e+02
2.001000000000000000e+03, 2.974213220207431050e+02, 2.972834413215382483e+02, 2.975563132938602848e+02, 2.985052144541379562e+02, 2.974320494388877592e+02, 2.989811185441043904e+02, 2.978149584755031469e+02, 2.981708275508352131e+02, 2.990006913216981843e+02, 2.990920776103695857e+02, 2.987631457940668156e+02, 2.979019944627750078e+02, 3.003101060846544215e+02, 2.974674535836764449e+02, 2.975591997050980808e+02, 2.995519458459559132e+02
2.002000000000000000e+03, 2.974764298107416494e+02, 2.966755200878281471e+02, 2.976335358096476398e+02, 2.982972763629867359e+02, 2.973521743213536297e+02, 2.992341146217010532e+02, 2.980726350172028560e+02, 2.979856927226925905e+02, 2.993038518920832303e+02, 2.987955287670812368e+02, 2.987641297419276043e+02, 2.979235118892739820e+02, 3.005153846243090356e+02, 2.974424003247037831e+02, 2.976148753093524419e+02, 2.988884598997108242e+02
2.003000000000000000e+03, 2.972867043580678796e+02, 2.971614652221692268e+02, 2.980950709060390409e+02, 2.982702816926380365e+02, 2.968872194631902062e+02, 2.987515769959422300e+02, 2.982364530923303505e+02, 2.981292296048329149e+02, 2.992665448460012385e+02, 2.987791115078184703e+02, 2.994178711136943321e+02, 2.980091034482961732e+02, 3.001306528119695827e+02, 2.973958912049458263e+02, 2.973473293619693436e+02, 2.986745937756680291e+02
2.004000000000000000e+03, 2.975958977831520542e+02, 2.972339460297665141e+02, 2.977942243766452179e+02, 2.990552532555252583e+02, 2.975845292096387311e+02, 2.987782159355526233e+02, 2.987033300212357858e+02, 2.981864269024693499e+02, 2.990272210830736412e+02, 2.988234048775603355e+02, 2.988437659003847671e+02, 2.983371981741119043e+02, 3.002547070005555270e+02, 2.977310249271547491e+02, 2.972174815574984450e+02, 2.990391247287167289e+02
2.005000000000000000e+03, 2.977534400053144736e+02, 2.971943978895616851e+02, 2.974453412413022875e+02, 2.988099047917261828e+02, 2.972203328294104949e+02, 2.990975375236626519e+02, 2.990633404443189534e+02, 2.980234419809154360e+02, 2.993650283751604775e+02, 2.987597948163519845e+02, 2.985656241247427261e+02, 2.979320602135295530e+02, 3.001644015008814677e+02, 2.973754789883904550e+02, 2.976563298944640792e+02, 2.989847665885639572e+02
2.006000000000000000e+03, 2.974394596117291485e+02, 2.973099776131234080e+02, 2.976172325963402727e+02, 2.980242402605840653e+02, 2.971322351937957933e+02, 2.992175516896501222e+02, 2.986469390829632289e+02, 2.981907822469100324e+02, 2.990692227035742121e+02, 2.985817579607396510e+02, 2.988090820136624757e+02, 2.980308493880862670e+02, 3.002412002983987236e+02, 2.972371946917648415e+02, 2.978635144159824790e+02, 2.986884155075745753e+02
2.007000000000000000e+03, 2.975293968879246904e+02, 2.976888838302641034e+02, 2.977717581970359220e+02, 2.977721190635231778e+02, 2.972108781387852332e+02, 2.991232323162770399e+02, 2.981880716436358512e+02, 2.980632555148213214e+02, 2.991707078915863462e+02, 2.985361792475782750e+02, 2.987505153150592605e+02, 2.979816594115111457e+02, 2.999378669654907981e+02, 2.974786751233598920e+02, 2.973523731166105790e+02, 2.988762962725007810e+02
2.008000000000000000e+03, 2.977706247046237422e+02, 2.976938090852179926e+02, 2.980254196669505404e+02, 2.982227809894095003e+02, 2.971702816767012223e+02, 2.991571297904711741e+02, 2.980698107260242296e+02, 2.980478898872997888e+02, 2.991691689971884784e+02, 2.989206124446745321e+02, 2.991533453727394090e+02, 2.978348187599839889e+02, 3.002903130634410900e+02, 2.971525283315564252e+02, 2.974267164018812082e+02, 2.990890777670990133e+02
2.009000000000000000e+03, 2.975206551115953744e+02, 2.972065247495626181e+02, 2.977747221627134309e+02, 2.985358192497995447e+02, 2.973952198666401046e+02, 2.990649685616945135e+02, 2.983715428174510862e+02, 2.981536903787900314e+02, 2.993288989283237242e+02, 2.986220879336746066e+02, 2.987877448540231740e+02, 2.980686059953993663e+02, 3.000483819807939767e+02, 2.969655993275771948e+02, 2.980154430004501478e+02, 2.993771792620801762e+02
2.010000000000000000e+03, 2.976901540214880129e+02, 2.972914224569252042e+02, 2.978241996185237213e+02, 2.990048918087182983e+02, 2.973601833727534540e+02, 2.992432487235369081e+02, 2.983140683653130623e+02, 2.982221370857381544e+02, 2.998943776235377072e+02, 2.988216975675969138e+02, 2.986998493701263442e+02, 2.980215689705414093e+02, 3.003900437501130227e+02, 2.972995123337673249e+02, 2.980994848254728709e+02, 2.991434021927021831e+02
2.011000000000000000e+03, 2.980106922468741004e+02, 2.974728456043995379e+02, 2.978939690775357008e+02, 2.983663600701986525e+02, 2.970473904153001854e+02, 2.991884897821307732e+02, 2.983101320321357548e+02, 2.982225553696081874e+02, 2.996789170964875098e+02, 2.987251939489170240e+02, 2.989373814656144077e+02, 2.979222231016946125e+02, 3.003010307790632964e+02, 2.974432844657780493e+02, 2.976728315509764116e+02, 2.993731296091269769e+02
2.012000000000000000e+03, 2.978785793577563936e+02, 2.973699702037152974e+02, 2.981018709851834956e+02, 2.980201443398233891e+02, 2.975266117704683779e+02, 2.991485422160378675e+02, 2.980801562422071811e+02, 2.981812650992340537e+02, 2.995171132264287621e+02, 2.990412215976728589e+02, 2.990046809215917278e+02, 2.979556033883840769e+02, 3.003631381723358231e+02, 2.975205022959708572e+02, 2.976664577671991765e+02, 2.991265095142449582e+02
2.013000000000000000e+03, 2.977910067830755452e+02, 2.974243811946517440e+02, 2.978137489803860944e+02, 2.984195019661614197e+02, 2.978108878706314044e+02, 2.993675204749131922e+02, 2.986875778597237172e+02, 2.984107754783628366e+02, 2.996365320724942194e+02, 2.990989375110202104e+02, 2.992079126073890620e+02, 2.980419963955363869e+02, 3.004170335958036731e+02, 2.972602264195459725e+02, 2.977987271748422700e+02, 2.990610677055424844e+02
2.014000000000000000e+03, 2.976210037766327900e+02, 2.972302557268105261e+02, 2.975855856039930245e+02, 2.986619473698366960e+02, 2.972289009231575392e+02, 2.995010902630949658e+02, 2.988667491191703220e+02, 2.981186652587458639e+02, 2.997010881255556001e+02, 2.989221894558678514e+02, 2.990079757079760157e+02, 2.981069839408180542e+02, 3.005926152941278247e+02, 2.975042253330924495e+02, 2.975533032722224789e+02, 2.996382445566790693e+02
