year, NorESM2-MM, CMCC-CM2-SR5, ACCESS-ESM1-5, CESM2-WACCM, UKESM1-0-LL, IPSL-CM6A-LR, GFDL-ESM4, TaiESM1, EC-Earth3-Veg, CNRM-ESM2-1, MIROC-ES2L, MPI-ESM1-2-LR, CanESM5, NorESM2-LM
1.991000000000000000e+03, 3.584883217363554753e+00, 3.419624177683858512e+00, 2.408655900699263164e+00, 3.379215523759800277e+00, 5.246347714637381365e+00, 2.414755339012658819e+00, 4.016486173678325500e+00, 3.884685222072489008e+00, 3.071035349263202541e+00, 2.661667396462830570e+00, 2.571560539843980919e+00, 3.894718370635784854e+00, 4.633832564902952811e+00, 2.834116903590320646e+00
1.992000000000000000e+03, 3.667679822156486580e+00, 3.168933967448428923e+00, 2.447142110595045938e+00, 3.207799865913970372e+00, 5.183570775428351318e+00, 2.392175929645054211e+00, 3.726637767037597193e+00, 3.644291074739811620e+00, 2.863568978720238078e+00, 2.631950985049733571e+00, 2.424529395781325203e+00, 4.130807383806181399e+00, 4.502875326299426106e+00, 3.045462481043844871e+00
1.993000000000000000e+03, 3.595117086876755685e+00, 3.278269739690844897e+00, 2.451223144389063080e+00, 3.411993417767896997e+00, 4.632290623759074855e+00, 2.370338541960582468e+00, 3.974443846000021985e+00, 3.806682354191191830e+00, 2.900817587093926786e+00, 2.699350902073415881e+00, 2.404322039093768737e+00, 4.106133200191108834e+00, 4.675314857666700519e+00, 3.133788315686376169e+00
1.994000000000000000e+03, 3.421228559451237050e+00, 3.197814752526246362e+00, 2.424320164928019050e+00, 3.435246042712280179e+00, 4.813912258753584084e+00, 2.385276463902862965e+00, 4.145741679209821839e+00, 3.891620347553605974e+00, 2.965119244616730043e+00, 2.657246425890587904e+00, 2.453942380528952860e+00, 4.177339377297863976e+00, 4.575476229315393439e+00, 3.095752875461614373e+00
1.995000000000000000e+03, 3.632224370473714714e+00, 3.477429670278515239e+00, 2.469389748348046698e+00, 3.409704372649796422e+00, 5.058472483577163281e+00, 2.412474817504898894e+00, 4.036759614198135004e+00, 3.835277953078481961e+00, 3.061148289652723786e+00, 2.671985063840357721e+00, 2.536566911871179553e+00, 4.142154254882124853e+00, 4.622131500012160110e+00, 3.031942150674635350e+00
1.996000000000000000e+03, 3.452044347707806882e+00, 3.521101809250517967e+00, 2.505822972701776674e+00, 3.385362565151847303e+00, 5.095836061066878919e+00, 2.403911169368121659e+00, 3.912993449422737857e+00, 3.655437998784468512e+00, 3.038045005523784869e+00, 2.603616982189288720e+00, 2.545806472613233673e+00, 4.138952978710479513e+00, 4.631390344119289182e+00, 2.982010709796807379e+00
1.997000000000000000e+03, 3.615873356521712711e+00, 3.358350206917436687e+00, 2.462371019938224048e+00, 3.381846198057336217e+00, 4.965615757911247208e+00, 2.437871812491800849e+00, 3.996737099959173367e+00, 3.858500910838117193e+00, 3.279647648731952359e+00, 2.671976395927347259e+00, 2.583999099635367447e+00, 4.227613370574991869e+00, 4.655505027261029660e+00, 3.040807522623778514e+00
1.998000000000000000e+03, 3.674698085426706395e+00, 3.567448272053499458e+00, 2.504087855073491742e+00, 3.426776888722824044e+00, 4.742736087133815559e+00, 2.416765455905430127e+00, 3.981888809734291268e+00, 3.730633482492180963e+00, 3.051896892859934152e+00, 2.634829087762577071e+00, 2.538880094970904278e+00, 4.187744124995173678e+00, 4.675812074850103528e+00, 3.069620852849022974e+00
1.999000000000000000e+03, 3.726061146988062678e+00, 3.447780218168446709e+00, 2.525572451554259246e+00, 3.395422268769403118e+00, 5.059960410709315681e+00, 2.455867369894318752e+00, 4.089121855235839043e+00, 3.860217258583425348e+00, 2.889509840399663965e+00, 2.648320603875576662e+00, 2.474719027889281886e+00, 4.286171816856755967e+00, 4.635737909896058717e+00, 3.078805701722969523e+00
2.000000000000000000e+03, 3.726656095579088834e+00, 3.446111610949361470e+00, 2.474901428315110063e+00, 3.334954380438681198e+00, 5.195420731608201947e+00, 2.445444679116867803e+00, 4.219714127405617354e+00, 3.917645403326182052e+00, 2.962239648393687919e+00, 2.676000551427105911e+00, 2.521003917997498789e+00, 4.104949931601724167e+00, 4.677166322268781151e+00, 2.916008319567990004e+00
2.001000000000000000e+03, 3.786861098907580825e+00, 3.478445798058447558e+00, 2.500475156251707798e+00, 3.354410634732764684e+00, 4.533512991120172586e+00, 2.443462665347491125e+00, 4.245899493602538932e+00, 3.907989790186326307e+00, 3.182484572665551070e+00, 2.775800566367880418e+00, 2.589251521127674760e+00, 4.209735110856221318e+00, 4.708127187728964103e+00, 3.113776189351847634e+00
2.002000000000000000e+03, 3.745201661814921312e+00, 3.292775153452070835e+00, 2.488932596128055508e+00, 3.447904265690646675e+00, 4.819546034063656670e+00, 2.424994318943950677e+00, 3.861636491448602548e+00, 3.913314048049417959e+00, 3.123185284868035261e+00, 2.653969277262655524e+00, 2.551335062484911376e+00, 4.074673873104226018e+00, 4.767444332428937948e+00, 3.139245943184104437e+00
2.003000000000000000e+03, 3.671225917478430301e+00, 3.586192156674942844e+00, 2.446317169745009679e+00, 3.402988028580248958e+00, 4.923999526048998376e+00, 2.435210018507233620e+00, 4.013298483127451632e+00, 3.747351787217247043e+00, 3.036029622969919739e+00, 2.674547684594339447e+00, 2.533029183541414042e+00, 4.098266424728553403e+00, 4.878228370834227334e+00, 3.095501004469367601e+00
2.004000000000000000e+03, 3.503569351611879323e+00, 3.122645947967301883e+00, 2.481343139498848327e+00, 3.509624645888176353e+00, 5.055827000217965939e+00, 2.520072297264515981e+00, 4.113642648607325647e+00, 3.942319003602268168e+00, 3.087984080513000329e+00, 2.699484587661148627e+00, 2.621124121805407992e+00, 4.218410047579534528e+00, 4.720563427102053566e+00, 3.123262589824647328e+00
2.005000000000000000e+03, 3.648889265543558746e+00, 3.386069121803152893e+00, 2.465271377253151375e+00, 3.501149264348089041e+00, 4.714731523188565809e+00, 2.472846310239680268e+00, 3.921757165966969882e+00, 3.831242653163875911e+00, 3.020155026494935058e+00, 2.673303082610457793e+00, 2.640559671826006038e+00, 4.202718481375586457e+00, 4.815078046007092105e+00, 3.195572044499688680e+00
2.006000000000000000e+03, 3.717895466268516635e+00, 3.740299537899013149e+00, 2.467419014223342977e+00, 3.502007975912181159e+00, 5.101103009137453625e+00, 2.505334387006326935e+00, 3.776495328990042477e+00, 3.864705689337799566e+00, 3.068503906825391425e+00, 2.622038110763735386e+00, 2.536932901780949656e+00, 4.211897643311303341e+00, 4.720746893980940051e+00, 3.143085672797837571e+00
2.007000000000000000e+03, 3.742223784979928247e+00, 3.554170165288970562e+00, 2.446771865930192469e+00, 3.333895865362000333e+00, 4.942267887438513085e+00, 2.510392902305759399e+00, 3.982835875466588238e+00, 3.950773903143699251e+00, 3.150055010321629823e+00, 2.683241857347112180e+00, 2.506201634494540365e+00, 4.180075292889526395e+00, 4.838317111196616338e+00, 3.140284141083440339e+00
2.008000000000000000e+03, 3.674800654202172723e+00, 3.589349401678104456e+00, 2.524584780960807517e+00, 3.361985260477877713e+00, 5.069537177067125810e+00, 2.519356843291582493e+00, 4.242528444138928378e+00, 4.063458395720600969e+00, 2.886940617406727583e+00, 2.602680915184434784e+00, 2.548308082088099003e+00, 4.016747500530435389e+00, 4.878518730413568427e+00, 2.907305161568857876e+00
2.009000000000000000e+03, 3.760374379415360124e+00, 3.488039208530392177e+00, 2.515695520595350398e+00, 3.476652205388324202e+00, 5.133260029017218784e+00, 2.503173394799701246e+00, 4.097478712298655346e+00, 3.719734832819947101e+00, 2.911182916414308153e+00, 2.727935655680463256e+00, 2.608449447871551197e+00, 4.106400323702146693e+00, 4.923633537778283831e+00, 3.118956423672819334e+00
2.010000000000000000e+03, 3.736380474994049017e+00, 3.613340202760833453e+00, 2.538968899689082459e+00, 3.434108303503383475e+00, 5.154904619829697943e+00, 2.527404618776956102e+00, 3.947891979987938171e+00, 3.864796602124259461e+00, 3.099797705554069971e+00, 2.630023251973397258e+00, 2.656579632746245867e+00, 4.010944115140723021e+00, 4.979537936866090142e+00, 3.000389474156160308e+00
2.011000000000000000e+03, 3.758334253398476044e+00, 3.604151647009092407e+00, 2.484443789979442929e+00, 3.330942744401018452e+00, 5.106829124693382127e+00, 2.563787059102463850e+00, 4.027012010345271342e+00, 3.884111269813573131e+00, 3.103949819168446034e+00, 2.690740976374923044e+00, 2.590454165510537976e+00, 4.058110283152857711e+00, 5.077555612723084977e+00, 3.009605105457501928e+00
2.012000000000000000e+03, 3.760040125222481322e+00, 3.511884582219591877e+00, 2.503396031966517832e+00, 3.363059617182346805e+00, 4.964786420415045143e+00, 2.542772726941560535e+00, 4.252063431170337360e+00, 3.830151561393013715e+00, 3.029028375164224407e+00, 2.765124925985968929e+00, 2.554192586334546267e+00, 4.094948862146200241e+00, 5.016406106199159609e+00, 3.037977461196207596e+00
2.013000000000000000e+03, 3.647069330102720830e+00, 3.556925216667279344e+00, 2.524370327192750008e+00, 3.441364922582048624e+00, 4.801401084555137366e+00, 2.519103901925800582e+00, 3.880419495264975982e+00, 3.938299944109436623e+00, 2.976038289151680782e+00, 2.693081388932616171e+00, 2.556602911686268076e+00, 4.147831929405286999e+00, 5.004721371766026827e+00, 2.991336854691990066e+00
2.014000000000000000e+03, 3.435126324994035141e+00, 3.546701817661928047e+00, 2.508645134951943856e+00, 3.472549534788703873e+00, 5.400181637131836965e+00, 2.537826122008905116e+00, 3.870446925601787935e+00, 3.971839175362177787e+00, 3.019248898058782160e+00, 2.732168893599091763e+00, 2.636941369887141562e+00, 4.183643455809662903e+00, 5.008869792623355188e+00, 3.060897613326321931e+00
