year, MIROC-ES2L, NorESM2-MM, GFDL-ESM4, CanESM5, ACCESS-ESM1-5, CESM2-WACCM, CMCC-CM2-SR5, EC-Earth3-Veg, TaiESM1, IPSL-CM6A-LR, NorESM2-LM, UKESM1-0-LL, MPI-ESM1-2-LR, INM-CM5-0, INM-CM4-8, CNRM-ESM2-1
2.025000000000000000e+03, 8.076686571440741536e-02, 4.728314452622301572e-02, -1.246689857657268113e-01, 1.509367193034217569e-01, 1.282553866345147731e-01, -1.454837412651854150e-03, -1.053149183507155751e-01, 1.069661545705851043e-02, -9.941439366374298786e-03, -1.210948929948304220e-01, 1.167150292761193475e-01, 4.036925866810368163e-02, 2.924203150465066736e-01, 5.400668774126848870e-01, 6.171474447497466986e-01, 6.689425161207011861e-02
2.026000000000000000e+03, 1.224143142899527942e-01, -4.946809386895422746e-03, -3.567454002422797490e-03, 1.687299103547951207e-01, 8.834596741141739762e-02, 1.881810461817837732e-01, -4.836042388773368894e-01, 1.971687487284635165e-01, -3.043108313089498695e-01, -3.416932035358864750e-02, 6.110579933325333002e-02, 9.267114354777219662e-03, -4.680941148462965107e-03, 2.512688020518667464e-01, 2.520489847547658369e-01, 7.079103267942334077e-02
2.027000000000000000e+03, 8.273478246174298389e-02, 1.072669156931895934e-01, -3.322689482158759644e-02, -2.089290096484109349e-01, 6.062540371897185559e-02, 2.211520456373281332e-02, 9.075317250886671960e-03, 3.866309940227956599e-01, 2.834663687298477064e-01, 2.575614724791886467e-01, 1.307274430259101061e-01, 2.513603894226811020e-02, 2.156850021018461017e-01, 2.818516657496315525e-01, 1.186735422588043459e-01, 1.836459322770296956e-02
2.028000000000000000e+03, 2.848940591720249688e-02, 8.346835367241653425e-02, -1.236929134812813219e-01, 1.844659367458954535e-01, 3.375371139868219711e-02, 7.172823611555499690e-02, -4.967526959348855797e-02, 1.970690772674405233e-01, -2.401864030826678792e-02, 3.011766840508010509e-02, 3.664015104432920972e-02, -4.718567943659601749e-02, 1.076491026486737501e-01, 5.312979773653980081e-02, 5.056595844036349680e-02, 5.529391823260349469e-03
2.029000000000000000e+03, -1.614613013156433741e-02, 1.313856434608399182e-01, -3.202099368119381423e-02, 7.365698438366415080e-02, -1.801290237382295947e-02, 1.198070199597072033e-01, 4.940683376175500352e-01, -1.115821835737956930e-01, -3.505853018251164355e-01, -7.574608713121844250e-02, 5.060182871161853640e-02, 6.136444212385890745e-02, 8.887364713608389422e-02, 3.586546987980175349e-01, 1.570438364589374358e-01, 1.961275046844581094e-01
2.030000000000000000e+03, 2.836913475610306629e-02, 9.526264254070576643e-02, -2.259430675209203598e-01, -1.149525384541476708e-01, 6.136980416052675164e-03, 5.093583715058849076e-02, -2.279294862789637832e-01, 9.813024831732004849e-02, -4.308984279007975482e-02, 4.060118541818875243e-02, 1.358637837790227787e-01, 1.265482811495431126e-01, -5.580256716463271455e-02, 7.221836376335821761e-02, 2.222871801081310605e-01, 1.304810641907511171e-01
2.031000000000000000e+03, 2.531336633596610319e-01, 1.015140495898977230e-02, 4.261129219929472162e-02, 5.542771029320121140e-02, 5.506773198491157761e-02, 2.014773019199009030e-01, 2.531254312031669396e-01, 2.314081728527648540e-01, 4.687144508471687704e-02, 2.211282912965504069e-02, 7.427794987570791874e-02, 6.167540225890835726e-02, -4.012989476271103945e-02, 2.952869164681250491e-01, -5.564210795671289261e-02, -1.415980444592215282e-01
2.032000000000000000e+03, 1.556265005233391507e-01, -3.734692638416007519e-03, 1.578652092023297149e-02, 2.229299648232425657e-01, -2.990142227525511339e-03, 5.265154667257906235e-02, 1.526107616700916533e-04, -1.839538084369932505e-02, 2.149962932616957256e-01, 1.912802350831818710e-02, 3.444991409280220851e-02, 1.018345769007268087e-01, 2.734748326249716865e-01, 7.332004324149103969e-01, -1.948121271019298828e-01, -1.248080743578391417e-02
2.033000000000000000e+03, 5.063072766925843377e-02, 6.459016476616345759e-02, -1.870956523663349913e-01, 2.246582700764084284e-01, 4.534139584124974309e-02, -9.844115381690809671e-03, -8.357018580586915435e-02, -4.617586058413458705e-02, 3.200144303692551567e-02, 9.578282347724785539e-02, 7.590277446281083751e-02, 1.270636635551817550e-01, 1.966413817976927492e-01, 2.606844187391319512e-01, 3.091262799189368193e-01, -8.533142795567938421e-03
2.034000000000000000e+03, -2.305170408225709622e-01, 1.034653197172520772e-01, 3.944627317572210745e-02, -1.595561685512788264e-01, -5.057354254684146705e-02, 4.019080119244279603e-02, 8.192188139856218521e-02, 7.251922715778968964e-02, -2.992603718157333947e-01, 2.767033805713535119e-02, 1.296599231155406706e-01, 4.721406388311985558e-02, 1.433893446587771181e-01, -1.248391093435187449e-01, 1.454032243554352344e-01, 1.264412185144674905e-01
2.035000000000000000e+03, -3.464612628523981719e-02, 6.128085291681908964e-02, -6.263054906242999931e-02, -2.480080638164197659e-01, 6.341892679266716848e-02, 2.359472411506124967e-02, 5.186320915192766945e-01, -1.668142389251663360e-01, -3.690832337655836071e-02, 1.351496111874768424e-01, 5.403239787441084518e-02, 1.492753363162471758e-02, 1.320950270815942906e-01, -1.812511753569334139e-01, 3.948105045467427687e-01, 1.465899536342979981e-01
2.036000000000000000e+03, 1.545284042200931185e-01, 1.331408667095745069e-01, -1.006491129119856803e-01, 3.625201306410565788e-02, 2.029331403983225812e-01, 5.505704930409230369e-02, -1.584910794294427383e-01, -7.097899457251548652e-03, 6.872634962386194903e-03, -3.092387085093719137e-02, 1.012630846817504093e-01, -1.800779850692575124e-01, -1.153731552081757733e-01, 4.841052753793954055e-01, 1.412002049367004353e-01, 2.105829286676776935e-01
2.037000000000000000e+03, 1.060479932671053865e-01, -6.432358174573678429e-03, -4.750958067279910380e-02, 1.908929633389905844e-01, 1.733372207088771100e-01, 1.451361337753667435e-01, 4.695276817361896012e-03, -1.629402356701138005e-02, 2.967294345760099206e-01, -8.853694739151729554e-02, 3.547790038619261233e-02, -3.836923236431327711e-02, 1.057257320026968594e-01, 3.780132054654172236e-01, 7.035550782055106922e-02, -2.412200803099158464e-02
2.038000000000000000e+03, 3.138534523808535898e-02, 1.058659811040456866e-01, 1.255253302773510493e-01, 3.061385553173633922e-01, -8.117431210466602085e-03, 4.024470866260239366e-02, -4.781186936526961306e-02, 9.794314832265041404e-02, 6.498824414712345288e-02, -1.247601787554339786e-01, -4.028636877558232354e-02, 1.398316162465666201e-01, 5.866552972148795370e-02, 4.122872810725243253e-01, 5.409579813706025947e-02, 1.944976698510350877e-01
2.039000000000000000e+03, 7.052104102611306269e-02, 3.700381382597470181e-02, -1.416796143450384064e-02, 1.463375900040131683e-01, 9.013369957860550841e-02, 8.154705575651687022e-02, -7.939499976409920834e-02, 2.527627366917842844e-01, -1.664060592840201913e-01, 3.817130686367211090e-01, 1.246509472648262007e-01, 1.373963899587343773e-01, 3.207501591241318506e-01, 2.139241927301237800e-01, -1.327087261278040164e-01, -1.182545205020591600e-01
2.040000000000000000e+03, 1.100392487090448151e-01, 9.461278191695866868e-02, -9.670623533940919669e-02, -1.481503760741114395e-01, -1.748573947363459696e-02, 1.958971976815438581e-02, -1.033227987706303586e-01, -3.930952617651792963e-02, -3.417423450461675727e-01, 5.222200766425886403e-02, 8.121966155853090064e-02, 2.034478956715927989e-02, 5.976257768516039792e-02, 4.449555961947482263e-02, 6.239715887292088814e-01, 1.205718295102554682e-01
2.041000000000000000e+03, 1.786896125307237959e-01, 2.731715966531665651e-02, -3.375641308576628197e-02, 3.902723131509238663e-01, 2.171167936507569299e-03, 6.084818619492933511e-02, 8.890724136606820149e-01, -3.689357742624612690e-01, 1.280373053108438963e-01, -2.783766672459691074e-02, 4.183102305680436866e-02, 1.354169403813341999e-01, 5.790295896301859285e-02, 2.818816638382061202e-01, 3.124689333129553881e-01, -4.759901150059965558e-02
2.042000000000000000e+03, 7.934800178231668499e-02, 7.182859079956030457e-02, -8.997365924586324393e-02, 3.844641468073203283e-01, 1.148909193423298530e-01, 1.104479573688377236e-01, -1.956972103341008129e-01, -3.609636448676090820e-02, 2.434850270184582555e-01, 8.922568181135229204e-02, 3.917907063134355022e-02, 2.448732440579409059e-02, 6.180515099908433924e-02, 8.852309416853935964e-02, 4.366900071749832968e-01, 1.778701997716348182e-01
2.043000000000000000e+03, -1.060003454575338955e-01, 5.651654891985526813e-02, 8.884054492291933516e-03, -3.329562923191456414e-01, 7.562026417295075742e-02, 1.183885798588694103e-02, -1.496398939831092203e-03, 2.766202102046592670e-01, -3.378286214435504697e-01, 1.254854968124280989e-01, 4.814846511358535780e-02, 9.266697119141309447e-02, -4.222158552737936832e-02, 1.847744616569106657e-01, 1.240037358882465635e-01, -6.305092640101309098e-02
2.044000000000000000e+03, 3.081180902435977365e-02, 1.313415995597659765e-02, 1.042355307524096691e-01, -1.373631618006023458e-01, 6.450315340649187545e-03, 5.689196228761481122e-02, 2.598023408916085852e-01, -2.303411003694232351e-01, -1.436604465840590483e-01, 1.509120696354030455e-01, 5.077876976463258085e-02, 9.736508206864696868e-02, 1.464237284078622782e-02, 3.586955423918553043e-01, 2.113404469631492977e-01, 1.355616656684230925e-01
2.045000000000000000e+03, 1.764163954471688056e-01, 9.056062033982852089e-02, -1.234588574149378809e-01, 2.455319395353772749e-01, -9.994324300805704220e-02, 9.215172150054996847e-02, -5.469305058635107880e-02, -1.238786259373828996e-01, 3.167533714933409295e-01, -2.342798846819154346e-01, 1.323606805123401509e-01, 1.180374629046126445e-01, 1.816033258249672433e-01, 3.027555515866588443e-01, -1.813515049114947097e-01, -1.948964360141072771e-02
2.046000000000000000e+03, 8.328361305790318858e-02, 7.278649215354006385e-02, 5.994536851707712131e-03, -2.725327741664634873e-02, -7.699387699088285075e-02, -6.364405809340683076e-03, -1.962032976105721194e-01, 2.073787014454341049e-01, 7.059239579486456528e-02, 2.448495170568565638e-01, 9.804090566925791062e-02, 1.173761138465517773e-01, 8.440205931230260195e-02, -1.436299324565062652e-01, 2.951005408241203984e-02, 3.628837068555777062e-02
2.047000000000000000e+03, -1.264564152842842792e-01, 3.407732707915793469e-02, 2.874356578927231981e-02, -6.860135122163620036e-02, 1.319262922141968553e-01, 4.284721514910347362e-02, 8.816427717709945933e-02, -6.749868576639564410e-02, -1.900864222429130002e-01, -1.122580754815879073e-01, 7.245251491471103866e-02, 1.476775532435880278e-01, -2.763657029595872200e-02, 1.066361846798180302e-01, 8.592026041596646790e-02, -4.053656710037890215e-02
2.048000000000000000e+03, -2.732078223265963640e-02, 1.459981536469908969e-01, -6.907556802079702074e-02, 3.737428277795765696e-01, 7.473558311773785545e-02, 7.746113673667785748e-02, 1.617860772956324356e-01, -1.718284146938104662e-01, -1.441383903362318253e-01, 3.430853786059361726e-02, 3.275075774603793122e-02, 8.303192997937587638e-02, 1.414043854032187020e-01, -1.360747592448260657e-01, 2.396012949238041367e-01, 7.548513178607622887e-02
2.049000000000000000e+03, 7.005011267421108745e-02, 1.218428782080192563e-01, -1.046668832467705368e-01, 2.821406399628819672e-01, 8.866607864160509778e-02, 2.663935349435402056e-02, 1.619156318221808555e-01, 1.571966025684901069e-01, 9.520171135364192960e-02, 1.923496089081755123e-01, 1.663440720840486317e-02, 4.436726208535580335e-02, -1.056893342264524915e-01, 7.911744931036501782e-02, -1.108590730135108338e-01, -1.372492374801519976e-01
2.050000000000000000e+03, 3.633366835477377238e-02, 5.977094064209281798e-02, 3.608770693366923632e-02, -1.852736648756930435e-02, -4.977588105209353880e-02, 3.305284041592655708e-02, 5.105735313134592002e-02, 3.328278496570621914e-02, 2.563995096987606859e-01, -2.251020121000999602e-02, 1.072346531745853870e-01, 2.000932434230256671e-02, 2.016393187882654647e-01, -8.131849443397579091e-02, -3.100016726180843118e-01, 6.303278793344287145e-02
2.051000000000000000e+03, -1.173654377901962448e-01, 3.167481437343931672e-02, -1.413151126845320626e-01, 1.240795579475292704e-01, -6.287085867416963847e-02, 1.317286374764038981e-01, -1.392417043687330970e-02, 1.620444616467900667e-01, -4.984418382606687348e-01, -5.941214606524274772e-02, 1.052742872360322435e-01, -4.836461862176560239e-02, 3.336071948011823385e-02, -1.239722103068720827e-01, 2.667431870365594843e-02, 4.582763810798871906e-02
2.052000000000000000e+03, 7.345809873710211491e-02, 1.287576634510822216e-01, 4.974557240026446225e-02, 3.744422970663748296e-01, 1.392480868792770055e-01, 2.432395230747074616e-02, 7.468608591059602148e-03, -2.482677843260784611e-01, 2.540367953224584308e-01, 2.241913337670356221e-01, 1.622899705494897371e-01, 4.499130998504791146e-02, 7.176958185071016067e-05, 2.670092724651310645e-01, 2.272907539025428303e-01, 9.716041224546527466e-02
2.053000000000000000e+03, 9.695041034804405267e-02, 1.173029736991624550e-01, 1.329524098653669661e-01, 2.348480725343115860e-01, 1.731144117196099230e-01, 9.877462688817802150e-02, 3.714514255392100117e-01, 2.777563968929614435e-01, 1.743207044461593871e-02, 2.253074065021155176e-02, 2.676798459407114458e-02, 1.007330484345909799e-01, 1.573681557999969671e-01, 1.202296332387969707e-01, 2.012938270341885771e-01, -1.133576208933536611e-01
2.054000000000000000e+03, 1.361360416935915585e-01, 3.734259223483391010e-02, -1.648041840768246780e-01, 1.641930960413162943e-01, 5.211039306813210203e-02, -4.020933744756692574e-02, 3.454714534629265699e-01, -7.028260294152526011e-02, -9.014242568390000432e-02, 7.461961700405786435e-02, -1.667704956722788207e-02, 5.335418296446555429e-03, 2.707086056756092263e-01, 3.670164961007644361e-02, 3.362151535950649306e-01, 5.770580493334751676e-02
2.055000000000000000e+03, -6.757657914331788307e-02, 3.860089653900339313e-02, -8.740252172680618159e-02, -1.422478197357057994e-01, 1.372407561776883000e-01, 3.618730340337458773e-02, -4.393056705241673021e-01, -1.867937605066264106e-01, 2.663768818347694300e-01, 1.378014372833112622e-01, 4.290995240285993412e-02, -6.609918386595650674e-02, 4.799888498152155361e-03, 3.061470165030444890e-01, 2.571851190318286684e-01, 3.488394531756837391e-02
2.056000000000000000e+03, -1.547630933461116021e-01, 1.403927273716772672e-01, 6.179232772040053889e-02, -1.495804368321178857e-01, 2.239540679580310709e-02, 2.214981480231542899e-01, 8.447894847005490981e-02, 2.774684319477739580e-02, -1.871684560658996577e-01, -1.886090798563482274e-01, 1.043276010140614801e-01, -1.845344704913223083e-02, 1.147083609611696947e-01, -5.694374409877572124e-02, 4.944041119378610183e-02, 1.084636234995868115e-01
2.057000000000000000e+03, 8.631099274412631916e-02, 7.869922245555165119e-02, -2.907380803792292828e-02, 2.512332980555915807e-01, -1.565245828102367620e-01, 1.114081018552159907e-01, 4.634347523547228120e-01, 1.068265864076531901e-01, 2.535198858235760411e-01, 1.366236937903509696e-01, 5.608007287221408732e-02, 3.325494976223416360e-02, -6.464681365406000496e-03, 3.570784840170335706e-01, -8.700870050329061189e-02, 2.769805096364709174e-01
2.058000000000000000e+03, 1.560988729358329663e-01, 1.489063616661702276e-02, 1.447627356348830385e-01, 1.114981526407094053e-01, -6.886002827059328757e-02, -8.051157385495456842e-02, -3.487416454246435316e-01, -1.731174594081341112e-01, -3.272256920779204603e-01, -1.090640048154623287e-01, -2.999666119939833030e-03, -3.798812837765438988e-02, 1.853958786108607371e-01, 1.391214376324868551e-01, 5.800965665498626633e-02, -1.105391065523904925e-01
2.059000000000000000e+03, -1.555194692990981460e-02, 3.865700179698780548e-02, -1.211696723405773224e-01, 8.257590529371133803e-02, -4.491861070937049408e-03, 1.759836485433736997e-01, 1.289655199629171634e-01, 5.083837221727435102e-02, -1.043410889079458559e-01, 3.257587482911371637e-03, -2.001890823915567982e-02, 1.661262534054399817e-02, -1.414335536740558008e-01, -6.282213908297833160e-02, 2.110649336334770310e-01, 1.182902846621493448e-01
2.060000000000000000e+03, 1.542314648728082549e-01, 1.373080204941462268e-01, -1.383408215027660815e-01, -3.823083637516098698e-01, -5.737727374499856231e-02, 8.897079458050974332e-02, 9.814011583857949750e-02, 3.233568069800666911e-01, 4.925656038506598389e-01, 1.948597425570723352e-01, 3.440842232211051982e-02, 1.364403522488682741e-01, -1.471795711048097255e-01, 2.277826358867900414e-01, 1.366041552971576090e-01, -1.111954296618753446e-01
2.061000000000000000e+03, 9.694148397717998467e-02, 1.308883815249835443e-02, -3.936735582503477632e-02, 2.832577803542437600e-01, -7.542470808197916654e-02, -4.959758112131210789e-02, 2.093636572621585534e-01, 4.017335354959624127e-01, -1.757443074507248904e-01, 1.402296776558847324e-01, 8.726564225837987743e-02, 1.059285996600100449e-01, 1.870062800559152971e-01, 4.513701737938602410e-01, 2.773431978341187043e-01, 2.067532653405350623e-03
2.062000000000000000e+03, 1.159837869843903663e-01, 2.120542037404479427e-02, 6.593191690606008126e-02, 4.604665046762552172e-01, 6.463324250803662019e-03, 2.225294198491148956e-01, 4.957066321666663833e-01, 3.566789202996711872e-02, -1.893553544578907288e-01, -4.722330413668338056e-02, 7.768181994236043886e-02, 3.687926998867455120e-02, 1.121410616285689471e-01, -2.649151324570822585e-01, 5.170557847122226464e-02, 7.337027744879789926e-02
2.063000000000000000e+03, -8.671479394277570307e-02, 6.559331949865640499e-02, 1.240454209851034467e-01, -1.109239662656864439e-01, 1.803771697631962462e-02, 1.651890704602206744e-02, 1.397205634738706292e-01, 1.684352434375628593e-01, 4.341827096481681858e-01, 9.668491441824269422e-03, 1.708791569063056529e-02, -7.681794149754253564e-02, 3.009364683698629306e-01, 4.498189589629245783e-02, 3.514161855080092933e-01, 1.215321515806606911e-02
2.064000000000000000e+03, -2.002215368292668829e-01, -4.718955787871156708e-03, -1.061541919550093062e-02, -7.104304501073224754e-02, 1.478124040386627203e-01, -2.014482907641409332e-02, -3.959789482512343639e-01, 3.628258180068102412e-01, -4.253817912294733938e-01, -3.603909585153617593e-03, 9.069584759978296939e-02, 7.530070485442261208e-02, 1.326298209335166067e-01, 2.599099956833299530e-01, 1.644140469252070857e-01, -6.894188781933502201e-03
2.065000000000000000e+03, 4.926925028356601149e-02, 1.259821436285517016e-01, -8.697636353159450551e-02, 2.582461751006808193e-01, 1.618142025223203162e-01, 4.811317629810678287e-02, -3.106825262525329534e-01, -1.667237718822059123e-01, 2.557391066962880211e-01, 1.051256425827022147e-02, 4.410594060839922309e-02, 1.094016864844936099e-01, 5.110472232071806451e-04, 2.156339626245279695e-01, 4.266925767803282643e-02, -3.683157106446977025e-02
2.066000000000000000e+03, 2.453242574522328523e-01, 1.059752637072611803e-01, -4.811690789248468381e-02, 1.887956699322241860e-01, -8.217937616376716492e-02, 1.412163110575487546e-01, 5.285606148226997814e-01, -6.254936690883047823e-02, -8.055954770203364868e-02, 2.977873674106636115e-02, 1.967264087308531750e-02, -5.410144161408471375e-02, 9.923029224274296234e-02, 3.130869271277555987e-02, -2.054177207094995405e-01, -2.279713146719944752e-02
2.067000000000000000e+03, 6.760297750856837651e-02, -2.722893061697794284e-02, -9.672999859327754621e-03, 5.808646893335047551e-02, 1.484783660929028803e-02, 3.070035813273238809e-02, 5.796833017957794265e-01, -5.442166151524451684e-02, 7.195809096143607198e-02, 8.804392764196047882e-02, 7.093538026285266251e-02, 6.553960600064691333e-02, -9.851090344439936142e-02, 5.325619905056711012e-02, 3.862068717086056813e-01, 2.437985799486341310e-01
2.068000000000000000e+03, -4.221428971250679868e-02, 5.704854349649816220e-02, -2.922391130331692885e-02, 1.245131411089075157e-01, 2.388643766225661061e-02, -4.413168909433307086e-02, -1.537463315836998246e-01, 1.087615399798442378e-01, -1.133466588208783821e-01, 1.706152431631558775e-01, 1.154018697914937219e-01, 3.791083958109082303e-02, 9.914105240776284467e-02, -1.061621838539976853e-01, -9.210673040574568482e-02, -2.156672007079408482e-01
2.069000000000000000e+03, 1.080727882847202087e-01, 1.820325247160245463e-01, -2.317091871821682844e-02, -1.445325299527022711e-01, 6.752724374892864201e-02, 2.012733675315680690e-02, -1.842597227900531487e-01, 3.516020195944805082e-01, 8.810900266840446249e-02, 7.122444629728519327e-02, 6.906588061034792114e-02, -6.130100732036987757e-03, 1.080161159076750976e-01, -2.396087704920413786e-01, -5.773676413329118656e-02, -8.420202123186636134e-02
2.070000000000000000e+03, 9.336958030001911435e-02, 3.193094994740788145e-02, 1.586252544639505657e-01, -1.150390147752206882e-01, 3.774445024246028679e-02, 1.422643183047663240e-01, 2.035345171903202646e-02, 4.289261513850954333e-01, 3.403847354497309685e-01, -1.191256356823269524e-01, -3.682371476649292513e-02, -1.669955594669061266e-02, 1.415923603773889816e-01, 1.602761778405137894e-01, 3.659145530148890102e-01, 2.667855188728048277e-01
2.071000000000000000e+03, 2.347603524413109655e-01, -9.447084651815991496e-03, -2.570387621200501821e-02, 3.333439831706904721e-01, 8.825142762007537334e-02, 5.648165611616572795e-02, -2.258273604010307134e-01, -3.491836514695981775e-01, -2.037313380264442753e-01, 2.055902536376569834e-01, 8.972984549331297632e-02, 4.858070725076626267e-02, -2.979930430290257323e-02, -3.696501303268127647e-01, 5.219627979036595145e-01, 1.061805389681405309e-01
2.072000000000000000e+03, 8.823824260557115717e-02, 3.114608887434026918e-02, 9.150952968139607069e-02, -2.017981929916608519e-01, 8.495755986115730019e-02, 1.488332178963356622e-01, 2.417541328566907566e-01, 2.311524262246010819e-01, -3.676051978329001324e-01, 2.091377535597087889e-01, 4.956402743688840401e-02, 1.231113484133877257e-02, 2.180246281879373929e-02, -2.009172886907702738e-01, -1.419406434787506555e-01, -1.186434523558563270e-01
2.073000000000000000e+03, 1.193130386129823972e-01, 9.664653950381256464e-02, -1.589439989625556771e-01, 1.344037405745977243e-01, -8.583198415189331743e-02, 9.992220236787069387e-02, 3.129762109400318487e-02, 3.406435508443069193e-01, 1.215239551626034059e-01, 3.256727436625364569e-02, 2.068566680452952472e-02, 7.830193393716969666e-03, -1.035946317921704468e-01, 3.660458124692891890e-01, -1.117884917728302098e-02, -1.143196300327120329e-01
2.074000000000000000e+03, -1.022899787097695384e-01, 1.454463069283389864e-01, -1.058040619395600873e-01, -2.540159772273732977e-02, -1.296086747182914334e-01, 1.784964971248843846e-02, 1.551500845690771124e-01, -2.522983373401587598e-02, 3.975790633648562111e-01, -7.103212963527484602e-02, -3.923906873467646744e-02, -1.471040537863791374e-02, 2.121530738209903011e-01, 4.701279078804809219e-01, -1.007966498164385993e-01, 4.567241112677675879e-02
2.075000000000000000e+03, 6.375701405583227011e-02, 2.469283651350138303e-02, 1.205266786717479853e-02, 3.710376375235031055e-01, 1.316839393903268540e-01, -2.521473147184062017e-03, 2.369509450745148071e-01, -3.923868011496642327e-02, -3.327585315134863331e-01, -1.305685580975430582e-01, 6.767486370213206259e-02, 1.243799381608022281e-01, 1.478604421844167682e-01, 1.355963232098252591e-01, -1.400899904820984976e-01, 6.896824371879861637e-02
2.076000000000000000e+03, 8.580427985958302695e-02, 2.043829302670698012e-02, 3.326228887322980887e-02, -3.535235505883393969e-01, -3.174719315227009231e-02, 5.628559127228485726e-02, 3.477675983063663878e-01, 2.025216089575030409e-01, 1.116182104404544184e-01, 5.086426246561590037e-02, 8.382993422673655493e-02, 8.078118362871235247e-02, 4.038438236660588099e-02, -3.433600794628797748e-01, 3.826561625974678194e-01, 1.227612201247231666e-01
