year, INM-CM4-8, NorESM2-LM, ACCESS-ESM1-5, IPSL-CM6A-LR, MPI-ESM1-2-LR, CNRM-ESM2-1, GFDL-ESM4, CMCC-CM2-SR5, TaiESM1, NorESM2-MM, CESM2-WACCM, CanESM5, UKESM1-0-LL, MIROC-ES2L, EC-Earth3-Veg, INM-CM5-0
2.042000000000000000e+03, 2.948377176356891027e+02, 2.986367711117845829e+02, 2.967592890515512636e+02, 2.947695248576617928e+02, 2.961086495549581059e+02, 2.953604428475524628e+02, 2.956683818078167292e+02, 2.976012250310994887e+02, 2.979193468115795440e+02, 2.974324505945713213e+02, 2.986403437541627000e+02, 2.975999424752864684e+02, 2.983170531764234852e+02, 2.971522485167448622e+02, 2.957747821851908725e+02, 2.956290003708858762e+02
2.043000000000000000e+03, 2.950315331897800775e+02, 2.986905310821443322e+02, 2.969574086706966796e+02, 2.942692979168268721e+02, 2.961836522155200555e+02, 2.956721755791004398e+02, 2.957633825854221072e+02, 2.978881521062796764e+02, 2.980603869085754809e+02, 2.977354752759202370e+02, 2.988402410939135052e+02, 2.976859916167991855e+02, 2.979923894205482497e+02, 2.982477562650602749e+02, 2.955925804113849154e+02, 2.950886887963583831e+02
2.044000000000000000e+03, 2.951601253626855623e+02, 2.978650855831384661e+02, 2.970458784910904342e+02, 2.947294353564446396e+02, 2.965057406421794326e+02, 2.952702787740551571e+02, 2.953534747178010775e+02, 2.975093882685504809e+02, 2.983382324319806571e+02, 2.980580885914247915e+02, 2.987724149311296742e+02, 2.972131943423780172e+02, 2.984000316342597898e+02, 2.974986444515806738e+02, 2.964251073315072631e+02, 2.947423008390683776e+02
2.045000000000000000e+03, 2.953776559204592331e+02, 2.973253916977793097e+02, 2.971920386321582441e+02, 2.951915200170390108e+02, 2.959511014136645031e+02, 2.958125360690734169e+02, 2.957374414594816585e+02, 2.976569764882763707e+02, 2.984828581899666347e+02, 2.978534803229210866e+02, 2.983520890997443189e+02, 2.970417683990164619e+02, 2.983525469179983247e+02, 2.969839470263756311e+02, 2.963106644836786927e+02, 2.950580882706590273e+02
2.046000000000000000e+03, 2.953842653765809132e+02, 2.976236867817819984e+02, 2.976343871517662478e+02, 2.941851732642375055e+02, 2.958869592766621395e+02, 2.956820278090826832e+02, 2.962979450963527484e+02, 2.984391777716633101e+02, 2.978134510197234590e+02, 2.978522568337141934e+02, 2.987865886187880164e+02, 2.973050957568302692e+02, 2.983441640368271806e+02, 2.969480878933798635e+02, 2.959587172259841168e+02, 2.956670693833412429e+02
2.047000000000000000e+03, 2.952931074276058894e+02, 2.978351304845229492e+02, 2.969708690365215489e+02, 2.947892225745073347e+02, 2.965458346113006769e+02, 2.958204987015386109e+02, 2.955021718489425666e+02, 2.983732461077624976e+02, 2.976788739448226693e+02, 2.979820599869635203e+02, 2.990592729796452431e+02, 2.973273670400121205e+02, 2.981392118478947282e+02, 2.979740230078572267e+02, 2.962383298379199346e+02, 2.954681428161719623e+02
2.048000000000000000e+03, 2.950394036648905285e+02, 2.979196265965377393e+02, 2.970049608681529207e+02, 2.951279490606537479e+02, 2.964055780576456414e+02, 2.957023143956911895e+02, 2.959813393066194749e+02, 2.981997807032278160e+02, 2.983724592459765290e+02, 2.969152467859120179e+02, 2.989016169584273257e+02, 2.968142838111546098e+02, 2.982807468038261050e+02, 2.975444331135640823e+02, 2.962060309424026627e+02, 2.952600607709233600e+02
2.049000000000000000e+03, 2.955280915046254222e+02, 2.981918121336682361e+02, 2.972287604572775876e+02, 2.939985184911795955e+02, 2.963298382297865032e+02, 2.969242652423947675e+02, 2.958239071799392832e+02, 2.983295687198386190e+02, 2.981430618148397116e+02, 2.972533805903759685e+02, 2.990688111808740359e+02, 2.970542396036411787e+02, 2.981044943399739964e+02, 2.974100172604121326e+02, 2.961561208641642793e+02, 2.956019975365824166e+02
2.050000000000000000e+03, 2.954420243734207361e+02, 2.978228120022836833e+02, 2.977122091989215846e+02, 2.952773512849502140e+02, 2.962236999935571475e+02, 2.962059167838384610e+02, 2.956298533374162503e+02, 2.985734174229053224e+02, 2.978068592007870734e+02, 2.974881195747884703e+02, 2.988488400985680755e+02, 2.968799794714660720e+02, 2.983579752456313372e+02, 2.979778983626030708e+02, 2.970135127064452831e+02, 2.956059052192256900e+02
2.051000000000000000e+03, 2.953416575681229688e+02, 2.977343335127269484e+02, 2.975839749609603473e+02, 2.956065486045741295e+02, 2.963758471772752614e+02, 2.955887340383987976e+02, 2.961328402914288063e+02, 2.981430040217663304e+02, 2.985466219284440967e+02, 2.978953144734313128e+02, 2.986786258914449945e+02, 2.967670862785165582e+02, 2.987645036757179469e+02, 2.982074453053627963e+02, 2.957976590473554097e+02, 2.956467819157713848e+02
2.052000000000000000e+03, 2.950381827629068994e+02, 2.975709690865429593e+02, 2.967640879399333471e+02, 2.946220121010908883e+02, 2.962201602779176142e+02, 2.957605970817090224e+02, 2.950855721361185147e+02, 2.983915442230231747e+02, 2.983313271069358166e+02, 2.970561024918382032e+02, 2.990418962290603986e+02, 2.969983179766394414e+02, 2.986450198691603077e+02, 2.970922022883198110e+02, 2.967367504789302188e+02, 2.953370413319623253e+02
2.053000000000000000e+03, 2.950813947893102522e+02, 2.982584632926306085e+02, 2.969439787360450964e+02, 2.946420480692298725e+02, 2.957094670843011386e+02, 2.959692753649198380e+02, 2.953051085098431940e+02, 2.979219117852915701e+02, 2.983780734298260882e+02, 2.970118172367006650e+02, 2.988905976101597162e+02, 2.974645519934239815e+02, 2.981973051456470785e+02, 2.970775874880563379e+02, 2.959576781720431313e+02, 2.952464159071194558e+02
2.054000000000000000e+03, 2.951229167054096933e+02, 2.989870548171701898e+02, 2.972883275247156689e+02, 2.945546818641659570e+02, 2.955135432767368684e+02, 2.960110357779816468e+02, 2.959387293989522618e+02, 2.975081450019737872e+02, 2.980560416516985924e+02, 2.977697737447159625e+02, 2.993111542402504028e+02, 2.974543617075612474e+02, 2.984514584854537702e+02, 2.969416995405528041e+02, 2.966797131105809626e+02, 2.955617716751601165e+02
2.055000000000000000e+03, 2.949617042495367514e+02, 2.976960092674900693e+02, 2.966378033448731912e+02, 2.942511521753860393e+02, 2.963512217898071981e+02, 2.958623406683067856e+02, 2.956591773712116265e+02, 2.985236063720178663e+02, 2.980760091216967567e+02, 2.974491017646690807e+02, 2.988395456164840880e+02, 2.975394865382785952e+02, 2.989426691317985387e+02, 2.979964275925642028e+02, 2.966595153875500159e+02, 2.951784964674458251e+02
2.056000000000000000e+03, 2.950735903985028017e+02, 2.981790987619586986e+02, 2.968304096955140494e+02, 2.953608420407034600e+02, 2.965342179961697298e+02, 2.957295864821464875e+02, 2.951884338498759348e+02, 2.986416498907119603e+02, 2.981260462662910413e+02, 2.971565559565389094e+02, 2.983720952780177527e+02, 2.975312585788372530e+02, 2.987628553191059950e+02, 2.982318587963397363e+02, 2.964464374868676941e+02, 2.953472548368965818e+02
2.057000000000000000e+03, 2.954074159943052109e+02, 2.988511896731299089e+02, 2.974032317196175086e+02, 2.950627532623289540e+02, 2.963261523883718951e+02, 2.951375205687542120e+02, 2.955517768664212213e+02, 2.984157643983389221e+02, 2.977123689418363597e+02, 2.976437988039579068e+02, 2.989859763649093907e+02, 2.975411390173484847e+02, 2.986092193596945776e+02, 2.976274273131609789e+02, 2.964857693914190691e+02, 2.955248882707201119e+02
2.058000000000000000e+03, 2.952080677210846034e+02, 2.984875282743670368e+02, 2.978171621158130051e+02, 2.951007663898171245e+02, 2.957650942239724827e+02, 2.960197703895601080e+02, 2.950229796884703433e+02, 2.985057728319083026e+02, 2.981605251693803780e+02, 2.978716755101680178e+02, 2.992939005481101162e+02, 2.979149240770821621e+02, 2.988458317974569241e+02, 2.973974691876895804e+02, 2.967361299812419020e+02, 2.953494001061009726e+02
2.059000000000000000e+03, 2.951798585293237807e+02, 2.990891011193412510e+02, 2.973872060407675235e+02, 2.954649585426890326e+02, 2.967681878859196445e+02, 2.956828721289921873e+02, 2.958086572750327718e+02, 2.986008434531723879e+02, 2.985334690450397375e+02, 2.976089070880240683e+02, 2.982468788734914824e+02, 2.975764930598191427e+02, 2.992666412703761125e+02, 2.975723380276169223e+02, 2.970639649041237362e+02, 2.953585416435265643e+02
2.060000000000000000e+03, 2.954997134790419295e+02, 2.983854335108580358e+02, 2.976947317318364981e+02, 2.948377464108879167e+02, 2.967991922010422741e+02, 2.961024103785078410e+02, 2.961338795962803374e+02, 2.984555166165517903e+02, 2.981975396367316762e+02, 2.971983439649005732e+02, 2.988685349717684971e+02, 2.972077023146159149e+02, 2.985050822398306991e+02, 2.974659311274563720e+02, 2.965087177936526928e+02, 2.953903125399771170e+02
2.061000000000000000e+03, 2.954092575400563874e+02, 2.984668650683652800e+02, 2.975110776460961688e+02, 2.945688872765671817e+02, 2.969378241756122634e+02, 2.960757113965424878e+02, 2.958652454831853902e+02, 2.983522815988633852e+02, 2.980103773699402723e+02, 2.975027087525998581e+02, 2.989515628102689107e+02, 2.979869114873621925e+02, 2.984111206680401551e+02, 2.974069927340738104e+02, 2.959019796625144068e+02, 2.950469128739711095e+02
2.062000000000000000e+03, 2.953717104447548536e+02, 2.985407025146205910e+02, 2.970683860883137868e+02, 2.951172536903289938e+02, 2.957000974806874183e+02, 2.958115863395512974e+02, 2.959862428105803929e+02, 2.973817375887822436e+02, 2.984295654771465820e+02, 2.977642121055339999e+02, 2.984270191747314129e+02, 2.977836420421203911e+02, 2.984708517143941435e+02, 2.972881659220591928e+02, 2.966292074461705397e+02, 2.957436439459287953e+02
2.063000000000000000e+03, 2.950979666500118128e+02, 2.982287552801106472e+02, 2.973316042682999409e+02, 2.950284475792140597e+02, 2.957068115840115183e+02, 2.958924054008905387e+02, 2.950309759504331737e+02, 2.972378463420072308e+02, 2.977879147357458578e+02, 2.983016076085694408e+02, 2.985612324488576519e+02, 2.970727553468178144e+02, 2.992966788988568965e+02, 2.981792992591106213e+02, 2.959824080088835672e+02, 2.954515460931480106e+02
2.064000000000000000e+03, 2.954592798129919515e+02, 2.979857416307593212e+02, 2.974277599300405655e+02, 2.950039123100017378e+02, 2.960489021602006687e+02, 2.957027235857535743e+02, 2.952993328141799338e+02, 2.975300337980501695e+02, 2.984707889685669215e+02, 2.981127275750509966e+02, 2.995062903502227414e+02, 2.980471175695270745e+02, 2.988014868891609694e+02, 2.982924068894067773e+02, 2.956096572186472713e+02, 2.950014258459228813e+02
2.065000000000000000e+03, 2.953218245741317673e+02, 2.985297971727016488e+02, 2.963125131089223032e+02, 2.953820403266475978e+02, 2.951796723069846280e+02, 2.963996240860039393e+02, 2.962727730040332403e+02, 2.989838000890430862e+02, 2.981514104311701203e+02, 2.975405209944722174e+02, 2.990741803341966261e+02, 2.972810195206558888e+02, 2.983589001418466751e+02, 2.972548432583712383e+02, 2.967835148918804293e+02, 2.950762063266058703e+02
2.066000000000000000e+03, 2.954474468342788782e+02, 2.981299393257924635e+02, 2.977125989281091734e+02, 2.951100792649640425e+02, 2.959759567344477205e+02, 2.962363737743300476e+02, 2.956835173040392419e+02, 2.985839565741387673e+02, 2.987227573770238109e+02, 2.974297285722120137e+02, 2.986942818068593510e+02, 2.974935012659958034e+02, 2.989192530248156459e+02, 2.972258523170776243e+02, 2.960925947845068436e+02, 2.951438769208928647e+02
2.067000000000000000e+03, 2.950653721812392973e+02, 2.987804442815225343e+02, 2.975487188841318016e+02, 2.946219844492840139e+02, 2.961957708359515777e+02, 2.950055255003654793e+02, 2.957301784597468668e+02, 2.975560447101556747e+02, 2.980601061221717600e+02, 2.982116388413062964e+02, 2.990702445751425671e+02, 2.977856866216052367e+02, 2.993249839234883893e+02, 2.974734741802489566e+02, 2.966024956046315992e+02, 2.953432958782511264e+02
2.068000000000000000e+03, 2.953640456531914538e+02, 2.981758984674592625e+02, 2.972441946172735925e+02, 2.948779599370988649e+02, 2.961441642701259411e+02, 2.959786341157976608e+02, 2.955396991870120473e+02, 2.974123689226564125e+02, 2.985097140392907704e+02, 2.977004405962927081e+02, 2.993102120158836215e+02, 2.976911986088915114e+02, 2.991642240644623030e+02, 2.982373013073214452e+02, 2.965194090819022108e+02, 2.953898123450916273e+02
2.069000000000000000e+03, 2.955906446598577304e+02, 2.983386790710413834e+02, 2.973003335564715144e+02, 2.944908520043524618e+02, 2.960321334471620389e+02, 2.961843644411604259e+02, 2.958218731718287700e+02, 2.977461280634840364e+02, 2.984017210158019680e+02, 2.970767436298096982e+02, 2.992216821454913429e+02, 2.973583566560717486e+02, 2.986588718670857361e+02, 2.979189671573769260e+02, 2.960764721929867278e+02, 2.957542780286912034e+02
2.070000000000000000e+03, 2.949183964351537384e+02, 2.990690983081240688e+02, 2.970462385950780231e+02, 2.953051464725863298e+02, 2.962379263931815672e+02, 2.956419612340982894e+02, 2.952868320555682544e+02, 2.979499787511381328e+02, 2.977858134116875135e+02, 2.975740971323573945e+02, 2.985637115407307078e+02, 2.974685496443602233e+02, 2.991469514959621847e+02, 2.970397304809459342e+02, 2.956210206325777676e+02, 2.950444113792364078e+02
2.071000000000000000e+03, 2.946787506302234192e+02, 2.978111144689077605e+02, 2.974236134310173156e+02, 2.950823329785154669e+02, 2.963168059575601205e+02, 2.956926607227046020e+02, 2.956986555800396559e+02, 2.982742837910224694e+02, 2.979075553692796916e+02, 2.978818359001974727e+02, 2.986926484831166135e+02, 2.977614913892129493e+02, 2.989397961379415847e+02, 2.967861336557636491e+02, 2.963677766580706816e+02, 2.953742659424905810e+02
2.072000000000000000e+03, 2.952475323463326617e+02, 2.976851937974450948e+02, 2.972282602488598968e+02, 2.943993471680499852e+02, 2.962028950038679795e+02, 2.962508420678752827e+02, 2.950789897916066593e+02, 2.983561455950036816e+02, 2.980284651743281188e+02, 2.977967096493650843e+02, 2.983163609348029013e+02, 2.966131299514491388e+02, 2.988716335084191655e+02, 2.972297671376317680e+02, 2.961663671266612141e+02, 2.955273856137058033e+02
2.073000000000000000e+03, 2.954698677493374817e+02, 2.983206101538521011e+02, 2.973711598343925857e+02, 2.942931698986334368e+02, 2.959297502022662911e+02, 2.961479557214987608e+02, 2.957420405323418890e+02, 2.987964483089517671e+02, 2.982424685937821778e+02, 2.973996373658471839e+02, 2.982732791588569512e+02, 2.979333513615368929e+02, 2.992256293829527749e+02, 2.972110388739424138e+02, 2.955438236630088227e+02, 2.953738369013003080e+02
2.074000000000000000e+03, 2.954406363336308914e+02, 2.983789316411662185e+02, 2.979230511444710601e+02, 2.952294862300223031e+02, 2.954964488027571292e+02, 2.961725854562161544e+02, 2.955482672010525107e+02, 2.987227580622904952e+02, 2.984463856976290117e+02, 2.974685508413866160e+02, 2.992705828323972241e+02, 2.976878081412925212e+02, 2.990493707686533185e+02, 2.981763564984051982e+02, 2.964337009820288245e+02, 2.950928452820583630e+02
2.075000000000000000e+03, 2.955288951893826379e+02, 2.984041383069873064e+02, 2.973284722498239034e+02, 2.950801235533793374e+02, 2.956914767034478473e+02, 2.958532331451746131e+02, 2.956971140308583017e+02, 2.979572981979208066e+02, 2.982808677334350023e+02, 2.976411777147030762e+02, 2.986446199258489855e+02, 2.980914415925814183e+02, 2.987724514843353631e+02, 2.970905478897591934e+02, 2.961792427302846136e+02, 2.952483999406584303e+02
2.076000000000000000e+03, 2.951787877353401655e+02, 2.984109513506992926e+02, 2.976911022565058715e+02, 2.948245603621764417e+02, 2.960431649420440294e+02, 2.955399820211245583e+02, 2.951294238464333830e+02, 2.974422540557983439e+02, 2.988129848481931958e+02, 2.973396263428375619e+02, 2.994493799528913200e+02, 2.978885876363825105e+02, 2.989487176680652283e+02, 2.975343577427869377e+02, 2.960138990957338478e+02, 2.955656824051080775e+02
