year, CMCC-ESM2, EC-Earth3-Veg, NorESM2-LM, TaiESM1, CESM2-WACCM, UKESM1-0-LL, IPSL-CM6A-LR, NorESM2-MM, CNRM-ESM2-1, MPI-ESM1-2-LR
2.025000000000000000e+03, 3.077113498389056260e-10, 1.157034010031505150e-10, 1.888200840996711871e-09, 8.613658821287448025e-10, 4.315648832756535076e-10, 3.876995494963704446e-13, 9.968541567553180067e-12, 1.660851022672807194e-09, 4.582802971114336523e-11, 2.342779365409356293e-10
2.026000000000000000e+03, 3.239759648153477667e-10, 1.126049875176015546e-10, 1.876021543809187954e-09, 8.846111329711126919e-10, 4.386846673058061555e-10, 3.127018406098065367e-13, 8.768698156674553209e-12, 1.693142179304603734e-09, 5.016315100512253015e-11, 2.358654430080769227e-10
2.027000000000000000e+03, 3.132476297567858610e-10, 4.065823428090543206e-10, 1.881647636873073075e-09, 8.901806458159457419e-10, 4.384863158441233151e-10, 3.090488810596301085e-13, 8.320822126062922741e-12, 1.722914840511063668e-09, 4.934940701302053020e-11, 2.363544220361361057e-10
2.028000000000000000e+03, 2.951801078669598307e-10, 4.272732273785370253e-10, 1.661054779519638807e-09, 8.843028496153353884e-10, 4.367423755139892659e-10, 2.337749763870408936e-13, 8.573713306656605635e-12, 1.717622789804542939e-09, 4.754795633891555159e-11, 2.407587178985684257e-10
2.029000000000000000e+03, 2.920518591896807953e-10, 4.190558437263627630e-10, 1.617304913766891528e-09, 8.600822887586540433e-10, 4.363456773516939867e-10, 2.511721704897401270e-13, 8.020665943255254989e-12, 1.716739262112541551e-09, 4.654628196392824585e-11, 2.435683830680144823e-10
2.030000000000000000e+03, 2.814054068091641130e-10, 4.240318240536509874e-10, 1.729795576995562473e-09, 8.299090838328194517e-10, 4.347123908869040226e-10, 2.637651026328843804e-13, 7.901449592019593885e-12, 1.688433124292926936e-09, 5.128876234133734074e-11, 2.376237556651189010e-10
2.031000000000000000e+03, 2.773894553057942615e-10, 4.011238363196387942e-10, 1.725127982507006298e-09, 8.120934919684320575e-10, 4.446614500807504467e-10, 2.731927654607533548e-13, 1.455924635144333212e-11, 1.718841907230492872e-09, 6.049218127499539473e-11, 2.337775325738475444e-10
2.032000000000000000e+03, 2.718248519616968145e-10, 3.998183944290400875e-10, 1.657879524303125067e-09, 7.967996387376717493e-10, 4.441636086580905323e-10, 2.813730207619791288e-13, 1.467117624205468298e-11, 1.674435197461501380e-09, 6.124776318796825385e-11, 2.380187723472695605e-10
2.033000000000000000e+03, 2.699375860985642985e-10, 3.946511934084672012e-10, 1.775623792981444558e-09, 7.851189855948059339e-10, 4.411603742713405484e-10, 3.245106791141392194e-13, 1.491833448778234856e-11, 1.733244733340926951e-09, 6.100447279282853116e-11, 2.399400611294185109e-10
2.034000000000000000e+03, 2.686792569738066803e-10, 3.897506865505056226e-10, 1.751032398998801722e-09, 7.705827235350066600e-10, 4.394918669146673995e-10, 3.239624521401869217e-13, 1.516578742810448464e-11, 1.889289960678221540e-09, 6.129209851933393365e-11, 2.435639130763339464e-10
2.035000000000000000e+03, 2.757378309902692710e-10, 3.744164642309582480e-10, 1.737207276572603935e-09, 7.498273814694052914e-10, 4.396950594219389515e-10, 3.197469479157599495e-13, 1.543067875926186491e-11, 1.811102997404458825e-09, 6.292267497227238945e-11, 2.471905830611460524e-10
2.036000000000000000e+03, 2.731336158459972564e-10, 3.499399555797552157e-10, 1.838065631584561879e-09, 7.389335558248004698e-10, 4.335590377322651333e-10, 2.890456885405135922e-13, 9.198007688773489971e-12, 1.806845252753349619e-09, 3.681925795183825543e-11, 2.435583261594774365e-10
2.037000000000000000e+03, 2.693762848390572767e-10, 3.493506394873345449e-10, 1.919088538976498768e-09, 7.314984794113554856e-10, 4.337271838919279620e-10, 2.751641003635342215e-13, 9.033508573353969077e-12, 1.760248995244558188e-09, 3.604302133852335368e-11, 2.478876453504943268e-10
2.038000000000000000e+03, 2.691439064581027886e-10, 3.356147651778156778e-10, 1.800895163186626252e-09, 7.261884618307942144e-10, 4.320412619209487334e-10, 4.006162472459126716e-13, 8.882867524965934819e-12, 1.795183563620831898e-09, 3.453469604179367443e-11, 2.519966532476141470e-10
2.039000000000000000e+03, 2.713482371909170937e-10, 3.346246718899691451e-10, 1.703907759633633344e-09, 7.224999733610621047e-10, 4.292775666656742120e-10, 4.624068866405468897e-13, 8.753119240638321760e-12, 1.815214152381938601e-09, 3.402641504626650202e-11, 2.543755700659912995e-10
2.040000000000000000e+03, 2.773874371594939138e-10, 3.236445943154325399e-10, 1.762094857629688312e-09, 7.238312479054259263e-10, 4.273995872004177904e-10, 4.532708409714648589e-13, 8.967699293466571130e-12, 1.855024665814065942e-09, 3.206106743955847102e-11, 2.570714522418206770e-10
2.041000000000000000e+03, 2.751479496224695924e-10, 3.144028338436393823e-10, 1.770944603316642814e-09, 7.186430725467639313e-10, 4.323774200753379502e-10, 5.129213906681029504e-13, 1.143702665848026601e-11, 1.767124727615136729e-09, 4.777651828844116421e-11, 2.562082482568737109e-10
2.042000000000000000e+03, 2.744819746083017278e-10, 2.973596495792726625e-10, 1.844188082843713714e-09, 7.154348095874054150e-10, 4.327150832143645970e-10, 4.646835018458438394e-13, 1.135083620215783427e-11, 1.720804977689469222e-09, 4.857903315665826862e-11, 2.561017284574535636e-10
2.043000000000000000e+03, 2.765978106547686909e-10, 2.990914111038379645e-10, 1.801002604717397681e-09, 7.118242660517712161e-10, 4.305478209779693671e-10, 4.182781269809684604e-13, 1.194327230871590515e-11, 1.778401209090034525e-09, 4.905950550186326176e-11, 2.554769604088922653e-10
2.044000000000000000e+03, 2.792134170383251513e-10, 3.068523316441501132e-10, 1.748649209822668763e-09, 7.065517729109148854e-10, 4.288576318101690636e-10, 4.015932376180379860e-13, 1.218938728887125470e-11, 1.738973316246750634e-09, 4.922272728672961240e-11, 2.547554350481485185e-10
2.045000000000000000e+03, 2.723082403450277154e-10, 2.849424441266302777e-10, 1.818787576497321539e-09, 6.963658071737623784e-10, 4.271559642747653317e-10, 3.620085144284899999e-13, 1.202611117072324461e-11, 1.691182262673465403e-09, 5.256163837773945786e-11, 2.551444764287464097e-10
2.046000000000000000e+03, 2.695275184652012331e-10, 2.731699437100918766e-10, 1.753294378649675752e-09, 6.948793901664535083e-10, 4.200514313209959849e-10, 2.049240271509322521e-13, 1.033294873061984568e-11, 1.712803966441646046e-09, 4.298924121880251304e-11, 2.573298942185315359e-10
2.047000000000000000e+03, 2.712479630447383355e-10, 2.646317341308220010e-10, 1.773578100052143196e-09, 6.932195559487123597e-10, 4.163227282780809462e-10, 1.713436846397321134e-13, 1.015806335089362037e-11, 1.767686543166880018e-09, 4.427187931106107387e-11, 2.564275841259594073e-10
2.048000000000000000e+03, 2.717483213453837576e-10, 2.616230177524301104e-10, 1.910451186484080264e-09, 6.926781631395939003e-10, 4.152229706528858871e-10, 1.515013109949163866e-13, 1.113969565282708381e-11, 1.927841985824871419e-09, 4.353962026907931298e-11, 2.571315402932629327e-10
2.049000000000000000e+03, 2.727942901276946407e-10, 2.483185067590751932e-10, 1.718491987510930510e-09, 6.903220688189711345e-10, 4.134963331280801192e-10, 1.356093443554384659e-13, 1.122583087389897024e-11, 1.926275663779545582e-09, 4.362936459559498902e-11, 2.596269310730699607e-10
2.050000000000000000e+03, 2.638792096367505297e-10, 2.387540962710258977e-10, 1.763103284485520640e-09, 6.850150358118616283e-10, 4.124867788899967373e-10, 1.359726304183496430e-13, 1.145364925129218349e-11, 1.870792844330132665e-09, 4.378419871950625658e-11, 2.560873651470482484e-10
2.051000000000000000e+03, 2.686571666435585221e-10, 2.242721694887305108e-10, 1.817883482798327947e-09, 6.811268646986553087e-10, 4.043617333913509080e-10, 2.088431464578718061e-13, 6.488216126431339295e-12, 1.796754575237897594e-09, 3.280800700704111723e-11, 2.513337056223013771e-10
2.052000000000000000e+03, 2.669390076422767554e-10, 2.309019799316337594e-10, 1.970737374814280324e-09, 6.775728788492728359e-10, 4.023877612456659075e-10, 2.208960588866851234e-13, 6.331996844170937265e-12, 1.840488691177410204e-09, 3.292760525276225512e-11, 2.479832404555549517e-10
2.053000000000000000e+03, 2.667296596500212822e-10, 2.151196763625601350e-10, 2.177624847010367919e-09, 6.754215624432629704e-10, 4.014156837051640446e-10, 2.417085070878976432e-13, 6.360279853822915721e-12, 1.858355868751528018e-09, 3.212436499020207221e-11, 2.519152385275240944e-10
2.054000000000000000e+03, 2.688359164683345348e-10, 2.137409287596373826e-10, 1.955838448117253858e-09, 6.715834391083438554e-10, 3.995175182490243349e-10, 2.596485802936905042e-13, 6.167715097162935183e-12, 1.802775912815335098e-09, 3.062441695792060852e-11, 2.512666253659103350e-10
2.055000000000000000e+03, 2.683025090972945485e-10, 2.055861089203706382e-10, 1.799772181627832170e-09, 6.719315689932961092e-10, 3.976907659689094230e-10, 2.398919559750742945e-13, 6.106023153252863998e-12, 1.829231522507170011e-09, 2.931694667615321044e-11, 2.470503234618038223e-10
2.056000000000000000e+03, 2.685136897375143784e-10, 1.832557359250297419e-10, 1.861488146393128342e-09, 6.760251514909269789e-10, 3.953582270237423159e-10, 1.474659125912548135e-13, 5.836026864804135355e-12, 1.844692267437921941e-09, 3.058120795663264468e-11, 2.437809398294848951e-10
2.057000000000000000e+03, 2.695335638274506036e-10, 1.901450265398635063e-10, 1.828327950532637107e-09, 6.801163393601571393e-10, 3.937526214369793468e-10, 1.022170670277774301e-13, 5.677801572716607502e-12, 1.857318494533495538e-09, 3.048984575674663952e-11, 2.474028826832219144e-10
2.058000000000000000e+03, 2.681628156804287012e-10, 1.799349237389524405e-10, 1.838504623249114693e-09, 6.805409858611631079e-10, 3.922434102930972570e-10, 8.308542714586811752e-14, 5.714972671437409197e-12, 1.861160293792112595e-09, 3.060280230462808374e-11, 2.499528522506090671e-10
2.059000000000000000e+03, 2.722387380902155392e-10, 1.681274194456172225e-10, 1.770682325783241034e-09, 6.773616443427306738e-10, 3.937427727302944980e-10, 8.524856569072918585e-14, 5.427666519954360275e-12, 1.769493614177825207e-09, 2.965293358603462834e-11, 2.516009814299704533e-10
2.060000000000000000e+03, 2.772725631243160718e-10, 1.623264490538521029e-10, 1.782725483582085203e-09, 6.752483381239335548e-10, 3.947368739379451854e-10, 1.022945229771362221e-13, 5.231421424285975062e-12, 1.858794990341444283e-09, 2.788001697619214745e-11, 2.517471920279650807e-10
2.061000000000000000e+03, 2.777588843305705643e-10, 1.660388524949481068e-10, 1.678906066421218397e-09, 6.733772527005222476e-10, 3.931710996766214809e-10, 2.215188355051462735e-13, 4.221804948230142141e-12, 1.757361539004380241e-09, 1.626004669926888713e-11, 2.523996629609398544e-10
2.062000000000000000e+03, 2.764428108157192342e-10, 1.593886791576101134e-10, 1.782229364535329555e-09, 6.703364334687646340e-10, 3.921086110854450268e-10, 2.997905537078808604e-13, 4.242698967177021247e-12, 1.756286889163055081e-09, 1.605883019430212211e-11, 2.537915343985980489e-10
2.063000000000000000e+03, 2.765261470603083484e-10, 1.555355723656358187e-10, 1.831765458372502927e-09, 6.688891451204612471e-10, 3.930371603078422792e-10, 2.703436958602952108e-13, 4.170740298340234060e-12, 1.870866129439682432e-09, 1.526688150853386943e-11, 2.529560928390249770e-10
2.064000000000000000e+03, 2.777809690432034170e-10, 1.587388467688949644e-10, 1.792873660357273991e-09, 6.693568181984326296e-10, 3.919634596395085014e-10, 2.819335796144896866e-13, 4.122193853836228642e-12, 1.805145753125788362e-09, 1.478985824658533901e-11, 2.512538236627362553e-10
2.065000000000000000e+03, 2.781116200094902056e-10, 1.427081312136846672e-10, 1.879498695247750158e-09, 6.713527337309958001e-10, 3.900617536708643814e-10, 3.085657853952816521e-13, 4.150887794778216637e-12, 1.790399911947781578e-09, 1.404100889005519840e-11, 2.511484453340251544e-10
2.066000000000000000e+03, 2.760929503936929258e-10, 1.527904448644374938e-10, 1.913999994715762426e-09, 6.728167734032027542e-10, 3.909302371005170901e-10, 1.919397528763261999e-13, 4.679591011468947270e-12, 1.843295515366856474e-09, 1.444205847222428306e-11, 2.535986500732777248e-10
2.067000000000000000e+03, 2.753451045034866946e-10, 1.522336409978364079e-10, 1.718229365594090975e-09, 6.740422630502133276e-10, 3.900494648775440864e-10, 1.308035412280973717e-13, 5.001501248862328944e-12, 1.806689627276603888e-09, 1.396294600406296951e-11, 2.525193247059651212e-10
2.068000000000000000e+03, 2.737487342979678961e-10, 1.515482554606150752e-10, 1.728933411718458247e-09, 6.754600943957864090e-10, 3.876932538763885192e-10, 1.068809636998658129e-13, 5.009888741377207021e-12, 1.785835325751382399e-09, 1.385852481040130117e-11, 2.531027900491277092e-10
2.069000000000000000e+03, 2.746286975599568945e-10, 1.518833495304113029e-10, 1.836859968811555776e-09, 6.755124635887651449e-10, 3.859548532970515948e-10, 8.830879481225304876e-14, 5.092211218727070643e-12, 1.980441965760889742e-09, 1.261591468534359345e-11, 2.511407301483855709e-10
2.070000000000000000e+03, 2.749098279613538776e-10, 1.533427877185152108e-10, 1.787580748752199881e-09, 6.763537243086381991e-10, 3.856069023164848425e-10, 1.208480007738232137e-13, 5.032745849583696683e-12, 1.921490750306747089e-09, 1.184732382178217718e-11, 2.521261461043921297e-10
2.071000000000000000e+03, 2.739314501880864485e-10, 1.635710940904985045e-10, 1.786853831532652339e-09, 6.739434456080155868e-10, 3.857224507109548534e-10, 1.487058926911041127e-13, 6.288238513413178943e-12, 1.759364819020115413e-09, 3.113572694214223544e-11, 2.521766807830349120e-10
2.072000000000000000e+03, 2.730463034455803742e-10, 1.474658640482426202e-10, 1.879742283388791245e-09, 6.731995610199161934e-10, 3.841155888612088325e-10, 1.543156727615664587e-13, 6.456178578982744238e-12, 1.802857032969381862e-09, 3.748820399175291400e-11, 2.521795318386437551e-10
2.073000000000000000e+03, 2.731085680279273250e-10, 1.509714684318065464e-10, 1.848294427339507894e-09, 6.705862917138986598e-10, 3.830314063767163184e-10, 1.393928270236968030e-13, 6.590395547722871662e-12, 1.919627139017961247e-09, 3.854186777252373140e-11, 2.540981815728355346e-10
2.074000000000000000e+03, 2.749557162932611521e-10, 1.372549521803168239e-10, 1.817441998680275621e-09, 6.690533555637621908e-10, 3.815399293942024457e-10, 1.335627552706676968e-13, 6.681205144855033515e-12, 1.971356561195471700e-09, 3.944411150366034539e-11, 2.561603566845417906e-10
2.075000000000000000e+03, 2.820242242850719084e-10, 1.423339548362857345e-10, 1.826536360908902438e-09, 6.720784594655564190e-10, 3.791989641182175927e-10, 1.728690410492211988e-13, 6.718573253935314163e-12, 1.848731226505090965e-09, 4.103383842430080728e-11, 2.566033995506612443e-10
2.076000000000000000e+03, 2.812646717040926040e-10, 1.250094802693636635e-10, 1.846796280110938202e-09, 6.729671309741150194e-10, 3.888441297838373538e-10, 1.989982219815632375e-13, 1.121934476404477156e-11, 1.974619775736255143e-09, 3.878749840393359879e-11, 2.559510412765965359e-10
2.077000000000000000e+03, 2.802247811046540930e-10, 1.404195540900328251e-10, 1.871773414578562286e-09, 6.736893211313442786e-10, 3.882068382605742941e-10, 2.018319963382605809e-13, 1.240203743576952449e-11, 1.932128602687803867e-09, 4.127386473650566620e-11, 2.545766993859045216e-10
2.078000000000000000e+03, 2.822310895219507268e-10, 1.398736729761025952e-10, 1.765227266266017123e-09, 6.742975650408015598e-10, 3.882984948333993718e-10, 2.254251226087827791e-13, 1.256880844088473173e-11, 1.876787766428100403e-09, 4.254912521824679341e-11, 2.549602879965322286e-10
2.079000000000000000e+03, 2.819591262117505863e-10, 1.330384182734629295e-10, 1.768287759949585669e-09, 6.721452212193012460e-10, 3.878574684782707162e-10, 1.913148933476995099e-13, 1.291157266497158983e-11, 1.844817277776525616e-09, 4.367724237770751073e-11, 2.555979526846862750e-10
2.080000000000000000e+03, 2.949255798519849126e-10, 1.360667652186332339e-10, 1.823615502951237290e-09, 6.697871475380000369e-10, 3.857337696124463027e-10, 1.922866968143576931e-13, 1.312513763196125415e-11, 1.833639569715456523e-09, 4.494490944485178041e-11, 2.569440576637418755e-10
2.081000000000000000e+03, 2.953129428158236210e-10, 1.324233638042395622e-10, 2.001302644297405404e-09, 6.652292887336399681e-10, 3.984073585882749903e-10, 2.258292318124904588e-13, 1.830227154854380852e-11, 1.869563008540178701e-09, 7.775458916138105940e-11, 2.591422448686305548e-10
2.082000000000000000e+03, 2.916902923873033758e-10, 1.276868559811423709e-10, 1.834120510455927134e-09, 6.579860423030116101e-10, 3.993630979196583473e-10, 2.466797381494279252e-13, 1.865717641954237322e-11, 1.880073530332291594e-09, 7.679061546000466429e-11, 2.602882721262715741e-10
2.083000000000000000e+03, 2.935895302150784794e-10, 1.356934512659625363e-10, 1.701975118210752423e-09, 6.507329716160315174e-10, 3.979456421690233571e-10, 2.598717798190964886e-13, 1.896761861656409336e-11, 1.943583672113877048e-09, 7.891094810815493135e-11, 2.586429992701987836e-10
2.084000000000000000e+03, 2.980157943888050386e-10, 1.323801417775628394e-10, 1.949776064707600348e-09, 6.474202525909414376e-10, 3.956441417303204732e-10, 2.467036470345085675e-13, 1.902628429257812685e-11, 1.980278412970809926e-09, 8.172314003037917076e-11, 2.567532822908392752e-10
2.085000000000000000e+03, 2.931108038634695571e-10, 1.207731879266805381e-10, 1.774941585683588885e-09, 6.468955951069588284e-10, 3.948860757306721147e-10, 2.197618891292999030e-13, 1.922369615874524623e-11, 1.900413331518262927e-09, 8.239940605892056687e-11, 2.609785743168664009e-10
2.086000000000000000e+03, 2.913143738960653812e-10, 1.190297392779485439e-10, 1.876875319354712344e-09, 6.435551451789117031e-10, 3.898903163034944654e-10, 1.704651304638906125e-13, 1.474884248675227741e-11, 1.758726184680077816e-09, 6.156646382003737229e-11, 2.633074682124400456e-10
2.087000000000000000e+03, 2.865763403482961207e-10, 1.160816306429981075e-10, 1.905779541112917362e-09, 6.439967858668831086e-10, 3.881100094627967638e-10, 1.454812019299680341e-13, 1.490590451496802494e-11, 1.932146261664715540e-09, 6.231907605731276694e-11, 2.632213032381133802e-10
2.088000000000000000e+03, 2.891112073768138330e-10, 1.240725664348727450e-10, 1.982816096672866972e-09, 6.415579671687792004e-10, 3.894512847455882161e-10, 1.385084936367117449e-13, 1.471596242232355698e-11, 1.987053525758275605e-09, 6.228484437915990371e-11, 2.611421543863320477e-10
2.089000000000000000e+03, 2.887992556321538260e-10, 1.246600154580669044e-10, 1.894094574521900599e-09, 6.411738319344646091e-10, 3.852505237833146680e-10, 1.401784980367094665e-13, 1.465002760014921134e-11, 1.815528996280283688e-09, 6.858479859532754908e-11, 2.589503059254220458e-10
2.090000000000000000e+03, 2.844008439489377441e-10, 1.424195285179213787e-10, 1.759971263760319743e-09, 6.416710089989563308e-10, 3.854846816516045004e-10, 1.601246170542969289e-13, 1.474565377665207359e-11, 1.863784077663314783e-09, 6.949980323186120895e-11, 2.603585213710687627e-10
2.091000000000000000e+03, 2.889276901230510797e-10, 1.195731112311225347e-10, 1.710071644179378989e-09, 6.401054893142383672e-10, 3.731434674642164819e-10, 4.228957441492869198e-13, 1.311638218727109710e-11, 1.955748380522938428e-09, 8.770988105971161179e-11, 2.579470444757670929e-10
2.092000000000000000e+03, 2.866364090173491761e-10, 1.105498106800860075e-10, 1.727319821063787160e-09, 6.401404569746506086e-10, 3.754266227429042896e-10, 6.581359959169934551e-13, 1.356807942276152663e-11, 1.849789268377549474e-09, 8.895754523117400785e-11, 2.531022347267492224e-10
2.093000000000000000e+03, 2.900122584579395044e-10, 1.178518070786879613e-10, 1.974454622864712003e-09, 6.377429120287352596e-10, 3.779141000323118511e-10, 7.660646961829229165e-13, 1.309496653091392648e-11, 1.882795111042253863e-09, 8.832162549055745844e-11, 2.523090465545978830e-10
2.094000000000000000e+03, 2.908210081615977434e-10, 1.228261710909015114e-10, 1.891830303564883911e-09, 6.341302492631478601e-10, 3.786544354615150186e-10, 8.185896825794406682e-13, 1.266401844517889686e-11, 1.850146234736487497e-09, 8.837342923549882085e-11, 2.522632610341607549e-10
2.095000000000000000e+03, 2.809390636760280865e-10, 1.178717109670731077e-10, 1.654518115976814452e-09, 6.297726733142676528e-10, 3.802917856629856510e-10, 7.761087836580511166e-13, 1.247975398955325039e-11, 1.875013108928733815e-09, 8.853858947878462876e-11, 2.518787101814736606e-10
2.096000000000000000e+03, 2.814185778108303490e-10, 1.152108992288963245e-10, 1.784909631741843224e-09, 6.319624282763082457e-10, 3.816599721145421941e-10, 3.689119272167508331e-13, 1.382270883430859736e-11, 1.948786667643756278e-09, 7.581431994530895735e-11, 2.540773331857776779e-10
2.097000000000000000e+03, 2.822987529594730559e-10, 1.022765221316149982e-10, 1.829975600583003064e-09, 6.308744800185090091e-10, 3.816395987987538534e-10, 1.762285848301099747e-13, 1.360871659712660664e-11, 1.813631181408313825e-09, 7.698506700514338273e-11, 2.529169824779431163e-10
2.098000000000000000e+03, 2.840919992482165020e-10, 1.083257840813331396e-10, 1.718663982473519308e-09, 6.291383869040613091e-10, 3.821429147862144411e-10, 1.037163745048611801e-13, 1.360414963578450510e-11, 1.693015003238086675e-09, 7.638412672629818456e-11, 2.475090537826802047e-10
2.099000000000000000e+03, 2.848887660024618540e-10, 1.160122921018794160e-10, 1.693593102112045528e-09, 6.270007206682000225e-10, 3.815553053404967460e-10, 7.837608551947517471e-14, 1.344781399133332430e-11, 1.767571993584561440e-09, 7.799346176327542504e-11, 2.476963095963541988e-10
2.100000000000000000e+03, 2.493129199134165967e-10, 1.137366655215707545e-10, 1.637471657234731370e-09, 6.142232965116852568e-10, 3.798148594884543895e-10, 5.502653037237672266e-14, 1.343232287701982471e-11, 1.799093957490034271e-09, 7.772571409483547559e-11, 2.424449982738176124e-10
