year, IPSL-CM6A-LR, CNRM-ESM2-1, CanESM5, GFDL-ESM4, NorESM2-MM, ACCESS-ESM1-5, CESM2-WACCM, EC-Earth3-Veg, CMCC-CM2-SR5, MIROC-ES2L, UKESM1-0-LL, INM-CM4-8, INM-CM5-0, TaiESM1, MPI-ESM1-2-LR, NorESM2-LM
2.077000000000000000e+03, 1.525870755437564785e+00, 1.700911972454737686e+00, 4.459716936597731163e+00, 1.081896822405193470e+00, 1.692906949412349427e+00, 8.826474746557561035e-01, 1.745457792657858276e+00, 1.973414640885840399e+00, 1.470155980884621405e+00, 1.927629340973462613e+00, 1.878348842054603951e+00, 3.136011387957920782e+00, 2.554543657438125503e+00, 1.602698317633482139e+00, 2.098769935805222087e+00, 1.477935013372518203e+00
2.078000000000000000e+03, 1.795858730162160688e+00, 1.560001444214888844e+00, 4.420612791183265777e+00, 1.285006598610660467e+00, 1.518423770831087705e+00, 9.817300270351541069e-01, 1.830545487106448377e+00, 1.918271741174518485e+00, 1.885079598061353945e+00, 1.889501250437676472e+00, 1.666409852813790726e+00, 3.397075994336248073e+00, 2.585825929279318647e+00, 1.588090606696886065e+00, 1.883878658507587955e+00, 1.475090037611253235e+00
2.079000000000000000e+03, 1.842828100701029648e+00, 1.607820596429898385e+00, 4.595143090836208977e+00, 1.357382638170155031e+00, 1.628663233849837910e+00, 9.963789142512501362e-01, 1.485105770019464755e+00, 2.159125417856293083e+00, 1.801022230834325777e+00, 1.799924552673823230e+00, 1.666898635437483511e+00, 3.043018938752344749e+00, 2.599943954044295680e+00, 1.420546777184815923e+00, 2.096085006826398089e+00, 1.463037390945619798e+00
2.080000000000000000e+03, 1.567916183520115858e+00, 1.755901402537771494e+00, 4.394757433926306689e+00, 1.230227417408619184e+00, 1.553853297287691282e+00, 1.101756315576206013e+00, 1.668327560830693557e+00, 2.054833616675515007e+00, 1.878339319951081166e+00, 1.849067159699891993e+00, 1.780526457237844307e+00, 3.040358336896292979e+00, 2.503922650196669597e+00, 1.580857747826553306e+00, 2.019526254107529173e+00, 1.513345123049064656e+00
2.081000000000000000e+03, 1.540603204484247479e+00, 1.605248531406616941e+00, 4.629753778763923577e+00, 1.170761419202673848e+00, 1.659144963711558285e+00, 9.679656414542989751e-01, 1.723921195035199805e+00, 2.022690223942325893e+00, 2.417109741123229849e+00, 1.941322932457135275e+00, 1.800104040695356566e+00, 2.960325232818040053e+00, 2.393537836088882820e+00, 1.732625224052162460e+00, 2.270215124252711103e+00, 1.479998749689962034e+00
2.082000000000000000e+03, 1.627513845652660995e+00, 1.521429325024994617e+00, 4.461716907796684062e+00, 1.118749848093587351e+00, 1.652510832579157096e+00, 1.078351276238562528e+00, 1.522651709990542557e+00, 2.023217171327962749e+00, 1.687559069108653942e+00, 1.937897906688875960e+00, 1.432923162357492508e+00, 2.993090632773365733e+00, 2.674702396405025606e+00, 1.563047829794632637e+00, 2.202577032184877659e+00, 1.365355096621189590e+00
2.083000000000000000e+03, 1.499537629419011697e+00, 1.780610685587101338e+00, 4.608312178062348607e+00, 1.188876554925349494e+00, 1.668481447771463122e+00, 9.644580078795647049e-01, 1.497148795731506388e+00, 1.883346267728853718e+00, 1.534935863113033871e+00, 1.992204172730520417e+00, 1.812782881357624554e+00, 3.026238519136737803e+00, 2.750248997302485510e+00, 1.518415679539577345e+00, 2.329716034060313579e+00, 1.292811926224193497e+00
2.084000000000000000e+03, 1.741224182498948725e+00, 1.755410600537530064e+00, 4.440947280555076482e+00, 1.151374728846731754e+00, 1.742515978208391658e+00, 8.836555354814019658e-01, 1.599838516475994732e+00, 2.015466627057008075e+00, 2.055411485584430320e+00, 1.759433035919443888e+00, 1.671438901255047238e+00, 2.720421076727214338e+00, 2.792908519722930194e+00, 1.675534468021985912e+00, 2.057291634200675734e+00, 1.519430475437933525e+00
2.085000000000000000e+03, 1.856392788934164706e+00, 1.203530803384196934e+00, 4.427227505589316436e+00, 1.092308365308131135e+00, 1.459018643757603817e+00, 8.691306972518283436e-01, 1.468924099213944068e+00, 2.140262559410145204e+00, 2.012392797367428265e+00, 1.886373348929959226e+00, 1.660919475610399987e+00, 2.785079825498077088e+00, 2.504019792478728856e+00, 1.386528105454245985e+00, 2.071737308348746254e+00, 1.521594896488102755e+00
2.086000000000000000e+03, 1.848449450599239707e+00, 1.602589410288403959e+00, 4.486779007971482436e+00, 1.172279663448482889e+00, 1.557752614962163884e+00, 9.119069220358583250e-01, 1.399073917152614088e+00, 2.053909349570770093e+00, 1.664805667935693068e+00, 1.911470611915242257e+00, 1.702479555534020417e+00, 2.840623984121836365e+00, 2.443693610518811177e+00, 1.574734277135381832e+00, 1.838149822303500880e+00, 1.672835863557670777e+00
2.087000000000000000e+03, 1.348918814869981775e+00, 1.330267282855676969e+00, 4.464889022753437686e+00, 1.024023738441691478e+00, 1.731296915007737081e+00, 8.338866153838683237e-01, 1.740888173396074601e+00, 1.913188281247753642e+00, 2.072235229408867951e+00, 2.001891927314549235e+00, 1.580683220135996159e+00, 2.727589260422835338e+00, 2.520031754212221031e+00, 1.667163737117216105e+00, 2.019267175415641269e+00, 1.652446724841235781e+00
2.088000000000000000e+03, 1.381966027306091194e+00, 1.719171816245939066e+00, 4.644859162570837086e+00, 1.097533374165884146e+00, 1.720393124161921028e+00, 8.311186920276351087e-01, 1.371705095298129340e+00, 1.961772476065516413e+00, 2.187985266797685568e+00, 1.887120666821550774e+00, 1.667393170978865635e+00, 2.795169977079205559e+00, 2.551805954034864321e+00, 1.444514623692661148e+00, 1.732910575124221975e+00, 1.395785234152730148e+00
2.089000000000000000e+03, 1.654116571964882709e+00, 1.696324096782088064e+00, 4.503664382791742860e+00, 1.170680114881996525e+00, 1.643285271048856355e+00, 8.827539196851696968e-01, 1.609454888757621438e+00, 2.152855832311128648e+00, 1.888341115124652081e+00, 2.015168366924639631e+00, 1.740864308673068850e+00, 2.739095199158035232e+00, 2.374498212787373053e+00, 1.787427059091555526e+00, 2.123942078197867289e+00, 1.242944785002485730e+00
2.090000000000000000e+03, 1.452891638864165502e+00, 1.547884106656372438e+00, 4.384614877820249390e+00, 1.093176508102267297e+00, 1.589398686856671850e+00, 9.782486191738618553e-01, 1.569441807056542793e+00, 2.071643865445621291e+00, 2.014126215062330694e+00, 1.931579510449385806e+00, 1.668516404475476778e+00, 2.843372078895018529e+00, 2.574144701263157309e+00, 1.474639213935174498e+00, 2.057894730652815252e+00, 1.330621588142609335e+00
2.091000000000000000e+03, 2.116369013830520007e+00, 1.786923614403430394e+00, 4.438204892872691154e+00, 1.089846777872215400e+00, 1.641066734268995742e+00, 1.069335399360969774e+00, 1.396140561766451516e+00, 1.621080874439136732e+00, 1.421188340957165286e+00, 1.880055816036744876e+00, 1.567106379911073821e+00, 2.816100238319536153e+00, 2.400729268093734881e+00, 1.526696625796221340e+00, 1.946122471984397029e+00, 1.361071213374993150e+00
2.092000000000000000e+03, 1.762819548507957634e+00, 1.354036061547864822e+00, 4.639739107723610090e+00, 1.045154061919189692e+00, 1.664784593673765078e+00, 9.807421032334050492e-01, 1.706216994823346100e+00, 2.051601039522291448e+00, 1.957806359398865714e+00, 1.708415740295310847e+00, 1.689933505252705581e+00, 2.989998196235797323e+00, 2.586604256658672885e+00, 1.520406749065965402e+00, 1.883121720220261697e+00, 1.395158794664254520e+00
2.093000000000000000e+03, 1.562595140706102503e+00, 1.669080760269302521e+00, 4.520205892492644040e+00, 1.154518737843025278e+00, 1.486363831681751124e+00, 1.236934528707273939e+00, 1.622728235305831213e+00, 2.353448493749985104e+00, 2.154339868249765200e+00, 1.943451733562344907e+00, 1.892426871997151316e+00, 2.961288515558593737e+00, 2.612991118825144454e+00, 1.411006100209967862e+00, 2.111705034960228211e+00, 1.478825450068269154e+00
2.094000000000000000e+03, 1.561625395759348223e+00, 1.471822380533877039e+00, 4.585451972927303999e+00, 1.239676566001361335e+00, 1.665663928039543551e+00, 1.120864670826717591e+00, 1.827938171033254289e+00, 2.222185193203817022e+00, 2.260884108384804136e+00, 1.887106055350578959e+00, 1.970511909370975534e+00, 3.007751348508492129e+00, 2.563461607839193857e+00, 1.531537884244668080e+00, 2.060001335111212750e+00, 1.378342480008822646e+00
2.095000000000000000e+03, 2.172947551554359702e+00, 1.899605314592549998e+00, 4.445844154511166657e+00, 1.246944824844899991e+00, 1.744585062574491197e+00, 9.570478962612632978e-01, 1.681122981214685508e+00, 1.820861335084929200e+00, 1.664876485420614172e+00, 1.861751056366262480e+00, 2.120257320578948335e+00, 2.786083526282854272e+00, 2.708349396193889369e+00, 1.639815983093151130e+00, 2.414232410979098464e+00, 1.426049786416001108e+00
2.096000000000000000e+03, 1.851737406267439656e+00, 1.752738519047574828e+00, 4.446348286273846817e+00, 1.077082647150816141e+00, 1.708655080803788584e+00, 9.549900599338337903e-01, 1.472252960932715515e+00, 1.980037477737347063e+00, 1.981431473728819004e+00, 1.700452662670188131e+00, 1.920575493500800812e+00, 2.934238424172250337e+00, 2.890491990649047160e+00, 1.551030422637222017e+00, 2.364720651830953813e+00, 1.526667257214835649e+00
2.097000000000000000e+03, 1.625057003300809155e+00, 1.137598457966502608e+00, 4.452550035944747187e+00, 1.248017356058870542e+00, 1.479696714043029271e+00, 1.060283046953583996e+00, 1.666550818432284586e+00, 1.994617790031223192e+00, 2.060317874987333209e+00, 1.678667673572718844e+00, 1.960867288461528357e+00, 2.890535684949619988e+00, 2.391956048860148343e+00, 1.367087599552848864e+00, 1.893250087667790460e+00, 1.408482722051190184e+00
2.098000000000000000e+03, 1.537943372856377833e+00, 1.822324837777587137e+00, 4.367098659884925738e+00, 1.133704142101675139e+00, 1.466704259769999741e+00, 1.038554696636820207e+00, 1.559285510803287700e+00, 2.197117494609465815e+00, 2.107923573109490079e+00, 1.865877571763166598e+00, 1.938383851308521200e+00, 2.859961219188052350e+00, 2.560258618512072815e+00, 1.686729831240588062e+00, 2.011262188986465027e+00, 1.270714746881719925e+00
2.099000000000000000e+03, 1.685512096177182340e+00, 1.487906025350798966e+00, 4.299168140062644028e+00, 1.060323693705972348e+00, 1.559995381500012268e+00, 9.587681001722681007e-01, 1.317801725713657168e+00, 2.121355789859876939e+00, 1.891519727097993764e+00, 1.994223892696768585e+00, 1.640618773994862778e+00, 3.338862755835418472e+00, 2.583619741993840702e+00, 1.500921108659028613e+00, 2.040900511240066439e+00, 1.362729732815893602e+00
2.100000000000000000e+03, 1.459740015643622657e+00, 1.369246806108816550e+00, 4.172153628630097977e+00, 1.150704348510785957e+00, 1.543810854566486812e+00, 7.541036239787302087e-01, 1.508201120020941755e+00, 1.933913911075682002e+00, 1.796435580378376695e+00, 1.901015986770172361e+00, 1.524302183506576203e+00, 2.981416906640496745e+00, 2.512221809916407977e+00, 1.506261953649144836e+00, 2.273311894909701536e+00, 1.374547608306108337e+00
