year, CMCC-CM2-SR5, EC-Earth3-Veg, CNRM-ESM2-1, NorESM2-MM, IPSL-CM6A-LR, CanESM5, CESM2-WACCM, TaiESM1, ACCESS-ESM1-5, UKESM1-0-LL, NorESM2-LM, GFDL-ESM4, MPI-ESM1-2-LR, MIROC-ES2L
2.025000000000000000e+03, 4.192292670091934070e+01, 2.686765053105833800e+01, 3.811011826394938851e+01, 1.446044881035331287e+01, 1.067054139220800835e+01, 2.261103737949256853e+01, 1.441090541980350537e+01, 1.290800145972736246e+01, 1.319836188445619918e+01, 3.261058208366946332e+01, 1.463809051904707026e+01, 3.621121271616785098e+00, 1.417868347845178434e+01, 1.622569448800242142e+01
2.026000000000000000e+03, 4.210035390367811914e+01, 2.686517397995143597e+01, 3.813317932020227374e+01, 1.451610256905660279e+01, 1.067183385931181228e+01, 2.260440039005340651e+01, 1.442913669216746086e+01, 1.297856048961432762e+01, 1.321699869671983052e+01, 3.264150757241205270e+01, 1.468040196209335058e+01, 3.617342271578469770e+00, 1.423883984162511318e+01, 1.624630213373311349e+01
2.027000000000000000e+03, 4.228555492531600635e+01, 2.686696537531872764e+01, 3.816345738499132523e+01, 1.454608156906134120e+01, 1.067265560726310270e+01, 2.261390512974466915e+01, 1.446207160105721101e+01, 1.299034654452159820e+01, 1.323828261792015759e+01, 3.266960005816731893e+01, 1.472308906955040442e+01, 3.629932569713497426e+00, 1.422888170346451453e+01, 1.626850145313911256e+01
2.028000000000000000e+03, 4.238357913998631687e+01, 2.688078146818294201e+01, 3.817813229638345263e+01, 1.458526211711681242e+01, 1.069656679086161688e+01, 2.262561090476132364e+01, 1.450533427337309789e+01, 1.293292022207823422e+01, 1.325868274129432756e+01, 3.262076226293210368e+01, 1.476707348562453426e+01, 3.614024237067136713e+00, 1.429378832879209327e+01, 1.629179021390174853e+01
2.029000000000000000e+03, 4.239946841945268829e+01, 2.691276874099052208e+01, 3.816658801316609129e+01, 1.461689289348767673e+01, 1.071352165451030913e+01, 2.262750025888623284e+01, 1.453510280051397885e+01, 1.300794429610282776e+01, 1.327005612929701961e+01, 3.260445249522173583e+01, 1.481741543160157448e+01, 3.616295048104893883e+00, 1.431950641774631272e+01, 1.630346736076668890e+01
2.030000000000000000e+03, 4.246002075559152189e+01, 2.693786815237108812e+01, 3.816849985337986340e+01, 1.464156078501805602e+01, 1.071069571336560067e+01, 2.263730686351521015e+01, 1.459236277514190938e+01, 1.306196328689705233e+01, 1.327271758241507804e+01, 3.266900858631318982e+01, 1.484038284073857028e+01, 3.584251302139060513e+00, 1.437170254691887727e+01, 1.631285578399957714e+01
2.031000000000000000e+03, 4.250290556629818894e+01, 2.694588376346769110e+01, 3.821354456485860851e+01, 1.469080324236316315e+01, 1.071339786016596918e+01, 2.265083756777031709e+01, 1.462587536613260575e+01, 1.302481428381605433e+01, 1.327650310146527701e+01, 3.274298673672441140e+01, 1.486490514567303478e+01, 3.567073052583881854e+00, 1.435986502473472193e+01, 1.635018499330637454e+01
2.032000000000000000e+03, 4.251525679640798216e+01, 2.696055008863871905e+01, 3.827547506757476725e+01, 1.475525010891057320e+01, 1.071938198992714852e+01, 2.263728177217242887e+01, 1.466557881845473332e+01, 1.300651195502892854e+01, 1.328824462738433532e+01, 3.274673723548426096e+01, 1.490995494139565025e+01, 3.559959304373232936e+00, 1.434888348333585206e+01, 1.640628205923819394e+01
2.033000000000000000e+03, 4.258685121725424949e+01, 2.697832408703645868e+01, 3.828090670742816570e+01, 1.477824059122376887e+01, 1.072165737738054325e+01, 2.262178526882836849e+01, 1.472474121944840952e+01, 1.295845145216174998e+01, 1.329294667397392793e+01, 3.283885798353782803e+01, 1.494921257249606583e+01, 3.545688329841375275e+00, 1.441343088840682363e+01, 1.643566405260137486e+01
2.034000000000000000e+03, 4.267768853391538642e+01, 2.699635049090039729e+01, 3.828799813140724950e+01, 1.481219126976544587e+01, 1.073090202333845689e+01, 2.262644230654721866e+01, 1.477243354383364426e+01, 1.300385193977174936e+01, 1.329633982208567744e+01, 3.291237850472109017e+01, 1.496739472763506029e+01, 3.514885008320517201e+00, 1.446153533337219876e+01, 1.644494585474362225e+01
2.035000000000000000e+03, 4.266586878750290879e+01, 2.700849865588697440e+01, 3.828649276532060952e+01, 1.484721041043888690e+01, 1.073746052546229102e+01, 2.262417219564699877e+01, 1.480965280307168896e+01, 1.305965955010943347e+01, 1.329299753621985047e+01, 3.293716526937892297e+01, 1.501908776095375053e+01, 3.516713654578834003e+00, 1.453227250475471521e+01, 1.641358747275995711e+01
2.036000000000000000e+03, 4.266070872793471835e+01, 2.700615182336906983e+01, 3.830837410480997107e+01, 1.487155419448727933e+01, 1.075150462442730870e+01, 2.263818241093103367e+01, 1.484412450784021509e+01, 1.306565032287251071e+01, 1.330519044351342117e+01, 3.292088006179114501e+01, 1.506559417007074586e+01, 3.500594463973857540e+00, 1.453070334937980412e+01, 1.644477464006938305e+01
2.037000000000000000e+03, 4.277249916469229873e+01, 2.699064324252822900e+01, 3.832148290237476829e+01, 1.492474480152591632e+01, 1.075551336092795296e+01, 2.264447843120500892e+01, 1.487024082000348457e+01, 1.302354109158283535e+01, 1.334273282602009658e+01, 3.278479436342482956e+01, 1.511360514325623328e+01, 3.487145084546522611e+00, 1.448264051045623191e+01, 1.649191528114406680e+01
2.038000000000000000e+03, 4.284819544525785773e+01, 2.698571536214888766e+01, 3.836356925700231812e+01, 1.497568945761176984e+01, 1.074998907776620349e+01, 2.265174245954147736e+01, 1.490846021215058137e+01, 1.297124783897857014e+01, 1.338578481597815362e+01, 3.277172053775415606e+01, 1.517854797644794829e+01, 3.485473738631054808e+00, 1.450091337123103408e+01, 1.651554985591054248e+01
2.039000000000000000e+03, 4.292792061896319922e+01, 2.699464465270389368e+01, 3.836388114487238710e+01, 1.500428061076828179e+01, 1.073357310546383658e+01, 2.265549861154701361e+01, 1.494946790219398913e+01, 1.297817952317410573e+01, 1.340796623892340911e+01, 3.286452944216343042e+01, 1.520601047476349521e+01, 3.501639959638042754e+00, 1.455376890173449844e+01, 1.652013372251765944e+01
2.040000000000000000e+03, 4.303477703867002901e+01, 2.700575498593353529e+01, 3.842583198647291454e+01, 1.503734653338293725e+01, 1.075180080297361229e+01, 2.267823134958775810e+01, 1.498034812401235882e+01, 1.310026506600983254e+01, 1.342894022679745269e+01, 3.291662875876164662e+01, 1.522507707719629622e+01, 3.484068814932277824e+00, 1.458416871626825184e+01, 1.652861308320348499e+01
2.041000000000000000e+03, 4.294443838929709045e+01, 2.702253524362216197e+01, 3.841950519785835638e+01, 1.508061371570849118e+01, 1.076656783249682015e+01, 2.271060714016077853e+01, 1.500690698908319831e+01, 1.314389695461273000e+01, 1.344065566512455767e+01, 3.295962757785009245e+01, 1.526271986239768275e+01, 3.475752691338704459e+00, 1.461477280710912474e+01, 1.654770229949929927e+01
2.042000000000000000e+03, 4.284254068311252439e+01, 2.703071357046077594e+01, 3.844407925852221553e+01, 1.510773542525478419e+01, 1.076823136280031434e+01, 2.270594109004157701e+01, 1.501983029750012832e+01, 1.306542878144341735e+01, 1.344985253132547598e+01, 3.303870882979403945e+01, 1.528841254065920729e+01, 3.440541674743258227e+00, 1.466561070976136349e+01, 1.658204061811161978e+01
2.043000000000000000e+03, 4.295712426665247108e+01, 2.701915279923725777e+01, 3.842871863430232082e+01, 1.513634397425476408e+01, 1.078169175801883206e+01, 2.271032365663313968e+01, 1.505875047698888203e+01, 1.310072784483038610e+01, 1.346990531985958839e+01, 3.306271855649177382e+01, 1.533372572203248296e+01, 3.436935037808520388e+00, 1.467738564342338137e+01, 1.661315939401367814e+01
2.044000000000000000e+03, 4.296034143754581436e+01, 2.701327821379485172e+01, 3.843573425197717341e+01, 1.517395849056226353e+01, 1.079948106854368284e+01, 2.276780637981995881e+01, 1.508751472534222415e+01, 1.320395028548208138e+01, 1.348486109319245330e+01, 3.311668062336099183e+01, 1.535339469786341837e+01, 3.456165612306031143e+00, 1.466685234184040176e+01, 1.659786480457004743e+01
2.045000000000000000e+03, 4.298912311520624741e+01, 2.700974067023207681e+01, 3.843851929659864197e+01, 1.519032608316944355e+01, 1.082054780810281258e+01, 2.281241960514102729e+01, 1.510409424535863998e+01, 1.314532733592387537e+01, 1.348664099901899860e+01, 3.314506678513356519e+01, 1.536383701844291849e+01, 3.447344611534943759e+00, 1.464149249684563614e+01, 1.662551084018326364e+01
2.046000000000000000e+03, 4.311214846876082873e+01, 2.700066563776462303e+01, 3.845762675662882657e+01, 1.522957235439497303e+01, 1.081034161917606085e+01, 2.284741141241063289e+01, 1.513968728728750435e+01, 1.306378389608848067e+01, 1.346706149196211655e+01, 3.322376231966975979e+01, 1.538733389465660650e+01, 3.429503627941941524e+00, 1.469529539187160516e+01, 1.667285535441864042e+01
2.047000000000000000e+03, 4.320460580147589269e+01, 2.699951901978119650e+01, 3.844858994477411329e+01, 1.526982833650985860e+01, 1.083142231640097286e+01, 2.288370575401942375e+01, 1.517541620611919839e+01, 1.309441770243009273e+01, 1.344826737819421325e+01, 3.331278474580999216e+01, 1.542070217754776529e+01, 3.431533282210832869e+00, 1.469752924681935013e+01, 1.669426875378345088e+01
2.048000000000000000e+03, 4.326088560329797872e+01, 2.701406534941100190e+01, 3.848242788558408023e+01, 1.531361441365999632e+01, 1.082928655531367212e+01, 2.290964314054362561e+01, 1.520333433707363646e+01, 1.315746569405135524e+01, 1.345505356842290290e+01, 3.335499454199833735e+01, 1.546495540518149880e+01, 3.428277771217542291e+00, 1.472665219523546476e+01, 1.667868877421629392e+01
2.049000000000000000e+03, 4.329402382278056649e+01, 2.700446903204426263e+01, 3.848127680052548527e+01, 1.533787899631482077e+01, 1.082923589223001670e+01, 2.292737531214426383e+01, 1.523821552326796080e+01, 1.319556580711457272e+01, 1.347322560792273549e+01, 3.345671487261715527e+01, 1.551528993806487300e+01, 3.396854501008495397e+00, 1.473090055573490353e+01, 1.668690428908510626e+01
2.050000000000000000e+03, 4.332256383858115356e+01, 2.699091950946420226e+01, 3.847274497289767226e+01, 1.536960159859192210e+01, 1.084444108792446926e+01, 2.296501298779341127e+01, 1.526555526278615638e+01, 1.312404620657626531e+01, 1.349209400832888761e+01, 3.346503105722316462e+01, 1.554911969262661309e+01, 3.389371923947067433e+00, 1.473481861990711295e+01, 1.669773935308200308e+01
2.051000000000000000e+03, 4.339906785814925883e+01, 2.699599064229543544e+01, 3.845025876766587203e+01, 1.540704782997843303e+01, 1.085873919739852766e+01, 2.303134503998548155e+01, 1.526777555866750724e+01, 1.319611195950602323e+01, 1.348754043020581150e+01, 3.345797114399012884e+01, 1.555483016254956752e+01, 3.372536797118625085e+00, 1.477030442388863918e+01, 1.667747758798366320e+01
2.052000000000000000e+03, 4.347564921628222123e+01, 2.700623889839006964e+01, 3.848219839709510381e+01, 1.542693812086997163e+01, 1.086716168513970082e+01, 2.307778219429924604e+01, 1.530820979215159205e+01, 1.323812125410393747e+01, 1.347804219862490349e+01, 3.340128989352710676e+01, 1.555805625587727370e+01, 3.360227180099801370e+00, 1.476097460369222247e+01, 1.667436942431166003e+01
2.053000000000000000e+03, 4.347105244994765627e+01, 2.699509068840679760e+01, 3.848792618934361798e+01, 1.544978004546043415e+01, 1.088765953315655821e+01, 2.309763901842619660e+01, 1.532983068655976489e+01, 1.315586066620018357e+01, 1.349701232306697740e+01, 3.344340129724552213e+01, 1.562063075936455192e+01, 3.385758968990165485e+00, 1.476144511456458019e+01, 1.669869918947074794e+01
2.054000000000000000e+03, 4.340742501830278144e+01, 2.699029443221033020e+01, 3.852196846076822823e+01, 1.548070172731632432e+01, 1.090406606084894925e+01, 2.312481822857279568e+01, 1.537097840981634533e+01, 1.319735395773835940e+01, 1.353317541611395747e+01, 3.349455756713518184e+01, 1.567378720983686691e+01, 3.373817336474703055e+00, 1.481686689401826484e+01, 1.670585397286233231e+01
2.055000000000000000e+03, 4.348865898572826438e+01, 2.699188813912055096e+01, 3.850590165334829607e+01, 1.552404685246706251e+01, 1.092515120082903834e+01, 2.314735377441592945e+01, 1.540108190263537935e+01, 1.316603372351603518e+01, 1.356064855226021137e+01, 3.349228563262325764e+01, 1.571006491622866363e+01, 3.338339159296761949e+00, 1.494565982997774256e+01, 1.671449928229431947e+01
2.056000000000000000e+03, 4.365029746911792330e+01, 2.698671693004912342e+01, 3.850457319056089034e+01, 1.553744927292219913e+01, 1.094686842922953041e+01, 2.319122702363305422e+01, 1.538514579828153295e+01, 1.315572076337950769e+01, 1.359358440326184336e+01, 3.342112342293060578e+01, 1.573488076564336957e+01, 3.348500744595370726e+00, 1.492943911664160161e+01, 1.669644691031960448e+01
2.057000000000000000e+03, 4.360204996985228121e+01, 2.697690003398268743e+01, 3.850814487550211140e+01, 1.557238533999479024e+01, 1.094588841812741364e+01, 2.323471670294539493e+01, 1.538377629645279931e+01, 1.313422653058228740e+01, 1.360891439991408625e+01, 3.340528707560216048e+01, 1.576430324252126702e+01, 3.330825001063324908e+00, 1.495291631019708234e+01, 1.668321461310702247e+01
2.058000000000000000e+03, 4.362587990650873593e+01, 2.698282393058078910e+01, 3.855699956561811348e+01, 1.562258981174219130e+01, 1.095775498634639078e+01, 2.323467732412228415e+01, 1.544188127669614197e+01, 1.316607524938414997e+01, 1.359652999386046091e+01, 3.342202731137787453e+01, 1.580584914610381198e+01, 3.343839086774002656e+00, 1.494143098303682748e+01, 1.670178769285810105e+01
2.059000000000000000e+03, 4.373949619095134267e+01, 2.698005145250665038e+01, 3.856970295751682443e+01, 1.565266445129768691e+01, 1.096061617056709636e+01, 2.326070049232545145e+01, 1.545635668528119133e+01, 1.329538186293644131e+01, 1.358126561877903882e+01, 3.334622972539703056e+01, 1.583857472389425247e+01, 3.333405222469049356e+00, 1.499180817740472982e+01, 1.672539575689966895e+01
2.060000000000000000e+03, 4.376584229003680093e+01, 2.696361632179197088e+01, 3.856930711455218841e+01, 1.565654681063568532e+01, 1.095507076729856877e+01, 2.331184693446733647e+01, 1.547678679330755180e+01, 1.317685777734928720e+01, 1.356936954444900501e+01, 3.335993331716186105e+01, 1.587083388368005998e+01, 3.305608337102937000e+00, 1.490977574994742483e+01, 1.673830817248314773e+01
2.061000000000000000e+03, 4.377738431341188630e+01, 2.696145777302412228e+01, 3.857665246259418979e+01, 1.567895796142170362e+01, 1.097450890275741031e+01, 2.335672293534180000e+01, 1.552567065583051864e+01, 1.316745605656656792e+01, 1.355424008797217184e+01, 3.344336667229319460e+01, 1.587643060050261745e+01, 3.292997672308447310e+00, 1.486180803837912912e+01, 1.675941932792411393e+01
2.062000000000000000e+03, 4.371181662697629378e+01, 2.699181907451328044e+01, 3.856124452925327262e+01, 1.571340010777682394e+01, 1.099047669203394051e+01, 2.335761292920372156e+01, 1.553136190258819660e+01, 1.321679091081451674e+01, 1.353704397884655819e+01, 3.352808585965538413e+01, 1.588037280399549722e+01, 3.285566619428784030e+00, 1.491951796997960145e+01, 1.677577531451149184e+01
2.063000000000000000e+03, 4.364541670572243959e+01, 2.701037598445129007e+01, 3.855428137737242622e+01, 1.574590089429285555e+01, 1.099301241856744049e+01, 2.337934768680780451e+01, 1.557372428772023376e+01, 1.319020192638546796e+01, 1.352785116763815765e+01, 3.350225677857089579e+01, 1.591358447676416787e+01, 3.301064568005278588e+00, 1.495477900211364464e+01, 1.678551893160190644e+01
2.064000000000000000e+03, 4.373436722308346702e+01, 2.702597378972635411e+01, 3.854888672353758494e+01, 1.578906113452841176e+01, 1.099493977995810212e+01, 2.340131718950498296e+01, 1.561301630859737166e+01, 1.320619404859859536e+01, 1.352000247842649472e+01, 3.343682988134717249e+01, 1.592999837932193685e+01, 3.311529841434265542e+00, 1.506691695332597192e+01, 1.677354393540653987e+01
2.065000000000000000e+03, 4.392515535979876518e+01, 2.704633471969321690e+01, 3.858255512336734228e+01, 1.579552391552001112e+01, 1.099207546098618060e+01, 2.343912355540807013e+01, 1.566146599539449369e+01, 1.325034887427400321e+01, 1.353519031070717915e+01, 3.352203369822318990e+01, 1.594268565689792361e+01, 3.289015214110119878e+00, 1.505989819343809266e+01, 1.674282319924260420e+01
2.066000000000000000e+03, 4.401814552994197527e+01, 2.705970146505196183e+01, 3.858191228351928004e+01, 1.579944857590272633e+01, 1.099894427778351513e+01, 2.344771542607725578e+01, 1.567325364638714547e+01, 1.322923741927074204e+01, 1.356452230680213056e+01, 3.357669440534341021e+01, 1.598726718642320677e+01, 3.266375284348422614e+00, 1.507272557249845057e+01, 1.675967123384985413e+01
2.067000000000000000e+03, 4.390240135628031481e+01, 2.707818919526989276e+01, 3.855614057087039726e+01, 1.583443409294276449e+01, 1.099959042437093792e+01, 2.346592939256017019e+01, 1.568962807098534462e+01, 1.325002520631487890e+01, 1.356658223409142927e+01, 3.351199414361842344e+01, 1.600139788807220498e+01, 3.255836170710869837e+00, 1.508108866221408562e+01, 1.677882542843958191e+01
2.068000000000000000e+03, 4.388865068203344322e+01, 2.706706226327896658e+01, 3.853366894101398543e+01, 1.586780734648616331e+01, 1.100710201046860348e+01, 2.348770828444773429e+01, 1.573520437918281623e+01, 1.324664585873608935e+01, 1.357172932500231610e+01, 3.354261405731842416e+01, 1.599527568070289441e+01, 3.250101760329440648e+00, 1.503822279339826729e+01, 1.679864661118667257e+01
2.069000000000000000e+03, 4.400311651429190363e+01, 2.705871165357997299e+01, 3.857906337278460995e+01, 1.587187198249472253e+01, 1.102076517353214768e+01, 2.351087503052324124e+01, 1.576518809692677259e+01, 1.327040362807718310e+01, 1.357647069003934526e+01, 3.358830902612748304e+01, 1.601385961763393340e+01, 3.249086826854611143e+00, 1.509335871771679294e+01, 1.681218564278787397e+01
2.070000000000000000e+03, 4.409981268405793742e+01, 2.707926098332260167e+01, 3.857931296073933680e+01, 1.589803459268638086e+01, 1.103469548713052717e+01, 2.355919154036386232e+01, 1.575118236246980175e+01, 1.317493605611143970e+01, 1.358277155095670530e+01, 3.354085973315216052e+01, 1.604166295132834108e+01, 3.270816194937401278e+00, 1.514278137463041318e+01, 1.683346998560975294e+01
2.071000000000000000e+03, 4.422620304771725586e+01, 2.710938172563238879e+01, 3.855194419394301519e+01, 1.592847673643689355e+01, 1.103132376894977718e+01, 2.358535057852175854e+01, 1.576858168110151581e+01, 1.318620467196594426e+01, 1.358793552647394698e+01, 3.353215364855992675e+01, 1.604336901824509809e+01, 3.266959511460426846e+00, 1.514713313267364647e+01, 1.689717725328777220e+01
2.072000000000000000e+03, 4.429770676219294501e+01, 2.712030301302491253e+01, 3.858326086242970376e+01, 1.595775273695097241e+01, 1.104853008778905554e+01, 2.360600509540919489e+01, 1.578016801180141826e+01, 1.329320353133963195e+01, 1.360143934776420949e+01, 3.359630980538603495e+01, 1.605228681381699829e+01, 3.290114055657830772e+00, 1.516045343341053453e+01, 1.692635892304457812e+01
2.073000000000000000e+03, 4.431982416476386533e+01, 2.713017990338006413e+01, 3.860499838346377288e+01, 1.596991623139484417e+01, 1.107310217875888014e+01, 2.365564874586001665e+01, 1.579244864759125555e+01, 1.335519458410963800e+01, 1.361738620777810205e+01, 3.355846611304880156e+01, 1.608269392655615704e+01, 3.275028740196087806e+00, 1.508471314639366767e+01, 1.695862509113084471e+01
2.074000000000000000e+03, 4.437221026775045374e+01, 2.715071333369835926e+01, 3.859363977647879551e+01, 1.597981803767462416e+01, 1.108971164789372210e+01, 2.368416998367824178e+01, 1.580916690877037034e+01, 1.323279633955456980e+01, 1.360783796247295463e+01, 3.356255774553007143e+01, 1.611662594448238295e+01, 3.232001988838375972e+00, 1.506270803246328605e+01, 1.699807742440994573e+01
2.075000000000000000e+03, 4.436595101953099629e+01, 2.716528236665867269e+01, 3.857458020782454611e+01, 1.599924747728516294e+01, 1.109679144186960897e+01, 2.369608397796457666e+01, 1.585662592194483977e+01, 1.327940263810665122e+01, 1.358516954054333503e+01, 3.358257747548061900e+01, 1.613806164047909064e+01, 3.216809707443984756e+00, 1.514170102907164761e+01, 1.703956162003634489e+01
2.076000000000000000e+03, 4.432424454269482084e+01, 2.716500222560779676e+01, 3.856247646509410743e+01, 1.603729020199635258e+01, 1.109418396515241945e+01, 2.370639597659898357e+01, 1.587407423245672966e+01, 1.333136743844162098e+01, 1.358552781292415013e+01, 3.364839662603544213e+01, 1.614206961632456583e+01, 3.233865129280929285e+00, 1.514799940460347294e+01, 1.706026570122130082e+01
2.077000000000000000e+03, 4.438783022932622657e+01, 2.716966924710674647e+01, 3.858599536523959728e+01, 1.607058805708161842e+01, 1.109365343076509980e+01, 2.374303305225300775e+01, 1.592607247861039887e+01, 1.329695238213040653e+01, 1.357401361122838246e+01, 3.371668083291165630e+01, 1.618340864378879118e+01, 3.208333974448796866e+00, 1.518223352852999142e+01, 1.707358728195769260e+01
2.078000000000000000e+03, 4.455050783043518692e+01, 2.717831094424948901e+01, 3.859120440725607892e+01, 1.609792245696354129e+01, 1.109919588987927774e+01, 2.375524132084159490e+01, 1.592248355559901185e+01, 1.331856966984116397e+01, 1.355405797183737882e+01, 3.381298823402109122e+01, 1.621040252263231451e+01, 3.204985518424838808e+00, 1.523496846883332267e+01, 1.708911219605428045e+01
2.079000000000000000e+03, 4.460343541894528130e+01, 2.718784395288544431e+01, 3.859853758541196100e+01, 1.613681978350839685e+01, 1.111223110946683512e+01, 2.380465297668907354e+01, 1.593938589219371771e+01, 1.333895400584117219e+01, 1.354615514482354044e+01, 3.377508309458389135e+01, 1.621787447812187466e+01, 3.230020329215911978e+00, 1.522038776948300765e+01, 1.708715467633193086e+01
2.080000000000000000e+03, 4.464347710063373142e+01, 2.719634887192980699e+01, 3.857096912304631076e+01, 1.613314066248117129e+01, 1.112798494712719943e+01, 2.382034059720802688e+01, 1.598284796372436212e+01, 1.341265600267221281e+01, 1.354955752386942081e+01, 3.380227989323687154e+01, 1.622829841041018639e+01, 3.242689712652759404e+00, 1.522530331558526484e+01, 1.706830218619226613e+01
2.081000000000000000e+03, 4.456017988763368010e+01, 2.720138622800266504e+01, 3.858746613018907823e+01, 1.615080074423567780e+01, 1.112918683552356747e+01, 2.384247197883459179e+01, 1.598572519617083110e+01, 1.330885581728130873e+01, 1.356563396388371245e+01, 3.385530744862536778e+01, 1.624108562887661478e+01, 3.204501245826860245e+00, 1.520204049479846375e+01, 1.705527455897286515e+01
2.082000000000000000e+03, 4.448365521299194114e+01, 2.721014121538001973e+01, 3.862590157477877995e+01, 1.616046736883151169e+01, 1.113103983344759307e+01, 2.386831266709160104e+01, 1.598958164240661617e+01, 1.326041498448079636e+01, 1.356732486280991701e+01, 3.387207297522787997e+01, 1.626303168734312266e+01, 3.181412224161858759e+00, 1.521670015748130211e+01, 1.705709928977137935e+01
2.083000000000000000e+03, 4.459961702712570286e+01, 2.720787281858894602e+01, 3.861779228137542930e+01, 1.618594985929225061e+01, 1.113687352178435575e+01, 2.390592249861966323e+01, 1.601088271021093590e+01, 1.326629494793193764e+01, 1.357993182144827315e+01, 3.375682381009918487e+01, 1.628705562388881845e+01, 3.171991872412849744e+00, 1.528186677634199242e+01, 1.708705159998761047e+01
2.084000000000000000e+03, 4.471332848979614027e+01, 2.719844375008005954e+01, 3.860560216613109219e+01, 1.619936277509089351e+01, 1.113334320901031305e+01, 2.393269561835220216e+01, 1.606102332622571538e+01, 1.325752755815005912e+01, 1.357159454837344370e+01, 3.378521077504544223e+01, 1.629618019947185914e+01, 3.168337362247171107e+00, 1.536059443823759807e+01, 1.710179688567053802e+01
