year, CESM2-WACCM, IPSL-CM6A-LR, UKESM1-0-LL, MPI-ESM1-2-LR, EC-Earth3-Veg, CMCC-CM2-SR5, ACCESS-ESM1-5, CNRM-ESM2-1, MIROC-ES2L
1.954000000000000000e+03, 5.875169755135999594e+00, 2.240985694207999757e+00, 4.967789035519999952e-01, 9.059903209471999119e+00, 1.722497499136000032e+00, 4.064592265215999589e+00, 1.001311017369599909e+01, 9.348193976319999488e-01, 1.301679597158399915e+01
1.955000000000000000e+03, 5.977076137983999615e+00, 2.285527367679999866e+00, 5.375763087360000414e-01, 9.143474716671999403e+00, 1.773508624383999921e+00, 4.105587916800000237e+00, 1.016228793548799914e+01, 9.617387028480000044e-01, 1.317026136063999964e+01
1.956000000000000000e+03, 6.073387319295999731e+00, 2.326624206847999865e+00, 5.804487475199999746e-01, 9.260225265663999394e+00, 1.821938941952000013e+00, 4.153668272127999828e+00, 1.031331643391999897e+01, 9.833553592320000147e-01, 1.332134123929600023e+01
1.957000000000000000e+03, 6.156653166592000126e+00, 2.363171799039999854e+00, 6.248925757440000339e-01, 9.357428260863999370e+00, 1.873162665983999942e+00, 4.200922873856000272e+00, 1.046597022515200059e+01, 9.998877982720000279e-01, 1.347377902387199988e+01
1.958000000000000000e+03, 6.228371570688000070e+00, 2.396253585408000042e+00, 6.700046090239999419e-01, 9.440827801599999347e+00, 1.926664028160000042e+00, 4.245273182207999874e+00, 1.061306551500799955e+01, 1.009448714239999934e+00, 1.362117001216000034e+01
1.959000000000000000e+03, 6.308728143871999983e+00, 2.423957225471999877e+00, 7.207809187839999687e-01, 9.526284648447999714e+00, 1.981480435711999943e+00, 4.285892132864000281e+00, 1.075555336192000055e+01, 1.012262830080000064e+00, 1.375356321792000003e+01
1.960000000000000000e+03, 6.374881230847999625e+00, 2.448226254848000050e+00, 6.952475033599999632e-01, 9.556095664127999711e+00, 2.038265151487999916e+00, 4.296851849215999941e+00, 1.089775914188800066e+01, 1.007117074431999937e+00, 1.343581637836799914e+01
1.961000000000000000e+03, 6.341275418623999904e+00, 2.394991099903999832e+00, 6.336569671680000182e-01, 9.573545017343999319e+00, 1.990529515520000015e+00, 4.286066982911999723e+00, 1.084487840563200045e+01, 9.555623935999999485e-01, 1.328416292863999892e+01
1.962000000000000000e+03, 6.329758384127999626e+00, 2.347447091199999836e+00, 6.036671037440000109e-01, 9.631394955263999691e+00, 1.946660372480000012e+00, 4.287751782399999989e+00, 1.080801047347200061e+01, 9.058227978239999922e-01, 1.320759066623999978e+01
1.963000000000000000e+03, 6.338140176383999957e+00, 2.307016622079999912e+00, 5.890023096319999540e-01, 9.692211314688000456e+00, 1.906816712703999883e+00, 4.296198586367999894e+00, 1.078501310463999907e+01, 8.591446507519999720e-01, 1.317482161766399962e+01
1.964000000000000000e+03, 6.331537293311999548e+00, 2.275246604287999741e+00, 5.814788423679999596e-01, 9.745514627071999669e+00, 1.870309752832000072e+00, 4.304941613056000094e+00, 1.076802931916799899e+01, 8.155292631039999796e-01, 1.318684563865599912e+01
1.965000000000000000e+03, 6.359747657727999659e+00, 2.246527156223999899e+00, 5.760483328000000069e-01, 9.786810695679999839e+00, 1.836944326655999937e+00, 4.318709153791999711e+00, 1.075745967308800033e+01, 7.760275701759999922e-01, 1.323102948556799952e+01
1.966000000000000000e+03, 6.355519799296000194e+00, 2.225747525631999846e+00, 5.745396940799999408e-01, 9.825658339327999258e+00, 1.806839185407999926e+00, 4.336083009535999899e+00, 1.074951461273600017e+01, 7.399230013440000198e-01, 1.330419492454399943e+01
1.967000000000000000e+03, 6.371696705536000316e+00, 2.210471346175999940e+00, 5.786759987199999733e-01, 9.883452702719999650e+00, 1.779435569152000074e+00, 4.355092381696000103e+00, 1.074348949504000039e+01, 7.089185095679999549e-01, 1.336992700825599911e+01
1.968000000000000000e+03, 6.399356043263999538e+00, 2.201306791936000096e+00, 5.918866145279999547e-01, 9.900939804671999411e+00, 1.754008649727999858e+00, 4.376873402368000043e+00, 1.074588444262399989e+01, 6.822517145599999999e-01, 1.342915162931199902e+01
1.969000000000000000e+03, 6.443423498239999603e+00, 2.198768975871999931e+00, 6.119467909119999938e-01, 9.949526622207999438e+00, 1.731540418560000072e+00, 4.400256909311999642e+00, 1.075267606937599929e+01, 6.609446502399999313e-01, 1.350337717862399955e+01
1.970000000000000000e+03, 6.452420804607999827e+00, 2.204450947071999956e+00, 6.036924661760000310e-01, 9.979076542463999999e+00, 1.711068282879999902e+00, 4.431173648384000074e+00, 1.075819053056000030e+01, 6.522710917120000396e-01, 1.354559809126399905e+01
1.971000000000000000e+03, 6.489390972927999712e+00, 2.206922702847999851e+00, 5.797241815039999580e-01, 1.000660271103999932e+01, 1.674079240191999940e+00, 4.469190819839999662e+00, 1.077240083251199998e+01, 6.524623257599999615e-01, 1.360922148863999936e+01
1.972000000000000000e+03, 6.554579894271999940e+00, 2.208671989760000010e+00, 5.680479600639999349e-01, 1.004575968460799906e+01, 1.639506247679999973e+00, 4.505344671743999996e+00, 1.078345387212799977e+01, 6.549792358399999515e-01, 1.366942233395199935e+01
1.973000000000000000e+03, 6.557745545216000060e+00, 2.212972986367999884e+00, 5.659802337279999929e-01, 1.009138112921599983e+01, 1.607787872255999950e+00, 4.538478624767999570e+00, 1.080243834060799912e+01, 6.565717606400000017e-01, 1.373622501376000038e+01
1.974000000000000000e+03, 6.597686853632000137e+00, 2.217760784384000150e+00, 5.678208778240000365e-01, 1.011900481536000029e+01, 1.578537844735999895e+00, 4.573498966015999478e+00, 1.082359440998400046e+01, 6.579885834240000175e-01, 1.381152535347199972e+01
1.975000000000000000e+03, 6.619637219328000199e+00, 2.217065316351999993e+00, 5.726242734080000396e-01, 1.015268822220799905e+01, 1.551835987967999930e+00, 4.608756285440000156e+00, 1.084605071360000039e+01, 6.586879836160000057e-01, 1.387642801356799893e+01
1.976000000000000000e+03, 6.655957270527999903e+00, 2.225074339839999915e+00, 5.811715440639999564e-01, 1.022480193945600035e+01, 1.527251337215999927e+00, 4.635873509376000179e+00, 1.086896209919999912e+01, 6.585776209920000124e-01, 1.395280419225599999e+01
1.977000000000000000e+03, 6.717167370239999435e+00, 2.232149606400000152e+00, 5.938731417599999451e-01, 1.027352297472000053e+01, 1.504854802431999872e+00, 4.663542284287999884e+00, 1.089769098444799944e+01, 6.573487554560000223e-01, 1.402497243545600014e+01
1.978000000000000000e+03, 6.755425189888000226e+00, 2.241488748544000043e+00, 6.073329254399999488e-01, 1.030952478310399911e+01, 1.484404686847999866e+00, 4.695040983040000171e+00, 1.092881481727999926e+01, 6.550643671039999560e-01, 1.410551565516800032e+01
1.979000000000000000e+03, 6.819415588863999567e+00, 2.251817222144000041e+00, 6.226215567359999481e-01, 1.034949754880000050e+01, 1.466242039808000053e+00, 4.726773514239999585e+00, 1.095942379929599930e+01, 6.513754767359999365e-01, 1.418501134745599934e+01
1.980000000000000000e+03, 6.899009847295999975e+00, 2.258669666303999790e+00, 6.195300925439999329e-01, 1.047972229939199984e+01, 1.448972779520000032e+00, 4.797321707520000089e+00, 1.099633052876800043e+01, 6.467310714880000200e-01, 1.439716658380799963e+01
1.981000000000000000e+03, 6.986909351936000157e+00, 2.286050869248000161e+00, 6.053439078400000284e-01, 1.062124545638399908e+01, 1.422277869568000064e+00, 4.893726212096000339e+00, 1.111719464140800007e+01, 6.943377326080000245e-01, 1.457710117683200046e+01
1.982000000000000000e+03, 7.053766557696000028e+00, 2.317260685312000135e+00, 6.024325365759999329e-01, 1.075609232998399989e+01, 1.399782768639999952e+00, 4.971951554559999487e+00, 1.123673859686399901e+01, 7.354424360960000184e-01, 1.470628574003199951e+01
1.983000000000000000e+03, 7.152254582783999837e+00, 2.354859999232000067e+00, 6.040379064319999491e-01, 1.084598675046400018e+01, 1.380556210176000054e+00, 5.033599959040000016e+00, 1.135313158143999956e+01, 7.713188741119999525e-01, 1.482440677785599981e+01
1.984000000000000000e+03, 7.248692641792000124e+00, 2.394265747456000071e+00, 6.083108536319999926e-01, 1.097657640550399982e+01, 1.363819757568000002e+00, 5.089519992831999851e+00, 1.145929046425600006e+01, 8.008874721279999331e-01, 1.494399057919999940e+01
1.985000000000000000e+03, 7.305572122623999576e+00, 2.425236750335999947e+00, 6.148414504960000304e-01, 1.106257222041599952e+01, 1.349746556928000052e+00, 5.151186223104000206e+00, 1.155574372761599911e+01, 8.240731914239999290e-01, 1.505096315699199927e+01
1.986000000000000000e+03, 7.381152432128000207e+00, 2.456658640895999834e+00, 6.262702735359999551e-01, 1.112448329318399942e+01, 1.337762250751999948e+00, 5.213491036159999759e+00, 1.164911103180799934e+01, 8.428877905920000302e-01, 1.517552035430400004e+01
1.987000000000000000e+03, 7.437777633279999634e+00, 2.485965553663999739e+00, 6.442392616959999874e-01, 1.121571569664000023e+01, 1.328315498495999947e+00, 5.274073038847999939e+00, 1.175279108095999980e+01, 8.556060344320000066e-01, 1.530274722611200033e+01
1.988000000000000000e+03, 7.518409457664000151e+00, 2.513617813504000154e+00, 6.626318090239999847e-01, 1.132570397900799897e+01, 1.321734766592000065e+00, 5.335438327808000203e+00, 1.183560761344000056e+01, 8.631537500160000320e-01, 1.543041135411199960e+01
1.989000000000000000e+03, 7.566593622015999721e+00, 2.538004545535999856e+00, 6.802850447359999331e-01, 1.146720092159999993e+01, 1.316881301503999957e+00, 5.389594656767999759e+00, 1.191312044851200014e+01, 8.652322897919999534e-01, 1.555134362419200045e+01
1.990000000000000000e+03, 7.610280968191999840e+00, 2.557639917567999799e+00, 6.691202662399999834e-01, 1.148011728076799898e+01, 1.313982251007999924e+00, 5.396958281727999740e+00, 1.200749543423999910e+01, 8.603305902079999568e-01, 1.548731547647999918e+01
1.991000000000000000e+03, 7.535962095616000056e+00, 2.527562825727999840e+00, 6.486295183360000216e-01, 1.143898688716799938e+01, 1.285594546175999886e+00, 5.366956425216000248e+00, 1.191258777190400053e+01, 8.114204180480000250e-01, 1.548487439155199930e+01
1.992000000000000000e+03, 7.564570394623999938e+00, 2.499068559359999941e+00, 6.416872898559999872e-01, 1.144364256460800000e+01, 1.260683526143999922e+00, 5.337400737791999639e+00, 1.183568311091199909e+01, 7.657492971520000191e-01, 1.547345749606400034e+01
1.993000000000000000e+03, 7.504591323136000192e+00, 2.478500478976000121e+00, 6.404285399039999493e-01, 1.143510401023999989e+01, 1.239896948735999871e+00, 5.303894016000000100e+00, 1.176890979123199976e+01, 7.227570913280000342e-01, 1.547531347558400050e+01
1.994000000000000000e+03, 7.474602573823999840e+00, 2.460532080639999730e+00, 6.425811353599999443e-01, 1.144887600742399947e+01, 1.222106546175999897e+00, 5.273985482751999854e+00, 1.171100742451199928e+01, 6.831618129919999616e-01, 1.548388558438399976e+01
1.995000000000000000e+03, 7.421707681792000244e+00, 2.449698193407999991e+00, 6.486090711040000123e-01, 1.144168277606399897e+01, 1.207567515647999912e+00, 5.251114991616000260e+00, 1.165213617356799958e+01, 6.468753817600000344e-01, 1.551031494246399944e+01
1.996000000000000000e+03, 7.416297029632000104e+00, 2.435420782591999789e+00, 6.601288581119999499e-01, 1.147834938163200036e+01, 1.195779817472000017e+00, 5.233866440704000311e+00, 1.160303765094399964e+01, 6.146169896959999823e-01, 1.553656604262399910e+01
1.997000000000000000e+03, 7.394830581759999966e+00, 2.432350289920000019e+00, 6.730377461759999846e-01, 1.147210511155200052e+01, 1.186986721280000046e+00, 5.219664003072000291e+00, 1.155829701017600009e+01, 5.865976627200000237e-01, 1.558077924966399941e+01
1.998000000000000000e+03, 7.385690669056000246e+00, 2.426225033215999805e+00, 6.865361305599999575e-01, 1.144241677926400058e+01, 1.180900655103999997e+00, 5.210263519231999929e+00, 1.151650496511999933e+01, 5.623078584320000406e-01, 1.560905095577600044e+01
1.999000000000000000e+03, 7.418871807999999568e+00, 2.428259270656000002e+00, 7.009216102399999926e-01, 1.147021872332799930e+01, 1.178194149375999977e+00, 5.205432729600000030e+00, 1.147797294284799996e+01, 5.431772119040000346e-01, 1.565040259891199881e+01
2.000000000000000000e+03, 7.393277116415999828e+00, 2.441288613888000114e+00, 7.057306419200000125e-01, 1.164418167603199983e+01, 1.177320816639999990e+00, 5.220122230783999839e+00, 1.144700954214400035e+01, 5.357645332479999967e-01, 1.599837149593600039e+01
2.001000000000000000e+03, 7.484268347391999754e+00, 2.477703036927999758e+00, 6.901739683840000250e-01, 1.164054521446399981e+01, 1.175664328704000061e+00, 5.244759572479999576e+00, 1.158288821452799944e+01, 5.835656396799999701e-01, 1.588084709785599991e+01
2.002000000000000000e+03, 7.481424609279999416e+00, 2.461091495935999962e+00, 6.665503375360000149e-01, 1.163230760140799980e+01, 1.148022685696000078e+00, 5.286627115007999755e+00, 1.149669631590399987e+01, 5.660138536959999911e-01, 1.610086875136000018e+01
2.003000000000000000e+03, 7.582407720960000042e+00, 2.483214876672000138e+00, 6.569029795840000130e-01, 1.179629125631999997e+01, 1.135437283327999980e+00, 5.386454171648000333e+00, 1.168126351769599935e+01, 5.848835031039999466e-01, 1.656789506457599970e+01
2.004000000000000000e+03, 7.745478066176000098e+00, 2.561022623743999915e+00, 6.530053570559999354e-01, 1.191596628377599920e+01, 1.137811390463999928e+00, 5.431369400319999485e+00, 1.198796151193599968e+01, 6.746749009920000040e-01, 1.667891514572799849e+01
2.005000000000000000e+03, 7.753881354239999801e+00, 2.587221295103999896e+00, 6.468107632639999993e-01, 1.190357001830400030e+01, 1.135063990271999890e+00, 5.402705526783999623e+00, 1.215180360908800061e+01, 6.918128926719999683e-01, 1.654207073484800006e+01
2.006000000000000000e+03, 7.733130559487999989e+00, 2.571673796608000107e+00, 6.309872926719999331e-01, 1.194620302131199985e+01, 1.115594686464000063e+00, 5.398072393727999518e+00, 1.207639946035200040e+01, 6.769015521279999614e-01, 1.648048681779199853e+01
2.007000000000000000e+03, 7.743993806847999650e+00, 2.565316280319999809e+00, 6.230990520320000003e-01, 1.198114576793599895e+01, 1.093611880447999951e+00, 5.406594170880000050e+00, 1.208780691865599977e+01, 6.861011681280000385e-01, 1.661492474675199915e+01
2.008000000000000000e+03, 7.771846606847999439e+00, 2.565930483712000054e+00, 6.219188797439999528e-01, 1.201059083059199928e+01, 1.074527141888000026e+00, 5.432090820607999859e+00, 1.215607341055999946e+01, 6.895450849280000405e-01, 1.670304917094399855e+01
2.009000000000000000e+03, 7.768259952640000243e+00, 2.562987917311999819e+00, 7.169204551679999593e-01, 1.236115180748799958e+01, 1.050531135488000034e+00, 5.489917165567999469e+00, 1.216844451020799944e+01, 6.907955773439999891e-01, 1.745514450124800021e+01
2.010000000000000000e+03, 7.958022324224000243e+00, 2.728434335743999739e+00, 8.401080156160000145e-01, 1.252756815871999940e+01, 1.127355908096000059e+00, 5.507856728063999618e+00, 1.305896445542400031e+01, 8.068495441919999456e-01, 1.746889972121600110e+01
2.011000000000000000e+03, 7.954488623103999956e+00, 2.751844581375999965e+00, 7.876847861760000180e-01, 1.248196873420799946e+01, 1.091695476735999870e+00, 5.487220752384000200e+00, 1.296479603916800016e+01, 8.416942489600000021e-01, 1.761931480268799888e+01
2.012000000000000000e+03, 7.941958664191999695e+00, 2.765338443775999799e+00, 8.704349962240000016e-01, 1.263104058982399991e+01, 1.084265005055999875e+00, 5.509753602047999799e+00, 1.301818114047999941e+01, 8.429866188800000382e-01, 1.779292333670399984e+01
2.013000000000000000e+03, 8.044444909567999957e+00, 2.858048815103999996e+00, 1.079302488064000087e+00, 1.279284949811200001e+01, 1.087318589439999927e+00, 5.543623131136000026e+00, 1.326319770009599885e+01, 8.464702504959999985e-01, 1.806921891840000072e+01
2.014000000000000000e+03, 8.117920727039999562e+00, 2.930235408384000095e+00, 1.163188109312000007e+00, 1.281360815718399948e+01, 1.093762482175999917e+00, 5.549994803199999716e+00, 1.343860139622399963e+01, 8.739892101120000367e-01, 1.804006011699199874e+01
