year, MIROC-ES2L, GFDL-ESM4, INM-CM5-0, TaiESM1, NorESM2-LM, CESM2-WACCM, ACCESS-ESM1-5, CMCC-CM2-SR5, MPI-ESM1-2-LR, EC-Earth3-Veg, CanESM5, UKESM1-0-LL, IPSL-CM6A-LR, CNRM-ESM2-1, INM-CM4-8, NorESM2-MM
1.971000000000000000e+03, 6.048833435999999608e+01, 5.145866695799999491e+01, 7.084854107999998973e+01, 4.412263255199999890e+01, 4.061396084399999751e+01, 4.238171132399999408e+01, 4.655183880599999924e+01, 4.120791380999999376e+01, 6.650479609199999231e+01, 5.055521968799999399e+01, 7.181638880399999891e+01, 6.090595378199999743e+01, 4.731331494599999843e+01, 4.437351325799999557e+01, 6.852986456399999327e+01, 4.091555143799999428e+01
1.972000000000000000e+03, 5.993716391999999615e+01, 4.908955649399999288e+01, 7.117949563199999830e+01, 4.421183606999999682e+01, 4.063921329599999410e+01, 4.229512135199999534e+01, 4.613535073799999964e+01, 4.468639768199999907e+01, 6.544593547199998795e+01, 5.183607009599999316e+01, 7.150679989199998943e+01, 6.225720830999999578e+01, 4.499820199799999898e+01, 4.417236876599999817e+01, 6.871476801599999362e+01, 4.118935093199999642e+01
1.973000000000000000e+03, 6.055143789599999593e+01, 5.041376101799999532e+01, 7.173281840399999965e+01, 4.215736027799999874e+01, 4.104012257999999491e+01, 4.207311185399999687e+01, 4.539143226599999537e+01, 4.443783092999999695e+01, 6.492930089399999360e+01, 5.114750124599999737e+01, 7.011001526399999761e+01, 6.414774420599999871e+01, 4.566211363799999390e+01, 4.537929090599999427e+01, 6.776748964799999442e+01, 4.116196585799999497e+01
1.974000000000000000e+03, 5.992985150999999888e+01, 5.082998891399999764e+01, 7.187012614799999710e+01, 4.322694707999999508e+01, 4.093472926799999811e+01, 4.357015730999999903e+01, 4.594773518999999595e+01, 4.263420430799999394e+01, 6.536698509599999340e+01, 5.212664674199999837e+01, 7.020483613199999695e+01, 6.353814938399999335e+01, 4.607187271199999401e+01, 4.549105843199999555e+01, 6.790585384799999247e+01, 4.038616448999999875e+01
1.975000000000000000e+03, 6.052167185399999738e+01, 5.217132536999999814e+01, 7.114057232399999009e+01, 4.279788008999999960e+01, 4.248199580399999320e+01, 4.296550181399999957e+01, 4.713974868599999724e+01, 4.203682180199999863e+01, 6.522753684599999247e+01, 5.055613817399999732e+01, 7.197294927599999426e+01, 6.059917945799999472e+01, 4.706961262199999396e+01, 4.611271183199999513e+01, 6.878894857199999535e+01, 4.048078825799999692e+01
1.976000000000000000e+03, 6.052856246999999712e+01, 5.067884080799999680e+01, 7.108740262799999243e+01, 4.418051687999999899e+01, 4.194615580199999982e+01, 4.288816371599999400e+01, 4.793372661599999418e+01, 4.259733478199999723e+01, 6.720400439999998810e+01, 5.110591314599999890e+01, 7.158817065599998841e+01, 6.260036335199999513e+01, 4.644958332599999551e+01, 4.663708061399999849e+01, 6.772120268399999077e+01, 4.164507372599999968e+01
1.977000000000000000e+03, 6.185147401799999756e+01, 5.085081055799999916e+01, 7.198390015199998970e+01, 4.491332285399999336e+01, 4.147363614599999693e+01, 4.409574416999999613e+01, 4.654635942599999510e+01, 4.365099590399999840e+01, 6.593552004599999350e+01, 5.125980882599999688e+01, 7.082543307599999594e+01, 6.332492266199999165e+01, 4.655373096599999627e+01, 4.530762534599999469e+01, 6.614395329599999229e+01, 4.185755540999999624e+01
1.978000000000000000e+03, 6.157055921399999221e+01, 5.116386054599999511e+01, 7.279387077599999145e+01, 4.253244157799999670e+01, 4.159362668400000018e+01, 4.292605027799999817e+01, 4.764919699799999364e+01, 4.307372548199999329e+01, 6.763160102399999118e+01, 5.558168359799999791e+01, 7.336365533999999400e+01, 6.017516216999999301e+01, 4.708068964199999584e+01, 4.673935186199999947e+01, 6.880140529199999833e+01, 4.112808830999999543e+01
1.979000000000000000e+03, 6.099482222999999692e+01, 5.235746660999999591e+01, 7.262151865199999179e+01, 4.306730002199999774e+01, 4.301221451400000007e+01, 4.392562715999999767e+01, 4.683039629399999626e+01, 4.262626906199999866e+01, 6.754329233999999360e+01, 5.226341837399999690e+01, 7.450219954799999300e+01, 6.269797909799999758e+01, 4.601739821399999641e+01, 4.608956440799999399e+01, 6.581915220599999827e+01, 4.038135130799999928e+01
1.980000000000000000e+03, 6.180294011399999476e+01, 5.178869908199999372e+01, 7.163433935999999846e+01, 4.341652968599999696e+01, 4.262618627999999887e+01, 4.375331839799999756e+01, 4.644650856599999855e+01, 4.236066892799999550e+01, 6.712624450799999920e+01, 5.260596240599999618e+01, 7.343764668000000029e+01, 6.484571078399999067e+01, 4.669326199799999699e+01, 4.579135604999999742e+01, 6.833826759599999434e+01, 4.162130740799999984e+01
1.981000000000000000e+03, 6.050052696599999535e+01, 4.999925971799999758e+01, 7.197537754799999732e+01, 4.481480044799999973e+01, 4.247927976599999766e+01, 4.151392338599999476e+01, 4.738567823999999717e+01, 4.478275592999999333e+01, 6.947535326399999178e+01, 5.241302515799999640e+01, 7.377210961199999417e+01, 6.335284384799999202e+01, 4.795425655199999682e+01, 4.550449670999999796e+01, 6.648644213999999408e+01, 4.231061341199999504e+01
1.982000000000000000e+03, 6.148488378599999749e+01, 5.006516601599999916e+01, 7.399448571599999980e+01, 4.423525154999999387e+01, 4.225112863199999680e+01, 4.393579357799999485e+01, 4.833903122999999624e+01, 4.388713352999999984e+01, 6.857499257999999998e+01, 5.336277515999999821e+01, 7.132997754000000157e+01, 6.122825958599999296e+01, 4.879943317799999392e+01, 4.532336969399999305e+01, 6.863030672399999332e+01, 4.337734620599999857e+01
1.983000000000000000e+03, 6.328135173599999774e+01, 5.224992096599999769e+01, 7.758392900399999803e+01, 4.215128959799999819e+01, 4.279889712599999996e+01, 4.557161714399999397e+01, 4.692529600199999607e+01, 4.262573689199999905e+01, 6.860078902799999412e+01, 5.226336712799999873e+01, 7.287131530799999268e+01, 6.098211322199999529e+01, 4.892847848999999627e+01, 4.661985801599999490e+01, 7.044056773199999100e+01, 4.268514677399999613e+01
1.984000000000000000e+03, 6.215425115399999356e+01, 5.251306917599999480e+01, 7.290625719599999854e+01, 4.451935148999999825e+01, 4.338628666199999628e+01, 4.332440514599999659e+01, 4.701454682399999285e+01, 4.301862420599999837e+01, 6.724515887999999109e+01, 5.182027450199999663e+01, 7.567888654799999415e+01, 6.334067095199999642e+01, 4.787870023799999331e+01, 4.567573324799999313e+01, 6.992499355199998945e+01, 4.390663854599999638e+01
1.985000000000000000e+03, 6.361558997399999527e+01, 5.253939779399999566e+01, 7.360226459999999804e+01, 4.487624834399999685e+01, 4.379106698999999736e+01, 4.336981698599999646e+01, 4.937987690999999302e+01, 4.487126171399999919e+01, 6.589278876599999535e+01, 5.382356342399999249e+01, 7.663251941999999417e+01, 6.416642140199999744e+01, 4.897735928999999544e+01, 4.706384153399999803e+01, 6.915441927599999872e+01, 4.356298286999999902e+01
1.986000000000000000e+03, 6.243354973799999641e+01, 5.206724080199999349e+01, 7.192558220399999414e+01, 4.386873227399999564e+01, 4.305715331399999712e+01, 4.557533839199999903e+01, 4.916529019799999389e+01, 4.462225739999999519e+01, 6.860480986799998959e+01, 5.423553001799999862e+01, 7.501462012799999002e+01, 6.231262494599999258e+01, 4.905249775199999362e+01, 4.708408370399999399e+01, 6.949941523199998983e+01, 4.369001776199999654e+01
1.987000000000000000e+03, 6.378793027199999699e+01, 5.110197902999999542e+01, 7.331469569999998726e+01, 4.344425377199999616e+01, 4.424606445599999915e+01, 4.635342217799999531e+01, 4.929322386599999817e+01, 4.298793179399999786e+01, 6.772095827999999074e+01, 5.364805375799999609e+01, 7.481483168399999784e+01, 6.494979140999998890e+01, 4.784885929799999360e+01, 4.651898617799999869e+01, 6.934255516799998986e+01, 4.392951791399999451e+01
1.988000000000000000e+03, 6.420279817799999478e+01, 5.286644188199999661e+01, 7.449300680399998953e+01, 4.447413674999999955e+01, 4.397465775599999915e+01, 4.493459388599999471e+01, 4.811750659799999852e+01, 4.429906464599999794e+01, 6.831898333199998774e+01, 5.473178445599999264e+01, 7.475887105199998928e+01, 6.620808175199999823e+01, 4.738013972999999623e+01, 4.780652221799999779e+01, 6.969944807999999625e+01, 4.441646923199999719e+01
1.989000000000000000e+03, 6.386128694999999311e+01, 5.227810626599999466e+01, 7.270415873999999690e+01, 4.512125152799999483e+01, 4.431695344199999909e+01, 4.527514720799999992e+01, 4.703277857399999817e+01, 4.574126111399999672e+01, 7.028878496400000131e+01, 5.284610510399999583e+01, 7.554456683999998745e+01, 6.455573332199999470e+01, 4.888696134599999965e+01, 4.688343590399999528e+01, 6.948326879999999051e+01, 4.410115653599999774e+01
1.990000000000000000e+03, 6.474809109599999601e+01, 5.097591386999999941e+01, 7.448026625999999339e+01, 4.454768658599999753e+01, 4.287668066999999894e+01, 4.502626903799999525e+01, 4.781957023799999718e+01, 4.332246568199999359e+01, 6.885056991599999776e+01, 5.426643529799999754e+01, 7.674936818399999083e+01, 6.346689773399999268e+01, 5.049755611199999805e+01, 4.619224168199999525e+01, 7.201612206000000072e+01, 4.330091476799999839e+01
1.991000000000000000e+03, 6.335598562199999861e+01, 5.175453770999999392e+01, 7.627416796800000043e+01, 4.484755058399999683e+01, 4.257251594999999611e+01, 4.534026904799999613e+01, 4.895635631399999710e+01, 4.340849588999999753e+01, 6.789491085599999565e+01, 5.341999328999999364e+01, 7.372715504399999986e+01, 6.748649600399998860e+01, 5.058345623399999624e+01, 4.788519665399999781e+01, 7.399617289199998993e+01, 4.448001821399999756e+01
1.992000000000000000e+03, 6.361128136799999311e+01, 5.491706239799999878e+01, 7.853999014799998690e+01, 4.488605209799999329e+01, 4.348906248599999458e+01, 4.522401552599999519e+01, 4.956031801799999670e+01, 4.531644754199999880e+01, 6.894703853999999410e+01, 5.691463936199999551e+01, 7.517197688399998867e+01, 6.514404528599999367e+01, 4.953542428799999442e+01, 4.775900534999999536e+01, 7.798789727999999855e+01, 4.536295525799999950e+01
1.993000000000000000e+03, 6.464894191199999796e+01, 5.392978849799999352e+01, 7.736679575999998804e+01, 4.409874403199999904e+01, 4.485385384199999947e+01, 4.533820343999999380e+01, 4.954195618199999274e+01, 4.538063906999999375e+01, 6.777100591199999258e+01, 5.377028729399999918e+01, 7.628605703999998866e+01, 6.607306036800000015e+01, 4.945774717799999820e+01, 4.845558040199999539e+01, 7.551371674799999312e+01, 4.519922428799999636e+01
1.994000000000000000e+03, 6.516949089599999922e+01, 5.148204301799999882e+01, 7.758072809999998753e+01, 4.468487606999999429e+01, 4.430175308999999828e+01, 4.637412950399999545e+01, 4.967518789799999723e+01, 4.446903974399999981e+01, 7.158975533999999641e+01, 5.431757486399999380e+01, 7.633103525999999306e+01, 6.532952426999999318e+01, 4.997871401399999769e+01, 4.755207794399999699e+01, 7.492534959599998956e+01, 4.349511345599999856e+01
1.995000000000000000e+03, 6.552123949799999991e+01, 5.247660961799999768e+01, 7.535829945599999746e+01, 4.476154796999999519e+01, 4.380878233799999322e+01, 4.543489675799999361e+01, 4.906880186399999388e+01, 4.405058461799999492e+01, 7.264720472399999096e+01, 5.535568873799999778e+01, 7.682157773999999506e+01, 6.603318703799999412e+01, 5.055901977599999952e+01, 4.723103752199999406e+01, 7.394335797599998727e+01, 4.416465427199999993e+01
1.996000000000000000e+03, 6.581295538199999839e+01, 5.400176153399999635e+01, 7.413266069999998820e+01, 4.442443601399999409e+01, 4.402594711799999772e+01, 4.493104214399999563e+01, 4.920254998199999363e+01, 4.512061686599999888e+01, 7.143270606000000100e+01, 5.460229369799999688e+01, 7.498596178799999734e+01, 6.550691426999999578e+01, 5.045353185599999790e+01, 4.803995168999999521e+01, 7.297307409599999062e+01, 4.332260759399999728e+01
1.997000000000000000e+03, 6.439718608199999039e+01, 5.563275220799999232e+01, 7.434273776399999178e+01, 4.476098426399999397e+01, 4.401121192199999399e+01, 4.697484299999999990e+01, 4.903689925799999827e+01, 4.550507618399999643e+01, 6.956876289599999552e+01, 5.378592914999999408e+01, 7.636941457199999661e+01, 6.701940053999999236e+01, 5.045914920599999931e+01, 4.692263120999999870e+01, 7.402628977199999838e+01, 4.456401040799999436e+01
1.998000000000000000e+03, 6.465756306599999448e+01, 5.344705906199999390e+01, 7.689265988399999685e+01, 4.657766284799999568e+01, 4.461239845799999415e+01, 4.637952610199999981e+01, 4.762099592999999942e+01, 4.435550620199999372e+01, 6.986944288799999470e+01, 5.611553683199999654e+01, 7.826685685199998943e+01, 6.395275317599999454e+01, 5.208687590399999578e+01, 4.710328518599999370e+01, 7.412381485199999531e+01, 4.672782151199999845e+01
1.999000000000000000e+03, 6.595512755400000060e+01, 5.373949238999999523e+01, 7.569888825599998938e+01, 4.451754211199999389e+01, 4.544385298199999568e+01, 4.670213543999999928e+01, 4.828355940599999485e+01, 4.703340929399999482e+01, 7.373176718399999174e+01, 5.658729962399999636e+01, 7.880758099199999833e+01, 6.785150943600000062e+01, 5.109638927399999631e+01, 4.999644907199999722e+01, 7.506734043599999495e+01, 4.636231532999999416e+01
2.000000000000000000e+03, 6.619370921999998814e+01, 5.267732837399999823e+01, 7.483099388399999441e+01, 4.514469854399999349e+01, 4.459512461399999950e+01, 4.564949923799999709e+01, 5.014846441799999610e+01, 4.548139658999999568e+01, 7.200923932799999250e+01, 5.769066936599999451e+01, 7.764066226799999981e+01, 6.870143617200000108e+01, 5.082699693599999335e+01, 4.898050106399999493e+01, 7.410214961999999161e+01, 4.600075903199999772e+01
2.001000000000000000e+03, 6.557556025799999588e+01, 5.246537491799999486e+01, 7.603190053199999454e+01, 4.586844974399999586e+01, 4.547603152800000004e+01, 4.660793740799999796e+01, 4.721448900599999376e+01, 4.521293062199999468e+01, 7.298721010799999931e+01, 5.461785671399999842e+01, 7.814723291999999333e+01, 6.628802551199999016e+01, 5.134155407999999454e+01, 4.755880693799999648e+01, 7.460580319199999622e+01, 4.560498617399999688e+01
2.002000000000000000e+03, 6.591882173399999090e+01, 5.393426660999999456e+01, 7.595700253199998997e+01, 4.586225291999999598e+01, 4.670188709399999993e+01, 4.761432606599999673e+01, 4.812256418399999802e+01, 4.452712905599999971e+01, 7.068669044399999279e+01, 5.707136539799999753e+01, 7.773670515599999931e+01, 6.746379008399999577e+01, 5.211344498399999736e+01, 4.993408663199999609e+01, 7.541861205600000062e+01, 4.586117675399999882e+01
2.003000000000000000e+03, 6.648185365199999808e+01, 5.458435759799999687e+01, 7.614412138799998786e+01, 4.372617378599999682e+01, 4.582304184599999530e+01, 4.703693344199999871e+01, 4.925648442599999299e+01, 4.659738467399999706e+01, 6.919852237199999934e+01, 5.537276548199999837e+01, 7.956289972799999077e+01, 6.938590928399999314e+01, 5.250972635999999483e+01, 4.963890967199999693e+01, 7.596535168799999838e+01, 4.560983483399999727e+01
2.004000000000000000e+03, 6.590450044799999318e+01, 5.165475780599999922e+01, 7.547459633999999085e+01, 4.547636659799999848e+01, 4.501951244999999346e+01, 4.697789016599999457e+01, 4.838802240599999749e+01, 4.793889851999999507e+01, 7.153725578399999563e+01, 5.705784433799999533e+01, 7.906064950799999735e+01, 6.601696964999999295e+01, 5.355087163199999623e+01, 4.804727592599999753e+01, 7.574914875599999675e+01, 4.510657546199999501e+01
2.005000000000000000e+03, 6.631915154399999324e+01, 5.406981227999999362e+01, 7.856567622000000028e+01, 4.622050187999999338e+01, 4.612430525399999937e+01, 4.776426791999999466e+01, 4.779154655999999335e+01, 4.708367767799999370e+01, 7.408135162799999307e+01, 5.478323149799999925e+01, 7.921031936400000006e+01, 6.702768662399999755e+01, 5.200791370199999619e+01, 5.018341418999999348e+01, 7.639230182400000047e+01, 4.547996958599999573e+01
2.006000000000000000e+03, 6.762540419999999131e+01, 5.609993833799999408e+01, 7.820197153199998752e+01, 4.548608756999999514e+01, 4.662486041399999692e+01, 4.723641835199999406e+01, 4.921813664999999816e+01, 4.581372295799999961e+01, 7.541079901199999824e+01, 5.635223027999999346e+01, 8.059880213999998944e+01, 6.760069574399999226e+01, 5.209522111799999777e+01, 4.924963322999999349e+01, 7.698203290799999365e+01, 4.753585661399999651e+01
2.007000000000000000e+03, 6.670135997999999233e+01, 5.529949946999999355e+01, 7.762147261199999093e+01, 4.549518964799999310e+01, 4.719015109799999408e+01, 4.733463328199999864e+01, 5.187709448999999751e+01, 4.710415242599999885e+01, 7.218062171999999066e+01, 5.709228164999999677e+01, 7.871925653999998929e+01, 6.782495612399999629e+01, 5.379494844599999936e+01, 5.140823300999999645e+01, 7.650539780399999756e+01, 4.744105939799999305e+01
2.008000000000000000e+03, 6.748124525999999435e+01, 5.453538218999999287e+01, 7.829675297999999373e+01, 4.677259080599999663e+01, 4.544441668799999690e+01, 4.763701621799999941e+01, 5.115972144599999893e+01, 4.676755687199999301e+01, 7.253440833599999849e+01, 5.895073360799999307e+01, 7.990441883999999106e+01, 6.799100893199999973e+01, 5.425102996199999694e+01, 4.966821844199999703e+01, 7.712327476799998749e+01, 4.660439354999999750e+01
2.009000000000000000e+03, 6.796891008000000056e+01, 5.384723513399999462e+01, 7.804716919199999836e+01, 4.553738087399999301e+01, 4.559405894999999731e+01, 4.926676516199999867e+01, 5.045311794599999899e+01, 4.700890582199999557e+01, 7.388348687999999242e+01, 5.899868015399999877e+01, 8.073398120399998845e+01, 6.703728145199998778e+01, 5.283466936199999253e+01, 4.998276244799999546e+01, 7.873368425999998976e+01, 4.767182013599999379e+01
2.010000000000000000e+03, 6.705183531599999469e+01, 5.391336218399999325e+01, 7.813381435199998748e+01, 4.511207849399999503e+01, 4.664775554999999940e+01, 4.850372404799999515e+01, 4.990169521799999330e+01, 4.682835433799999691e+01, 7.535438899199999696e+01, 5.595030395999999229e+01, 7.717124102399999686e+01, 6.769115675999999837e+01, 5.191567878599999375e+01, 4.983883608599999349e+01, 7.660177970399999481e+01, 4.785768937799999634e+01
2.011000000000000000e+03, 6.724701950399999362e+01, 5.598425640599999298e+01, 7.830425854799999286e+01, 4.502496029399999600e+01, 4.631169216599999316e+01, 4.723430149799999356e+01, 5.003822244599999891e+01, 4.788026915399999695e+01, 7.268410184399999707e+01, 5.749564679999999584e+01, 8.090875371599999255e+01, 6.885440153999999779e+01, 5.447042985599999554e+01, 4.884668198999999333e+01, 7.849407373199998972e+01, 4.917760500599999318e+01
2.012000000000000000e+03, 6.777669027599999652e+01, 5.228047934999999313e+01, 7.666656253200000037e+01, 4.590433771199999313e+01, 4.694401261799999503e+01, 4.738471639199999430e+01, 5.032736814599999775e+01, 4.681500278399999360e+01, 7.419550406399999076e+01, 5.964097780799999526e+01, 8.299357502399999476e+01, 7.009200032399999714e+01, 5.449214633399999741e+01, 5.036417065799999904e+01, 7.943195437199999276e+01, 4.677359207399999974e+01
2.013000000000000000e+03, 6.854782431599998915e+01, 5.446236058199999519e+01, 7.750538859599998887e+01, 4.709726180999999912e+01, 4.784764910399999849e+01, 4.912890553799999793e+01, 5.033568182399999813e+01, 4.865284596599999389e+01, 7.500914074799999298e+01, 5.879529266399999443e+01, 8.231872039199998881e+01, 7.038400003199998878e+01, 5.355366256799999292e+01, 4.952938908599999479e+01, 7.668549989999999639e+01, 4.683984132599999839e+01
2.014000000000000000e+03, 6.933592472399999451e+01, 5.602770907199999328e+01, 7.903881082799999547e+01, 4.631107327199999446e+01, 4.783364317799999554e+01, 4.957809643799999577e+01, 4.933094486399999568e+01, 4.719263455799999463e+01, 7.366453243199998724e+01, 5.643898581599999886e+01, 8.249792371199998797e+01, 6.905600330400000075e+01, 5.452669402199999382e+01, 5.082199453799999844e+01, 7.924645961999999599e+01, 4.637351849399999537e+01
