year, MIROC-ES2L, TaiESM1, CNRM-ESM2-1, ACCESS-ESM1-5, CESM2-WACCM, EC-Earth3-Veg, GFDL-ESM4, MPI-ESM1-2-LR, CanESM5, NorESM2-LM, CMCC-CM2-SR5, NorESM2-MM, IPSL-CM6A-LR
2.001000000000000000e+03, 3.008767868272639703e+02, 1.199986599526399900e+01, 2.831005882777599822e+02, 4.993107099647999547e+01, 3.394746554777599812e+01, 5.220831382732799852e+01, 1.921556456407039946e+02, 2.724153639567359733e+02, 1.121328467804160027e+02, 3.146106116505599815e+01, 4.880076478873599655e+01, 3.457276916531199618e+01, 1.051303555891200006e+02
2.002000000000000000e+03, 3.008814508933119782e+02, 1.174405854003200034e+01, 2.830254934589439699e+02, 4.944514410086399891e+01, 3.373429004697599964e+01, 5.267235903897599769e+01, 1.916037423431679940e+02, 2.723209082306560163e+02, 1.125409693368319921e+02, 3.183661914521599812e+01, 4.934349094911999600e+01, 3.458947717529599686e+01, 1.053319925596159976e+02
2.003000000000000000e+03, 3.015857584209920219e+02, 1.241566517657599888e+01, 2.832591665233919684e+02, 4.934549582643199983e+01, 3.392472822579200198e+01, 5.313340532326400023e+01, 1.921760467353599893e+02, 2.725573495357439811e+02, 1.125840448389119928e+02, 3.230553604095999987e+01, 4.767348686847999772e+01, 3.458493893836799771e+01, 1.056594167070719976e+02
2.004000000000000000e+03, 3.014421118976000002e+02, 1.213757338419200060e+01, 2.840099133849599866e+02, 4.919363685580800194e+01, 3.430216944844799798e+01, 5.343752591769600002e+01, 1.926651696906239977e+02, 2.724665009111039922e+02, 1.122796390318080029e+02, 3.269527706009599655e+01, 4.702784507084800225e+01, 3.449262440447999722e+01, 1.061321650995199946e+02
2.005000000000000000e+03, 3.000775538114559708e+02, 1.170360762367999996e+01, 2.840708817879039998e+02, 4.923888500735999685e+01, 3.420650366566400180e+01, 5.331668382515199767e+01, 1.921581286686719920e+02, 2.725892094689280043e+02, 1.122434589655040043e+02, 3.269190064537600193e+01, 4.660709765939199656e+01, 3.415773229875200201e+01, 1.064129066434559974e+02
2.006000000000000000e+03, 3.001336232673280051e+02, 1.228877489766400011e+01, 2.848356208476159850e+02, 4.918661978521599565e+01, 3.436821715353600126e+01, 5.315826076876800244e+01, 1.925845719449600040e+02, 2.732676297523199764e+02, 1.118356048445439939e+02, 3.222529900544000014e+01, 4.867914674995199675e+01, 3.391700651212799755e+01, 1.063856939991039923e+02
2.007000000000000000e+03, 3.016810865623040172e+02, 1.225308556492799994e+01, 2.848119985274880150e+02, 4.969317426790399850e+01, 3.464644211507199856e+01, 5.234948990566400084e+01, 1.933743761653759918e+02, 2.741180332769279744e+02, 1.128140520816640020e+02, 3.238740256358399705e+01, 4.883963340390399566e+01, 3.422288032563199778e+01, 1.066254488043520041e+02
2.008000000000000000e+03, 3.026239325470720019e+02, 1.146764971212799900e+01, 2.854285276610559663e+02, 5.019537925734400119e+01, 3.470335043174399914e+01, 5.235375970713599969e+01, 1.939570153226239881e+02, 2.744246368993279930e+02, 1.135853342556160044e+02, 3.281699576217599912e+01, 4.892739082649600135e+01, 3.463893640806399787e+01, 1.070860924354559955e+02
2.009000000000000000e+03, 3.028609610547200077e+02, 1.188453626675199892e+01, 2.859786861281280039e+02, 5.030492608921599640e+01, 3.443414532095999903e+01, 5.315420907110399895e+01, 1.936036535992319898e+02, 2.744103427112959821e+02, 1.138439466516479968e+02, 3.284223288934399676e+01, 4.894554796851200251e+01, 3.474137599180799896e+01, 1.075122672762880001e+02
2.010000000000000000e+03, 3.026003773358079911e+02, 1.239612286566399924e+01, 2.866674915082239750e+02, 5.073995091148800185e+01, 3.473782761062400226e+01, 5.338011847884799721e+01, 1.930665645834239967e+02, 2.747297305722880196e+02, 1.143724541214720034e+02, 3.261836401049600198e+01, 4.912725780070400106e+01, 3.474190447411199756e+01, 1.073115782184959954e+02
2.011000000000000000e+03, 3.029254526730239832e+02, 1.218935626137600003e+01, 2.871643655372799913e+02, 5.051971639705600126e+01, 3.501846429695999774e+01, 5.323206374195199686e+01, 1.931103866716159985e+02, 2.751521305395199875e+02, 1.124612440063999941e+02, 3.285252151705599744e+01, 4.841678464614400212e+01, 3.469845358182399764e+01, 1.072851960463359973e+02
2.012000000000000000e+03, 3.040500965703679981e+02, 1.181976782438399987e+01, 2.870955453972479745e+02, 5.062804688076799664e+01, 3.504113660723199786e+01, 5.247431658700799773e+01, 1.937616278650880020e+02, 2.753811730923520145e+02, 1.122927672033279975e+02, 3.280637578444800084e+01, 4.886407780761599895e+01, 3.537560299110399598e+01, 1.077742267269120049e+02
2.013000000000000000e+03, 3.052244681359359788e+02, 1.162535973683199941e+01, 2.875932582871039926e+02, 5.078831962521599763e+01, 3.478464023756799861e+01, 5.273018171391999687e+01, 1.926263975444479968e+02, 2.757686932275199752e+02, 1.130077282631679907e+02, 3.274277755289600123e+01, 4.808737239859200230e+01, 3.562529829683199978e+01, 1.081238303539199990e+02
2.014000000000000000e+03, 3.057688216862720196e+02, 1.172292449075199983e+01, 2.879291381514240129e+02, 5.088026296319999631e+01, 3.493827759308799585e+01, 5.392478660198399609e+01, 1.926706055086079914e+02, 2.761081969704960102e+02, 1.129987105095679993e+02, 3.283410223103999925e+01, 4.907614601216000239e+01, 3.545261041254399714e+01, 1.083661436846079908e+02
