year, MIROC-ES2L, TaiESM1, CNRM-ESM2-1, ACCESS-ESM1-5, CESM2-WACCM, EC-Earth3-Veg, GFDL-ESM4, MPI-ESM1-2-LR, CanESM5, NorESM2-LM, CMCC-CM2-SR5, NorESM2-MM, IPSL-CM6A-LR
1.864000000000000000e+03, 2.931929561169919793e+02, 1.142903694950399895e+01, 2.261006176747519874e+02, 4.235190075391999898e+01, 3.277312334233599955e+01, 4.950488776703999605e+01, 1.999351400366080043e+02, 2.745761351598080182e+02, 9.222871003955199853e+01, 2.977459024691199829e+01, 4.261072286515199892e+01, 3.153180229631999865e+01, 9.175884732825599599e+01
1.865000000000000000e+03, 2.922832283566079923e+02, 1.119595737907200039e+01, 2.261285685166079986e+02, 4.235404404326399685e+01, 3.301619584204799907e+01, 4.856448286719999885e+01, 1.993447162511359920e+02, 2.741395248906239885e+02, 9.206081205043199134e+01, 2.944974140211200009e+01, 4.257048271257600192e+01, 3.140958866636799840e+01, 9.173561088409600472e+01
1.866000000000000000e+03, 2.911990511042560001e+02, 1.110794305535999982e+01, 2.263170605383679970e+02, 4.239381443379200221e+01, 3.264217297715200061e+01, 4.821036616908799743e+01, 1.987070142709760034e+02, 2.737695369461760038e+02, 9.262015604326400364e+01, 2.970178132377600022e+01, 4.256292038246400011e+01, 3.151974157516799835e+01, 9.151884925337600407e+01
1.867000000000000000e+03, 2.909801419898880113e+02, 1.083815074201599948e+01, 2.260608221183999831e+02, 4.244072772403200133e+01, 3.276368825548799890e+01, 4.874249332326400008e+01, 1.979833122816000071e+02, 2.738211268853759748e+02, 9.209422387609599525e+01, 3.003654130892800111e+01, 4.289024386662399735e+01, 3.140110778368000055e+01, 9.115266973695999297e+01
1.868000000000000000e+03, 2.911492898815999979e+02, 1.161991133593599912e+01, 2.263034206617599864e+02, 4.237329170431999614e+01, 3.255487902515199750e+01, 4.876574235033599791e+01, 1.978075541667840014e+02, 2.740916594933759711e+02, 9.155268889804800381e+01, 2.989291575705599868e+01, 4.350355177472000179e+01, 3.127975188889599778e+01, 9.112094402150400185e+01
1.869000000000000000e+03, 2.911924744355840176e+02, 1.152409246105600005e+01, 2.263439040839679990e+02, 4.232377375129600239e+01, 3.239481599590399696e+01, 4.877033091891200201e+01, 1.975818670571520101e+02, 2.740418143846400199e+02, 9.156226868838399469e+01, 2.989310030643200022e+01, 4.285498235289600188e+01, 3.151845811814400022e+01, 9.130160947199999555e+01
1.870000000000000000e+03, 2.914765798113280084e+02, 1.136535902617599980e+01, 2.261979926364159894e+02, 4.252543588761599835e+01, 3.242717924556799858e+01, 4.911231349555200154e+01, 1.977230473297919957e+02, 2.737909950054399815e+02, 9.209984424345600473e+01, 2.983959566745599901e+01, 4.244795450982400098e+01, 3.162548627046399830e+01, 9.145161456025600444e+01
1.871000000000000000e+03, 2.912143183708159881e+02, 1.105203822592000051e+01, 2.263917023723520003e+02, 4.267847765196800225e+01, 3.245294066073599737e+01, 4.936317062348799567e+01, 1.980006263685120018e+02, 2.735229118709759746e+02, 9.265858425651200037e+01, 2.995714523135999841e+01, 4.221962498867200253e+01, 3.162770296012799776e+01, 9.147088319283200519e+01
1.872000000000000000e+03, 2.903327763333119833e+02, 1.155437114163200008e+01, 2.262461264691199858e+02, 4.287566027161599891e+01, 3.251650953216000062e+01, 4.835613501030400130e+01, 1.976661222359039982e+02, 2.738001553653759856e+02, 9.249976274124799147e+01, 2.988022379315199828e+01, 4.334660091904000012e+01, 3.179051745279999963e+01, 9.125720856985600449e+01
1.873000000000000000e+03, 2.900797759160320197e+02, 1.098853017190399939e+01, 2.266569669345279863e+02, 4.293409950924800000e+01, 3.261049339904000277e+01, 4.801669418188799909e+01, 1.971508939325439940e+02, 2.740420828200959704e+02, 9.294773118566399717e+01, 3.005546810572799998e+01, 4.380273986764800043e+01, 3.209111273471999937e+01, 9.127970681651200380e+01
1.874000000000000000e+03, 2.903529761013759867e+02, 1.118351392767999997e+01, 2.267562377216000016e+02, 4.292674270003200121e+01, 3.270232768511999666e+01, 4.857539225190399890e+01, 1.967773324410879923e+02, 2.738075205632000007e+02, 9.286854272614399974e+01, 2.997314440396799995e+01, 4.263140078387199594e+01, 3.201062823526400081e+01, 9.126036268646399208e+01
1.875000000000000000e+03, 2.903775043911679745e+02, 1.155304574156799902e+01, 2.275512428789759838e+02, 4.289024386662399735e+01, 3.270274292121600013e+01, 4.916113519411199917e+01, 1.963908021616639985e+02, 2.732687538257919755e+02, 9.307426494873600120e+01, 2.981052075212799934e+01, 4.275966679449599894e+01, 3.186786251571199813e+01, 9.136912937779199240e+01
1.876000000000000000e+03, 2.895888410214399755e+02, 1.136353660108800057e+01, 2.274751582044160045e+02, 4.285506204467199609e+01, 3.263595282432000033e+01, 4.998367595724799628e+01, 1.961847108403200082e+02, 2.734256879042559945e+02, 9.396730776780799488e+01, 2.992609689600000067e+01, 4.326962705203199988e+01, 3.190627395174399794e+01, 9.168191540428799158e+01
1.877000000000000000e+03, 2.887771257569280010e+02, 1.069453672447999892e+01, 2.275870286807040088e+02, 4.292373118975999802e+01, 3.263020243353599881e+01, 4.988646037913599685e+01, 1.968036391157760079e+02, 2.734058740121599840e+02, 9.392486141132799560e+01, 3.018498611609599891e+01, 4.285780511948799898e+01, 3.196010994073600031e+01, 9.166192535142400288e+01
1.878000000000000000e+03, 2.889583532441599800e+02, 1.129414079283199968e+01, 2.274823556300800078e+02, 4.308250237337600197e+01, 3.253171807846399588e+01, 4.941080113971199950e+01, 1.968583999487999847e+02, 2.735561810903039941e+02, 9.457088489062400072e+01, 3.001306998374399981e+01, 4.267536128409599883e+01, 3.158124055756799820e+01, 9.164796670771200127e+01
1.879000000000000000e+03, 2.894780107325440213e+02, 1.129968251699200010e+01, 2.279617645772800074e+02, 4.311842658713599974e+01, 3.264097130905599897e+01, 4.985114433945599899e+01, 1.968605474324479871e+02, 2.735175263846400071e+02, 9.440785229414399282e+01, 3.021886770380799803e+01, 4.327229043507200146e+01, 3.198180078387199998e+01, 9.204312047615999859e+01
1.880000000000000000e+03, 2.897611430297599782e+02, 1.099902222335999902e+01, 2.285896183316479835e+02, 4.306321696358399720e+01, 3.253211234303999788e+01, 5.050269171712000116e+01, 1.966052988682239970e+02, 2.731683589652479895e+02, 9.399109786009600498e+01, 3.010041636454399949e+01, 4.347120530227199708e+01, 3.207624812134400116e+01, 9.222686454579199733e+01
1.881000000000000000e+03, 2.895657891266560000e+02, 1.116005833113599977e+01, 2.283105293434879854e+02, 4.306735254732799945e+01, 3.249966730444799623e+01, 4.979194173849599991e+01, 1.963736894013439951e+02, 2.731256106188799890e+02, 9.387010057830400456e+01, 3.010692173004800054e+01, 4.358750496358399573e+01, 3.205484039372799998e+01, 9.217401631539199514e+01
1.882000000000000000e+03, 2.895970618572799822e+02, 1.184101511987199906e+01, 2.288394310778880083e+02, 4.321639294566399769e+01, 3.267523877273600164e+01, 4.934534902579199667e+01, 1.966862992670720018e+02, 2.729589457551359715e+02, 9.377556935475199396e+01, 3.002447219916799881e+01, 4.341207400447999731e+01, 3.171574978969599812e+01, 9.208890549862400121e+01
1.883000000000000000e+03, 2.897616799006719930e+02, 1.121579224268799990e+01, 2.283896339169280054e+02, 4.319516137881599604e+01, 3.271143351910399844e+01, 4.918045835264000232e+01, 1.973961768304639861e+02, 2.728369250631679961e+02, 9.443219603455999334e+01, 2.992791302963199840e+01, 4.192857384550399757e+01, 3.168699573862399888e+01, 9.241014724198399222e+01
1.884000000000000000e+03, 2.913599446056960005e+02, 1.152501625651200001e+01, 2.288897962803199846e+02, 4.344895451955199661e+01, 3.257546676633599958e+01, 4.901896087142399949e+01, 1.972889871974400080e+02, 2.730911334400000214e+02, 9.550394136985599403e+01, 3.011188988313599779e+01, 4.337200581836800239e+01, 3.163021954252799972e+01, 9.262145627750399512e+01
1.885000000000000000e+03, 2.925033789849600225e+02, 1.150774096691199944e+01, 2.293283023749119991e+02, 4.398526339481600189e+01, 3.263741663641599899e+01, 4.923008535756800086e+01, 1.971515314667520045e+02, 2.733704405319679722e+02, 9.574924104499200439e+01, 3.008648288665600035e+01, 4.494382963097599770e+01, 3.179508295270399998e+01, 9.281163440947199206e+01
1.886000000000000000e+03, 2.928931472670719813e+02, 1.111656549580800046e+01, 2.295875606937599969e+02, 4.422957321420799559e+01, 3.270958802534399723e+01, 4.964701595238400245e+01, 1.969725689036799849e+02, 2.738196169359359828e+02, 9.548866571468799691e+01, 3.015922050662399911e+01, 4.429855273779200076e+01, 3.201750479667200011e+01, 9.270991414886400150e+01
1.887000000000000000e+03, 2.928917044264960055e+02, 1.183298302771200028e+01, 2.303290465320959868e+02, 4.436201255731199922e+01, 3.266574496563200114e+01, 4.965513612492799922e+01, 1.976734371020799870e+02, 2.739842182021120038e+02, 9.562737134796799410e+01, 3.016583492403199784e+01, 4.280033896038399632e+01, 3.219486513561599850e+01, 9.263183298559999912e+01
1.888000000000000000e+03, 2.925814601482239823e+02, 1.152587294310399990e+01, 2.301129224355839824e+02, 4.430936145919999802e+01, 3.246852459724799900e+01, 4.953358938931199873e+01, 1.986462639718399998e+02, 2.737426766233600119e+02, 9.618011350630399647e+01, 2.994803730022399790e+01, 4.278716465152000126e+01, 3.262912030310400269e+01, 9.285666445721599871e+01
1.889000000000000000e+03, 2.923315131842559822e+02, 1.094753923891200031e+01, 2.306922732584959874e+02, 4.407618332262399719e+01, 3.252345529958400050e+01, 4.936822056550399651e+01, 1.980273356963840001e+02, 2.733665314406400171e+02, 9.585856977305600424e+01, 3.005120669286399959e+01, 4.451533534003199577e+01, 3.228069527551999585e+01, 9.293281624063999402e+01
1.890000000000000000e+03, 2.926966189588479779e+02, 1.113521966284799980e+01, 2.315990650060799965e+02, 4.374005180006400195e+01, 3.274797639270399685e+01, 4.862918420070399605e+01, 1.976581362810879909e+02, 2.727130588774400053e+02, 9.596010548428799325e+01, 2.993344531660800101e+01, 4.353898944921599679e+01, 3.203040857292799615e+01, 9.308875207475199431e+01
1.891000000000000000e+03, 2.931957075804160127e+02, 1.180754981683199922e+01, 2.316652511231999938e+02, 4.360731046707199710e+01, 3.267186026086400119e+01, 4.801209303039999554e+01, 1.977415525990400056e+02, 2.723321825198079864e+02, 9.642392839782399960e+01, 2.998698141286400087e+01, 4.323944484044800163e+01, 3.227845761433599847e+01, 9.311056245555199951e+01
1.892000000000000000e+03, 2.932304364175359979e+02, 1.134752799129599943e+01, 2.324095387566079864e+02, 4.375575946854399945e+01, 3.255550607360000015e+01, 4.866154745036799767e+01, 1.982753700577279972e+02, 2.722067057213440080e+02, 9.666669471334400043e+01, 2.992643453747199800e+01, 4.442860132761600056e+01, 3.229306427801599710e+01, 9.286491884748799919e+01
1.893000000000000000e+03, 2.925130091069439686e+02, 1.166133847654399958e+01, 2.326563148267520091e+02, 4.396657777049600213e+01, 3.272568786124799800e+01, 4.907336099430399656e+01, 1.977498740981760079e+02, 2.722656776355839838e+02, 9.674246062080000286e+01, 2.984087073587199868e+01, 4.462048654131199754e+01, 3.200278908108799669e+01, 9.289519333375999111e+01
1.894000000000000000e+03, 2.922041405603840190e+02, 1.094849029734399970e+01, 2.325768579317760043e+02, 4.415969610956799585e+01, 3.260547701145600286e+01, 4.870805389312000244e+01, 1.973292021841919848e+02, 2.721389257687039844e+02, 9.697361710284799585e+01, 2.982714487603199771e+01, 4.361512864972799974e+01, 3.186415894527999981e+01, 9.300091496038399441e+01
1.895000000000000000e+03, 2.925511940505600137e+02, 1.126449754931199898e+01, 2.329083421655039956e+02, 4.420806901759999619e+01, 3.229101536051199872e+01, 4.755589116723199794e+01, 1.969880542740479825e+02, 2.720265855303679814e+02, 9.729335728537600403e+01, 2.957504413695999901e+01, 4.269191200767999561e+01, 3.198732258508799831e+01, 9.288203160780800260e+01
1.896000000000000000e+03, 2.928135225999359932e+02, 1.140530662604800050e+01, 2.334420925153279995e+02, 4.430692037427199637e+01, 3.226248780185599685e+01, 4.727047716863999938e+01, 1.968312208588799876e+02, 2.724200280227839812e+02, 9.668255757107199599e+01, 2.961667470131200020e+01, 4.297260321996800059e+01, 3.178252940083200073e+01, 9.279747443916799909e+01
1.897000000000000000e+03, 2.930271972229119797e+02, 1.158424716902399965e+01, 2.341030812712959914e+02, 4.449006046412799975e+01, 3.237206609100800137e+01, 4.736513002700800001e+01, 1.962486152560639994e+02, 2.720300080824320048e+02, 9.746223674163199746e+01, 2.987193375129599815e+01, 4.276626024038399976e+01, 3.158874626457599888e+01, 9.308750217216000067e+01
1.898000000000000000e+03, 2.923973805342719743e+02, 1.196165693440000055e+01, 2.340673458012159927e+02, 4.448179768524799726e+01, 3.240266563584000181e+01, 4.759227675443199956e+01, 1.964975052554239880e+02, 2.717040435527679847e+02, 9.766883137945599458e+01, 3.006361554124799795e+01, 4.359894283059200149e+01, 3.166741672755199843e+01, 9.329152150732799953e+01
1.899000000000000000e+03, 2.915984495083520187e+02, 1.127043144089599913e+01, 2.343063540203519892e+02, 4.439201441382400048e+01, 3.236185715507200200e+01, 4.736348585983999726e+01, 1.964343558143999928e+02, 2.716990439424000101e+02, 9.761631869337600165e+01, 3.022793159475200042e+01, 4.409615659827199607e+01, 3.200759155916799870e+01, 9.339818265804800035e+01
1.900000000000000000e+03, 2.915807998771200005e+02, 1.102651064319999996e+01, 2.349628968140799827e+02, 4.425729336934399782e+01, 3.277322819993599978e+01, 4.723186860031999856e+01, 1.957028691968000089e+02, 2.716843135467519801e+02, 9.756344529715200053e+01, 3.031386239795200055e+01, 4.417852853452799877e+01, 3.203840920780800161e+01, 9.323981412761600041e+01
1.901000000000000000e+03, 2.913181022289920179e+02, 1.165831018905599947e+01, 2.347772736962560032e+02, 4.410546375884799630e+01, 3.275529335603199854e+01, 4.785791041535999568e+01, 1.945099420303359921e+02, 2.718405429821439725e+02, 9.764933625446400356e+01, 3.043390966988799917e+01, 4.425626157055999954e+01, 3.196649576857599939e+01, 9.301702947635199337e+01
1.902000000000000000e+03, 2.902650970439680123e+02, 1.097178860748799956e+01, 2.352910591590400031e+02, 4.415997293363199816e+01, 3.274456852070400004e+01, 4.801691647999999901e+01, 1.942470766100479977e+02, 2.717094961479679682e+02, 9.801923192422400177e+01, 3.017928186265599777e+01, 4.328440358502400187e+01, 3.182777964953599792e+01, 9.328121190809599739e+01
1.903000000000000000e+03, 2.902038602055679917e+02, 1.190931097190400045e+01, 2.362896558325759884e+02, 4.445716453785600208e+01, 3.295511629004799659e+01, 4.822796546867199652e+01, 1.954498855567360067e+02, 2.718109647503359838e+02, 9.834338451456000030e+01, 3.053976131993599807e+01, 4.283357881958399815e+01, 3.211250787942400109e+01, 9.351710795366399509e+01
1.904000000000000000e+03, 2.910161794498559971e+02, 1.168770177433600033e+01, 2.359062293381119844e+02, 4.476349553049600161e+01, 3.287541822259199620e+01, 4.940495427993599975e+01, 1.958250576609279960e+02, 2.720123752284159764e+02, 9.851773334323199549e+01, 3.043388660121599898e+01, 4.342977396735999918e+01, 3.190006638182400067e+01, 9.341425523097599637e+01
1.905000000000000000e+03, 2.912858564198400018e+02, 1.128707863347199947e+01, 2.363938758983680088e+02, 4.510510481408000061e+01, 3.268054247014399749e+01, 4.984325904793600159e+01, 1.952458075013119867e+02, 2.723985867407359933e+02, 9.913209821593599713e+01, 3.007984540057599787e+01, 4.322721424998400153e+01, 3.190533023334399942e+01, 9.322618263961599894e+01
1.906000000000000000e+03, 2.911578127073279916e+02, 1.127237025792000047e+01, 2.370118814269440009e+02, 4.514831453388799787e+01, 3.273768986214400201e+01, 4.973787296563200044e+01, 1.948170321919999992e+02, 2.723823799500800078e+02, 9.944306391449599403e+01, 2.973362447974399814e+01, 4.379311393996800206e+01, 3.223341078937600201e+01, 9.323480612864000250e+01
1.907000000000000000e+03, 2.908450182922239833e+02, 1.160251755724799949e+01, 2.373823223562239946e+02, 4.507430603980800043e+01, 3.254957952204799909e+01, 4.966752190463999739e+01, 1.952019686359039952e+02, 2.722271907020800086e+02, 9.944020339916799855e+01, 2.960746820403199919e+01, 4.372416377651200037e+01, 3.233302341222400145e+01, 9.337825132544000439e+01
1.908000000000000000e+03, 2.901700037836799879e+02, 1.156445005414400029e+01, 2.376389130977279933e+02, 4.493830573260800065e+01, 3.267440620339199597e+01, 4.870181276876800069e+01, 1.956766464081919992e+02, 2.720358297763839914e+02, 9.973688329830399368e+01, 2.978260975615999939e+01, 4.436014609203199655e+01, 3.273487967846399727e+01, 9.338724391321599683e+01
1.909000000000000000e+03, 2.894943852953600185e+02, 1.144583408844800054e+01, 2.377403817000960089e+02, 4.479687380172799749e+01, 3.247847768063999752e+01, 4.858339917824000054e+01, 1.955040927416320073e+02, 2.724071431208959666e+02, 9.970990553497600217e+01, 2.994556266086399887e+01, 4.399059016089599794e+01, 3.280830096998399625e+01, 9.343016003174399486e+01
1.910000000000000000e+03, 2.894753263779840040e+02, 1.197369248972800015e+01, 2.384956248555519949e+02, 4.466637222707199584e+01, 3.248884390297600078e+01, 4.864251789312000085e+01, 1.950875480227840058e+02, 2.726595060039679765e+02, 9.967307115724800326e+01, 2.992268482969599930e+01, 4.350227670630400212e+01, 3.252699738931200102e+01, 9.329308178841600352e+01
1.911000000000000000e+03, 2.891405873643519726e+02, 1.135069154508799905e+01, 2.388568886476799946e+02, 4.446688693452799868e+01, 3.261340424601599608e+01, 4.913828462592000079e+01, 1.945093548277760078e+02, 2.722189866434559917e+02, 9.935078083788799574e+01, 3.015286823321600096e+01, 4.258522149683199842e+01, 3.241461101363199759e+01, 9.341490115379200176e+01
1.912000000000000000e+03, 2.881713675960319847e+02, 1.110075192115199982e+01, 2.392365234913280005e+02, 4.422732926156800204e+01, 3.272241001267200033e+01, 4.920887056793599612e+01, 1.938844706406399894e+02, 2.720609956003839898e+02, 9.932239378841599375e+01, 3.036721184768000015e+01, 4.274989406617599741e+01, 3.219946209279999749e+01, 9.360166512230399860e+01
1.913000000000000000e+03, 2.882797819658239860e+02, 1.150902022963200011e+01, 2.399308485754879996e+02, 4.433955205939199828e+01, 3.252631791206400180e+01, 4.910131183616000072e+01, 1.941784745738239906e+02, 2.725833374433279914e+02, 9.915448741068799166e+01, 3.038334733516800057e+01, 4.334022138265599722e+01, 3.224993634713599988e+01, 9.368106329702399648e+01
1.914000000000000000e+03, 2.887100504473600040e+02, 1.188121437798399960e+01, 2.402619469332479980e+02, 4.452465927782400001e+01, 3.256535849369599589e+01, 4.878050630041600044e+01, 1.947530271129599839e+02, 2.718004454359040096e+02, 9.994968550604799873e+01, 3.026619623014400062e+01, 4.539202037350399621e+01, 3.191373561856000052e+01, 9.391999601868799630e+01
1.915000000000000000e+03, 2.885687191797759965e+02, 1.173892471193599896e+01, 2.403860479999999882e+02, 4.450264337612799892e+01, 3.244767471206399989e+01, 4.925973069823999850e+01, 1.950920275394559837e+02, 2.715189069742079937e+02, 1.004234069770240012e+02, 2.990902817587199891e+01, 4.461227409408000000e+01, 3.177534036377599946e+01, 9.401542482329600148e+01
1.916000000000000000e+03, 2.880433238835199745e+02, 1.120755462963199989e+01, 2.411320133550079845e+02, 4.440584722841600041e+01, 3.240982321561600088e+01, 4.965404980019199854e+01, 1.949082163609599831e+02, 2.719113596108799698e+02, 1.007130236682239968e+02, 2.996171911987200076e+01, 4.405787937996799997e+01, 3.191638851583999781e+01, 9.385662008524799660e+01
1.917000000000000000e+03, 2.866739004047360027e+02, 1.088756278886399897e+01, 2.412146243665920053e+02, 4.438892321177599598e+01, 3.243041724825599914e+01, 4.907285348351999943e+01, 1.945663638077439828e+02, 2.719625804513279945e+02, 1.001456182231039946e+02, 2.988253695180799951e+01, 4.437860102963200148e+01, 3.203818481254399586e+01, 9.368659138969600519e+01
1.918000000000000000e+03, 2.862113190051840093e+02, 1.144196903731199910e+01, 2.417361441259519950e+02, 4.437887785369599669e+01, 3.253747266355200196e+01, 4.878487676518400207e+01, 1.946696107950079977e+02, 2.718581590589440111e+02, 1.000638712381440030e+02, 2.961460690943999907e+01, 4.429651011174399855e+01, 3.237588081049599964e+01, 9.390446870527999579e+01
1.919000000000000000e+03, 2.865904505323520084e+02, 1.159693284147200032e+01, 2.425411149496320036e+02, 4.462867382271999617e+01, 3.247104537395200197e+01, 4.865922380595199570e+01, 1.940254999183360098e+02, 2.720356284497920001e+02, 9.985672295219200123e+01, 2.966360057446399878e+01, 4.419562032332800072e+01, 3.231581418291199981e+01, 9.396315540684800283e+01
1.920000000000000000e+03, 2.869561938411520146e+02, 1.169656958156799931e+01, 2.429022613012479894e+02, 4.487824749363199572e+01, 3.243447104307200135e+01, 4.810439288422399784e+01, 1.931794584698880044e+02, 2.719061922283519834e+02, 9.987584058982399426e+01, 2.972087169843199916e+01, 4.319542142566400145e+01, 3.241813842329599993e+01, 9.406546287001599183e+01
1.921000000000000000e+03, 2.868816694476799967e+02, 1.111002762444799963e+01, 2.431656300380159905e+02, 4.476432600268800144e+01, 3.242820265574400196e+01, 4.788093714432000070e+01, 1.931757674823680020e+02, 2.715767380377599807e+02, 1.002678989619199967e+02, 2.976428903628799816e+01, 4.484374095462399623e+01, 3.231356603596800170e+01, 9.391728649830399434e+01
1.922000000000000000e+03, 2.862681602129919725e+02, 1.123360020889600008e+01, 2.434821489950720093e+02, 4.489207191961600074e+01, 3.206075855667199903e+01, 4.774422799974399823e+01, 1.936704101416960100e+02, 2.713551445688319745e+02, 1.007541362360319965e+02, 2.986153187737599879e+01, 4.360532236697599728e+01, 3.195709213900800094e+01, 9.414772994867199429e+01
1.923000000000000000e+03, 2.862762803855359834e+02, 1.190008664883199963e+01, 2.436469851422720012e+02, 4.517750688972800077e+01, 3.187904033587199848e+01, 4.832848196403200092e+01, 1.931926621388799958e+02, 2.710586743848959941e+02, 1.015508023377919926e+02, 2.975525031116799823e+01, 4.249483843993599663e+01, 3.232369528012799975e+01, 9.437465857228799848e+01
1.924000000000000000e+03, 2.866404801904640181e+02, 1.096967048396800060e+01, 2.443469809254399934e+02, 4.527767525785599645e+01, 3.244412423372799736e+01, 4.859638474342399661e+01, 1.923929761382399874e+02, 2.710938226524160086e+02, 1.018128708403200022e+02, 2.982200265932799965e+01, 4.374202312294399775e+01, 3.227511894835200223e+01, 9.458869390540799316e+01
