year, TaiESM1, EC-Earth3-Veg, NorESM2-MM, GFDL-ESM4, IPSL-CM6A-LR, UKESM1-0-LL, CMCC-CM2-SR5, CNRM-ESM2-1, NorESM2-LM, ACCESS-ESM1-5, MIROC-ES2L, MPI-ESM1-2-LR, CanESM5, CESM2-WACCM
1.990000000000000000e+03, 5.100632025333759998e+02, 1.310710336323583988e+03, 1.446251719557119941e+03, 3.236093440819199714e+02, 5.436975947448320312e+02, 1.765092106436607992e+03, 2.885355002920960032e+03, 1.557431779852287946e+03, 2.438873288278015934e+03, 8.594592618250239866e+02, 1.180347207254015984e+03, 7.022894299217920207e+02, 1.376073832988671938e+03, 1.866932089257983989e+03
1.991000000000000000e+03, 5.104658557173759732e+02, 1.310496393265151937e+03, 1.446684571729919980e+03, 3.230325769502720163e+02, 5.441473583513600261e+02, 1.765231156002815851e+03, 2.886086489538559817e+03, 1.558401502937088026e+03, 2.439481026150399885e+03, 8.598907718205439323e+02, 1.180872803876864054e+03, 7.024706909634560361e+02, 1.375327850856447867e+03, 1.867223475945472046e+03
1.992000000000000000e+03, 5.107358682316800014e+02, 1.310521223544832083e+03, 1.447025484759039955e+03, 3.229715414384639871e+02, 5.445760833290239589e+02, 1.767168454688767952e+03, 2.886485116190719964e+03, 1.559310962262015892e+03, 2.440176542416896154e+03, 8.604806587351039298e+02, 1.181251968958463976e+03, 7.030402438922239980e+02, 1.374667231199231992e+03, 1.867545330057216006e+03
1.993000000000000000e+03, 5.107378814975999717e+02, 1.310894751481856019e+03, 1.447553228865536084e+03, 3.235572004945919957e+02, 5.449922589491200142e+02, 1.768497881284607956e+03, 2.886495316738048132e+03, 1.560266458267647977e+03, 2.440635567046655979e+03, 8.611261788979199991e+02, 1.182192969449472002e+03, 7.033473340538879484e+02, 1.374344840216575903e+03, 1.867954828345343913e+03
1.994000000000000000e+03, 5.111865042534399777e+02, 1.311111781548032013e+03, 1.448142176256000084e+03, 3.231783709573119836e+02, 5.453391111127040176e+02, 1.768659479429119983e+03, 2.886545782603775933e+03, 1.561487973810176072e+03, 2.441044394246143838e+03, 8.617787454914559930e+02, 1.183438912618496033e+03, 7.032861978787840371e+02, 1.374046205771775931e+03, 1.868356005134335874e+03
1.995000000000000000e+03, 5.114195733381120021e+02, 1.311213921239040019e+03, 1.448668175532031910e+03, 3.227948437995519839e+02, 5.456332157091840145e+02, 1.768907916443647991e+03, 2.886959441641472040e+03, 1.562692175265792002e+03, 2.441529188679679919e+03, 8.624256078315519289e+02, 1.184760151932928011e+03, 7.039105116405760327e+02, 1.373611608768512042e+03, 1.868751410561023931e+03
1.996000000000000000e+03, 5.117130068459520089e+02, 1.311161844760576059e+03, 1.449152433094655862e+03, 3.229501337108479788e+02, 5.459614787174399453e+02, 1.769070856765439885e+03, 2.887441820155903770e+03, 1.563906443051007955e+03, 2.442049416593407841e+03, 8.628479910215679638e+02, 1.185866642882559972e+03, 7.047816518041599920e+02, 1.372987898986496020e+03, 1.869244526493695957e+03
1.997000000000000000e+03, 5.122531325378560041e+02, 1.311040243499008056e+03, 1.449571460841471890e+03, 3.229787220869120006e+02, 5.462386718801919869e+02, 1.769766373031935927e+03, 2.887749447188479735e+03, 1.565009175904255926e+03, 2.442542264090624030e+03, 8.632405778759680288e+02, 1.186526859886591865e+03, 7.049545913466879483e+02, 1.372515452583935939e+03, 1.869708248743935883e+03
1.998000000000000000e+03, 5.118722226257920056e+02, 1.310765499809791891e+03, 1.449733327421439981e+03, 3.223890029445120149e+02, 5.466590418042879946e+02, 1.769343318753280073e+03, 2.888255179587583825e+03, 1.566171635646463983e+03, 2.442872439701503936e+03, 8.635004233973760392e+02, 1.186948169334783870e+03, 7.051491399434239611e+02, 1.371866241433599953e+03, 1.870004064616447977e+03
1.999000000000000000e+03, 5.118689342914560143e+02, 1.310619873574911935e+03, 1.450010352812031897e+03, 3.218193157980160208e+02, 5.470885385338880269e+02, 1.769177022988287945e+03, 2.888655148417024066e+03, 1.567135990022143915e+03, 2.443088798679039883e+03, 8.634178794946559492e+02, 1.187941917392895903e+03, 7.051225648332799665e+02, 1.371335410319359880e+03, 1.870307933552639952e+03
2.000000000000000000e+03, 5.123037997301760242e+02, 1.310610478333951960e+03, 1.450471793360896072e+03, 3.211237324226560190e+02, 5.473881796116479563e+02, 1.769771339087871866e+03, 2.888604145680384136e+03, 1.568067461054464047e+03, 2.443377098358783769e+03, 8.635208244920320340e+02, 1.189177660014591993e+03, 7.058264025989119546e+02, 1.370700560465920034e+03, 1.870735685451775907e+03
2.001000000000000000e+03, 5.125544177827839576e+02, 1.310617591873535957e+03, 1.451086510555135874e+03, 3.204452953620480002e+02, 5.476871496007679525e+02, 1.770578658721791953e+03, 2.888890029441024126e+03, 1.569366420226047921e+03, 2.443576277467136151e+03, 8.637426192875519746e+02, 1.190087521992704069e+03, 7.060212867399679908e+02, 1.370163689553919994e+03, 1.871116058492928005e+03
2.002000000000000000e+03, 5.124861009592319760e+02, 1.310530484568063912e+03, 1.451701496184831967e+03, 3.198963113000959879e+02, 5.480328273592319874e+02, 1.770148088250367891e+03, 2.889444885528575924e+03, 1.570331982561280029e+03, 2.443746465546239961e+03, 8.635400176271359669e+02, 1.190542251655168002e+03, 7.061483238195199874e+02, 1.369679834644480025e+03, 1.871376440885248030e+03
2.003000000000000000e+03, 5.127659784765439781e+02, 1.310682687471615964e+03, 1.452228300767231985e+03, 3.199332547297279916e+02, 5.484547407871999667e+02, 1.770641472618495982e+03, 2.889785798557696125e+03, 1.571277814890496074e+03, 2.444123885797375806e+03, 8.634287511306239367e+02, 1.191023824863231994e+03, 7.065662107156480261e+02, 1.369289261055999987e+03, 1.871608369119232066e+03
2.004000000000000000e+03, 5.133482820894720362e+02, 1.310780666413055997e+03, 1.452746246979583930e+03, 3.193272281333759679e+02, 5.489426222284799906e+02, 1.771757358809087918e+03, 2.889490519556095933e+03, 1.572397056524288018e+03, 2.444636329082879911e+03, 8.633872778526720140e+02, 1.191606598238207880e+03, 7.066415068610559729e+02, 1.368955864219647992e+03, 1.871947537317887964e+03
2.005000000000000000e+03, 5.130678341468160397e+02, 1.310857707388928020e+03, 1.453142860365823935e+03, 3.190220841287679718e+02, 5.493268540293120168e+02, 1.772504414683136019e+03, 2.889124373594112058e+03, 1.573243165081599955e+03, 2.445224471166975945e+03, 8.632795010170880232e+02, 1.191953014194175921e+03, 7.070469786173439388e+02, 1.368548647632896063e+03, 1.872202953654272051e+03
2.006000000000000000e+03, 5.132425856286720318e+02, 1.310835024592895934e+03, 1.453371298938880045e+03, 3.188556877004800185e+02, 5.496145161748479495e+02, 1.773248651984896014e+03, 2.889216715390975878e+03, 1.574290868666367942e+03, 2.445541761875967950e+03, 8.631110577684479495e+02, 1.192268962725888059e+03, 7.080992456048639951e+02, 1.368184783372287939e+03, 1.872474341900287982e+03
2.007000000000000000e+03, 5.137427815464959622e+02, 1.310621886840832076e+03, 1.453629936500735994e+03, 3.189383993753600066e+02, 5.500167667056639402e+02, 1.774188578734080011e+03, 2.889623126671359842e+03, 1.575330250751999984e+03, 2.445928845803519835e+03, 8.632058154844160072e+02, 1.192835764191231874e+03, 7.092625106534400174e+02, 1.367804276113407923e+03, 1.872805457035263998e+03
2.008000000000000000e+03, 5.136815447080959984e+02, 1.310490621902848034e+03, 1.454006819880959938e+03, 3.185954059714559889e+02, 5.505615564636159434e+02, 1.774789874155520010e+03, 2.889988198891519914e+03, 1.576173943390208024e+03, 2.446379280498687876e+03, 8.635729009704959935e+02, 1.193704689762304042e+03, 7.097146901790720221e+02, 1.367487656493055965e+03, 1.873167173812224064e+03
2.009000000000000000e+03, 5.133208345640960033e+02, 1.310717852516351968e+03, 1.454556575694847879e+03, 3.178960644997119971e+02, 5.510636314296319824e+02, 1.775652759928831983e+03, 2.890250191896575870e+03, 1.577195071864832016e+03, 2.446874275479552125e+03, 8.638781791928320217e+02, 1.194806348873727984e+03, 7.100123850997759973e+02, 1.367522284666880068e+03, 1.873391317417984055e+03
2.010000000000000000e+03, 5.137549953597440435e+02, 1.310890456514559901e+03, 1.454980569497600072e+03, 3.174284499353599927e+02, 5.512472748359680281e+02, 1.775915424022527986e+03, 2.890638081130495721e+03, 1.578228279934975944e+03, 2.447251158859775842e+03, 8.643031796285439441e+02, 1.195487101190143903e+03, 7.107083040194560226e+02, 1.367204725522432000e+03, 1.873689280774143981e+03
2.011000000000000000e+03, 5.141407035555839684e+02, 1.310721073741824057e+03, 1.455308731842560064e+03, 3.175290461224959699e+02, 5.515550360862720254e+02, 1.776409882132479879e+03, 2.890908932505599751e+03, 1.579346045173759876e+03, 2.447603077742592177e+03, 8.644698780467199413e+02, 1.195765737193471978e+03, 7.112780582748159759e+02, 1.366658727804928048e+03, 1.874089249603583994e+03
2.012000000000000000e+03, 5.143495798947840285e+02, 1.310534913753087949e+03, 1.455790976139263876e+03, 3.169485544488960045e+02, 5.519856736665599328e+02, 1.777597172154367854e+03, 2.891161261834240122e+03, 1.580363415551999879e+03, 2.447949896351743973e+03, 8.646681847398399441e+02, 1.196218050936832014e+03, 7.117858039398399796e+02, 1.366107361378303949e+03, 1.874505190342655851e+03
2.013000000000000000e+03, 5.142855915929600314e+02, 1.310422573514752003e+03, 1.456517765136384014e+03, 3.161135188541439902e+02, 5.523475917701119897e+02, 1.778993573396479860e+03, 2.891436945047551944e+03, 1.581300792164352060e+03, 2.448338322456575952e+03, 8.649113201541119906e+02, 1.197051006156799986e+03, 7.124156877373440011e+02, 1.365627264565247970e+03, 1.874777383895039975e+03
2.014000000000000000e+03, 5.142452927201279635e+02, 1.310386871599103870e+03, 1.457120402735103880e+03, 3.164827518238719790e+02, 5.527748739072000035e+02, 1.780115230949375928e+03, 2.891415470211071806e+03, 1.582327692001279956e+03, 2.448574008786943978e+03, 8.651008355860479924e+02, 1.197944090918912025e+03, 7.131614014341120082e+02, 1.365028653498367930e+03, 1.874965691367423915e+03
