year, EC-Earth3-Veg, ACCESS-ESM1-5, TaiESM1, CESM2-WACCM, MIROC-ES2L, NorESM2-LM, CNRM-ESM2-1, INM-CM4-8, CMCC-CM2-SR5, GFDL-ESM4, MPI-ESM1-2-LR, INM-CM5-0, IPSL-CM6A-LR, NorESM2-MM, UKESM1-0-LL, CanESM5
1.972000000000000000e+03, 1.278603783359999966e+02, 1.100326123799999891e+02, 1.258641495359999851e+02, 1.045667297879999893e+02, 1.107444114359999929e+02, 1.009676364839999962e+02, 9.465028977599999394e+01, 1.431722258639999836e+02, 1.018710009719999903e+02, 1.005758962919999959e+02, 1.304369562599999881e+02, 1.498515191279999783e+02, 1.068847992359999921e+02, 1.018763463239999965e+02, 1.219994836919999841e+02, 1.349947676159999901e+02
1.973000000000000000e+03, 1.272293114399999894e+02, 1.074712821119999973e+02, 1.236181240799999870e+02, 1.038001053959999922e+02, 1.119320571959999882e+02, 1.016235695159999892e+02, 9.889771593599999733e+01, 1.415369265839999855e+02, 1.037034160199999917e+02, 1.032566139719999967e+02, 1.295226093599999899e+02, 1.511444005199999765e+02, 1.080334743839999874e+02, 1.006275286079999916e+02, 1.248388905239999929e+02, 1.338083359919999964e+02
1.974000000000000000e+03, 1.287804963239999836e+02, 1.076390299799999895e+02, 1.232185393079999898e+02, 1.054614849479999918e+02, 1.111570836479999969e+02, 1.013054343479999915e+02, 9.788907639599999300e+01, 1.414981530719999796e+02, 1.025240326919999916e+02, 1.039259103839999909e+02, 1.297365890039999954e+02, 1.509698645279999880e+02, 1.079300678399999924e+02, 1.001364815519999922e+02, 1.237141827359999837e+02, 1.337312620079999874e+02
1.975000000000000000e+03, 1.260596806199999946e+02, 1.103156164439999856e+02, 1.226489676119999928e+02, 1.049550562079999878e+02, 1.125767318759999966e+02, 1.033577499239999895e+02, 9.887806112399999847e+01, 1.437143612399999881e+02, 1.008875192759999919e+02, 1.059315999839999876e+02, 1.293547826519999830e+02, 1.500318735119999758e+02, 1.101746189879999918e+02, 9.942928675199999589e+01, 1.180531632599999909e+02, 1.352486481839999897e+02
1.976000000000000000e+03, 1.284598540439999965e+02, 1.125640938239999969e+02, 1.243323908279999870e+02, 1.039924907639999958e+02, 1.120959734399999945e+02, 1.028558544839999911e+02, 1.009459791359999912e+02, 1.420653280319999965e+02, 1.006661917439999883e+02, 1.034092639799999915e+02, 1.328982385679999823e+02, 1.500618011759999888e+02, 1.096248992039999877e+02, 1.013361425279999963e+02, 1.221326523359999925e+02, 1.352151254159999780e+02
1.977000000000000000e+03, 1.300103135999999893e+02, 1.109373171479999911e+02, 1.265299691039999885e+02, 1.071886643639999903e+02, 1.135097953919999867e+02, 1.035358021799999904e+02, 9.833163685199998838e+01, 1.390566517199999907e+02, 1.017004858199999973e+02, 1.036468798559999982e+02, 1.314591405119999763e+02, 1.520071939439999937e+02, 1.095553150199999948e+02, 1.019549024999999887e+02, 1.232309171879999923e+02, 1.345066376399999797e+02
1.978000000000000000e+03, 1.354501001519999761e+02, 1.127320151399999872e+02, 1.256425224119999910e+02, 1.058871894119999979e+02, 1.133751603239999923e+02, 1.029044672279999872e+02, 1.010274287399999906e+02, 1.429322369039999785e+02, 1.014633350999999948e+02, 1.042942902839999988e+02, 1.337156674559999772e+02, 1.536393080879999786e+02, 1.102215603239999950e+02, 1.014375701879999951e+02, 1.181819405159999974e+02, 1.375918360559999769e+02
1.979000000000000000e+03, 1.286346738599999924e+02, 1.123718188319999882e+02, 1.254701387519999969e+02, 1.066946844599999906e+02, 1.127584265399999879e+02, 1.048502936159999877e+02, 9.993313742399999455e+01, 1.387176712559999885e+02, 1.004516207999999864e+02, 1.060917082559999898e+02, 1.345143008879999798e+02, 1.537217274239999938e+02, 1.088777877119999857e+02, 9.979836044399999651e+01, 1.218517927199999917e+02, 1.390001549759999762e+02
1.980000000000000000e+03, 1.311843752279999933e+02, 1.108144528919999914e+02, 1.239440486399999912e+02, 1.073490406919999884e+02, 1.146064913279999899e+02, 1.049482444319999956e+02, 9.847332809999998915e+01, 1.421927177039999890e+02, 9.868033040399998868e+01, 1.050034245479999981e+02, 1.345883631840000021e+02, 1.513293591599999957e+02, 1.096198928639999934e+02, 1.014306164999999993e+02, 1.268506192679999884e+02, 1.381397109839999757e+02
1.981000000000000000e+03, 1.321552661759999978e+02, 1.117804951799999884e+02, 1.249921712519999915e+02, 1.023322622759999945e+02, 1.128398761439999873e+02, 1.037384998199999870e+02, 9.950837903999999412e+01, 1.391354917199999761e+02, 1.031390950679999889e+02, 1.019557066679999906e+02, 1.380918708719999870e+02, 1.511000135999999827e+02, 1.117641910679999881e+02, 1.025056787399999934e+02, 1.238731872479999936e+02, 1.385921264399999870e+02
1.982000000000000000e+03, 1.302754052159999958e+02, 1.136681612999999942e+02, 1.260981072359999899e+02, 1.046770032959999952e+02, 1.132254431639999979e+02, 1.040102691839999949e+02, 9.866788945199999716e+01, 1.422111504959999877e+02, 1.034530517159999903e+02, 1.019067864479999912e+02, 1.369731628079999837e+02, 1.543955255999999849e+02, 1.129725086759999897e+02, 1.048563721799999939e+02, 1.197333619199999930e+02, 1.360803471119999983e+02
1.983000000000000000e+03, 1.293788998079999999e+02, 1.122672375719999849e+02, 1.228297161959999926e+02, 1.082864246399999928e+02, 1.156967144999999846e+02, 1.040831567639999946e+02, 1.011379703039999924e+02, 1.428581273039999928e+02, 1.013827921559999936e+02, 1.048942153799999915e+02, 1.367614301039999987e+02, 1.576073725919999902e+02, 1.132473764519999975e+02, 1.042807140359999920e+02, 1.184368538879999875e+02, 1.368593493839999837e+02
1.984000000000000000e+03, 1.292069655359999842e+02, 1.111241521799999958e+02, 1.254455327879999942e+02, 1.065503284199999854e+02, 1.145915353799999963e+02, 1.053512114399999859e+02, 9.956582974799999874e+01, 1.441887257519999821e+02, 1.005984208799999919e+02, 1.053888575399999894e+02, 1.354511566079999909e+02, 1.518086432879999848e+02, 1.120027609079999849e+02, 1.061792758439999886e+02, 1.230636265919999914e+02, 1.409150366639999845e+02
1.985000000000000000e+03, 1.312266019319999941e+02, 1.150862248439999860e+02, 1.262605491719999833e+02, 1.054607438519999931e+02, 1.175514728039999852e+02, 1.065968834399999849e+02, 1.016404964639999946e+02, 1.437423967439999899e+02, 1.037905342199999978e+02, 1.054881486359999911e+02, 1.330642440719999797e+02, 1.532978520479999816e+02, 1.137990120479999945e+02, 1.060816246199999853e+02, 1.243059478919999918e+02, 1.419539744159999941e+02
1.986000000000000000e+03, 1.326821538959999884e+02, 1.165070635559999914e+02, 1.266338565719999849e+02, 1.090021420439999957e+02, 1.158763908599999866e+02, 1.053515267999999878e+02, 1.021236043319999851e+02, 1.442967680879999932e+02, 1.047707361719999852e+02, 1.053843321239999966e+02, 1.373487408000000016e+02, 1.514324188079999942e+02, 1.144677565799999854e+02, 1.065493271519999894e+02, 1.214248189319999938e+02, 1.404365093999999772e+02
1.987000000000000000e+03, 1.320219713879999972e+02, 1.163720658239999892e+02, 1.261962630359999906e+02, 1.112039146079999909e+02, 1.169274542039999858e+02, 1.068972244199999864e+02, 1.011021375239999855e+02, 1.443330817920000015e+02, 1.021825766519999945e+02, 1.035049757399999919e+02, 1.358767664639999850e+02, 1.536879366000000005e+02, 1.125074315159999969e+02, 1.065172550399999949e+02, 1.262196942839999849e+02, 1.400539461839999831e+02
1.988000000000000000e+03, 1.330311943439999993e+02, 1.146404477159999971e+02, 1.267646836679999893e+02, 1.090743831359999945e+02, 1.176357527639999887e+02, 1.075775505479999907e+02, 1.040352062759999967e+02, 1.451783096639999826e+02, 1.030026624479999953e+02, 1.057982657759999938e+02, 1.363000899599999798e+02, 1.560701029679999863e+02, 1.118270028959999962e+02, 1.076243815079999848e+02, 1.290936488039999972e+02, 1.404499752719999890e+02
1.989000000000000000e+03, 1.309304079359999946e+02, 1.122845981399999857e+02, 1.285914774240000042e+02, 1.092957106679999981e+02, 1.173642199199999965e+02, 1.080685424159999855e+02, 1.020386069279999930e+02, 1.447286693759999991e+02, 1.060392086999999890e+02, 1.056231857879999865e+02, 1.410107799599999794e+02, 1.533737907359999895e+02, 1.140231383999999935e+02, 1.078309896119999962e+02, 1.260062822879999942e+02, 1.410168979439999930e+02
1.990000000000000000e+03, 1.354814627039999948e+02, 1.134984424319999903e+02, 1.282347185399999887e+02, 1.082632062599999898e+02, 1.194475432679999898e+02, 1.064910092039999938e+02, 1.015074854999999872e+02, 1.501469483759999832e+02, 1.030756761719999872e+02, 1.037276356679999907e+02, 1.384693252559999905e+02, 1.562872913999999867e+02, 1.165161853439999931e+02, 1.066680365399999886e+02, 1.242389969639999947e+02, 1.430144670239999982e+02
1.991000000000000000e+03, 1.339024236479999956e+02, 1.157171182919999950e+02, 1.279327140359999930e+02, 1.095930005399999914e+02, 1.177739040959999954e+02, 1.057431960359999863e+02, 1.037021388119999870e+02, 1.534903477919999943e+02, 1.010772635039999869e+02, 1.048705949159999875e+02, 1.370506309919999808e+02, 1.593298058399999775e+02, 1.170173948759999973e+02, 1.072557887399999856e+02, 1.318049406359999978e+02, 1.393093181520000030e+02
1.992000000000000000e+03, 1.355785620479999807e+02, 1.166839174439999880e+02, 1.269501311159999943e+02, 1.092297294719999883e+02, 1.166671166399999890e+02, 1.062327924359999969e+02, 1.046025073799999916e+02, 1.572291455759999792e+02, 1.026431599319999890e+02, 1.083804334559999916e+02, 1.381142929680000009e+02, 1.605723715439999921e+02, 1.154111008319999883e+02, 1.094806850759999861e+02, 1.262053769399999936e+02, 1.402630613999999980e+02
1.993000000000000000e+03, 1.317214884959999779e+02, 1.166021445959999880e+02, 1.280535047999999847e+02, 1.099083841919999855e+02, 1.181343369239999959e+02, 1.083274923959999967e+02, 1.054163726999999966e+02, 1.544160239999999931e+02, 1.047718005119999987e+02, 1.078011486719999965e+02, 1.363330135439999822e+02, 1.587322774799999934e+02, 1.151683288199999851e+02, 1.102354992359999954e+02, 1.287950344199999790e+02, 1.411832976479999786e+02
1.994000000000000000e+03, 1.334532406319999893e+02, 1.179437569919999902e+02, 1.290662519039999836e+02, 1.118625045479999898e+02, 1.193162904359999885e+02, 1.088067371039999927e+02, 1.036638856439999898e+02, 1.551647990159999893e+02, 1.046213501399999899e+02, 1.036251752039999872e+02, 1.428279631199999926e+02, 1.611381904559999896e+02, 1.162948420439999921e+02, 1.071297156959999910e+02, 1.279341962279999905e+02, 1.421549691119999750e+02
1.995000000000000000e+03, 1.351178368559999967e+02, 1.172806100999999899e+02, 1.289780062920000034e+02, 1.107462089879999922e+02, 1.205223689879999966e+02, 1.076309094599999980e+02, 1.045167767639999852e+02, 1.546265583359999880e+02, 1.045036499039999853e+02, 1.053481760999999892e+02, 1.453377556799999866e+02, 1.571213555279999809e+02, 1.178141046119999942e+02, 1.067081187959999937e+02, 1.287754899839999894e+02, 1.432225257839999983e+02
1.996000000000000000e+03, 1.343764570319999905e+02, 1.163264095799999893e+02, 1.278087302519999895e+02, 1.101853096919999899e+02, 1.213906417919999967e+02, 1.087140291479999945e+02, 1.046004338879999978e+02, 1.526809448159999931e+02, 1.055220025319999877e+02, 1.085060649959999921e+02, 1.441574420399999781e+02, 1.556239316399999950e+02, 1.178032325759999850e+02, 1.058378198039999916e+02, 1.276637434919999947e+02, 1.411201468079999870e+02
1.997000000000000000e+03, 1.361962103759999820e+02, 1.165479972839999903e+02, 1.271929740839999852e+02, 1.129037365439999974e+02, 1.197460709279999946e+02, 1.080267177959999856e+02, 1.034535562919999876e+02, 1.545833382479999898e+02, 1.067582216159999859e+02, 1.109588483519999897e+02, 1.411564605119999953e+02, 1.563325928639999916e+02, 1.174243511879999886e+02, 1.069569614879999904e+02, 1.321027035479999938e+02, 1.427812425359999793e+02
1.998000000000000000e+03, 1.388538437039999849e+02, 1.148700928679999862e+02, 1.311178579199999774e+02, 1.116714988799999873e+02, 1.189244950559999978e+02, 1.075081792319999892e+02, 1.017387232199999971e+02, 1.548810065519999739e+02, 1.039575173399999954e+02, 1.076079354839999951e+02, 1.410151003919999937e+02, 1.613642562719999773e+02, 1.202558109479999899e+02, 1.117040124959999901e+02, 1.262046831479999867e+02, 1.452880707119999784e+02
1.999000000000000000e+03, 1.377810520559999929e+02, 1.145493165599999941e+02, 1.315920332159999759e+02, 1.126713792959999978e+02, 1.207827538559999851e+02, 1.104912010079999902e+02, 1.076410719359999888e+02, 1.571710247279999919e+02, 1.079325986039999918e+02, 1.079855160119999908e+02, 1.484674513919999868e+02, 1.595220177599999829e+02, 1.192548661919999944e+02, 1.119023502839999935e+02, 1.327533779519999939e+02, 1.464697561679999751e+02
2.000000000000000000e+03, 1.385798904719999882e+02, 1.188944175959999967e+02, 1.310058420479999768e+02, 1.119822625079999909e+02, 1.215615432599999934e+02, 1.097405417159999956e+02, 1.075025737079999857e+02, 1.553884680959999969e+02, 1.073940583319999860e+02, 1.062944216639999979e+02, 1.452125735279999788e+02, 1.574132212079999817e+02, 1.185606248039999855e+02, 1.119866302439999970e+02, 1.345637020319999806e+02, 1.449049556159999952e+02
2.001000000000000000e+03, 1.358978167439999822e+02, 1.154214367559999914e+02, 1.311409343879999767e+02, 1.131057798119999944e+02, 1.213717517279999925e+02, 1.107754270919999868e+02, 1.034785170359999853e+02, 1.564507424879999746e+02, 1.074600158759999857e+02, 1.060107159239999959e+02, 1.476049575600000026e+02, 1.598000233679999837e+02, 1.191633487199999877e+02, 1.116546271199999865e+02, 1.297575604439999779e+02, 1.454904056879999814e+02
2.002000000000000000e+03, 1.391352551999999889e+02, 1.151065024919999900e+02, 1.324148862959999917e+02, 1.142396645759999956e+02, 1.215193638599999844e+02, 1.129873700159999856e+02, 1.085873332679999947e+02, 1.569328963919999751e+02, 1.040568715079999862e+02, 1.082967763319999932e+02, 1.438831103759999905e+02, 1.594448333999999932e+02, 1.203712642439999883e+02, 1.118324034359999928e+02, 1.327582029599999771e+02, 1.452981306959999870e+02
2.003000000000000000e+03, 1.370186219519999895e+02, 1.172035045799999864e+02, 1.290915358919999960e+02, 1.139198343479999949e+02, 1.223731143359999862e+02, 1.126049250599999851e+02, 1.091138425559999945e+02, 1.589911249679999798e+02, 1.070234945639999893e+02, 1.093747556519999904e+02, 1.416363595919999909e+02, 1.601441441999999995e+02, 1.219337784359999972e+02, 1.109146900679999845e+02, 1.351058847119999768e+02, 1.476980202959999815e+02
2.004000000000000000e+03, 1.400094173519999856e+02, 1.161578496599999966e+02, 1.297636626599999943e+02, 1.134604494359999904e+02, 1.224201660479999845e+02, 1.103259129479999956e+02, 1.058922509399999967e+02, 1.586486913119999826e+02, 1.101246896159999977e+02, 1.043364854519999909e+02, 1.453791466799999910e+02, 1.591832107439999788e+02, 1.234883928599999905e+02, 1.099515175559999847e+02, 1.294070062680000035e+02, 1.468574912879999772e+02
2.005000000000000000e+03, 1.351456831440000030e+02, 1.146626569439999912e+02, 1.324997812080000017e+02, 1.143270902519999908e+02, 1.229697833399999922e+02, 1.118692295999999970e+02, 1.103842860839999958e+02, 1.591259729039999797e+02, 1.118308897079999866e+02, 1.083338863199999906e+02, 1.501307073360000004e+02, 1.642048772399999734e+02, 1.216432136159999970e+02, 1.105236594359999884e+02, 1.311670619639999984e+02, 1.468576489679999781e+02
2.006000000000000000e+03, 1.383381039599999838e+02, 1.163167201439999872e+02, 1.317770155079999768e+02, 1.137813440039999904e+02, 1.237171234679999969e+02, 1.132345886039999954e+02, 1.082272552199999893e+02, 1.599404374079999798e+02, 1.102953939839999862e+02, 1.112136040439999931e+02, 1.528059692880000000e+02, 1.635398618399999862e+02, 1.212374399039999844e+02, 1.130182437599999901e+02, 1.333382446079999966e+02, 1.487033879759999877e+02
2.007000000000000000e+03, 1.398695078879999869e+02, 1.217136729239999937e+02, 1.314750346559999912e+02, 1.145932383239999979e+02, 1.221684693479999879e+02, 1.152346490279999927e+02, 1.130834207879999980e+02, 1.596163892399999895e+02, 1.110870500759999970e+02, 1.107273977639999885e+02, 1.482313571279999849e+02, 1.621934638559999939e+02, 1.240096514039999960e+02, 1.138645517399999960e+02, 1.334632060079999860e+02, 1.469965492799999822e+02
2.008000000000000000e+03, 1.419974310239999795e+02, 1.220826283559999865e+02, 1.337162035679999974e+02, 1.145099675159999890e+02, 1.237305420359999886e+02, 1.125765741959999957e+02, 1.109951699399999967e+02, 1.608613674479999816e+02, 1.106101311479999936e+02, 1.094230451519999860e+02, 1.487122811280000008e+02, 1.633215854159999765e+02, 1.253764216439999899e+02, 1.131855501239999882e+02, 1.335823174800000004e+02, 1.481315299199999913e+02
2.009000000000000000e+03, 1.415013855119999846e+02, 1.200186917639999962e+02, 1.339195792319999896e+02, 1.175699371319999926e+02, 1.248865650719999962e+02, 1.118672349479999895e+02, 1.104367462199999892e+02, 1.642997690639999746e+02, 1.104670444319999945e+02, 1.083416757119999971e+02, 1.496483642159999761e+02, 1.636355735999999865e+02, 1.238692688999999945e+02, 1.153436453279999938e+02, 1.316597725439999920e+02, 1.496138322959999982e+02
2.010000000000000000e+03, 1.379602711439999894e+02, 1.199807618399999853e+02, 1.323968792399999757e+02, 1.167753876119999887e+02, 1.243512099359999894e+02, 1.123219919519999905e+02, 1.104687079559999887e+02, 1.608819131519999814e+02, 1.096968012839999886e+02, 1.076531817599999954e+02, 1.536483746879999899e+02, 1.627173241200000007e+02, 1.215216029159999920e+02, 1.156440651479999957e+02, 1.329466147919999912e+02, 1.460725287119999791e+02
2.011000000000000000e+03, 1.401883526160000031e+02, 1.193374905119999880e+02, 1.315317442679999829e+02, 1.146788900999999896e+02, 1.238570408159999943e+02, 1.131107467319999955e+02, 1.081682907839999928e+02, 1.640899127519999752e+02, 1.116920209319999913e+02, 1.112753751839999978e+02, 1.495138316399999781e+02, 1.637342970479999735e+02, 1.254277622519999937e+02, 1.175746359959999978e+02, 1.352688785279999877e+02, 1.493178196319999813e+02
2.012000000000000000e+03, 1.441452376080000022e+02, 1.205518393799999899e+02, 1.324738586160000011e+02, 1.134399116159999892e+02, 1.243639820159999942e+02, 1.140696461159999870e+02, 1.112652127079999929e+02, 1.659577111919999766e+02, 1.100619960479999975e+02, 1.055645445959999904e+02, 1.519841568960000018e+02, 1.603903457520000018e+02, 1.262337751079999890e+02, 1.149366338279999979e+02, 1.371468473279999785e+02, 1.522556503200000009e+02
2.013000000000000000e+03, 1.431419039999999825e+02, 1.199826934199999897e+02, 1.345729263119999928e+02, 1.170440900999999911e+02, 1.254897620279999870e+02, 1.156901628959999897e+02, 1.105989358679999981e+02, 1.614038654879999797e+02, 1.126153319399999901e+02, 1.091085366239999956e+02, 1.532742946559999950e+02, 1.624003242479999756e+02, 1.243504451879999948e+02, 1.142634663719999963e+02, 1.382407838639999795e+02, 1.524831825599999888e+02
2.014000000000000000e+03, 1.396055831039999759e+02, 1.184825732039999906e+02, 1.353150472319999835e+02, 1.184018173919999839e+02, 1.273406335199999972e+02, 1.165303134719999889e+02, 1.122609697919999974e+02, 1.650177334079999980e+02, 1.113111921959999933e+02, 1.117480446359999888e+02, 1.517286206879999781e+02, 1.649785026239999866e+02, 1.258327002599999958e+02, 1.130888843999999978e+02, 1.361886417359999939e+02, 1.527541556399999934e+02
