year, CESM2-WACCM, INM-CM4-8, CanESM5, IPSL-CM6A-LR, CMCC-CM2-SR5, NorESM2-LM, GFDL-ESM4, CNRM-ESM2-1, UKESM1-0-LL, NorESM2-MM, INM-CM5-0, ACCESS-ESM1-5, MIROC-ES2L, MPI-ESM1-2-LR, TaiESM1, EC-Earth3-Veg
1.972000000000000000e+03, 2.913414908107370138e+00, 3.008210146799683571e+00, 2.826036710757762194e+00, 3.001487127039581537e+00, 3.094205644447356462e+00, 2.834157831966876984e+00, 2.937003783881664276e+00, 2.915406448300927877e+00, 3.039573132991790771e+00, 2.830248931422829628e+00, 2.997556852642446756e+00, 3.181520348880439997e+00, 3.149654762819409370e+00, 2.818801661487668753e+00, 3.049947938416153193e+00, 2.888428873848170042e+00
1.973000000000000000e+03, 2.935923775658011436e+00, 3.002625599037855864e+00, 2.844210457988083363e+00, 3.020505770109593868e+00, 3.071462607476860285e+00, 2.839029813185334206e+00, 2.948142390232533216e+00, 2.943646966014057398e+00, 3.025264909956604242e+00, 2.836277300957590342e+00, 3.013745346106588840e+00, 3.193328774068504572e+00, 3.174061188474297523e+00, 2.818705164827406406e+00, 3.051324666012078524e+00, 2.886338636744767427e+00
1.974000000000000000e+03, 2.903946291189640760e+00, 2.997269562911242247e+00, 2.864008618053048849e+00, 2.995690412353724241e+00, 3.061967587564140558e+00, 2.861185383517295122e+00, 2.925841917749494314e+00, 2.915683365426957607e+00, 3.025440301280468702e+00, 2.836768899578601122e+00, 2.999838197138160467e+00, 3.187886299565434456e+00, 3.172436146996915340e+00, 2.816915418952703476e+00, 3.058399097062647343e+00, 2.895174839068204165e+00
1.975000000000000000e+03, 2.887128212023526430e+00, 3.025126922875642776e+00, 2.857874322216957808e+00, 2.986962022259831429e+00, 3.052337723784148693e+00, 2.835124998819082975e+00, 2.928722358774393797e+00, 2.915361500345170498e+00, 3.022888326086103916e+00, 2.861558797303587198e+00, 2.994085487443953753e+00, 3.172430803533643484e+00, 3.201414376962929964e+00, 2.792130236048251390e+00, 3.057594748679548502e+00, 2.874182572122663260e+00
1.976000000000000000e+03, 2.902032388374209404e+00, 3.016973426565527916e+00, 2.842973603401333094e+00, 3.007817245088517666e+00, 3.073273098561912775e+00, 2.822295029181987047e+00, 2.938235609326511621e+00, 2.928291109856218100e+00, 3.047038894146680832e+00, 2.834537217859178782e+00, 3.000332938972860575e+00, 3.188195591792464256e+00, 3.181833412963896990e+00, 2.812769834417849779e+00, 3.075916541274636984e+00, 2.893281995784491301e+00
1.977000000000000000e+03, 2.920159930363297462e+00, 3.001060278620570898e+00, 2.850341924931854010e+00, 2.998139604460448027e+00, 3.064287279266864061e+00, 2.829975157510489225e+00, 2.946299209725111723e+00, 2.930519648361951113e+00, 3.043237805832177401e+00, 2.845671738032251596e+00, 3.021432075183838606e+00, 3.197687782812863588e+00, 3.157565917354077101e+00, 2.809315756894648075e+00, 3.044952114578336477e+00, 2.905688888859003782e+00
1.978000000000000000e+03, 2.928133006207644939e+00, 3.016842983197420835e+00, 2.881198225077241659e+00, 2.998188324272632599e+00, 3.074368194211274385e+00, 2.844452171120792627e+00, 2.949332410935312510e+00, 2.943626220803707838e+00, 3.043769951909780502e+00, 2.841584617272019386e+00, 3.019460651557892561e+00, 3.189898899290710688e+00, 3.162254020571708679e+00, 2.821176988072693348e+00, 3.030489559751003981e+00, 2.896694582886993885e+00
1.979000000000000000e+03, 2.917655103374272585e+00, 3.005310217849910259e+00, 2.856869122479110956e+00, 3.000598226208239794e+00, 3.087912930641323328e+00, 2.839572017546743155e+00, 2.958721818868070841e+00, 2.921720221638679504e+00, 3.045268636196851730e+00, 2.857213618699461222e+00, 3.027445671614259481e+00, 3.181334899272769690e+00, 3.162961557973176241e+00, 2.820933703333139420e+00, 3.044155938550829887e+00, 2.885608782526105642e+00
1.980000000000000000e+03, 2.899151947349309921e+00, 3.022829233668744564e+00, 2.854154643137007952e+00, 3.005953633692115545e+00, 3.088224423117935658e+00, 2.852283802349120378e+00, 2.926541282795369625e+00, 2.923443960025906563e+00, 3.041213890537619591e+00, 2.843897708225995302e+00, 3.011971001978963614e+00, 3.189088264480233192e+00, 3.181414736900478601e+00, 2.831171464640647173e+00, 3.074115794152021408e+00, 2.893780823796987534e+00
1.981000000000000000e+03, 2.911403251346200705e+00, 3.014070354402065277e+00, 2.865265903528779745e+00, 3.019602724816650152e+00, 3.107944631483405828e+00, 2.843665424734354019e+00, 2.939948660787194967e+00, 2.940339676570147276e+00, 3.051254258025437593e+00, 2.841923141386359930e+00, 2.993481676094233990e+00, 3.193014138378202915e+00, 3.197579656261950731e+00, 2.836079592816531658e+00, 3.031089284922927618e+00, 2.921397727914154530e+00
1.982000000000000000e+03, 2.909331873524934053e+00, 3.008058643899857998e+00, 2.859248220920562744e+00, 2.998085541184991598e+00, 3.076905396301299334e+00, 2.854879468213766813e+00, 2.955966477748006582e+00, 2.917544462252408266e+00, 3.040912142023444176e+00, 2.827030594926327467e+00, 3.013949969317764044e+00, 3.184260602574795485e+00, 3.149212512653321028e+00, 2.818528516218066216e+00, 3.034939093049615622e+00, 2.882567723281681538e+00
1.983000000000000000e+03, 2.897607057821005583e+00, 2.989560202695429325e+00, 2.851607068441808224e+00, 2.977132878731936216e+00, 3.095934726297855377e+00, 2.858627750538289547e+00, 2.943851274903863668e+00, 2.920461364556103945e+00, 3.034753014799207449e+00, 2.814362815115600824e+00, 2.997247560415416956e+00, 3.192698874045163393e+00, 3.153347724582999945e+00, 2.821205591317266226e+00, 3.044319385662674904e+00, 2.875787811353802681e+00
1.984000000000000000e+03, 2.907786983996629715e+00, 3.003290703054517508e+00, 2.873283927328884602e+00, 2.990195760503411293e+00, 3.090301144402474165e+00, 2.852320577949285507e+00, 2.942238806281238794e+00, 2.932585368398576975e+00, 3.055549459531903267e+00, 2.830239816103130579e+00, 2.990790142212063074e+00, 3.188540088012814522e+00, 3.167251416016370058e+00, 2.821719506755471230e+00, 3.076267009600996971e+00, 2.886633784510195255e+00
1.985000000000000000e+03, 2.905932173598557711e+00, 3.018100268673151731e+00, 2.864202554337680340e+00, 2.983969997148960829e+00, 3.072919487021863461e+00, 2.835220552515238523e+00, 2.934919204562902451e+00, 2.937567990738898516e+00, 3.029492532368749380e+00, 2.830000303220003843e+00, 2.992867177817970514e+00, 3.190783085301518440e+00, 3.201690979767590761e+00, 2.822699246462434530e+00, 3.035685291979461908e+00, 2.885699621401727200e+00
1.986000000000000000e+03, 2.893748448695987463e+00, 3.016332210972905159e+00, 2.854657557327300310e+00, 2.983372472226619720e+00, 3.063396806828677654e+00, 2.848262374754995108e+00, 2.938403142616152763e+00, 2.944558497983962297e+00, 3.053143958095461130e+00, 2.834036818239837885e+00, 3.003903001081198454e+00, 3.185635758563876152e+00, 3.187112754676491022e+00, 2.837963320780545473e+00, 3.030233702156692743e+00, 2.902970637660473585e+00
1.987000000000000000e+03, 2.893748448695987463e+00, 3.014653106220066547e+00, 2.864140004385262728e+00, 3.013670537620782852e+00, 3.077913110610097647e+00, 2.835857367608696222e+00, 2.925313229206949472e+00, 2.926213759928941727e+00, 3.057819488458335400e+00, 2.827279223129153252e+00, 3.007530269678682089e+00, 3.195861261337995529e+00, 3.154177847318351269e+00, 2.818109525833278894e+00, 3.053482167888432741e+00, 2.893442299682646990e+00
1.988000000000000000e+03, 2.904575562570244074e+00, 3.024754766374826431e+00, 2.863734844140708447e+00, 3.013362188357859850e+00, 3.076327987946569920e+00, 2.819915616419166327e+00, 2.919036231469362974e+00, 2.946630818769335747e+00, 3.035118570551276207e+00, 2.808244235347956419e+00, 3.012552182190120220e+00, 3.186681505758315325e+00, 3.164667694363743067e+00, 2.817239169962704182e+00, 3.055502625647932291e+00, 2.897004503756761551e+00
1.989000000000000000e+03, 2.915663563180714846e+00, 3.030353458598256111e+00, 2.869032416492700577e+00, 3.053843008819967508e+00, 3.080380219034850597e+00, 2.839544042944908142e+00, 2.935471467208117247e+00, 2.935720409732311964e+00, 3.056517569348216057e+00, 2.832706610206514597e+00, 3.022123582195490599e+00, 3.186284832190722227e+00, 3.164852515328675508e+00, 2.825772995129227638e+00, 3.058522939682006836e+00, 2.884034346789121628e+00
1.990000000000000000e+03, 2.900227869395166636e+00, 3.049136046320199966e+00, 2.861108060460537672e+00, 3.015679994132369757e+00, 3.086808405350893736e+00, 2.852847380563616753e+00, 2.960105775855481625e+00, 2.945488260593265295e+00, 3.071170288603752851e+00, 2.869899943470954895e+00, 3.029304568190127611e+00, 3.189371468033641577e+00, 3.189379640389233828e+00, 2.829068654682487249e+00, 3.067927749361842871e+00, 2.906496694777160883e+00
1.991000000000000000e+03, 2.894737932365387678e+00, 3.033416520338505507e+00, 2.850315521936863661e+00, 2.995157008990645409e+00, 3.098249703180044889e+00, 2.845132676884531975e+00, 2.951702708378434181e+00, 2.939903398510068655e+00, 3.045021893922239542e+00, 2.881980256643146276e+00, 3.042743692640215158e+00, 3.193976904731243849e+00, 3.210913797374814749e+00, 2.834036189597100019e+00, 3.061941184569150209e+00, 2.935803076252341270e+00
1.992000000000000000e+03, 2.904747496359050274e+00, 3.016128845047205687e+00, 2.858517109416425228e+00, 2.989596978295594454e+00, 3.057735564652830362e+00, 2.851026516873389482e+00, 2.928162866737693548e+00, 2.938270813319832087e+00, 3.012612846214324236e+00, 2.824924013111740351e+00, 3.008745436090976000e+00, 3.155101637821644545e+00, 3.166079625952988863e+00, 2.804765326436609030e+00, 3.034089168068021536e+00, 2.877148508559912443e+00
1.993000000000000000e+03, 2.907581417821347713e+00, 3.007725777570158243e+00, 2.840995264705270529e+00, 2.990160870831459761e+00, 3.061831486411392689e+00, 2.828781364951282740e+00, 2.913898334372788668e+00, 2.934080909471958876e+00, 3.040863107889890671e+00, 2.825086517259478569e+00, 2.996073570102453232e+00, 3.181872388813644648e+00, 3.147233230993151665e+00, 2.823693444952368736e+00, 3.046132705640047789e+00, 2.887629868928343058e+00
1.994000000000000000e+03, 2.903572877403348684e+00, 3.014346328563988209e+00, 2.848572295624762774e+00, 3.002323850523680449e+00, 3.047718771267682314e+00, 2.821499167475849390e+00, 2.935037075076252222e+00, 2.918216481339186430e+00, 3.064897062722593546e+00, 2.862922952044755220e+00, 3.016034548636525869e+00, 3.179416910279542208e+00, 3.153854410629719496e+00, 2.820660558063536882e+00, 3.055356151890009642e+00, 2.901810477487742901e+00
1.995000000000000000e+03, 2.909478975925594568e+00, 3.031099657528102398e+00, 2.856871008407324553e+00, 3.013407450634986162e+00, 3.053662588354200125e+00, 2.839180687442421913e+00, 2.935799618717283010e+00, 2.940417313948273659e+00, 3.056904498953372240e+00, 2.846852329093962908e+00, 3.012097987812012434e+00, 3.189470793586224318e+00, 3.178987861610949039e+00, 2.832599112298339605e+00, 3.048861643765121698e+00, 2.904599765315651894e+00
1.996000000000000000e+03, 2.900699037127196789e+00, 3.025456645991653204e+00, 2.851494541391730309e+00, 3.010890365112572908e+00, 3.069874655921012163e+00, 2.837587392423301935e+00, 2.934839052613824606e+00, 2.938254782930016518e+00, 3.054669045377522707e+00, 2.849754143971949816e+00, 3.020384127739816904e+00, 3.206194890663027763e+00, 3.192013967782258987e+00, 2.837366424500942230e+00, 3.049001202452927828e+00, 2.911104646045714617e+00
1.997000000000000000e+03, 2.905498410109430552e+00, 3.037849708925932646e+00, 2.874868735671043396e+00, 3.020705678500235081e+00, 3.069049248006194830e+00, 2.853401843458414078e+00, 2.946230059023946524e+00, 2.942443743813782930e+00, 3.064943582285195589e+00, 2.870267070829868317e+00, 3.023902326822280884e+00, 3.204367426224052906e+00, 3.195750305894762278e+00, 2.841461403295397758e+00, 3.056103293783962727e+00, 2.923121466301381588e+00
1.998000000000000000e+03, 2.894344402011483908e+00, 3.031185152940452099e+00, 2.878829184919595718e+00, 3.009659168310463428e+00, 3.075080446433275938e+00, 2.851857582572847605e+00, 2.936922688968479633e+00, 2.934170491062104702e+00, 3.076465975027531385e+00, 2.820353466086089611e+00, 3.037051332648843527e+00, 3.210546041373163462e+00, 3.162393264938145876e+00, 2.827708900440484285e+00, 3.059532854240387678e+00, 2.930425351951271296e+00
1.999000000000000000e+03, 2.912206028122454882e+00, 3.047263633925467730e+00, 2.894429897423833609e+00, 3.008823073469102383e+00, 3.079166309908032417e+00, 2.854239195585250854e+00, 2.954150643199682236e+00, 2.953521057497709990e+00, 3.081845270935446024e+00, 2.813902962952852249e+00, 3.026637865696102381e+00, 3.232113516423851252e+00, 3.155875497031956911e+00, 2.843668253626674414e+00, 3.058408212382346392e+00, 2.913537493441253901e+00
2.000000000000000000e+03, 2.922852092888206244e+00, 3.046941140200942755e+00, 2.879828726872801781e+00, 3.021648328285664320e+00, 3.076751378830522299e+00, 2.873464033473283052e+00, 2.950474340468645096e+00, 2.963916922453790903e+00, 3.086443163920193911e+00, 2.794652665033936501e+00, 3.021731309127062559e+00, 3.225547971669584513e+00, 3.177524695638567209e+00, 2.845865674316883087e+00, 3.067462553735822439e+00, 2.908934256993234158e+00
2.001000000000000000e+03, 2.941915683913975954e+00, 3.045210486743599176e+00, 2.886259113438427448e+00, 3.016574552748352289e+00, 3.090001281816512346e+00, 2.895831142086535692e+00, 2.950694679748266935e+00, 2.956021483987569809e+00, 3.087212936952710152e+00, 2.823478763457387686e+00, 3.029326570685952902e+00, 3.223905956838279963e+00, 3.195474960375577211e+00, 2.836198091972619295e+00, 3.055906214285641909e+00, 2.921425073873251677e+00
2.002000000000000000e+03, 2.934252214618027210e+00, 3.034774074330925941e+00, 2.887060318607836962e+00, 3.020378469955176115e+00, 3.104718436952680349e+00, 2.846624760422855616e+00, 2.963257161900401115e+00, 2.939057559706270695e+00, 3.111996862571686506e+00, 2.837926859501749277e+00, 3.036498441360890865e+00, 3.247524693142622709e+00, 3.183367929887026548e+00, 2.834190835710614920e+00, 3.051128843799233437e+00, 2.929531107656657696e+00
2.003000000000000000e+03, 2.938000182621181011e+00, 3.057831432670354843e+00, 2.886403701268136501e+00, 3.017725597601383924e+00, 3.115994401741772890e+00, 2.836697862949222326e+00, 2.940918342210352421e+00, 2.960265136789530516e+00, 3.079595044255256653e+00, 2.849814807996153831e+00, 3.046586900018155575e+00, 3.230161580722779036e+00, 3.173716692253947258e+00, 2.844505605753511190e+00, 3.055172588210552931e+00, 2.923619979992508888e+00
2.004000000000000000e+03, 2.931457269005477428e+00, 3.047550295013934374e+00, 2.880225086119025946e+00, 3.012914594728499651e+00, 3.098916693124920130e+00, 2.857673785183578730e+00, 2.939238923136144876e+00, 2.965504245366901159e+00, 3.065926150884479284e+00, 2.874106506351381540e+00, 3.046561125665903091e+00, 3.226493136025965214e+00, 3.218074038159102201e+00, 2.848159905988723040e+00, 3.078442113474011421e+00, 2.940177486743777990e+00
2.005000000000000000e+03, 2.917537861503660679e+00, 3.046434454154223204e+00, 2.884704794269055128e+00, 3.033163491636514664e+00, 3.095768764615058899e+00, 2.846099843736737967e+00, 2.944547496736049652e+00, 2.962209843099117279e+00, 3.088092722464352846e+00, 2.893614862114191055e+00, 3.052333008963614702e+00, 3.221921646036207676e+00, 3.218649560585618019e+00, 2.843101846519857645e+00, 3.074565273709595203e+00, 2.905579819343984127e+00
2.006000000000000000e+03, 2.904129226226359606e+00, 3.041235578712075949e+00, 2.869249926880002022e+00, 3.040241694543510675e+00, 3.109775239136070013e+00, 2.831928350497037172e+00, 2.935005014296621084e+00, 2.952469966839998960e+00, 3.098305338062345982e+00, 2.871485694777220488e+00, 3.049383417237550020e+00, 3.223828005138784647e+00, 3.174003981985151768e+00, 2.850480854976922274e+00, 3.058267396409064531e+00, 2.931981242727488279e+00
2.007000000000000000e+03, 2.928885805886238813e+00, 3.031753445975482464e+00, 2.873754466418176889e+00, 3.025903296656906605e+00, 3.126845089718699455e+00, 2.848074410576373339e+00, 2.932911633979529142e+00, 2.979634562507271767e+00, 3.097661293577402830e+00, 2.841408282984048128e+00, 3.044595988467335701e+00, 3.223312203772366047e+00, 3.161253535654395819e+00, 2.853117382619529963e+00, 3.067043249029666185e+00, 2.934181492310017347e+00
2.008000000000000000e+03, 2.932989900000393391e+00, 3.042615449521690607e+00, 2.878018550109118223e+00, 2.999119658488780260e+00, 3.119852067902684212e+00, 2.858686528634279966e+00, 2.935943577904254198e+00, 2.976779581513255835e+00, 3.086135757621377707e+00, 2.821627724915742874e+00, 3.034458181355148554e+00, 3.233927465043962002e+00, 3.184006630908697844e+00, 2.850539318751543760e+00, 3.071395342703908682e+00, 2.932688465807586908e+00
2.009000000000000000e+03, 2.913096814882010221e+00, 3.054125269409269094e+00, 2.890340576414018869e+00, 3.034837252926081419e+00, 3.105477837380021811e+00, 2.869081764947623014e+00, 2.957874408457428217e+00, 2.973196946550160646e+00, 3.090034285560250282e+00, 2.847291750367730856e+00, 3.048442653380334377e+00, 3.234283905476331711e+00, 3.192353120539337397e+00, 2.849349298048764467e+00, 3.074776183348149061e+00, 2.918257343117147684e+00
2.010000000000000000e+03, 2.918540546670556068e+00, 3.050591668579727411e+00, 2.899538876954466105e+00, 3.051809349562972784e+00, 3.103784902486950159e+00, 2.858049399219453335e+00, 2.932253445032984018e+00, 2.962992188986390829e+00, 3.096097859088331461e+00, 2.851524401921778917e+00, 3.032389632426202297e+00, 3.229994990397244692e+00, 3.210838988889008760e+00, 2.852861210703849792e+00, 3.089024371001869440e+00, 2.913291065488010645e+00
2.011000000000000000e+03, 2.912747289519757032e+00, 3.057298343628644943e+00, 2.913672965951263905e+00, 3.023666271474212408e+00, 3.100660548079758883e+00, 2.867457352112978697e+00, 2.946621703449636698e+00, 2.969137171749025583e+00, 3.105540701653808355e+00, 2.847958740312606096e+00, 3.034484584350138903e+00, 3.226140153128653765e+00, 3.188752883579581976e+00, 2.845507662277668715e+00, 3.090753767173737288e+00, 2.926478104200214148e+00
2.012000000000000000e+03, 2.929569769185036421e+00, 3.063426981680095196e+00, 2.900259301532059908e+00, 3.039138426538556814e+00, 3.115581383462995291e+00, 2.857454074546694756e+00, 2.946188568603247404e+00, 2.959984133485704660e+00, 3.097352001350373030e+00, 2.846742630936205387e+00, 3.025213989894837141e+00, 3.226396953687071800e+00, 3.177478490397334099e+00, 2.851259743329137564e+00, 3.083732456434518099e+00, 2.954961278010159731e+00
2.013000000000000000e+03, 2.927224931772798300e+00, 3.050723054911941290e+00, 2.905497781466692686e+00, 3.032117744442075491e+00, 3.119973710272461176e+00, 2.875976718496531248e+00, 2.977038267999887466e+00, 2.958285855129361153e+00, 3.106131311506032944e+00, 2.851002942770719528e+00, 3.038851765450090170e+00, 3.240783757064491510e+00, 3.182284778449684381e+00, 2.840407798066735268e+00, 3.072701662313193083e+00, 2.936822420451790094e+00
2.014000000000000000e+03, 2.916069980710744858e+00, 3.049097384791821241e+00, 2.914417593274265528e+00, 3.024931729305535555e+00, 3.096089686732739210e+00, 2.900193294044584036e+00, 2.938470093067735434e+00, 2.959504164755344391e+00, 3.111685055773705244e+00, 2.874574845191091299e+00, 3.038422716781497002e+00, 3.237092366907745600e+00, 3.187887242529541254e+00, 2.838308445643633604e+00, 3.072076791431754827e+00, 2.930471871513873339e+00
