year, CNRM-ESM2-1, IPSL-CM6A-LR, UKESM1-0-LL, CESM2-WACCM, GFDL-ESM4, ACCESS-ESM1-5, NorESM2-LM, MPI-ESM1-2-LR, CanESM5, NorESM2-MM, EC-Earth3-Veg, TaiESM1, CMCC-CM2-SR5, MIROC-ES2L
1.991000000000000000e+03, 4.219897991399999881e+01, 4.307073744599999543e+01, 6.288136487999999247e+01, 3.977549350199999623e+01, 4.389927488999999383e+01, 4.679791027199999576e+01, 3.760428326399999577e+01, 6.221066905799999347e+01, 7.456110879599999919e+01, 3.891691013399999832e+01, 4.248478279799999768e+01, 4.242709951199999807e+01, 4.098402397799999619e+01, 5.836878403199999354e+01
1.992000000000000000e+03, 4.218969650399999693e+01, 4.284478200599999553e+01, 5.996886154199999197e+01, 3.960525428999999775e+01, 4.279365032399999791e+01, 4.663842877799999798e+01, 3.834564731999999765e+01, 6.298271764199999723e+01, 7.455868052399999613e+01, 3.861471641400000010e+01, 4.104034727399999838e+01, 4.085100512999999722e+01, 3.996160320599999949e+01, 5.510217871799999756e+01
1.993000000000000000e+03, 4.221302920199999420e+01, 4.281648632999999649e+01, 6.173391569399999668e+01, 3.953216172599999823e+01, 4.352415022799999633e+01, 4.726886889599999364e+01, 3.887109226799999817e+01, 6.263375603399999392e+01, 7.445712671999999088e+01, 3.909642881399999936e+01, 4.120195744799999460e+01, 4.167109880999999660e+01, 3.986228451599999545e+01, 5.503842080999999808e+01
1.994000000000000000e+03, 4.167727986599999923e+01, 4.322846869199999986e+01, 6.292270857599999800e+01, 4.001622355800000008e+01, 4.428020217599999597e+01, 4.715339983199999807e+01, 3.915993837599999949e+01, 6.418200412799998844e+01, 7.526229598799999110e+01, 3.856936764599999634e+01, 4.271592590999999572e+01, 4.251598766999999413e+01, 3.999898124999999993e+01, 5.587071103799999605e+01
1.995000000000000000e+03, 4.200106786199999931e+01, 4.368293004599999563e+01, 6.247392370199999334e+01, 4.031508234599999696e+01, 4.365417709799999813e+01, 4.775458636799999823e+01, 3.857031372599999486e+01, 6.363089281799999242e+01, 7.582866677999999183e+01, 3.864275980200000049e+01, 4.293178982999999960e+01, 4.196935841399999845e+01, 4.139645178600000008e+01, 5.748171971399999336e+01
1.996000000000000000e+03, 4.246656287399999741e+01, 4.378682145599999842e+01, 6.256665530999999447e+01, 3.971502716399999855e+01, 4.353558991199999895e+01, 4.798090447199999886e+01, 3.872132386199999843e+01, 6.527193559199999129e+01, 7.553923725599999273e+01, 3.823626864599999919e+01, 4.260842756999999636e+01, 4.213909699199999892e+01, 4.139062550999999957e+01, 5.816142300599999260e+01
1.997000000000000000e+03, 4.244039587799999680e+01, 4.365072390599999608e+01, 6.281811548999999673e+01, 4.107245092199999448e+01, 4.458087822599999583e+01, 4.778667424799999708e+01, 3.900844337399999517e+01, 6.433563569399998983e+01, 7.684374754799999607e+01, 3.911751457199999749e+01, 4.384276631999999552e+01, 4.216993525799999532e+01, 4.103923168799999388e+01, 5.917926317399999192e+01
1.998000000000000000e+03, 4.213354271399999362e+01, 4.412197423799999996e+01, 6.259756847399999202e+01, 4.091493254399999557e+01, 4.512626180999999548e+01, 4.825592992799999337e+01, 3.939852792599999987e+01, 6.440240528999999015e+01, 7.766737325999999086e+01, 3.940135828199999679e+01, 4.341108972600000016e+01, 4.169255511599999409e+01, 4.170088456199999882e+01, 5.708585224799999480e+01
1.999000000000000000e+03, 4.316099347799999464e+01, 4.409433293399999343e+01, 6.401188711799998998e+01, 4.072742342999999465e+01, 4.484849666399999535e+01, 4.784348240999999291e+01, 3.962119573799999728e+01, 6.528267359999999542e+01, 7.726444567199999369e+01, 3.930991964999999766e+01, 4.270855042799999524e+01, 4.250468989799999520e+01, 4.161417238800000007e+01, 5.702807435399999747e+01
2.000000000000000000e+03, 4.346452747799999372e+01, 4.457509136999999555e+01, 6.374476931399999557e+01, 4.044787255800000025e+01, 4.458154442399999340e+01, 4.785312454199999621e+01, 3.964864782599999415e+01, 6.496321392000000117e+01, 7.629947560799999451e+01, 3.932036594999999579e+01, 4.194480369599999392e+01, 4.288108388399999882e+01, 4.070142594000000003e+01, 5.814847747799999667e+01
2.001000000000000000e+03, 4.303331603999999544e+01, 4.418523545399999364e+01, 6.304300658999999740e+01, 4.096060061399999341e+01, 4.492172719799999925e+01, 4.865938180199999863e+01, 3.967578455399999626e+01, 6.573642539399999407e+01, 7.773838444799999081e+01, 3.951160025399999398e+01, 4.401535496399999658e+01, 4.252979255399999658e+01, 4.183360381800000027e+01, 5.928781008599999325e+01
2.002000000000000000e+03, 4.304272165199999733e+01, 4.447941902999999542e+01, 6.503151695399999710e+01, 4.156176743999999701e+01, 4.431423346199999713e+01, 4.819146640199999609e+01, 4.004859920399999851e+01, 6.506543786399998908e+01, 7.771408595999999136e+01, 3.944210279400000019e+01, 4.262325737399999781e+01, 4.202313911999999618e+01, 4.207665176999999801e+01, 5.859794431799999614e+01
2.003000000000000000e+03, 4.382660017799999963e+01, 4.484832321599999716e+01, 6.391055800799999531e+01, 4.118641414199999673e+01, 4.436958702599999782e+01, 4.814954717399999851e+01, 4.013787367799999828e+01, 6.439551861599998972e+01, 7.894691492399999788e+01, 3.985594972199999830e+01, 4.328824912199999631e+01, 4.203705437999999361e+01, 4.235886743399999688e+01, 5.826578745599999820e+01
2.004000000000000000e+03, 4.320962987399999378e+01, 4.505258582999999817e+01, 6.229030534199999636e+01, 4.100145550199999889e+01, 4.480092854999999474e+01, 4.825408507199999519e+01, 3.971579585399999957e+01, 6.485452115399999684e+01, 7.794600958799999546e+01, 4.002817175999999932e+01, 4.337112572999999571e+01, 4.264992894599999573e+01, 4.167003052799999807e+01, 6.023333032199999337e+01
2.005000000000000000e+03, 4.379489861399999739e+01, 4.545130730399999663e+01, 6.287034698999999449e+01, 4.126849052399999351e+01, 4.421773330199999918e+01, 4.794630947999999648e+01, 4.052506480199999572e+01, 6.517760747399999843e+01, 7.903104508799999905e+01, 3.979026023399999445e+01, 4.383725934599999619e+01, 4.223272737599999971e+01, 4.178963474999999761e+01, 6.066391103999999501e+01
2.006000000000000000e+03, 4.329207680399999703e+01, 4.531478401799999745e+01, 6.393151762199999411e+01, 4.091641867799999943e+01, 4.439975909399999665e+01, 4.763444603399999977e+01, 4.013147581199999792e+01, 6.657463256399999807e+01, 7.749927849599998808e+01, 4.055822884799999883e+01, 4.375689773399999893e+01, 4.302806135399999476e+01, 4.271306401799999719e+01, 5.841968313599999618e+01
2.007000000000000000e+03, 4.493212619399999852e+01, 4.505126920199999319e+01, 6.331996756799999559e+01, 4.120077878999999399e+01, 4.469419495799999709e+01, 4.743002968199999714e+01, 4.033541912399999774e+01, 6.562794155399998886e+01, 7.760892128399999024e+01, 4.030425761399999374e+01, 4.375629460799999748e+01, 4.311843564599999468e+01, 4.300596250199999560e+01, 5.772661646399999569e+01
2.008000000000000000e+03, 4.456386455399999846e+01, 4.547417090399999751e+01, 6.393883003199999848e+01, 4.160507425199999432e+01, 4.552830638999999735e+01, 4.823625540599999795e+01, 3.993549139799999637e+01, 6.687909687599999131e+01, 7.893907822799999963e+01, 3.974934227399999997e+01, 4.296406298399999457e+01, 4.220064343800000017e+01, 4.314513875399999421e+01, 5.876396558999999797e+01
2.009000000000000000e+03, 4.417841579399999574e+01, 4.660466160599999341e+01, 6.352437209399999318e+01, 4.241994478199999463e+01, 4.542876300599999695e+01, 4.858292276999999615e+01, 4.042483945199999340e+01, 6.612043926599999111e+01, 7.947330595199998982e+01, 4.062034688399999993e+01, 4.372188883199999765e+01, 4.247739548999999926e+01, 4.265722558799999575e+01, 5.924096335799999480e+01
2.010000000000000000e+03, 4.370687769599999939e+01, 4.589782158599999917e+01, 6.401424443399999120e+01, 4.201079671799999460e+01, 4.451536218599999728e+01, 4.897211642999999270e+01, 4.024685815199999439e+01, 6.744347301599999867e+01, 8.105832896399999754e+01, 4.072010313599999876e+01, 4.463400455999999394e+01, 4.293935452799999553e+01, 4.336220498399999457e+01, 6.081863059799999860e+01
2.011000000000000000e+03, 4.386373381800000004e+01, 4.566969804599999350e+01, 6.496741215000000125e+01, 4.125849755399999452e+01, 4.501644163199999582e+01, 4.864995253799999375e+01, 4.030165589399999959e+01, 6.671292580799999428e+01, 8.149331289599999195e+01, 4.165832278799999955e+01, 4.464562951799999979e+01, 4.319669222999999647e+01, 4.282232443199999494e+01, 5.935054307399999374e+01
2.012000000000000000e+03, 4.420490603399999685e+01, 4.643688614399999892e+01, 6.439517566199999976e+01, 4.155584655599999877e+01, 4.554870229799999493e+01, 4.870832961599999322e+01, 4.069146844799999485e+01, 6.666167192399998953e+01, 8.014456547999999714e+01, 4.021469537399999439e+01, 4.502511008999999831e+01, 4.290143248799999753e+01, 4.297078409399999543e+01, 5.907779609399999288e+01
2.013000000000000000e+03, 4.384303043399999922e+01, 4.642584460199999796e+01, 6.428048711399999604e+01, 4.214141488799999991e+01, 4.541631811199999902e+01, 4.888267244999999406e+01, 4.156201578599999635e+01, 6.661586588400000153e+01, 8.138223521999999832e+01, 4.043767066199999505e+01, 4.407947947799999611e+01, 4.256525478599999701e+01, 4.320720554399999713e+01, 5.940819088199999243e+01
2.014000000000000000e+03, 4.443335675999999523e+01, 4.583825796599999336e+01, 6.501088452599999812e+01, 4.258669926599999656e+01, 4.411084991399999922e+01, 4.892349974399999724e+01, 4.126179306599999563e+01, 6.695225251200000116e+01, 8.305761675599998739e+01, 4.041054181799999867e+01, 4.444382671199999635e+01, 4.305994424999999381e+01, 4.252211353799999927e+01, 6.016104980999999441e+01
