year, CNRM-ESM2-1, IPSL-CM6A-LR, UKESM1-0-LL, CESM2-WACCM, GFDL-ESM4, ACCESS-ESM1-5, NorESM2-LM, MPI-ESM1-2-LR, CanESM5, NorESM2-MM, EC-Earth3-Veg, TaiESM1, CMCC-CM2-SR5, MIROC-ES2L
1.899000000000000000e+03, 3.778915123799999520e+01, 3.824663610599999686e+01, 5.933886686999999682e+01, 3.722799176999999560e+01, 4.717731988799999954e+01, 4.239336387599999512e+01, 3.599544662999999645e+01, 5.937798727799999199e+01, 6.468042666599998824e+01, 3.493058628600000048e+01, 4.152572179199999880e+01, 4.047887244599999690e+01, 3.706977959999999683e+01, 5.581532593799999376e+01
1.900000000000000000e+03, 3.702388289399999621e+01, 3.786517664999999511e+01, 6.005334254399999594e+01, 3.698832605399999807e+01, 4.688397201599999420e+01, 4.217349094199999371e+01, 3.536491978799999458e+01, 5.896775122199999686e+01, 6.400296242999999663e+01, 3.530822988599999945e+01, 4.003853133599999836e+01, 4.016437180199999801e+01, 3.732687289799999775e+01, 5.502453314399999584e+01
1.901000000000000000e+03, 3.866097184199999504e+01, 3.808827019799999647e+01, 5.907388168799999306e+01, 3.776819556599999572e+01, 4.586118463799999745e+01, 4.193438893199999740e+01, 3.613844267999999715e+01, 5.907809174399999819e+01, 6.444378446399998950e+01, 3.556062826199999449e+01, 4.063138842599999379e+01, 4.093621934399999418e+01, 3.731833058399999459e+01, 5.554091543399999864e+01
1.902000000000000000e+03, 3.830149691999999817e+01, 3.838775576399999778e+01, 5.913561340799999755e+01, 3.712762056599999738e+01, 4.573942019999999786e+01, 4.177138328999999572e+01, 3.585300245999999902e+01, 5.846459434199999805e+01, 6.416909013599999412e+01, 3.553965682199999776e+01, 4.158761907599999574e+01, 3.980429375399999969e+01, 3.714936069599999513e+01, 5.674964300999999267e+01
1.903000000000000000e+03, 3.747262440599999422e+01, 3.817836854999999474e+01, 5.966918281799999590e+01, 3.673545463800000022e+01, 4.647174524999999790e+01, 4.201942181399999754e+01, 3.526041342599999950e+01, 5.751862471799999810e+01, 6.387848983799999303e+01, 3.527387929799999711e+01, 3.916594204199999751e+01, 4.037886390599999942e+01, 3.650590803599999390e+01, 5.439749891399999626e+01
1.904000000000000000e+03, 3.846688352999999694e+01, 3.779270692199999360e+01, 5.847304598999999570e+01, 3.719476070999999706e+01, 4.724305273799999583e+01, 4.207924560599999353e+01, 3.553691713199999924e+01, 5.814291137399999343e+01, 6.380095858199999270e+01, 3.566899778399999832e+01, 3.919250323800000047e+01, 4.031176712399999928e+01, 3.693121041599999899e+01, 5.440316750999999584e+01
1.905000000000000000e+03, 3.745116809999999674e+01, 3.764526429600000057e+01, 5.948351855999999316e+01, 3.698834970599999394e+01, 4.624797367799999392e+01, 4.211125858799999833e+01, 3.539221813799999694e+01, 5.882927664599999673e+01, 6.388228598399999214e+01, 3.539565556199999463e+01, 4.127186093399999578e+01, 4.055033302199999667e+01, 3.679501037400000030e+01, 5.482492997399999268e+01
1.906000000000000000e+03, 3.762571197599999806e+01, 3.800630813399999397e+01, 5.932210548599999811e+01, 3.675957179399999575e+01, 4.639465943999999809e+01, 4.260282992999999863e+01, 3.580960498199999620e+01, 5.963312928599999196e+01, 6.439935418199999617e+01, 3.515898576600000069e+01, 4.051294315199999829e+01, 4.024046816999999976e+01, 3.747076378199999880e+01, 5.519485513799999410e+01
1.907000000000000000e+03, 3.763589810399999891e+01, 3.813941370599999914e+01, 5.896560677399999406e+01, 3.725710738199999383e+01, 4.655815388999999982e+01, 4.241135516399999972e+01, 3.601313832599999643e+01, 5.901440873399999276e+01, 6.428242657799999904e+01, 3.560746710599999432e+01, 4.097213490599999375e+01, 4.070308552199999497e+01, 3.711405614399999564e+01, 5.558765966999999364e+01
1.908000000000000000e+03, 3.747360202199999435e+01, 3.829203611999999879e+01, 6.004305786599999806e+01, 3.713019074999999702e+01, 4.650725872799999649e+01, 4.271501530799999813e+01, 3.562385794200000078e+01, 5.890952788199999901e+01, 6.467493940199999258e+01, 3.506132665799999870e+01, 4.152548921399999671e+01, 4.056757138799999751e+01, 3.726973360799999568e+01, 5.601930472799999450e+01
1.909000000000000000e+03, 3.821254568999999890e+01, 3.819595775399999837e+01, 5.972402392199999355e+01, 3.720711887999999590e+01, 4.690070186399999841e+01, 4.251037820399999845e+01, 3.573009878399999906e+01, 5.940948385799999443e+01, 6.491735663400000078e+01, 3.522189614399999869e+01, 4.026886633799999515e+01, 3.999874867199999784e+01, 3.688767890999999821e+01, 5.497174187999999617e+01
1.910000000000000000e+03, 3.714010882199999486e+01, 3.855142366199999771e+01, 6.017589143999999379e+01, 3.689941818599999834e+01, 4.739937668999999687e+01, 4.266917378999999499e+01, 3.631802837400000072e+01, 5.903318447999999563e+01, 6.505810180199999593e+01, 3.544552186199999966e+01, 3.965853436199999749e+01, 4.076207360999999452e+01, 3.726770347799999428e+01, 5.495501597399999838e+01
1.911000000000000000e+03, 3.829001781599999532e+01, 3.901736806199999563e+01, 5.927476206599999387e+01, 3.690016716599999569e+01, 4.632876890999999375e+01, 4.303771136999999669e+01, 3.548800085399999915e+01, 5.876275145399999644e+01, 6.568499411999999893e+01, 3.540750915599999615e+01, 4.001148527399999466e+01, 4.050017501399999986e+01, 3.727092803400000065e+01, 5.618136823199999696e+01
1.912000000000000000e+03, 3.761441026199999982e+01, 3.874794024599999887e+01, 5.850700631999999501e+01, 3.658317517799999763e+01, 4.549062875399999939e+01, 4.273221819599999804e+01, 3.535020824399999384e+01, 5.816631108599999322e+01, 6.467587759799999958e+01, 3.513352044599999857e+01, 4.024122503399999573e+01, 3.963044761199999755e+01, 3.699131803199999524e+01, 5.635465855199999652e+01
1.913000000000000000e+03, 3.743210852999999361e+01, 3.829192968599999602e+01, 5.757880723199999551e+01, 3.707007524999999504e+01, 4.592847851999999875e+01, 4.215935492999999923e+01, 3.549159595799999778e+01, 5.805196154999999436e+01, 6.495303173399999253e+01, 3.510605258999999734e+01, 4.034710715399999970e+01, 3.978477691199999811e+01, 3.671670648599999964e+01, 5.436191447999999582e+01
1.914000000000000000e+03, 3.721091502599999501e+01, 3.834911233799999764e+01, 5.887870538399999276e+01, 3.635174035800000070e+01, 4.674890726999999657e+01, 4.272030941399999904e+01, 3.543903727200000020e+01, 5.832916298999999327e+01, 6.413360819399999002e+01, 3.566028202199999697e+01, 3.941836406999999554e+01, 4.060884806999999341e+01, 3.713250076199999938e+01, 5.443786499399999457e+01
1.915000000000000000e+03, 3.766197049199999469e+01, 3.919994573399999638e+01, 5.835316188599999521e+01, 3.697963394399999970e+01, 4.702437422999999939e+01, 4.302206162999999606e+01, 3.578832606599999622e+01, 5.859833063399999276e+01, 6.521656231800000114e+01, 3.544561646999999738e+01, 3.925054130399999508e+01, 4.063840912799999927e+01, 3.740158562399999909e+01, 5.529061814399999264e+01
1.916000000000000000e+03, 3.742330210199999385e+01, 3.850210529999999665e+01, 6.029140386599999601e+01, 3.703539353400000067e+01, 4.637009289599999562e+01, 4.284278341199999574e+01, 3.598700286599999743e+01, 5.910582371399999602e+01, 6.547797604799998794e+01, 3.549091004999999655e+01, 4.010065331399999877e+01, 4.023603736199999759e+01, 3.749187713399999922e+01, 5.677103230199999473e+01
1.917000000000000000e+03, 3.823080503399999941e+01, 3.830969233799999785e+01, 5.813620603199999692e+01, 3.704569397999999580e+01, 4.650968305799999314e+01, 4.263885980999999958e+01, 3.626618713199999888e+01, 5.930453993399999746e+01, 6.643484924399999159e+01, 3.572749312199999849e+01, 3.972593467799999445e+01, 4.037628583799999404e+01, 3.742916779799999460e+01, 5.639773672799999815e+01
1.918000000000000000e+03, 3.792382178399999759e+01, 3.882325609799999455e+01, 5.881660705799999533e+01, 3.671669860199999391e+01, 4.675035398399999309e+01, 4.252070230199999656e+01, 3.610106069399999740e+01, 5.947341521399999209e+01, 6.561307232999999428e+01, 3.541971752999999978e+01, 4.071909004199999771e+01, 4.044305937599999368e+01, 3.726686777399999784e+01, 5.465699288999999794e+01
1.919000000000000000e+03, 3.801244976999999636e+01, 3.832054072199999695e+01, 5.941247977799999802e+01, 3.768529530600000044e+01, 4.678260348599999929e+01, 4.205861317799999455e+01, 3.604683454199999915e+01, 5.973825454199999285e+01, 6.614336199599999588e+01, 3.556269781199999613e+01, 4.155883853399999595e+01, 4.073195673000000028e+01, 3.756160717199999510e+01, 5.420366683199999613e+01
