year, CMCC-CM2-SR5, CanESM5, EC-Earth3-Veg, MIROC-ES2L, INM-CM4-8, NorESM2-LM, ACCESS-ESM1-5, IPSL-CM6A-LR, MPI-ESM1-2-LR, NorESM2-MM, TaiESM1, CNRM-ESM2-1, INM-CM5-0, UKESM1-0-LL, CESM2-WACCM, GFDL-ESM4
1.965000000000000000e+03, 2.876906127929687500e+02, 2.870019836425781250e+02, 2.870110778808593750e+02, 2.881954650878906250e+02, 2.867270812988281250e+02, 2.877105407714843750e+02, 2.876152648925781250e+02, 2.864143981933593750e+02, 2.868102722167968750e+02, 2.867828369140625000e+02, 2.868508300781250000e+02, 2.866744689941406250e+02, 2.865958557128906250e+02, 2.862714538574218750e+02, 2.870106811523437500e+02, 2.863884277343750000e+02
1.966000000000000000e+03, 2.875105895996093750e+02, 2.870673217773437500e+02, 2.871307983398437500e+02, 2.884194641113281250e+02, 2.867195129394531250e+02, 2.877895812988281250e+02, 2.876643066406250000e+02, 2.864226074218750000e+02, 2.869149780273437500e+02, 2.867081604003906250e+02, 2.868320617675781250e+02, 2.869310607910156250e+02, 2.866259155273437500e+02, 2.863701171875000000e+02, 2.870285339355468750e+02, 2.866186828613281250e+02
1.967000000000000000e+03, 2.872838439941406250e+02, 2.869120483398437500e+02, 2.869059143066406250e+02, 2.881602172851562500e+02, 2.868599853515625000e+02, 2.874006347656250000e+02, 2.873695983886718750e+02, 2.864405212402343750e+02, 2.869913024902343750e+02, 2.865556335449218750e+02, 2.869683227539062500e+02, 2.871001892089843750e+02, 2.865709228515625000e+02, 2.862001037597656250e+02, 2.871003112792968750e+02, 2.866920166015625000e+02
1.968000000000000000e+03, 2.875168457031250000e+02, 2.869776916503906250e+02, 2.869707336425781250e+02, 2.881000976562500000e+02, 2.868425598144531250e+02, 2.873324279785156250e+02, 2.875776367187500000e+02, 2.864461364746093750e+02, 2.870238952636718750e+02, 2.867306518554687500e+02, 2.870635070800781250e+02, 2.868125610351562500e+02, 2.865461730957031250e+02, 2.860549316406250000e+02, 2.871543579101562500e+02, 2.866797180175781250e+02
1.969000000000000000e+03, 2.875943908691406250e+02, 2.869490661621093750e+02, 2.871893005371093750e+02, 2.882944030761718750e+02, 2.868084411621093750e+02, 2.874376831054687500e+02, 2.877825012207031250e+02, 2.865223388671875000e+02, 2.869365539550781250e+02, 2.866971435546875000e+02, 2.869439086914062500e+02, 2.870263061523437500e+02, 2.865183410644531250e+02, 2.861230163574218750e+02, 2.870798950195312500e+02, 2.866569824218750000e+02
1.970000000000000000e+03, 2.876817321777343750e+02, 2.868564147949218750e+02, 2.872881164550781250e+02, 2.884556579589843750e+02, 2.868037719726562500e+02, 2.876037902832031250e+02, 2.877735595703125000e+02, 2.863278503417968750e+02, 2.868396911621093750e+02, 2.867527160644531250e+02, 2.870255432128906250e+02, 2.868276367187500000e+02, 2.865404052734375000e+02, 2.862721862792968750e+02, 2.870679321289062500e+02, 2.865965576171875000e+02
1.971000000000000000e+03, 2.878222351074218750e+02, 2.868328552246093750e+02, 2.873312072753906250e+02, 2.882095336914062500e+02, 2.868625183105468750e+02, 2.876524658203125000e+02, 2.876473999023437500e+02, 2.863636779785156250e+02, 2.868471984863281250e+02, 2.867528991699218750e+02, 2.869992980957031250e+02, 2.869842224121093750e+02, 2.865236206054687500e+02, 2.861774291992187500e+02, 2.870249328613281250e+02, 2.866189270019531250e+02
1.972000000000000000e+03, 2.876619873046875000e+02, 2.868541564941406250e+02, 2.873618164062500000e+02, 2.881931457519531250e+02, 2.866754150390625000e+02, 2.875724487304687500e+02, 2.876613464355468750e+02, 2.865032043457031250e+02, 2.868812255859375000e+02, 2.869846496582031250e+02, 2.868833618164062500e+02, 2.868656616210937500e+02, 2.865461730957031250e+02, 2.861880798339843750e+02, 2.872505187988281250e+02, 2.868118591308593750e+02
1.973000000000000000e+03, 2.875156250000000000e+02, 2.870897216796875000e+02, 2.874338073730468750e+02, 2.883432006835937500e+02, 2.866650695800781250e+02, 2.875643615722656250e+02, 2.877688903808593750e+02, 2.866538696289062500e+02, 2.870328674316406250e+02, 2.870213317871093750e+02, 2.869016113281250000e+02, 2.869912109375000000e+02, 2.866220703125000000e+02, 2.861879272460937500e+02, 2.873833007812500000e+02, 2.868507995605468750e+02
1.974000000000000000e+03, 2.873959045410156250e+02, 2.872188720703125000e+02, 2.874263000488281250e+02, 2.883865661621093750e+02, 2.867171630859375000e+02, 2.876320190429687500e+02, 2.876929931640625000e+02, 2.863999328613281250e+02, 2.870379333496093750e+02, 2.871507873535156250e+02, 2.869633483886718750e+02, 2.869167175292968750e+02, 2.865672302246093750e+02, 2.861653137207031250e+02, 2.871853942871093750e+02, 2.867099304199218750e+02
1.975000000000000000e+03, 2.874292297363281250e+02, 2.871712646484375000e+02, 2.873175964355468750e+02, 2.885233459472656250e+02, 2.868581848144531250e+02, 2.873324890136718750e+02, 2.876277770996093750e+02, 2.863751831054687500e+02, 2.868281555175781250e+02, 2.871853027343750000e+02, 2.870101013183593750e+02, 2.867826232910156250e+02, 2.866296691894531250e+02, 2.863106079101562500e+02, 2.870724792480468750e+02, 2.865502319335937500e+02
1.976000000000000000e+03, 2.876118469238281250e+02, 2.871114196777343750e+02, 2.874613342285156250e+02, 2.884145812988281250e+02, 2.868271179199218750e+02, 2.875188903808593750e+02, 2.876509094238281250e+02, 2.865349426269531250e+02, 2.867414550781250000e+02, 2.870931091308593750e+02, 2.868618469238281250e+02, 2.868286743164062500e+02, 2.866443786621093750e+02, 2.863345947265625000e+02, 2.872341613769531250e+02, 2.867045288085937500e+02
1.977000000000000000e+03, 2.877483825683593750e+02, 2.872914428710937500e+02, 2.875462341308593750e+02, 2.881853332519531250e+02, 2.868157653808593750e+02, 2.876337890625000000e+02, 2.877696838378906250e+02, 2.865242919921875000e+02, 2.868851623535156250e+02, 2.871975402832031250e+02, 2.867079162597656250e+02, 2.868512573242187500e+02, 2.867470703125000000e+02, 2.862856750488281250e+02, 2.873473815917968750e+02, 2.868288269042968750e+02
1.978000000000000000e+03, 2.877283630371093750e+02, 2.873486938476562500e+02, 2.874137878417968750e+02, 2.882709655761718750e+02, 2.868179931640625000e+02, 2.876209716796875000e+02, 2.877036132812500000e+02, 2.864822998046875000e+02, 2.869203796386718750e+02, 2.872984313964843750e+02, 2.867809448242187500e+02, 2.869331970214843750e+02, 2.867716369628906250e+02, 2.863963928222656250e+02, 2.874213562011718750e+02, 2.867456970214843750e+02
1.979000000000000000e+03, 2.878765869140625000e+02, 2.870749206542968750e+02, 2.874189758300781250e+02, 2.883595581054687500e+02, 2.869542541503906250e+02, 2.876455993652343750e+02, 2.878169555664062500e+02, 2.865558471679687500e+02, 2.870580444335937500e+02, 2.873763732910156250e+02, 2.870209960937500000e+02, 2.869942626953125000e+02, 2.868001708984375000e+02, 2.863144836425781250e+02, 2.872460021972656250e+02, 2.866914978027343750e+02
1.980000000000000000e+03, 2.879259948730468750e+02, 2.871722106933593750e+02, 2.875912780761718750e+02, 2.885419616699218750e+02, 2.869248962402343750e+02, 2.877376403808593750e+02, 2.879041442871093750e+02, 2.867095336914062500e+02, 2.872425231933593750e+02, 2.871741027832031250e+02, 2.871151733398437500e+02, 2.869993896484375000e+02, 2.867984924316406250e+02, 2.862694702148437500e+02, 2.872054138183593750e+02, 2.866424255371093750e+02
1.981000000000000000e+03, 2.879419555664062500e+02, 2.872370300292968750e+02, 2.877683410644531250e+02, 2.886350097656250000e+02, 2.869054565429687500e+02, 2.877674255371093750e+02, 2.877921142578125000e+02, 2.866078186035156250e+02, 2.871761779785156250e+02, 2.871716613769531250e+02, 2.869794006347656250e+02, 2.870095520019531250e+02, 2.867138366699218750e+02, 2.863868408203125000e+02, 2.874894714355468750e+02, 2.868147583007812500e+02
1.982000000000000000e+03, 2.878586730957031250e+02, 2.874051208496093750e+02, 2.874475402832031250e+02, 2.882897949218750000e+02, 2.869130554199218750e+02, 2.878214416503906250e+02, 2.876965942382812500e+02, 2.863341369628906250e+02, 2.871091003417968750e+02, 2.870731506347656250e+02, 2.868774108886718750e+02, 2.869174499511718750e+02, 2.867364807128906250e+02, 2.864250793457031250e+02, 2.873155822753906250e+02, 2.869033813476562500e+02
1.983000000000000000e+03, 2.878866271972656250e+02, 2.873158569335937500e+02, 2.874116516113281250e+02, 2.882037658691406250e+02, 2.865274963378906250e+02, 2.878802185058593750e+02, 2.877789611816406250e+02, 2.861874694824218750e+02, 2.869992980957031250e+02, 2.869011535644531250e+02, 2.869737548828125000e+02, 2.868011779785156250e+02, 2.864205017089843750e+02, 2.864349060058593750e+02, 2.871130371093750000e+02, 2.866460876464843750e+02
1.984000000000000000e+03, 2.878594970703125000e+02, 2.872534484863281250e+02, 2.874816589355468750e+02, 2.883633117675781250e+02, 2.868032531738281250e+02, 2.877233581542968750e+02, 2.878312072753906250e+02, 2.863459472656250000e+02, 2.872518005371093750e+02, 2.868950195312500000e+02, 2.870208129882812500e+02, 2.869896850585937500e+02, 2.864729309082031250e+02, 2.864276123046875000e+02, 2.872422790527343750e+02, 2.865567321777343750e+02
1.985000000000000000e+03, 2.877886962890625000e+02, 2.872722473144531250e+02, 2.875584716796875000e+02, 2.886696472167968750e+02, 2.869174499511718750e+02, 2.877087707519531250e+02, 2.876638793945312500e+02, 2.862493896484375000e+02, 2.873141784667968750e+02, 2.870836791992187500e+02, 2.868872680664062500e+02, 2.870839233398437500e+02, 2.865928344726562500e+02, 2.863478393554687500e+02, 2.872285156250000000e+02, 2.866419677734375000e+02
1.986000000000000000e+03, 2.877437438964843750e+02, 2.872884521484375000e+02, 2.874926452636718750e+02, 2.886735229492187500e+02, 2.869465026855468750e+02, 2.877904357910156250e+02, 2.877401123046875000e+02, 2.865549011230468750e+02, 2.872633972167968750e+02, 2.870427246093750000e+02, 2.868877868652343750e+02, 2.872000427246093750e+02, 2.866614685058593750e+02, 2.865323486328125000e+02, 2.871773681640625000e+02, 2.868066101074218750e+02
1.987000000000000000e+03, 2.879546813964843750e+02, 2.874657287597656250e+02, 2.874845581054687500e+02, 2.883714599609375000e+02, 2.869189758300781250e+02, 2.875972900390625000e+02, 2.877786254882812500e+02, 2.867991027832031250e+02, 2.871493835449218750e+02, 2.868877868652343750e+02, 2.870356140136718750e+02, 2.871412658691406250e+02, 2.866161499023437500e+02, 2.865260925292968750e+02, 2.872999877929687500e+02, 2.868318176269531250e+02
1.988000000000000000e+03, 2.879985046386718750e+02, 2.874736328125000000e+02, 2.875238037109375000e+02, 2.883896789550781250e+02, 2.869985656738281250e+02, 2.876658630371093750e+02, 2.878475952148437500e+02, 2.870099182128906250e+02, 2.871213073730468750e+02, 2.870293273925781250e+02, 2.871635742187500000e+02, 2.872186279296875000e+02, 2.867390747070312500e+02, 2.865142822265625000e+02, 2.875497741699218750e+02, 2.867713317871093750e+02
1.989000000000000000e+03, 2.879765319824218750e+02, 2.873872680664062500e+02, 2.877016296386718750e+02, 2.885192260742187500e+02, 2.870848999023437500e+02, 2.878439025878906250e+02, 2.878588256835937500e+02, 2.871544189453125000e+02, 2.872677307128906250e+02, 2.872785339355468750e+02, 2.872160339355468750e+02, 2.872407531738281250e+02, 2.868569641113281250e+02, 2.866728820800781250e+02, 2.875190734863281250e+02, 2.868845520019531250e+02
1.990000000000000000e+03, 2.879798278808593750e+02, 2.874992370605468750e+02, 2.878544616699218750e+02, 2.886928405761718750e+02, 2.872494812011718750e+02, 2.879118347167968750e+02, 2.878911132812500000e+02, 2.867328491210937500e+02, 2.874112243652343750e+02, 2.878237304687500000e+02, 2.872500305175781250e+02, 2.872813720703125000e+02, 2.868527526855468750e+02, 2.868170166015625000e+02, 2.874585876464843750e+02, 2.871471252441406250e+02
1.991000000000000000e+03, 2.881782531738281250e+02, 2.875283813476562500e+02, 2.879080505371093750e+02, 2.888572082519531250e+02, 2.871786499023437500e+02, 2.880091857910156250e+02, 2.879176330566406250e+02, 2.866467895507812500e+02, 2.873655700683593750e+02, 2.875272521972656250e+02, 2.871449279785156250e+02, 2.872277526855468750e+02, 2.869896545410156250e+02, 2.866140441894531250e+02, 2.873471374511718750e+02, 2.871454162597656250e+02
1.992000000000000000e+03, 2.877189025878906250e+02, 2.873017883300781250e+02, 2.874588317871093750e+02, 2.882000122070312500e+02, 2.867830505371093750e+02, 2.877101745605468750e+02, 2.877463989257812500e+02, 2.865537109375000000e+02, 2.871365661621093750e+02, 2.871268615722656250e+02, 2.868887634277343750e+02, 2.871993103027343750e+02, 2.865999450683593750e+02, 2.863664855957031250e+02, 2.873345642089843750e+02, 2.864822082519531250e+02
1.993000000000000000e+03, 2.876146545410156250e+02, 2.871655273437500000e+02, 2.873977355957031250e+02, 2.881165771484375000e+02, 2.867093200683593750e+02, 2.875622253417968750e+02, 2.877890014648437500e+02, 2.865986328125000000e+02, 2.872658386230468750e+02, 2.872303161621093750e+02, 2.870473937988281250e+02, 2.870599670410156250e+02, 2.864924011230468750e+02, 2.865787658691406250e+02, 2.873923339843750000e+02, 2.865610656738281250e+02
1.994000000000000000e+03, 2.876177673339843750e+02, 2.874034729003906250e+02, 2.876494445800781250e+02, 2.883392639160156250e+02, 2.869366455078125000e+02, 2.877061462402343750e+02, 2.877084655761718750e+02, 2.866634826660156250e+02, 2.872445983886718750e+02, 2.875010986328125000e+02, 2.871507263183593750e+02, 2.870447387695312500e+02, 2.867065124511718750e+02, 2.867202148437500000e+02, 2.874638061523437500e+02, 2.868095397949218750e+02
1.995000000000000000e+03, 2.877394714355468750e+02, 2.875066528320312500e+02, 2.877148132324218750e+02, 2.885686950683593750e+02, 2.870487365722656250e+02, 2.878124694824218750e+02, 2.879520568847656250e+02, 2.868728027343750000e+02, 2.871262512207031250e+02, 2.874682312011718750e+02, 2.871496887207031250e+02, 2.871746826171875000e+02, 2.868043212890625000e+02, 2.867151184082031250e+02, 2.874514770507812500e+02, 2.867926940917968750e+02
1.996000000000000000e+03, 2.877643127441406250e+02, 2.875978393554687500e+02, 2.878235473632812500e+02, 2.886965637207031250e+02, 2.871413574218750000e+02, 2.879836730957031250e+02, 2.881946716308593750e+02, 2.869644470214843750e+02, 2.874245605468750000e+02, 2.875340270996093750e+02, 2.872025451660156250e+02, 2.871950378417968750e+02, 2.869257202148437500e+02, 2.868638000488281250e+02, 2.874779663085937500e+02, 2.868738403320312500e+02
1.997000000000000000e+03, 2.879487915039062500e+02, 2.876929931640625000e+02, 2.879724731445312500e+02, 2.888035583496093750e+02, 2.872330627441406250e+02, 2.881270751953125000e+02, 2.881808471679687500e+02, 2.868899841308593750e+02, 2.875570983886718750e+02, 2.874209899902343750e+02, 2.873580017089843750e+02, 2.873485717773437500e+02, 2.869591979980468750e+02, 2.869446411132812500e+02, 2.875684814453125000e+02, 2.869554443359375000e+02
1.998000000000000000e+03, 2.879314575195312500e+02, 2.877887268066406250e+02, 2.880350646972656250e+02, 2.884247436523437500e+02, 2.872165222167968750e+02, 2.881442871093750000e+02, 2.883674011230468750e+02, 2.867902526855468750e+02, 2.875269165039062500e+02, 2.871116027832031250e+02, 2.873282165527343750e+02, 2.872366333007812500e+02, 2.870193786621093750e+02, 2.871178283691406250e+02, 2.875568542480468750e+02, 2.870101318359375000e+02
1.999000000000000000e+03, 2.879969482421875000e+02, 2.878583068847656250e+02, 2.878968200683593750e+02, 2.884236755371093750e+02, 2.872891845703125000e+02, 2.882596435546875000e+02, 2.884263000488281250e+02, 2.868824768066406250e+02, 2.875123596191406250e+02, 2.869650268554687500e+02, 2.873512268066406250e+02, 2.873431701660156250e+02, 2.870445861816406250e+02, 2.870737304687500000e+02, 2.876426086425781250e+02, 2.870505676269531250e+02
2.000000000000000000e+03, 2.879931335449218750e+02, 2.878606567382812500e+02, 2.878723754882812500e+02, 2.886050109863281250e+02, 2.873396301269531250e+02, 2.883957824707031250e+02, 2.883245849609375000e+02, 2.869773254394531250e+02, 2.874774475097656250e+02, 2.869944458007812500e+02, 2.873385009765625000e+02, 2.874176025390625000e+02, 2.870659484863281250e+02, 2.871506652832031250e+02, 2.878448181152343750e+02, 2.871635131835937500e+02
2.001000000000000000e+03, 2.882365417480468750e+02, 2.879197692871093750e+02, 2.880884399414062500e+02, 2.888185729980468750e+02, 2.873281250000000000e+02, 2.882818908691406250e+02, 2.884411315917968750e+02, 2.868798522949218750e+02, 2.875000000000000000e+02, 2.873069458007812500e+02, 2.873186950683593750e+02, 2.874295349121093750e+02, 2.870858459472656250e+02, 2.871738891601562500e+02, 2.880439453125000000e+02, 2.872863464355468750e+02
2.002000000000000000e+03, 2.884929809570312500e+02, 2.879136352539062500e+02, 2.879825439453125000e+02, 2.887546386718750000e+02, 2.871838073730468750e+02, 2.879192810058593750e+02, 2.886020812988281250e+02, 2.867871704101562500e+02, 2.875354309082031250e+02, 2.874538574218750000e+02, 2.873548889160156250e+02, 2.873189697265625000e+02, 2.871853027343750000e+02, 2.872974243164062500e+02, 2.880276794433593750e+02, 2.872354431152343750e+02
2.003000000000000000e+03, 2.884385986328125000e+02, 2.879419860839843750e+02, 2.881053466796875000e+02, 2.887481384277343750e+02, 2.873310852050781250e+02, 2.880267639160156250e+02, 2.885232849121093750e+02, 2.868827819824218750e+02, 2.876799316406250000e+02, 2.876482849121093750e+02, 2.873955383300781250e+02, 2.875219726562500000e+02, 2.872235412597656250e+02, 2.871798400878906250e+02, 2.879889831542968750e+02, 2.871676330566406250e+02
2.004000000000000000e+03, 2.882788696289062500e+02, 2.878888854980468750e+02, 2.881424865722656250e+02, 2.890118713378906250e+02, 2.874300842285156250e+02, 2.881083068847656250e+02, 2.885607604980468750e+02, 2.868815002441406250e+02, 2.876251220703125000e+02, 2.878744812011718750e+02, 2.875238952636718750e+02, 2.876210632324218750e+02, 2.872030944824218750e+02, 2.871772766113281250e+02, 2.879064331054687500e+02, 2.872519226074218750e+02
2.005000000000000000e+03, 2.883051757812500000e+02, 2.879147033691406250e+02, 2.880292053222656250e+02, 2.890284118652343750e+02, 2.873727111816406250e+02, 2.880341796875000000e+02, 2.886169128417968750e+02, 2.871733703613281250e+02, 2.875094299316406250e+02, 2.879324645996093750e+02, 2.876433410644531250e+02, 2.875044860839843750e+02, 2.871999816894531250e+02, 2.872309875488281250e+02, 2.878213806152343750e+02, 2.871892089843750000e+02
2.006000000000000000e+03, 2.884227600097656250e+02, 2.877495727539062500e+02, 2.880948791503906250e+02, 2.886432800292968750e+02, 2.873360595703125000e+02, 2.880722045898437500e+02, 2.885466003417968750e+02, 2.871902770996093750e+02, 2.875234375000000000e+02, 2.876477966308593750e+02, 2.875298461914062500e+02, 2.874824218750000000e+02, 2.872209167480468750e+02, 2.871673889160156250e+02, 2.877976684570312500e+02, 2.871014709472656250e+02
2.007000000000000000e+03, 2.885809631347656250e+02, 2.877967224121093750e+02, 2.881868591308593750e+02, 2.886179504394531250e+02, 2.873201599121093750e+02, 2.882803039550781250e+02, 2.884049377441406250e+02, 2.869312438964843750e+02, 2.876112365722656250e+02, 2.874205627441406250e+02, 2.876276855468750000e+02, 2.876455078125000000e+02, 2.871987609863281250e+02, 2.872447814941406250e+02, 2.879953308105468750e+02, 2.871560058593750000e+02
2.008000000000000000e+03, 2.886523132324218750e+02, 2.879270324707031250e+02, 2.880166320800781250e+02, 2.887944030761718750e+02, 2.873440856933593750e+02, 2.884217834472656250e+02, 2.885602722167968750e+02, 2.870175476074218750e+02, 2.877518005371093750e+02, 2.873518676757812500e+02, 2.876606140136718750e+02, 2.876944885253906250e+02, 2.871725463867187500e+02, 2.873509216308593750e+02, 2.880026245117187500e+02, 2.872402648925781250e+02
2.009000000000000000e+03, 2.885907287597656250e+02, 2.880982360839843750e+02, 2.879981689453125000e+02, 2.889005432128906250e+02, 2.874206848144531250e+02, 2.883592224121093750e+02, 2.886081848144531250e+02, 2.874340515136718750e+02, 2.876147766113281250e+02, 2.875150756835937500e+02, 2.877094116210937500e+02, 2.875808105468750000e+02, 2.871911926269531250e+02, 2.873785095214843750e+02, 2.879175109863281250e+02, 2.873417663574218750e+02
2.010000000000000000e+03, 2.884427490234375000e+02, 2.883952941894531250e+02, 2.881138000488281250e+02, 2.891445312500000000e+02, 2.874974670410156250e+02, 2.883702087402343750e+02, 2.885536804199218750e+02, 2.874837036132812500e+02, 2.876330261230468750e+02, 2.875331115722656250e+02, 2.879263000488281250e+02, 2.876986999511718750e+02, 2.871398620605468750e+02, 2.874220581054687500e+02, 2.879764709472656250e+02, 2.872460632324218750e+02
2.011000000000000000e+03, 2.885373229980468750e+02, 2.882469177246093750e+02, 2.882121887207031250e+02, 2.889201354980468750e+02, 2.874340820312500000e+02, 2.884757995605468750e+02, 2.886023254394531250e+02, 2.871073608398437500e+02, 2.877074890136718750e+02, 2.874944152832031250e+02, 2.879911804199218750e+02, 2.876977539062500000e+02, 2.871042480468750000e+02, 2.874817199707031250e+02, 2.881916198730468750e+02, 2.872644042968750000e+02
2.012000000000000000e+03, 2.886670837402343750e+02, 2.880933227539062500e+02, 2.882774353027343750e+02, 2.888511047363281250e+02, 2.874336242675781250e+02, 2.883729553222656250e+02, 2.886171875000000000e+02, 2.873522644042968750e+02, 2.876548767089843750e+02, 2.876053161621093750e+02, 2.878751525878906250e+02, 2.877107543945312500e+02, 2.871455993652343750e+02, 2.874356689453125000e+02, 2.882123107910156250e+02, 2.874387207031250000e+02
2.013000000000000000e+03, 2.886175231933593750e+02, 2.883121032714843750e+02, 2.881790466308593750e+02, 2.889418334960937500e+02, 2.875051574707031250e+02, 2.884830627441406250e+02, 2.887214660644531250e+02, 2.873236083984375000e+02, 2.875690307617187500e+02, 2.878309631347656250e+02, 2.878327636718750000e+02, 2.877205505371093750e+02, 2.871785278320312500e+02, 2.875185852050781250e+02, 2.880567016601562500e+02, 2.875454711914062500e+02
2.014000000000000000e+03, 2.885421752929687500e+02, 2.883785705566406250e+02, 2.882883911132812500e+02, 2.890893249511718750e+02, 2.874321289062500000e+02, 2.886679687500000000e+02, 2.887068786621093750e+02, 2.871983947753906250e+02, 2.876315612792968750e+02, 2.879884338378906250e+02, 2.878712158203125000e+02, 2.876058349609375000e+02, 2.871932983398437500e+02, 2.875765075683593750e+02, 2.880994262695312500e+02, 2.872757873535156250e+02
