year, GFDL-ESM4, EC-Earth3-Veg, MPI-ESM1-2-LR
2.080000000000000000e+03, 1.474576803227237718e-10, 5.723068925288686278e-10, 1.943754475145951793e-10
2.081000000000000000e+03, 2.500708509878611268e-10, 6.971006817784578917e-10, 1.950999034384849846e-10
2.082000000000000000e+03, 1.692784112531901139e-10, 5.258817222830821401e-10, 2.056231743508100314e-10
2.083000000000000000e+03, 1.835108228865884569e-10, 5.309982186737564649e-10, 1.703366031034676934e-10
2.084000000000000000e+03, 1.748788593655774495e-10, 4.773309511981189405e-10, 2.268212675402371765e-10
2.085000000000000000e+03, 1.635975292562978522e-10, 6.997155971932832092e-10, 1.693142082076248224e-10
2.086000000000000000e+03, 1.932508372715088432e-10, 6.067775138863811564e-10, 1.912413417247765530e-10
2.087000000000000000e+03, 1.830518202704673754e-10, 5.056776078293189007e-10, 1.940407147767903931e-10
2.088000000000000000e+03, 1.908593188730447607e-10, 6.384961460525679001e-10, 2.008495417437390492e-10
2.089000000000000000e+03, 2.382290846821461523e-10, 6.346960598662713808e-10, 2.221734005468984673e-10
2.090000000000000000e+03, 2.159143397257002448e-10, 5.907100190766476537e-10, 2.315783673414083651e-10
2.091000000000000000e+03, 2.366165545112717229e-10, 5.252789843532047282e-10, 1.736932938594231607e-10
2.092000000000000000e+03, 2.390432610768708487e-10, 5.285002760111904240e-10, 1.948011471893025693e-10
2.093000000000000000e+03, 1.455454635484124507e-10, 5.915676925883844179e-10, 1.917967054834521492e-10
2.094000000000000000e+03, 2.031598118261116369e-10, 7.054779558557021283e-10, 2.258513375241872399e-10
2.095000000000000000e+03, 2.284761180173986235e-10, 6.019791134860386329e-10, 2.375720294541725513e-10
2.096000000000000000e+03, 2.117874973073324126e-10, 5.181086234299525283e-10, 2.017702590013664951e-10
2.097000000000000000e+03, 2.000973880473047567e-10, 5.448142031626665473e-10, 2.235429671049339851e-10
2.098000000000000000e+03, 2.545346589353341023e-10, 6.866427289110311790e-10, 2.679527069468757031e-10
2.099000000000000000e+03, 2.185025081157017026e-10, 5.813554610429540737e-10, 2.062710945711097679e-10
2.100000000000000000e+03, 2.476208900980556477e-10, 5.810190698090635730e-10, 1.903391264371506444e-10
