year, NorESM2-MM, CESM2-WACCM, MIROC-ES2L, CMCC-ESM2, IPSL-CM6A-LR, UKESM1-0-LL, EC-Earth3-Veg, MPI-ESM1-2-LR, CNRM-ESM2-1, CanESM5, ACCESS-ESM1-5, INM-CM4-8, INM-CM5-0, NorESM2-LM, GFDL-ESM4, TaiESM1
2.025000000000000000e+03, 3.308417606988207083e-01, 3.069547364644464316e-01, 2.070192664081234313e-01, 1.844999342072873028e-01, 2.413266514225262394e-01, 1.066941460343210579e+00, 8.606405429116030792e-01, 5.615060850787183533e-01, 4.682083339505503372e-01, 2.029797603502815351e-01, 3.828613157507937403e-01, 5.354433421736841670e-01, 5.972211589636030604e-01, 1.987398570580683754e-01, 3.862699616987244067e-01, 2.462471601081542560e-01
2.026000000000000000e+03, 3.373776413461888057e-01, 3.628582993935041134e-01, 2.115677877466314027e-01, 1.775400969956881236e-01, 2.561838797606048046e-01, 1.055815522725035649e+00, 8.494221899514113883e-01, 5.699659031844775958e-01, 4.547023310491642989e-01, 1.905478268078585335e-01, 3.515708117232128616e-01, 5.663509133326182221e-01, 6.054690322168979622e-01, 2.645769323502380477e-01, 3.779661695587495651e-01, 2.592570918941063951e-01
2.027000000000000000e+03, 3.653327575461962629e-01, 3.881358650918008135e-01, 2.260568771242676134e-01, 2.080977464949164690e-01, 2.570102843707479101e-01, 1.046633112369920404e+00, 7.211669832191378582e-01, 6.071859780193911149e-01, 4.727610872882859194e-01, 1.939174406982629439e-01, 3.630230199703604610e-01, 5.611324585067198889e-01, 5.890713942910600354e-01, 3.162188751389828911e-01, 3.817845219460474504e-01, 2.412672135864662726e-01
2.028000000000000000e+03, 3.753805256573685134e-01, 4.468108939367348986e-01, 2.074590963802311061e-01, 2.646629564684584435e-01, 2.655599989378238934e-01, 1.034550722202046691e+00, 7.100426073288537143e-01, 6.187324979082654552e-01, 4.329298749978144900e-01, 2.141084357772837232e-01, 3.533062667899898868e-01, 5.116433314028993040e-01, 6.101760971926664112e-01, 3.728877683995478476e-01, 3.816706476437515261e-01, 2.317608351444680748e-01
2.029000000000000000e+03, 3.517566351753296794e-01, 3.818000087882882365e-01, 1.915203043556363283e-01, 2.644268489912979248e-01, 2.856384155688419524e-01, 9.601224349169933392e-01, 7.817370942249227683e-01, 5.944025735925454468e-01, 4.204527529911906147e-01, 1.988686089801903756e-01, 3.604670887990235051e-01, 5.089470107324430836e-01, 6.212638315853505899e-01, 3.135931700570747660e-01, 3.709911593684382392e-01, 2.670007140017731095e-01
2.030000000000000000e+03, 3.326704507184000681e-01, 4.202157696724079239e-01, 2.068236213999674056e-01, 2.405649180724313552e-01, 2.568542290721635979e-01, 9.220828566864576192e-01, 7.329168149892816286e-01, 5.404301775885069770e-01, 4.732795748260453239e-01, 2.042599317754194843e-01, 3.382261081635320465e-01, 4.889242890641196659e-01, 5.861408746578746776e-01, 2.598066207391759863e-01, 3.616150057315403177e-01, 2.975730860748486140e-01
2.031000000000000000e+03, 3.165306320385349870e-01, 4.271470307929879362e-01, 2.308300198835805395e-01, 2.286367627936570501e-01, 2.398347015588378484e-01, 9.307616037629786732e-01, 7.294053728112700474e-01, 5.533305239735150094e-01, 4.782144015766043865e-01, 2.046672682201921278e-01, 3.502963247095610688e-01, 4.637569004256104077e-01, 6.440130817954523579e-01, 2.941622668786822437e-01, 3.629502006188465857e-01, 2.701730549424462002e-01
2.032000000000000000e+03, 2.928298232893216668e-01, 4.032898629971158333e-01, 2.268462651309942624e-01, 2.602986106072203709e-01, 2.497855719982458589e-01, 1.007087971501552159e+00, 9.100833316547636276e-01, 6.000151209671652497e-01, 4.664217108170391479e-01, 2.125156486225534547e-01, 3.850170270946872142e-01, 4.758420480352688609e-01, 6.493331880666002309e-01, 2.880408344089196992e-01, 3.618222593988173474e-01, 2.316902508331309396e-01
2.033000000000000000e+03, 2.694285523744802680e-01, 3.348657641485316971e-01, 2.190083472145920584e-01, 2.730333411086410256e-01, 2.748956959331194105e-01, 1.043571340914257739e+00, 8.949835482351232718e-01, 6.027234968098549306e-01, 4.519606094704461396e-01, 2.007024330876250318e-01, 4.043715675832683654e-01, 5.326665409570847665e-01, 6.205896104086323639e-01, 3.424700051662707967e-01, 3.765098442774517662e-01, 2.345125697383165231e-01
2.034000000000000000e+03, 2.238391241780337548e-01, 2.716719655812736556e-01, 1.800391226302693604e-01, 2.233200768609657771e-01, 2.780930669788281850e-01, 1.054789829403230517e+00, 6.702320284493662461e-01, 5.868414510969973685e-01, 5.037794487506277452e-01, 2.066683746827553403e-01, 3.896329468509583394e-01, 4.850812668212381995e-01, 5.840268148724271358e-01, 3.833111883105733142e-01, 3.640651194886933006e-01, 2.348666403897006205e-01
2.035000000000000000e+03, 2.945003290467095303e-01, 2.971707007487592866e-01, 2.081846520811136692e-01, 2.016870688100500242e-01, 3.041421856694183079e-01, 1.034665124717433216e+00, 7.953165795954562078e-01, 5.689003685734593807e-01, 5.256399890793505003e-01, 2.104099130200797751e-01, 3.785023196860152206e-01, 5.086762950040325526e-01, 5.988328167861628470e-01, 3.221388523597200071e-01, 3.684285121160138510e-01, 2.440899459440582786e-01
2.036000000000000000e+03, 3.463064972180678880e-01, 3.131560921524199070e-01, 2.244887165223957703e-01, 2.382310846481247857e-01, 2.836672924182658262e-01, 1.040156653491931760e+00, 9.716998632062586738e-01, 5.886941728996177847e-01, 4.372127085685395542e-01, 2.182521727342222329e-01, 3.827459502807947223e-01, 6.339154018501577115e-01, 6.824199441507610153e-01, 3.416176730149092511e-01, 3.771177821958165421e-01, 2.735598355672885229e-01
2.037000000000000000e+03, 3.532602016258429289e-01, 3.898141672916338729e-01, 2.110421604791235806e-01, 2.689832452654417061e-01, 2.548299839139859801e-01, 1.008616208455475061e+00, 1.107772805156260310e+00, 5.949430950936114293e-01, 4.628831284043009586e-01, 2.218650947469169299e-01, 4.056220743556658292e-01, 5.749099169103818463e-01, 6.194074428706395352e-01, 3.326694409630578386e-01, 3.759233599070354037e-01, 2.605174341473691646e-01
2.038000000000000000e+03, 2.773989276320919517e-01, 4.356037714635581093e-01, 2.132235588074631316e-01, 2.786187089957316565e-01, 2.956439282331749241e-01, 1.018091325589157714e+00, 8.154141763023625700e-01, 6.070710708383824095e-01, 5.284701559007803917e-01, 2.123598626922493793e-01, 4.052136361688742361e-01, 5.439625683232087727e-01, 6.024709508880612407e-01, 3.175976696987294901e-01, 3.832849992795096528e-01, 2.497214442888459063e-01
2.039000000000000000e+03, 3.039872393378326709e-01, 4.481522002509218949e-01, 2.120643688440844166e-01, 2.870926601570636394e-01, 3.100998261501425879e-01, 9.904873698907461499e-01, 8.643433429979519023e-01, 6.180185522705216039e-01, 5.389149259966194982e-01, 2.123795211661061166e-01, 3.828629050416957336e-01, 4.989438449129947051e-01, 5.949313396537624365e-01, 3.006801740965082681e-01, 3.736700886040052461e-01, 2.718572742500334205e-01
2.040000000000000000e+03, 2.777156193201399392e-01, 4.353905493020798212e-01, 2.194080868603128787e-01, 2.689395206609569433e-01, 3.012249568286201606e-01, 1.061832809146828760e+00, 1.010269621264496154e+00, 5.700583085679880035e-01, 4.563801449232662288e-01, 2.040049404534807209e-01, 3.580104159284732690e-01, 4.873290009968956893e-01, 6.114862762987226530e-01, 3.213302197632282864e-01, 3.923984018250388783e-01, 2.775155956168163796e-01
2.041000000000000000e+03, 3.668642455171319261e-01, 4.443942180950016807e-01, 2.355581354890721735e-01, 2.614395938819452647e-01, 3.189688076959129592e-01, 1.001451562353198321e+00, 9.431911399179685462e-01, 5.502701004501001636e-01, 5.175026716416252226e-01, 2.109695331280263542e-01, 3.711788621243026776e-01, 5.032476835553520988e-01, 5.778120717162082975e-01, 2.899395882964501681e-01, 4.154264032373602422e-01, 2.565070451961504183e-01
2.042000000000000000e+03, 3.882592877276305754e-01, 4.172859996630978729e-01, 2.317285572095949819e-01, 2.917141859480446575e-01, 2.963553444943207160e-01, 9.475701709082503532e-01, 8.523234374261619006e-01, 5.870425196917181676e-01, 4.927414228801275664e-01, 2.228517908222991950e-01, 3.679463663168988097e-01, 5.265358849538528396e-01, 5.618994798172622929e-01, 3.897822658343964020e-01, 4.112000493224042819e-01, 2.579288384985972682e-01
2.043000000000000000e+03, 3.648160383440089971e-01, 4.017003372076388690e-01, 2.121029345789619547e-01, 3.225607820239494994e-01, 2.660952584983521940e-01, 1.008352832418939915e+00, 8.477757985008221864e-01, 6.343542785967112296e-01, 5.050706834765368303e-01, 2.122941038302807726e-01, 3.710768145614946611e-01, 5.297443388850492374e-01, 6.442294719175658546e-01, 3.748967441477781826e-01, 3.842910026435052417e-01, 2.330129006269889558e-01
2.044000000000000000e+03, 3.359677847278667584e-01, 4.039369977962730673e-01, 2.518195130614109267e-01, 3.458444362099291070e-01, 2.735774932782637503e-01, 1.020927777103336265e+00, 8.223971856984454432e-01, 6.000773869786891757e-01, 4.895057524794700354e-01, 2.282309923860577627e-01, 3.773058578225911286e-01, 5.131294719141490379e-01, 5.893515217000062645e-01, 3.829866355247273368e-01, 3.923541944901529632e-01, 2.693980523742073863e-01
2.045000000000000000e+03, 3.117417924340882274e-01, 4.050523501376467883e-01, 2.368909472514808545e-01, 3.150263115293231442e-01, 2.973707538890837943e-01, 1.021623725285706330e+00, 7.796344322226212986e-01, 6.188506287625384905e-01, 4.790333072772614553e-01, 2.278204363970293411e-01, 3.679319060594807844e-01, 5.354847269910126828e-01, 6.116805342458481176e-01, 3.036659085211730891e-01, 3.964208379711069430e-01, 3.068378091867675073e-01
2.046000000000000000e+03, 2.923617742188751589e-01, 4.632661156850749196e-01, 2.313180481618348217e-01, 2.893024223175765242e-01, 3.043482029624059448e-01, 1.033015696147243201e+00, 8.245907498093338894e-01, 5.826913575291750025e-01, 5.282741921231240978e-01, 2.320193501670120007e-01, 3.842997230497256500e-01, 5.297458837755900651e-01, 6.121680657002537274e-01, 3.029192562072395845e-01, 3.877554306872035284e-01, 2.792886775058682769e-01
2.047000000000000000e+03, 3.374649871229030706e-01, 3.256368701282681966e-01, 2.453087716991542155e-01, 2.822938821407365295e-01, 3.215323999028147917e-01, 1.051369168944944921e+00, 9.453811345321744275e-01, 5.851052743852338534e-01, 5.441423111765036902e-01, 2.375008373980277421e-01, 3.872093466302596321e-01, 5.448585238385625917e-01, 6.158179633154465815e-01, 3.310628196995451522e-01, 3.951720723582341499e-01, 2.766846244944418109e-01
2.048000000000000000e+03, 2.889252967738282774e-01, 3.770815589770608045e-01, 2.429874713501291583e-01, 2.779101560016103978e-01, 3.237970307369906209e-01, 1.049362394014213384e+00, 1.047277376477420363e+00, 5.825999910640142776e-01, 4.889509972552717465e-01, 2.284034740126950624e-01, 4.027727049293702288e-01, 5.188741434913819450e-01, 5.576082792502149443e-01, 3.253248518000427802e-01, 3.932001134106118401e-01, 2.827045831628907102e-01
2.049000000000000000e+03, 3.012953470106587428e-01, 4.236659249916888137e-01, 2.392185504071840663e-01, 3.138042555811360601e-01, 2.839349707913376708e-01, 1.081370454301156636e+00, 8.553612016789429173e-01, 5.936822295702598451e-01, 5.164540279220303232e-01, 2.430869782385707834e-01, 4.118944146155371633e-01, 6.051512914602548143e-01, 5.663606871776826202e-01, 3.373446989044385225e-01, 3.943115903689886625e-01, 2.709682922246810510e-01
2.050000000000000000e+03, 2.967043801394044222e-01, 4.149283471474877194e-01, 2.354439266723604152e-01, 3.178333092786351233e-01, 2.774819907632031235e-01, 1.072427694815499821e+00, 9.008039713382132163e-01, 5.975356713735383574e-01, 4.937288168622154805e-01, 2.411727987847437638e-01, 3.958849331229280510e-01, 5.387341479208967998e-01, 5.864965450321524276e-01, 3.347317143175679854e-01, 3.847724594225699346e-01, 2.389639930103042709e-01
2.051000000000000000e+03, 3.736386934628708745e-01, 3.878944112599346794e-01, 2.456071091413636609e-01, 2.387212564315618624e-01, 2.884455229945246946e-01, 1.069718409739556675e+00, 8.396195170938042240e-01, 6.062206798542101316e-01, 4.739909471023610599e-01, 2.346352423843602597e-01, 3.504516997001155265e-01, 5.190243568111818639e-01, 6.378697363655170260e-01, 2.688561565545575238e-01, 3.870297602520270663e-01, 2.500256936705554378e-01
2.052000000000000000e+03, 3.883485457827187126e-01, 4.975308576495822699e-01, 2.281819127000242475e-01, 2.230646500604612781e-01, 3.091673130544271286e-01, 1.108178045567766334e+00, 8.021938556043842761e-01, 5.899807998011147303e-01, 5.118581091229474911e-01, 2.349780404588729388e-01, 3.755610922092578741e-01, 5.200464995811228119e-01, 6.552584125084432998e-01, 2.831100621928517302e-01, 3.812625721704104298e-01, 2.671206085323297730e-01
2.053000000000000000e+03, 4.166044721551194208e-01, 3.964902909659503427e-01, 2.384241259453979966e-01, 2.831628018977437322e-01, 3.126413821708083352e-01, 1.147701554180277972e+00, 9.817088391308635975e-01, 5.923177539460854346e-01, 4.828822882690020912e-01, 2.397986658213146771e-01, 3.963553078323147072e-01, 5.166757792838873042e-01, 6.318735571031468545e-01, 2.887402006126221221e-01, 4.076403616913273908e-01, 3.044541927023800554e-01
2.054000000000000000e+03, 3.561405378448442849e-01, 2.818076615376740035e-01, 2.181684369781997923e-01, 3.000903613309975904e-01, 2.979881588186374941e-01, 1.056926910261808183e+00, 1.133300084288780152e+00, 5.549551746684622255e-01, 4.993916824457671488e-01, 2.383309978066399382e-01, 4.162643814764860339e-01, 5.327634518778523454e-01, 6.033990306561345385e-01, 3.476786349436227219e-01, 4.047249614483509061e-01, 3.333430360775198054e-01
2.055000000000000000e+03, 4.348338577714976338e-01, 4.147599733609440564e-01, 2.291723760383349573e-01, 2.939682192452652831e-01, 3.423272916832266755e-01, 1.009649913556534884e+00, 8.332694440248147316e-01, 5.760730177521548034e-01, 5.398385110847773172e-01, 2.480241555584765112e-01, 4.110056827868893148e-01, 6.386160304663520693e-01, 6.201923597266999488e-01, 3.021611291400699284e-01, 3.932947099199012309e-01, 3.310490520270920056e-01
2.056000000000000000e+03, 4.335975273031509314e-01, 4.672097456967982398e-01, 2.385827687030119548e-01, 3.208588483907994782e-01, 3.420836170400864407e-01, 1.014119163401382862e+00, 8.607867290244164415e-01, 6.037942275674571535e-01, 4.535640949211840467e-01, 2.552389898172587324e-01, 4.083241705077683692e-01, 5.877556307727402896e-01, 5.829176842615920728e-01, 4.162659009456413650e-01, 4.152712937273518867e-01, 3.026534386824042966e-01
2.057000000000000000e+03, 4.644241743268998635e-01, 3.399567383588789626e-01, 2.456917587307335948e-01, 2.672393452221710208e-01, 3.179902525620500464e-01, 1.023276446279378638e+00, 1.227107617314734611e+00, 5.553345182809914515e-01, 4.889784090404972750e-01, 2.568574282494273664e-01, 4.255725187413394450e-01, 6.253056351728162321e-01, 6.546795420313461511e-01, 3.914374679811936097e-01, 4.095233201808380907e-01, 3.163660492109726663e-01
2.058000000000000000e+03, 3.434663824087186845e-01, 4.852953703561504462e-01, 2.257194813296408975e-01, 2.542656436231860440e-01, 3.372250800569840390e-01, 1.087697656887458786e+00, 1.071713282656204358e+00, 5.646877539911320243e-01, 5.363363488499655052e-01, 2.397628333649262089e-01, 4.293736377919876168e-01, 5.594570912884980762e-01, 6.180185765945075405e-01, 3.971921338939116697e-01, 4.285391182891686301e-01, 3.096532909162186820e-01
2.059000000000000000e+03, 2.776841446720300088e-01, 4.867975489506005671e-01, 2.432015307136750348e-01, 2.748555176417473711e-01, 3.057855238880931026e-01, 1.034905383755272634e+00, 9.657531806885158998e-01, 5.694566528706144215e-01, 4.996630728265396559e-01, 2.658551827191981687e-01, 3.790859031602553664e-01, 5.178938108574839827e-01, 6.186759347863411973e-01, 3.177487837588361952e-01, 4.257758024267888630e-01, 3.380012246315030056e-01
2.060000000000000000e+03, 3.844864502308746324e-01, 3.356756799787705137e-01, 2.435506578433573044e-01, 3.401627432772943438e-01, 3.000285439292383893e-01, 1.002829801543188681e+00, 1.124572574681939496e+00, 5.999552633434563909e-01, 5.235489001651226770e-01, 2.455595102899986171e-01, 3.748946376180204432e-01, 5.263855164922990326e-01, 7.023468066128719656e-01, 2.848487107863587053e-01, 4.443567020522899425e-01, 3.208762468122151601e-01
2.061000000000000000e+03, 3.280017657296139255e-01, 4.389817453447282802e-01, 2.459267812799915409e-01, 3.262795798437088113e-01, 2.965177641951425302e-01, 1.047004106714404470e+00, 1.215620234504178887e+00, 6.390699614210646473e-01, 4.971672405920497528e-01, 2.667890158822477931e-01, 4.029940343147807025e-01, 5.321591222013164479e-01, 6.594355802708264935e-01, 3.648221060893759859e-01, 4.390233798232365814e-01, 2.744111587390418716e-01
2.062000000000000000e+03, 3.010055732696543807e-01, 4.969684146935652302e-01, 2.425931970911915647e-01, 3.030292288290553082e-01, 3.131660592076297989e-01, 1.100458338034921990e+00, 9.235024938024156693e-01, 6.245299058131807968e-01, 5.573736020974359162e-01, 2.609138505362657012e-01, 4.072931118806421558e-01, 5.658873055078535996e-01, 6.545752775042871230e-01, 3.831857352864473376e-01, 4.563938130839934604e-01, 2.819397945009947115e-01
2.063000000000000000e+03, 2.194912597495798368e-01, 4.713877238119660307e-01, 2.414809857053061559e-01, 3.151574513390403287e-01, 3.215830939687511214e-01, 1.059387704038049938e+00, 7.801091749138931997e-01, 5.385377805348654512e-01, 5.836132704471534982e-01, 2.733809443542106754e-01, 4.272705486349161474e-01, 5.859127974847608833e-01, 6.119871784320098929e-01, 3.262315562904057886e-01, 4.213402473139323812e-01, 3.376566044970208957e-01
2.064000000000000000e+03, 3.359941753214960580e-01, 4.458663216995611966e-01, 2.280407089532179299e-01, 3.571058988681874991e-01, 3.137792333861974536e-01, 1.057996429953126150e+00, 9.268849914965449077e-01, 6.126738864450427258e-01, 5.408581545939439295e-01, 2.587203221478104331e-01, 4.162859942190326734e-01, 6.103091225138109754e-01, 6.174523479492700639e-01, 3.303820475198043227e-01, 4.288615794057295538e-01, 3.344526747785565579e-01
2.065000000000000000e+03, 3.788246073715432205e-01, 4.043092715695333905e-01, 2.576891840347775853e-01, 3.345819888260103681e-01, 3.307243015772626804e-01, 1.160359140115091892e+00, 1.293750757489582348e+00, 6.004265539188069489e-01, 5.330289767051905603e-01, 2.655645004796557407e-01, 4.119822525703639160e-01, 5.979701569744774181e-01, 5.645636984944604198e-01, 3.354591800326282569e-01, 4.547527082151879840e-01, 2.927757220720964004e-01
2.066000000000000000e+03, 3.919793249007618718e-01, 4.921605326762556465e-01, 2.292614602097380050e-01, 2.808000663717438172e-01, 3.076974745953316992e-01, 1.078961063109578955e+00, 1.055025716441767569e+00, 5.922067204062009260e-01, 5.292240120345167442e-01, 2.756147359766369931e-01, 4.300335261731507153e-01, 5.892326863057851805e-01, 6.480037564199528921e-01, 4.185749907273887405e-01, 4.166844483379855690e-01, 2.980305151207484626e-01
2.067000000000000000e+03, 3.942976664796437047e-01, 4.587756531025308226e-01, 2.421289003786944172e-01, 2.465930523430747145e-01, 3.224687831863609078e-01, 1.063510235085854516e+00, 1.006825512012914814e+00, 5.768045054879773481e-01, 6.127191247031824606e-01, 2.872313744412535730e-01, 4.293577957205073070e-01, 5.577195474066130032e-01, 6.262448278212946473e-01, 4.054098070911823504e-01, 4.311502798018619909e-01, 3.597401760923853442e-01
2.068000000000000000e+03, 4.345054909094652196e-01, 3.898120363708461600e-01, 2.193091539035715853e-01, 2.949421436811890951e-01, 3.122071238952308647e-01, 1.050675441174798053e+00, 1.195148434008970195e+00, 5.808044755964771877e-01, 5.448402224334949473e-01, 2.904745477727744829e-01, 4.215879829943768309e-01, 6.137666921638484929e-01, 5.889761308672883944e-01, 3.107023976966952206e-01, 4.078739255030265909e-01, 3.432929138692958904e-01
2.069000000000000000e+03, 3.249026145705329882e-01, 5.016944729854740936e-01, 2.518829557815890907e-01, 4.056911171279097839e-01, 3.250973143680088162e-01, 1.103252181607827120e+00, 1.113296802833716237e+00, 5.962342706950435334e-01, 5.410532242281742565e-01, 2.724980715997564196e-01, 4.235319750629255031e-01, 5.782796375088284924e-01, 6.381041020720342738e-01, 3.547912293951923646e-01, 4.324241537632204646e-01, 3.012316509466478887e-01
2.070000000000000000e+03, 3.732176692615782332e-01, 5.319921715199485979e-01, 2.585273867716609275e-01, 3.143446148080397684e-01, 3.124597860897131985e-01, 1.044815597323178524e+00, 8.355654632661667636e-01, 6.036348753235980524e-01, 5.479367198765882074e-01, 2.762715611421454054e-01, 4.204120962858260979e-01, 5.775823645176521026e-01, 6.346971116675935720e-01, 3.854440940832132845e-01, 4.185318371186362851e-01, 3.159126390137494411e-01
2.071000000000000000e+03, 3.481060581485771466e-01, 5.591076938422001597e-01, 2.533444776166262069e-01, 2.594635714540881044e-01, 3.346997228785151268e-01, 9.965810027687016515e-01, 8.539874540649919910e-01, 6.076790966772130931e-01, 5.184391442459376220e-01, 2.557708494814339151e-01, 4.279711557073932471e-01, 5.880964632640104384e-01, 6.519722938437578774e-01, 3.817954032246466123e-01, 4.317199816661735912e-01, 3.522242950451677790e-01
2.072000000000000000e+03, 4.524504618139699730e-01, 5.120457600132654052e-01, 2.418598257428965781e-01, 2.711854147081860233e-01, 3.436146021315363286e-01, 1.069650032792645256e+00, 1.192667130693001454e+00, 5.535634875218260476e-01, 5.201619459662834011e-01, 2.766573782383746072e-01, 4.375949120504697420e-01, 6.091000190759976451e-01, 5.763604532982504747e-01, 3.374312426942285836e-01, 4.554770576990004316e-01, 3.252453100636746308e-01
2.073000000000000000e+03, 4.696043623974797687e-01, 4.495275023267962800e-01, 2.407187060486061236e-01, 2.843690413142149764e-01, 3.228564871518154189e-01, 1.070771555823288645e+00, 1.425258614115124889e+00, 5.994826364078794656e-01, 5.671294901893346729e-01, 2.856234779593934681e-01, 4.239670124625202763e-01, 6.074625044738719559e-01, 6.363025052319194463e-01, 3.242809314633051665e-01, 5.026859595294531635e-01, 3.205966675249044551e-01
2.074000000000000000e+03, 4.553307816748578540e-01, 5.680319852083304255e-01, 2.045939132783956282e-01, 3.274699936816779511e-01, 3.341686595460586773e-01, 1.021617374119495603e+00, 1.073137211615861064e+00, 6.133215287573171581e-01, 5.963717954345466588e-01, 2.876993559809160605e-01, 4.160757178878394802e-01, 5.911096898528714894e-01, 6.544211090939309194e-01, 4.075098280919864369e-01, 4.970557501061287908e-01, 2.947339759076282317e-01
2.075000000000000000e+03, 5.194073597244897034e-01, 5.545173699134887668e-01, 2.493881615255769957e-01, 3.355445625460241610e-01, 3.395759453848549714e-01, 1.040562243210643834e+00, 1.040162090971237019e+00, 6.130233813862360215e-01, 5.656991299961457997e-01, 3.258709324740103330e-01, 4.065941274067704225e-01, 5.979941519519100801e-01, 5.871094705592068141e-01, 4.193234258280017501e-01, 4.629384211658517101e-01, 3.039980317786385444e-01
2.076000000000000000e+03, 3.869910705155498731e-01, 4.460247743839417245e-01, 2.619199198014511842e-01, 2.468419095990951606e-01, 3.701249157826874137e-01, 1.125474975634441988e+00, 1.305257062496865128e+00, 5.850012791453264027e-01, 5.489330703305725923e-01, 3.053154990399661317e-01, 4.017145397416169161e-01, 5.760870937086830512e-01, 6.434567008397067411e-01, 4.723283437595343082e-01, 4.463240014432660052e-01, 3.113257520539701173e-01
