year, CESM2-WACCM, MIROC-ES2L, EC-Earth3-Veg, TaiESM1, NorESM2-MM, CMCC-CM2-SR5, CanESM5, MPI-ESM1-2-LR, GFDL-ESM4, ACCESS-ESM1-5, UKESM1-0-LL, CNRM-ESM2-1, IPSL-CM6A-LR, NorESM2-LM
2.025000000000000000e+03, 7.334839449902724740e-01, 7.423226071820012706e-01, 1.864250882107451712e+00, 4.932970569372194802e-01, 6.090531868186542797e-01, 6.502484836243870303e-01, 2.025032343765973408e+00, 1.169853132187385070e+00, 5.283052918979923573e-01, 1.182078326850901195e+00, 1.066274429414157288e+00, 1.046773929031960204e+00, 5.770342508417996008e-01, 4.526690603786882039e-01
2.026000000000000000e+03, 7.936606029141277663e-01, 7.497820289247365544e-01, 1.908481246793530595e+00, 4.940200612432951166e-01, 6.873074047553557886e-01, 6.451021853128169337e-01, 2.033730798580752896e+00, 1.366730412782009019e+00, 5.473624071736254981e-01, 1.192450139331785008e+00, 1.084043423217716740e+00, 9.808682053363968478e-01, 6.135108512849462015e-01, 5.746242351776273960e-01
2.027000000000000000e+03, 8.132614287002338793e-01, 7.535834779640857573e-01, 1.975082516716070380e+00, 5.159191771823337103e-01, 7.531607022517889938e-01, 6.351184319604687989e-01, 2.169134920658126742e+00, 1.436849186273604806e+00, 5.485529062411858003e-01, 1.173273474418136786e+00, 1.091936745427923849e+00, 1.027533853803859865e+00, 6.076182128798226501e-01, 6.470824360945779397e-01
2.028000000000000000e+03, 8.252130946274146561e-01, 7.694493518077791805e-01, 1.861334695875553669e+00, 4.943005035690331561e-01, 7.212068842321576190e-01, 6.232244043103984943e-01, 2.270953330897637290e+00, 1.411874996511006453e+00, 5.472518868697823224e-01, 1.220437423533905497e+00, 1.093220935627478463e+00, 9.635064474654998490e-01, 6.048901535554237485e-01, 6.676263379039113488e-01
2.029000000000000000e+03, 7.955939702194942953e-01, 7.379854967399915866e-01, 1.751612747506341883e+00, 4.929458559333746437e-01, 6.772094562101168558e-01, 6.334615079483896238e-01, 2.061198115036376510e+00, 1.240896301649540012e+00, 5.376029163607800587e-01, 1.210067970409542948e+00, 9.459802666840457785e-01, 9.199306669274631698e-01, 6.364224516701751933e-01, 5.669580261231520479e-01
2.030000000000000000e+03, 7.990798996615456895e-01, 7.649616239238095083e-01, 1.732262034201592638e+00, 5.179712642206590889e-01, 6.533443017013832455e-01, 6.156912649948298455e-01, 2.149882487410658349e+00, 9.993229031773724902e-01, 5.203891285908676112e-01, 1.188710043863196786e+00, 9.447684511548973818e-01, 1.076494274919018279e+00, 6.266956241558953034e-01, 5.964672592600115397e-01
2.031000000000000000e+03, 7.949427916391561544e-01, 7.356329198099132993e-01, 1.863548113101017867e+00, 5.375336017462611915e-01, 7.070929435103057159e-01, 6.625307517141045821e-01, 2.156193157848039998e+00, 1.299601286054121729e+00, 5.263721097707270147e-01, 1.187201118445455617e+00, 9.833571095674734641e-01, 1.018816099582899426e+00, 5.998336906038486127e-01, 5.997414842878072694e-01
2.032000000000000000e+03, 7.992927010339369032e-01, 7.874377104421447227e-01, 1.806042623696805238e+00, 5.250640907289358950e-01, 6.580989459270686348e-01, 6.258446558432174678e-01, 2.100400013511310338e+00, 1.401538022845177478e+00, 5.241509852436879724e-01, 1.226193581333824056e+00, 1.006448235561037574e+00, 9.903373317167389889e-01, 6.121654382350638635e-01, 6.162093140606008657e-01
2.033000000000000000e+03, 7.323658353039819158e-01, 7.433937248784809881e-01, 1.748044665729979075e+00, 5.037026729173464945e-01, 6.317201042039545245e-01, 6.418671068341701424e-01, 2.045738785729321219e+00, 1.534308444148725137e+00, 5.257640256119517908e-01, 1.243560254356432804e+00, 1.044947813963599259e+00, 1.013934179738183339e+00, 6.370228645240842980e-01, 6.828175652469657964e-01
2.034000000000000000e+03, 6.964599964733624304e-01, 7.592860909964254112e-01, 2.101151312596836629e+00, 5.225007399518710738e-01, 5.703882265459467860e-01, 6.546996204312164336e-01, 2.254535051774600785e+00, 1.373088300681595042e+00, 5.183611246291713881e-01, 1.277607302328179539e+00, 1.057233300989870006e+00, 1.103486405178383922e+00, 6.723496449981342105e-01, 7.462080949294029875e-01
2.035000000000000000e+03, 7.019200130459974929e-01, 7.529554134556486478e-01, 1.881936008800909832e+00, 5.154181798181726171e-01, 6.791537628810103699e-01, 6.366634244425634082e-01, 2.325977772215634065e+00, 1.194472527517026705e+00, 5.274956987091868887e-01, 1.284215046924127579e+00, 1.058338568125758217e+00, 1.069176319270127795e+00, 6.738340788802167358e-01, 6.295069184649079164e-01
2.036000000000000000e+03, 7.672141882895594511e-01, 7.739778500917903203e-01, 1.643759833148530136e+00, 5.073446206814092863e-01, 7.270215708988038150e-01, 6.411214252944429370e-01, 2.231025606738395339e+00, 1.357357503207538230e+00, 5.481285961764624792e-01, 1.284785918562683316e+00, 1.086261105066347765e+00, 9.445015566912631222e-01, 7.136916213431637734e-01, 6.377172225654631488e-01
2.037000000000000000e+03, 8.281812721637688002e-01, 7.752045090502065472e-01, 1.828024902809237906e+00, 5.302666737469887703e-01, 7.305316905384944270e-01, 6.543570157898822570e-01, 2.330274607463148406e+00, 1.406692275063300412e+00, 5.263568024748773722e-01, 1.276421251188473382e+00, 1.058384636075021978e+00, 1.061137650690989975e+00, 6.279979017619614634e-01, 6.486681981680360032e-01
2.038000000000000000e+03, 8.319116639092657417e-01, 7.729133637268645884e-01, 2.135639033341662163e+00, 5.247236849496645927e-01, 6.551592685062284094e-01, 7.172541766948695718e-01, 2.307027379228758779e+00, 1.364426501137524284e+00, 5.568172579642326481e-01, 1.290107058079836833e+00, 1.094579569982340628e+00, 1.125904268063285807e+00, 6.851224392926764661e-01, 6.728074292228333197e-01
2.039000000000000000e+03, 8.422228178841794088e-01, 7.661177045574938393e-01, 2.145871817360409217e+00, 5.106403927158031930e-01, 6.158203136263081801e-01, 6.244162652226235011e-01, 2.190170401547338219e+00, 1.461191853506443872e+00, 5.440081959770624032e-01, 1.287988318711463132e+00, 1.086953119065360740e+00, 1.117384411649127163e+00, 7.182368718408905783e-01, 6.271621139590974892e-01
2.040000000000000000e+03, 8.419436074419908156e-01, 7.844648899171248191e-01, 1.882269099903262966e+00, 5.712823224064054184e-01, 6.593241874302060435e-01, 6.957976855315488596e-01, 2.033098607326405904e+00, 1.180552944420030670e+00, 5.572686325151118281e-01, 1.280679227275372645e+00, 1.225416590585182819e+00, 1.059784267489982224e+00, 7.369320905731097104e-01, 6.613368701933186600e-01
2.041000000000000000e+03, 8.959514288881686994e-01, 7.630622257917984985e-01, 1.866963710818912547e+00, 5.761209957233617285e-01, 7.694244762563666740e-01, 7.097251570192935066e-01, 2.281235096683568830e+00, 1.063343488125364056e+00, 5.989373330204024182e-01, 1.241184706493755341e+00, 1.111083154532297890e+00, 1.181302780585543832e+00, 7.302115972001463895e-01, 5.958076070478621755e-01
2.042000000000000000e+03, 8.053605925695445089e-01, 7.746609720953205880e-01, 2.167682083578120089e+00, 5.156946028704747498e-01, 8.131377178761584057e-01, 6.954529209120400290e-01, 2.339570889796921183e+00, 1.442046113025907683e+00, 5.899536918712908751e-01, 1.266372958813940075e+00, 1.032425169280015487e+00, 1.048731170321740125e+00, 7.339081665869359172e-01, 7.833198828363848731e-01
2.043000000000000000e+03, 8.535851548606345762e-01, 7.654053367874776859e-01, 2.049523907257028821e+00, 5.418526082766907948e-01, 7.225330956301432295e-01, 7.265096730415526727e-01, 2.330720751466407670e+00, 1.417818014150192596e+00, 5.779555604592419016e-01, 1.250958370727866642e+00, 1.130902261718608859e+00, 1.159772154003710254e+00, 6.819598431797683213e-01, 6.578718207764567838e-01
2.044000000000000000e+03, 8.306333223710954394e-01, 7.924811695304926351e-01, 1.925800762961832335e+00, 5.295292982974463269e-01, 7.324314191378535899e-01, 7.295048904806472612e-01, 2.513743002379321911e+00, 1.331471465477161997e+00, 5.838433993257292620e-01, 1.271618774933523044e+00, 1.098679598917051914e+00, 1.092159783705250131e+00, 6.786245182173354928e-01, 6.797422171638975996e-01
2.045000000000000000e+03, 8.801846399340578220e-01, 8.006466781908949670e-01, 1.949936991764450900e+00, 5.290183367240753887e-01, 6.794171040491826519e-01, 7.370663875226766137e-01, 2.602294712020500445e+00, 1.519327516682507762e+00, 5.893695611487358432e-01, 1.280780445699241099e+00, 1.081063355738235421e+00, 1.107091236198832984e+00, 6.909927016687658075e-01, 6.239008028672787809e-01
2.046000000000000000e+03, 8.348649231562610407e-01, 8.344236970814790100e-01, 1.894457682063196424e+00, 5.730088984506239713e-01, 7.059895731427363597e-01, 7.216718934571670907e-01, 2.428931051147048770e+00, 1.277172578886152321e+00, 5.826756286617021940e-01, 1.274122818579606964e+00, 1.071844244350483866e+00, 1.164721677278493850e+00, 7.382415350113890051e-01, 6.611912131763288958e-01
2.047000000000000000e+03, 7.176671448967675282e-01, 7.933547426000597813e-01, 1.855849761239239060e+00, 5.508376138415006507e-01, 7.071154982008469592e-01, 7.235327740778401129e-01, 2.225752941506244476e+00, 1.381950555581913820e+00, 5.872724104042981175e-01, 1.304709618671432647e+00, 1.052939443452340917e+00, 1.147702476680233064e+00, 7.760208102152645893e-01, 6.707286541518502343e-01
2.048000000000000000e+03, 8.458595055460307321e-01, 7.847944312209328421e-01, 1.896360432416058783e+00, 5.508762354880909484e-01, 6.781482003819593318e-01, 7.021736069229189692e-01, 2.372318749525346604e+00, 1.207209474196905052e+00, 5.784551611497826817e-01, 1.303800566007850881e+00, 1.177080159052751984e+00, 1.099247042864290869e+00, 7.693030151614097534e-01, 6.930656521437505990e-01
2.049000000000000000e+03, 9.083065824325439186e-01, 8.017778712560335030e-01, 2.118524161581740284e+00, 5.716185765607191271e-01, 6.482741776844244130e-01, 7.245597477064290581e-01, 2.654208371407186462e+00, 1.429200804582291040e+00, 5.744622151941106702e-01, 1.354243883067184573e+00, 1.210857087700916823e+00, 1.143560536401592165e+00, 7.560095689036667732e-01, 7.008540432876545490e-01
2.050000000000000000e+03, 8.294480627575113729e-01, 8.214691532379345684e-01, 2.028507575088930537e+00, 5.535790539207178229e-01, 6.953104480084454364e-01, 6.630726124334770377e-01, 2.659279311652207323e+00, 1.288338246373443186e+00, 5.813585376879238931e-01, 1.345766256060983102e+00, 1.183412143593663091e+00, 1.072748452976048927e+00, 7.122739137007504384e-01, 6.761693163837594334e-01
2.051000000000000000e+03, 8.739365731285821948e-01, 8.093100307517169245e-01, 2.058709171299148100e+00, 5.163741971648824203e-01, 7.947016008314033986e-01, 7.397431627668105136e-01, 2.433771492410170545e+00, 1.448453762634505315e+00, 5.707489421625572268e-01, 1.322470067513537684e+00, 1.154199697252324741e+00, 1.057961999338658865e+00, 7.035644737702846374e-01, 6.210637941672598750e-01
2.052000000000000000e+03, 9.151651417724894211e-01, 8.177690697652890695e-01, 2.049002408325390601e+00, 5.463196670472915129e-01, 7.439296656223980397e-01, 7.331882456384657409e-01, 2.320639523655902536e+00, 1.258031670895812804e+00, 5.639233798996442504e-01, 1.329551481170427873e+00, 1.282613176505714270e+00, 1.179336214880507328e+00, 7.282653465255761738e-01, 6.388496183696747988e-01
2.053000000000000000e+03, 7.991924463449304739e-01, 8.160670263898972543e-01, 1.981035531477465916e+00, 5.579260890700170616e-01, 8.176674314359736462e-01, 7.722259413292384966e-01, 2.569301769767654342e+00, 1.242792521661629790e+00, 6.031078493237935767e-01, 1.317378034514395502e+00, 1.320189280882857918e+00, 1.010997226160540885e+00, 7.626764095472484684e-01, 7.035695247338387137e-01
2.054000000000000000e+03, 7.550007386725241521e-01, 8.303879159435562096e-01, 1.946010002931690908e+00, 5.672873902775885657e-01, 7.386083896841945107e-01, 7.400361596976838818e-01, 2.552980866869187793e+00, 1.132576343098278926e+00, 5.652864036648573842e-01, 1.317665051968380574e+00, 1.136895659522458191e+00, 1.181479010664641782e+00, 7.497006218648579745e-01, 6.893109927223790567e-01
2.055000000000000000e+03, 9.632774360185083484e-01, 8.501022477406872113e-01, 2.280784931517105818e+00, 5.784306411074741083e-01, 8.716903345533040248e-01, 7.151123431147292653e-01, 2.548045630422896224e+00, 1.397746878118040659e+00, 5.685815925928288106e-01, 1.392626678983566402e+00, 1.074158814167280429e+00, 1.173602243979335435e+00, 7.988114580535879972e-01, 6.773038479966164704e-01
2.056000000000000000e+03, 8.663831129392248753e-01, 8.435791712036990742e-01, 2.219223656408988443e+00, 6.059337574304954899e-01, 8.698318132048301621e-01, 7.847463533392786683e-01, 2.762910376649494015e+00, 1.445922209748532472e+00, 6.108200456873046358e-01, 1.411659769523124330e+00, 1.086065094347091531e+00, 1.044225330500332838e+00, 8.141716575652953036e-01, 7.650751666017554520e-01
2.057000000000000000e+03, 7.671978305536968357e-01, 8.533653443731098465e-01, 1.932210384743391796e+00, 5.739112091052872566e-01, 8.718094657822665905e-01, 7.186904020207900423e-01, 2.730868965169798379e+00, 1.058661944776889241e+00, 6.108886344290349601e-01, 1.397173897689996336e+00, 1.132031022789164787e+00, 1.199467837189510222e+00, 7.745573164031056557e-01, 7.310320686701290427e-01
2.058000000000000000e+03, 1.022021499884209872e+00, 8.406671474995406346e-01, 2.117502118021133306e+00, 6.172043701701449558e-01, 7.747554569086719800e-01, 7.271925055146939432e-01, 2.555307607710956663e+00, 1.225783442176958005e+00, 6.235668564342852216e-01, 1.418727704081345964e+00, 1.251800230369500833e+00, 1.162387715445063252e+00, 8.345042312436365961e-01, 8.114437706988003596e-01
2.059000000000000000e+03, 9.494201020444846817e-01, 8.618434833984300880e-01, 2.370438866108827369e+00, 5.758239565404912330e-01, 7.179626066527352579e-01, 7.351742587679072072e-01, 2.834045355914748932e+00, 1.305640717426038933e+00, 6.309258239584225603e-01, 1.415400396592189969e+00, 1.214966483898121563e+00, 1.221685109009217785e+00, 8.173265903146716971e-01, 6.896624466520193675e-01
2.060000000000000000e+03, 8.144620028894610231e-01, 8.435459957048621060e-01, 2.332912302806124050e+00, 6.306685083717703533e-01, 8.448541815153963741e-01, 7.852016598393493085e-01, 2.579115921737756612e+00, 1.548654704285387096e+00, 6.504841411340623880e-01, 1.363856516718500833e+00, 1.138769769994285141e+00, 1.143810255221503924e+00, 7.536475136341197478e-01, 6.831254143355259822e-01
2.061000000000000000e+03, 9.705244705193191157e-01, 8.591276889805744554e-01, 2.206109989547377026e+00, 6.006510200792326559e-01, 6.946867283791835490e-01, 7.600634962459770216e-01, 2.722751724094843340e+00, 1.533271949171322035e+00, 6.551115691778873762e-01, 1.372520733632183187e+00, 1.285351130156218158e+00, 1.169004811537543320e+00, 7.439330564079101871e-01, 7.677750526647947327e-01
2.062000000000000000e+03, 9.916350250565161284e-01, 8.677418872588745780e-01, 2.359830702860936213e+00, 5.834554882301651313e-01, 7.326425340010059850e-01, 7.410068068896883409e-01, 2.842266923080682073e+00, 1.533512814570393346e+00, 6.542426951797538637e-01, 1.436235717702724290e+00, 1.273347461232874123e+00, 1.250720766171651732e+00, 7.923559221404212760e-01, 7.234542330500380869e-01
2.063000000000000000e+03, 8.722160551284472430e-01, 8.533505870908381086e-01, 2.308194322076960958e+00, 5.745788927308645988e-01, 5.953571128418400082e-01, 7.336575215681472306e-01, 2.905751636003730987e+00, 1.165813013596390890e+00, 6.468701353327592773e-01, 1.412984426936728655e+00, 1.197109049937601810e+00, 1.371241788644953719e+00, 8.180835489653169867e-01, 6.610064735082646914e-01
2.064000000000000000e+03, 8.670172180913119364e-01, 8.474079789018577058e-01, 2.134083789451041380e+00, 6.057220659172301014e-01, 7.836739941484640593e-01, 7.227627509590310861e-01, 2.743932064238600255e+00, 1.502571887739798218e+00, 6.632322793050819953e-01, 1.410747737010102254e+00, 1.235422939994278435e+00, 1.276614013940421177e+00, 7.725679521167853059e-01, 6.998720585166501307e-01
2.065000000000000000e+03, 9.521700305866768188e-01, 8.466289995203577501e-01, 1.887763405019255769e+00, 6.489604331469972509e-01, 8.486357947564062698e-01, 7.251585637991656563e-01, 2.708634274991432278e+00, 1.290919726123485933e+00, 6.644140202560662178e-01, 1.440218383423713222e+00, 1.328952272682169866e+00, 1.214591344725762134e+00, 8.534595985324541223e-01, 7.700160797987303241e-01
2.066000000000000000e+03, 1.055977605474984538e+00, 8.794728754816110161e-01, 2.200682241921890547e+00, 5.906433097079534233e-01, 8.203026837819559214e-01, 6.954330785699001094e-01, 2.894040408400627040e+00, 1.381603463249326813e+00, 6.324406116215608442e-01, 1.432837001270935939e+00, 1.223145833909029534e+00, 1.257469169447581248e+00, 8.059608902274262299e-01, 8.165369277333853759e-01
2.067000000000000000e+03, 9.130853598405602733e-01, 9.008160582345526857e-01, 2.510446938264164096e+00, 5.794681121443785443e-01, 7.799461139378289776e-01, 7.733065013287354628e-01, 3.037722795578612356e+00, 1.245069958705310453e+00, 6.244196249974469648e-01, 1.487893387155018843e+00, 1.276875931209425330e+00, 1.405938650013031310e+00, 7.793168590228642945e-01, 6.995508052010330768e-01
2.068000000000000000e+03, 8.660300314757374274e-01, 8.555096281324811036e-01, 2.319745430951834830e+00, 6.329286226918696689e-01, 7.996525419760417419e-01, 7.650792850019985103e-01, 3.036521524687985529e+00, 1.435373868180348511e+00, 6.300603252056442560e-01, 1.502514111138627984e+00, 1.255599667688366505e+00, 1.262550559839994202e+00, 8.075937694108000775e-01, 7.370379704764269402e-01
2.069000000000000000e+03, 1.140650704116968450e+00, 8.647677607826748103e-01, 2.316171176176876845e+00, 6.722393804774663417e-01, 7.905949511435601540e-01, 8.119980884258377607e-01, 2.801226821980338233e+00, 1.420539955360869522e+00, 6.428905511563575148e-01, 1.447854034794585631e+00, 1.362841120108046811e+00, 1.304256105868657700e+00, 8.231657225406695533e-01, 8.264078151884113321e-01
2.070000000000000000e+03, 9.555587011184432100e-01, 8.751528349779448268e-01, 2.497030593534998566e+00, 5.967120524477056431e-01, 8.132571438071328762e-01, 8.434767652904996416e-01, 2.745215079488322996e+00, 1.375484366643208611e+00, 6.103018719651275292e-01, 1.500811121658484293e+00, 1.233967386851853254e+00, 1.197355341561012754e+00, 8.175002188706786965e-01, 7.376945839752457879e-01
2.071000000000000000e+03, 1.020703174740176689e+00, 8.897503332453249314e-01, 2.434423000843402018e+00, 6.077795075051675155e-01, 8.530867933867805064e-01, 7.911186896965030080e-01, 2.826207832772212214e+00, 1.364407320712340610e+00, 6.278908508710792091e-01, 1.451341382664791402e+00, 1.137996438340232341e+00, 1.145248810409623674e+00, 8.437252463061185592e-01, 7.901642635441091800e-01
2.072000000000000000e+03, 9.214403460503477472e-01, 8.552164870742564595e-01, 2.090915002136887857e+00, 6.706488699141822662e-01, 9.565500831076314547e-01, 8.309807080489242104e-01, 2.928369898170893659e+00, 1.066127170345710473e+00, 6.679867364416076647e-01, 1.493818666566470110e+00, 1.272908832328667694e+00, 1.278689823924078484e+00, 8.681940422968846827e-01, 7.419034252968585985e-01
2.073000000000000000e+03, 9.889843275629643937e-01, 8.829291532726114555e-01, 2.037972792238269548e+00, 6.310349923061634447e-01, 8.309367226128114847e-01, 8.467262069538056268e-01, 3.148711161918911650e+00, 1.515697890212532206e+00, 7.163020041407630600e-01, 1.535887156418012101e+00, 1.296260240042794054e+00, 1.370427260574938355e+00, 8.679445410487963697e-01, 7.483763958172582331e-01
2.074000000000000000e+03, 1.084424551803373493e+00, 8.834749821355821764e-01, 2.513518084706557687e+00, 6.218325162448709031e-01, 9.021570591778028669e-01, 8.181086976137391664e-01, 3.118465454234868428e+00, 1.650530496723208174e+00, 7.222332768944391690e-01, 1.483657014228663140e+00, 1.223292733409971467e+00, 1.342129643773348757e+00, 8.279673731038698081e-01, 7.288500119935042987e-01
2.075000000000000000e+03, 1.052036550922775815e+00, 8.778047481877836455e-01, 2.731411642785375626e+00, 6.306423139911017106e-01, 9.948567296603662014e-01, 8.573499061648198749e-01, 3.456464090597683114e+00, 1.404517253314396141e+00, 7.180412114237406662e-01, 1.471670328147625328e+00, 1.299158019344374138e+00, 1.300476911798042812e+00, 8.556145535438484107e-01, 8.373454387215502059e-01
2.076000000000000000e+03, 9.444818454940279162e-01, 9.071123943463800243e-01, 2.353580886496759561e+00, 6.489061378066816044e-01, 8.287045942829754930e-01, 8.191672503228897284e-01, 3.156662962249837889e+00, 1.377618788888317569e+00, 6.824349855568957457e-01, 1.472915129439201776e+00, 1.322679743501034011e+00, 1.425727359086041979e+00, 9.006356426522266201e-01, 8.133187213353456624e-01
2.077000000000000000e+03, 1.170654113174614652e+00, 8.688227443831516572e-01, 2.269290431553698362e+00, 6.179130422898447828e-01, 7.499476353617349211e-01, 8.493803244320882184e-01, 3.114779746156901119e+00, 1.326101012491170072e+00, 7.113418909423782077e-01, 1.488744936863339641e+00, 1.252672314891480676e+00, 1.298971571156545712e+00, 8.643403375270705125e-01, 7.311855961220131706e-01
2.078000000000000000e+03, 9.526065643841694630e-01, 8.631507144766561446e-01, 2.671584839601611083e+00, 6.873857624790038479e-01, 6.400872371587282839e-01, 8.263011684016658975e-01, 3.100251128366672049e+00, 1.471044503671750325e+00, 6.843876065221436988e-01, 1.469716985456432701e+00, 1.247476798690900557e+00, 1.293747718036613037e+00, 8.072470921209945471e-01, 7.107516684103579729e-01
2.079000000000000000e+03, 8.405404362072236291e-01, 8.929554414022307096e-01, 2.618727758121113691e+00, 6.386068788170573551e-01, 8.756046395056997778e-01, 8.971711243286404347e-01, 3.367644381332430825e+00, 1.508202742197194635e+00, 6.962938500059455693e-01, 1.509792884949056280e+00, 1.272465369755261033e+00, 1.314814162249414276e+00, 9.095999790782677286e-01, 8.243223778957524672e-01
2.080000000000000000e+03, 1.125985189372670225e+00, 8.947283826161185338e-01, 2.285604447402070249e+00, 6.426133960907385312e-01, 9.039019117971636152e-01, 8.347980449034221317e-01, 3.196782894877071790e+00, 1.389476755418077358e+00, 7.264498471920567413e-01, 1.515307661665898697e+00, 1.285422224264266999e+00, 1.316328569201926868e+00, 8.431071790695821022e-01, 8.762274465146736580e-01
2.081000000000000000e+03, 1.009878329967434984e+00, 9.186122269353969028e-01, 2.386650546817982388e+00, 6.466443559722584444e-01, 9.322125902475294490e-01, 8.497371794548338464e-01, 3.336699364465466999e+00, 1.542529561673109839e+00, 7.375822360400375866e-01, 1.505787586194835104e+00, 1.473243200772196726e+00, 1.413355281568608346e+00, 8.884256455680873410e-01, 7.632506914122838548e-01
2.082000000000000000e+03, 1.083139543053362353e+00, 8.954565452776126477e-01, 2.817381401087323045e+00, 6.103689607671117789e-01, 1.041620438990469077e+00, 9.063755120429942691e-01, 3.215729799074726447e+00, 1.452791520628932131e+00, 7.556546688478188445e-01, 1.522704806030233948e+00, 1.295135129477308578e+00, 1.295611716071955133e+00, 8.382260650266468716e-01, 8.094198397296137326e-01
2.083000000000000000e+03, 1.175086461757863354e+00, 8.993359121356375718e-01, 2.449597115664483571e+00, 6.541525725546457615e-01, 9.544513184976211040e-01, 8.410833792460266078e-01, 2.909725747840055554e+00, 1.212810128859916459e+00, 7.453933618779613468e-01, 1.515950393878865876e+00, 1.274332678942722730e+00, 1.380142408565300682e+00, 8.899700287661277409e-01, 9.221695167858076081e-01
2.084000000000000000e+03, 1.179824204970208124e+00, 9.020725701517934292e-01, 2.408151309329122469e+00, 6.361834549550112738e-01, 8.967871006421650470e-01, 8.887037922080771590e-01, 3.280182998439674424e+00, 1.586019819751765647e+00, 7.389651228371537650e-01, 1.512551519436098113e+00, 1.366798866197129980e+00, 1.397357449073519664e+00, 8.615930875483808205e-01, 9.346438020847793737e-01
