year, INM-CM4-8, EC-Earth3-Veg, ACCESS-ESM1-5, CanESM5, TaiESM1, NorESM2-MM, MPI-ESM1-2-LR, MIROC-ES2L, INM-CM5-0, IPSL-CM6A-LR, CESM2-WACCM, CNRM-ESM2-1, UKESM1-0-LL, CMCC-CM2-SR5, GFDL-ESM4, NorESM2-LM
2.069000000000000000e+03, 2.914107468958978870e+02, 2.919583948140592611e+02, 2.914977007240341891e+02, 2.934401695887611936e+02, 2.946966528061051349e+02, 2.924118994474411011e+02, 2.925322454220079749e+02, 2.950272104228754415e+02, 2.913384687416746033e+02, 2.910289647668131465e+02, 2.933053276701086247e+02, 2.924170345857089615e+02, 2.933106059545326048e+02, 2.939899525565676299e+02, 2.909423652982443969e+02, 2.923610616619880602e+02
2.070000000000000000e+03, 2.917311756843287753e+02, 2.918619428165665681e+02, 2.924451118108931382e+02, 2.932626719780971598e+02, 2.942172889014361772e+02, 2.922236046279315929e+02, 2.926179201579658411e+02, 2.952132819254214269e+02, 2.913366772809055760e+02, 2.910813598821292203e+02, 2.932978222656146272e+02, 2.908116149877059229e+02, 2.932890852504195891e+02, 2.930010036659200523e+02, 2.907704487152023489e+02, 2.930749462753437911e+02
2.071000000000000000e+03, 2.915435360987926856e+02, 2.924631384782281884e+02, 2.915466242626900453e+02, 2.927318988877718198e+02, 2.943405040148236367e+02, 2.921678251878714150e+02, 2.933535971273987570e+02, 2.950266626602746101e+02, 2.914316411704832603e+02, 2.908429125369148665e+02, 2.927608408414276369e+02, 2.917392508048987452e+02, 2.934664713737109309e+02, 2.932138299857114703e+02, 2.910094145388213178e+02, 2.931286869818746368e+02
2.072000000000000000e+03, 2.916537571680123619e+02, 2.921872551887948362e+02, 2.920648008974426943e+02, 2.933174284498035718e+02, 2.937798346595526482e+02, 2.929549090077631490e+02, 2.926077026806196955e+02, 2.950126292562752042e+02, 2.910358735329118645e+02, 2.911476841480311464e+02, 2.931018453759239719e+02, 2.918692473794411626e+02, 2.935242039608706932e+02, 2.932800635034011520e+02, 2.918529125116338037e+02, 2.937250983812058962e+02
2.073000000000000000e+03, 2.920502586875115298e+02, 2.928101168882231491e+02, 2.922725063554494227e+02, 2.942097969246211733e+02, 2.944066010853749162e+02, 2.918698116499929256e+02, 2.925718799813735131e+02, 2.953334457154223287e+02, 2.915404087194785347e+02, 2.919919895885890355e+02, 2.939954579547484173e+02, 2.918241952678422422e+02, 2.934849545704965408e+02, 2.932730866111837713e+02, 2.913812152510549822e+02, 2.933416565570494186e+02
2.074000000000000000e+03, 2.913592408456071325e+02, 2.922096888370832062e+02, 2.918223759388095573e+02, 2.943921677653808047e+02, 2.949347587198353722e+02, 2.927570991121627344e+02, 2.930565711747240698e+02, 2.953060950848978905e+02, 2.918278104225116749e+02, 2.918169325855392913e+02, 2.940489677647453277e+02, 2.920449621122114081e+02, 2.937771559521457334e+02, 2.942529101210270710e+02, 2.915048448210505967e+02, 2.930812709224114769e+02
2.075000000000000000e+03, 2.919058816687021363e+02, 2.929196291652444870e+02, 2.918422356928259092e+02, 2.945986895386764672e+02, 2.949690837108535106e+02, 2.929779037487401183e+02, 2.936908334416276034e+02, 2.946062396629467344e+02, 2.916103970823023133e+02, 2.915686005837734456e+02, 2.936420846901442019e+02, 2.923215097474139270e+02, 2.943368802193909346e+02, 2.940229789196887964e+02, 2.913880794199884008e+02, 2.932326187349293036e+02
2.076000000000000000e+03, 2.917479238118418152e+02, 2.922255602905207184e+02, 2.918670952503831586e+02, 2.939429511541969191e+02, 2.941240622042391806e+02, 2.927342606087037780e+02, 2.929606149926760850e+02, 2.949910112731701020e+02, 2.917488360586028193e+02, 2.915379057112296550e+02, 2.941267696855407507e+02, 2.927046893504646050e+02, 2.929678624443630497e+02, 2.937335521273535619e+02, 2.915649846748172536e+02, 2.930587784561211038e+02
2.077000000000000000e+03, 2.920547749734994341e+02, 2.925277167617080067e+02, 2.925919942294731868e+02, 2.940260244811166217e+02, 2.951904070215769593e+02, 2.920899216954835538e+02, 2.931433953135045840e+02, 2.950778894906118239e+02, 2.922560040674446213e+02, 2.921412395690955464e+02, 2.942124590868519363e+02, 2.922343995614887149e+02, 2.934688381958856098e+02, 2.936608708939525059e+02, 2.913605579032949322e+02, 2.928174155320159571e+02
2.078000000000000000e+03, 2.919779173809394592e+02, 2.931910321506099990e+02, 2.920677352082627181e+02, 2.933816672018454597e+02, 2.958969813868392293e+02, 2.922227000247540900e+02, 2.928017075961565752e+02, 2.948157369090301927e+02, 2.917765918890677312e+02, 2.909772197817146093e+02, 2.939858500954609895e+02, 2.930097132978518744e+02, 2.940832911722965832e+02, 2.938464114649980843e+02, 2.916700198821883987e+02, 2.926712527838663505e+02
2.079000000000000000e+03, 2.921733411361788058e+02, 2.929805098487173041e+02, 2.922707442889192180e+02, 2.939531849529743113e+02, 2.953551541647197496e+02, 2.923017960430831295e+02, 2.927825841069843591e+02, 2.948840373926084339e+02, 2.917428201659536171e+02, 2.917495394542566487e+02, 2.938928053444399211e+02, 2.931088532913012159e+02, 2.929880849728380099e+02, 2.938788902007841557e+02, 2.914883718307650611e+02, 2.933267022128457597e+02
2.080000000000000000e+03, 2.919070691067850021e+02, 2.931509531445056496e+02, 2.922676968129125612e+02, 2.945878093054857345e+02, 2.945400277102997961e+02, 2.928232565297221299e+02, 2.933704798166037335e+02, 2.952822895764577424e+02, 2.923024350170906018e+02, 2.915186875823985133e+02, 2.935139416158783661e+02, 2.926677353268811999e+02, 2.937582688859502582e+02, 2.943600453248988060e+02, 2.918324680762588059e+02, 2.934658921446071531e+02
2.081000000000000000e+03, 2.921308876503615011e+02, 2.930154264505512174e+02, 2.924235743747308334e+02, 2.951603228090671678e+02, 2.953420569722317737e+02, 2.930233834314797718e+02, 2.933811398449400372e+02, 2.954442164493514724e+02, 2.917469038231151330e+02, 2.919223991122810844e+02, 2.944779599866532180e+02, 2.932949468360881724e+02, 2.945590949276518131e+02, 2.947742884839487942e+02, 2.917497997887302859e+02, 2.938788078785936477e+02
2.082000000000000000e+03, 2.920668906426173521e+02, 2.937712032004027947e+02, 2.926367303661265282e+02, 2.937115132289497978e+02, 2.950360743023671262e+02, 2.926607612368337641e+02, 2.940588457540327454e+02, 2.951111294415856037e+02, 2.920113300937863983e+02, 2.919302593349925132e+02, 2.942482440033027729e+02, 2.927545812869765314e+02, 2.937675560699037760e+02, 2.942788089655615522e+02, 2.915642430000658578e+02, 2.937404373487311773e+02
2.083000000000000000e+03, 2.919981251127927067e+02, 2.926958330430661022e+02, 2.932335030163685587e+02, 2.937657085751161503e+02, 2.948666966697917928e+02, 2.930044761142996776e+02, 2.930930694830447578e+02, 2.954905007172575893e+02, 2.916898518941817997e+02, 2.925818447658705850e+02, 2.945457389080258395e+02, 2.927950524360457507e+02, 2.938567888691009671e+02, 2.945515030208339340e+02, 2.921706934955188899e+02, 2.939461631403117394e+02
2.084000000000000000e+03, 2.921971026140222989e+02, 2.942589146510606497e+02, 2.928388013635416200e+02, 2.942613401965344337e+02, 2.949785702498386399e+02, 2.935073105110342340e+02, 2.933090355041820771e+02, 2.952986461687364681e+02, 2.920235109919482852e+02, 2.916375552562797111e+02, 2.944090031020436413e+02, 2.928622073996744462e+02, 2.944916776184589935e+02, 2.950351167917468160e+02, 2.921518171448446992e+02, 2.937167356692668818e+02
2.085000000000000000e+03, 2.925374819198668774e+02, 2.934088543999175727e+02, 2.929964668299837740e+02, 2.945942443331680352e+02, 2.954975710883209103e+02, 2.940078778607887671e+02, 2.936530898566495580e+02, 2.957935400569933790e+02, 2.923452001743331152e+02, 2.923172228352129878e+02, 2.936665684526971063e+02, 2.933089485016594153e+02, 2.939411558806646099e+02, 2.951188800333259223e+02, 2.919605644607644308e+02, 2.938145554472982326e+02
2.086000000000000000e+03, 2.922271340815742064e+02, 2.937388040235484254e+02, 2.929643392934512462e+02, 2.948945279099286267e+02, 2.953543915282043031e+02, 2.934129990847901581e+02, 2.942525407260858401e+02, 2.958392195407336089e+02, 2.925035744868039842e+02, 2.922876983840100706e+02, 2.944852761763816034e+02, 2.930202729961508794e+02, 2.945017748053047626e+02, 2.948600083204883049e+02, 2.919438719011690750e+02, 2.939465380947167432e+02
2.087000000000000000e+03, 2.921013795344214827e+02, 2.932572797810999532e+02, 2.929487958281468423e+02, 2.951518500013215203e+02, 2.958773163928456711e+02, 2.932753905968314143e+02, 2.941621548073301255e+02, 2.957985461621403260e+02, 2.918082235087485969e+02, 2.912733991662146309e+02, 2.940525975040738444e+02, 2.936507667750476003e+02, 2.947858479619068248e+02, 2.947979114918152845e+02, 2.920340975124229885e+02, 2.936911901432515037e+02
2.088000000000000000e+03, 2.923045167560554773e+02, 2.937386366213926863e+02, 2.931055684583740799e+02, 2.950178340581517205e+02, 2.954973996584287192e+02, 2.931473637731828035e+02, 2.935885243711254020e+02, 2.963163103917797230e+02, 2.926451122183370330e+02, 2.922185983129909914e+02, 2.942740653384769871e+02, 2.931952939064417478e+02, 2.945475325405573699e+02, 2.946106481626418940e+02, 2.914198297094244481e+02, 2.941250803010454433e+02
2.089000000000000000e+03, 2.925875176169699898e+02, 2.942121633324657637e+02, 2.931485172922098172e+02, 2.949548740970510607e+02, 2.954404331699980730e+02, 2.938295583620565026e+02, 2.935453208157339873e+02, 2.965790583246204619e+02, 2.921081925408793722e+02, 2.925211376016013105e+02, 2.940400821239526294e+02, 2.940799805743771458e+02, 2.948029226573204369e+02, 2.940987561220573525e+02, 2.920766789793232761e+02, 2.948773450064842336e+02
2.090000000000000000e+03, 2.924970340339899053e+02, 2.928954401385191773e+02, 2.926097604196976931e+02, 2.951783025060113914e+02, 2.956106535841328196e+02, 2.935940047785196612e+02, 2.931977642302939557e+02, 2.957585496858959004e+02, 2.927387632348417128e+02, 2.929415186696722344e+02, 2.939878670061099797e+02, 2.934763609225011578e+02, 2.946502783616936654e+02, 2.952777636453715786e+02, 2.924780964513600452e+02, 2.940328649196923152e+02
2.091000000000000000e+03, 2.921371875430336331e+02, 2.932811699388002467e+02, 2.928729514950873636e+02, 2.948088848168397362e+02, 2.961514982190275873e+02, 2.939609058659996208e+02, 2.935139949625591385e+02, 2.954567394702653473e+02, 2.929035451692827223e+02, 2.922201802803520536e+02, 2.949010294359969180e+02, 2.931023987014281715e+02, 2.955127956823159252e+02, 2.955172315110643808e+02, 2.918251409109222436e+02, 2.945008544804460371e+02
2.092000000000000000e+03, 2.926478069773951916e+02, 2.930239870948338421e+02, 2.934308082033724645e+02, 2.959586771495995094e+02, 2.956568959016434519e+02, 2.939297266961408468e+02, 2.941042884392471137e+02, 2.960745817891876754e+02, 2.928406254389444712e+02, 2.927459449663372197e+02, 2.946857673268541475e+02, 2.931106179975244004e+02, 2.948398353659847544e+02, 2.941359890140047924e+02, 2.926533180735006567e+02, 2.943797300574385076e+02
2.093000000000000000e+03, 2.925742589145137345e+02, 2.948725806035301957e+02, 2.927488380883809782e+02, 2.958331902406083600e+02, 2.958216328990452553e+02, 2.929463346706722291e+02, 2.931567568315871313e+02, 2.956420176859974731e+02, 2.930230899127081443e+02, 2.938950961380581930e+02, 2.943200805338428836e+02, 2.940779717231883410e+02, 2.956929285211962792e+02, 2.943896040057346113e+02, 2.928585488668578591e+02, 2.940573109708856805e+02
2.094000000000000000e+03, 2.929021631407831592e+02, 2.950473936211975570e+02, 2.932374716837774145e+02, 2.956143986108251625e+02, 2.952409572662371033e+02, 2.937649923766885536e+02, 2.940605241630833007e+02, 2.956825361158730061e+02, 2.928880107643246333e+02, 2.934916206237170968e+02, 2.948260022220039787e+02, 2.939824033903350937e+02, 2.953929883762849613e+02, 2.947326120478690541e+02, 2.925927894459262006e+02, 2.936923558532714651e+02
2.095000000000000000e+03, 2.926119877631109034e+02, 2.949357722513229305e+02, 2.931196477195157399e+02, 2.949695743225495335e+02, 2.960722797984874433e+02, 2.925157873769021535e+02, 2.927498276980797414e+02, 2.955600154956344454e+02, 2.927788678457265519e+02, 2.933768506684345425e+02, 2.951496216978845268e+02, 2.938323117999012766e+02, 2.953670893212535589e+02, 2.949318347546434325e+02, 2.923630825568976661e+02, 2.941866194527491984e+02
2.096000000000000000e+03, 2.929784275864703318e+02, 2.948287304940705553e+02, 2.932042530183850317e+02, 2.948537644122159804e+02, 2.961822861320572997e+02, 2.930628121403387922e+02, 2.939165132817595918e+02, 2.963387257905657179e+02, 2.929137892380624635e+02, 2.941853653385227290e+02, 2.947847479604069463e+02, 2.939486486266800966e+02, 2.953982442916259856e+02, 2.964035195264518165e+02, 2.933896457501214172e+02, 2.941486014097992552e+02
2.097000000000000000e+03, 2.924783949145957536e+02, 2.947360290707933359e+02, 2.937675747034402889e+02, 2.956978923617842270e+02, 2.961646919245669665e+02, 2.935434382902280390e+02, 2.940251637667886371e+02, 2.962219519047962990e+02, 2.932339173892258941e+02, 2.941874941925932490e+02, 2.950806346039746018e+02, 2.940784711685877255e+02, 2.959874279708270137e+02, 2.954156912337713266e+02, 2.922992984611895508e+02, 2.948356468947330882e+02
2.098000000000000000e+03, 2.926093448140006785e+02, 2.945949106365678745e+02, 2.932677899334355516e+02, 2.964276865290289606e+02, 2.960339966208357509e+02, 2.937860436237563135e+02, 2.939969246938617857e+02, 2.957563361413690473e+02, 2.926628965829254980e+02, 2.941065336862162667e+02, 2.955258988554965072e+02, 2.943410168198342944e+02, 2.949543939686817566e+02, 2.949598909687103969e+02, 2.919338509869854761e+02, 2.933444549930567860e+02
2.099000000000000000e+03, 2.928596681113688760e+02, 2.945966678991866274e+02, 2.939779080293754419e+02, 2.956508250457491727e+02, 2.965623412976151485e+02, 2.939610038383735287e+02, 2.942593933695581541e+02, 2.956974936906776179e+02, 2.927601822316487414e+02, 2.932695577983659518e+02, 2.948432786952164975e+02, 2.941338603550044581e+02, 2.960437603235815232e+02, 2.957912436465127826e+02, 2.930239315884516600e+02, 2.947793300944910584e+02
2.100000000000000000e+03, 2.925124612348172946e+02, 2.943222411404554464e+02, 2.939239765599950829e+02, 2.957816774298483438e+02, 2.969300319454063128e+02, 2.940713519619766316e+02, 2.945729224855832058e+02, 2.963481695880082043e+02, 2.930607189065923421e+02, 2.935394548776632178e+02, 2.954248939777502869e+02, 2.944303511450132760e+02, 2.963549980699609705e+02, 2.957433501922701566e+02, 2.917910964167868428e+02, 2.946760172880721598e+02
