year, NorESM2-LM, TaiESM1, CanESM5, ACCESS-ESM1-5, EC-Earth3-Veg, CESM2-WACCM, MIROC-ES2L, MPI-ESM1-2-LR, IPSL-CM6A-LR, CMCC-CM2-SR5, GFDL-ESM4, CNRM-ESM2-1, UKESM1-0-LL, NorESM2-MM
1.989000000000000000e+03, 5.167532248409374418e+00, 9.169798797749942665e+00, 1.881910088533403425e+01, 1.090649625530920730e+01, 1.005552902782817881e+01, 7.076085011243401723e+00, 1.093104972335566671e+01, 1.162470944285019492e+01, 1.190480029681412866e+01, 6.185546404897154460e+00, 8.439387782121212211e+00, 6.111370756784864966e+00, 1.074365825174477074e+01, 5.749998466678258424e+00
1.990000000000000000e+03, 5.339819517421456219e+00, 9.007913301375609194e+00, 1.876709821601364681e+01, 1.088221350068278781e+01, 1.013398545672591489e+01, 6.480449365362097147e+00, 1.121984493678362682e+01, 1.203186755739813840e+01, 1.167478174636523569e+01, 6.248206000610474042e+00, 8.404660045228975918e+00, 6.040273431383033298e+00, 1.066704685882903725e+01, 5.734846774448193685e+00
1.991000000000000000e+03, 5.215386542911994106e+00, 9.353991611762001668e+00, 1.873319708926285898e+01, 1.095744263438469979e+01, 1.053160773381152460e+01, 6.948725524215801030e+00, 1.143654789224690838e+01, 1.193936841611165356e+01, 1.162566061623234148e+01, 6.099032359398847802e+00, 8.480716217456011563e+00, 5.821765582483126700e+00, 1.146848064699763370e+01, 5.703181437199082104e+00
1.992000000000000000e+03, 5.001695159939006707e+00, 8.978835368004508766e+00, 1.906901394974899944e+01, 1.092219884447613687e+01, 1.003149780617925835e+01, 6.917711190867728455e+00, 1.084874445785218988e+01, 1.152345375048443366e+01, 1.144622721034150636e+01, 6.132300293134538727e+00, 8.436819151011750506e+00, 6.357871808168638950e+00, 1.017844515540396877e+01, 5.694782547602817324e+00
1.993000000000000000e+03, 5.432835039248482545e+00, 9.026209035858832053e+00, 1.864231466558283401e+01, 1.096363976857369416e+01, 1.009388253585902184e+01, 6.844101776871855947e+00, 1.080545746081091174e+01, 1.129019042592408084e+01, 1.158435118279581033e+01, 6.007431107299512796e+00, 8.356727676126245896e+00, 5.754051768354810470e+00, 1.151368330847189370e+01, 5.735455504597543275e+00
1.994000000000000000e+03, 5.339232397882461179e+00, 9.100757132580701736e+00, 1.887652315301650319e+01, 1.096263044288213173e+01, 1.033347498577549928e+01, 6.906476379114798725e+00, 1.095763653903212465e+01, 1.196868546558420299e+01, 1.183093936298425852e+01, 6.211425949768508481e+00, 8.618454596070513674e+00, 6.179349554332595140e+00, 1.170984230244900282e+01, 5.938689565701124273e+00
1.995000000000000000e+03, 5.514792625158875694e+00, 9.025326711384913381e+00, 1.922865327200576857e+01, 1.120717417444880049e+01, 1.037513340767050707e+01, 7.019580507742281483e+00, 1.125843580227374296e+01, 1.195659657096326178e+01, 1.197853534992807667e+01, 6.247154069073791227e+00, 8.730238851110327047e+00, 6.203393824843772109e+00, 1.101920638184216372e+01, 5.749142377058957365e+00
1.996000000000000000e+03, 5.415582402903535097e+00, 9.132877612361074426e+00, 1.945785476160455829e+01, 1.105649867949622589e+01, 1.039664654901691598e+01, 6.776729206259072491e+00, 1.141101978821413887e+01, 1.194094550009432609e+01, 1.185073836842827077e+01, 6.292255513887398344e+00, 8.721753362928705400e+00, 6.425566990061153838e+00, 1.077942146497534459e+01, 5.626928660712478880e+00
1.997000000000000000e+03, 5.388326041702795166e+00, 9.360113057573027362e+00, 1.973184691015317682e+01, 1.108255780053504935e+01, 1.053383752195054157e+01, 7.203731814680399914e+00, 1.151078418202237685e+01, 1.145900737528917723e+01, 1.187758775474105377e+01, 6.386006336073587697e+00, 8.861809802380395951e+00, 6.218955246573799833e+00, 1.111275340741240036e+01, 5.868678039119125778e+00
1.998000000000000000e+03, 5.458779372042055655e+00, 9.171474295352405548e+00, 1.954230084532223444e+01, 1.115032402727975835e+01, 1.053858993174997316e+01, 6.869544155105661964e+00, 1.098866049106432818e+01, 1.179622371355868893e+01, 1.194952747528203219e+01, 6.319752984667126761e+00, 8.905665601321304692e+00, 6.265390716551347161e+00, 1.107149115062422418e+01, 5.937098711571456633e+00
1.999000000000000000e+03, 5.332951906142410436e+00, 9.209127107750722629e+00, 1.962259496965910444e+01, 1.111022651678092821e+01, 1.019365546084424956e+01, 6.929553968834169630e+00, 1.100851686302040555e+01, 1.165733755685726614e+01, 1.191328410684867478e+01, 6.369786277944056607e+00, 8.985668377538249985e+00, 6.260095085308632790e+00, 1.184100220224491373e+01, 5.808623160508827432e+00
2.000000000000000000e+03, 5.391525312782972534e+00, 9.154470168993867674e+00, 1.967463741942103539e+01, 1.113114404751370579e+01, 1.025292464179553242e+01, 7.083402067112350764e+00, 1.121297836442013107e+01, 1.175775269856523053e+01, 1.207810024579958785e+01, 6.121972915433665285e+00, 8.845116544363161637e+00, 6.304789010841587604e+00, 1.125385237574736585e+01, 5.688192541946028413e+00
2.001000000000000000e+03, 5.702913275789842196e+00, 9.252158119195810215e+00, 1.978019905362137010e+01, 1.128558611196472938e+01, 1.043878482529618523e+01, 6.940104188185540757e+00, 1.149574212231911829e+01, 1.217900171676092569e+01, 1.184675797274991460e+01, 6.276750851979737256e+00, 8.748861240741153011e+00, 5.731349615663003050e+00, 1.177726895442091859e+01, 5.809239559020957344e+00
2.002000000000000000e+03, 5.728731906644632943e+00, 9.162391930418003483e+00, 1.993843086286521782e+01, 1.108453547739568279e+01, 1.043018976263356912e+01, 7.022193080268284149e+00, 1.135627005763210207e+01, 1.232103916053886827e+01, 1.196714940842607255e+01, 6.580867453893588959e+00, 8.814964342743611070e+00, 6.126029997338575228e+00, 1.143298642444951696e+01, 5.882887553114190204e+00
2.003000000000000000e+03, 5.454896637879071974e+00, 9.026406383884443940e+00, 1.988330277232157073e+01, 1.091537363214317402e+01, 1.057743885825881414e+01, 7.169038596221352755e+00, 1.149075794590744160e+01, 1.217354971214564152e+01, 1.222308249849478656e+01, 6.370651975803781397e+00, 8.615830136011094709e+00, 5.848797335697988764e+00, 1.170815521587699770e+01, 5.925370783781681361e+00
2.004000000000000000e+03, 5.345973963515286087e+00, 9.114090190984182271e+00, 2.010106469962557796e+01, 1.102039805021070507e+01, 1.066332942022976482e+01, 6.854108089876286947e+00, 1.182675616484312719e+01, 1.186715040589329639e+01, 1.205101024438361179e+01, 6.322893286664731605e+00, 8.739374423564450822e+00, 6.274043245831466109e+00, 1.125424696960542192e+01, 6.220010620994309569e+00
2.005000000000000000e+03, 5.370539702433814178e+00, 9.466258513583817091e+00, 2.046207208849044434e+01, 1.105292266059064410e+01, 1.090348299104009655e+01, 6.922322239544932643e+00, 1.169073942839818692e+01, 1.223551454612093714e+01, 1.204770868095391734e+01, 6.415296127728189468e+00, 8.668163513928581310e+00, 6.219128893175265738e+00, 1.144891704643817754e+01, 5.963180538068328040e+00
2.006000000000000000e+03, 5.331867978094538607e+00, 9.779250134267815753e+00, 2.025532549292206497e+01, 1.106863573902027653e+01, 1.066914591886172836e+01, 6.696456593322587914e+00, 1.115328772163035964e+01, 1.234459177401164887e+01, 1.222947883583462136e+01, 6.520511349831195957e+00, 8.541617734624052716e+00, 5.997819944896049194e+00, 1.216495886180746666e+01, 5.819925324783842946e+00
2.007000000000000000e+03, 5.511201844230123825e+00, 9.230227935312171894e+00, 2.046852798675209328e+01, 1.113924957524656278e+01, 1.017649350637673678e+01, 6.839769749662925058e+00, 1.113990024638520637e+01, 1.228199397942394633e+01, 1.195584519753156982e+01, 6.528176205753495331e+00, 8.591422815859393936e+00, 6.600903156166404884e+00, 1.126970051029763731e+01, 5.625539581997613503e+00
2.008000000000000000e+03, 5.598168157909133136e+00, 9.079437138212677283e+00, 2.021927665049303258e+01, 1.121618530295457283e+01, 1.029477947162557072e+01, 7.239247677621502675e+00, 1.136396074795710120e+01, 1.265905558309438561e+01, 1.229980915074840198e+01, 6.523716772180901735e+00, 8.559206456185727063e+00, 6.909652755278211878e+00, 1.134646219016585000e+01, 5.478379226747390973e+00
2.009000000000000000e+03, 5.560026152914550046e+00, 9.253328426072494395e+00, 2.068379814295657937e+01, 1.138930212484506477e+01, 1.051037793072009130e+01, 7.048228620164477043e+00, 1.142337588803484927e+01, 1.218770177026242685e+01, 1.257264382392078161e+01, 6.394400000931465655e+00, 8.423171444083832782e+00, 6.600176632055626769e+00, 1.075259637954946079e+01, 5.556456786762313804e+00
2.010000000000000000e+03, 5.249936430045174518e+00, 9.381764479302693971e+00, 2.170015394822682353e+01, 1.153054036287688433e+01, 1.048737066816434194e+01, 6.987888989471551682e+00, 1.184707744910399896e+01, 1.275312861667950948e+01, 1.229825343290541184e+01, 6.373099463524435571e+00, 8.439363477202174835e+00, 6.704610360769303057e+00, 1.115691193890856781e+01, 5.875701213648961030e+00
2.011000000000000000e+03, 5.300974928189414292e+00, 9.474355578630131447e+00, 2.116684390520008208e+01, 1.142994892897405101e+01, 1.035411040290089879e+01, 6.781160131205793640e+00, 1.150367425889940165e+01, 1.261070922881954459e+01, 1.234373321381947974e+01, 6.499442486894304594e+00, 8.497756094692123341e+00, 6.136241713356474392e+00, 1.146571471862477942e+01, 5.853225734632012234e+00
2.012000000000000000e+03, 5.714194220854124318e+00, 9.614929672275389194e+00, 2.087398277042542460e+01, 1.134632338907154114e+01, 1.034130187990731287e+01, 6.952911205375233550e+00, 1.138550686944903134e+01, 1.230550032004613037e+01, 1.252308297180060670e+01, 6.550958888873587682e+00, 8.619428028739353209e+00, 6.383653034564357398e+00, 1.243586790112774132e+01, 5.669071336515707493e+00
2.013000000000000000e+03, 5.455360904076215434e+00, 9.318342145075185101e+00, 2.161659174726866084e+01, 1.149593120369743460e+01, 1.066985526469963297e+01, 7.134976825350048735e+00, 1.128889706293220208e+01, 1.210363592711809311e+01, 1.257556262784073908e+01, 6.462631909025920329e+00, 8.674003755908369584e+00, 6.389641384013174275e+00, 1.220333500357354950e+01, 5.880877777193757261e+00
2.014000000000000000e+03, 5.863704713138953473e+00, 9.224589517253278359e+00, 2.163055011425561602e+01, 1.153777353459617316e+01, 1.072411715557700873e+01, 7.162461036031687378e+00, 1.155686712879841593e+01, 1.222172377969151214e+01, 1.220545732470034928e+01, 6.444001601256183598e+00, 8.360693095633788374e+00, 6.499259904062780535e+00, 1.191598756994052799e+01, 5.910866454984575746e+00
