year, CMCC-CM2-SR5, IPSL-CM6A-LR, NorESM2-LM, GFDL-ESM4, INM-CM4-8, MPI-ESM1-2-LR, CNRM-ESM2-1, CESM2-WACCM, TaiESM1, ACCESS-ESM1-5, CanESM5, NorESM2-MM, UKESM1-0-LL, EC-Earth3-Veg, INM-CM5-0, MIROC-ES2L
1.971000000000000000e+03, 2.980825147779677309e+02, 2.950177885733372136e+02, 2.973385436240405966e+02, 2.960244458494905189e+02, 2.958603712313503706e+02, 2.963678577498487243e+02, 2.969229815419449778e+02, 2.970815382292868208e+02, 2.970189889841059312e+02, 2.964716128612640773e+02, 2.960838881986903743e+02, 2.958656428072750941e+02, 2.969061332596488114e+02, 2.954215747456075860e+02, 2.959420810805870019e+02, 2.973994489081490542e+02
1.972000000000000000e+03, 2.973710345414097560e+02, 2.955006022249961006e+02, 2.970312364909931944e+02, 2.963181379027827802e+02, 2.959227852857285370e+02, 2.965703758207204146e+02, 2.972445995751832015e+02, 2.974463258650555417e+02, 2.963899923997641963e+02, 2.967931966863308162e+02, 2.960316258171162644e+02, 2.964747258398551821e+02, 2.966714625762302262e+02, 2.953447085454320700e+02, 2.959192391073976864e+02, 2.974838238274477931e+02
1.973000000000000000e+03, 2.971791600064959198e+02, 2.955169521204064722e+02, 2.974394291772637189e+02, 2.961689903375240078e+02, 2.957666577150804414e+02, 2.968826747327436237e+02, 2.974177782988634817e+02, 2.976012129247322946e+02, 2.967668739586170545e+02, 2.968613101036031594e+02, 2.965626606780964494e+02, 2.964999740319210559e+02, 2.966241458054894906e+02, 2.959442071013125997e+02, 2.961394722770270960e+02, 2.978491304444363550e+02
1.974000000000000000e+03, 2.970472836367981131e+02, 2.950838065445956886e+02, 2.973113844733721294e+02, 2.960382480089705837e+02, 2.958891304954817087e+02, 2.968741336433301399e+02, 2.967580349282775956e+02, 2.969731103384005451e+02, 2.969267091484067578e+02, 2.964754297983836864e+02, 2.971570631745782975e+02, 2.971933823393582088e+02, 2.964660950846146648e+02, 2.956902503277857477e+02, 2.956712935586747903e+02, 2.977962976245195819e+02
1.975000000000000000e+03, 2.969826311928962923e+02, 2.950866486957164057e+02, 2.967382101353351800e+02, 2.958520702429284484e+02, 2.961875935586266451e+02, 2.967956156041480540e+02, 2.969426105577050521e+02, 2.973388244842259951e+02, 2.969000534463983172e+02, 2.963592032231783264e+02, 2.963216228557620866e+02, 2.970385242545911524e+02, 2.966078960143988752e+02, 2.957492755169682823e+02, 2.959256340625298094e+02, 2.981193420140002672e+02
1.976000000000000000e+03, 2.973968417708853167e+02, 2.954445857744110526e+02, 2.970054395978531261e+02, 2.961839568012884456e+02, 2.960708068622066662e+02, 2.964387778190451854e+02, 2.966381828608003275e+02, 2.976135787610238026e+02, 2.968295256219389557e+02, 2.964058770647226311e+02, 2.963816575841690906e+02, 2.965275032534248112e+02, 2.968417099979341742e+02, 2.959157512021199068e+02, 2.960118251826193045e+02, 2.978980849814329872e+02
1.977000000000000000e+03, 2.972307816322793315e+02, 2.954803817349078372e+02, 2.972925669436306180e+02, 2.963426677217035490e+02, 2.959584022206387317e+02, 2.965305571063291836e+02, 2.967668292314494352e+02, 2.978406447921957465e+02, 2.962345692868963738e+02, 2.971193982896277817e+02, 2.968299357137704533e+02, 2.967761067390573544e+02, 2.968207177227715192e+02, 2.961504080226284827e+02, 2.960920434910384529e+02, 2.970607552195990593e+02
1.978000000000000000e+03, 2.974717239988871711e+02, 2.953481523517930896e+02, 2.969682075406305444e+02, 2.961428022880294861e+02, 2.958475105367737683e+02, 2.961867825150118847e+02, 2.968338344806920759e+02, 2.979155987048916927e+02, 2.963344197077225317e+02, 2.966953762635902763e+02, 2.967545805858965196e+02, 2.969498631766468861e+02, 2.967815061770426723e+02, 2.956421747401851121e+02, 2.961993645455487467e+02, 2.973594591810947918e+02
1.979000000000000000e+03, 2.976691438950513771e+02, 2.953366955883621472e+02, 2.971001111639839678e+02, 2.963223796389682434e+02, 2.960758586190452206e+02, 2.966276927005754942e+02, 2.966995348936367805e+02, 2.974441725382026220e+02, 2.968202513443904422e+02, 2.969993741525149744e+02, 2.963495176005242797e+02, 2.973630437060108989e+02, 2.968736725900856186e+02, 2.957385061361331395e+02, 2.962320297463450629e+02, 2.973579841604064882e+02
1.980000000000000000e+03, 2.979491523506716248e+02, 2.954663752571477175e+02, 2.969165524841955062e+02, 2.961233859746478743e+02, 2.959627199826264246e+02, 2.973365885903622825e+02, 2.970409352214207388e+02, 2.970675694267528115e+02, 2.968955059153694833e+02, 2.968505546043412551e+02, 2.965100666796556084e+02, 2.971609245857878818e+02, 2.968573461183124209e+02, 2.961136690636172943e+02, 2.962835223655766868e+02, 2.980363129031823064e+02
1.981000000000000000e+03, 2.979127201823557130e+02, 2.957556958806232501e+02, 2.971904594717631767e+02, 2.964212735704393822e+02, 2.961630018805237228e+02, 2.970718092677287814e+02, 2.970196037251124608e+02, 2.977621723475605222e+02, 2.963497813816444477e+02, 2.969982739240619480e+02, 2.966688354058535424e+02, 2.967330159244074821e+02, 2.970340617662347995e+02, 2.963652703462285558e+02, 2.960392766248394878e+02, 2.981033350325769220e+02
1.982000000000000000e+03, 2.978171706151982789e+02, 2.949741236915677973e+02, 2.972208330730471744e+02, 2.965021517138001172e+02, 2.960498001159643309e+02, 2.967147068219910011e+02, 2.968910848382221275e+02, 2.977049776267348307e+02, 2.963174590326169096e+02, 2.966650318187071207e+02, 2.969052713472873961e+02, 2.961489281068218702e+02, 2.970930445323814979e+02, 2.958246587516633213e+02, 2.959659237914391952e+02, 2.973919005929322452e+02
1.983000000000000000e+03, 2.979848268260811324e+02, 2.949902802657363168e+02, 2.972740042168852597e+02, 2.956915394879295036e+02, 2.956827251931647993e+02, 2.965616899014751766e+02, 2.967120682827142559e+02, 2.971891109482667730e+02, 2.968192482602661926e+02, 2.968268653495673561e+02, 2.967607016532459170e+02, 2.964862971919627057e+02, 2.969797103219561336e+02, 2.957367032732821031e+02, 2.956505169098716124e+02, 2.970849065448206829e+02
1.984000000000000000e+03, 2.981041623009505201e+02, 2.951342620188507340e+02, 2.974661536607476933e+02, 2.956184179894306112e+02, 2.959353479256733976e+02, 2.969908807629058174e+02, 2.971005963888282508e+02, 2.977190164885766990e+02, 2.972012696294420948e+02, 2.969993380320425445e+02, 2.963884113911654481e+02, 2.964390963231571732e+02, 2.970164193309632878e+02, 2.961024085952690825e+02, 2.958938217049616242e+02, 2.976068738978664783e+02
1.985000000000000000e+03, 2.975895222433321123e+02, 2.948805786515868022e+02, 2.972035232902608186e+02, 2.959641038046397625e+02, 2.960514401048083073e+02, 2.973624376708730210e+02, 2.970810130600279422e+02, 2.973956011956406087e+02, 2.963413213330728126e+02, 2.966808276271166278e+02, 2.966318653307596378e+02, 2.963401571026487318e+02, 2.965660336085826998e+02, 2.959967471134044104e+02, 2.959735899373545749e+02, 2.981949973237723270e+02
1.986000000000000000e+03, 2.973857924902034142e+02, 2.952169024521366509e+02, 2.974376209268496609e+02, 2.961712096679214596e+02, 2.960903503036419124e+02, 2.976900701381665613e+02, 2.972131922112566258e+02, 2.968882120075268176e+02, 2.964976551257928463e+02, 2.967844782349028492e+02, 2.961850216220597076e+02, 2.967685107644643381e+02, 2.968915901561512669e+02, 2.960272007079768173e+02, 2.962257213416247623e+02, 2.983842972332745376e+02
1.987000000000000000e+03, 2.978810037805077968e+02, 2.956421055044360173e+02, 2.971350072753118070e+02, 2.961526858276891403e+02, 2.962011133433174450e+02, 2.971930561936179629e+02, 2.970557143770265611e+02, 2.971259018565575616e+02, 2.970945457617474972e+02, 2.968860677935878698e+02, 2.968945380650727088e+02, 2.959818984106727839e+02, 2.968664335574947586e+02, 2.955669695563272512e+02, 2.961848453988935717e+02, 2.975502153755016934e+02
1.988000000000000000e+03, 2.980364641366103911e+02, 2.961725754705576605e+02, 2.965731291122277753e+02, 2.960975460013781344e+02, 2.962274712540425980e+02, 2.967515897172509085e+02, 2.969875651062072279e+02, 2.975688850840511464e+02, 2.970622933572596480e+02, 2.967646421182109862e+02, 2.969540671202563544e+02, 2.962950043403953941e+02, 2.966879269104090326e+02, 2.958243023488555536e+02, 2.963862663934157240e+02, 2.975207917420450485e+02
1.989000000000000000e+03, 2.978990834654640594e+02, 2.961674838383829069e+02, 2.972486533182511153e+02, 2.962168103510483093e+02, 2.961594241640100904e+02, 2.968680720292718433e+02, 2.972874794769522850e+02, 2.978500353946735686e+02, 2.969766420411506829e+02, 2.969489138583016370e+02, 2.967667289171399716e+02, 2.968576839649066414e+02, 2.969696680203149413e+02, 2.960315682724681210e+02, 2.963649345564760438e+02, 2.976809305071457175e+02
1.990000000000000000e+03, 2.983439001222964180e+02, 2.956345718780047491e+02, 2.975020858751634023e+02, 2.966861520980141904e+02, 2.965151789643532538e+02, 2.969289402635810120e+02, 2.972425885254203308e+02, 2.975259465717251146e+02, 2.972736362215051145e+02, 2.969591416109486204e+02, 2.968869052649452556e+02, 2.977071780509514269e+02, 2.974466757348339456e+02, 2.963107063581822445e+02, 2.964898267805766636e+02, 2.980665614880258545e+02
1.991000000000000000e+03, 2.981429340089209177e+02, 2.955660657437709347e+02, 2.979638574156321624e+02, 2.966337751812235979e+02, 2.964949783489644801e+02, 2.973250355390148343e+02, 2.971876091589951443e+02, 2.973760547147181796e+02, 2.967530008328005806e+02, 2.969218959464215004e+02, 2.968880670462110061e+02, 2.972316030689289619e+02, 2.965007472898939227e+02, 2.967400283807477308e+02, 2.963862753442064104e+02, 2.986174847511672965e+02
1.992000000000000000e+03, 2.977550084782258750e+02, 2.951039148451403662e+02, 2.971657578515312821e+02, 2.956720566872425593e+02, 2.957699311979275194e+02, 2.966117878858827339e+02, 2.970911415758716885e+02, 2.976441194155356698e+02, 2.962607201757243161e+02, 2.965733325465338339e+02, 2.965391848673917252e+02, 2.964940899898315365e+02, 2.962227813060028438e+02, 2.956864081659305157e+02, 2.959861380698667972e+02, 2.974617178544619946e+02
1.993000000000000000e+03, 2.975758220444533322e+02, 2.954218361467116551e+02, 2.969705157840685956e+02, 2.957456987773783794e+02, 2.959303804915136880e+02, 2.972858022889512881e+02, 2.971092359158811860e+02, 2.978643290592340804e+02, 2.970110937129482522e+02, 2.967980793504225403e+02, 2.962838070609549845e+02, 2.963431318193999005e+02, 2.966582812680935604e+02, 2.955157072493052510e+02, 2.960861417997047056e+02, 2.972730339353244631e+02
1.994000000000000000e+03, 2.971667773903973284e+02, 2.956995166397351795e+02, 2.968840138744183719e+02, 2.962314412864163273e+02, 2.961865727508021564e+02, 2.968704284720799933e+02, 2.970133743964134965e+02, 2.977080939400173634e+02, 2.969830974242310049e+02, 2.968359067863765972e+02, 2.965576138812987210e+02, 2.973972065960986129e+02, 2.971155374180446529e+02, 2.959195810100100061e+02, 2.962041774126482778e+02, 2.975569562548258205e+02
1.995000000000000000e+03, 2.973634253845854687e+02, 2.958212332848937649e+02, 2.972865330797190495e+02, 2.962045660546269801e+02, 2.964549458580199826e+02, 2.964640527773866552e+02, 2.971228562363408514e+02, 2.974729190383253012e+02, 2.966979436070953398e+02, 2.969577594768020390e+02, 2.968005995132111252e+02, 2.972414745134799432e+02, 2.970654814977018532e+02, 2.960431577110744570e+02, 2.962114658119994601e+02, 2.980470048912399648e+02
1.996000000000000000e+03, 2.976863493699285073e+02, 2.959575069114153507e+02, 2.973488076836698610e+02, 2.960571118171250760e+02, 2.965042346369143047e+02, 2.970249495176148571e+02, 2.973312614861260386e+02, 2.978518115854959660e+02, 2.971299950874438878e+02, 2.970577904963106448e+02, 2.970620659256218232e+02, 2.974145415860381831e+02, 2.973007801542826201e+02, 2.962388478465577464e+02, 2.962852161268732516e+02, 2.981668683439597771e+02
1.997000000000000000e+03, 2.977380463018376986e+02, 2.957849089412195553e+02, 2.978425028616505870e+02, 2.963039812163375473e+02, 2.964888077481618325e+02, 2.974523676006837718e+02, 2.973721564075630681e+02, 2.978393707742359311e+02, 2.973201070335327358e+02, 2.972693377444289808e+02, 2.973077493644091192e+02, 2.974196139570772743e+02, 2.972179766212912000e+02, 2.965345310072996767e+02, 2.963368989553968618e+02, 2.988127010562841406e+02
1.998000000000000000e+03, 2.977620557332103886e+02, 2.956546972346399684e+02, 2.977203118612031858e+02, 2.961621042172224634e+02, 2.964439513518415765e+02, 2.975509665888841369e+02, 2.971065130494820892e+02, 2.972371711702214157e+02, 2.969867507699561884e+02, 2.975200472199565525e+02, 2.969202019280605214e+02, 2.966785276352454161e+02, 2.977585349614740835e+02, 2.967537380045153554e+02, 2.965685773178896056e+02, 2.976849162481492499e+02
1.999000000000000000e+03, 2.976367630398747792e+02, 2.959310119433307591e+02, 2.976713841148372808e+02, 2.965260378648815731e+02, 2.967208865220671328e+02, 2.973258176156226114e+02, 2.973022712211250678e+02, 2.979823936197270200e+02, 2.972346172545988452e+02, 2.978041560879256622e+02, 2.975084978153188899e+02, 2.964344827542271332e+02, 2.972878511806397910e+02, 2.961519806174263749e+02, 2.963564116960790784e+02, 2.977160110941356379e+02
2.000000000000000000e+03, 2.976226178371711626e+02, 2.961737039448684072e+02, 2.980034505339597217e+02, 2.965512288272885826e+02, 2.967416194814136361e+02, 2.973591280002705730e+02, 2.974931396674731445e+02, 2.981540827208984297e+02, 2.970822031301677271e+02, 2.975201580082933219e+02, 2.973175876563918791e+02, 2.963525789382518383e+02, 2.972418876954341727e+02, 2.962988398536622867e+02, 2.965629995183417691e+02, 2.980194176205175722e+02
2.001000000000000000e+03, 2.981217583226103898e+02, 2.960602176023529637e+02, 2.983895902581806467e+02, 2.966706740463338292e+02, 2.966522406161249705e+02, 2.969628540776724321e+02, 2.979827269244825629e+02, 2.981918114703680658e+02, 2.968768086620597160e+02, 2.979854572468884726e+02, 2.973515594303163994e+02, 2.966735297800215108e+02, 2.975178599046529939e+02, 2.966607150467696670e+02, 2.963564955364859657e+02, 2.985267722262119037e+02
2.002000000000000000e+03, 2.984245609662418701e+02, 2.959905202265636035e+02, 2.976818542466359645e+02, 2.969157685960607864e+02, 2.965797288678372752e+02, 2.970463876522125588e+02, 2.970445619130852037e+02, 2.981928682271928324e+02, 2.969424251025023409e+02, 2.979921174584270602e+02, 2.973171670274695089e+02, 2.968267336020810490e+02, 2.979581191736741062e+02, 2.967709096810993969e+02, 2.967033807734585480e+02, 2.983257857555311148e+02
2.003000000000000000e+03, 2.984537410895539438e+02, 2.958904754470827925e+02, 2.974907676547039728e+02, 2.966213734331603860e+02, 2.969432667709777434e+02, 2.975662882770470787e+02, 2.977716235863944121e+02, 2.982949836524375087e+02, 2.971738740906708927e+02, 2.974809342480041892e+02, 2.972758697187634311e+02, 2.972522840148463956e+02, 2.974772563682394662e+02, 2.968368219644044643e+02, 2.968923778644046934e+02, 2.981787895189666528e+02
2.004000000000000000e+03, 2.976889038320773579e+02, 2.959301599596639107e+02, 2.977715565863433653e+02, 2.969789339982868910e+02, 2.966877410523272260e+02, 2.975916311659813118e+02, 2.975970450664982536e+02, 2.981839194499350469e+02, 2.974249975570047013e+02, 2.975662544341889770e+02, 2.972097299364851324e+02, 2.980943088682281541e+02, 2.976895565411286952e+02, 2.967327041692824992e+02, 2.967799918989607022e+02, 2.988935181219784454e+02
2.005000000000000000e+03, 2.978542706985945756e+02, 2.964280282454147937e+02, 2.976550769746118590e+02, 2.968445362588719831e+02, 2.965451564523339130e+02, 2.971473915405081243e+02, 2.973849752562082926e+02, 2.978101421321921976e+02, 2.971673010028964086e+02, 2.978615386310852955e+02, 2.974614080757137344e+02, 2.980911043090653720e+02, 2.976458565109599022e+02, 2.967150843981150388e+02, 2.967329290957237049e+02, 2.989460073684334134e+02
2.006000000000000000e+03, 2.983678372977623781e+02, 2.962561680931867727e+02, 2.973379857783023112e+02, 2.964321075458593668e+02, 2.964768374046427653e+02, 2.971120935316184841e+02, 2.977939117924091761e+02, 2.980694815666753925e+02, 2.972596629145755287e+02, 2.978239438502171765e+02, 2.971967595861683549e+02, 2.974993668323232328e+02, 2.978560046877790910e+02, 2.964963796941790406e+02, 2.967793425845835600e+02, 2.977891589028782846e+02
2.007000000000000000e+03, 2.982080779470316543e+02, 2.956407962575772217e+02, 2.979405549447077419e+02, 2.967770908415185431e+02, 2.965288123552111301e+02, 2.974973790922311991e+02, 2.973450585318248045e+02, 2.985979417022019788e+02, 2.973624570042587720e+02, 2.977397915916857301e+02, 2.972998684172931121e+02, 2.968947763320646800e+02, 2.976338723095922205e+02, 2.967854443006974634e+02, 2.964641149105287354e+02, 2.979964250605500524e+02
2.008000000000000000e+03, 2.986399926823157784e+02, 2.958893845413890062e+02, 2.980276282893975690e+02, 2.966731183458620080e+02, 2.968005440161289243e+02, 2.975571048034065029e+02, 2.974114901822202341e+02, 2.982428050920393048e+02, 2.971788012009100726e+02, 2.976504209211303760e+02, 2.973292130015021257e+02, 2.971966307720230134e+02, 2.979401749832136375e+02, 2.963851306490233242e+02, 2.966385908908022202e+02, 2.978583113089617882e+02
2.009000000000000000e+03, 2.981516765703543683e+02, 2.965899616904546292e+02, 2.981943067187996803e+02, 2.970165791469704573e+02, 2.966240580588387843e+02, 2.974077518301278928e+02, 2.974266451138057050e+02, 2.978409437541701550e+02, 2.975765177584927415e+02, 2.978397325090894583e+02, 2.974565281803784842e+02, 2.972445123174799733e+02, 2.980434454353164710e+02, 2.964628466247634151e+02, 2.965198757438645885e+02, 2.984500582117535146e+02
2.010000000000000000e+03, 2.981710978736149968e+02, 2.966447328905081804e+02, 2.978418014191327643e+02, 2.967886410023901931e+02, 2.969630437873088908e+02, 2.974430587830138961e+02, 2.975756874294562522e+02, 2.981217583750055837e+02, 2.977617304521111237e+02, 2.980061614587449981e+02, 2.983317478232385724e+02, 2.973015012563247979e+02, 2.980779409311574000e+02, 2.966272347291196070e+02, 2.965313326996742376e+02, 2.991176396467110408e+02
2.011000000000000000e+03, 2.984866217742689400e+02, 2.961041571498731173e+02, 2.979506727197771170e+02, 2.965391583570771559e+02, 2.968494469830313278e+02, 2.977716173473929757e+02, 2.979583632239832127e+02, 2.986695864329280994e+02, 2.979150385613377807e+02, 2.978689677929095296e+02, 2.981499158996156211e+02, 2.970915092863093037e+02, 2.980747914094297926e+02, 2.967008464533219012e+02, 2.966900606053451952e+02, 2.986143648030542295e+02
2.012000000000000000e+03, 2.985064286236866451e+02, 2.960874192087478605e+02, 2.981710376607936723e+02, 2.970379040487705993e+02, 2.968906821380576275e+02, 2.977264734239253698e+02, 2.976975851538662141e+02, 2.985696342935498251e+02, 2.976472657801485866e+02, 2.978535071051308591e+02, 2.977806287357220185e+02, 2.971872380515276291e+02, 2.978304744152541161e+02, 2.966586621225930571e+02, 2.967196079525153891e+02, 2.980403936813840460e+02
2.013000000000000000e+03, 2.987676774432367210e+02, 2.963747663816603222e+02, 2.979166330889953542e+02, 2.972905531302296822e+02, 2.968974354307214298e+02, 2.975473190830227281e+02, 2.977645234426924503e+02, 2.983206369080428999e+02, 2.973184507410733772e+02, 2.982613834499570089e+02, 2.977278845285375155e+02, 2.977115917459093453e+02, 2.977366489710922792e+02, 2.965974994188927099e+02, 2.969081218471350780e+02, 2.980324802194675158e+02
2.014000000000000000e+03, 2.984126383554327617e+02, 2.960143010286674325e+02, 2.986102625478678192e+02, 2.968783556098822487e+02, 2.967495326166703080e+02, 2.974055758679605219e+02, 2.975609107910000830e+02, 2.980383916019924300e+02, 2.977263114831992539e+02, 2.982080925391616120e+02, 2.980449428346931882e+02, 2.981153927264209642e+02, 2.980998554466791575e+02, 2.967740957541720377e+02, 2.967223271224511905e+02, 2.985283953029499457e+02
