year, GFDL-ESM4, CESM2-WACCM, EC-Earth3-Veg, TaiESM1, CMCC-CM2-SR5, IPSL-CM6A-LR, CNRM-ESM2-1, MIROC-ES2L, ACCESS-ESM1-5, CanESM5, UKESM1-0-LL, NorESM2-MM, NorESM2-LM, MPI-ESM1-2-LR
1.870000000000000000e+03, 1.917862829572715810e+01, 1.042478562609010737e+02, 1.571186719288332370e+02, 8.606317129688515877e+01, 1.822789132397192020e+02, 1.152795291541439155e+02, 1.284030104143613755e+02, 1.084966384475871166e+02, 1.134203159511063319e+02, 2.327911404235858299e+02, 2.350673432650066843e+02, 9.121107322194453104e+01, 9.270554903132833147e+01, 8.335721765141886408e+01
1.871000000000000000e+03, 1.913356297497029956e+01, 1.042393210719078951e+02, 1.571754902077653355e+02, 8.597541116611526490e+01, 1.823050793150742663e+02, 1.152988588390062290e+02, 1.283739475507099428e+02, 1.085707406595266065e+02, 1.134488821836903725e+02, 2.328787231681228889e+02, 2.353324457713550544e+02, 9.121426473653173161e+01, 9.272299740261746592e+01, 8.321928389171655738e+01
1.872000000000000000e+03, 1.909238423411707686e+01, 1.042408358109518218e+02, 1.571904688870286861e+02, 8.599784265237282455e+01, 1.823134158426869647e+02, 1.152719760049068611e+02, 1.284208857618005482e+02, 1.083845902706993485e+02, 1.134977013100699992e+02, 2.330135408614444259e+02, 2.349440370902331381e+02, 9.122006152683484004e+01, 9.269907923132016947e+01, 8.326712509127982287e+01
1.873000000000000000e+03, 1.914733642036951622e+01, 1.042260556487104424e+02, 1.570928660544595346e+02, 8.600441993108000815e+01, 1.823680164802245258e+02, 1.152737130331766053e+02, 1.283587910983458755e+02, 1.080598758101817936e+02, 1.135387206727225617e+02, 2.330854196542539114e+02, 2.347734421533664602e+02, 9.125554962891494881e+01, 9.269060750854056607e+01, 8.339643615074302829e+01
1.874000000000000000e+03, 1.903756270263077255e+01, 1.042603103131527149e+02, 1.570053972924106347e+02, 8.597779952110465729e+01, 1.823429564134964664e+02, 1.152600085854934520e+02, 1.282950497538938350e+02, 1.080025930334362982e+02, 1.135481479649337899e+02, 2.331392687284944429e+02, 2.347173104388484148e+02, 9.127926234977617526e+01, 9.268894759914350345e+01, 8.333176740955600792e+01
1.875000000000000000e+03, 1.906778814153470236e+01, 1.042708192391805113e+02, 1.570041515761888036e+02, 8.614873763225132564e+01, 1.823402071287877959e+02, 1.152383585116969726e+02, 1.284814799597058652e+02, 1.079998428440475493e+02, 1.135461466903413452e+02, 2.332398967263424936e+02, 2.348251590109067877e+02, 9.127210058645773927e+01, 9.273325395153430861e+01, 8.327798073811950985e+01
1.876000000000000000e+03, 1.907456681836432111e+01, 1.042232799594261365e+02, 1.570158222980346352e+02, 8.608339010134078251e+01, 1.822823586352628809e+02, 1.152739926570721565e+02, 1.285257819263109411e+02, 1.077790167311850951e+02, 1.135185570954355825e+02, 2.333159477962962001e+02, 2.350680129392127071e+02, 9.125492517498614120e+01, 9.277008703525295630e+01, 8.325163505890188276e+01
1.877000000000000000e+03, 1.889420837924615526e+01, 1.042117519903420941e+02, 1.569745468697136914e+02, 8.588400056788071879e+01, 1.822807460464605640e+02, 1.152774947366344804e+02, 1.284477390780034227e+02, 1.074983190350462792e+02, 1.134832278803208254e+02, 2.333815220450085519e+02, 2.349015322569198645e+02, 9.125636412390576879e+01, 9.275678272785454226e+01, 8.315875392123162158e+01
1.878000000000000000e+03, 1.879449993642956329e+01, 1.041743013950449637e+02, 1.568859382784947059e+02, 8.596144135863809765e+01, 1.822926444516681954e+02, 1.152915408504450738e+02, 1.284210673703960026e+02, 1.071266445411976491e+02, 1.134980968641364996e+02, 2.334744586263149415e+02, 2.345583754433018839e+02, 9.122831498504808678e+01, 9.274769406854829867e+01, 8.320945313183571557e+01
1.879000000000000000e+03, 1.883970960531146233e+01, 1.041414357362898073e+02, 1.568670108964624887e+02, 8.602112232363465694e+01, 1.823308570241279938e+02, 1.153588432183670278e+02, 1.283743899716213832e+02, 1.070070912060614177e+02, 1.135456049507008913e+02, 2.335404804277577853e+02, 2.343557873679411330e+02, 9.124349798919728016e+01, 9.274549626617371700e+01, 8.324242383598051731e+01
1.880000000000000000e+03, 1.885817372184267171e+01, 1.041555072895640279e+02, 1.569519769970924301e+02, 8.597453055694819568e+01, 1.822777658873588393e+02, 1.153674976365811915e+02, 1.284870274400456083e+02, 1.069687721713794417e+02, 1.135873760857020756e+02, 2.335846224508416640e+02, 2.345086331354935680e+02, 9.124130357435186056e+01, 9.276946856007100450e+01, 8.316093283507169076e+01
1.881000000000000000e+03, 1.882961932494091073e+01, 1.041468297180915101e+02, 1.569508016022187462e+02, 8.604976742224997110e+01, 1.822428503067913823e+02, 1.153480389882873567e+02, 1.283597840168851292e+02, 1.069784761686461394e+02, 1.136613632514314105e+02, 2.335894899440839367e+02, 2.346208707177949861e+02, 9.125629704741582771e+01, 9.275450866686955465e+01, 8.316430504296917547e+01
1.882000000000000000e+03, 1.890699250467370263e+01, 1.041616571620532170e+02, 1.569833815221737723e+02, 8.600290498574116782e+01, 1.823240489671556759e+02, 1.153327746720643319e+02, 1.284537737257453500e+02, 1.069411218656963456e+02, 1.137732632369630181e+02, 2.336141696204445566e+02, 2.345830027708038301e+02, 9.124696740503623005e+01, 9.276429542757914248e+01, 8.325544813181875270e+01
1.883000000000000000e+03, 1.905737540091821813e+01, 1.041665924479068508e+02, 1.570591188300817294e+02, 8.599033484004065997e+01, 1.823405948681615314e+02, 1.153721888714216135e+02, 1.284384630763470625e+02, 1.067594164862565691e+02, 1.138868662858133121e+02, 2.336963761587129511e+02, 2.342795337132579618e+02, 9.124992201246176649e+01, 9.279153884858135370e+01, 8.331144542431067634e+01
1.884000000000000000e+03, 1.922545526007572647e+01, 1.041730095170178885e+02, 1.571868729729253857e+02, 8.608664890100341438e+01, 1.823397290040533392e+02, 1.153925218144673721e+02, 1.285099535083043634e+02, 1.065408082102493950e+02, 1.139902519856319003e+02, 2.337604189576207148e+02, 2.346300233235665473e+02, 9.126913614485498272e+01, 9.281829042232710947e+01, 8.330204380857007607e+01
1.885000000000000000e+03, 1.926328927562505200e+01, 1.041510353100401431e+02, 1.571846214432942190e+02, 8.592477052114102776e+01, 1.823985402527503368e+02, 1.154386969106119381e+02, 1.285486011316295105e+02, 1.066200547455334657e+02, 1.140771856389929297e+02, 2.338665102104893663e+02, 2.348941450403920896e+02, 9.127168810096725338e+01, 9.284474837292309246e+01, 8.325933390064348316e+01
1.886000000000000000e+03, 1.941943879855565314e+01, 1.041601343394628003e+02, 1.570914189990519674e+02, 8.605185969493349774e+01, 1.823605362445449316e+02, 1.154683617879098563e+02, 1.285250978740227481e+02, 1.067580264530093643e+02, 1.141007221960222182e+02, 2.338939289000464328e+02, 2.350578538572129617e+02, 9.130836508523009343e+01, 9.282174427977426490e+01, 8.351282882403249630e+01
1.887000000000000000e+03, 1.949871743800622781e+01, 1.041988937425895614e+02, 1.570126630639310576e+02, 8.619761677137147160e+01, 1.823903765291666730e+02, 1.154654620527811062e+02, 1.286304080917226429e+02, 1.068435853947434140e+02, 1.140702951370765703e+02, 2.339233795372215923e+02, 2.351292519962808569e+02, 9.131916193259853287e+01, 9.282727033588473375e+01, 8.361410650288522106e+01
1.888000000000000000e+03, 1.956816719790055714e+01, 1.042141903327841561e+02, 1.569902807000720770e+02, 8.607823892689322065e+01, 1.824383730272046193e+02, 1.155005098574091704e+02, 1.285542729582500669e+02, 1.068428516412917588e+02, 1.140196038632412296e+02, 2.339315484189342840e+02, 2.350003791927741759e+02, 9.134206235731033985e+01, 9.281974326100109352e+01, 8.353200805967676956e+01
1.889000000000000000e+03, 1.949765220292243839e+01, 1.042404119598542280e+02, 1.570665006105004977e+02, 8.596336562637348777e+01, 1.824583614031222680e+02, 1.155158953687347321e+02, 1.286221953381499077e+02, 1.067895602109158659e+02, 1.139614659860047254e+02, 2.339054945224380617e+02, 2.348587303439788343e+02, 9.132944690936098198e+01, 9.279335792697439445e+01, 8.344842067150146647e+01
1.890000000000000000e+03, 1.947550408811228806e+01, 1.042666389021219544e+02, 1.570774219588159042e+02, 8.595471382623469481e+01, 1.825233137583959433e+02, 1.155675573617582756e+02, 1.287081658230029859e+02, 1.068736142556743403e+02, 1.139078387927881835e+02, 2.338738575389557468e+02, 2.351062590668250607e+02, 9.130206592597296833e+01, 9.281515412941448062e+01, 8.325587154509005927e+01
1.891000000000000000e+03, 1.937457017240049595e+01, 1.042483016697971010e+02, 1.570907727870004464e+02, 8.588449598061046686e+01, 1.825181697404187560e+02, 1.156109012091727948e+02, 1.286993511624419568e+02, 1.069924611771692611e+02, 1.139487361641133134e+02, 2.339168582805707217e+02, 2.350712400615223885e+02, 9.128232081248314955e+01, 9.284221307473450224e+01, 8.325167794669981447e+01
1.892000000000000000e+03, 1.921854914679111204e+01, 1.042364006167912152e+02, 1.570792258067758951e+02, 8.591492125335496155e+01, 1.825173475766774231e+02, 1.156106646982450172e+02, 1.287683045667322119e+02, 1.071205135426672257e+02, 1.140055479063980783e+02, 2.339808897815747741e+02, 2.349406891285311758e+02, 9.132128007734972641e+01, 9.283972177239947143e+01, 8.315933205120332161e+01
1.893000000000000000e+03, 1.925766775681293552e+01, 1.042320065895650316e+02, 1.571186511260298175e+02, 8.608883094785551293e+01, 1.825821766849647645e+02, 1.156340172895143468e+02, 1.288313778401057448e+02, 1.071028016416500463e+02, 1.140693300965934611e+02, 2.340774713541961773e+02, 2.351386310148950542e+02, 9.129841061684668091e+01, 9.288344049762585541e+01, 8.328013698990554303e+01
1.894000000000000000e+03, 1.935664873491889182e+01, 1.042677918144443510e+02, 1.571536851505928212e+02, 8.616997465436371328e+01, 1.826480379170585024e+02, 1.156493845990735565e+02, 1.287894815120089902e+02, 1.070485696903370467e+02, 1.141691836299707461e+02, 2.341536674113866070e+02, 2.351806315941535672e+02, 9.127875507676031930e+01, 9.291490844509662850e+01, 8.322380789941986734e+01
1.895000000000000000e+03, 1.931644707381555648e+01, 1.042631452861541419e+02, 1.571094221576648522e+02, 8.579502977104053230e+01, 1.825489559308414869e+02, 1.156284800510878767e+02, 1.287263859359224796e+02, 1.070568523696822183e+02, 1.143367236718260642e+02, 2.342351365602330020e+02, 2.352540328628361408e+02, 9.128047618423185838e+01, 9.291300567716756120e+01, 8.323599852787474163e+01
1.896000000000000000e+03, 1.915220648837028250e+01, 1.042366558895646733e+02, 1.569818304484331009e+02, 8.575411338678594575e+01, 1.824978035787467832e+02, 1.156382359478114807e+02, 1.287732826460628246e+02, 1.071688615902454131e+02, 1.144596373360591883e+02, 2.342733157064190834e+02, 2.352891431569699989e+02, 9.131470296487161420e+01, 9.288763164352450019e+01, 8.323021931611597779e+01
1.897000000000000000e+03, 1.910367021944615118e+01, 1.042380265856087789e+02, 1.569384690064846950e+02, 8.606374672920661340e+01, 1.825345959182363345e+02, 1.156574980389543157e+02, 1.288441143117896388e+02, 1.072815871007660320e+02, 1.146144713256598067e+02, 2.342893893142952493e+02, 2.352052611119618177e+02, 9.134828880149299835e+01, 9.291300213013144571e+01, 8.318596093604354280e+01
1.898000000000000000e+03, 1.907649735928998069e+01, 1.042617791836565289e+02, 1.570138801442877536e+02, 8.604149556586558845e+01, 1.825832661281153264e+02, 1.157138573251245077e+02, 1.287953205218397272e+02, 1.072301018236794334e+02, 1.147113386367772989e+02, 2.343328666911897642e+02, 2.352811062763430243e+02, 9.137363959896859456e+01, 9.291132387193334807e+01, 8.306915808895051612e+01
1.899000000000000000e+03, 1.897493263784154394e+01, 1.042881938116777150e+02, 1.570022650546479213e+02, 8.593317651986637884e+01, 1.825909801366270244e+02, 1.157303603356923674e+02, 1.288923012635601140e+02, 1.072399428580414309e+02, 1.147276646777295070e+02, 2.343931047928702753e+02, 2.356019946359564017e+02, 9.141749218222345519e+01, 9.289231532054317597e+01, 8.283118199520914970e+01
1.900000000000000000e+03, 1.894533199577872296e+01, 1.042862118367735746e+02, 1.568993590140858601e+02, 8.604470241254439600e+01, 1.826542013064807861e+02, 1.156745388212622316e+02, 1.289513988771430775e+02, 1.073310457095380457e+02, 1.147197170908407458e+02, 2.344016095199858967e+02, 2.356232224645935673e+02, 9.145153443507199142e+01, 9.289974831429839242e+01, 8.289458754833654552e+01
1.901000000000000000e+03, 1.892574963417739298e+01, 1.042923868584558988e+02, 1.568235727700652546e+02, 8.594854890859554075e+01, 1.827078238781340929e+02, 1.156757386400890795e+02, 1.288859877072591189e+02, 1.074535655146736275e+02, 1.146268069650166694e+02, 2.344170295693052424e+02, 2.356550241491235340e+02, 9.140164912247745121e+01, 9.292705065299342948e+01, 8.325225955625786867e+01
1.902000000000000000e+03, 1.893357645829378910e+01, 1.042895234001146036e+02, 1.568089308551505212e+02, 8.594257743126996729e+01, 1.826997333451642476e+02, 1.157419896390353102e+02, 1.289146239546758181e+02, 1.073280347915600856e+02, 1.145784717129278505e+02, 2.343841986631399834e+02, 2.356278666231957857e+02, 9.134542051978191068e+01, 9.293756900330240001e+01, 8.330086608335527387e+01
1.903000000000000000e+03, 1.896345825964819198e+01, 1.043159566921472674e+02, 1.567577925135792327e+02, 8.605463965213982647e+01, 1.826634875290137643e+02, 1.157584179131486053e+02, 1.289631559186953780e+02, 1.071187615546307654e+02, 1.146385170549019961e+02, 2.343237484319472514e+02, 2.353505053945220880e+02, 9.137504021726415715e+01, 9.290286743852080065e+01, 8.325952300913013460e+01
1.904000000000000000e+03, 1.895822629987858221e+01, 1.042931617475263693e+02, 1.566913466828772243e+02, 8.591228994643590511e+01, 1.827226290603875043e+02, 1.157403727776678863e+02, 1.289219064288373318e+02, 1.071318504791303781e+02, 1.146890108062102200e+02, 2.343095625323976208e+02, 2.355554566629998305e+02, 9.137570683156062046e+01, 9.291876846198903195e+01, 8.313923635100499610e+01
1.905000000000000000e+03, 1.899260048493834674e+01, 1.043100608839309871e+02, 1.567561282799869673e+02, 8.582633948713146310e+01, 1.827411954332683024e+02, 1.157035171588569540e+02, 1.290089260068092756e+02, 1.071014530050079401e+02, 1.147298490403057656e+02, 2.343340652333296532e+02, 2.356825493452318483e+02, 9.133730873930441874e+01, 9.296129144038150116e+01, 8.338489314885762838e+01
1.906000000000000000e+03, 1.904503526023015070e+01, 1.042909145701013358e+02, 1.568119200051934570e+02, 8.589116487946664336e+01, 1.826882246187811347e+02, 1.156737404562301492e+02, 1.290995878462356643e+02, 1.071678570651048830e+02, 1.147682624642428237e+02, 2.344617800570808015e+02, 2.359403355223888070e+02, 9.132064889784173545e+01, 9.295873798308095104e+01, 8.338729631944680420e+01
1.907000000000000000e+03, 1.909788593841333437e+01, 1.042365359392844368e+02, 1.567844772332623506e+02, 8.588155957775315130e+01, 1.826810710377274916e+02, 1.156838723223283409e+02, 1.290469577476434324e+02, 1.072752952104975037e+02, 1.147474672137225298e+02, 2.345759657653622412e+02, 2.358070670120059447e+02, 9.132285432863427843e+01, 9.294736108351513337e+01, 8.334903281638652572e+01
1.908000000000000000e+03, 1.907839081017904093e+01, 1.042236136682805636e+02, 1.567059510684731549e+02, 8.599133223343991972e+01, 1.827484165607683622e+02, 1.156726859568880457e+02, 1.291467726390769712e+02, 1.072221465217232463e+02, 1.147389109274471792e+02, 2.346309007250416130e+02, 2.356680104804205769e+02, 9.136644761499462675e+01, 9.295562129008368402e+01, 8.314263951740524305e+01
1.909000000000000000e+03, 1.908574163368133014e+01, 1.042450175560223045e+02, 1.566621427386921255e+02, 8.603388370670731433e+01, 1.827990292319476282e+02, 1.156621525705487699e+02, 1.289741108116773489e+02, 1.071984217425072217e+02, 1.147007309043885499e+02, 2.346559516883620518e+02, 2.356117745516368700e+02, 9.144248022647249741e+01, 9.295590335051898023e+01, 8.320717207876360533e+01
1.910000000000000000e+03, 1.901200230712368722e+01, 1.042315962908972580e+02, 1.566709653982883594e+02, 8.605301973360997181e+01, 1.827224517156100490e+02, 1.156405384625309551e+02, 1.290925743218681134e+02, 1.072334203464033635e+02, 1.147417183778408827e+02, 2.346740556041436605e+02, 2.355158489369368624e+02, 9.147749789618143268e+01, 9.291617170826073391e+01, 8.320646615943395830e+01
1.911000000000000000e+03, 1.890068192164080685e+01, 1.041896034416907355e+02, 1.567110645223851861e+02, 8.595222438464733727e+01, 1.827374699437635002e+02, 1.156226157630581781e+02, 1.291664258183325558e+02, 1.072528813038147746e+02, 1.147457328436904334e+02, 2.346430075750932360e+02, 2.356359824019793621e+02, 9.149690387729800989e+01, 9.294986189874360605e+01, 8.325273677691458829e+01
1.912000000000000000e+03, 1.897391225095129386e+01, 1.042132262150094988e+02, 1.566476780816764460e+02, 8.603357661886143148e+01, 1.827670609457563273e+02, 1.156035974401443838e+02, 1.291104653086140956e+02, 1.070984298806048685e+02, 1.147317920974502812e+02, 2.346097385601744634e+02, 2.355207779785980051e+02, 9.146887218140777520e+01, 9.300108619643123120e+01, 8.326169714141059330e+01
1.913000000000000000e+03, 1.900165061709693859e+01, 1.042370668068665225e+02, 1.565293856193780471e+02, 8.609035035615350751e+01, 1.827804200831556614e+02, 1.155825604121959316e+02, 1.291789906226046867e+02, 1.069504293949158296e+02, 1.147338153009838067e+02, 2.346520407961030799e+02, 2.353391487906201576e+02, 9.143695923665499947e+01, 9.298986469695248047e+01, 8.323408640093134636e+01
1.914000000000000000e+03, 1.909927926642857443e+01, 1.042397449059726426e+02, 1.564374316061508523e+02, 8.597575574428675793e+01, 1.827741270769933806e+02, 1.155567310188173735e+02, 1.292393261264556088e+02, 1.070943727151057061e+02, 1.147678595255106018e+02, 2.347799707213265776e+02, 2.351147957855232562e+02, 9.142719327500245186e+01, 9.300107344986678015e+01, 8.307936922848527672e+01
1.915000000000000000e+03, 1.911793175894883134e+01, 1.042649523488034760e+02, 1.563716499475546868e+02, 8.600641304714477542e+01, 1.828523947262607976e+02, 1.155534142933631472e+02, 1.292231781959484920e+02, 1.071741687139714827e+02, 1.147864781750019603e+02, 2.348747613157096907e+02, 2.352505294745260187e+02, 9.139026623754945433e+01, 9.300860159712587460e+01, 8.298921977709305509e+01
1.916000000000000000e+03, 1.908653049909245780e+01, 1.042880037241924782e+02, 1.563709953842512448e+02, 8.608173894851263697e+01, 1.829260739332272863e+02, 1.155020895419343390e+02, 1.292872837991560289e+02, 1.070491319066552052e+02, 1.147368683677969727e+02, 2.349938983524183698e+02, 2.350466838266970626e+02, 9.142433230931089838e+01, 9.300381882270755796e+01, 8.301690769069948317e+01
1.917000000000000000e+03, 1.900141354710309116e+01, 1.043361108964980701e+02, 1.563527961050063482e+02, 8.580888668837893363e+01, 1.829719668673029105e+02, 1.154611511983885066e+02, 1.293413847213022621e+02, 1.068976481056690915e+02, 1.146758650468563303e+02, 2.350839893855931280e+02, 2.351189835229155563e+02, 9.147839466901869798e+01, 9.302087360178322228e+01, 8.308435646161710508e+01
1.918000000000000000e+03, 1.886762042378746429e+01, 1.043124723800052749e+02, 1.563768879891973427e+02, 8.577201622870623510e+01, 1.830446923781690884e+02, 1.154655539237864161e+02, 1.293675235356005828e+02, 1.068271105307306499e+02, 1.146861888262375970e+02, 2.351173357816577720e+02, 2.351790430181346210e+02, 9.149466846496466133e+01, 9.302903168053074978e+01, 8.330123349218398232e+01
1.919000000000000000e+03, 1.877710275038069909e+01, 1.042785491869530716e+02, 1.564691051498511740e+02, 8.603968496903868868e+01, 1.830204215196346240e+02, 1.154365397978938006e+02, 1.293273510495050118e+02, 1.069326873408572425e+02, 1.146897888372474341e+02, 2.351164361589103748e+02, 2.350097597163489240e+02, 9.144243574810408859e+01, 9.308269808929144062e+01, 8.335810080954912848e+01
