year, GFDL-ESM4, CESM2-WACCM, EC-Earth3-Veg, TaiESM1, CMCC-CM2-SR5, IPSL-CM6A-LR, CNRM-ESM2-1, MIROC-ES2L, ACCESS-ESM1-5, CanESM5, UKESM1-0-LL, NorESM2-MM, NorESM2-LM, MPI-ESM1-2-LR
1.991000000000000000e+03, 1.643529160957530166e+01, 1.039491720220646869e+02, 1.559470333729031211e+02, 8.654047620241347261e+01, 1.851024102539730052e+02, 1.175439225211692076e+02, 1.336159089853549062e+02, 1.053561357542108397e+02, 1.192019735447274513e+02, 2.359290192255401166e+02, 2.359190683775532591e+02, 9.114252907015189464e+01, 9.316211270227580599e+01, 8.565496876069393295e+01
1.992000000000000000e+03, 1.631111664186499866e+01, 1.039412547612018329e+02, 1.559352712071479345e+02, 8.676162980807741576e+01, 1.851760959019963764e+02, 1.176096503458996665e+02, 1.336753676682957064e+02, 1.052687492824783817e+02, 1.193049815192174918e+02, 2.359021663144748402e+02, 2.365165687903615890e+02, 9.115108854393837134e+01, 9.320186279940446639e+01, 8.587663007814452953e+01
1.993000000000000000e+03, 1.641172567893856282e+01, 1.039533360933070014e+02, 1.560696898204090814e+02, 8.676424231318453906e+01, 1.851675937198883446e+02, 1.176752860424943918e+02, 1.336910014168782368e+02, 1.054244386593248919e+02, 1.194093732826917886e+02, 2.359323981991414882e+02, 2.367512636035575895e+02, 9.119815273848011827e+01, 9.323135720778712709e+01, 8.597964304186406537e+01
1.994000000000000000e+03, 1.658466617063480797e+01, 1.040252660381469241e+02, 1.561641906228982748e+02, 8.669063861472626797e+01, 1.852251601322087993e+02, 1.177612599745363156e+02, 1.339000807699380857e+02, 1.056517345606658864e+02, 1.195299874412196885e+02, 2.359888308361135785e+02, 2.368213697979408892e+02, 9.125043525228929298e+01, 9.320186995191056667e+01, 8.594796358885118082e+01
1.995000000000000000e+03, 1.665022291977254909e+01, 1.040418409684124725e+02, 1.562406052902784666e+02, 8.666468759723780124e+01, 1.852839876335313818e+02, 1.178181863127713882e+02, 1.339014759565583574e+02, 1.058623079162749008e+02, 1.196357807325179863e+02, 2.360555660579321113e+02, 2.369970535858872722e+02, 9.129786745274618909e+01, 9.323677979980161012e+01, 8.606738602711268982e+01
1.996000000000000000e+03, 1.681621383760352018e+01, 1.040945576740507619e+02, 1.562834334942679391e+02, 8.671046519102914374e+01, 1.853525972454468729e+02, 1.178886646259563378e+02, 1.339946247319761596e+02, 1.060068712780110900e+02, 1.196325020937014330e+02, 2.361231038217062235e+02, 2.368042040078413777e+02, 9.137254198342139944e+01, 9.325585163681134304e+01, 8.636182454539874698e+01
1.997000000000000000e+03, 1.691269142971658468e+01, 1.041339467245731356e+02, 1.562709120795244360e+02, 8.678246678675354531e+01, 1.854777151987760817e+02, 1.179265340664268820e+02, 1.340148503191231839e+02, 1.060130350604592451e+02, 1.196791403754330503e+02, 2.361411275952852407e+02, 2.366993236537994392e+02, 9.139216195181745661e+01, 9.329989619585347782e+01, 8.662483403800904114e+01
1.998000000000000000e+03, 1.691707434325923387e+01, 1.041508179747890352e+02, 1.562438696307398516e+02, 8.681491990280950688e+01, 1.855556784479825296e+02, 1.180358584399231887e+02, 1.341947556206094703e+02, 1.058014820916245355e+02, 1.196957849643995075e+02, 2.361354326179784380e+02, 2.362349086247456569e+02, 9.136373834722195397e+01, 9.336606748904512187e+01, 8.660523631376118203e+01
1.999000000000000000e+03, 1.690440985430725007e+01, 1.041886935021607030e+02, 1.562009975937233435e+02, 8.675558500032542497e+01, 1.857060826567027050e+02, 1.181269655585973624e+02, 1.341968643320579133e+02, 1.058802037990079867e+02, 1.196021718995515641e+02, 2.361570259050533309e+02, 2.359507018568774015e+02, 9.138471558770424963e+01, 9.339218516135674975e+01, 8.656611311284214594e+01
2.000000000000000000e+03, 1.691870592662445816e+01, 1.042485056479813323e+02, 1.561708837862910002e+02, 8.670286140863979085e+01, 1.857516778291008279e+02, 1.181532259174694133e+02, 1.342437015254808159e+02, 1.061063917254160600e+02, 1.195773200812751753e+02, 2.361456382122193531e+02, 2.363499349564321506e+02, 9.147470948544616931e+01, 9.341482779941539150e+01, 8.650974070829126106e+01
2.001000000000000000e+03, 1.683897042894638219e+01, 1.042796013527146783e+02, 1.561318591438859755e+02, 8.683057425104856009e+01, 1.857977614375708981e+02, 1.181886225987237111e+02, 1.344032832757425240e+02, 1.063039719661580023e+02, 1.195401963680725004e+02, 2.361717592673848287e+02, 2.363992696107502525e+02, 9.155498570627015908e+01, 9.340798391916162302e+01, 8.653342437764806050e+01
2.002000000000000000e+03, 1.672667109516098805e+01, 1.043202872161456725e+02, 1.561126335035899615e+02, 8.695171885554982794e+01, 1.859589915189427529e+02, 1.182446343275015295e+02, 1.345089959124741199e+02, 1.063593913698817488e+02, 1.193805451736907912e+02, 2.362496201748909641e+02, 2.362927244491653482e+02, 9.159704914181345714e+01, 9.341998039227925688e+01, 8.661242824985170330e+01
2.003000000000000000e+03, 1.668065666068471486e+01, 1.043221090395013420e+02, 1.561453754627375190e+02, 8.695308118429221622e+01, 1.859574891851860059e+02, 1.183005269296919408e+02, 1.345532002489281069e+02, 1.064835796067925173e+02, 1.193071331560661861e+02, 2.362924606304562190e+02, 2.361891995370613699e+02, 9.164534620496853279e+01, 9.347148610381077560e+01, 8.675483988859450335e+01
2.004000000000000000e+03, 1.665715194165448310e+01, 1.043384469503837266e+02, 1.561910251523483453e+02, 8.677376417442071954e+01, 1.859608119051717097e+02, 1.183891691647889530e+02, 1.346078248745471342e+02, 1.067024668914757655e+02, 1.193375989378871651e+02, 2.363309851548968084e+02, 2.362945923457254764e+02, 9.166392302250602597e+01, 9.355545897298925695e+01, 8.679216946315392534e+01
2.005000000000000000e+03, 1.646223414422122033e+01, 1.043915516518889604e+02, 1.562005587627122338e+02, 8.667061477982419149e+01, 1.860246920948409581e+02, 1.184461841571857263e+02, 1.345235097434964757e+02, 1.065713969378528390e+02, 1.193395620707201203e+02, 2.363600622784933591e+02, 2.363061110571574943e+02, 9.166531866367176917e+01, 9.363237577831679914e+01, 8.670719867721156504e+01
2.006000000000000000e+03, 1.642507953036960089e+01, 1.044359649100836975e+02, 1.561961274997973703e+02, 8.694250939834475389e+01, 1.860957670813095319e+02, 1.184450836164945287e+02, 1.346442828535411991e+02, 1.064459400095443300e+02, 1.192916553812212044e+02, 2.363633114782212772e+02, 2.364554653338869343e+02, 9.169107534529334202e+01, 9.368603078285913455e+01, 8.704557118816271100e+01
2.007000000000000000e+03, 1.629277521774085002e+01, 1.044752380390497137e+02, 1.561354790204592859e+02, 8.708323529719899625e+01, 1.861979230485019343e+02, 1.184953243928822815e+02, 1.346988389390847374e+02, 1.065836464861268524e+02, 1.193223342901420807e+02, 2.363831540678654619e+02, 2.369615836792567904e+02, 9.173913282278202530e+01, 9.371087179331983918e+01, 8.730191954503227691e+01
2.008000000000000000e+03, 1.614666418058394015e+01, 1.044643376949720732e+02, 1.560869469921509278e+02, 8.706856104356121762e+01, 1.863413793799281848e+02, 1.186210965840923279e+02, 1.346370772015028479e+02, 1.066702752680618573e+02, 1.193778402178964484e+02, 2.363993195515821810e+02, 2.370318804914039390e+02, 9.180837319146489506e+01, 9.373897586572454088e+01, 8.730721383991112816e+01
2.009000000000000000e+03, 1.609916183372421727e+01, 1.044469775232344801e+02, 1.561492652321612695e+02, 8.697162940857219837e+01, 1.864430732368330155e+02, 1.187163249574835220e+02, 1.346924024057262841e+02, 1.068415137596408613e+02, 1.194445330080133090e+02, 2.365179428802370580e+02, 2.370089920599835125e+02, 9.186085026471877768e+01, 9.376784746424762318e+01, 8.731660742309853163e+01
2.010000000000000000e+03, 1.614376891992179353e+01, 1.044945943176113445e+02, 1.561855548740281563e+02, 8.692531815151890839e+01, 1.864478997002943004e+02, 1.186973584409652318e+02, 1.347750517427305397e+02, 1.068353262512427904e+02, 1.195396022240214648e+02, 2.365963224096130944e+02, 2.367247437168709325e+02, 9.188779326814442072e+01, 9.383405796998025039e+01, 8.735509871433637841e+01
2.011000000000000000e+03, 1.614917444867936069e+01, 1.045762182651050978e+02, 1.561016457881503072e+02, 8.683606899701288739e+01, 1.865032106994632386e+02, 1.187183071657213276e+02, 1.348515579619953542e+02, 1.067212822459018753e+02, 1.195618949339424546e+02, 2.365411679608274937e+02, 2.367135044300381139e+02, 9.186437803551584125e+01, 9.389414149358675843e+01, 8.739013264283954641e+01
2.012000000000000000e+03, 1.609310622163337001e+01, 1.046031673138163285e+02, 1.560921060276811261e+02, 8.685661986997024542e+01, 1.866057219299526082e+02, 1.188053287923046355e+02, 1.349650747158613910e+02, 1.066916687358236686e+02, 1.196069900929254572e+02, 2.364492023869535160e+02, 2.367077338617164912e+02, 9.190510873421429494e+01, 9.391989647024591648e+01, 8.745695336025885069e+01
2.013000000000000000e+03, 1.602880296392978465e+01, 1.046079952293467272e+02, 1.561415086334001217e+02, 8.704008281475627484e+01, 1.866542685424709020e+02, 1.188625558405055926e+02, 1.349486652578007977e+02, 1.068810608876036241e+02, 1.196114456972944708e+02, 2.364881981890513885e+02, 2.370491621095215180e+02, 9.196067991670885533e+01, 9.394336812611125254e+01, 8.756935571159084475e+01
2.014000000000000000e+03, 1.585377850720353443e+01, 1.045935286062231881e+02, 1.561529560662883966e+02, 8.721193578513123157e+01, 1.867114007022992723e+02, 1.189323262031142576e+02, 1.349908907384736096e+02, 1.069194010549086897e+02, 1.195409831538546257e+02, 2.365270836996277524e+02, 2.373482033189863216e+02, 9.199170526217540100e+01, 9.397930724920499301e+01, 8.762559088103995464e+01
