year, MIROC-ES2L, TaiESM1, MPI-ESM1-2-LR, IPSL-CM6A-LR, CanESM5, GFDL-ESM4, NorESM2-LM, INM-CM5-0, UKESM1-0-LL, CMCC-CM2-SR5, CNRM-ESM2-1, ACCESS-ESM1-5, CESM2-WACCM, INM-CM4-8, NorESM2-MM, EC-Earth3-Veg
1.860000000000000000e+03, 2.685536513662465818e+00, 2.253768295695772750e+00, 1.660362776058328604e+00, 2.342224126331643230e+00, 2.423685995675304294e+00, 2.436139641115434795e+00, 1.715025303018466785e+00, 2.170207731953587960e+00, 1.822207081022000352e+00, 2.194502884498952699e+00, 1.460914355036925016e+00, 2.495810668521329490e+00, 1.979958151675470512e+00, 2.027398298682367983e+00, 1.956689183996072279e+00, 1.868604251701984742e+00
1.861000000000000000e+03, 2.876262781432624926e+00, 2.522055669035339065e+00, 1.668237255832431210e+00, 2.294372492961971322e+00, 2.489495135039454521e+00, 2.424578226907218692e+00, 1.573588865503261269e+00, 2.012677065625557926e+00, 1.662107293607462122e+00, 2.176677058081518013e+00, 1.738419812445297863e+00, 2.289129861889353634e+00, 2.146409726025963138e+00, 1.965574291760440628e+00, 1.716849461012518896e+00, 1.905879759240714622e+00
1.862000000000000000e+03, 2.810122349714497147e+00, 2.213441602850501067e+00, 1.746529521711822630e+00, 2.239473977985499076e+00, 2.487481080426086510e+00, 2.425863673609869320e+00, 1.704018787651275790e+00, 2.160680231448288691e+00, 1.828308654941408706e+00, 2.374927065218774835e+00, 1.776636864014908168e+00, 2.307929089982701409e+00, 2.100197599503046408e+00, 1.967063791754703361e+00, 1.796142759109115472e+00, 1.845814930317396962e+00
1.863000000000000000e+03, 2.778569602200883892e+00, 2.191367305307662328e+00, 1.763111476638362873e+00, 2.314179793822971565e+00, 2.402864091285528580e+00, 2.309585095085263440e+00, 1.753358723274429209e+00, 2.097659343383420083e+00, 1.874269907281169045e+00, 2.249885089783781211e+00, 1.671379170529524893e+00, 2.322756074849192220e+00, 2.116884688589243169e+00, 2.179567057951753206e+00, 1.884624123784590433e+00, 1.828776170144408963e+00
1.864000000000000000e+03, 2.756378670335937198e+00, 2.094918622587454315e+00, 1.610502991607559942e+00, 2.316098041994989032e+00, 2.346035247328215778e+00, 2.447746455109656161e+00, 1.770933721362227597e+00, 2.152766455252985267e+00, 1.913500253047456079e+00, 2.394305507721301574e+00, 1.426124198119404163e+00, 2.374252101582916108e+00, 2.236580737318806023e+00, 2.090262765428840375e+00, 1.922645906644528946e+00, 1.758987971456389410e+00
1.865000000000000000e+03, 2.686199931285069731e+00, 2.284450780579433182e+00, 1.672356207266686212e+00, 2.323290603378843411e+00, 2.380068349063961364e+00, 2.270894881663624520e+00, 1.818561164999351831e+00, 2.127048597124466589e+00, 2.052769146568469871e+00, 2.384088331701274655e+00, 1.512900939997554817e+00, 2.192428733761493831e+00, 2.086955784900004218e+00, 2.138204929494325945e+00, 1.739147988704051295e+00, 1.739277940153467705e+00
1.866000000000000000e+03, 2.823037700170527575e+00, 2.321273854976966255e+00, 1.736071645603643576e+00, 2.198104807578091791e+00, 2.428204672250798168e+00, 2.507348711892356974e+00, 1.847964374712597557e+00, 2.097583282140286443e+00, 1.733453991244559678e+00, 2.317635361864909704e+00, 1.710142070387077995e+00, 2.363058700937295864e+00, 2.342376789188437058e+00, 2.037694150297603812e+00, 1.791000344353702589e+00, 1.776153700178333850e+00
1.867000000000000000e+03, 3.025433460748008674e+00, 2.183915107021516810e+00, 1.786062393435403628e+00, 2.308357218156811719e+00, 2.378464414652981418e+00, 2.386270950910653443e+00, 1.761149567517016346e+00, 2.094584502047631691e+00, 1.784661734272534606e+00, 2.237228775765614408e+00, 1.436753687036970817e+00, 2.307198140825164057e+00, 2.209675481595695157e+00, 2.035879797728009422e+00, 1.760792204788098614e+00, 1.767202316289533393e+00
1.868000000000000000e+03, 2.893583039822809511e+00, 2.288986567314391873e+00, 1.813017162275027738e+00, 2.375864162000972613e+00, 2.466399521486100088e+00, 2.308317231874864373e+00, 1.884782840074560761e+00, 2.080322660509041022e+00, 2.002684920023822368e+00, 2.320287258234880579e+00, 1.644482172653069618e+00, 2.325968504543423965e+00, 2.091887670268588462e+00, 1.944918726544235366e+00, 1.859753336696005732e+00, 1.837453055833162763e+00
1.869000000000000000e+03, 2.796991651419607372e+00, 2.086198909955428782e+00, 1.682385527599163932e+00, 2.405574083058180879e+00, 2.452728993729691886e+00, 2.288069468880297386e+00, 1.626918347336425263e+00, 2.139801328801056002e+00, 1.982815735149720870e+00, 2.276922213651821014e+00, 1.422344669096670344e+00, 2.400941095739761888e+00, 2.156419688417944069e+00, 2.088587387848015897e+00, 1.703407213315481838e+00, 1.989303942865104924e+00
1.870000000000000000e+03, 2.950608600526630099e+00, 2.130208281900033640e+00, 1.613861744773405604e+00, 2.284810466964009024e+00, 2.441235040062477601e+00, 2.439342657590581886e+00, 1.755883072921643473e+00, 2.220227161824028794e+00, 1.710566227550604390e+00, 2.251716997149210364e+00, 1.571420664608194739e+00, 2.538150663263177620e+00, 2.135025915236826055e+00, 1.942642092041304558e+00, 1.792451156853959393e+00, 1.752400823162633126e+00
1.871000000000000000e+03, 2.914593377536012220e+00, 2.239386811668891752e+00, 1.749163338202605500e+00, 2.136889365452975476e+00, 2.444361734027510114e+00, 2.341090928870734889e+00, 1.792346978401103463e+00, 2.126291009228324924e+00, 1.723676770883649789e+00, 2.232404267586029167e+00, 1.419377474997731925e+00, 2.217833226560890658e+00, 2.188712908941060409e+00, 2.159875563814100730e+00, 1.795348848247650064e+00, 1.705421490203592016e+00
1.872000000000000000e+03, 2.683204876097557534e+00, 2.125675044066343666e+00, 1.691255417232478742e+00, 2.248328347337745114e+00, 2.477277705169117272e+00, 2.490179502685853308e+00, 1.885171612443186762e+00, 2.151466769720502992e+00, 2.057518804326991191e+00, 2.124408113431207390e+00, 1.743943657544048564e+00, 2.269429088031108321e+00, 2.244546447688656521e+00, 2.126635733202799639e+00, 1.841834610860394239e+00, 1.796267357042984569e+00
1.873000000000000000e+03, 2.729418006889719805e+00, 2.409834095016950783e+00, 1.654684508302324053e+00, 2.187404611468747540e+00, 2.403882381584101502e+00, 2.238799073205202106e+00, 1.862161726577082232e+00, 2.143933407111926925e+00, 1.796045756991105913e+00, 2.156919601739205383e+00, 1.631618201689297720e+00, 2.376482374820843013e+00, 2.096558952525401587e+00, 2.012905887000188354e+00, 1.705801870844615431e+00, 1.878970401588665684e+00
1.874000000000000000e+03, 2.914295568753951571e+00, 2.068880122348649042e+00, 1.698905057897154958e+00, 2.251993341816298511e+00, 2.557627717545924551e+00, 2.334943464265594404e+00, 1.707092785899831044e+00, 2.165776753082123474e+00, 1.793370275249665635e+00, 2.168734520826907985e+00, 1.460388401870837294e+00, 2.238434266490386904e+00, 1.942568433824365171e+00, 2.065729744511211941e+00, 1.696912243129568898e+00, 1.944453189739972609e+00
1.875000000000000000e+03, 2.734511363342517765e+00, 2.145224663899289563e+00, 1.733136297348076393e+00, 2.320176130558059935e+00, 2.509131229895986248e+00, 2.442622377063699446e+00, 1.628043729897980629e+00, 2.201592950017545292e+00, 1.825918498913992716e+00, 2.245258212140900600e+00, 1.370773934797826277e+00, 2.227321207242066947e+00, 2.199569477129471373e+00, 2.247526896157404863e+00, 1.896400772476105612e+00, 1.759119285539811006e+00
1.876000000000000000e+03, 2.796677716978856143e+00, 2.370821432248150895e+00, 1.770574760296645289e+00, 2.279017603462376584e+00, 2.368751758949395825e+00, 2.231389164517410872e+00, 1.764676323532417879e+00, 2.220020991457263282e+00, 1.746169898461821912e+00, 2.282432150611865662e+00, 1.590610558723143386e+00, 2.333994956590887515e+00, 2.183249392278375112e+00, 2.172747535826707210e+00, 1.804205526008223925e+00, 1.652932234234958608e+00
1.877000000000000000e+03, 2.455949198664364896e+00, 2.248640165738079677e+00, 1.786680223248700683e+00, 2.360137070202140475e+00, 2.345249451713671718e+00, 2.291827001306123268e+00, 1.743708280438553304e+00, 2.249931305380685753e+00, 1.876254086404248067e+00, 2.230265577969820168e+00, 1.516629884612614054e+00, 2.274549925297904451e+00, 2.086147107059403538e+00, 2.202110988550769477e+00, 1.850017986379650869e+00, 1.760555911198548040e+00
1.878000000000000000e+03, 2.595735905206654426e+00, 2.179169024878255811e+00, 1.693754765646642513e+00, 2.387173122406576198e+00, 2.313016457434840412e+00, 2.390348511274243748e+00, 1.834859902898569484e+00, 2.093939106119398375e+00, 1.805912168245085159e+00, 2.219085606055119175e+00, 1.591845288074245968e+00, 2.270673375214086409e+00, 2.271939081026971063e+00, 2.111230434694464364e+00, 1.867314689802565431e+00, 1.891723400564838675e+00
1.879000000000000000e+03, 2.791380710760015926e+00, 2.382814581319534941e+00, 1.721905928860456569e+00, 2.116019894348677877e+00, 2.389028882630447992e+00, 2.342246968473693958e+00, 1.646421904534752345e+00, 2.193188712502528670e+00, 1.893095239345985004e+00, 2.328115369083303854e+00, 1.498234454909899815e+00, 2.309704186816311733e+00, 2.219104748677056094e+00, 2.071893117918266469e+00, 1.799628016287525334e+00, 1.887083574647325124e+00
1.880000000000000000e+03, 2.790216236457415455e+00, 2.091277275969936067e+00, 1.707814853671609789e+00, 2.215884811110558239e+00, 2.519560248675249969e+00, 2.352264003015294591e+00, 1.809051062248735242e+00, 2.164634680498400687e+00, 1.880306145348401348e+00, 2.262615613216441002e+00, 1.709721035423398261e+00, 2.335536892791165720e+00, 2.150528045197791283e+00, 2.135954184158874725e+00, 1.859435571836444812e+00, 1.817779233825772778e+00
1.881000000000000000e+03, 2.746917296136054176e+00, 2.150156143159013933e+00, 1.794048602236300916e+00, 2.247640443762885187e+00, 2.373550889408881037e+00, 2.373497504579838768e+00, 1.721931075375281894e+00, 2.150581275505656809e+00, 1.767050603697406519e+00, 2.249325773432916176e+00, 1.577284508283997688e+00, 2.360794700099132726e+00, 2.200008277469790219e+00, 1.896683257401548417e+00, 1.737712815052018689e+00, 1.979897315881786302e+00
1.882000000000000000e+03, 2.701955948464655144e+00, 2.216774755011349463e+00, 1.812597471777886993e+00, 2.307411918626185887e+00, 2.441334924282430485e+00, 2.475417883710610667e+00, 1.661952569606349073e+00, 2.214099127341253581e+00, 1.861606427230558358e+00, 2.220289406314762459e+00, 1.616613932409035836e+00, 2.460134816601610819e+00, 2.158792574337800030e+00, 2.044919369148433308e+00, 1.794856640051932795e+00, 2.029671952126026913e+00
1.883000000000000000e+03, 2.482545712875244615e+00, 2.163497988861969645e+00, 1.659197996485699989e+00, 2.226717968473534981e+00, 2.439747972346815175e+00, 2.526226645077084498e+00, 1.641243935021768463e+00, 2.208209331713954171e+00, 1.842072225316306655e+00, 2.207714293716918075e+00, 1.381783451604450264e+00, 2.093155812100938373e+00, 2.304760834224828248e+00, 1.946044276849881793e+00, 1.729647783803523575e+00, 1.718791961707732519e+00
1.884000000000000000e+03, 2.718671400318341203e+00, 2.229419036595875259e+00, 1.698926671413722111e+00, 2.204206319361388999e+00, 2.332461338858656585e+00, 2.327846705107577741e+00, 1.550292042374997514e+00, 2.102524341607297398e+00, 1.820659400404301964e+00, 2.155589282469665857e+00, 1.559450499039104709e+00, 2.183347146105776737e+00, 2.197085780880208450e+00, 1.974956824658347321e+00, 1.938268271430185763e+00, 1.679883696981980368e+00
1.885000000000000000e+03, 2.778821916122562463e+00, 2.251195337203562019e+00, 1.854593325736654474e+00, 2.214088619997051754e+00, 2.330774609466228053e+00, 2.528964642915302097e+00, 1.727601265036486922e+00, 2.110344187205931643e+00, 1.807593042461988597e+00, 2.285245396702554110e+00, 1.551357482885953765e+00, 2.239796361089769761e+00, 2.196226786416536125e+00, 1.929673621559363283e+00, 1.779409805294845937e+00, 1.785083501429730601e+00
1.886000000000000000e+03, 2.792974634424904234e+00, 2.039814277368606543e+00, 1.779414345598347102e+00, 2.242077080463196204e+00, 2.351460122378097317e+00, 2.527063331489645126e+00, 1.729975440632545158e+00, 2.127874854794431059e+00, 1.831999247066161907e+00, 2.311468268677373761e+00, 1.417933529710833085e+00, 2.251624059139120781e+00, 2.218828358973432557e+00, 2.064489738251843232e+00, 1.723753594269054501e+00, 1.898356259862001183e+00
1.887000000000000000e+03, 2.693357153826559269e+00, 2.232728727263274315e+00, 1.726008638849619192e+00, 2.359049817195590037e+00, 2.359681961823974383e+00, 2.521774834865682102e+00, 1.705539367133762640e+00, 2.109329447865937457e+00, 1.931569108470823082e+00, 2.322785389223596120e+00, 1.698052712802634590e+00, 2.183192396889418685e+00, 2.062350124149747721e+00, 2.159781030146909142e+00, 1.805699408321871813e+00, 1.730352635008981954e+00
1.888000000000000000e+03, 2.768348304578494901e+00, 2.287035653643945565e+00, 1.730223681669759150e+00, 2.302495343827376306e+00, 2.426806862192242953e+00, 2.459088690414877654e+00, 1.878394130196643141e+00, 2.094357022879027141e+00, 1.931875580820962668e+00, 2.343986372717649314e+00, 1.409469719891072614e+00, 2.272052841225856934e+00, 2.055162883043494038e+00, 2.148647009053123558e+00, 1.787238840396396355e+00, 1.868588733643958610e+00
1.889000000000000000e+03, 2.735954258318666454e+00, 2.167931512550272277e+00, 1.619950121068558957e+00, 2.342289284320458798e+00, 2.321487464619167440e+00, 2.477305570970374404e+00, 1.877529772492130489e+00, 2.208926526322088968e+00, 1.903960698767375836e+00, 2.248695273384515581e+00, 1.537173838797166070e+00, 2.460760149425654131e+00, 1.918851637877394545e+00, 2.071911900566331788e+00, 1.783704719039859832e+00, 1.786654401267607550e+00
1.890000000000000000e+03, 2.744511692135220837e+00, 2.284762115856642684e+00, 1.649288959415398770e+00, 2.290017162230132186e+00, 2.526635217045801074e+00, 2.348002069892380472e+00, 1.871417949171106043e+00, 2.042040331797330133e+00, 1.903467511707034543e+00, 2.245753316485615159e+00, 1.643829059164858331e+00, 2.265681947680484587e+00, 2.086765629771055952e+00, 2.213800585833272105e+00, 1.779297058400976406e+00, 1.857555662329503088e+00
1.891000000000000000e+03, 2.968773539762209257e+00, 2.272257700255404522e+00, 1.640567305408926257e+00, 2.143419814746034824e+00, 2.399152546714005130e+00, 2.316234677138550691e+00, 1.807594491413004878e+00, 2.060594347978518037e+00, 1.884194435043822669e+00, 2.192081919822245872e+00, 1.457957543366814823e+00, 2.357350753525581766e+00, 2.060036039087570714e+00, 2.054716728023187500e+00, 1.611486886959361930e+00, 1.931165212345863580e+00
1.892000000000000000e+03, 2.701098845168255824e+00, 2.186389388739078399e+00, 1.725977581828318952e+00, 2.343527812286694267e+00, 2.433823206654652793e+00, 2.314612550077629560e+00, 1.737761117209218220e+00, 2.120136692049451543e+00, 1.958643439557382404e+00, 2.183639226835951686e+00, 1.510371163739782974e+00, 2.455514561752920599e+00, 2.194228915276935865e+00, 2.043704896932594384e+00, 1.842381303502433232e+00, 1.874640663150714648e+00
1.893000000000000000e+03, 2.781936801420438421e+00, 1.974262745077911774e+00, 1.680982771290732591e+00, 2.328672528127938790e+00, 2.390653506164592379e+00, 2.509324249053356048e+00, 1.670414629390281513e+00, 2.100599599086407476e+00, 1.757934989407505588e+00, 2.141634435998424291e+00, 1.614690013508575994e+00, 2.445060645081733597e+00, 2.035814861942563780e+00, 2.227272965380636904e+00, 1.872268438496512921e+00, 1.781632274137675553e+00
1.894000000000000000e+03, 2.742870133177315317e+00, 2.153273864368688617e+00, 1.702067877293006681e+00, 2.210513683195207690e+00, 2.415550412701585881e+00, 2.463402637673721252e+00, 1.685287947851604740e+00, 2.163431519163740102e+00, 1.880472432956569184e+00, 2.377272199052465229e+00, 1.457255664683632990e+00, 2.312581162750002139e+00, 1.981632918197020699e+00, 2.039644349680925117e+00, 1.897557317021575152e+00, 1.776565714801660922e+00
1.895000000000000000e+03, 2.836799059288339198e+00, 2.600874264257882817e+00, 1.784275363206185849e+00, 2.237952376160909029e+00, 2.397058132049981083e+00, 2.413849452956699171e+00, 1.811283877530868835e+00, 2.180158585073539435e+00, 1.852643685753168734e+00, 2.377445765520899368e+00, 1.583810013131639716e+00, 2.336771559201574533e+00, 2.207406592611599550e+00, 2.104218522453657148e+00, 1.788819584192769430e+00, 1.940311427580846182e+00
1.896000000000000000e+03, 2.755188355225238528e+00, 2.126166891610907772e+00, 1.684249860255162101e+00, 2.306718751311612525e+00, 2.383763547346896328e+00, 2.312854901212339165e+00, 1.712648998956469715e+00, 2.144894080151213966e+00, 1.967601732575830153e+00, 2.365739000399467162e+00, 1.464424523863699479e+00, 2.448853395564034585e+00, 2.263756164015959804e+00, 2.114753413293230189e+00, 1.797985410417128893e+00, 1.807605622882886953e+00
1.897000000000000000e+03, 2.858481189180944515e+00, 2.103836286042112036e+00, 1.636246798604408914e+00, 2.346513280222559672e+00, 2.357348345825208469e+00, 2.489022797484238048e+00, 1.669475126382632624e+00, 2.153919354854048507e+00, 1.935883397737688805e+00, 2.273007898707939400e+00, 1.568387616326004430e+00, 2.325431070021158231e+00, 2.130240515475012586e+00, 2.051398805180389306e+00, 1.807616534388627239e+00, 1.809650983336836605e+00
1.898000000000000000e+03, 2.792969701108666936e+00, 2.265989772515868417e+00, 1.557322582713888348e+00, 2.266038201448034695e+00, 2.452387281781482020e+00, 2.334833370107491923e+00, 1.874519562267810135e+00, 2.054681024548804302e+00, 2.049008838229162688e+00, 2.190582415765327085e+00, 1.563061434174028763e+00, 2.224122547002301609e+00, 2.101109140608601766e+00, 1.940408071121877853e+00, 1.788443056273022025e+00, 1.754674324679000863e+00
1.899000000000000000e+03, 2.714400949940826369e+00, 2.056687386666864015e+00, 1.887652339957418546e+00, 2.214841594577112716e+00, 2.473811193187632984e+00, 2.379502759765826703e+00, 1.811069066497601687e+00, 1.903467155304306768e+00, 1.841334138135907184e+00, 2.222823800297564656e+00, 1.479561200603044968e+00, 2.337008492731875275e+00, 2.164816661293525346e+00, 2.039766390040500088e+00, 1.623084203662484848e+00, 1.904668865322936444e+00
1.900000000000000000e+03, 2.737961803198968980e+00, 2.125141532087886809e+00, 1.917967557594095984e+00, 2.232391624443562428e+00, 2.295443783429830908e+00, 2.353357116762551549e+00, 1.854922431086666323e+00, 2.193639275624550411e+00, 1.885903030658747426e+00, 2.207512450148228389e+00, 1.553156410890167871e+00, 2.241709350749920837e+00, 2.124528857539401461e+00, 2.079380036192359338e+00, 1.770960930674781553e+00, 1.838698809335257200e+00
1.901000000000000000e+03, 2.745346073327961545e+00, 2.267490379953178703e+00, 1.715217231943748200e+00, 2.415625924811882097e+00, 2.480101685518249166e+00, 2.362438800474008893e+00, 1.732492365508623733e+00, 2.116269861233006644e+00, 1.787088463961371110e+00, 2.223869513729242797e+00, 1.444904218753630953e+00, 2.289324449980314924e+00, 2.192732613202856395e+00, 2.186035704622422138e+00, 1.936645515909410697e+00, 1.753421889816544565e+00
1.902000000000000000e+03, 2.556394199052407057e+00, 2.063927551218812440e+00, 1.707038585011747323e+00, 2.201536298823026261e+00, 2.310294332520540284e+00, 2.378204789069142233e+00, 1.869452395838784309e+00, 2.343654632726544840e+00, 1.770616833466387874e+00, 2.192782917239479268e+00, 1.609757853140584061e+00, 2.319452392541100583e+00, 2.070071511481239135e+00, 2.178623570773417839e+00, 1.742922467838757372e+00, 1.836206707931198556e+00
1.903000000000000000e+03, 2.853929629957343117e+00, 2.118887797099378911e+00, 1.650065301619518365e+00, 2.197220864813184349e+00, 2.382154269231580468e+00, 2.384637713472101073e+00, 1.724691874414820081e+00, 2.130335238143847842e+00, 1.848827995123454970e+00, 2.217177823386299984e+00, 1.652148293995063133e+00, 2.206798885218116624e+00, 2.127999957699663991e+00, 1.967875257255044197e+00, 1.758478872889645439e+00, 1.800653655041080325e+00
1.904000000000000000e+03, 2.677201477902926285e+00, 2.331393811082440592e+00, 1.741891887088274693e+00, 2.072749007378907660e+00, 2.422321880235378977e+00, 2.477993608013571158e+00, 1.602855412488603637e+00, 2.129111768648750402e+00, 1.793195284167995895e+00, 2.179405446101955857e+00, 1.479906513024824566e+00, 2.280754557480392464e+00, 1.961584845212935857e+00, 1.978376159684823055e+00, 1.803320370960688646e+00, 1.785850915526966176e+00
1.905000000000000000e+03, 2.758894627841455449e+00, 2.253376092349300919e+00, 1.563182306429939050e+00, 2.181266493957992658e+00, 2.427511580475908648e+00, 2.384664276843654118e+00, 1.693589588947826963e+00, 2.207556208645337747e+00, 1.848710799218157730e+00, 2.299751281229089450e+00, 1.479869713973179568e+00, 2.280947501444674064e+00, 2.076142057739625013e+00, 2.112798433525099995e+00, 1.796735796275602759e+00, 1.867884546089708886e+00
1.906000000000000000e+03, 2.882482825267303372e+00, 2.215294550542399321e+00, 1.699533798603119372e+00, 2.232714985036014621e+00, 2.441000814095926508e+00, 2.495882204779544367e+00, 1.694704820804503020e+00, 2.107996212501344946e+00, 1.898215139259254114e+00, 2.333029492207212119e+00, 1.549938685487695311e+00, 2.172175745802393365e+00, 2.070313359472822690e+00, 2.114518800252958464e+00, 1.887932177498926389e+00, 1.754129251527841715e+00
1.907000000000000000e+03, 2.740493179212887931e+00, 2.205800729573020647e+00, 1.562155399533825983e+00, 2.165036660258477852e+00, 2.438416246388863229e+00, 2.359638179848072337e+00, 1.796875438934296021e+00, 2.106171052444209657e+00, 1.951700337779292527e+00, 2.312913285515310058e+00, 1.368657148827711501e+00, 2.362888487880059341e+00, 2.226654933589813812e+00, 2.150904414921436025e+00, 1.864919245887066035e+00, 1.796941546525250955e+00
1.908000000000000000e+03, 2.789975816397981756e+00, 2.185211390721333746e+00, 1.745879901577262583e+00, 2.285757146179362209e+00, 2.425453719185143964e+00, 2.428093731581731252e+00, 1.781101046775637187e+00, 2.134847422490238511e+00, 1.853618828273146946e+00, 2.150520641987635262e+00, 1.635825318518300930e+00, 2.291506351979272882e+00, 2.083218972089554644e+00, 2.043987754515748989e+00, 1.731151971775157783e+00, 1.802966014613581969e+00
1.909000000000000000e+03, 2.681499069111362488e+00, 2.012012811846709770e+00, 1.718105222638832696e+00, 2.149850104138258722e+00, 2.393745931942029781e+00, 2.465619685505425540e+00, 1.941702262189563211e+00, 2.061720594866236933e+00, 1.838041545699827362e+00, 2.406241558231689392e+00, 1.620459805555848343e+00, 2.334531301784405155e+00, 2.096278348916338796e+00, 2.025126356135576344e+00, 1.666605307555473869e+00, 1.890083887394391926e+00
1.910000000000000000e+03, 2.762397761250984018e+00, 2.211369217234183004e+00, 1.754369537081714725e+00, 2.304951920291449241e+00, 2.411260251443485991e+00, 2.339824298824400906e+00, 1.791746005039636769e+00, 2.086576689960210285e+00, 1.842389307478484728e+00, 2.367230577630298427e+00, 1.498256238964940090e+00, 2.212778681081826182e+00, 2.364572059060078946e+00, 2.008950985395816069e+00, 1.732142845233993755e+00, 1.882177864421031632e+00
1.911000000000000000e+03, 2.721587749204250173e+00, 2.206594399136220463e+00, 1.624166491196539441e+00, 2.246214398566873438e+00, 2.459751519767727768e+00, 2.373032207069077693e+00, 1.693917868677593086e+00, 2.102401234557805143e+00, 1.706874334969112228e+00, 2.244078209786650291e+00, 1.737606255037321468e+00, 2.342360500824001601e+00, 2.215631158204967033e+00, 2.043351437225344736e+00, 1.682917765754266659e+00, 1.714767298886813451e+00
