year, MIROC-ES2L, TaiESM1, MPI-ESM1-2-LR, IPSL-CM6A-LR, CanESM5, GFDL-ESM4, NorESM2-LM, INM-CM5-0, UKESM1-0-LL, CMCC-CM2-SR5, CNRM-ESM2-1, ACCESS-ESM1-5, CESM2-WACCM, INM-CM4-8, NorESM2-MM, EC-Earth3-Veg
1.974000000000000000e+03, 2.650803909855389051e+00, 2.077964878619223299e+00, 1.583403306982222425e+00, 2.243888324505592280e+00, 2.397619581599346628e+00, 2.126096816063042017e+00, 1.686195236470971581e+00, 2.171283159010308328e+00, 1.785770565852550007e+00, 2.403919209328794881e+00, 1.500890120599234434e+00, 2.201179722143478568e+00, 2.044657629990003223e+00, 1.885497152559799439e+00, 1.766270659988576908e+00, 1.786598381922072543e+00
1.975000000000000000e+03, 2.675743295535123245e+00, 2.116954710271813589e+00, 1.604085310244076634e+00, 2.123104885881859971e+00, 2.489361377384058827e+00, 2.196202126654247966e+00, 1.741147166970020921e+00, 2.030765800495939022e+00, 1.746023368855441404e+00, 2.084431798772652389e+00, 1.536159013913523719e+00, 2.293302384099127789e+00, 2.116893087381085614e+00, 2.088352029966190848e+00, 1.744494459798986208e+00, 1.812378823852673682e+00
1.976000000000000000e+03, 2.632904699517743197e+00, 2.260326490309562786e+00, 1.677999687072291746e+00, 2.195025538565501755e+00, 2.454962169712782583e+00, 2.306057417692420675e+00, 1.706951028099557455e+00, 2.011723833180820264e+00, 1.801402997978790221e+00, 2.327669546618920116e+00, 1.596804393916616105e+00, 2.392580876816026603e+00, 1.868782000201586690e+00, 2.152495615408945628e+00, 1.680620190378052214e+00, 1.940500556144531874e+00
1.977000000000000000e+03, 2.820099375430087818e+00, 1.934830934421672977e+00, 1.695558172354013404e+00, 2.304176070797447462e+00, 2.363728478317647763e+00, 2.485745168792879323e+00, 1.714223735142474503e+00, 2.180920255303727018e+00, 2.068989574235538864e+00, 2.262983408038585775e+00, 1.688553742260885837e+00, 2.262164745338293148e+00, 2.139573933023880770e+00, 1.937179508834322661e+00, 1.805944706646133824e+00, 1.817620108289803804e+00
1.978000000000000000e+03, 2.816194389856907065e+00, 1.903983913094112301e+00, 1.762014823237590955e+00, 2.253452608031354831e+00, 2.477223148006074016e+00, 2.535024812505032532e+00, 1.608856089036065029e+00, 2.213403749793275477e+00, 1.828860825162846648e+00, 2.298750931216885895e+00, 1.788509804858216201e+00, 2.300422303492650311e+00, 2.084653129448557518e+00, 2.140689394749769381e+00, 1.827848189337524687e+00, 2.019761516215464958e+00
1.979000000000000000e+03, 2.701748395708021722e+00, 2.243996927726406909e+00, 1.740469765323443996e+00, 2.164195492058188730e+00, 2.419737636104626777e+00, 2.362675534624856688e+00, 1.758290448137137751e+00, 2.061942908927933527e+00, 1.712557880792986209e+00, 2.211986900740666506e+00, 1.470265249392660234e+00, 2.299230876923901157e+00, 2.241310025825076213e+00, 1.940507321015160214e+00, 1.777378432098681627e+00, 1.784516994125456391e+00
1.980000000000000000e+03, 2.627470190512930515e+00, 2.226225466122437879e+00, 1.690259954041793078e+00, 2.394358958300920825e+00, 2.391062699282921589e+00, 2.300330105397614844e+00, 1.741763761834085100e+00, 2.182908802927109981e+00, 1.748704433126412328e+00, 2.397030072597621242e+00, 1.496217987241004854e+00, 2.139685140205907832e+00, 2.287679507360988129e+00, 2.040311468958329932e+00, 1.810903720791685156e+00, 1.890029696488337851e+00
1.981000000000000000e+03, 2.666776707042202155e+00, 2.005444369207895150e+00, 1.775234479620645622e+00, 2.369853108243744622e+00, 2.401115179575263880e+00, 2.306752731645744792e+00, 1.750050594572295504e+00, 2.061575184055422394e+00, 1.934483573592626682e+00, 2.241772896762363576e+00, 1.517702272259763063e+00, 2.357506803747707824e+00, 2.058302913405624768e+00, 1.878226073491366721e+00, 1.648493786984829734e+00, 1.852166957409241865e+00
1.982000000000000000e+03, 2.585943495281300741e+00, 2.018800624323293658e+00, 1.809580452486126978e+00, 2.319299869892389676e+00, 2.422078305979747270e+00, 2.272054583765967806e+00, 1.570008656170922112e+00, 2.217751442539240170e+00, 1.665753549148732082e+00, 2.128177635517200184e+00, 1.438632670329134111e+00, 2.154768586118114726e+00, 2.061924581727025529e+00, 1.987126744293507441e+00, 1.728474927607965173e+00, 1.877327821516859396e+00
1.983000000000000000e+03, 2.675874215530260170e+00, 2.185282178444750034e+00, 1.706939987244551427e+00, 2.218696275969961995e+00, 2.336201385293177335e+00, 2.425196807506273089e+00, 1.590638803728084083e+00, 2.022573025077280651e+00, 1.770799449651231372e+00, 2.116931934320688047e+00, 1.531003336730496711e+00, 2.358405298476817791e+00, 2.100309847718237588e+00, 1.929597099024106921e+00, 1.815571252552836023e+00, 1.791336589276496305e+00
1.984000000000000000e+03, 2.604463637252044883e+00, 2.143425408355660089e+00, 1.676577866373403891e+00, 2.259718614732986630e+00, 2.488220132631729253e+00, 2.466218020276712775e+00, 1.592646400660160833e+00, 2.137273754132175796e+00, 1.764432822568264836e+00, 2.123541306935167849e+00, 1.635071586221894746e+00, 2.235591247266861981e+00, 2.135092237855742869e+00, 2.022323379755738948e+00, 1.785051748072928879e+00, 1.832966228799357333e+00
1.985000000000000000e+03, 2.803510628902359247e+00, 1.859904785834029850e+00, 1.541658438567128142e+00, 2.378327389614815601e+00, 2.499546660528752184e+00, 2.357049236610512910e+00, 1.713191509133527912e+00, 2.061352463641461075e+00, 1.885892930732202322e+00, 2.254431356432166744e+00, 1.545458019215734335e+00, 2.403626692815453936e+00, 2.245209734452511707e+00, 2.086408180204761820e+00, 1.754740023810214433e+00, 1.892245808438123955e+00
1.986000000000000000e+03, 2.496217139830513521e+00, 2.162078534228055737e+00, 1.571197242812057748e+00, 2.223745950273813943e+00, 2.406991962728116885e+00, 2.405220416891739710e+00, 1.567862193739266941e+00, 2.219861807236668483e+00, 1.805217454638380126e+00, 2.246608991503215691e+00, 1.577280314292170083e+00, 2.356199413136778276e+00, 2.044406402432949132e+00, 2.074237944933301492e+00, 1.860371990939097220e+00, 1.931459803494578686e+00
1.987000000000000000e+03, 2.590053899480699862e+00, 2.163259176042998444e+00, 1.614736394698170541e+00, 2.149670482891795853e+00, 2.507698237115195461e+00, 2.258405460962907618e+00, 1.806741479340181922e+00, 2.210624501398011699e+00, 1.773858954818363864e+00, 2.221985441119910032e+00, 1.614938171468967232e+00, 2.372423008611029616e+00, 1.949028335068670348e+00, 2.024334714778687871e+00, 1.741951924024115250e+00, 2.127401478088932762e+00
1.988000000000000000e+03, 2.695798274177336307e+00, 2.217615410028329404e+00, 1.763720774772029154e+00, 2.126997116770006802e+00, 2.518728659534958059e+00, 2.266347541205290472e+00, 1.547289269577076576e+00, 2.175737181695732936e+00, 1.817479883833956977e+00, 2.123874364398283365e+00, 1.663913297344052467e+00, 2.386223484772594716e+00, 2.194302903575508612e+00, 1.930082408733337473e+00, 1.689157853108888663e+00, 1.897570473104827071e+00
1.989000000000000000e+03, 2.748123900696861632e+00, 2.118685828194322163e+00, 1.726091856634123234e+00, 2.432630285413321936e+00, 2.351686592970883449e+00, 2.410101763633317073e+00, 1.668142674639527367e+00, 2.154553251501881483e+00, 1.716346849858729096e+00, 2.213661204156210260e+00, 1.540045328099773014e+00, 2.242122315811041933e+00, 2.305334033941690564e+00, 1.966161283807119853e+00, 1.784638130989825155e+00, 1.928937151777190051e+00
1.990000000000000000e+03, 2.687407866038042492e+00, 2.310623394602005387e+00, 1.731037012846035950e+00, 2.351718254929039187e+00, 2.364117844606999252e+00, 2.309888319551387958e+00, 1.799788688015143912e+00, 2.233783893939360610e+00, 1.727690481560112845e+00, 2.301824343667169259e+00, 1.597517418866765571e+00, 2.342813109878731037e+00, 1.977598888896408225e+00, 2.155012786340064324e+00, 1.749235557499566829e+00, 1.994694507241655757e+00
1.991000000000000000e+03, 2.600406412743830664e+00, 2.140776996865411341e+00, 1.724852527394824975e+00, 2.194726208919155486e+00, 2.381376404379546674e+00, 2.257939706038586625e+00, 1.684019286852841857e+00, 2.241642729972356030e+00, 1.922246349050130698e+00, 2.116403282229954552e+00, 1.407470749022466938e+00, 2.239953609087604658e+00, 2.092927509004450570e+00, 1.972534846215598936e+00, 1.853629353691957693e+00, 1.772003550464363197e+00
1.992000000000000000e+03, 2.636785713199396586e+00, 1.989407289723692962e+00, 1.575749247182783863e+00, 2.191137444406273005e+00, 2.573713715595040696e+00, 2.256626723422377800e+00, 1.544903793355482113e+00, 2.067864160035656873e+00, 1.700276534913414794e+00, 2.306839743021923628e+00, 1.768798914569793101e+00, 2.270307020439783496e+00, 2.156700802682732121e+00, 1.992537494589055491e+00, 1.820045505798260743e+00, 1.867794368666815474e+00
1.993000000000000000e+03, 2.715589999572919133e+00, 2.176764567158780306e+00, 1.604860633565396766e+00, 2.240538799737818998e+00, 2.483185110967948805e+00, 2.467337584588999100e+00, 1.893891806824804735e+00, 2.097281859601074050e+00, 1.957848026180547540e+00, 2.229069619759734611e+00, 1.468515894966182067e+00, 2.311449830812666306e+00, 2.046070932666779196e+00, 2.016414607187496877e+00, 1.825130770590005058e+00, 2.083209662453189726e+00
1.994000000000000000e+03, 2.671161677403139034e+00, 2.246590278706383614e+00, 1.813879593382329736e+00, 2.324680382599638051e+00, 2.381591762836345438e+00, 2.399358813105839872e+00, 1.715871583826619862e+00, 2.308571917603609691e+00, 1.907547967379999987e+00, 2.359683905376916524e+00, 1.566140562631883615e+00, 2.416209171498656438e+00, 2.135924765983642892e+00, 2.209408770286882540e+00, 1.867445322916632122e+00, 1.945424061261659343e+00
1.995000000000000000e+03, 2.718154577675881534e+00, 2.078434891165830578e+00, 1.805165039712236741e+00, 2.348843711595653971e+00, 2.527076134625550363e+00, 2.511252404658744997e+00, 1.966702133766202731e+00, 2.169527759627150942e+00, 1.750144481970073551e+00, 2.344996001315553524e+00, 1.593205338025473594e+00, 2.130761850187531170e+00, 2.317221119872618917e+00, 2.210209246636769098e+00, 1.749504304235136365e+00, 2.002406142823048629e+00
1.996000000000000000e+03, 2.743846623405350016e+00, 2.197236327954766200e+00, 1.677427754009121141e+00, 2.226779505669455705e+00, 2.505136506179604705e+00, 2.562076432214689170e+00, 1.661392848439097625e+00, 2.227385390002604826e+00, 1.726443050104132571e+00, 2.290375126284273755e+00, 1.629190048843210281e+00, 2.269756937849386258e+00, 2.046037322462220587e+00, 2.013816297766509500e+00, 1.711884296905363811e+00, 1.929219174104351842e+00
1.997000000000000000e+03, 2.566047667235058061e+00, 2.190897391673030103e+00, 1.551889437765033630e+00, 2.348396051061913070e+00, 2.568237404667355506e+00, 2.502432072282312348e+00, 1.659778968908217411e+00, 2.245578184672421429e+00, 1.778675838168517265e+00, 2.265305804042508253e+00, 1.604066635230128490e+00, 2.402295026082029050e+00, 2.246979399379018805e+00, 2.125705158689309648e+00, 1.933999658891637274e+00, 1.948859626507809750e+00
1.998000000000000000e+03, 2.625614438849567467e+00, 2.194378977609782400e+00, 1.587633825188982772e+00, 2.348869981094671822e+00, 2.587249497360483375e+00, 2.512210097299237610e+00, 1.699179342157302042e+00, 2.199543670950521612e+00, 1.733363814271542402e+00, 2.326450653013476533e+00, 1.560013538952509604e+00, 2.214479659615172125e+00, 2.149460559116048497e+00, 2.077063576997077110e+00, 1.971829537134854426e+00, 1.861216298940709057e+00
1.999000000000000000e+03, 2.737961601174482951e+00, 2.205607390784400934e+00, 1.617478354893448822e+00, 2.139613999391851706e+00, 2.594551137647020056e+00, 2.558725869536611075e+00, 1.622086783078007910e+00, 2.184120700809070836e+00, 1.952177227980637086e+00, 2.268302596273979788e+00, 1.684376630932236774e+00, 2.483707007205646189e+00, 2.075777021532179134e+00, 2.108886571984160963e+00, 1.858103492841645998e+00, 1.872694356660856041e+00
2.000000000000000000e+03, 2.647734806955412079e+00, 2.212313160344645535e+00, 1.718131775632601110e+00, 2.287332351800484886e+00, 2.381934397019612959e+00, 2.296565437113196939e+00, 1.832976862040301969e+00, 2.058127403515062959e+00, 1.821703864334041523e+00, 2.285642214275278139e+00, 1.565845053214880211e+00, 2.287605282042143529e+00, 2.176888688613404899e+00, 2.158532200269932755e+00, 1.779582278081510704e+00, 1.902885002874752152e+00
2.001000000000000000e+03, 2.698688153356647135e+00, 2.155158600655020518e+00, 1.772808982684214385e+00, 2.259237546586142287e+00, 2.542406313279772956e+00, 2.515370265391063231e+00, 1.879217451191064203e+00, 2.222973003022578720e+00, 1.931208036772027237e+00, 2.097464156079603015e+00, 1.356876944967283949e+00, 2.175412228967698702e+00, 2.009697695963617470e+00, 2.128404478699682745e+00, 1.866483679537950247e+00, 1.971137122445130618e+00
2.002000000000000000e+03, 2.752922783521007055e+00, 2.118029220975935711e+00, 1.776198326737530309e+00, 2.278480001718402370e+00, 2.475674533651886389e+00, 2.266417996684151781e+00, 1.870844211974245441e+00, 2.069863290725181493e+00, 1.804430263927751632e+00, 2.334759738038193255e+00, 1.597452077560419292e+00, 2.380511260013568275e+00, 2.136910924415926782e+00, 1.969567346456680301e+00, 1.875374266528917921e+00, 1.895522446479892764e+00
2.003000000000000000e+03, 2.804921345482871864e+00, 2.180307186320683321e+00, 1.677538288524137888e+00, 2.356299587305380250e+00, 2.468978255298243329e+00, 2.430908800602736619e+00, 1.649994198808727885e+00, 2.152575794406618837e+00, 1.935766384973005794e+00, 2.419853111459221218e+00, 1.401140332375978570e+00, 2.344083655975381930e+00, 2.257362458944823125e+00, 2.146790473115059328e+00, 1.787825430125557835e+00, 2.139727721251154513e+00
2.004000000000000000e+03, 2.711395241496338038e+00, 2.382689770788231520e+00, 1.620485767899795260e+00, 2.317120542510789694e+00, 2.422773583284265619e+00, 2.357471114767043296e+00, 1.598707391952780332e+00, 2.120642903066370710e+00, 1.799137309201834123e+00, 2.415039782467352403e+00, 1.641458363263999187e+00, 2.230803387511300695e+00, 1.942665777975980390e+00, 2.053706646125591728e+00, 1.926951411890598598e+00, 1.952288668866517085e+00
2.005000000000000000e+03, 2.554320762242020759e+00, 2.244284677483223689e+00, 1.825247830720333919e+00, 2.194004849710137872e+00, 2.522613963831426886e+00, 2.331488433109313085e+00, 1.705494334463534489e+00, 2.265988697316262623e+00, 1.968928858010454475e+00, 2.297735000427935770e+00, 1.652355728339234942e+00, 2.305411268977741290e+00, 2.102571502525564018e+00, 2.032123757691374877e+00, 1.764804447222737105e+00, 1.655711164496309840e+00
2.006000000000000000e+03, 2.777952851662405465e+00, 2.101793797230465000e+00, 1.750141268054777655e+00, 2.399552900603479255e+00, 2.492040302079809422e+00, 2.364762612343388248e+00, 1.730188602322997760e+00, 2.300476749569180690e+00, 2.058050842031689420e+00, 2.353546453455830356e+00, 1.473271570911035777e+00, 2.459849336230373495e+00, 2.050465765103824722e+00, 2.102846111408120944e+00, 1.789576250971700366e+00, 1.977227164252035596e+00
2.007000000000000000e+03, 2.555351388752024722e+00, 2.060313782919299452e+00, 1.670852899907709244e+00, 2.442276530428041159e+00, 2.607336467766464772e+00, 2.155512471858588519e+00, 1.746882352696718765e+00, 2.237837045999821584e+00, 1.790952391907712604e+00, 2.273852388392461066e+00, 1.793238060498982822e+00, 2.337382023441237244e+00, 2.145654234677565775e+00, 2.098851980426045927e+00, 1.677251335590271397e+00, 2.100600372724169773e+00
2.008000000000000000e+03, 2.762175914328545812e+00, 2.128329336870002919e+00, 1.733291131313539069e+00, 2.295086813617672750e+00, 2.470595856670285695e+00, 2.362417236319565461e+00, 1.841427354977761111e+00, 2.155120291373130215e+00, 1.803547578347793223e+00, 2.169366876378586717e+00, 1.841723116670958005e+00, 2.441092341104560415e+00, 2.331138432825878848e+00, 2.125438931608172766e+00, 1.757529004870736600e+00, 1.878979122371817079e+00
2.009000000000000000e+03, 2.630686078776732995e+00, 2.174423566304629851e+00, 1.719714318382851603e+00, 2.284321575729336473e+00, 2.510860843490180017e+00, 2.398140375193829055e+00, 1.751365240282393154e+00, 2.322084106205176024e+00, 1.729408170334827410e+00, 2.255831028829450524e+00, 1.782720300374236011e+00, 2.554591570065333883e+00, 2.099855278935339076e+00, 2.039921353524881908e+00, 1.666430388287719389e+00, 1.957076656474900034e+00
2.010000000000000000e+03, 2.614173512795415100e+00, 2.267275675011348746e+00, 1.824320394558299530e+00, 2.274305991200204158e+00, 2.657946637333456152e+00, 2.335822866818717536e+00, 1.586254752411264013e+00, 2.294227981875720968e+00, 1.810025558119711331e+00, 2.314026869391044183e+00, 1.717013031005113044e+00, 2.428197956519937861e+00, 2.023171407084829898e+00, 2.110666554002253115e+00, 1.808020776889607051e+00, 1.889844151791779447e+00
2.011000000000000000e+03, 2.617459407141507377e+00, 2.323392395426179480e+00, 1.768483946015138475e+00, 2.382518038004452166e+00, 2.528631275376959309e+00, 2.421813332254089346e+00, 1.676823514453836150e+00, 2.195238760546014856e+00, 1.920757462098502844e+00, 2.192166624338629966e+00, 1.508536260136762897e+00, 2.177822782567035542e+00, 1.913901563710733278e+00, 2.211491546772759165e+00, 1.829140998227512638e+00, 2.031065712534863010e+00
2.012000000000000000e+03, 2.918961486454409560e+00, 2.303545017809161433e+00, 1.725179293321979390e+00, 2.348538879120864120e+00, 2.543756755545662607e+00, 2.461665502319778209e+00, 1.969443405168216144e+00, 2.102739066833420711e+00, 2.021025435019125016e+00, 2.306639327593937860e+00, 1.594070304693250728e+00, 2.274007084993949324e+00, 2.077525113039960569e+00, 2.063523921852024490e+00, 1.732995959379850959e+00, 2.125703958657851445e+00
2.013000000000000000e+03, 2.642527943752898345e+00, 1.987989436791226305e+00, 1.672411284329821557e+00, 2.361086523942744098e+00, 2.638782136713397897e+00, 2.325997495354974021e+00, 1.771052660969711479e+00, 2.154026211987370321e+00, 1.981426263635027052e+00, 2.181185429161005551e+00, 1.587308875067591885e+00, 2.439610148045435523e+00, 2.210832109190599137e+00, 1.999798603871688840e+00, 1.737150639382775141e+00, 1.873039235904288224e+00
2.014000000000000000e+03, 2.561234861872413227e+00, 2.038544500748809885e+00, 1.633474064812704851e+00, 2.454600630725554122e+00, 2.488575481639600628e+00, 2.347589243017374372e+00, 1.996064961121389203e+00, 2.271952916671974965e+00, 1.862520459245876392e+00, 2.258689411129526814e+00, 1.682171933242263773e+00, 2.459416551081468949e+00, 2.171114896769168023e+00, 2.214719235518413321e+00, 1.854596065392291493e+00, 1.972854948002281228e+00
