year, GFDL-ESM4, ACCESS-ESM1-5, CNRM-ESM2-1, NorESM2-LM, CMCC-CM2-SR5, CESM2-WACCM, IPSL-CM6A-LR, TaiESM1, EC-Earth3-Veg, MIROC-ES2L, CanESM5, MPI-ESM1-2-LR, NorESM2-MM
2.001000000000000000e+03, 1.424308200703180383e+01, 6.110538651794588105e+00, 2.582532548063736400e+01, 2.804003340748350670e+00, 5.193327701455753953e+00, 3.420255737107893435e+00, 2.317495348252273146e+01, 2.413379208773182683e+00, 5.973092956723482949e+00, 3.670780308478200737e+01, 1.881103683601131493e+01, 3.073171088505814907e+01, 3.328803400721435768e+00
2.002000000000000000e+03, 1.424316077994785346e+01, 5.987159079308928433e+00, 2.562793504590547755e+01, 2.835168838967714322e+00, 5.226561976957944999e+00, 3.389934625040018190e+00, 2.323095634762599815e+01, 2.127060357413315117e+00, 6.040969985113283869e+00, 3.667336524648789009e+01, 1.903783120662734163e+01, 3.075227885889175994e+01, 3.330223767208965846e+00
2.003000000000000000e+03, 1.425721744222442311e+01, 6.058844786522694648e+00, 2.579347652345640896e+01, 2.947252604509476015e+00, 4.733490419246233039e+00, 3.359402362149433330e+00, 2.329874121526988162e+01, 2.167015715136049625e+00, 6.059861771284632326e+00, 3.664091397592971333e+01, 1.913298498090599153e+01, 3.084124682312127774e+01, 3.332582720271804799e+00
2.004000000000000000e+03, 1.441092894901336230e+01, 6.120361985537279281e+00, 2.553918654805804422e+01, 3.005779922846791852e+00, 4.998212090981886568e+00, 3.428503595912287594e+00, 2.343990960223959874e+01, 1.939833947780101875e+00, 6.257621245639571228e+00, 3.633335557166792995e+01, 1.933305760704528353e+01, 3.082989135085394494e+01, 3.225293177113365051e+00
2.005000000000000000e+03, 1.432049466616886946e+01, 6.115084145640838464e+00, 2.553517011076774779e+01, 2.989959439387592344e+00, 5.102549667151197177e+00, 3.430230156811891362e+00, 2.353701152661782814e+01, 2.127789811084998650e+00, 6.167532534784695208e+00, 3.616275536988917594e+01, 1.935906753247420298e+01, 3.075651333290555911e+01, 3.315694015068602951e+00
2.006000000000000000e+03, 1.439398399819610042e+01, 6.072751556739508949e+00, 2.570561493920820695e+01, 2.976058343493289460e+00, 4.999028432326251270e+00, 3.437011276313183927e+00, 2.337186282613129862e+01, 2.495212381397381218e+00, 5.985139005245240007e+00, 3.634625004794494885e+01, 1.917952301056189768e+01, 3.104042989439965439e+01, 3.308163308794737745e+00
2.007000000000000000e+03, 1.451898600596436850e+01, 6.214537163582577683e+00, 2.556952861903572227e+01, 2.895573350445785010e+00, 5.318936828623683333e+00, 3.464973406736628903e+00, 2.347329139937935949e+01, 2.198887562734479051e+00, 5.789055305233515192e+00, 3.655393227598341355e+01, 1.923802173006880523e+01, 3.121165155274489678e+01, 3.360661659787519184e+00
2.008000000000000000e+03, 1.426062708009784785e+01, 6.235810776270763967e+00, 2.559627786502031910e+01, 2.907539642799364721e+00, 5.248834235594284969e+00, 3.396111081866178161e+00, 2.365556718154688198e+01, 1.998523332682367704e+00, 5.964131653109011388e+00, 3.665855701672719391e+01, 1.962247272017458499e+01, 3.116099723000239052e+01, 3.396530230998910938e+00
2.009000000000000000e+03, 1.414369247935675489e+01, 6.301335686224996735e+00, 2.582404284616483991e+01, 2.945060959048622085e+00, 5.043645776884695842e+00, 3.425354347341427186e+00, 2.361925531618554785e+01, 2.081839320993776443e+00, 6.151259640836419074e+00, 3.662682254778474800e+01, 1.983314089290925608e+01, 3.110954510828636899e+01, 3.334951877608821391e+00
2.010000000000000000e+03, 1.411673018292136383e+01, 6.338916862500764360e+00, 2.587455786000997193e+01, 3.001709825594097047e+00, 4.849832291147282426e+00, 3.482887699095638112e+00, 2.356026799587522547e+01, 2.084033507042766242e+00, 6.035111032382888929e+00, 3.646959318429182417e+01, 1.968207608531949404e+01, 3.107556553798721666e+01, 3.265275062508706139e+00
2.011000000000000000e+03, 1.431089426803238496e+01, 6.287877519809392801e+00, 2.597671903881079203e+01, 3.007791420358302492e+00, 5.289554178113746730e+00, 3.567917687673884508e+00, 2.347370761610578427e+01, 2.045961124524101393e+00, 5.888947219841213609e+00, 3.645398388611633322e+01, 1.929013422542489309e+01, 3.105733023268013682e+01, 3.219872201303970005e+00
2.012000000000000000e+03, 1.439003033034255452e+01, 6.319802639922621701e+00, 2.583291199154147932e+01, 2.842334243328279886e+00, 5.088010960255174631e+00, 3.437479382509110337e+00, 2.368790007328159319e+01, 2.169416120433867778e+00, 6.005744594605018527e+00, 3.664039685207117003e+01, 1.982113150348205366e+01, 3.103570466465124511e+01, 3.440818910706056943e+00
2.013000000000000000e+03, 1.417897131445312553e+01, 6.229468876563792890e+00, 2.586623163398205705e+01, 2.967655216857597811e+00, 5.024966490753249637e+00, 3.402905968129481540e+00, 2.374832289454050738e+01, 2.385708087671771782e+00, 6.203953295782800303e+00, 3.671967587111983988e+01, 2.019442142697791098e+01, 3.109669951473587801e+01, 3.318423868254671394e+00
2.014000000000000000e+03, 1.419597562951985736e+01, 6.113931467222882610e+00, 2.588648918330207493e+01, 2.960177122945306660e+00, 5.111656921554180499e+00, 3.402286278625348714e+00, 2.378683277265535168e+01, 2.146179210663452963e+00, 6.169369890170287363e+00, 3.693950109381413682e+01, 2.040386262653741056e+01, 3.108516049522141245e+01, 3.348701845494201912e+00
