year, GFDL-ESM4, ACCESS-ESM1-5, CNRM-ESM2-1, NorESM2-LM, CMCC-CM2-SR5, CESM2-WACCM, IPSL-CM6A-LR, TaiESM1, EC-Earth3-Veg, MIROC-ES2L, CanESM5, MPI-ESM1-2-LR, NorESM2-MM
1.860000000000000000e+03, 1.425252021130810753e+01, 5.628353796286684307e+00, 2.177332236022196454e+01, 2.750072691968075134e+00, 4.028712286597495584e+00, 3.398623965304730987e+00, 2.081248406296052167e+01, 1.926773666223207782e+00, 5.775359343115137989e+00, 3.730994538425360929e+01, 1.429106206311126215e+01, 3.313000458043928376e+01, 3.072455108856587014e+00
1.861000000000000000e+03, 1.432593690652891105e+01, 5.733568343318374616e+00, 2.171062110931514155e+01, 2.845239951902140074e+00, 4.226066418727017826e+00, 3.343102346223537857e+00, 2.086202573233061841e+01, 1.907269474169909662e+00, 5.892712527406814615e+00, 3.728216912480660739e+01, 1.412873568132956592e+01, 3.315804495626096582e+01, 3.234578527404634141e+00
1.862000000000000000e+03, 1.439747191171289664e+01, 5.784141511674883773e+00, 2.182955783795026505e+01, 2.703096342032281552e+00, 4.076001984065579009e+00, 3.285473389944871148e+00, 2.093669900681620888e+01, 2.138520060572461023e+00, 5.858007655700819605e+00, 3.721325697869288263e+01, 1.440860967493576084e+01, 3.302156519287025560e+01, 3.237543417767378529e+00
1.863000000000000000e+03, 1.442185471119548090e+01, 5.774818437112023695e+00, 2.206550691129635666e+01, 2.677747408891078873e+00, 4.173103738794607054e+00, 3.275714528858546970e+00, 2.090891020040632853e+01, 2.130213018732275643e+00, 5.935834280669379126e+00, 3.723288859154972386e+01, 1.464812893370906011e+01, 3.291167848137529006e+01, 3.141349377471631232e+00
1.864000000000000000e+03, 1.452599685386141992e+01, 5.701969041532317206e+00, 2.198133122521832661e+01, 2.663062392526556632e+00, 4.113935602311091344e+00, 3.234300226187005745e+00, 2.093172990113204079e+01, 2.152666008885816051e+00, 5.993630929235277627e+00, 3.713264906824305456e+01, 1.458412773201625612e+01, 3.305577723404152835e+01, 3.147718187153759839e+00
1.865000000000000000e+03, 1.450534545554458532e+01, 5.660453644647068572e+00, 2.192550365761531594e+01, 2.699189758740536682e+00, 4.076675779846244296e+00, 3.376738803152268709e+00, 2.098783819601100831e+01, 1.916241324571437366e+00, 5.691695407987825028e+00, 3.690854763492693991e+01, 1.457429534530221105e+01, 3.297414468223189488e+01, 3.147933413955247506e+00
1.866000000000000000e+03, 1.409369165577108873e+01, 5.626095760376459864e+00, 2.186773695008015039e+01, 2.723000176722634169e+00, 4.321505843339419783e+00, 3.245253310277989467e+00, 2.090687579777345562e+01, 2.067513394734433962e+00, 5.424948685438905294e+00, 3.684710459249220804e+01, 1.472118435263769776e+01, 3.277797096549152656e+01, 3.226680728196186454e+00
1.867000000000000000e+03, 1.406258232909477535e+01, 5.598143484607073894e+00, 2.194703704163651992e+01, 2.691688392602018087e+00, 4.322895086678610888e+00, 3.269268060770075923e+00, 2.090526870065489362e+01, 1.970379554334168892e+00, 5.320742348321028992e+00, 3.678335366284049712e+01, 1.458309480625478116e+01, 3.281846906528673458e+01, 3.189776073361991315e+00
1.868000000000000000e+03, 1.408546251724742326e+01, 5.529164980050707889e+00, 2.180698973402949647e+01, 2.686746915483388509e+00, 4.088768055984701277e+00, 3.302157325194784221e+00, 2.083947591963390522e+01, 2.225241529058400669e+00, 5.440231663327012690e+00, 3.673548716981594708e+01, 1.442354767434653162e+01, 3.294241885726374619e+01, 3.133655523809781851e+00
1.869000000000000000e+03, 1.416265274835239651e+01, 5.542401251102377024e+00, 2.199179542572268531e+01, 2.716122915527040327e+00, 4.279537351534385081e+00, 3.305799595627481935e+00, 2.092476223689841319e+01, 2.180909400484187799e+00, 5.561972769605797673e+00, 3.678092852361134391e+01, 1.443273284922739741e+01, 3.300402710098083503e+01, 3.197687362624612728e+00
1.870000000000000000e+03, 1.409610649982261066e+01, 5.577340970903255091e+00, 2.179570506883157677e+01, 2.722809185524586173e+00, 4.458293159429716823e+00, 3.372316848591689009e+00, 2.104274528292511803e+01, 1.970434666090738141e+00, 5.858289448199750282e+00, 3.683822463781709899e+01, 1.450493024678051412e+01, 3.310385364921483387e+01, 3.165472523912453262e+00
1.871000000000000000e+03, 1.427586114545278306e+01, 5.624205687502909612e+00, 2.185563767612472574e+01, 2.735927619408915046e+00, 4.178267496330400732e+00, 3.246042799691488234e+00, 2.114862329347585757e+01, 1.963392507770720607e+00, 5.922314628239596423e+00, 3.661804140792803253e+01, 1.468437515442198738e+01, 3.291827205884872853e+01, 3.201311380064553624e+00
1.872000000000000000e+03, 1.412320301778446208e+01, 5.706258159304104183e+00, 2.167772769354664675e+01, 2.621588524751942373e+00, 4.334442670427819166e+00, 3.293420820824389583e+00, 2.100297352646064297e+01, 2.127685210317642905e+00, 5.701185522393864780e+00, 3.643788543644503619e+01, 1.455455302890831604e+01, 3.290253104300074227e+01, 3.158008777095048902e+00
1.873000000000000000e+03, 1.405684514723068723e+01, 5.679470694677018372e+00, 2.171564114211150454e+01, 2.700189944436421907e+00, 4.150152305776358297e+00, 3.293860949273812011e+00, 2.098818859716060103e+01, 1.920615198003430946e+00, 5.407110896812655554e+00, 3.665068431576198549e+01, 1.460408952500786839e+01, 3.293369268407766981e+01, 3.275402881688895373e+00
1.874000000000000000e+03, 1.392537115603997933e+01, 5.668971734472676438e+00, 2.177567258607247069e+01, 2.722833961758411192e+00, 4.174063452414753073e+00, 3.426119853782448210e+00, 2.090784451253995258e+01, 2.207471102514803274e+00, 5.435230718272514139e+00, 3.683466091030168599e+01, 1.463719825480565717e+01, 3.282156767307106549e+01, 3.217732443124308173e+00
1.875000000000000000e+03, 1.384823184506756277e+01, 5.646919979438964177e+00, 2.193779205223665585e+01, 2.813660846915008840e+00, 4.102444976076085048e+00, 3.250412591077425084e+00, 2.095165626048582652e+01, 2.192053772567289727e+00, 5.678808162636715728e+00, 3.679979051746689578e+01, 1.466485318310516206e+01, 3.273955886981918439e+01, 3.150196074499321597e+00
1.876000000000000000e+03, 1.404493006009305667e+01, 5.585300160482487009e+00, 2.185273032859690545e+01, 2.735024876612969003e+00, 4.118945321834392104e+00, 3.263691969375500435e+00, 2.104652430036472310e+01, 1.940992431003601082e+00, 5.828940914284247654e+00, 3.674480885698456945e+01, 1.488725768070870537e+01, 3.268123592519382470e+01, 3.174865202402318509e+00
1.877000000000000000e+03, 1.416739403660799645e+01, 5.581118278411239864e+00, 2.188058342079231977e+01, 2.681143768248205550e+00, 4.140115374233631407e+00, 3.278865570530496321e+00, 2.101269224251981527e+01, 1.909695077047824485e+00, 5.498715364278649709e+00, 3.664099426498093237e+01, 1.504654064320049756e+01, 3.253618384985729506e+01, 3.206535831736306186e+00
1.878000000000000000e+03, 1.418833395865575042e+01, 5.641494821834394102e+00, 2.179482914200718824e+01, 2.674630218431031103e+00, 4.304406660524789707e+00, 3.223806200010702838e+00, 2.104592305256703710e+01, 2.196605268710235315e+00, 5.384612459931595652e+00, 3.686081055104845916e+01, 1.497292419217730064e+01, 3.253084658774614013e+01, 3.132626494637377412e+00
1.879000000000000000e+03, 1.405021491823486102e+01, 5.654716309609161939e+00, 2.190260632557892606e+01, 2.753334792391988195e+00, 4.235587941283817770e+00, 3.288217488240014141e+00, 2.117908355547534427e+01, 2.084155959486157172e+00, 5.784962340803069480e+00, 3.693824883312534268e+01, 1.477611224883140650e+01, 3.254959741312129751e+01, 3.236187479456931637e+00
1.880000000000000000e+03, 1.413372217535609821e+01, 5.696476290932602105e+00, 2.187427555539236934e+01, 2.746974475019784645e+00, 4.012582879992686813e+00, 3.273813576886468013e+00, 2.113467395913856706e+01, 2.053361049836719854e+00, 6.001574556437926589e+00, 3.686432587571596997e+01, 1.462782839792071243e+01, 3.245133791570557236e+01, 3.131718841121196029e+00
1.881000000000000000e+03, 1.418607069285187983e+01, 5.750655326792196043e+00, 2.196300215609565498e+01, 2.670299387213519449e+00, 4.357220378288022999e+00, 3.260204993117449934e+00, 2.103865671274229143e+01, 2.140618242875636845e+00, 5.758045061847233193e+00, 3.670833000030367543e+01, 1.474753013494208886e+01, 3.243739944883250104e+01, 3.214907584540173779e+00
1.882000000000000000e+03, 1.405395880820587529e+01, 5.826275421071598792e+00, 2.193619499008867990e+01, 2.726314968173120246e+00, 4.329126024580766341e+00, 3.338293845552965600e+00, 2.095042197930629158e+01, 2.028744404427548886e+00, 5.783736176206515367e+00, 3.658554190718158594e+01, 1.495165246401796111e+01, 3.248389408799372546e+01, 3.160296835185794073e+00
1.883000000000000000e+03, 1.412389691593681107e+01, 5.871915921424638363e+00, 2.193799906917483966e+01, 2.759491498378163321e+00, 4.207272883331873103e+00, 3.312889418569397559e+00, 2.105984088198624704e+01, 2.069199314908162890e+00, 6.209442327787894733e+00, 3.656069907967947330e+01, 1.476763608666814420e+01, 3.247320353007413019e+01, 3.243264479277910617e+00
1.884000000000000000e+03, 1.436525677043558602e+01, 5.867423105318596122e+00, 2.194211085530018579e+01, 2.785351543690615550e+00, 4.385427865447701912e+00, 3.295680767067569850e+00, 2.108265629967159427e+01, 2.102041498129356256e+00, 6.216006712713537219e+00, 3.698221271456956316e+01, 1.505734763877224047e+01, 3.243209537434228906e+01, 3.185670989068446257e+00
1.885000000000000000e+03, 1.451306263147973574e+01, 5.879338850927669391e+00, 2.200091645818135433e+01, 2.728473055699877303e+00, 4.416853906885927827e+00, 3.218010612713187335e+00, 2.115646061749481888e+01, 1.934444282157068429e+00, 5.821615937052257550e+00, 3.708860859586213365e+01, 1.506049747903383640e+01, 3.235378202403406078e+01, 3.224681089826568758e+00
1.886000000000000000e+03, 1.464875265561255624e+01, 5.786764836586043792e+00, 2.208348864755728158e+01, 2.669676874545778400e+00, 4.166748730939453971e+00, 3.335052172543603977e+00, 2.116798829551172645e+01, 2.348121116987711865e+00, 5.642335818783716483e+00, 3.701845087531990686e+01, 1.490321558913335842e+01, 3.256226447863885198e+01, 3.245586346970338987e+00
1.887000000000000000e+03, 1.489692577020147013e+01, 5.717987681261869959e+00, 2.201739073766872679e+01, 2.702687738049325272e+00, 4.490653007140940289e+00, 3.335896947750919050e+00, 2.105462859035382550e+01, 2.009354555206641635e+00, 5.625406681697589839e+00, 3.685568418037827598e+01, 1.487914069851349375e+01, 3.261490796967267869e+01, 3.217622846563422900e+00
1.888000000000000000e+03, 1.524075398696434647e+01, 5.661467489866549130e+00, 2.207231023067228648e+01, 2.661582647878072194e+00, 4.305353298051192823e+00, 3.293437000342480214e+00, 2.114044336501025967e+01, 1.917074163606647952e+00, 5.757093536731810346e+00, 3.669252897088802001e+01, 1.483346409604782323e+01, 3.248369554001705950e+01, 3.270464398080448643e+00
1.889000000000000000e+03, 1.514392311392888324e+01, 5.602983697918749506e+00, 2.203898594107380404e+01, 2.666612443890149287e+00, 4.431856060784487461e+00, 3.363981726099350311e+00, 2.114310550805641142e+01, 1.974006952756490296e+00, 5.876475679440248179e+00, 3.681734541413320017e+01, 1.467785669795190984e+01, 3.236239172104057360e+01, 3.172249781442851635e+00
1.890000000000000000e+03, 1.495453521142681375e+01, 5.612786231607720389e+00, 2.217410031043551655e+01, 2.738050554457958974e+00, 4.434931952130271249e+00, 3.286524094385204986e+00, 2.126188370280051032e+01, 2.039902394631924576e+00, 5.825951752549445750e+00, 3.697983268956024006e+01, 1.458118467753202196e+01, 3.213445180322175077e+01, 3.141746047710298750e+00
1.891000000000000000e+03, 1.488669972643093509e+01, 5.711266702431374576e+00, 2.223547859831627349e+01, 2.733489000204353925e+00, 4.266077946009406929e+00, 3.265777687041635069e+00, 2.127057425241902777e+01, 1.997217864239564378e+00, 5.710534798567388215e+00, 3.694235019489796201e+01, 1.482196989024601486e+01, 3.210374011067436584e+01, 3.230804964475417762e+00
1.892000000000000000e+03, 1.505795963726132669e+01, 5.723646197300793048e+00, 2.228817889158426979e+01, 2.755704040634328056e+00, 4.418645752382089675e+00, 3.216712866114196601e+00, 2.118233285070009941e+01, 2.057706816964274932e+00, 5.782562120614010759e+00, 3.674681005450969451e+01, 1.510702385221432387e+01, 3.202912971213267213e+01, 3.236356191931825776e+00
1.893000000000000000e+03, 1.482389446223826290e+01, 5.786347336744300129e+00, 2.224997217009222084e+01, 2.836391750031329817e+00, 4.549786930293024945e+00, 3.295451254281362541e+00, 2.123637025627470720e+01, 2.311969685550754772e+00, 5.898299077513481592e+00, 3.662991267593055511e+01, 1.505067298612034143e+01, 3.213178807797064707e+01, 3.162311302090362375e+00
1.894000000000000000e+03, 1.500113275434120119e+01, 5.901588041603664792e+00, 2.215146011104992496e+01, 2.777834281647419079e+00, 4.301801584560930536e+00, 3.366040189458202381e+00, 2.123389563914476241e+01, 1.973253271251808938e+00, 5.940832218002438658e+00, 3.682568561485886960e+01, 1.499160055286471760e+01, 3.206558271428241369e+01, 3.114731935585114186e+00
1.895000000000000000e+03, 1.484884892344499541e+01, 5.974931144689053397e+00, 2.208913786224816889e+01, 2.697525339004079648e+00, 3.966756241832006147e+00, 3.237951445464597455e+00, 2.117177852779739666e+01, 1.676720563382514850e+00, 5.530438257258449397e+00, 3.706392280750266366e+01, 1.497940465461779880e+01, 3.207695853904077410e+01, 3.236620922570711212e+00
1.896000000000000000e+03, 1.476398383991429597e+01, 6.002036574404272073e+00, 2.220763056563308879e+01, 2.699917980484780156e+00, 4.369084436903093227e+00, 3.253375651822734138e+00, 2.115577799392555747e+01, 2.388472913565473199e+00, 5.464454975311647367e+00, 3.717642146522402413e+01, 1.491636547583360972e+01, 3.202276115635503118e+01, 3.208775663993746363e+00
1.897000000000000000e+03, 1.442396932070901272e+01, 6.070059740001041426e+00, 2.222156477717382828e+01, 2.749124547146356790e+00, 4.438926802345710243e+00, 3.289719214458722174e+00, 2.118596412310587951e+01, 2.257578946975888901e+00, 5.695760455400103339e+00, 3.713221173910061168e+01, 1.495807890009031027e+01, 3.194822090787492996e+01, 3.250274107403663404e+00
1.898000000000000000e+03, 1.461380647623630580e+01, 5.988993486021529478e+00, 2.220916602180221489e+01, 2.674175144306671914e+00, 4.420874247778638910e+00, 3.380608861195111281e+00, 2.129570915556233501e+01, 1.934339288369766541e+00, 5.917724630915834894e+00, 3.712702211029232302e+01, 1.500340914990810326e+01, 3.186123721620518978e+01, 3.195544222273309032e+00
1.899000000000000000e+03, 1.462144090706823540e+01, 5.917028446658323837e+00, 2.232516240831774113e+01, 2.699919449977625341e+00, 4.427747354074034192e+00, 3.316126959045099465e+00, 2.126141252657621905e+01, 1.992297553403660659e+00, 5.640561966991255005e+00, 3.715094703846416024e+01, 1.489517517243906930e+01, 3.165758326934911437e+01, 3.333020516714682024e+00
1.900000000000000000e+03, 1.446900571146983339e+01, 5.840264039901468252e+00, 2.225054411512884300e+01, 2.714082473195573275e+00, 4.433890542193116069e+00, 3.309875250553395709e+00, 2.121669738947067074e+01, 2.092248441688204341e+00, 5.360040171140269649e+00, 3.721384986226418334e+01, 1.495425106898712464e+01, 3.169084494329208823e+01, 3.218395640360038001e+00
1.901000000000000000e+03, 1.427898683135239288e+01, 5.699910641295462099e+00, 2.230491358239964939e+01, 2.798089936971944081e+00, 4.443260370883395538e+00, 3.256880221513100082e+00, 2.112670334464757005e+01, 1.967297443650610766e+00, 5.512447642629783040e+00, 3.713243078386545903e+01, 1.472048898638016290e+01, 3.199030277386462018e+01, 3.098539927393151316e+00
1.902000000000000000e+03, 1.431549801005290234e+01, 5.740523198069056754e+00, 2.225397985422280556e+01, 2.706082121184012923e+00, 4.169914389408797994e+00, 3.298004744767232488e+00, 2.132856639449371983e+01, 2.081086080058730303e+00, 5.682425377005543510e+00, 3.700326356201161815e+01, 1.485232131758522200e+01, 3.198928498048462288e+01, 3.129088478064987910e+00
1.903000000000000000e+03, 1.448032951813904035e+01, 5.822645083082701234e+00, 2.236297956510603413e+01, 2.709607734635717691e+00, 4.280234692968326371e+00, 3.314996275756590283e+00, 2.126919801957845380e+01, 2.188601358354036908e+00, 5.415046023724826796e+00, 3.714078112877659521e+01, 1.486791014940789601e+01, 3.191449144386119841e+01, 3.284354208920463591e+00
1.904000000000000000e+03, 1.463090872107228790e+01, 5.817194188179111158e+00, 2.240650026542292395e+01, 2.787675992490752375e+00, 4.526955510968411645e+00, 3.307183284493490749e+00, 2.119207552965115937e+01, 1.867229487188515336e+00, 5.555471541289722204e+00, 3.724285366438900979e+01, 1.485010908553062414e+01, 3.179495953745359671e+01, 3.164353422783874770e+00
1.905000000000000000e+03, 1.463476584907952294e+01, 5.852718545028802843e+00, 2.242392340673911022e+01, 2.794913325554755801e+00, 4.221257551447195056e+00, 3.328245567557359674e+00, 2.105649112013070123e+01, 2.028703439099231343e+00, 5.827478891898395297e+00, 3.733927357607028341e+01, 1.506964431224226608e+01, 3.202938076134867629e+01, 3.104367033411632892e+00
1.906000000000000000e+03, 1.453248523681542714e+01, 5.827177113720709123e+00, 2.243844821327135719e+01, 2.738529841826212952e+00, 4.288979581943859642e+00, 3.265810640197203352e+00, 2.106928847367596447e+01, 2.135367885633244978e+00, 5.757579725532798065e+00, 3.728043138919380084e+01, 1.515239249695238222e+01, 3.201645278545726825e+01, 3.154570728961689330e+00
1.907000000000000000e+03, 1.499411590566193908e+01, 5.774492737169431678e+00, 2.242499218765649260e+01, 2.750598789460384275e+00, 4.356198047821571606e+00, 3.192721110402267470e+00, 2.112313116652550349e+01, 2.066556442547774708e+00, 5.728725951988496767e+00, 3.713799556134489421e+01, 1.518286217705375307e+01, 3.195795174845400766e+01, 3.174392214711910576e+00
1.908000000000000000e+03, 1.519824050467745025e+01, 5.737571461352578339e+00, 2.226572396279475186e+01, 2.764526652122742068e+00, 4.703137230826883730e+00, 3.304871458008355578e+00, 2.107808992214742005e+01, 2.091283392886459591e+00, 5.497780662779909733e+00, 3.710389849560885978e+01, 1.514959282964306730e+01, 3.176052063811638249e+01, 3.293472843847032649e+00
1.909000000000000000e+03, 1.519920503640403098e+01, 5.708338145091593319e+00, 2.227333347274717212e+01, 2.740372720632621828e+00, 4.230234623191575061e+00, 3.302354640524478580e+00, 2.111595213701853524e+01, 2.166854991368114103e+00, 5.516639686761795502e+00, 3.716821961987366052e+01, 1.511526013069041952e+01, 3.179211858774372246e+01, 3.335303093018251896e+00
1.910000000000000000e+03, 1.513680659192664635e+01, 5.760042292268139796e+00, 2.250022089365643296e+01, 2.674119151172299702e+00, 4.274236721586317067e+00, 3.229978767955952179e+00, 2.099666572798319919e+01, 1.944853124070045292e+00, 5.791222308983635436e+00, 3.723573074036966801e+01, 1.504083353568733017e+01, 3.178462774193821971e+01, 3.223781968521980623e+00
1.911000000000000000e+03, 1.515047621792456134e+01, 5.699029328511445947e+00, 2.244163449927545173e+01, 2.850571065237925250e+00, 4.473371598367172020e+00, 3.252408837273900399e+00, 2.104179719671967419e+01, 1.979365156617540533e+00, 5.825254991559735807e+00, 3.724466295952294104e+01, 1.502001903973272157e+01, 3.179848641809727283e+01, 3.237690644993638678e+00
1.912000000000000000e+03, 1.495608706907767349e+01, 5.682888139786476778e+00, 2.256218022619892238e+01, 2.798300643452493741e+00, 4.372671119486041036e+00, 3.342385469278352339e+00, 2.105997083613366527e+01, 2.186083106187725722e+00, 5.578186255063052990e+00, 3.714640313260625248e+01, 1.491696244135480853e+01, 3.175802271252534936e+01, 3.108295265508943306e+00
1.913000000000000000e+03, 1.496878375720960186e+01, 5.687305041501892866e+00, 2.259387367182542405e+01, 2.716037833095959808e+00, 4.390570193101777541e+00, 3.291464605499058393e+00, 2.099799170929758674e+01, 2.069458391722753365e+00, 5.373376250801994658e+00, 3.719413825918350369e+01, 1.521387074466149159e+01, 3.171642982580441839e+01, 3.160121549843143196e+00
1.914000000000000000e+03, 1.506437427773600746e+01, 5.723200454909499690e+00, 2.258162074966081434e+01, 2.784872121657275379e+00, 4.455668557311106781e+00, 3.303581549079003921e+00, 2.100657355231156487e+01, 1.961365758071865972e+00, 5.301816087775852004e+00, 3.721285133165929437e+01, 1.561701683830555787e+01, 3.154960016081019347e+01, 3.145283742799994897e+00
1.915000000000000000e+03, 1.515033154219378986e+01, 5.708020516346478779e+00, 2.263359088457402990e+01, 2.720212609844585128e+00, 4.671849643974091748e+00, 3.328472598903553514e+00, 2.101341552780981914e+01, 2.185908422257068384e+00, 5.400313281679044231e+00, 3.720208016252858840e+01, 1.555854212473202125e+01, 3.147226038310192564e+01, 3.135444785460227646e+00
1.916000000000000000e+03, 1.532490942198984740e+01, 5.607780690514235999e+00, 2.266490083988583493e+01, 2.747865388454620916e+00, 4.457463704947029370e+00, 3.360335924039625777e+00, 2.091512138088394934e+01, 2.031398269990094541e+00, 5.560564154791535429e+00, 3.731214432061042174e+01, 1.542333542890280995e+01, 3.150209883163154601e+01, 3.303079732969356197e+00
1.917000000000000000e+03, 1.507259049854948607e+01, 5.621702579890484053e+00, 2.263464602464114961e+01, 2.730090693658737244e+00, 4.649562636708610697e+00, 3.346577765162438212e+00, 2.092331410443701500e+01, 1.709671865665464807e+00, 5.421650378453463759e+00, 3.705092433597639712e+01, 1.514571310903960111e+01, 3.152705191821767983e+01, 3.279213248251767965e+00
1.918000000000000000e+03, 1.505902373558881280e+01, 5.669591976711152448e+00, 2.258784155166638996e+01, 2.747301201567862616e+00, 4.422824341791994129e+00, 3.234401664526806552e+00, 2.098906081169458204e+01, 2.377355453924667295e+00, 5.732750489476252653e+00, 3.700147948164475764e+01, 1.520043186768369026e+01, 3.170273409791316865e+01, 3.184135510427736904e+00
1.919000000000000000e+03, 1.482069204814160912e+01, 5.712183168646525644e+00, 2.278964841819089315e+01, 2.864746378965984608e+00, 4.265951781941454080e+00, 3.249404205669895518e+00, 2.098843511125429018e+01, 2.200091660766600121e+00, 6.002036465827401912e+00, 3.702124894749112372e+01, 1.521028339250242745e+01, 3.172480837408194176e+01, 3.081829726373374267e+00
1.920000000000000000e+03, 1.471769375774103494e+01, 5.816486742765598628e+00, 2.264301401663722757e+01, 2.760180155134076330e+00, 4.467188005283783347e+00, 3.295503912743403152e+00, 2.089631405722110102e+01, 1.962724320190532001e+00, 6.077908433204417094e+00, 3.702696144335651240e+01, 1.517849235633028115e+01, 3.180498844380604240e+01, 3.122612710227766097e+00
1.921000000000000000e+03, 1.482944901954967776e+01, 5.782002595257733191e+00, 2.279198728331481760e+01, 2.697582623715404360e+00, 4.436513599118713458e+00, 3.219239963544406891e+00, 2.086518270854539026e+01, 2.259537922076629624e+00, 5.943783972658670756e+00, 3.684560542868194943e+01, 1.549585120843424413e+01, 3.183885621148299094e+01, 3.139730304921217297e+00
1.922000000000000000e+03, 1.529023945920819827e+01, 5.821945367594921095e+00, 2.272449836174616422e+01, 2.812166793317259827e+00, 4.275210623713895153e+00, 3.367993294352939593e+00, 2.089693163668985676e+01, 1.875164438596967020e+00, 5.877400484637714584e+00, 3.677948187069620190e+01, 1.559965342445047476e+01, 3.201532993458283016e+01, 3.139251801187692426e+00
1.923000000000000000e+03, 1.532264061641177832e+01, 5.918883732701504030e+00, 2.271434395498642189e+01, 2.751338185850456863e+00, 4.300484544301558465e+00, 3.316840870162354626e+00, 2.098817725953079716e+01, 2.016850724426761055e+00, 5.770402383472628571e+00, 3.706660484758075569e+01, 1.590791462707009174e+01, 3.198574568790079553e+01, 3.214439211351989734e+00
1.924000000000000000e+03, 1.501106928278713504e+01, 5.950555771869621147e+00, 2.278777545211245226e+01, 2.734969892154016424e+00, 4.407222248280973531e+00, 3.327935850814342622e+00, 2.120115865886497630e+01, 2.069706777967123212e+00, 5.583577622657981188e+00, 3.725321963245256285e+01, 1.570754589341573926e+01, 3.193240823959729369e+01, 3.236703282937380965e+00
