year, GFDL-ESM4, INM-CM4-8, UKESM1-0-LL, TaiESM1, INM-CM5-0, MPI-ESM1-2-LR, IPSL-CM6A-LR, MIROC-ES2L, NorESM2-MM, ACCESS-ESM1-5, NorESM2-LM, EC-Earth3-Veg, CanESM5, CESM2-WACCM, CNRM-ESM2-1, CMCC-CM2-SR5
1.974000000000000000e+03, 4.511014507100095727e+01, 1.070780990159593244e+02, 1.045569791283463275e+02, 1.022553558391380761e+02, 1.144681296520892175e+02, 6.351548283341578127e+01, 7.737364452655484115e+01, 9.931786012279447107e+01, 6.067310434350403625e+01, 1.077905329156785825e+02, 6.021211182296647735e+01, 5.913187566923927108e+01, 1.205646349758756912e+02, 7.258217204732491723e+01, 5.033667279607121969e+01, 6.255057378894466780e+01
1.975000000000000000e+03, 4.503825449066527398e+01, 1.067363332584996982e+02, 1.042448135426547680e+02, 1.017671914674402984e+02, 1.143514834195977272e+02, 6.287987042819362671e+01, 7.715474331429086874e+01, 9.932639856786087762e+01, 6.074167065618657801e+01, 1.078470948641332967e+02, 6.000059943537499407e+01, 5.908761602668666058e+01, 1.205528977078071335e+02, 7.261371344522541449e+01, 5.021056135414627875e+01, 6.252067856836058013e+01
1.976000000000000000e+03, 4.477539779083623017e+01, 1.073404568764780009e+02, 1.041736732928383447e+02, 1.017863536100668256e+02, 1.139729037901470718e+02, 6.268811360287219969e+01, 7.683627877561710307e+01, 9.910463154041099187e+01, 6.054425508043189552e+01, 1.081947505281156054e+02, 6.016073057222675402e+01, 5.898845219914476701e+01, 1.206256041890135720e+02, 7.230888936928762689e+01, 5.044114985551536279e+01, 6.269085215165444680e+01
1.977000000000000000e+03, 4.495354426464452757e+01, 1.071494527562082908e+02, 1.044536696719993358e+02, 1.011297797475981071e+02, 1.138953328011953658e+02, 6.239100155650427837e+01, 7.700845074970887083e+01, 9.932469231913198371e+01, 6.064673702292605384e+01, 1.083888497421419004e+02, 6.031357877171888759e+01, 5.930006850174098076e+01, 1.206210876182528438e+02, 7.203697442441530541e+01, 5.022508729813036865e+01, 6.291051171270352427e+01
1.978000000000000000e+03, 4.516523715373877934e+01, 1.067471839279552768e+02, 1.048799875534441952e+02, 9.993169713868684312e+01, 1.145634920150255880e+02, 6.259990312139083812e+01, 7.689289233599161832e+01, 9.968949762043604323e+01, 6.080057913747847209e+01, 1.086746310069551100e+02, 6.013821730218216999e+01, 5.894354842376744585e+01, 1.207697021287462462e+02, 7.225423057398577953e+01, 5.094906514780635831e+01, 6.316600508852191354e+01
1.979000000000000000e+03, 4.531078796538432130e+01, 1.069291072961676576e+02, 1.046661210191795277e+02, 1.003345158412756746e+02, 1.146024341894281804e+02, 6.299325740559594067e+01, 7.678120345151219794e+01, 1.000201832334996652e+02, 6.075736972694114968e+01, 1.090255668289230755e+02, 6.004571348357125515e+01, 5.921327362509347836e+01, 1.212467297635222820e+02, 7.252210134354709226e+01, 5.110666306030940831e+01, 6.282657014473141999e+01
1.980000000000000000e+03, 4.523001452223823549e+01, 1.063536213741151357e+02, 1.045128216649112147e+02, 1.017259595824557010e+02, 1.146355476680555512e+02, 6.290615958563216026e+01, 7.686414951734188605e+01, 1.002760194830769223e+02, 6.084050174187552074e+01, 1.088139376549007125e+02, 6.005796255307698317e+01, 5.902188830753742366e+01, 1.215099382091267302e+02, 7.257151583066737999e+01, 5.042865044365244387e+01, 6.290160654916407879e+01
1.981000000000000000e+03, 4.513627498104169433e+01, 1.063977255825486736e+02, 1.044194846550018383e+02, 9.996080574009762643e+01, 1.146517671749095797e+02, 6.308813020604468846e+01, 7.732045356390450763e+01, 1.002090930658444989e+02, 6.059271809299841038e+01, 1.085725921464245403e+02, 6.016322148535142844e+01, 5.953914474656542666e+01, 1.215750707371800559e+02, 7.257773492703256579e+01, 5.059885682502547866e+01, 6.359444912048581955e+01
1.982000000000000000e+03, 4.486473027617765297e+01, 1.058884199120275724e+02, 1.042798930216435735e+02, 9.951416015785807190e+01, 1.152613267955602652e+02, 6.353995279384181316e+01, 7.719782869455907814e+01, 1.002625563622938643e+02, 6.056994359147004303e+01, 1.087224754411901841e+02, 6.007792797338110091e+01, 5.940560644158831138e+01, 1.214805877816606028e+02, 7.232966689595194509e+01, 5.068515186492528812e+01, 6.327835657600731167e+01
1.983000000000000000e+03, 4.505703499783697907e+01, 1.063230343721230611e+02, 1.041614896828623102e+02, 9.960512442451081938e+01, 1.157402417554531837e+02, 6.371356996806579076e+01, 7.711794949569681989e+01, 1.007028781850501531e+02, 6.095769746180594950e+01, 1.087457645899934136e+02, 5.992960520293721061e+01, 5.987698386523513960e+01, 1.213744384420081559e+02, 7.219848030448568466e+01, 5.031790305913080630e+01, 6.311627797491411940e+01
1.984000000000000000e+03, 4.526931875266274830e+01, 1.063717542050629419e+02, 1.039383725340784537e+02, 9.997784653572222169e+01, 1.154431412409457636e+02, 6.361196571185497817e+01, 7.698783731388957108e+01, 1.011269636942731864e+02, 6.137704423657701369e+01, 1.089107262428371001e+02, 5.990956670877044843e+01, 5.904999829194881045e+01, 1.214580022812788371e+02, 7.251069956644001024e+01, 5.086260501957075775e+01, 6.305659884083127764e+01
1.985000000000000000e+03, 4.510255642683504362e+01, 1.064656473810818937e+02, 1.039043713338419934e+02, 9.868323321030793238e+01, 1.153829958208308568e+02, 6.305639354385080253e+01, 7.705103225263172817e+01, 1.014239150636197309e+02, 6.157115182737341996e+01, 1.092648537507111683e+02, 5.981058509402006251e+01, 5.966200318730495411e+01, 1.218456965212593133e+02, 7.249658760006246894e+01, 5.133929062690347678e+01, 6.346663084818277412e+01
1.986000000000000000e+03, 4.514503675309525477e+01, 1.068054893323331385e+02, 1.039493936752648438e+02, 9.855047909662943084e+01, 1.156710394993935864e+02, 6.247613215896305405e+01, 7.721692814059731802e+01, 1.014668950679858597e+02, 6.172041640903055537e+01, 1.098053627692837892e+02, 6.005848301271768008e+01, 6.012812688716795861e+01, 1.221008911125250478e+02, 7.229320467618614998e+01, 5.087325077771785686e+01, 6.389354767815651570e+01
1.987000000000000000e+03, 4.503713734941951685e+01, 1.069410119633223246e+02, 1.038438807434789339e+02, 9.900025457602718859e+01, 1.161785294475350980e+02, 6.218370493033938118e+01, 7.690861664942646314e+01, 1.016697869914507066e+02, 6.177643347572967514e+01, 1.100611587836406784e+02, 6.031052731083926233e+01, 6.093364345609602140e+01, 1.224885252121887618e+02, 7.216921598797891590e+01, 5.096461986363456020e+01, 6.399618515686761810e+01
1.988000000000000000e+03, 4.513288224710599650e+01, 1.068695697782957978e+02, 1.039203700354112812e+02, 9.905549628545799123e+01, 1.165222172708729147e+02, 6.230963993953431412e+01, 7.663114877194267649e+01, 1.020031845665900363e+02, 6.159341832059357102e+01, 1.102920907095672334e+02, 6.028556777112103049e+01, 6.114970584887129235e+01, 1.229859113942561493e+02, 7.200946429871923726e+01, 5.111350146319166754e+01, 6.362593362331279678e+01
1.989000000000000000e+03, 4.525494731464214482e+01, 1.065936655741541585e+02, 1.038643830397579251e+02, 9.910305997430290859e+01, 1.165777906985586725e+02, 6.288260263949623408e+01, 7.674450379223041807e+01, 1.024765331578594356e+02, 6.171525057629865074e+01, 1.100270269814954531e+02, 6.030524955037379442e+01, 6.164126429625472525e+01, 1.231056133017535501e+02, 7.255522206767867033e+01, 5.120925730433076950e+01, 6.376116127395606270e+01
1.990000000000000000e+03, 4.512071768030325813e+01, 1.069611402967838671e+02, 1.035768956221227057e+02, 9.958763665392781661e+01, 1.168421610955520435e+02, 6.340840305500231011e+01, 7.699793180847298402e+01, 1.028766176539315467e+02, 6.176142384646540506e+01, 1.099949218704443297e+02, 6.042763645776253156e+01, 6.190022775134063693e+01, 1.232429622217722027e+02, 7.257455113179935324e+01, 5.120807556457614140e+01, 6.445856971111005862e+01
1.991000000000000000e+03, 4.519346750448862338e+01, 1.076336609262353505e+02, 1.035206598538427585e+02, 9.951373010208719450e+01, 1.174175548747359557e+02, 6.374904287406052816e+01, 7.679763874772608290e+01, 1.027752448150190645e+02, 6.194930894917527553e+01, 1.101915746210841576e+02, 6.048275465381063043e+01, 6.219401564376172331e+01, 1.234148730109306484e+02, 7.235693427496596541e+01, 5.097443319969242737e+01, 6.414164883509486970e+01
1.992000000000000000e+03, 4.526565245496558987e+01, 1.088231799761027787e+02, 1.036522126183359802e+02, 9.859946413440783886e+01, 1.180520794906726536e+02, 6.354088837402100864e+01, 7.658522113976560775e+01, 1.027515342386839023e+02, 6.225468481789246056e+01, 1.105319787379721106e+02, 6.028766658538623346e+01, 6.148814025282351281e+01, 1.237874617759079285e+02, 7.263303232183046987e+01, 5.133817170514345207e+01, 6.446557843421541634e+01
1.993000000000000000e+03, 4.549697425931315564e+01, 1.094434651694101603e+02, 1.037759995019211487e+02, 9.876388654403862688e+01, 1.182689036334991357e+02, 6.287379866578604748e+01, 7.661996851748270387e+01, 1.031144153601687208e+02, 6.223539015329345858e+01, 1.107608826919317977e+02, 6.035535362123535918e+01, 6.184616407682488415e+01, 1.243932391624167337e+02, 7.292240161391215736e+01, 5.158948349671160827e+01, 6.489173356121112590e+01
1.994000000000000000e+03, 4.570432450042732597e+01, 1.104467652216135605e+02, 1.039651276057693252e+02, 9.922589031705965112e+01, 1.188793224095590233e+02, 6.269832588517897420e+01, 7.665997956375001365e+01, 1.035111247968363841e+02, 6.244677800731133033e+01, 1.109185912681455477e+02, 6.078502863077738283e+01, 6.221177848498238916e+01, 1.249207203789895715e+02, 7.279286796190974940e+01, 5.115275174880439835e+01, 6.501393135661459155e+01
1.995000000000000000e+03, 4.598835194712935959e+01, 1.115385627124026513e+02, 1.040476337109312510e+02, 9.923630542750254335e+01, 1.193168624582152688e+02, 6.335598687164879550e+01, 7.685022041294338635e+01, 1.036927387749489355e+02, 6.242465259876296813e+01, 1.110263190485815699e+02, 6.082223159518449762e+01, 6.248295339070968879e+01, 1.250203712249890771e+02, 7.306179550514076482e+01, 5.184675821276977814e+01, 6.516512107985916202e+01
1.996000000000000000e+03, 4.581578935380667872e+01, 1.116360679261080548e+02, 1.036903814316103052e+02, 9.905179485630569047e+01, 1.196125973780155647e+02, 6.362574761073472018e+01, 7.662754197819707258e+01, 1.036532069193193877e+02, 6.214964207166679699e+01, 1.109720364997264568e+02, 6.105715996256360256e+01, 6.281302104585768120e+01, 1.255720172134048482e+02, 7.290887085358355080e+01, 5.195954931252987308e+01, 6.508183661147188559e+01
1.997000000000000000e+03, 4.610180510706807411e+01, 1.123231516642332224e+02, 1.035736737080100482e+02, 9.864839540537325036e+01, 1.199088455215271409e+02, 6.306959341585781686e+01, 7.668609165492587465e+01, 1.035186242251112532e+02, 6.236260556475927785e+01, 1.111280796560845232e+02, 6.111198644751258513e+01, 6.304991222778184579e+01, 1.261307876347219832e+02, 7.296413689067750852e+01, 5.235083774922265576e+01, 6.515706299168331839e+01
1.998000000000000000e+03, 4.606514049787368492e+01, 1.126940842378875089e+02, 1.031311132812840583e+02, 9.845336298749811021e+01, 1.202185585225808069e+02, 6.284316003934884520e+01, 7.697293534572702356e+01, 1.034382374018512962e+02, 6.282439565621668720e+01, 1.109318716643405196e+02, 6.098079766709135185e+01, 6.265465347740254032e+01, 1.266257725218686971e+02, 7.305717720601896303e+01, 5.186584887745430450e+01, 6.527491639739247375e+01
1.999000000000000000e+03, 4.597965588948466831e+01, 1.131670058734209192e+02, 1.032984319521827672e+02, 9.882082275630213530e+01, 1.202012357990303855e+02, 6.233241390581386554e+01, 7.676758677480297877e+01, 1.036557206076808626e+02, 6.302795345983037834e+01, 1.108104022298176403e+02, 6.108965047357106926e+01, 6.309183034855168870e+01, 1.272550184641079341e+02, 7.326033853424661402e+01, 5.209031748253348582e+01, 6.493826855045644209e+01
2.000000000000000000e+03, 4.590431947044562122e+01, 1.135522006022112151e+02, 1.034885484095703134e+02, 9.898297846293263547e+01, 1.201441165089275387e+02, 6.244168559309678557e+01, 7.656908141175651394e+01, 1.039368910253542282e+02, 6.290627844723733375e+01, 1.113749131951987295e+02, 6.106449829491209869e+01, 6.372433903650173903e+01, 1.272582555013002832e+02, 7.325173907570724907e+01, 5.243558795813461160e+01, 6.562416828950648551e+01
2.001000000000000000e+03, 4.571968206377222543e+01, 1.142403928941532456e+02, 1.035235465114326701e+02, 9.814702538011168542e+01, 1.205399092325626498e+02, 6.313859796253211698e+01, 7.658606192977391913e+01, 1.042294151888543325e+02, 6.276423082098195039e+01, 1.110494523657141031e+02, 6.136124644347246715e+01, 6.400028680120895785e+01, 1.272893283968155629e+02, 7.336069305154835263e+01, 5.157189841689864096e+01, 6.543825038379003445e+01
2.002000000000000000e+03, 4.577164694420446978e+01, 1.143291908594443527e+02, 1.034323755928180759e+02, 9.786197974500147723e+01, 1.206596250949819051e+02, 6.364067451291140998e+01, 7.646029420705252733e+01, 1.042665309479748146e+02, 6.292793540689821441e+01, 1.106594151967333772e+02, 6.166241598287101766e+01, 6.361034771781009312e+01, 1.273991247912318556e+02, 7.324571330695491156e+01, 5.161390826750164251e+01, 6.501375074650701436e+01
2.003000000000000000e+03, 4.598513424120478277e+01, 1.146418688103415917e+02, 1.034921958113270506e+02, 9.768965844851709335e+01, 1.206616558729003259e+02, 6.386370012157080112e+01, 7.662759378714739000e+01, 1.045611734492998011e+02, 6.285832640535426208e+01, 1.108314376323492070e+02, 6.181546254930546525e+01, 6.423557400489545444e+01, 1.274348358261752594e+02, 7.340052982322990260e+01, 5.132863080672460399e+01, 6.604817015774600009e+01
2.004000000000000000e+03, 4.579964851284771754e+01, 1.152848499455135567e+02, 1.034534605355760419e+02, 9.871078750669458657e+01, 1.206729937024828558e+02, 6.385153241557464554e+01, 7.655000044504313905e+01, 1.047392782168756327e+02, 6.312283529556708572e+01, 1.108076638045620257e+02, 6.159581684156108139e+01, 6.463371437695703037e+01, 1.274849724612896722e+02, 7.355487394411977675e+01, 5.120430653672954691e+01, 6.619644414661038923e+01
2.005000000000000000e+03, 4.572520013102271719e+01, 1.153256111299554192e+02, 1.034464368546080095e+02, 9.910729440934900936e+01, 1.211590469715694525e+02, 6.417459370767245730e+01, 7.612679573968772218e+01, 1.045792846078393836e+02, 6.326596460681198408e+01, 1.106140191608198506e+02, 6.148387451081799071e+01, 6.413552837233363846e+01, 1.273829161475723737e+02, 7.340943612542058361e+01, 5.193939813772112046e+01, 6.627038598396238456e+01
2.006000000000000000e+03, 4.588575944553656427e+01, 1.157360608431409190e+02, 1.037483279201414490e+02, 9.772397861423229415e+01, 1.218028275809240313e+02, 6.458323449589909160e+01, 7.604701774838079587e+01, 1.044685713535835276e+02, 6.328299022686799447e+01, 1.107181158607475595e+02, 6.162632138430516449e+01, 6.330353745514497632e+01, 1.278688992206619162e+02, 7.337193501932814854e+01, 5.142536927288357873e+01, 6.659545055727100760e+01
2.007000000000000000e+03, 4.560800163272566010e+01, 1.163914899002992343e+02, 1.039734772693442721e+02, 9.736917318009287214e+01, 1.226047901969666754e+02, 6.441007112335843487e+01, 7.616434661031976816e+01, 1.046713397612503798e+02, 6.303550495515059993e+01, 1.115228401335610187e+02, 6.185844593596723939e+01, 6.404543156014435112e+01, 1.285140526589281933e+02, 7.331998738852696818e+01, 5.178725950781840481e+01, 6.625710089155623450e+01
2.008000000000000000e+03, 4.549805322045442324e+01, 1.171510977093534223e+02, 1.037597013898817409e+02, 9.752111493491588590e+01, 1.225577547943481562e+02, 6.436637485585572449e+01, 7.654902518379208232e+01, 1.048941741182023435e+02, 6.271901725763258639e+01, 1.117484987181997980e+02, 6.214977934284302563e+01, 6.427314919887068356e+01, 1.289139261230556031e+02, 7.355652127100009352e+01, 5.253978643391594971e+01, 6.619645230830629146e+01
2.009000000000000000e+03, 4.558205544500341233e+01, 1.175633879160518660e+02, 1.033210956742904614e+02, 9.795615039993070639e+01, 1.231417939154366223e+02, 6.425518278201658973e+01, 7.642212234625192480e+01, 1.050936854946299945e+02, 6.255110258828375436e+01, 1.121815506812250192e+02, 6.238866363498831191e+01, 6.473566966662433231e+01, 1.289880505365356100e+02, 7.384341257000858150e+01, 5.273630722271732907e+01, 6.618203883243032237e+01
2.010000000000000000e+03, 4.567248280245061665e+01, 1.179208331491146140e+02, 1.030396128850888573e+02, 9.815438921792755878e+01, 1.240875475182855467e+02, 6.477598939330184180e+01, 7.601043529165244195e+01, 1.050235504696781845e+02, 6.235123835458767871e+01, 1.122667732297358469e+02, 6.187258382393628153e+01, 6.498503283383330142e+01, 1.289628711735010711e+02, 7.372731350694334651e+01, 5.271710101896498202e+01, 6.681643049862393013e+01
2.011000000000000000e+03, 4.580828723491945453e+01, 1.186827293280902325e+02, 1.029788679139851268e+02, 9.856222726379812116e+01, 1.247891253339973900e+02, 6.493368493668211272e+01, 7.617503526193907248e+01, 1.047713614458626665e+02, 6.248459563847017506e+01, 1.121333856071489379e+02, 6.149738447938037922e+01, 6.500391795902078229e+01, 1.293837411674183215e+02, 7.326589280309322305e+01, 5.228718956588298283e+01, 6.646888432595119411e+01
2.012000000000000000e+03, 4.549118298234836288e+01, 1.197172196132017206e+02, 1.031256232099209171e+02, 9.834025342301256956e+01, 1.249006132166980620e+02, 6.462182107434304612e+01, 7.625463480543166384e+01, 1.047403477056181487e+02, 6.245310182025070844e+01, 1.121357559336962737e+02, 6.181777472614633240e+01, 6.520356685604323843e+01, 1.295402449831401270e+02, 7.332947392651604446e+01, 5.199882585641833543e+01, 6.657112775638233870e+01
2.013000000000000000e+03, 4.533692355536704355e+01, 1.199968337135546079e+02, 1.034744206825059933e+02, 9.721281992098936087e+01, 1.248911509630291050e+02, 6.457306842823905413e+01, 7.616229185417682856e+01, 1.048890654235414814e+02, 6.241537060333170928e+01, 1.119454913038923394e+02, 6.168146988359318073e+01, 6.545577064689294389e+01, 1.296012832675216941e+02, 7.353159877468824845e+01, 5.238461914455012192e+01, 6.683805026466104948e+01
2.014000000000000000e+03, 4.529090206915338257e+01, 1.206477776823244170e+02, 1.035641075874081167e+02, 9.655433084907411967e+01, 1.252119592909186565e+02, 6.449937586572974624e+01, 7.578915924578063823e+01, 1.051438372059091506e+02, 6.225210234591070702e+01, 1.116536803945812437e+02, 6.172918790902885178e+01, 6.512756205874694615e+01, 1.295043108623239618e+02, 7.365722626329623779e+01, 5.229055299999350837e+01, 6.675800022972245529e+01
