year, CNRM-ESM2-1, CESM2-WACCM, IPSL-CM6A-LR, ACCESS-ESM1-5, UKESM1-0-LL, NorESM2-LM, CMCC-ESM2, EC-Earth3-Veg, TaiESM1, CanESM5, INM-CM5-0, NorESM2-MM, GFDL-ESM4, MIROC-ES2L, MPI-ESM1-2-LR, INM-CM4-8
1.964000000000000000e+03, 9.155463714614802129e-01, 9.565909716059911583e-01, 1.365634088899543741e+00, 1.023733424998295449e+00, 2.056816665462693816e+00, 7.439456267638570042e-01, 1.025836943802841628e+00, 2.150440035194360000e+00, 1.730875220169682649e+00, 1.491530610393638323e+00, 1.499004776552961715e+00, 8.196774522364997928e-01, 1.555329474870821516e+00, 1.228652068119866936e+00, 1.336821475971958995e+00, 1.450654369116599396e+00
1.965000000000000000e+03, 8.215445995963002179e-01, 9.732078602257233646e-01, 1.346315549793915434e+00, 1.037420312097657948e+00, 1.989239185269217502e+00, 7.418489210484562335e-01, 1.029763249627184019e+00, 2.102907009173450081e+00, 1.773561341134746172e+00, 1.503502087097640771e+00, 1.459040915261196059e+00, 8.243552101293765144e-01, 1.606970701510873623e+00, 1.244799723704925087e+00, 1.271159476562908175e+00, 1.444241751854715039e+00
1.966000000000000000e+03, 7.598511176101253595e-01, 9.784795255498339728e-01, 1.385582656058082840e+00, 1.052726197870588409e+00, 2.043134402883623135e+00, 7.375312192678099565e-01, 1.038959856219539457e+00, 2.027666101166121670e+00, 1.664288939148045543e+00, 1.545808442954741846e+00, 1.448957445744107675e+00, 8.437652786692436679e-01, 1.638516387706057120e+00, 1.229290230552586571e+00, 1.279537250528559822e+00, 1.422711955144423390e+00
1.967000000000000000e+03, 7.415230598902922132e-01, 9.897096234282403149e-01, 1.336451886588208904e+00, 1.090353834615844786e+00, 2.001552254202183079e+00, 7.544624178615173538e-01, 1.043065162938390023e+00, 2.098475698129850464e+00, 1.673299239942382277e+00, 1.513390360367736776e+00, 1.496183388097226397e+00, 8.373470659829257423e-01, 1.536960384992083206e+00, 1.208038165758627658e+00, 1.271353541694704603e+00, 1.429535371209691208e+00
1.968000000000000000e+03, 7.698605702632022041e-01, 1.003083813750211606e+00, 1.320548146938607559e+00, 1.082486587255667709e+00, 1.998814977708849083e+00, 7.281034617841627421e-01, 1.031145782593226645e+00, 2.014680857921242740e+00, 1.774010371660592611e+00, 1.539253095950029460e+00, 1.465237282958544718e+00, 8.199943826476767672e-01, 1.618349234885142041e+00, 1.231464287353515985e+00, 1.284878000781950025e+00, 1.463805767237114308e+00
1.969000000000000000e+03, 7.853142300792224084e-01, 9.847008302660328338e-01, 1.334281023403807609e+00, 1.043307620710930861e+00, 1.996701728618260008e+00, 7.143506256337972538e-01, 1.039398159898255569e+00, 2.085120637011217859e+00, 1.757419881190927180e+00, 1.548177380589336405e+00, 1.462306414224682660e+00, 7.972124373854680979e-01, 1.571612349411539267e+00, 1.237015594384686112e+00, 1.323027923730382804e+00, 1.409564115644013516e+00
1.970000000000000000e+03, 8.258571178313675043e-01, 9.890535033789121799e-01, 1.367500728402655019e+00, 1.050650010029484660e+00, 1.990417572669930246e+00, 7.489302489001211649e-01, 1.051248560358274631e+00, 2.139087773629547495e+00, 1.761775004773742159e+00, 1.537115776083225027e+00, 1.523685481785998164e+00, 8.216210082159907113e-01, 1.522318866501789270e+00, 1.223459703169750057e+00, 1.277683384906008079e+00, 1.460505395683113550e+00
1.971000000000000000e+03, 8.314139262889993498e-01, 9.652746607752898944e-01, 1.392550759160737561e+00, 1.054029516407904321e+00, 1.999437713595030530e+00, 7.605497571249292266e-01, 1.065341324796525990e+00, 2.052869695457825383e+00, 1.836148992537953051e+00, 1.549203765973302227e+00, 1.478220456954054240e+00, 8.481079443923680294e-01, 1.534145889881458613e+00, 1.237350332544717713e+00, 1.311063241287264702e+00, 1.450691951581663419e+00
1.972000000000000000e+03, 7.394483068912430790e-01, 9.868385000515514927e-01, 1.332079177825096217e+00, 1.084637810838524175e+00, 1.974797471671065896e+00, 7.675112562865846755e-01, 1.043432755132456924e+00, 2.064905787621967637e+00, 1.768581819446645831e+00, 1.520152345451436959e+00, 1.474278882565915660e+00, 8.428675498203168637e-01, 1.418713801067104985e+00, 1.237427738908085217e+00, 1.280732537573633589e+00, 1.426829171913843952e+00
1.973000000000000000e+03, 8.127535960977391172e-01, 1.015630163891942495e+00, 1.344796953670523321e+00, 1.057156749867490753e+00, 2.003598243672851442e+00, 7.770827482585042079e-01, 1.067022775226365017e+00, 2.099633916763178565e+00, 1.717697980134524682e+00, 1.499289623429769902e+00, 1.507958755855302480e+00, 8.353608060758326292e-01, 1.495493969236583398e+00, 1.235127452240673662e+00, 1.269511263267840251e+00, 1.445497006636407455e+00
1.974000000000000000e+03, 8.061156503758721836e-01, 9.978965605738508993e-01, 1.293325911367247283e+00, 1.033676204061201753e+00, 2.005066857361060606e+00, 7.731582150580675883e-01, 9.900987705641336456e-01, 2.088376893220272645e+00, 1.793086666096526338e+00, 1.509754397531727133e+00, 1.458178028147171013e+00, 8.280186389138542991e-01, 1.436687906031078654e+00, 1.234612595042297700e+00, 1.266794698204212422e+00, 1.413401611518257273e+00
1.975000000000000000e+03, 7.978020523315525470e-01, 9.861064278797646576e-01, 1.303504175971109458e+00, 1.050822198765114290e+00, 1.986421899697483395e+00, 7.999699812546874345e-01, 1.031389097622709361e+00, 2.015837294810056690e+00, 1.809433401522003937e+00, 1.523254133026354928e+00, 1.450116651444516069e+00, 8.357841487373790512e-01, 1.453663448297251914e+00, 1.233341151631570654e+00, 1.238829219233102741e+00, 1.450506710704091207e+00
1.976000000000000000e+03, 8.383268420130605136e-01, 9.487027441229518576e-01, 1.301550297053611249e+00, 1.080846883270680125e+00, 1.987464705822732824e+00, 7.703676645698392944e-01, 1.062314205190689975e+00, 2.086410302983589649e+00, 1.796803459671639569e+00, 1.514625018555052272e+00, 1.438909533391813156e+00, 8.237800844129753441e-01, 1.463478003281767137e+00, 1.224968750681977525e+00, 1.272131475983431015e+00, 1.479834916124798116e+00
1.977000000000000000e+03, 8.060191947769230758e-01, 9.820257493385167180e-01, 1.361568096652466142e+00, 1.073011392568428812e+00, 2.011372175017871466e+00, 7.894082081853160959e-01, 1.035365949289318799e+00, 2.076202382798282731e+00, 1.705240236319304437e+00, 1.488384787914615481e+00, 1.462973679437216346e+00, 8.357709875301456703e-01, 1.556283104998729350e+00, 1.240601091555532332e+00, 1.269069669986863991e+00, 1.425357072674494852e+00
1.978000000000000000e+03, 9.055664771041022076e-01, 9.802703916555226549e-01, 1.348874147446133875e+00, 1.081089654367196173e+00, 2.007670564401206725e+00, 7.907363335214002698e-01, 9.695086380234978485e-01, 2.065302632497615587e+00, 1.580142338633319099e+00, 1.588376485222897871e+00, 1.505413019077195047e+00, 8.424032986282368185e-01, 1.574234042964834268e+00, 1.241973755698017712e+00, 1.322055365807133009e+00, 1.439281685154724988e+00
1.979000000000000000e+03, 8.643845310821230976e-01, 9.963225932982689992e-01, 1.334440574287453440e+00, 1.092540136620062885e+00, 1.969640021981916789e+00, 7.954044082316804598e-01, 1.020420257137277131e+00, 2.147044556569310814e+00, 1.662735820824938759e+00, 1.570306271541211718e+00, 1.450458999174566221e+00, 8.435249756972521551e-01, 1.581104105079320199e+00, 1.242769525765857086e+00, 1.338639870465913040e+00, 1.423203714018044463e+00
1.980000000000000000e+03, 7.919404773376833573e-01, 1.021863331043570966e+00, 1.365205477143916379e+00, 1.040259479680933463e+00, 1.985624961159184076e+00, 7.938139356730832263e-01, 1.000299620078166862e+00, 2.024291565710773622e+00, 1.854469627702070911e+00, 1.571407041615485500e+00, 1.479356779345823991e+00, 8.521847113394772633e-01, 1.522580277680897431e+00, 1.234650231912052254e+00, 1.292362844422268120e+00, 1.438350133874577219e+00
1.981000000000000000e+03, 8.158402976683595265e-01, 1.000783185582010182e+00, 1.424560808101946074e+00, 1.034525923117751267e+00, 1.981560265180965841e+00, 7.832084790120708018e-01, 9.832902676905536099e-01, 2.170434893309109992e+00, 1.719045064983818705e+00, 1.520841550596512048e+00, 1.451744069530341186e+00, 8.270348629771405724e-01, 1.459968344457480915e+00, 1.247800610352906014e+00, 1.314424659837678311e+00, 1.393944035191150066e+00
1.982000000000000000e+03, 8.209054365866291780e-01, 1.012266847519480928e+00, 1.381012237454394942e+00, 1.063122873607583285e+00, 1.971592943116024399e+00, 7.677492201660054416e-01, 1.065250124716055735e+00, 2.033973383415220493e+00, 1.671874378632751901e+00, 1.497810223943484509e+00, 1.501948823156446844e+00, 8.429296563145174392e-01, 1.456154446406524583e+00, 1.247440419773257814e+00, 1.396364571454856263e+00, 1.400905620621897052e+00
1.983000000000000000e+03, 7.776873944760848145e-01, 9.848559453133652886e-01, 1.388185122929516124e+00, 1.051437536555517305e+00, 1.974815272936114363e+00, 7.582338344689489862e-01, 1.082847365234009596e+00, 2.068203164534291094e+00, 1.728527127717250478e+00, 1.498441093596755147e+00, 1.445910882134442188e+00, 8.540427895225548571e-01, 1.548460271198795590e+00, 1.262624830634230921e+00, 1.357329774594143501e+00, 1.399168436888027500e+00
1.984000000000000000e+03, 8.618440718215220064e-01, 9.989490376399779992e-01, 1.367147300776642149e+00, 1.075067947758666431e+00, 1.960593087565893233e+00, 7.614871936608698100e-01, 1.055420140267204099e+00, 2.057628484218951392e+00, 1.795203840367754378e+00, 1.552668099202021201e+00, 1.471028692110660563e+00, 8.829397533468263948e-01, 1.580661856362179707e+00, 1.261993394768622823e+00, 1.322572105166181844e+00, 1.416994284742999932e+00
1.985000000000000000e+03, 8.816902847832954748e-01, 1.045345153760338208e+00, 1.404192777226760391e+00, 1.095951126042839396e+00, 1.967368906310429155e+00, 7.735648942287786101e-01, 1.051323543553850826e+00, 2.103418515274236178e+00, 1.657402036019738345e+00, 1.564461497468196072e+00, 1.459708070488580756e+00, 8.887588228423637382e-01, 1.501630156915709557e+00, 1.262121183628122756e+00, 1.241409053267538809e+00, 1.423291702236431755e+00
1.986000000000000000e+03, 8.178570934926457925e-01, 1.025522179449087634e+00, 1.378677705745314785e+00, 1.119844679511641239e+00, 1.983333609009776843e+00, 7.602241569749040861e-01, 1.066819049703203737e+00, 2.117886764660678711e+00, 1.651444346707380273e+00, 1.573441376806276049e+00, 1.491853858402622635e+00, 8.980049945699831726e-01, 1.578798546827689719e+00, 1.256165835680896681e+00, 1.213643636691759564e+00, 1.457459316126207272e+00
1.987000000000000000e+03, 8.272907776035406391e-01, 9.860821716755500121e-01, 1.337222306407017447e+00, 1.113904868707857210e+00, 1.993790796477373783e+00, 8.011059479049027487e-01, 1.035979001810386047e+00, 2.200618862070466086e+00, 1.744277118451465380e+00, 1.588399265674179217e+00, 1.482610286637209507e+00, 9.035192698511648191e-01, 1.511734905030496678e+00, 1.257611272048607232e+00, 1.233802355569731724e+00, 1.440861972099103161e+00
1.988000000000000000e+03, 8.473013116784124943e-01, 9.903852156783200522e-01, 1.316147643878760265e+00, 1.098241111691544258e+00, 2.012876118266532899e+00, 7.944547506004574489e-01, 1.033383500411761746e+00, 2.194152988727108511e+00, 1.793818010073711999e+00, 1.575828399774532373e+00, 1.477626781999381800e+00, 8.683547975785042006e-01, 1.527232771416910717e+00, 1.266958567445729100e+00, 1.280636124302616308e+00, 1.413963370171450906e+00
1.989000000000000000e+03, 8.402056405356241875e-01, 1.017109993438551685e+00, 1.361888787255744582e+00, 1.060238996170170145e+00, 1.977018767034306235e+00, 8.008659159734058397e-01, 1.076589731964118224e+00, 2.189870109327529679e+00, 1.796126430628535386e+00, 1.548639810190847399e+00, 1.469681350146549992e+00, 8.788708404438465571e-01, 1.523806281963175691e+00, 1.279017193759046211e+00, 1.360088524333422422e+00, 1.411416900372697070e+00
1.990000000000000000e+03, 8.404769712300076412e-01, 1.005227277793678820e+00, 1.398701844281483364e+00, 1.068623773387975540e+00, 1.964327977196752117e+00, 8.171742709103153590e-01, 1.090772100196460537e+00, 2.179976757184089564e+00, 1.847875721265148652e+00, 1.588777423749260898e+00, 1.498133480286260255e+00, 8.829517267277078307e-01, 1.467065767747687044e+00, 1.288319103912653585e+00, 1.356513768096119676e+00, 1.486779895970814724e+00
1.991000000000000000e+03, 8.020523546160339690e-01, 1.011657590943702223e+00, 1.375080672974628104e+00, 1.102526342985884256e+00, 1.984470269926409847e+00, 7.940032836463242205e-01, 1.032522220998622675e+00, 2.209666427292613644e+00, 1.873092253928487327e+00, 1.565547088951682930e+00, 1.508566726272831060e+00, 8.831552103578932389e-01, 1.517248682521479264e+00, 1.268368668917358777e+00, 1.335267565166222470e+00, 1.430431873811501831e+00
1.992000000000000000e+03, 8.575126888052957419e-01, 1.020550290265072935e+00, 1.358643207201043479e+00, 1.102413238262739625e+00, 1.986282043638181616e+00, 7.842389703546740476e-01, 1.041870066550484752e+00, 2.119628085583528776e+00, 1.737434970171384041e+00, 1.627192222896622908e+00, 1.459825475151828700e+00, 9.027918380747830263e-01, 1.526892301925258710e+00, 1.269815959230971458e+00, 1.304962344607256908e+00, 1.418919715378586188e+00
1.993000000000000000e+03, 8.561113291164184069e-01, 1.039732208292116100e+00, 1.380483967247759125e+00, 1.113107819804723952e+00, 2.003027715579192680e+00, 8.053846588231534653e-01, 1.113100034559660223e+00, 2.208323725415875405e+00, 1.769152118874099511e+00, 1.632773264782332534e+00, 1.463773462479442067e+00, 9.195994983754699481e-01, 1.589970782236476143e+00, 1.277862476654113788e+00, 1.239963681296292641e+00, 1.422961420259400533e+00
1.994000000000000000e+03, 7.983472501464263793e-01, 1.045813985204115504e+00, 1.395885547576032337e+00, 1.112657857518241977e+00, 2.027041416382115546e+00, 8.338578827812680450e-01, 1.101662950384852291e+00, 2.199767304994947104e+00, 1.860365119153444269e+00, 1.593584361307343489e+00, 1.530521740287134280e+00, 9.119767491308444773e-01, 1.590626914275080850e+00, 1.297966163473674772e+00, 1.309931739585249444e+00, 1.493355146486251783e+00
1.995000000000000000e+03, 8.857809727455502324e-01, 1.051574816632165232e+00, 1.408883951997002892e+00, 1.093173318340079803e+00, 2.016524365144443998e+00, 8.469993925076643171e-01, 1.122793906495262117e+00, 2.193131951551798409e+00, 1.878546030355967789e+00, 1.616056095955896943e+00, 1.488120676435738865e+00, 9.057338819010729569e-01, 1.638213688979485383e+00, 1.297583784690953923e+00, 1.373409880300004327e+00, 1.484757987107025334e+00
1.996000000000000000e+03, 8.727582174597976472e-01, 1.029758433799338624e+00, 1.372883404432479582e+00, 1.080818369790799149e+00, 1.972897382007814837e+00, 8.446101983469297414e-01, 1.118000123950234181e+00, 2.215144879975116776e+00, 1.857523960638966631e+00, 1.634920842498893911e+00, 1.492382691061375777e+00, 8.746021385677531512e-01, 1.602921521480317191e+00, 1.279806845575010010e+00, 1.336500675733833576e+00, 1.440434373909761590e+00
1.997000000000000000e+03, 8.966104984686390500e-01, 1.044721838742428188e+00, 1.401847826019014809e+00, 1.097910884783843688e+00, 1.990790244921814001e+00, 8.450535994419750008e-01, 1.117122582344315829e+00, 2.092706803789547099e+00, 1.860790952988102154e+00, 1.635556698514359031e+00, 1.483012513793704912e+00, 8.891576562910651349e-01, 1.657087608883684560e+00, 1.273633146377054715e+00, 1.246010760926140826e+00, 1.476652707360143424e+00
1.998000000000000000e+03, 8.105466913790233541e-01, 1.047673434646696711e+00, 1.432261936067501740e+00, 1.070821570879460838e+00, 1.965381336956136593e+00, 8.313446086240195987e-01, 1.099996452745956033e+00, 2.196802425053947960e+00, 1.804479600286969632e+00, 1.664332778813891522e+00, 1.505405208225286895e+00, 9.412789803410166467e-01, 1.565317265001540781e+00, 1.276799945794345970e+00, 1.266502742096271339e+00, 1.444534136377572997e+00
1.999000000000000000e+03, 8.458604651907273286e-01, 1.054187481009295935e+00, 1.385437764846084718e+00, 1.058729226926014455e+00, 2.022579887394249543e+00, 8.261579873293133369e-01, 1.074605034358869560e+00, 2.127075093166139741e+00, 1.868036226284855994e+00, 1.684564760092835956e+00, 1.480225304143322651e+00, 9.501403024436709810e-01, 1.560252918145901280e+00, 1.287034477303368840e+00, 1.234970085085665525e+00, 1.476565532099114009e+00
2.000000000000000000e+03, 8.749214398335736220e-01, 1.057558151697665316e+00, 1.362599568767441482e+00, 1.112509786075122076e+00, 2.015214759425175473e+00, 8.340315524917190082e-01, 1.080010747431667362e+00, 2.202994482487925509e+00, 1.893442916746120197e+00, 1.612106843929266953e+00, 1.467726372939557544e+00, 9.338941817826281744e-01, 1.577094578194906171e+00, 1.284360315953523513e+00, 1.285830952447258202e+00, 1.470777246195163590e+00
2.001000000000000000e+03, 7.669683474295035941e-01, 1.047937676296563314e+00, 1.373952093073417702e+00, 1.059931998295032152e+00, 2.007083146351598124e+00, 8.497542057827098816e-01, 1.097681242810528701e+00, 2.230903281511721126e+00, 1.810321076022951337e+00, 1.665180098874009307e+00, 1.488179314746715498e+00, 9.300299916147287682e-01, 1.538280380261079605e+00, 1.296929881631562420e+00, 1.376893371936980470e+00, 1.467221514121409776e+00
2.002000000000000000e+03, 8.122288383537106249e-01, 1.036201326744560003e+00, 1.370287261028022119e+00, 1.032724919804843600e+00, 1.993073723702474709e+00, 8.862996220055003871e-01, 1.163268837147288792e+00, 2.222684917320452591e+00, 1.755042743571433972e+00, 1.633598043261989652e+00, 1.482050077132024635e+00, 9.241480420807602902e-01, 1.542319171326845595e+00, 1.289473212977638950e+00, 1.374310232403439747e+00, 1.428893783947123852e+00
2.003000000000000000e+03, 7.846577082984573792e-01, 1.049690665507640785e+00, 1.418448456649504807e+00, 1.069688969002982715e+00, 2.000031106663221259e+00, 8.735901358180825360e-01, 1.161960296550572869e+00, 2.233241654183103719e+00, 1.755884400707538484e+00, 1.616849746881451555e+00, 1.491099839024728535e+00, 9.211019011179961691e-01, 1.587504934709100812e+00, 1.309438788325048009e+00, 1.336363541506684793e+00, 1.482056049850401180e+00
2.004000000000000000e+03, 8.193822389106596438e-01, 1.042142950038008831e+00, 1.400645957838710709e+00, 1.069635209850555047e+00, 1.980428164038722905e+00, 8.413044271904183136e-01, 1.110275242414983321e+00, 2.267515622584139745e+00, 1.903107006689024105e+00, 1.619086676751084086e+00, 1.467889085451863140e+00, 9.404693252338210963e-01, 1.449167848024363270e+00, 1.301429740824672665e+00, 1.291231030545074487e+00, 1.455548560609979836e+00
2.005000000000000000e+03, 9.009101019458655157e-01, 1.054528184047711870e+00, 1.343056778759007752e+00, 1.064989722971749764e+00, 2.003458446170121476e+00, 8.400095228551682780e-01, 1.088231721752783709e+00, 2.058813154312100213e+00, 2.035919670716656249e+00, 1.599092771616718478e+00, 1.497756474956522865e+00, 9.193835300102313202e-01, 1.487773414680329864e+00, 1.282059265002985837e+00, 1.374660378629546154e+00, 1.420486233709848056e+00
2.006000000000000000e+03, 8.188675108952288006e-01, 1.047608140717102287e+00, 1.380806891960814520e+00, 1.069210801676555578e+00, 2.024374255053637217e+00, 8.374837767578217074e-01, 1.101011661575913569e+00, 2.052349286096264880e+00, 1.872059237985627123e+00, 1.675602880440517639e+00, 1.502742031566386860e+00, 9.099406030459076256e-01, 1.544078957693908682e+00, 1.289933563563713026e+00, 1.385489083856790815e+00, 1.447075062188323713e+00
2.007000000000000000e+03, 8.873997730048925892e-01, 1.025159750053523888e+00, 1.410297822922160549e+00, 1.139814843400842825e+00, 2.024673473116215039e+00, 8.480885419664236924e-01, 1.076931798253243144e+00, 2.239170403204092885e+00, 1.766112711898399024e+00, 1.708567563962386959e+00, 1.498752273680812541e+00, 9.133677475152012226e-01, 1.453568163577389161e+00, 1.287797823671957609e+00, 1.312183656334494630e+00, 1.445393111367602845e+00
2.008000000000000000e+03, 9.467363213595619831e-01, 1.060193582531303802e+00, 1.444539835814621753e+00, 1.121011762009586521e+00, 1.996699549335928525e+00, 8.743080488081441670e-01, 1.112489330250092889e+00, 2.204353472030731176e+00, 1.784843992064433671e+00, 1.675113373777330716e+00, 1.464481110303740508e+00, 8.975095881644693518e-01, 1.478005019580138635e+00, 1.292200257537927888e+00, 1.319252371817574820e+00, 1.455847220103849482e+00
2.009000000000000000e+03, 9.259159855481357004e-01, 1.071350522023029939e+00, 1.400518759288739368e+00, 1.132634048330042997e+00, 1.970002014235359145e+00, 8.742319025588971559e-01, 1.126943773654655034e+00, 2.136519171046109111e+00, 1.852562149361294042e+00, 1.679214276022162888e+00, 1.517608359060707235e+00, 8.905573256365983958e-01, 1.478072202590351658e+00, 1.298372801483343553e+00, 1.325529968879820109e+00, 1.438471624487159151e+00
2.010000000000000000e+03, 9.170699901160858092e-01, 1.062331241299719453e+00, 1.353669112494189308e+00, 1.125237660986820432e+00, 1.977840933590945482e+00, 8.469918233852723466e-01, 1.132621207139907993e+00, 2.201279221879707038e+00, 1.922220009580341671e+00, 1.658571144180679857e+00, 1.510595534132087581e+00, 8.850915133209635854e-01, 1.514364438228365861e+00, 1.283369033671297954e+00, 1.378359020114517053e+00, 1.439380358756888745e+00
2.011000000000000000e+03, 8.407541769780026986e-01, 1.038663331096311815e+00, 1.422501400241199088e+00, 1.089994888114246274e+00, 2.004666707296458128e+00, 8.248176943688372287e-01, 1.142514728059329743e+00, 2.193210690843669042e+00, 1.991255809462167958e+00, 1.691674153867005925e+00, 1.495805522721481040e+00, 9.182070047256454259e-01, 1.517286643189458495e+00, 1.297656184369748722e+00, 1.317572454397095694e+00, 1.467597035938992045e+00
2.012000000000000000e+03, 8.417935691477854698e-01, 1.040944885751729609e+00, 1.430069217435889772e+00, 1.107436831938442223e+00, 2.021546311169986510e+00, 8.569836500809454582e-01, 1.113000379719872868e+00, 2.280436442283924947e+00, 1.993431138954525172e+00, 1.674762230480530967e+00, 1.464118244680042480e+00, 9.212478747090270259e-01, 1.430665075861803137e+00, 1.304856151003118470e+00, 1.334108292608478186e+00, 1.475518255890418962e+00
2.013000000000000000e+03, 8.700967670882485683e-01, 1.075297531970267784e+00, 1.409299502331432308e+00, 1.091476318731179784e+00, 2.035409688412400442e+00, 8.539143210948446638e-01, 1.068336777332589360e+00, 2.225591195824275115e+00, 1.836826498830504750e+00, 1.691277835687181597e+00, 1.468892047860110850e+00, 9.239310038522100532e-01, 1.453183346872656267e+00, 1.300539704568382637e+00, 1.330678505914279386e+00, 1.439005066321150661e+00
2.014000000000000000e+03, 8.808303683863225597e-01, 1.081450369890659680e+00, 1.383930562955354437e+00, 1.067157781254215010e+00, 2.006434851310735734e+00, 8.676950142037851421e-01, 1.104808033118600763e+00, 2.150302776228966373e+00, 1.743789691196659497e+00, 1.652057084729852132e+00, 1.514515822849541005e+00, 9.238678569039127098e-01, 1.453446038685606512e+00, 1.303948170514272364e+00, 1.318728207642962946e+00, 1.469939729088805436e+00
