year, TaiESM1, IPSL-CM6A-LR, UKESM1-0-LL, NorESM2-LM, CESM2-WACCM, MPI-ESM1-2-LR, NorESM2-MM, EC-Earth3-Veg
1.969000000000000000e+03, 1.562995852053331683e-10, 5.883400779965664903e-10, 2.574643661528265380e-10, 4.413973457995702360e-11, 1.528573493503210099e-10, 2.198248152254527715e-10, 5.381257744547247805e-11, 7.101433099488206302e-10
1.970000000000000000e+03, 1.507199058093825172e-10, 5.966333956703032896e-10, 2.634665035853630200e-10, 4.525055613555994520e-11, 1.483088197905084127e-10, 2.259006891382463276e-10, 5.498359206230434185e-11, 7.867309871124018137e-10
1.971000000000000000e+03, 1.462876968847409910e-10, 6.068322504575660773e-10, 2.691475993452566697e-10, 4.600731231949023709e-11, 1.521654682333062117e-10, 2.202338781142069413e-10, 5.582663397731756203e-11, 7.747010118981806455e-10
1.972000000000000000e+03, 1.424543157525461992e-10, 5.652487483101533489e-10, 2.703917234618217366e-10, 4.664351602683384294e-11, 1.624446177170479307e-10, 2.316326204666697295e-10, 5.648835796871368248e-11, 7.492749861668598656e-10
1.973000000000000000e+03, 1.397348582428020326e-10, 6.016984349221949345e-10, 2.948024176129867927e-10, 4.601837451326779134e-11, 1.493070374850606901e-10, 2.242887003287445888e-10, 5.698107294015606659e-11, 8.086867883843396570e-10
1.974000000000000000e+03, 1.380614073447662723e-10, 6.064540256861008754e-10, 2.922358145695839982e-10, 4.707771522726766630e-11, 1.535178513384607842e-10, 2.217824453876030233e-10, 5.745207187151342145e-11, 7.404517367331054455e-10
1.975000000000000000e+03, 1.361756199598665603e-10, 6.331790298625671468e-10, 2.613403598768900892e-10, 4.722291905567647156e-11, 1.573139651546796778e-10, 2.271627971954920916e-10, 5.753809507741193805e-11, 7.869916637834880778e-10
1.976000000000000000e+03, 1.364335495691516640e-10, 6.366043735760885046e-10, 2.797219987465835662e-10, 4.830443577586960239e-11, 1.546744490469645979e-10, 2.388672590034464730e-10, 5.910303006147064691e-11, 7.124104889587560410e-10
1.977000000000000000e+03, 1.383774072054403093e-10, 6.577760871071407744e-10, 3.271352086654277641e-10, 4.953407050455541599e-11, 1.583385108536892426e-10, 2.412406789538772586e-10, 5.991240723393270322e-11, 8.537909269459319383e-10
1.978000000000000000e+03, 1.399790368678439619e-10, 6.420615504512120641e-10, 3.223697569331374685e-10, 5.004962243864645288e-11, 1.612846938212739218e-10, 2.403022783306814990e-10, 6.031874425402870759e-11, 7.769383636864179172e-10
1.979000000000000000e+03, 1.483227002642627435e-10, 6.380602852160775619e-10, 2.819176925648047445e-10, 5.139389425160082760e-11, 1.640178002260478491e-10, 2.505981103853942528e-10, 6.165736972789304772e-11, 8.664998860162569993e-10
1.980000000000000000e+03, 1.685204068017536672e-10, 6.514687725197223503e-10, 2.990619449181258996e-10, 5.248965514098066892e-11, 1.678440157674035880e-10, 2.536878037497377244e-10, 6.302574616160205093e-11, 7.388269098639406891e-10
1.981000000000000000e+03, 1.753460827342957721e-10, 7.243621134962906785e-10, 3.061559906061769566e-10, 5.671210751233622485e-11, 1.701418982402865752e-10, 2.460884412630657154e-10, 6.361015527513475344e-11, 8.266767083608607684e-10
1.982000000000000000e+03, 1.779858952257704045e-10, 6.757931841879946589e-10, 2.937254550805478462e-10, 5.649205005698604698e-11, 1.691670351110433589e-10, 2.598812949389692344e-10, 6.672688240289937981e-11, 7.693620606661636959e-10
1.983000000000000000e+03, 1.804471430415622260e-10, 6.627280415100359940e-10, 3.028972564884377713e-10, 5.768900511193496979e-11, 1.692188399832888198e-10, 2.696608963136680542e-10, 6.802940348531924181e-11, 8.537101744741995373e-10
1.984000000000000000e+03, 1.888823631677415252e-10, 6.596557270414310424e-10, 2.908495972918363278e-10, 5.914871714778814650e-11, 1.749383474448161429e-10, 2.654864473490536779e-10, 6.985907984670391987e-11, 7.903965356345522219e-10
1.985000000000000000e+03, 1.931934882662092919e-10, 6.661564996357456656e-10, 3.149817832640945060e-10, 6.048141559316077747e-11, 1.854533640183174946e-10, 2.577960387873456410e-10, 7.254215602343107312e-11, 8.441096179647358099e-10
1.986000000000000000e+03, 1.926995183578972281e-10, 7.158957779159714876e-10, 3.298336145827041954e-10, 6.168423085901866467e-11, 1.809160382364612954e-10, 2.477052947805542001e-10, 7.329332545248291677e-11, 8.310190970380113068e-10
1.987000000000000000e+03, 1.893429632154637993e-10, 6.938060600962781686e-10, 3.254609653711096586e-10, 6.754861498005778428e-11, 1.731251163173966447e-10, 2.418930873160015630e-10, 7.756552310734625629e-11, 8.511062940418438246e-10
1.988000000000000000e+03, 1.876087566070327656e-10, 6.863562084922664308e-10, 3.318107770002451478e-10, 7.051648959376839157e-11, 1.784823665948657188e-10, 2.487586050301791854e-10, 7.933024788022406637e-11, 8.196778324042027845e-10
1.989000000000000000e+03, 1.922592673073488444e-10, 7.370928887459665183e-10, 3.215338541032367823e-10, 7.013441453616142187e-11, 1.944867614931737179e-10, 2.704730019866238807e-10, 8.182780660737694910e-11, 8.378244420960336274e-10
1.990000000000000000e+03, 1.975884325480080985e-10, 7.506210689662137093e-10, 3.035782401508201177e-10, 7.224490957950509253e-11, 1.843322096303711583e-10, 2.822981875006743987e-10, 8.403544422746216533e-11, 8.064787838379281365e-10
1.991000000000000000e+03, 1.995388358640476869e-10, 7.464233228378758359e-10, 3.480649310017111469e-10, 7.361398844404822724e-11, 1.816491106085434683e-10, 2.811129648257795795e-10, 8.536487999574868188e-11, 8.784288583563495477e-10
1.992000000000000000e+03, 2.035719689272875094e-10, 7.266738444753239898e-10, 3.400659882982889083e-10, 7.539189467023426356e-11, 1.969047010307224503e-10, 2.811143492766569882e-10, 8.677835805485828730e-11, 8.755805769484626729e-10
1.993000000000000000e+03, 2.099884600517956262e-10, 7.888656794625565346e-10, 3.631137479285413328e-10, 7.723962809871157395e-11, 2.032976719980959195e-10, 2.766180198816614651e-10, 8.886095229965401984e-11, 8.992820318204913175e-10
1.994000000000000000e+03, 2.168398803907766710e-10, 7.754631622715038701e-10, 3.610584820347944034e-10, 7.927763276516217711e-11, 2.013184732706225287e-10, 2.799705208076555894e-10, 9.132509097790469998e-11, 8.798853837918379529e-10
1.995000000000000000e+03, 2.242027395380987177e-10, 8.149718260165114930e-10, 3.467699575975019499e-10, 8.295583828223024303e-11, 1.938590113675238886e-10, 3.001005308413110403e-10, 9.494233102143866556e-11, 8.787381529095101321e-10
1.996000000000000000e+03, 2.299622253567402362e-10, 7.947782062476953369e-10, 3.141373641133773206e-10, 8.576947427344378176e-11, 2.005878115051904894e-10, 3.153897917128041502e-10, 9.800374695101214975e-11, 8.794108181951265403e-10
1.997000000000000000e+03, 2.349300560944978531e-10, 7.786726545067596443e-10, 3.411764540648578229e-10, 8.609227217026369377e-11, 1.945035401726682420e-10, 3.057971176818379767e-10, 1.000204109795731291e-10, 8.580361238249010921e-10
1.998000000000000000e+03, 2.407586661801931763e-10, 8.353144473856257309e-10, 3.094101231990589667e-10, 8.662299552987461756e-11, 2.051811142365318238e-10, 3.006967225436856160e-10, 1.011819035331888094e-10, 8.633887618506993793e-10
1.999000000000000000e+03, 2.444745317655320258e-10, 8.121347695829041201e-10, 3.690539677456142488e-10, 8.677379286680033389e-11, 2.064934331449475440e-10, 2.949229855724361374e-10, 1.001529767278697187e-10, 8.788108840935312315e-10
2.000000000000000000e+03, 2.495359389295290845e-10, 8.116883504088043504e-10, 3.530014385475099545e-10, 8.802945027389314716e-11, 1.936663211760156891e-10, 2.955236800788602807e-10, 1.008180375711053520e-10, 8.571200336661212015e-10
2.001000000000000000e+03, 2.551483708896898453e-10, 7.930923656224432649e-10, 3.555545114538272171e-10, 8.753858186802551544e-11, 1.969620188871965203e-10, 3.076433872690239576e-10, 1.021056946925312921e-10, 9.052861528981915713e-10
2.002000000000000000e+03, 2.581074224356134981e-10, 8.292068694657672508e-10, 3.476709829019653506e-10, 9.063634968669223373e-11, 2.093527308183955848e-10, 3.175227758801873399e-10, 1.029507505103872115e-10, 9.075456477955558020e-10
2.003000000000000000e+03, 2.632397198659253515e-10, 9.083722018189637724e-10, 3.735971428890087435e-10, 9.170525278004081565e-11, 2.035049552533275450e-10, 3.181518701386237236e-10, 1.023713146697613050e-10, 9.537391820828049282e-10
2.004000000000000000e+03, 2.759299538064175675e-10, 9.161162942639207941e-10, 3.627829789746008060e-10, 9.465455689069584131e-11, 2.073851243778211266e-10, 3.091019894282816304e-10, 1.070528040189084032e-10, 9.698309054969253915e-10
2.005000000000000000e+03, 2.813996036017602883e-10, 9.260386691722102818e-10, 3.757947721249318188e-10, 9.134517071967604892e-11, 2.249987305741276863e-10, 3.122737045057259905e-10, 1.058404883950688829e-10, 9.281427319045480231e-10
2.006000000000000000e+03, 2.854113490065177921e-10, 9.350836784973791600e-10, 4.385248082750202715e-10, 9.310712653847773530e-11, 2.214544590239447499e-10, 3.448835617478073947e-10, 1.065494131608205324e-10, 9.171661022202967406e-10
2.007000000000000000e+03, 2.909058092335649257e-10, 9.204761329825052020e-10, 4.119714678723178169e-10, 9.435592457497577418e-11, 2.280318318314622451e-10, 3.573762539214631109e-10, 1.061758230187207399e-10, 9.793026457407938138e-10
2.008000000000000000e+03, 2.835252431974198131e-10, 9.649730634979923465e-10, 3.867826705042052389e-10, 9.239421243475934965e-11, 2.516411486894893039e-10, 3.542910397250518381e-10, 1.015343930300096150e-10, 1.010389898142232820e-09
2.009000000000000000e+03, 2.778711587835003084e-10, 8.979321487451186031e-10, 3.546117872287436748e-10, 9.118472034922632262e-11, 2.399659762188302722e-10, 3.478770484156274392e-10, 1.006181498254208843e-10, 9.630937163458014904e-10
2.010000000000000000e+03, 2.756770675391778476e-10, 9.121887997544271993e-10, 3.643540707190980121e-10, 8.623395400271757629e-11, 2.407993075426857273e-10, 3.595203692127929519e-10, 9.786449422733996225e-11, 9.733621090978188466e-10
2.011000000000000000e+03, 2.761487537061806018e-10, 9.928086428206603992e-10, 3.979062277559416974e-10, 9.328471524574357379e-11, 2.413817537248950979e-10, 3.630907477333456395e-10, 1.043745254378346391e-10, 9.431984566070349690e-10
2.012000000000000000e+03, 2.507465481340476533e-10, 1.030634785071803519e-09, 4.611616924729001979e-10, 9.049325342914831957e-11, 2.306745375236585437e-10, 3.768616717982381508e-10, 1.018122449817299120e-10, 1.067952062559883590e-09
2.013000000000000000e+03, 2.667699157970403057e-10, 1.081090970438518237e-09, 4.814075404682957894e-10, 9.071486312525363874e-11, 2.484720907371824577e-10, 3.837765820780134162e-10, 1.030185231035376969e-10, 1.051784430220887568e-09
2.014000000000000000e+03, 2.627181727402189628e-10, 1.038103103741080573e-09, 4.476952952379771163e-10, 8.972116103332686730e-11, 2.573260807802468923e-10, 3.780041918094480664e-10, 1.021262470003339084e-10, 1.049903752216690413e-09
