year, NorESM2-MM, CESM2-WACCM, NorESM2-LM, GFDL-ESM4, MIROC-ES2L, CMCC-CM2-SR5, CNRM-ESM2-1, CanESM5, EC-Earth3-Veg, ACCESS-ESM1-5, MPI-ESM1-2-LR, TaiESM1, IPSL-CM6A-LR
1.997000000000000000e+03, 7.009536088511449492e+00, 6.796780483839099496e+00, 6.334490154871726730e+00, 5.140229807622267089e+01, 7.161999927632768959e+01, 1.050980111409092821e+01, 6.178041910673329085e+01, 1.863656233426087638e+01, 1.144996519252287115e+01, 1.044473851159647282e+01, 5.652359018615022279e+01, 1.655530534808419052e+00, 1.799556118651324610e+01
1.998000000000000000e+03, 7.108418332634006020e+00, 6.867191333463060765e+00, 6.275976190319598302e+00, 5.140520466906480124e+01, 7.170803867410427301e+01, 1.028339501541527312e+01, 6.193934444107658521e+01, 1.841390439158324099e+01, 1.142408008216366078e+01, 1.044737373380888634e+01, 5.660367862088881452e+01, 1.911417997823080528e+00, 1.801181948443514003e+01
1.999000000000000000e+03, 7.094463548214744897e+00, 6.838062207919021418e+00, 6.404257744750364800e+00, 5.132676490669791036e+01, 7.202224629555308866e+01, 1.039334459472717143e+01, 6.219605025555196676e+01, 1.838609062579083542e+01, 1.145105775046307528e+01, 1.044212962737153028e+01, 5.678438393987340760e+01, 1.970581227672652869e+00, 1.800584562214563533e+01
2.000000000000000000e+03, 7.255387805934924828e+00, 6.808752647493458987e+00, 6.271852350247987928e+00, 5.137595575651278779e+01, 7.221541453653556175e+01, 1.033988151398429345e+01, 6.238976258380535000e+01, 1.834365598564883726e+01, 1.169180960680130887e+01, 1.047848667502132614e+01, 5.687605144218895248e+01, 2.090390782288014115e+00, 1.805696508820224722e+01
2.001000000000000000e+03, 7.330966991967161839e+00, 6.900731887726910152e+00, 6.306850941837007340e+00, 5.136103696697079357e+01, 7.211727298740657943e+01, 1.004378906932228865e+01, 6.273795125448262411e+01, 1.840317890159722936e+01, 1.180665643429480305e+01, 1.046062487076273939e+01, 5.708879900596613055e+01, 2.054148873597811065e+00, 1.814453931029582279e+01
2.002000000000000000e+03, 7.335392970030007120e+00, 6.948426492016676725e+00, 6.630084128239566610e+00, 5.135920257371297737e+01, 7.199447715610288867e+01, 1.002802601913634462e+01, 6.306869957323343812e+01, 1.840138255781991106e+01, 1.174925100196580630e+01, 1.047162264423417888e+01, 5.704906295638079428e+01, 1.801076764851983869e+00, 1.814529306206877379e+01
2.003000000000000000e+03, 7.261925305072233883e+00, 7.024270842140568405e+00, 6.702429941827121596e+00, 5.147093967506052081e+01, 7.206744393439387864e+01, 1.015393677406689399e+01, 6.273654983995318446e+01, 1.816613738825746083e+01, 1.178269182609886556e+01, 1.043469783486259672e+01, 5.685713871661925367e+01, 1.744002416222655283e+00, 1.823268438776556266e+01
2.004000000000000000e+03, 7.182551654305508571e+00, 7.043951160306979986e+00, 6.731372032499184144e+00, 5.149347852118356172e+01, 7.198791005011280220e+01, 1.046209186808210667e+01, 6.300303958713304553e+01, 1.789004011503240221e+01, 1.197215951423637392e+01, 1.039051443874477343e+01, 5.688065898885215432e+01, 1.944106608559017513e+00, 1.826065023882987504e+01
2.005000000000000000e+03, 7.085018800039422970e+00, 6.973198516671313740e+00, 6.776389256361677660e+00, 5.144658360446837264e+01, 7.165132323762190936e+01, 9.905767134164694454e+00, 6.323776511499587372e+01, 1.772056646668881186e+01, 1.195350762146743229e+01, 1.040959402593483851e+01, 5.697440394230339678e+01, 2.091777464112869911e+00, 1.831190340546675444e+01
2.006000000000000000e+03, 7.109311220416665300e+00, 6.954334479711198114e+00, 6.621209905689523723e+00, 5.157344849384613639e+01, 7.171249314662311747e+01, 9.910607910196784331e+00, 6.331248986383344857e+01, 1.773092981806493285e+01, 1.198182580170526457e+01, 1.043842671182327742e+01, 5.701663359790092045e+01, 2.184437769098101612e+00, 1.840012327469646536e+01
2.007000000000000000e+03, 7.031345988067519315e+00, 6.970981515819645757e+00, 6.496023604649691308e+00, 5.179862550627895246e+01, 7.209303141475128029e+01, 1.014941357017662149e+01, 6.326719887651040608e+01, 1.794121336616042939e+01, 1.184494710517781613e+01, 1.051567453510241812e+01, 5.694285979726653579e+01, 1.817719320992750243e+00, 1.848922028637863235e+01
2.008000000000000000e+03, 7.183421495991266781e+00, 6.867588062907947766e+00, 6.587252399301038785e+00, 5.183771189589309358e+01, 7.219180751452768163e+01, 1.004094178641117807e+01, 6.320184708555665765e+01, 1.810544109958795644e+01, 1.172208572924195913e+01, 1.059323386918719123e+01, 5.693088264213518102e+01, 1.603704398350640270e+00, 1.843148377676507010e+01
2.009000000000000000e+03, 7.210586882320672686e+00, 7.064234526589624252e+00, 6.683108461618093799e+00, 5.173542898649571242e+01, 7.216949745053894105e+01, 1.067471214369258625e+01, 6.328259193059093946e+01, 1.812368651009005660e+01, 1.168227799322328941e+01, 1.056815332331081336e+01, 5.697858016276030924e+01, 1.855918796981819385e+00, 1.850427951435021967e+01
2.010000000000000000e+03, 7.216418066070967363e+00, 7.119924702211305245e+00, 6.592116326075254662e+00, 5.185104961913067001e+01, 7.216378511482621150e+01, 1.045315033639660740e+01, 6.362605571302465535e+01, 1.774619811316791029e+01, 1.163697273298420853e+01, 1.055890758411108976e+01, 5.704055388357706846e+01, 2.026605809032548500e+00, 1.860618745403051832e+01
2.011000000000000000e+03, 7.238863336713946772e+00, 7.002626449038066525e+00, 6.522402570150832801e+00, 5.189320591391786763e+01, 7.223861088624030913e+01, 1.011160449354995805e+01, 6.367472657687422100e+01, 1.749429343232741374e+01, 1.149687171794957941e+01, 1.052484109581965477e+01, 5.696360463545259023e+01, 1.839089265599770817e+00, 1.862096608223596306e+01
2.012000000000000000e+03, 7.281922305927610140e+00, 6.875930972627527282e+00, 6.634422260260906867e+00, 5.201858325211504308e+01, 7.245405196247554613e+01, 1.009259761920619702e+01, 6.362215358572260016e+01, 1.770259760791630299e+01, 1.139363580673025389e+01, 1.058750605879327544e+01, 5.697207427030735971e+01, 1.881394489919451463e+00, 1.866116115231510619e+01
2.013000000000000000e+03, 7.210927459937776618e+00, 6.892261602181815050e+00, 6.616117064197934994e+00, 5.212507962343107693e+01, 7.284181478739819227e+01, 9.674522211973549446e+00, 6.383708418917520788e+01, 1.773922936892610380e+01, 1.139190174477371897e+01, 1.067755054521644453e+01, 5.717474207790694862e+01, 1.960933788358554919e+00, 1.873136845323428901e+01
2.014000000000000000e+03, 7.091122173921029059e+00, 7.145776043703230052e+00, 6.559297139659403086e+00, 5.223907028697563959e+01, 7.296487578951204966e+01, 1.054352224661427684e+01, 6.368343225753164205e+01, 1.751528836224628449e+01, 1.176100766580841217e+01, 1.078929160788880104e+01, 5.726708739688136518e+01, 2.111979873661184115e+00, 1.879300939828967998e+01
