year, CESM2-WACCM, INM-CM5-0, CNRM-ESM2-1, UKESM1-0-LL, ACCESS-ESM1-5, NorESM2-LM, CMCC-CM2-SR5, NorESM2-MM, TaiESM1, CanESM5, MIROC-ES2L, EC-Earth3-Veg, IPSL-CM6A-LR, MPI-ESM1-2-LR, INM-CM4-8, GFDL-ESM4
1.967000000000000000e+03, 2.001663677450105094e+00, 2.210887009121270896e+00, 2.222053239280315839e+00, 2.001211398526992369e+00, 2.213321195763366056e+00, 1.904771449514417903e+00, 2.160925683632834549e+00, 1.833588554014060845e+00, 2.041618641634002085e+00, 2.109385877170448342e+00, 2.197115848560828866e+00, 2.018143090237122017e+00, 2.490452982858049058e+00, 2.054638498892094933e+00, 2.118741065243954225e+00, 2.291386111909395229e+00
1.968000000000000000e+03, 1.976877212266479278e+00, 2.218994634316036496e+00, 2.300245926450831035e+00, 2.095074265398895630e+00, 2.242904902949230284e+00, 1.830360896517572611e+00, 2.056461567986563210e+00, 1.845067377165248823e+00, 1.981051763993169512e+00, 2.128637227015061306e+00, 2.168079588077687081e+00, 2.001381325543434730e+00, 2.527715898595172650e+00, 2.189295937063673758e+00, 2.196580818117801925e+00, 2.367045606670644897e+00
1.969000000000000000e+03, 2.164090456224867953e+00, 2.204644496429958078e+00, 2.333565957212433428e+00, 2.073791478524150911e+00, 2.359482010305000710e+00, 1.973499412458465496e+00, 2.042378941746382015e+00, 1.913598582182383545e+00, 2.040209992724855592e+00, 2.138397646223153536e+00, 2.288445033026460518e+00, 2.070740319494785542e+00, 2.537020890761207959e+00, 2.176626864428001351e+00, 2.156393888014672022e+00, 2.286960518237721729e+00
1.970000000000000000e+03, 1.989438534251353419e+00, 2.185879153730998059e+00, 2.274825194495327718e+00, 1.980845109672528137e+00, 2.368084405909952839e+00, 1.986333581848182872e+00, 2.166672460232892394e+00, 1.922651730877619425e+00, 2.024234845011978923e+00, 2.090289312306888636e+00, 2.228009833213195900e+00, 2.064995380675374026e+00, 2.478501459620045200e+00, 2.131052896163445176e+00, 2.051451087774369242e+00, 2.305516697395495473e+00
1.971000000000000000e+03, 1.945533508331600547e+00, 2.193667735826465570e+00, 2.238724208133020976e+00, 2.089660654099401604e+00, 2.200426500944658414e+00, 1.897768443799941585e+00, 2.371309785704313722e+00, 1.868284544030513361e+00, 2.071176738833304665e+00, 2.160725374185228809e+00, 2.239023803927502776e+00, 1.978178594383548150e+00, 2.588902021911455353e+00, 2.047115679719915704e+00, 2.123554207036713937e+00, 2.252628014512208843e+00
1.972000000000000000e+03, 1.909291213630884165e+00, 2.171274759684076461e+00, 2.286853033818450065e+00, 2.004311693747129919e+00, 2.277307378047795261e+00, 2.012324743642750047e+00, 2.252922315091558048e+00, 1.879365888622004599e+00, 1.966091134591978484e+00, 2.109156413682412357e+00, 2.200668826176681137e+00, 2.051910439380967066e+00, 2.569667892911862594e+00, 2.234858296859735471e+00, 2.132689539654217814e+00, 2.341725097845878345e+00
1.973000000000000000e+03, 2.145498289590706431e+00, 2.214272301875003013e+00, 2.204544754786464278e+00, 2.001658179206002419e+00, 2.409947906726741529e+00, 1.935950475307643304e+00, 2.193271945652497834e+00, 1.911068966285283333e+00, 2.110563935979993477e+00, 2.134455316388881307e+00, 2.303371028998632219e+00, 2.091366607954677104e+00, 2.522043392217411917e+00, 2.183615260079162290e+00, 2.076139783592507726e+00, 2.310733655829191324e+00
1.974000000000000000e+03, 1.981634882954159238e+00, 2.104148877566137443e+00, 2.138951832421577492e+00, 1.946437933032625578e+00, 2.404903933356445034e+00, 1.891623951574978868e+00, 2.100631370774807660e+00, 1.945399054225118940e+00, 1.979197897758560476e+00, 2.100709755070113260e+00, 2.229365843402437264e+00, 2.108783202342594087e+00, 2.541442063508425164e+00, 2.129050576327988331e+00, 2.109971251272617199e+00, 2.231550785242739643e+00
1.975000000000000000e+03, 1.894182389001684452e+00, 2.151080724861885507e+00, 2.226647397124571270e+00, 2.047930695741479123e+00, 2.346696215927895235e+00, 1.936391084713255939e+00, 1.998250791527503845e+00, 1.987362258230582768e+00, 2.034507255164635708e+00, 2.049471796456875605e+00, 2.354202809832599552e+00, 2.038333219161132970e+00, 2.426021180441771286e+00, 2.099418604339294614e+00, 2.109682842762405031e+00, 2.326516738246627192e+00
1.976000000000000000e+03, 2.165176950419092083e+00, 2.244868705449731383e+00, 2.261833032358212758e+00, 2.151467819308669593e+00, 2.273657977857582058e+00, 1.944403963487283393e+00, 2.094718436558409724e+00, 1.930300622061614790e+00, 2.061572785834506316e+00, 2.088992913535212548e+00, 2.238436969452044956e+00, 2.038023364394497161e+00, 2.456379360033420056e+00, 2.152424920129194064e+00, 2.123988699660708690e+00, 2.206777517000270361e+00
1.977000000000000000e+03, 2.054801986364576116e+00, 2.184223811869330234e+00, 2.296783851671789556e+00, 1.996908740502425506e+00, 2.357676523224617071e+00, 1.938160182951319310e+00, 2.053293938981302524e+00, 2.035375107426983909e+00, 1.913921032152049895e+00, 2.145939057753047496e+00, 2.205598522778759119e+00, 2.029097448122100911e+00, 2.483778145754536926e+00, 2.012213610085067828e+00, 2.146715321374240482e+00, 2.393450865402065642e+00
1.978000000000000000e+03, 1.992178550413822746e+00, 2.212841966946872851e+00, 2.352545207073146294e+00, 1.961479772888844231e+00, 2.183919034759672417e+00, 1.843743565190899547e+00, 2.077276915482166864e+00, 1.867362523098342386e+00, 1.873676169032902239e+00, 2.087382918820930744e+00, 2.245346135487407579e+00, 2.077303319148386063e+00, 2.480902336266399111e+00, 2.060353317560125852e+00, 2.173817996817057452e+00, 2.451513623602772363e+00
1.979000000000000000e+03, 2.137520814720561546e+00, 2.268534367719118539e+00, 2.213144171620426537e+00, 2.043807939254894457e+00, 2.252987746153701565e+00, 2.040019537070935307e+00, 2.237623002381394333e+00, 1.995791288410774023e+00, 1.909912034957021776e+00, 2.032494386780354212e+00, 2.271937650875565762e+00, 2.114459432262431271e+00, 2.632139855575164944e+00, 2.036283014559755244e+00, 2.165810096270775809e+00, 2.389812696360849920e+00
1.980000000000000000e+03, 1.949275431876472009e+00, 2.247804572702264192e+00, 2.279391022342021067e+00, 2.036208707188240652e+00, 2.414735526068143567e+00, 1.986565471971314611e+00, 2.215434473485275113e+00, 1.889225065430330419e+00, 2.030743872296433050e+00, 2.070368548776646112e+00, 2.266963114216127284e+00, 2.100311282309655248e+00, 2.640364955665641666e+00, 2.127993998657453645e+00, 2.183436801979749653e+00, 2.197442769197829993e+00
1.981000000000000000e+03, 2.074764092053391629e+00, 2.263696495008309384e+00, 2.229832639787142856e+00, 2.108230099016474401e+00, 2.323212632426225888e+00, 2.035008792248311327e+00, 2.317080927557643832e+00, 1.912410930190810321e+00, 1.932751002575491039e+00, 2.195758511668520097e+00, 2.184194590279204373e+00, 2.139101217737900740e+00, 2.623660116447899426e+00, 2.065000041787657725e+00, 2.094240866724408789e+00, 2.261661583590941937e+00
1.982000000000000000e+03, 2.128700132483031027e+00, 2.218477489957014104e+00, 2.284827986519687659e+00, 1.998865461202371296e+00, 2.248253516897898319e+00, 1.987554946766232566e+00, 2.123875346693511634e+00, 2.036963165153202748e+00, 2.006579778785603008e+00, 2.160728211986269187e+00, 2.134825791798653061e+00, 2.031316592066386928e+00, 2.541102704708903648e+00, 2.173903795462928557e+00, 2.025084815207130795e+00, 2.293840048052489866e+00
1.983000000000000000e+03, 2.026609386903375665e+00, 2.172822481964795216e+00, 2.274227536899735558e+00, 2.020032555675629116e+00, 2.245781202800797960e+00, 1.926414381020186584e+00, 2.191238878915640953e+00, 1.889205225989022185e+00, 2.028211562026978942e+00, 2.105089903951766761e+00, 2.263680504238287483e+00, 2.005455388192035837e+00, 2.540351875009018379e+00, 2.242424595070730664e+00, 2.041073570824107009e+00, 2.256777359910074665e+00
1.984000000000000000e+03, 2.114603848297959221e+00, 2.120058587707727149e+00, 2.260784679636344219e+00, 1.987270018289954088e+00, 2.230527844028213913e+00, 1.939924808314798410e+00, 2.230866933901335170e+00, 1.900868998570946600e+00, 2.076513694508435925e+00, 2.178182247436335039e+00, 2.233485109140068481e+00, 2.037943479250819756e+00, 2.445571661017209575e+00, 2.185315598962557448e+00, 2.096998285082341429e+00, 2.339831959846664589e+00
1.985000000000000000e+03, 2.050216182088854477e+00, 2.181823385105913005e+00, 2.283994840487259204e+00, 1.835642652692178078e+00, 2.279977102500432729e+00, 1.891483297265070362e+00, 2.120246263612141302e+00, 1.895558634340005044e+00, 1.904430810731958967e+00, 2.186110214891432868e+00, 2.328404339180578653e+00, 2.120477376054206164e+00, 2.441437088385292054e+00, 2.062902698414959435e+00, 2.086800043369107627e+00, 2.269873088077853485e+00
1.986000000000000000e+03, 2.068637479500066156e+00, 2.200864220941121996e+00, 2.304984473300393688e+00, 1.982701801967376332e+00, 2.298217042181712966e+00, 1.979909053765953608e+00, 2.003939787124312311e+00, 1.962119733174656044e+00, 1.987817692265368974e+00, 2.096167637712040399e+00, 2.309350606534918082e+00, 2.042266432861878034e+00, 2.504743953783937549e+00, 2.255274905840894739e+00, 2.139318095307483514e+00, 2.327324847150606946e+00
1.987000000000000000e+03, 1.982252341312965127e+00, 2.184268212042918655e+00, 2.316470738341494862e+00, 1.967075417777428337e+00, 2.407981103707705017e+00, 1.942519733693353734e+00, 2.162532394262175472e+00, 1.934312473589329562e+00, 2.079572554155161956e+00, 2.168165164331786521e+00, 2.297718061507582288e+00, 1.967162048861602619e+00, 2.511766879818981391e+00, 2.020678242900335153e+00, 2.118611793397909171e+00, 2.307958464920555119e+00
1.988000000000000000e+03, 2.015784002444661382e+00, 2.235780732845856988e+00, 2.299461135273842327e+00, 2.031017999846693289e+00, 2.327761951002406793e+00, 2.016923650724510964e+00, 2.096706721335595880e+00, 1.847720387847340939e+00, 2.032267333419701671e+00, 2.202259462010646374e+00, 2.207159872401543765e+00, 2.141855283114423525e+00, 2.568377076861827479e+00, 2.163813840837120139e+00, 2.187845002997396815e+00, 2.242294834324273456e+00
1.989000000000000000e+03, 2.046460305751421682e+00, 2.123785712892636734e+00, 2.171014314207483142e+00, 2.030296240929233331e+00, 2.354208385016509197e+00, 2.008009227149610609e+00, 2.168197992641139216e+00, 1.950531529083729732e+00, 2.022011430375167951e+00, 2.228669058924089175e+00, 2.256897144766708774e+00, 2.060389519462663799e+00, 2.643783392289637213e+00, 2.052941170495163892e+00, 2.150145397460593522e+00, 2.318666638944910208e+00
1.990000000000000000e+03, 1.908638143809009868e+00, 2.226870423821512901e+00, 2.255247016444705377e+00, 2.143696305535106372e+00, 2.247866709262023477e+00, 2.001592707226063972e+00, 2.166166280063617222e+00, 1.957451208742367221e+00, 2.033013678720688500e+00, 2.136807027683095939e+00, 2.291674072838939757e+00, 2.047214213549686690e+00, 2.532883699292408863e+00, 2.124920156379408454e+00, 2.184874657440130097e+00, 2.254464097535302081e+00
1.991000000000000000e+03, 1.963813408079231104e+00, 2.371761769919649154e+00, 2.291693626731684752e+00, 1.947788354846320624e+00, 2.349640886186507238e+00, 2.023934957841577287e+00, 2.257858485853943442e+00, 1.998227815582083178e+00, 2.017438658442952448e+00, 2.039349709946688183e+00, 2.301990292090740020e+00, 2.200846954943049827e+00, 2.604063921917295854e+00, 2.207149873325142675e+00, 2.120260792626080804e+00, 2.314477335881445441e+00
1.992000000000000000e+03, 2.181520279307549437e+00, 2.269005708074986583e+00, 2.208271730730310356e+00, 1.974943139236543743e+00, 2.267721908207217307e+00, 1.988675682709559966e+00, 2.293721393862959257e+00, 1.853783524678243921e+00, 2.067936208646395269e+00, 2.250880265761910692e+00, 2.284711459179209481e+00, 2.138504688536436493e+00, 2.513086257153113401e+00, 2.211819577433542516e+00, 2.091673739884656769e+00, 2.344263414636056808e+00
1.993000000000000000e+03, 2.115121752982430881e+00, 2.292233052780681124e+00, 2.236955895167887398e+00, 2.159735290079247250e+00, 2.312211906448780052e+00, 1.823331632968115512e+00, 2.234455334302017260e+00, 1.840153490424666138e+00, 1.976667792277960967e+00, 2.062973782311100290e+00, 2.257927264054066185e+00, 2.137736765305940256e+00, 2.560603232434733201e+00, 2.164013875662246456e+00, 2.081910171320357161e+00, 2.294406072871403079e+00
1.994000000000000000e+03, 1.972326454324717426e+00, 2.159429699152204396e+00, 2.191426044804901441e+00, 2.072645733642708876e+00, 2.260302967035701105e+00, 1.962491043642851540e+00, 2.115332426541971067e+00, 2.038772145525486579e+00, 2.048273246407539716e+00, 2.069171370895815265e+00, 2.263140505356883381e+00, 2.001607071791416725e+00, 2.491734596644313626e+00, 2.075899194758322963e+00, 2.068555101990891654e+00, 2.317457970777386134e+00
1.995000000000000000e+03, 2.012881896749445509e+00, 2.175012548405224955e+00, 2.183017030543182635e+00, 2.084307812627593126e+00, 2.310193038572508240e+00, 1.983251914128708604e+00, 2.108712585650621030e+00, 2.046175902933809798e+00, 1.948532980609550602e+00, 2.074571092729602384e+00, 2.326781181889450600e+00, 1.973571019176273866e+00, 2.552457422260728137e+00, 2.169553952456143353e+00, 2.116105484997984565e+00, 2.272365470430295353e+00
1.996000000000000000e+03, 1.985075827742710519e+00, 2.246466547807445036e+00, 2.263692474292511747e+00, 2.060417829813224966e+00, 2.457759046298824579e+00, 1.987031055729168383e+00, 2.109924094080044998e+00, 2.075685111781476522e+00, 2.101391003782042244e+00, 2.095901561055770301e+00, 2.288076792378418656e+00, 2.145710174443722806e+00, 2.607974955744570167e+00, 2.119149097924076131e+00, 2.117698735952378009e+00, 2.269762816246720050e+00
1.997000000000000000e+03, 2.112660244218415251e+00, 2.220792317003250194e+00, 2.284139812749386156e+00, 2.045849254673944628e+00, 2.361068773480103911e+00, 2.011891237722176928e+00, 2.142446638131263015e+00, 1.955716912458153933e+00, 2.114334542269997286e+00, 2.128723466476105664e+00, 2.224862990628227788e+00, 2.168798260437482472e+00, 2.527023998869384780e+00, 2.206107926278486620e+00, 2.192481340311619231e+00, 2.274245478206814219e+00
1.998000000000000000e+03, 1.978745879941990360e+00, 2.270176734494378845e+00, 2.257598868373795309e+00, 2.101524772340272129e+00, 2.368331014109131605e+00, 2.058152459907721443e+00, 2.124090690503416923e+00, 1.906988791057210086e+00, 2.045460821071115820e+00, 2.218084222751919743e+00, 2.182667351973503145e+00, 2.219962731817419321e+00, 2.607334391510734317e+00, 2.251906831783657470e+00, 2.219661744749302557e+00, 2.257758704809697647e+00
1.999000000000000000e+03, 2.067875360283358610e+00, 2.232167944274578986e+00, 2.304089530420109000e+00, 2.098544982726693320e+00, 2.360145394555599907e+00, 2.018244732548388765e+00, 2.097159373876020361e+00, 1.913294157064799217e+00, 2.061948870296489211e+00, 2.251069197074463624e+00, 2.254865465406815872e+00, 2.085169867568228419e+00, 2.593203735645174479e+00, 2.260818957090737769e+00, 2.183054347169784748e+00, 2.295510617532671827e+00
2.000000000000000000e+03, 2.012674585545344286e+00, 2.215831755047867002e+00, 2.443378926979189458e+00, 2.069326744307753430e+00, 2.328774596102793026e+00, 2.130040765711390893e+00, 2.046528270819324646e+00, 1.812605870389557117e+00, 1.992248862128224163e+00, 2.161057555143202524e+00, 2.270418996833607039e+00, 2.182617241450860224e+00, 2.607895527273567993e+00, 2.170323231092385896e+00, 2.098717791802268362e+00, 2.303104744253366754e+00
2.001000000000000000e+03, 2.043917006339714071e+00, 2.239406683890368122e+00, 2.259191593765622841e+00, 2.140336579354751745e+00, 2.372444110718434196e+00, 2.033763437591792567e+00, 2.204039269134294710e+00, 1.860969851673589082e+00, 1.995072187046303958e+00, 2.179032963430349135e+00, 2.290727745521539571e+00, 2.132805779079070430e+00, 2.632740449750774481e+00, 2.049352735372913514e+00, 2.126218134244412639e+00, 2.348073828106003180e+00
2.002000000000000000e+03, 1.984028141063625350e+00, 2.205672400527541210e+00, 2.202470617305643863e+00, 2.120123624239472093e+00, 2.455578634511109026e+00, 1.949425592182792544e+00, 2.187028540275900212e+00, 1.906413021235192851e+00, 1.974969330842381465e+00, 2.179315081867035708e+00, 2.266952425709114483e+00, 2.122822309526318563e+00, 2.549491808876943377e+00, 2.123392017835788792e+00, 2.175157451821608134e+00, 2.397767896883992833e+00
2.003000000000000000e+03, 1.978536510390948688e+00, 2.316705377893013118e+00, 2.258652228308922538e+00, 2.003788122575116404e+00, 2.365419026193241514e+00, 1.984505431354681937e+00, 2.176855087292818069e+00, 1.967068025713307966e+00, 2.009512830810706863e+00, 2.336538827776025951e+00, 2.259451376959827229e+00, 2.255095321722377477e+00, 2.532162836030569242e+00, 2.197611708632158045e+00, 2.185777437490226127e+00, 2.317910318250428592e+00
2.004000000000000000e+03, 2.063651664129599439e+00, 2.269506306862411726e+00, 2.312037903907793179e+00, 2.094290197241763352e+00, 2.429955375678735319e+00, 1.960983461419083085e+00, 2.146785903616852842e+00, 2.069134166375113715e+00, 2.071786145333826656e+00, 2.279228762189191126e+00, 2.475103254295664801e+00, 2.140576278378010233e+00, 2.492375954571881547e+00, 2.173778102290349512e+00, 2.076972516556469195e+00, 2.164538008793969848e+00
2.005000000000000000e+03, 2.065074722053737322e+00, 2.296880220596024369e+00, 2.223845624850150138e+00, 2.065236312482145120e+00, 2.345678561769702686e+00, 1.938512445036311593e+00, 2.120387715204063994e+00, 1.952520381757626211e+00, 1.915426518270403999e+00, 2.250217984245463931e+00, 2.342784107743239641e+00, 2.151613173476425001e+00, 2.616136721166238299e+00, 2.122013277341741055e+00, 2.111443490500062747e+00, 2.435789472926686017e+00
2.006000000000000000e+03, 2.068073680875378351e+00, 2.283973574249001715e+00, 2.252635968109971465e+00, 2.020921249398919706e+00, 2.338627545263227692e+00, 1.872321676869726614e+00, 2.233596363128854012e+00, 2.047703382845004416e+00, 1.967437248663286953e+00, 2.280732903303079873e+00, 2.269704989629247383e+00, 2.111708019594499497e+00, 2.748321788105311470e+00, 2.157284175209714938e+00, 2.230221521584236477e+00, 2.318757589691889720e+00
2.007000000000000000e+03, 2.147167767532163651e+00, 2.254056728642578999e+00, 2.367801387010801228e+00, 2.100200031372328358e+00, 2.394379511274844941e+00, 2.050619581683844839e+00, 2.355383123111021160e+00, 1.908010847681302691e+00, 2.110460540037073951e+00, 2.212329768694372145e+00, 2.243115062696505735e+00, 2.074780053795818979e+00, 2.509591080600879653e+00, 2.156970682036977838e+00, 2.095585633918418900e+00, 2.195592461901242132e+00
2.008000000000000000e+03, 2.087120616170120346e+00, 2.241228990340280003e+00, 2.408390102189566395e+00, 2.046889134873683069e+00, 2.373282845387172824e+00, 2.031206844709388282e+00, 2.251250908619054858e+00, 1.960486464695765374e+00, 2.111638975062741785e+00, 2.158544604712278048e+00, 2.365418445777185852e+00, 2.074272700551726967e+00, 2.511592207949892241e+00, 2.069314519646604733e+00, 2.174611768247523003e+00, 2.320707378788619213e+00
2.009000000000000000e+03, 2.048769804079994650e+00, 2.219929927616026255e+00, 2.357691368708497937e+00, 2.097482860373006464e+00, 2.222944260187206478e+00, 2.087315927131419002e+00, 2.166105465013210996e+00, 2.000054884741282013e+00, 2.036551239713793038e+00, 2.196343461928637719e+00, 2.302980483604131212e+00, 2.020630459386510758e+00, 2.698780618360423489e+00, 2.306361806114627377e+00, 2.204525574644313313e+00, 2.350756926900920973e+00
2.010000000000000000e+03, 1.936623614056260489e+00, 2.160796982578705894e+00, 2.189021645811820349e+00, 2.140255056837752523e+00, 2.373740390079841944e+00, 1.980242698799032475e+00, 2.127643593276924427e+00, 1.990607089863067225e+00, 2.073833252361663160e+00, 2.265749552188959903e+00, 2.361191292172155176e+00, 2.107142989746753070e+00, 2.700483837170984724e+00, 2.157338737085792157e+00, 2.194005889327591774e+00, 2.224006111904630600e+00
2.011000000000000000e+03, 1.956019264144609471e+00, 2.205609612057308766e+00, 2.289147035463060753e+00, 2.141721783435814874e+00, 2.472101664669607679e+00, 2.095462889908295434e+00, 2.171646283817798118e+00, 1.976557719254108836e+00, 2.077444371798043754e+00, 2.246803730609008731e+00, 2.419759592858143016e+00, 2.234210692136325616e+00, 2.611547548115081163e+00, 2.159075410740086909e+00, 2.182546550687561204e+00, 2.343003476823830589e+00
2.012000000000000000e+03, 2.094350207488052007e+00, 2.313541498904080118e+00, 2.338761891105220148e+00, 2.133298723155391041e+00, 2.464295494544492815e+00, 2.043646825640097031e+00, 2.185099742011944013e+00, 1.943249046122413892e+00, 2.084115568495756854e+00, 2.238647478668079227e+00, 2.294748575061964058e+00, 2.203633066770851467e+00, 2.680720769668445858e+00, 2.339139085238254090e+00, 2.113767952456560462e+00, 2.322589203436876026e+00
2.013000000000000000e+03, 1.981475995681811320e+00, 2.337436505629719719e+00, 2.265468538174019386e+00, 2.052526032395592726e+00, 2.484346249707011012e+00, 2.076354001593271548e+00, 2.190399873405535658e+00, 2.000994170849801801e+00, 2.004344398405471406e+00, 2.285248704324045033e+00, 2.327910535261533909e+00, 2.105348133842766423e+00, 2.617787318725963264e+00, 2.271989125043002655e+00, 2.156060077225409710e+00, 2.361786716615924320e+00
2.014000000000000000e+03, 2.021034857032290244e+00, 2.203143401368473420e+00, 2.303584089018359649e+00, 2.123620448065093314e+00, 2.422583675326232200e+00, 2.049219497453879324e+00, 2.214537331089811101e+00, 2.004536516224181053e+00, 1.988043343606183511e+00, 2.368576617734131418e+00, 2.328650366222293933e+00, 2.061913884041675527e+00, 2.614705181166879111e+00, 2.178666684986423796e+00, 2.109475670017776583e+00, 2.135931419311719814e+00
