year, NorESM2-LM, MPI-ESM1-2-LR, TaiESM1, IPSL-CM6A-LR, UKESM1-0-LL, GFDL-ESM4, CNRM-ESM2-1, NorESM2-MM, INM-CM5-0, CMCC-CM2-SR5, MIROC-ES2L, INM-CM4-8, CESM2-WACCM, ACCESS-ESM1-5, EC-Earth3-Veg, CanESM5
1.974000000000000000e+03, 5.105944135820212892e+00, 9.621441267897917982e+00, 4.890835165152313202e+00, 6.175889922446025970e+00, 8.477504400271920204e+00, 7.269951485998332963e+00, 7.805911597453228268e+00, 5.606062436174940267e+00, 8.476460495123086858e+00, 6.704254011376029609e+00, 9.690572292908585794e+00, 8.236612523305259614e+00, 5.500859659636106791e+00, 6.935378815682695652e+00, 7.094112722781447111e+00, 8.571052721921287088e+00
1.975000000000000000e+03, 5.115922250977020802e+00, 9.513453460453401789e+00, 4.962083209028846476e+00, 6.137090224801871052e+00, 8.822038908833933490e+00, 7.246690456873526642e+00, 7.722258485599055255e+00, 5.699584234882631328e+00, 8.553866444969409955e+00, 6.607039293350146281e+00, 9.945452092420421053e+00, 8.365152318608766180e+00, 5.171322388368533751e+00, 7.021393806155849404e+00, 6.734901612933557935e+00, 8.662651180459041811e+00
1.976000000000000000e+03, 4.995125761126533170e+00, 9.727871120864474364e+00, 5.039864255077267430e+00, 6.067731003679828206e+00, 9.460291003415628452e+00, 7.382657379535147335e+00, 8.193160460935168032e+00, 5.644726745544071278e+00, 9.496732862551002796e+00, 6.959921956042256497e+00, 9.965683386916079911e+00, 8.095425327676728955e+00, 5.847058358994260630e+00, 6.981588046255818192e+00, 7.195040045346773994e+00, 8.720644999787577234e+00
1.977000000000000000e+03, 5.406528305368273557e+00, 8.999693348325674691e+00, 4.861363468976513502e+00, 5.899722522331219743e+00, 9.404663600609490359e+00, 7.566397480140087950e+00, 8.520051021634753141e+00, 5.680005311176421934e+00, 8.915403718791791832e+00, 6.800134125395095985e+00, 9.697059008855376305e+00, 8.331778595687920230e+00, 5.923230992481575363e+00, 6.868859310546935326e+00, 7.024697395478942674e+00, 8.893263533301951185e+00
1.978000000000000000e+03, 4.872313149983034997e+00, 9.348607619979961925e+00, 4.660867233734181880e+00, 6.456801571625772063e+00, 8.478601680179046696e+00, 7.603250041120748648e+00, 8.552452311923566697e+00, 5.547484192950544291e+00, 9.050753490719916527e+00, 6.829134790816548062e+00, 9.992049977916488857e+00, 8.184627579050694379e+00, 5.676331760963785555e+00, 6.663944449819802607e+00, 7.055283711123925272e+00, 8.668514698140802111e+00
1.979000000000000000e+03, 5.000024636251101384e+00, 9.160561601554821465e+00, 4.987325519457615819e+00, 6.315940221480534689e+00, 9.185727934018698804e+00, 7.793284583783833597e+00, 8.209968549919732794e+00, 5.682783188256670392e+00, 9.160696584939223897e+00, 7.051879596221767521e+00, 9.450829615573811182e+00, 8.133090163266567529e+00, 5.819324205560040930e+00, 6.643415773895289256e+00, 7.481171739027496770e+00, 8.766151060894394220e+00
1.980000000000000000e+03, 5.376640814076282915e+00, 1.014447504230051500e+01, 5.068291347666979085e+00, 7.055881397199569527e+00, 8.941389744758097891e+00, 7.019996991338599557e+00, 8.348732150892450576e+00, 5.822316801764196192e+00, 9.236523038304463640e+00, 6.883654917695555930e+00, 1.031316428195521873e+01, 8.621575239541718005e+00, 5.655358449155045264e+00, 6.913649640951904374e+00, 7.228256209672241361e+00, 8.344422512627435395e+00
1.981000000000000000e+03, 5.311220435449970800e+00, 9.858053473400287814e+00, 4.920891610682708084e+00, 6.765932487246153926e+00, 9.595968524607865646e+00, 7.120725053345010380e+00, 7.949167219404422724e+00, 5.821780525873785805e+00, 9.155428506351297457e+00, 7.394027101103712418e+00, 9.429635678009132604e+00, 7.983201475659808644e+00, 5.722945353507243205e+00, 7.067164026570583069e+00, 7.649287631132922094e+00, 9.184263718568839607e+00
1.982000000000000000e+03, 5.430307499917985226e+00, 9.817405481122607469e+00, 5.371650851250274528e+00, 6.693830266309399590e+00, 9.497918330862608727e+00, 7.388664806426713305e+00, 7.709001311468970385e+00, 6.098468809043140482e+00, 9.466298691255616404e+00, 6.774028730075924543e+00, 9.444136741034146354e+00, 8.308470244889036849e+00, 6.045022449749746229e+00, 7.132532137984346932e+00, 6.849519853740470232e+00, 8.950705735366325300e+00
1.983000000000000000e+03, 5.429522280115207877e+00, 9.937011647641291745e+00, 5.132981650320815881e+00, 6.682574885245562868e+00, 9.151596304850023955e+00, 7.175110130070720516e+00, 8.742961227387809231e+00, 5.578163117986728814e+00, 1.102657787866952788e+01, 7.239687628458084667e+00, 9.726716203930802607e+00, 8.573179218559541681e+00, 6.116191044366675378e+00, 6.929756316343813616e+00, 7.215665441586383899e+00, 9.196328633030409705e+00
1.984000000000000000e+03, 5.324712577897265042e+00, 1.035978990035738967e+01, 5.066456735749742535e+00, 6.450400400710485371e+00, 9.281272210760151964e+00, 7.572323574325018569e+00, 8.357687261502006137e+00, 5.691285926945711005e+00, 8.589686124625950825e+00, 7.655238657090503551e+00, 9.366725957140618064e+00, 8.530840700215932770e+00, 6.297803019538023683e+00, 6.964209659943128017e+00, 6.925680019263856124e+00, 9.351823735004458626e+00
1.985000000000000000e+03, 5.318982291911298788e+00, 9.641322149473895209e+00, 4.610241532926773189e+00, 6.136853519870343554e+00, 8.221524167930535754e+00, 7.408144830487961130e+00, 8.543726076610017373e+00, 5.637434557336779228e+00, 9.265290503581555370e+00, 6.831228629083259563e+00, 1.008988934968128248e+01, 8.333035101500893660e+00, 6.108269633528514042e+00, 6.654779080095383215e+00, 7.545327941370024050e+00, 9.026063939111510948e+00
1.986000000000000000e+03, 5.208989634938718361e+00, 1.014699327045992661e+01, 5.354641671429198446e+00, 6.363099670556705334e+00, 8.815381813494461483e+00, 7.635303020872171054e+00, 8.865427067820988327e+00, 5.879426115621939175e+00, 9.055459126766098876e+00, 6.769612970082580006e+00, 9.645172823233737702e+00, 8.345712013404993357e+00, 6.210271874497011346e+00, 7.051807123048968506e+00, 7.335807191701277041e+00, 8.924786901410783457e+00
1.987000000000000000e+03, 5.288508079089211833e+00, 9.439445099831967667e+00, 5.340336308803578014e+00, 6.584512144676691214e+00, 8.842048931628035291e+00, 7.761401934387067492e+00, 8.175824448597417415e+00, 5.511486478370065001e+00, 8.868278825286497025e+00, 7.112828762921052927e+00, 1.037354950089174466e+01, 8.272393680050157627e+00, 6.004153151331571792e+00, 6.974137299420178238e+00, 7.646394376720227370e+00, 9.276413129855662021e+00
1.988000000000000000e+03, 5.298407442607222961e+00, 1.001020107879414489e+01, 4.920468566607320682e+00, 7.007678434497193187e+00, 9.093106958651377525e+00, 7.632114797339577095e+00, 8.737527527174291819e+00, 5.453329658563439430e+00, 9.195684070528908904e+00, 7.351186319067366526e+00, 9.911207289489526673e+00, 8.551648498237602425e+00, 6.152958044269627891e+00, 7.142776456106713745e+00, 7.329747938527181539e+00, 8.890416145560049443e+00
1.989000000000000000e+03, 5.793688600754430595e+00, 9.678784086777001860e+00, 5.257817037244524094e+00, 7.006567136557952047e+00, 9.177843674307165855e+00, 7.759151188560647228e+00, 8.154503137063711549e+00, 5.549657523390123970e+00, 8.759282512836893630e+00, 7.370165574785862539e+00, 9.805427627543648939e+00, 8.073938508029309347e+00, 6.119949129062940862e+00, 7.203582910915321769e+00, 7.133196846824797710e+00, 9.497760897575238559e+00
1.990000000000000000e+03, 5.645396104142181848e+00, 9.765882586111498398e+00, 4.881721924135368873e+00, 6.444575473427270218e+00, 9.618820705491854639e+00, 7.684926563982772407e+00, 8.086216363779474392e+00, 6.277802672544468443e+00, 8.990926008521009649e+00, 6.876573558002772479e+00, 1.085666060422096102e+01, 8.760450237814975338e+00, 5.629431646804243350e+00, 6.998871993282846482e+00, 6.999663478094128699e+00, 9.340389910007296237e+00
1.991000000000000000e+03, 5.900195387688208726e+00, 1.008467248723501619e+01, 5.469028922875675214e+00, 6.623978042097255603e+00, 8.904104589786532742e+00, 7.839547993526681857e+00, 8.235113080879147063e+00, 6.158530056956045051e+00, 1.012069961237952320e+01, 7.598886561260311368e+00, 1.031783245514960434e+01, 9.227635284172908570e+00, 5.487729023773176174e+00, 6.899931060575021924e+00, 7.819576618634027199e+00, 8.786622686671114124e+00
1.992000000000000000e+03, 5.486608880421679935e+00, 1.038737474441232500e+01, 5.316554335127016806e+00, 6.789822145324651004e+00, 8.692196086585870063e+00, 7.760909615913198500e+00, 8.540024684197181415e+00, 5.888157395930186944e+00, 9.812206228864246427e+00, 7.174710833878257255e+00, 1.026343465062294058e+01, 9.201527281782530210e+00, 6.078085941077371324e+00, 7.307694656781097642e+00, 8.199129870475069026e+00, 9.080079562734420406e+00
1.993000000000000000e+03, 5.597414939358234420e+00, 1.010256003542483327e+01, 4.836369367104055073e+00, 6.834192881230378269e+00, 9.549024389326119078e+00, 7.882737245657366110e+00, 8.172669223106394654e+00, 5.998769483586194440e+00, 9.613331992057615238e+00, 7.213790291724954784e+00, 9.928397190299202535e+00, 8.822891323186102142e+00, 6.274500643435031222e+00, 6.950097327223787147e+00, 7.286862532554950533e+00, 9.145563160217294651e+00
1.994000000000000000e+03, 5.483832939283947994e+00, 1.012224126464734653e+01, 5.326353785163274068e+00, 7.137330600516714085e+00, 9.748724753020065137e+00, 7.865634093120941195e+00, 7.784092257696848982e+00, 6.092399918337988218e+00, 9.240314161062338272e+00, 7.117358866482047297e+00, 9.750657516058867103e+00, 8.555912596956124716e+00, 6.070325740487750643e+00, 6.998457185180090079e+00, 7.735643945918825537e+00, 9.294226776412717328e+00
1.995000000000000000e+03, 5.541909208734960401e+00, 9.910300004807023555e+00, 4.863061466041264325e+00, 6.949965346995846005e+00, 9.310869301380073182e+00, 7.677758560152311063e+00, 7.632374892471658789e+00, 6.276574548934556574e+00, 9.196111533583186670e+00, 6.865535662421441643e+00, 1.060275054594526623e+01, 8.847964072528293755e+00, 5.907492560432498152e+00, 7.108528655036116639e+00, 7.701302116679107357e+00, 9.410251026054485379e+00
1.996000000000000000e+03, 5.869345018631712207e+00, 1.044430642737620829e+01, 5.192313156171088906e+00, 7.289632348364057712e+00, 9.418521700274661512e+00, 7.911037112355785439e+00, 8.668111106215093287e+00, 5.949188043306996576e+00, 9.163132170836480128e+00, 6.966971552533072654e+00, 1.098519794368481683e+01, 8.939027291352395821e+00, 6.078897004795194903e+00, 7.517284166579946358e+00, 7.709214115143675272e+00, 9.280490601578357257e+00
1.997000000000000000e+03, 5.981258514063805265e+00, 1.070533284960299447e+01, 5.781790187036576434e+00, 6.762259352297121495e+00, 9.081280849259140808e+00, 8.078899752948117907e+00, 8.920179791879517595e+00, 6.121857012049467528e+00, 9.190957768030584063e+00, 7.391735157617474350e+00, 1.018830285496521171e+01, 9.015455160183371675e+00, 6.465603438757480781e+00, 7.325324817882608919e+00, 7.734198502035454226e+00, 9.399614653318279167e+00
1.998000000000000000e+03, 5.822052987134654245e+00, 1.105818857456844739e+01, 5.088208497962574128e+00, 6.832532027672153063e+00, 9.861278689892083449e+00, 8.124913077548356455e+00, 8.886888093681765355e+00, 6.012162852675930758e+00, 9.535449708184934536e+00, 7.136781857122121764e+00, 1.035716067340370117e+01, 8.882102379578485696e+00, 5.985776667447112231e+00, 7.011866621842485436e+00, 8.164332172397987364e+00, 9.851513217534529687e+00
1.999000000000000000e+03, 5.921627915007444898e+00, 1.091732655368945792e+01, 5.199487608650977144e+00, 7.095911424293699810e+00, 9.538954210671281686e+00, 8.076997177384233950e+00, 9.251044431251433053e+00, 6.292682594965510745e+00, 9.073483636715561573e+00, 7.160888029608282856e+00, 1.024107475095231656e+01, 9.087008784309665188e+00, 6.226397200112757879e+00, 7.297872879272249591e+00, 7.760384045159774757e+00, 9.523135533163374689e+00
2.000000000000000000e+03, 6.323944212647728769e+00, 1.028328568906603913e+01, 5.000251461240580397e+00, 7.390638892374994384e+00, 9.994085370502507004e+00, 7.861043536350489802e+00, 9.128154499078306117e+00, 6.002100368275664621e+00, 9.146779787264264883e+00, 6.973681640990362141e+00, 1.015975977824511212e+01, 8.858128758019054416e+00, 6.318369210033685235e+00, 7.104714036477439265e+00, 7.817993350917805451e+00, 9.586941823917157990e+00
2.001000000000000000e+03, 6.173389631609179418e+00, 1.017364960093915371e+01, 5.043907972623745906e+00, 6.583291458130781315e+00, 9.910605202648737233e+00, 8.173759177653744601e+00, 9.089868718924687840e+00, 5.955241493001681263e+00, 9.231693564573417277e+00, 8.006647730671291541e+00, 1.035841084870005346e+01, 8.826682634113081960e+00, 6.443592001467886021e+00, 7.080285374555919553e+00, 7.636397505380587702e+00, 9.393023935851640971e+00
2.002000000000000000e+03, 5.697437820980572276e+00, 9.641521671696288820e+00, 5.458453317493944468e+00, 7.140940489817039882e+00, 1.026141345209406275e+01, 8.012818522018193335e+00, 7.835161459857086896e+00, 5.958935982989864932e+00, 9.285149969290200644e+00, 7.374052636692202789e+00, 1.048691436253248632e+01, 9.009850733941197731e+00, 6.093271987643103849e+00, 7.388304455656864000e+00, 7.724507084371259324e+00, 9.356408018513112879e+00
2.003000000000000000e+03, 5.853276632688474201e+00, 1.070952674810954264e+01, 5.424520492706618846e+00, 7.259498079541103266e+00, 9.599592536553359423e+00, 8.106690239602622583e+00, 9.372643008827516553e+00, 6.325563889418050145e+00, 9.819941784300381116e+00, 7.385003759426950865e+00, 1.047808707441406462e+01, 9.232898681922124595e+00, 5.960892364046239678e+00, 7.374831310139710716e+00, 7.767537555507733948e+00, 9.923867163925192969e+00
2.004000000000000000e+03, 5.559048874389441508e+00, 1.075412113132300185e+01, 5.274089638737610386e+00, 7.253588705879314702e+00, 9.919560123210093394e+00, 7.896545603372906896e+00, 9.002713360304939627e+00, 6.297563725173564997e+00, 9.420756081029463047e+00, 7.025882605885473531e+00, 1.074973943204681426e+01, 8.868402485512557831e+00, 5.985140842072302014e+00, 7.305665426732752543e+00, 7.922399401989896006e+00, 9.579857263542811197e+00
2.005000000000000000e+03, 5.782422347183008071e+00, 1.076591771234811468e+01, 4.809233180784165285e+00, 7.116496371228853590e+00, 9.899423712437638301e+00, 8.040415516775299309e+00, 8.764850138662501067e+00, 6.260459687786912752e+00, 9.822090050072041834e+00, 7.633865028999147206e+00, 1.112131412550498055e+01, 8.704478276500918099e+00, 6.192463558778885435e+00, 7.591951895106906711e+00, 7.397932474767693556e+00, 9.614842461155808095e+00
2.006000000000000000e+03, 5.892316670544154533e+00, 1.000720825573294803e+01, 5.011501388882007468e+00, 7.330430798868873055e+00, 9.353701230311560977e+00, 8.545215401752741968e+00, 8.842422425914094219e+00, 6.147037934964398431e+00, 9.846918046074865316e+00, 7.592895274039823228e+00, 1.074096450743705589e+01, 9.768994543996745605e+00, 6.055880381377678923e+00, 7.348671564421501046e+00, 7.897384209110575704e+00, 9.918220713844000613e+00
2.007000000000000000e+03, 6.313582853249457116e+00, 1.040144295845847111e+01, 5.492174507921008697e+00, 6.820862773165567994e+00, 9.169088195556795995e+00, 7.889342195043803407e+00, 9.199120027083758089e+00, 6.339702939026202522e+00, 9.678977821878980592e+00, 7.932560097223442241e+00, 1.024171037861491484e+01, 8.737528551037852864e+00, 6.587481177460347226e+00, 7.675837834923938452e+00, 7.913508929085241839e+00, 9.520284327826695758e+00
2.008000000000000000e+03, 6.114273601337099961e+00, 1.106690004406598149e+01, 5.893126893742328676e+00, 7.228056904541197980e+00, 9.772490230910952036e+00, 8.063326484494819368e+00, 9.479265761022183767e+00, 6.151374877582343359e+00, 9.683198865976143210e+00, 7.951542208756760211e+00, 1.077357239170597580e+01, 9.495993831383609418e+00, 6.821551534784694226e+00, 7.368228540696203588e+00, 8.092335250822811687e+00, 9.590780799019253067e+00
2.009000000000000000e+03, 5.857648876227719903e+00, 1.091932973090598047e+01, 5.035698463415076986e+00, 7.773017678432912803e+00, 9.791273470090317232e+00, 8.234577907604533564e+00, 9.597000197255230347e+00, 6.222763980793837746e+00, 9.422757806336548470e+00, 7.080571012578739776e+00, 1.109469750215150086e+01, 1.005089740467421500e+01, 6.313408964638496101e+00, 7.214246959706859919e+00, 8.227521694372475380e+00, 9.722174564744735292e+00
2.010000000000000000e+03, 6.123233059013934998e+00, 1.039107723387986226e+01, 5.323990576961596055e+00, 7.522804384705993108e+00, 1.027414717828115620e+01, 8.263054298340655635e+00, 8.802273869432177378e+00, 6.321167552459384886e+00, 9.132172399423517106e+00, 7.506824786637530167e+00, 1.117553145099737222e+01, 9.894934779313198092e+00, 6.237680035652574340e+00, 7.126101384822414175e+00, 7.926819242710195113e+00, 1.004533294204890304e+01
2.011000000000000000e+03, 6.297792514943127529e+00, 1.094018511525460191e+01, 5.521413188887925649e+00, 7.067450229259807593e+00, 9.977683705395515190e+00, 8.466986908300560444e+00, 8.834901400073635003e+00, 6.400153801557884492e+00, 9.015941079418873016e+00, 7.699040470665220681e+00, 1.103619846059968701e+01, 9.447079216391221834e+00, 6.458231491716563077e+00, 7.646938293806812226e+00, 8.516633210549265698e+00, 9.908681624659033460e+00
2.012000000000000000e+03, 6.010909638623246565e+00, 1.184138308379748850e+01, 5.295244729844157838e+00, 7.480322696794300619e+00, 1.012318006481413413e+01, 8.433157300318571359e+00, 9.139635163316560451e+00, 6.007010274730122390e+00, 9.652677145621755272e+00, 8.078145542957301473e+00, 1.098727146030921631e+01, 8.989057446920682537e+00, 6.962444996786739893e+00, 7.715228381902000443e+00, 8.473394483055228577e+00, 9.916897809676550324e+00
2.013000000000000000e+03, 6.342928463418473051e+00, 1.122297307061514715e+01, 5.371074304207554384e+00, 7.373611635082920834e+00, 1.016927167278250899e+01, 8.832832549328802685e+00, 8.372313788007268442e+00, 6.447643462644617074e+00, 9.622705028466199906e+00, 7.902313651583541265e+00, 1.104783063849746405e+01, 8.970382362838504875e+00, 6.468834561637210712e+00, 7.822514159629846198e+00, 8.036873498533875448e+00, 1.033767151494952152e+01
2.014000000000000000e+03, 6.534146470406748008e+00, 1.091279805247215506e+01, 5.163901890580945953e+00, 7.628268690507635341e+00, 1.028153244172126612e+01, 8.015171659704197538e+00, 8.744673346713675244e+00, 6.750920144857553318e+00, 9.644867713942050003e+00, 7.129805139721945295e+00, 1.128470823491653263e+01, 9.104131333469133835e+00, 6.286617054057065168e+00, 7.525587771389243841e+00, 7.630448737035820272e+00, 1.053690117452303809e+01
