year, NorESM2-LM, MPI-ESM1-2-LR, TaiESM1, IPSL-CM6A-LR, UKESM1-0-LL, GFDL-ESM4, CNRM-ESM2-1, NorESM2-MM, INM-CM5-0, CMCC-CM2-SR5, MIROC-ES2L, INM-CM4-8, CESM2-WACCM, ACCESS-ESM1-5, EC-Earth3-Veg, CanESM5
1.876000000000000000e+03, 4.284038728348495972e+00, 9.433683169026171100e+00, 5.268408979549280780e+00, 4.827024166438722119e+00, 8.731819223565725707e+00, 7.339129605242526999e+00, 6.768083679417628673e+00, 4.696989183403515788e+00, 7.651703083353611490e+00, 6.025911263242256233e+00, 9.922256337348786204e+00, 7.698732837813200724e+00, 4.554779254824903312e+00, 5.967594417038433185e+00, 6.935173608172431337e+00, 7.707589902407300464e+00
1.877000000000000000e+03, 4.158814883090063752e+00, 9.484525821898451170e+00, 4.933255626257977866e+00, 4.986093497458258916e+00, 9.045811810539083453e+00, 7.168903513742658440e+00, 7.245669860024435138e+00, 4.745245882678123195e+00, 8.495983974411329243e+00, 6.437798577125562360e+00, 9.233949221200230539e+00, 7.917766863702025759e+00, 4.601444467835452024e+00, 5.628080297776890006e+00, 6.705301400733088890e+00, 7.630461515789369820e+00
1.878000000000000000e+03, 4.571538446460776228e+00, 9.287389138395742094e+00, 4.779321871564214064e+00, 5.029657110754109262e+00, 8.797934319041051054e+00, 7.485337062001747199e+00, 6.975796266753645725e+00, 4.882095692327635739e+00, 8.367253099228351587e+00, 6.290955794232535148e+00, 9.485569188223077930e+00, 8.038699834829513335e+00, 4.765164088678356613e+00, 5.838033984976847890e+00, 6.820140206494656354e+00, 7.632243442407879108e+00
1.879000000000000000e+03, 4.449011963316134910e+00, 8.660724275434370512e+00, 4.977985574744757002e+00, 4.878630257384233282e+00, 8.937985272115980706e+00, 7.905099092723154364e+00, 7.036430757017763327e+00, 4.523989450039334947e+00, 8.692372922040018324e+00, 5.904033412669479119e+00, 9.299697844100750288e+00, 8.271248830848998423e+00, 5.113796020663859743e+00, 5.996932034213711127e+00, 6.156659456778172945e+00, 7.576710706055557409e+00
1.880000000000000000e+03, 4.483803878069774207e+00, 9.932564259158123576e+00, 4.700606098793367771e+00, 4.899767062090251812e+00, 9.014747363786232981e+00, 7.549834974820278433e+00, 6.844728448039433033e+00, 4.517322394712045330e+00, 8.298412851539140433e+00, 5.626096455266108798e+00, 9.339154179500710029e+00, 7.940066304717540824e+00, 4.683683113508854134e+00, 5.761019070633532912e+00, 6.692289706049243669e+00, 7.789385800061676690e+00
1.881000000000000000e+03, 4.368447975364674107e+00, 9.347599739230258109e+00, 5.093285145337757669e+00, 5.060002041179012977e+00, 8.373660196072824746e+00, 7.756875735681667550e+00, 7.359330713564521176e+00, 4.651408276765331529e+00, 7.878195462823764927e+00, 6.591570078204829208e+00, 9.518975605420616048e+00, 8.041109832328203311e+00, 4.438796951819376169e+00, 5.709597098662740677e+00, 6.805648762851953748e+00, 7.958343154542846243e+00
1.882000000000000000e+03, 4.245310255735081029e+00, 8.269281612035969786e+00, 4.879115716122616853e+00, 5.118390481937278302e+00, 8.104021742500952641e+00, 7.860372457270518254e+00, 6.854114974473140443e+00, 4.649231857515808919e+00, 8.271303107838260615e+00, 6.550700969206681101e+00, 9.708387712501771460e+00, 8.206097980123150393e+00, 4.940479932804307417e+00, 5.974997943574483550e+00, 6.600028901189035402e+00, 7.747795803708196871e+00
1.883000000000000000e+03, 4.404363012801855604e+00, 9.007898944155570575e+00, 4.483434678868439605e+00, 4.931193798117346816e+00, 8.921357061895017537e+00, 7.630476554988393723e+00, 6.859062224984156408e+00, 4.403076681893113964e+00, 7.995022761653018506e+00, 5.963354619749093644e+00, 9.826802454781894625e+00, 8.192188714866253108e+00, 4.923224434883509915e+00, 6.140752626030678840e+00, 7.130959675725457636e+00, 7.427232863702988297e+00
1.884000000000000000e+03, 4.594755209004630636e+00, 9.073271921096468517e+00, 4.729541214367396940e+00, 4.835537762160993402e+00, 8.937445271017134374e+00, 7.992187400536584718e+00, 6.901895899834994630e+00, 4.550212945015833732e+00, 8.526005069908727307e+00, 6.251095494831268695e+00, 9.180890380323763367e+00, 9.073873181291137513e+00, 4.631049653675067823e+00, 6.365110082030446037e+00, 7.190603959953055124e+00, 7.955367876822113438e+00
1.885000000000000000e+03, 4.562634291340210702e+00, 9.536821035747323094e+00, 5.087800124014207448e+00, 4.795480961326773262e+00, 9.234745584906345783e+00, 7.655297136782520440e+00, 7.161477801032765989e+00, 4.590724146021796237e+00, 8.469660071506012855e+00, 6.240292634367411218e+00, 9.164083586381288171e+00, 8.107940396892182378e+00, 4.884193339291051039e+00, 6.137398527830996819e+00, 6.431108228404029070e+00, 7.846169101751306663e+00
1.886000000000000000e+03, 4.528956246444520772e+00, 8.940455513206366334e+00, 4.930847849591412313e+00, 5.088053226039346733e+00, 8.607986981182149222e+00, 7.549067047576629719e+00, 6.835516840176948605e+00, 4.627001659033630254e+00, 7.970004678434832179e+00, 6.293427669176042905e+00, 9.466090325556411500e+00, 8.012842955391844768e+00, 4.498238321582038957e+00, 6.080668861595878383e+00, 6.647445920637526484e+00, 7.788231700474571362e+00
1.887000000000000000e+03, 4.426380152507701560e+00, 9.081040515490782283e+00, 4.758808999150653918e+00, 4.981391474279637244e+00, 8.983036169085057310e+00, 7.746361024643536375e+00, 6.672618971020637169e+00, 4.776225322325076128e+00, 8.287803863152999995e+00, 6.181203482034425711e+00, 9.808099655791789218e+00, 8.009560983509043552e+00, 4.888611346877334007e+00, 6.227614184810746245e+00, 6.033217912944161654e+00, 7.739152770536463777e+00
1.888000000000000000e+03, 4.528139502791542981e+00, 8.676876730024380535e+00, 4.962484343180419089e+00, 4.949663955469595145e+00, 9.269839047150743028e+00, 7.556501952021847934e+00, 6.842794717501611501e+00, 4.804123205130637508e+00, 8.153327241910661272e+00, 6.131738483270286366e+00, 9.302570922233989847e+00, 8.218883036495332917e+00, 4.453122269555749746e+00, 6.122097086169201674e+00, 6.528011483425903094e+00, 8.051337244475339716e+00
1.889000000000000000e+03, 4.681714892809115902e+00, 9.350562413575495668e+00, 4.746312947688298145e+00, 5.046455277321393318e+00, 8.960610585585380150e+00, 7.590168458199778811e+00, 7.122392434044507503e+00, 4.952128445471589480e+00, 8.393061498576869894e+00, 6.137641648782375725e+00, 9.573713681173732226e+00, 8.031230462916424173e+00, 4.873059796394841214e+00, 6.244758286362567468e+00, 6.484888244601118679e+00, 7.783494268080793255e+00
1.890000000000000000e+03, 4.461153171589099742e+00, 8.973444212456055169e+00, 4.945400274368612514e+00, 4.882518641341033749e+00, 9.102300551597624079e+00, 8.091612935362002546e+00, 6.706480511178394721e+00, 4.720304959344757911e+00, 8.574215613525648649e+00, 6.010485284436274611e+00, 9.164617665327527973e+00, 8.205260752530495694e+00, 4.763878749783779121e+00, 6.283987484445376914e+00, 7.191595053374784996e+00, 7.631895674380346328e+00
1.891000000000000000e+03, 4.532270826740243841e+00, 9.026542363503569533e+00, 4.656355584099035383e+00, 4.841599374926938815e+00, 8.989227431413480573e+00, 7.519408947635603191e+00, 7.102726941045659714e+00, 4.794112793687427931e+00, 8.312282603217171939e+00, 6.407864923189840134e+00, 8.955905061253689681e+00, 7.985868321580157136e+00, 4.763444616446196100e+00, 6.062877860352527293e+00, 6.905206457154806188e+00, 7.517738238234568549e+00
1.892000000000000000e+03, 4.472322670630868302e+00, 8.075488377099746984e+00, 4.579991768570853772e+00, 4.800409963361125243e+00, 9.337280995762158753e+00, 7.445907265439298151e+00, 6.715455756507059171e+00, 4.672512908333736448e+00, 8.675724262066868420e+00, 6.208738931091350111e+00, 9.600071363315189288e+00, 8.445030524361071045e+00, 4.294445338092486963e+00, 5.864799285277305430e+00, 6.163786164121655808e+00, 8.121534863650026637e+00
1.893000000000000000e+03, 4.587736648479391555e+00, 9.105090036595504088e+00, 4.933950335850530777e+00, 4.968718346147944054e+00, 8.409507413180790536e+00, 7.967868413804658267e+00, 6.934773022176014656e+00, 4.601440121281474838e+00, 8.113420923054791345e+00, 6.282611878157898566e+00, 9.566996008885508829e+00, 8.338259378834317559e+00, 4.533028339629192160e+00, 5.840683383170069298e+00, 6.627124392559804456e+00, 7.479784398795862543e+00
1.894000000000000000e+03, 4.506209778654647558e+00, 9.146176695123104494e+00, 5.317185908768465197e+00, 4.989545409516945362e+00, 8.764098686126780891e+00, 7.812192279662574457e+00, 6.944331205326618850e+00, 4.628756712441375321e+00, 8.071954491811490939e+00, 6.622957954413916326e+00, 9.598641025082562450e+00, 7.876637035725372549e+00, 4.825926298845161000e+00, 6.121800275858356954e+00, 6.934534483338126165e+00, 7.876978306699721877e+00
1.895000000000000000e+03, 4.775349547298343822e+00, 9.007263402474272596e+00, 4.480367676336070915e+00, 5.163157621285501264e+00, 8.690103404145155253e+00, 7.743789340876895189e+00, 7.125401248699561485e+00, 4.591444589585730540e+00, 8.211740074024783453e+00, 6.098590314628472342e+00, 9.173846233442615627e+00, 8.223834267092364314e+00, 4.727060807293146816e+00, 6.010800332260897605e+00, 6.835322724381819981e+00, 7.939326447182255997e+00
1.896000000000000000e+03, 4.565596912506872940e+00, 9.056794330157192263e+00, 4.632988919976432030e+00, 5.246826088225644114e+00, 8.884961091514517406e+00, 8.008910615475413053e+00, 7.258492868616508886e+00, 4.704726351538033313e+00, 8.160589962746456649e+00, 5.822610800676372378e+00, 9.147061494237510360e+00, 7.629075841538595526e+00, 4.615353794734283532e+00, 6.226916139579883769e+00, 7.015765714237626405e+00, 8.284313966574755383e+00
1.897000000000000000e+03, 4.478789662755257694e+00, 9.434894320365462050e+00, 4.600167391384846205e+00, 5.031690564400614463e+00, 8.816270150626865032e+00, 7.702307307064436337e+00, 7.094435219130339476e+00, 4.870327459798363456e+00, 8.053856002092963706e+00, 6.241830624671419692e+00, 9.069013958901596340e+00, 8.342283074976805324e+00, 4.652474025076984709e+00, 6.491784290785988176e+00, 6.844295107030798242e+00, 7.984939468558799547e+00
1.898000000000000000e+03, 4.406014986524041888e+00, 9.189736230810952478e+00, 4.724000314844484905e+00, 5.112441220960188382e+00, 8.436765836609037450e+00, 7.419662337154735887e+00, 6.647031371217377860e+00, 4.891415690978426767e+00, 8.277763523366548526e+00, 6.152859365417397974e+00, 9.692997306312282291e+00, 8.260231707731115591e+00, 5.014969552088767379e+00, 6.313167987937238657e+00, 6.772998936187858199e+00, 7.938345125225725774e+00
1.899000000000000000e+03, 4.356871374951543530e+00, 9.415884804571632571e+00, 5.059043155867719577e+00, 5.053268083002678601e+00, 8.437967445787082355e+00, 7.591124987773794075e+00, 6.546838153646765690e+00, 4.963373246042949383e+00, 8.779895582609020366e+00, 6.086894838106762684e+00, 9.285617708203208309e+00, 7.976298515008549472e+00, 4.966971050836813895e+00, 6.067405242584005265e+00, 6.287596113514165808e+00, 8.240418024020859988e+00
1.900000000000000000e+03, 4.351830795051378153e+00, 8.633528214193310291e+00, 4.917969475800950008e+00, 5.268027878804670827e+00, 8.409197703320097972e+00, 8.158179784223522191e+00, 6.865382639127970421e+00, 4.853077524271524723e+00, 7.783894885162798261e+00, 6.423337345528683073e+00, 9.218785307954552977e+00, 8.321901449851425880e+00, 4.723385650858458185e+00, 6.035161932267564033e+00, 6.789489954996312804e+00, 8.191289564515198407e+00
1.901000000000000000e+03, 4.676571541274624266e+00, 8.847488746023065787e+00, 4.632695694803864228e+00, 5.406745289448920744e+00, 8.616753609366567090e+00, 7.573056723230057408e+00, 7.494057640860401825e+00, 4.543833159718372983e+00, 8.530546525437223693e+00, 6.700225633420836324e+00, 9.102486867422186378e+00, 7.966061610893278910e+00, 4.752984577477626260e+00, 5.802929700523881351e+00, 6.834159586107218409e+00, 8.118252424400173695e+00
1.902000000000000000e+03, 4.603062803426480443e+00, 9.347476606721137671e+00, 4.857522824884802581e+00, 5.336657696729780298e+00, 8.576564181013203836e+00, 7.460492976734787618e+00, 7.078555420551602140e+00, 4.811797347972790462e+00, 8.998223788997748329e+00, 6.337287883327674898e+00, 9.230416395148747455e+00, 7.871258530458290714e+00, 4.737852062235543116e+00, 5.743905990888006130e+00, 6.843743302393423100e+00, 7.845833698706569770e+00
1.903000000000000000e+03, 4.586811906012664863e+00, 9.065732351767719521e+00, 4.656844526913387128e+00, 5.086956396147278348e+00, 8.688713526951984178e+00, 7.539479196645488379e+00, 7.356460853856364501e+00, 4.799851861770775052e+00, 8.672010648299707469e+00, 5.697240243614873911e+00, 9.326562875463970670e+00, 8.596321869767315604e+00, 4.634544876487778353e+00, 6.072455683555276096e+00, 6.259119248049105799e+00, 7.683263324777287018e+00
1.904000000000000000e+03, 4.489746401279040455e+00, 9.647273386999779987e+00, 4.688312489979301390e+00, 5.430650711682663001e+00, 8.793745707516228194e+00, 7.769387301626854203e+00, 6.413721296099108571e+00, 5.005754236713959138e+00, 8.378301676787053509e+00, 5.997285247091632243e+00, 9.514836342731324947e+00, 8.286048839985239667e+00, 4.906209763310000582e+00, 6.107101889307908316e+00, 6.527217495079794318e+00, 7.782450255427005636e+00
1.905000000000000000e+03, 4.562367855927894844e+00, 9.477989687812359065e+00, 4.888549630157254633e+00, 4.944376268232263172e+00, 8.177047693427262232e+00, 7.708904869025656303e+00, 6.421311843425724142e+00, 4.548418674514933535e+00, 8.710021553985894727e+00, 6.613989093342166115e+00, 9.285815323990837200e+00, 8.730553794279758861e+00, 4.623070306220808057e+00, 6.234550569223178407e+00, 6.073779988014270437e+00, 7.713287696017513184e+00
1.906000000000000000e+03, 4.496098185021511817e+00, 9.623907508360064256e+00, 4.778388641545830318e+00, 5.148731733472555305e+00, 8.508961868722892063e+00, 7.780337357929778541e+00, 7.033422524859563651e+00, 4.897167504330908194e+00, 8.821808898443510571e+00, 6.083193053922803628e+00, 9.187529243195161399e+00, 8.458173753147363527e+00, 4.713117527457725942e+00, 6.080992473744120552e+00, 6.939414946430698450e+00, 8.079394739732158826e+00
1.907000000000000000e+03, 4.523393350721839568e+00, 9.300722873645591804e+00, 4.775488541879077786e+00, 5.041458307230832325e+00, 8.146302341702780225e+00, 7.231906013608535133e+00, 7.008024501427933650e+00, 4.593323893602102359e+00, 8.638800525392992924e+00, 5.934418933213184921e+00, 9.020894375678233601e+00, 7.968447103180563040e+00, 4.435488269504605618e+00, 5.951727615895038070e+00, 6.355464778579032803e+00, 7.969121821711335762e+00
1.908000000000000000e+03, 4.292290977555644815e+00, 8.821477204078929546e+00, 4.879946096766888175e+00, 5.336893255112103773e+00, 8.595246979300362966e+00, 6.713276446192200098e+00, 7.044586803964805632e+00, 4.683798336079764368e+00, 8.666872247651435046e+00, 6.161943780364965484e+00, 9.828979565579500033e+00, 8.263544812549600493e+00, 4.579473729515775027e+00, 6.102647878296561856e+00, 6.460183445911611422e+00, 8.298856418134469948e+00
1.909000000000000000e+03, 4.777433459629857104e+00, 9.253005456486800284e+00, 4.675185375966530721e+00, 5.114033845243366017e+00, 8.615832000235354116e+00, 7.474390533305067308e+00, 7.312125520402330991e+00, 4.540370668411703114e+00, 8.635612273794505356e+00, 6.410448978123922892e+00, 9.154258930628948576e+00, 8.295617175729777415e+00, 4.769972605908204599e+00, 5.799452170123056582e+00, 6.526951371599397866e+00, 8.050730218614083000e+00
1.910000000000000000e+03, 4.711714032270871932e+00, 9.102335937446715874e+00, 4.536167568555116603e+00, 5.415916691149051942e+00, 8.391088926360511735e+00, 7.762293616610986824e+00, 7.039630243131826504e+00, 4.667977571604899900e+00, 8.350007961563859382e+00, 6.860502558205741508e+00, 8.878110844957403103e+00, 8.188936480368299797e+00, 4.503838237287667745e+00, 5.901892559046517661e+00, 6.880190567960484671e+00, 8.381416991461525967e+00
1.911000000000000000e+03, 4.447650964157038089e+00, 9.387980462937671078e+00, 4.816530767095700050e+00, 5.422590927298537977e+00, 7.658898711389968916e+00, 7.728970343828506451e+00, 6.849851655377707793e+00, 5.219101862254261981e+00, 8.155044462172908126e+00, 6.159668108618285842e+00, 9.485369051422228637e+00, 8.016310208079973521e+00, 4.654911986582864536e+00, 5.723833466301300632e+00, 6.471913359875613558e+00, 8.145177038386984592e+00
