year, CESM2-WACCM, GFDL-ESM4, CMCC-ESM2, CNRM-ESM2-1, CanESM5, MPI-ESM1-2-LR, MIROC-ES2L, UKESM1-0-LL
1.881000000000000000e+03, -4.044350503455181759e-10, 1.984140976370381217e-12, -2.761162155263010235e-10, 2.474127651309671333e-10, -2.148971627214038827e-11, -8.474603530619734091e-11, 4.983309420899184106e-11, -2.994181097183725500e-10
1.882000000000000000e+03, -6.052250122991008611e-11, 1.238669060991466359e-10, 3.104036033355983685e-10, -9.100302618663687585e-11, 2.755967857277679614e-11, -9.328286713610924489e-10, 2.372982050354578870e-10, -7.916206748704102769e-10
1.883000000000000000e+03, 1.134056810033378164e-11, -6.971764352341860051e-10, 6.900568863542693574e-12, -5.162742586639744465e-10, -5.089764051695441556e-10, -3.096970398711040880e-10, 2.409516893887749572e-10, -4.853432604738444645e-10
1.884000000000000000e+03, -2.169681437645294834e-10, 3.870604201610469624e-10, -4.265964939977053600e-10, -1.056464756212375846e-12, 7.548774897021631711e-11, 7.933028481699292183e-11, 5.546815618118157526e-11, 1.534030813221508756e-11
1.885000000000000000e+03, -8.166817394108959915e-11, -3.404663986477701167e-10, 4.828772647623103831e-10, 3.123645530064594849e-10, 1.477961533735916697e-10, 4.796927512211902848e-10, -2.655169631802691924e-10, 1.758194558607266077e-10
1.886000000000000000e+03, -3.838849698819032008e-10, -2.962001524819864648e-10, 8.850799437903726081e-10, -2.037406286279524168e-10, -2.775006941830364303e-10, -5.861052762438889749e-10, 3.038604224391420408e-10, -5.079024326672283165e-10
1.887000000000000000e+03, -2.473540097262662434e-10, -1.842689589481611862e-10, -1.018352044025774865e-10, -1.182508676508234523e-10, -1.524416675498421317e-10, -3.342302876496980098e-10, 1.317927956105443454e-10, -2.228829895538548545e-10
1.888000000000000000e+03, -3.251531886625201414e-10, -2.582080477127806514e-10, -1.195271524999732789e-10, -8.713035650562791346e-11, 6.592606409050980676e-11, -6.265893569907164632e-10, -3.475337872903272985e-10, -2.984887109168877941e-10
1.889000000000000000e+03, -8.405986504400404211e-11, -5.249437285851951594e-10, 2.866832453345504246e-10, 3.119037874642667240e-10, -2.723695411526142273e-10, -2.560349394637336151e-10, 1.878863358176021657e-10, 2.008950642328713171e-10
1.890000000000000000e+03, -1.423288133709541809e-10, 2.566022951195834441e-10, 6.317508447269243953e-11, -2.695545028614543663e-10, -4.512006360062671682e-10, -3.579932027282684710e-10, -3.312973760760769058e-10, -2.535446280745825722e-11
1.891000000000000000e+03, -2.445530050290079778e-10, -7.737461824226106817e-10, 2.134606796136920074e-10, 5.776141007602799485e-11, -4.930913733213100738e-10, 1.140112829905702555e-12, -5.196949129685418850e-10, -6.188004693272654831e-10
1.892000000000000000e+03, -3.077438965184899801e-10, -5.990255572437342337e-10, 4.579306542959821982e-10, -1.721700635627369444e-10, -1.298499224364072519e-12, -1.146199703092196075e-09, -1.800564971894815879e-11, -4.152876986960199309e-10
1.893000000000000000e+03, -4.156898872919383858e-10, -2.666464533110792015e-10, 3.595715160480740327e-10, -1.207600363833943363e-10, -3.114669697431159140e-10, -4.066131284872700249e-10, -1.251819940689100146e-10, -6.335529614413197227e-10
1.894000000000000000e+03, 5.810198097971051302e-12, -2.841805492903815164e-10, 9.153140484692305854e-10, -2.721028232665423091e-10, -3.534910200265446197e-10, 3.892243197332320686e-11, -1.236643547925323517e-10, 8.169652340965503555e-11
1.895000000000000000e+03, -1.482034365026277517e-10, -1.585745641469906405e-10, 2.759071325371789535e-10, -4.856617199789602773e-11, -1.760003776168178206e-10, -3.930590179341756805e-10, -3.976541996490916950e-10, -2.306748389448637060e-10
1.896000000000000000e+03, -3.883768640756012640e-10, -3.714686769133565433e-10, 5.069259072446777410e-12, 2.248106312934656444e-10, -1.090497037943086237e-11, -5.062676845480321079e-10, -4.560995063787541308e-10, -2.910385657067695620e-10
1.897000000000000000e+03, -3.322285540242194137e-10, -5.497325239677480802e-10, -3.882677414658401538e-10, -2.726891538359917272e-10, 1.310298000534323259e-10, 9.905174037229848990e-11, -4.992975640821155506e-10, -2.141386711976547930e-10
1.898000000000000000e+03, -1.294604306683490497e-10, -5.488970132180371456e-10, 1.681836636711522050e-10, -4.565526819627359012e-10, -5.986199529468745984e-10, -5.066219489782781708e-12, -3.173569943869440139e-10, -5.519143531010565353e-10
1.899000000000000000e+03, 5.986666566429018013e-11, -3.442364452985388161e-10, 3.028990867896206783e-10, -6.694764916294410918e-10, -2.639470187290732966e-10, 3.265504191646728954e-11, -6.392562483495263862e-10, -5.478359822678522613e-10
1.900000000000000000e+03, -3.088892177981431733e-10, -1.087846057395265582e-10, 4.735022661266309823e-10, -1.486926188066471728e-12, 1.870190577213916917e-10, -5.983601108875798556e-10, -4.130858586510084016e-10, -4.984597718226810671e-10
1.901000000000000000e+03, -2.994585821851253359e-10, -8.978366218182658345e-10, 2.917907986719689496e-10, 4.482940564843664895e-10, 5.060768235584664993e-11, -5.600917626301103610e-10, -6.885592639471070084e-10, -6.322572865357994110e-10
1.902000000000000000e+03, -8.834664545816716575e-11, -6.710175729476333551e-10, 3.001517356613083254e-10, 4.636130138013479590e-11, -3.409262764026717045e-10, 1.630658589716069280e-10, -7.049079866754277757e-10, -5.329393396195518002e-10
1.903000000000000000e+03, -3.091666706772960871e-10, -3.038634865268365867e-10, 2.777529236189495882e-10, 3.186976392769527185e-10, -4.695108496109641645e-10, -1.406139021481958594e-11, -3.315319507461903175e-11, -3.961726684880426644e-10
1.904000000000000000e+03, -1.951065933315247644e-11, -3.286984939762378244e-10, 2.647678938042798062e-10, -5.403675246080501895e-10, -4.537301223312011002e-10, 3.839300134285231009e-10, 2.027707110859573181e-10, -1.258515539192166778e-10
1.905000000000000000e+03, -1.377196976255072228e-10, -3.576242594538164724e-10, 4.436146235186373185e-13, -1.942472079527415095e-10, -3.851436808534817303e-10, -1.334184591238368852e-10, -1.260801144343717655e-10, -3.885520863079905107e-10
1.906000000000000000e+03, -2.701520835366357870e-10, -6.139917880199467260e-10, 4.455143991359235149e-10, 4.032479336124098801e-10, -1.777816883958778079e-10, 1.391333677227352570e-10, -3.068048497389273857e-10, -4.659293281788502910e-10
1.907000000000000000e+03, -2.057705670416915330e-10, -1.147403600096647057e-09, -2.813385098855037410e-10, 1.184495511040872429e-11, -3.030873804390921264e-10, -7.667234353368062726e-11, -4.472688712386915200e-10, -7.474348433497197185e-10
1.908000000000000000e+03, -2.768748750548700429e-10, -1.237359949055706888e-09, 6.616268191112618666e-10, 2.264785583235613747e-10, -4.389405158358247066e-11, -3.702885666409551481e-10, 6.148148468527499416e-11, -5.098981060928573798e-10
1.909000000000000000e+03, -2.618258103237440293e-10, -6.939321337031081333e-11, 3.033234357470027630e-10, 2.358710451972421326e-10, -5.383347617319202111e-10, -1.800143972602216430e-10, -5.108876832223310717e-10, -4.152742658232810546e-10
1.910000000000000000e+03, -2.010719074761392024e-10, -1.732119084172849392e-10, 3.801118657683440088e-10, 2.178485225988407543e-10, 1.235062300660308590e-10, -2.119017546031577988e-10, -6.620881343866815590e-10, -5.427113074325156728e-10
1.911000000000000000e+03, -1.953723231852540224e-10, -2.120294545502969453e-10, 2.220977025782987609e-10, 1.589934822175475369e-10, -3.219326191247751674e-10, 4.213131400679826790e-12, -3.783882633614307885e-10, -1.005556380963668509e-09
1.912000000000000000e+03, -2.484424208628761943e-10, -1.521259213134402019e-10, -4.173282374703160569e-10, 5.970856472222094352e-10, -1.971359066260788716e-10, -5.439735068387474711e-10, -7.648280669315990772e-10, -3.684588586757577437e-10
1.913000000000000000e+03, -6.816848243603829324e-11, -4.836294051744682631e-10, -4.772469444762586209e-10, -6.522776916414404891e-12, -4.795225452938108097e-10, -4.054066568078857274e-10, -4.000803199701147467e-10, -5.451686485339483403e-11
1.914000000000000000e+03, -1.400383973925044520e-10, -3.297221257962704033e-10, 4.272236327073339570e-10, -3.971066331986191456e-11, -5.268202145999195930e-10, -6.095490696981370024e-11, -2.586083234757426353e-10, -4.601491898473874191e-10
1.915000000000000000e+03, -8.131516526701367301e-11, -5.327998080842592573e-10, 1.364396417921613523e-09, 7.202419087063897819e-11, 2.661936399528588427e-10, 1.663005801752706108e-10, 2.496539369772913620e-10, -3.022715371239007818e-10
1.916000000000000000e+03, -2.495169081736678946e-10, -6.271175546849610960e-10, -1.282817683894846943e-10, 3.166293314338155229e-10, 1.524791739981890443e-10, 3.041058261810832307e-11, -4.409312364568522260e-10, -4.679516318187823398e-10
1.917000000000000000e+03, 1.409244044298319450e-10, -2.716322226743820260e-10, -3.363629229181973979e-10, 3.288458700330153254e-10, -2.302808408480772099e-10, -5.579320509074943572e-10, -3.257900606594004953e-10, -5.327860864574240079e-10
1.918000000000000000e+03, -1.333965087392067748e-10, -6.746866526402272781e-10, 1.495551472321064356e-10, 5.296414862035081289e-10, 8.316045577900097169e-11, -4.530602434953431401e-11, -4.694112999896317419e-10, -6.765315044755080624e-10
1.919000000000000000e+03, 1.700509686922742207e-11, -2.463354735702820602e-10, 5.042373906699066568e-10, 4.306266145499199209e-10, -1.317701433969195016e-10, -4.421756074608140173e-10, -9.665062338452641205e-11, 2.451338904449938766e-10
1.920000000000000000e+03, -1.495394667671574890e-10, 7.798132841728737967e-11, -3.683089447682512869e-10, 5.891122796824258915e-10, -5.421562515188763419e-10, -3.072686149127203973e-10, 2.884849472986590544e-10, -1.786878388772686327e-10
1.921000000000000000e+03, -2.114224491503449008e-10, -3.701796802927526388e-10, 5.334783709228790813e-10, 3.367294884187410034e-10, -2.082014816663030154e-10, -8.371376448383793723e-11, -8.560957893007763265e-11, 1.424422172097978010e-11
1.922000000000000000e+03, 8.671059912200183178e-11, -5.858687708763630814e-10, 9.646771543824477015e-10, 2.084714075193938892e-10, -4.961126972288122770e-10, -3.838007654550155155e-10, -6.764745684601864676e-10, -2.566684090358217898e-10
1.923000000000000000e+03, -1.155816494850770822e-10, -2.010356651328818185e-10, 6.938464861483709091e-10, 3.929819628062414705e-10, -3.982287634924754914e-10, -5.911121833060527568e-10, -9.711247901429883943e-10, -2.633978529705486069e-10
1.924000000000000000e+03, 2.975021566851272937e-11, 1.698196083570270963e-10, -8.426022908244798492e-11, 3.776256946944478782e-10, 5.352259235123947056e-11, 4.472585901072277222e-11, -6.586302150376121668e-10, 1.183050238466292371e-10
1.925000000000000000e+03, -3.177883214328722503e-10, -1.100955525303170909e-09, 1.382162718759808449e-10, 5.764066245900535664e-10, -9.506503540084422624e-11, -2.661175859348745680e-10, -2.299989939177371545e-10, 7.210668554079247635e-11
1.926000000000000000e+03, -1.886115502716109693e-10, -4.471485461997323515e-10, 5.501722218201319814e-10, 2.213617451879750020e-10, -3.283717012605619371e-11, -2.138980214221371184e-10, -1.494741534031730409e-10, -8.285067406205108765e-12
1.927000000000000000e+03, -1.588848314444807218e-10, -1.946574585572641818e-10, -4.866206104959207805e-10, 2.845964078514476410e-10, -3.482625475920439232e-10, -2.670732298778982721e-10, 5.077140166903942416e-10, 1.882515558336593451e-10
1.928000000000000000e+03, -1.997795046948296516e-10, 4.116557610640766469e-11, -1.446857580207032068e-10, 3.234626871500526767e-11, -3.962085049866397705e-10, -2.043187903386060069e-10, -9.568940226352159539e-12, -6.063634425094680584e-10
1.929000000000000000e+03, -1.253311927271724457e-10, 2.552843110404401203e-10, 4.970217658366671440e-10, 2.716457761571366880e-10, -8.464214027702652143e-11, -5.517361273625085878e-10, 2.021393438732347993e-10, -5.472784248099208339e-10
1.930000000000000000e+03, -1.254699258976988287e-10, 6.126594342197603338e-11, 7.118242694660640396e-10, -4.350865433751593866e-11, -9.845797887010656913e-10, -8.428450797417135964e-11, -3.112464380051493641e-10, -1.533413575616877525e-10
1.931000000000000000e+03, 2.119316693265942858e-10, -8.075197390091296489e-10, -2.098241737307581887e-10, 3.576192758379814491e-10, -2.961942705390402819e-11, 7.748024523525336457e-11, -3.261788552401256945e-10, -5.983561755258216655e-10
1.932000000000000000e+03, -5.433999255766082220e-12, 1.266995074863689579e-10, -6.415875920787035054e-10, 5.826157405740527436e-10, -3.104500273937950284e-11, -2.749260812728844093e-10, 1.297403323253241317e-10, -2.374333112626972916e-10
1.933000000000000000e+03, -3.806988040436706730e-11, -3.578682141110267059e-10, 2.702739844395262572e-10, 6.262072498470979683e-11, -3.874012860544378487e-10, -1.635963427044699236e-10, -6.985860024567274333e-11, -1.436322348232527031e-10
1.934000000000000000e+03, -2.901749074814276599e-10, -2.683767639939034990e-10, 6.190008155452415229e-10, 2.508838799816585441e-10, -4.636347718222462480e-10, 1.237704376423572794e-10, -2.242417588030563290e-11, -3.593663594478507255e-10
1.935000000000000000e+03, 1.816825113347186042e-10, -8.221195563063501422e-10, 6.470685786223941781e-10, 2.799434360981006845e-10, -2.243804721114762031e-10, -3.199046164352475788e-10, -5.656011780785968264e-11, -3.156108487702988991e-10
1.936000000000000000e+03, -2.537290616742462973e-10, -1.677147888317881957e-10, -1.631167610334100955e-10, 4.961849262574288425e-10, -1.040829646787193955e-10, -2.262609961544685176e-10, 3.024070200905769019e-10, -7.038495511289334278e-11
1.937000000000000000e+03, -1.968665633748724643e-10, -4.408502369935615195e-10, -2.678069714324670525e-10, -2.129098225140711329e-11, 1.526448203400559074e-10, -2.642269019305861664e-10, -4.795309409100108832e-11, -3.908812352016307743e-10
1.938000000000000000e+03, -3.213321577824868305e-11, -4.519429067858582390e-10, 4.848811221014050003e-10, 4.591132869539404598e-11, -1.267623683149423302e-10, -1.250658283816570081e-10, -3.658726918831720367e-10, -3.692815782069368690e-10
1.939000000000000000e+03, -6.102757806063693283e-11, -3.555318318363132450e-10, 6.486162287287285926e-10, 7.579469735606113022e-11, 1.619822368875265248e-11, -1.693170531292555154e-10, 6.917120768752029624e-10, -5.527027939229046591e-10
1.940000000000000000e+03, -8.401901373180475243e-11, -4.884486193299396133e-10, 5.822319305215867015e-11, 3.772775679344250049e-10, -1.026509292522305061e-10, 1.397026761691263076e-11, -1.456895535000397375e-10, 3.065663819552085831e-10
1.941000000000000000e+03, -1.621129616566766579e-10, -2.298844869133754724e-10, -2.417229946416431510e-10, 3.565977843469322687e-10, -1.278748074854434887e-10, -4.678545357111189325e-10, 2.414648282461395668e-10, -5.759863106907023211e-11
1.942000000000000000e+03, -1.169612403920440553e-10, -3.620287654664149072e-10, 4.851010982178734387e-10, 1.688730216826089706e-10, -1.988044971309250673e-10, -2.673835269665563500e-10, -3.504929627501871453e-10, -2.860200025008787983e-10
1.943000000000000000e+03, -2.258427607225089283e-10, -4.547038407250828317e-10, 3.085807450662743239e-10, 1.209142076157117382e-10, -3.871815822976336430e-10, 3.509194139929673098e-10, -4.859634032510669205e-10, -6.569429427762559237e-10
1.944000000000000000e+03, -5.900899719175259680e-11, -5.723455388138800548e-10, -1.447904424585360000e-10, 5.869043985088046655e-10, -2.954012935388427950e-10, 7.803256478004391391e-11, -4.305507198968945516e-11, 3.715619500003386873e-10
1.945000000000000000e+03, -1.805169555236680325e-10, -5.223390004769663714e-10, -7.757002099763263743e-11, 4.831906254969039954e-10, -6.571650004782393047e-10, -9.077969869830692230e-11, -8.070279569064197461e-10, -2.111719287373221288e-10
1.946000000000000000e+03, -5.863983606029782147e-11, -8.931165479249044259e-12, 9.620697283390748948e-10, 4.096818956680531277e-10, -2.431344257992919920e-10, -2.129017566125057194e-12, -2.903807987943524426e-10, -4.184369444328952267e-11
1.947000000000000000e+03, -4.133528246009396722e-11, -3.250858278548691009e-10, 2.717948774325915144e-10, 3.103507907202821719e-10, -5.074879285397880466e-10, -4.528103089684993617e-10, 2.109251291440388808e-11, 3.263765854203254705e-10
1.948000000000000000e+03, -4.819099920188148321e-10, -1.554899157527286514e-10, 1.579792753558873581e-10, 6.733181338238835572e-10, -5.607876344063856155e-10, 2.931334822057972957e-10, 9.810804014584421123e-11, 1.369243069156043023e-10
1.949000000000000000e+03, -2.999855625482489251e-10, -2.498266025384746179e-10, -5.914022298425385731e-10, 2.426953320051860278e-10, -2.497078924918386011e-10, -5.996471983296472324e-10, 2.766552071307206285e-10, -7.702541870706647177e-10
1.950000000000000000e+03, -5.174424561641636422e-11, -1.139776680715007052e-10, 3.090977777973749173e-10, 7.206338558855861613e-11, 1.302882260247205190e-10, 1.694476499359805318e-10, 7.524741912799260453e-11, -5.879359885960800739e-10
1.951000000000000000e+03, -1.100657830717680669e-10, -5.138681735377004373e-10, 5.722556563896724528e-10, 1.187919174132442597e-10, -9.477091539425807853e-11, -4.790646610151537617e-10, 1.970820691190628829e-10, -2.991777055091153540e-10
1.952000000000000000e+03, -1.036081107205618776e-10, -3.215264846155054942e-10, 3.436189294418332966e-10, 2.001260831318432373e-10, -3.283039563987685503e-10, 6.436868204930198871e-11, 9.552710734106906437e-11, 4.139875788953951032e-11
1.953000000000000000e+03, 4.895627544368027397e-11, 1.822996709394962915e-10, 1.997205904278965768e-10, 2.579835149977888077e-10, -2.496249005208027101e-12, -4.283006251567514005e-11, -1.590455480091453071e-10, -2.588851956420404492e-10
1.954000000000000000e+03, -5.232340599986622972e-10, 5.942628786446490373e-11, -1.262720977837871144e-10, 6.510835905269444039e-10, -3.288449288404122712e-10, -1.045398695618631068e-10, -2.527718350269071023e-10, -6.837376380170670487e-12
1.955000000000000000e+03, -1.836167147540647011e-11, -6.605219127447309998e-10, -1.186766744845921330e-10, -2.413803731537645264e-10, -3.148762313457862126e-10, 8.657881800916721873e-11, -3.130212580373092685e-10, -3.396245126352024674e-10
1.956000000000000000e+03, 4.348660651405772932e-10, -5.641075404568611897e-10, -4.397923744066373406e-12, 4.445829532008919493e-10, -2.183508888242490033e-10, -1.897841661805500343e-10, 1.846011376614080778e-10, -5.465488188632026400e-10
1.957000000000000000e+03, 1.098817224420002493e-10, -6.858275905127982291e-10, 4.010827005072045664e-10, 4.390727678974316823e-10, -3.379034687940005398e-10, -3.551889208342413102e-10, -5.910879822731849366e-10, 1.129756327314818443e-10
1.958000000000000000e+03, 4.735838203792231000e-11, 1.505432515892352598e-10, -3.074478655536716990e-10, 5.448636148907508369e-10, -2.516028934629624667e-10, -6.780487467669154259e-10, -4.802819792123830747e-10, 4.171067071485461932e-11
1.959000000000000000e+03, -5.408975502227825337e-11, -8.336884642120304156e-11, 2.443167683041592077e-10, 4.164846932214857070e-10, -8.081747087632135109e-10, -2.281884875076792849e-10, -4.010596177889482610e-10, -3.023446435821861922e-10
1.960000000000000000e+03, -1.119165498709212428e-10, -5.221126417888020429e-11, 2.453757690877370480e-10, 6.397779239767793375e-10, -5.882332284617015829e-10, 5.675332977479567825e-11, -5.525065795570645732e-11, -1.956797853310793133e-10
1.961000000000000000e+03, 3.542084534326070491e-10, -4.394382682250587633e-11, -4.113937781577937076e-10, 7.429371297661499982e-10, -4.546877907264000670e-10, 1.368350134791360975e-10, -3.069350623237184588e-10, -6.142739780145341299e-10
1.962000000000000000e+03, -5.199169112627623550e-11, -1.735097810459914747e-10, -4.693187420041672829e-10, -2.340981186624061236e-12, 5.844287584339129823e-10, 4.414093080011733737e-10, 5.436987924742436036e-10, 3.306515852587536961e-10
1.963000000000000000e+03, 1.808995007434271918e-10, 2.420584783708597092e-10, -6.692207461549374893e-10, 7.378293019367332952e-10, -4.184237874795269244e-10, -2.122741629768127186e-10, 1.382735657488384797e-10, 3.960275845844371490e-10
1.964000000000000000e+03, 4.819566382566023798e-10, -9.225886379038923071e-11, 5.967076862048829915e-10, 4.244062511796670657e-10, -1.844307034162393799e-10, -2.329496536074820437e-10, 5.479548247038496357e-10, -3.836239276930587702e-10
1.965000000000000000e+03, 9.071136820498205471e-11, -2.564134040387001331e-10, 1.372296367841317786e-10, 2.956471237554223663e-10, -2.611984819985637329e-10, 2.367877326859905625e-11, 7.282298961456088812e-10, 3.275335367108921802e-10
1.966000000000000000e+03, -1.105842053133616830e-11, -5.463007270672128477e-10, -5.337308944881137742e-11, 5.396116746289450550e-10, -2.751083427515024591e-10, 2.375015858567343649e-10, 4.404048414798050758e-10, -7.595543478267223663e-11
1.967000000000000000e+03, 4.022718084700747034e-10, -2.180899933960508032e-10, -6.711602313726738397e-10, 3.790089219055211394e-10, -7.443038241781806122e-11, -2.562760502122685042e-10, -1.904351794334163839e-10, 5.797717520472450104e-11
1.968000000000000000e+03, 4.998505022253847355e-11, 5.965889613098638925e-10, -5.197977592455481607e-10, 2.174849554065177366e-10, -8.227141487317103329e-11, 3.234464124603012230e-10, 2.179923726350307317e-10, -5.742965693453743240e-10
