year, EC-Earth3-Veg, CMCC-ESM2, CNRM-ESM2-1, TaiESM1, NorESM2-LM, CESM2-WACCM, NorESM2-MM, UKESM1-0-LL, IPSL-CM6A-LR, MPI-ESM1-2-LR
1.948000000000000000e+03, 3.676458214471290709e-10, 1.629229505347212924e-10, 3.040457464377851449e-10, 1.617037190273095773e-10, 3.450323277407402924e-10, 2.007041312721562792e-10, 3.548093695119948444e-10, 1.512576499967574684e-11, 1.164803169634923999e-10, 9.631545076344321244e-11
1.949000000000000000e+03, 3.705402292249951336e-10, 1.628303638629658977e-10, 3.088638983010991406e-10, 1.605891621669383397e-10, 3.338633247425691905e-10, 1.987930513945844386e-10, 3.389605737140461116e-10, 1.849728138373176954e-11, 1.179362423532585416e-10, 9.802749475886400876e-11
1.950000000000000000e+03, 3.343839834100349984e-10, 1.684050027861961786e-10, 3.094897218381500318e-10, 1.532315224713657282e-10, 3.235692424739207394e-10, 1.915875961591640410e-10, 3.314280230485587741e-10, 2.133015138214946413e-11, 1.195979480691736352e-10, 9.438432676531429232e-11
1.951000000000000000e+03, 2.364354601017187129e-10, 1.567868237542178447e-10, 1.901363318885511428e-10, 1.506746912556714544e-10, 3.417715104751380809e-10, 1.953629078746872648e-10, 3.498939676942555207e-10, 2.274726366241448601e-11, 1.302651253163660851e-10, 9.105940732569796566e-11
1.952000000000000000e+03, 2.443622459321402618e-10, 1.480088973457543788e-10, 1.904053475289633391e-10, 1.480276997311873119e-10, 3.402002067613385364e-10, 1.902255974841741545e-10, 3.338908673331258853e-10, 2.556556055517118733e-11, 1.301933036665095596e-10, 9.060860757807033872e-11
1.953000000000000000e+03, 2.483750476375350492e-10, 1.454472706811313419e-10, 1.896892723909580368e-10, 1.467667314192005109e-10, 3.358387910135911272e-10, 1.871354775617850179e-10, 3.446097047989758700e-10, 2.867985931099462392e-11, 1.295774361414000373e-10, 9.058106509804561442e-11
1.954000000000000000e+03, 2.572465446619970762e-10, 1.441105950679194590e-10, 1.874715870413672943e-10, 1.464041265786139470e-10, 3.508635730881529271e-10, 1.869659120155155500e-10, 3.489849256019160537e-10, 3.146085208298716751e-11, 1.291573977103742699e-10, 9.159455927665496850e-11
1.955000000000000000e+03, 2.650943208021431722e-10, 1.404857223437187186e-10, 1.872509552137068045e-10, 1.455071217751176150e-10, 3.740906061770718121e-10, 1.874883988111781408e-10, 3.588769001006244533e-10, 3.440656265584664048e-11, 1.289058843854440379e-10, 9.432939166559066297e-11
1.956000000000000000e+03, 2.643713891099886368e-10, 1.416126468673149814e-10, 1.897875277106222809e-10, 1.452797851587048240e-10, 3.660556671084229962e-10, 1.907717278230230470e-10, 3.420266146992169390e-10, 3.822887439106256205e-11, 1.287636904106896171e-10, 9.611207477125498296e-11
1.957000000000000000e+03, 2.598323754594478071e-10, 1.433298750795450706e-10, 1.896033855379512818e-10, 1.432174951419253028e-10, 3.920341178969436885e-10, 1.933468695659896797e-10, 3.459012161313553441e-10, 4.111224465975793543e-11, 1.284243556193234575e-10, 9.466477375009643488e-11
1.958000000000000000e+03, 2.639841418935374890e-10, 1.425996403960202433e-10, 1.910702666229487410e-10, 1.412283864208625926e-10, 4.045190589294914564e-10, 1.932079673653672471e-10, 3.747559213985467063e-10, 4.318367431217731148e-11, 1.278308717760751243e-10, 9.462012264345741174e-11
1.959000000000000000e+03, 2.635662124726736574e-10, 1.448161075402309396e-10, 1.923106868183958523e-10, 1.400086544470466616e-10, 3.976674714452509308e-10, 1.930770375053175366e-10, 3.766993927077045189e-10, 4.489952050945690310e-11, 1.270670099548558941e-10, 9.388982693931213205e-11
1.960000000000000000e+03, 2.573015944026418555e-10, 1.176079103204642097e-10, 1.892454044764538894e-10, 1.015615241264274580e-10, 3.942951192063085686e-10, 1.942062584901361709e-10, 3.768848715474031806e-10, 3.330860767379091160e-11, 1.267592981309484866e-10, 8.293556094582225789e-11
1.961000000000000000e+03, 1.116210660825713462e-10, 1.159840697579737836e-10, 1.164652607413651380e-10, 9.759174773232789202e-11, 3.033692237098501404e-10, 1.365872543071962630e-10, 3.357979683857589709e-10, 1.859064496499738517e-11, 5.121284408187166525e-11, 7.458858340670365341e-11
1.962000000000000000e+03, 1.111040872845419462e-10, 1.145740715196867301e-10, 1.141244540355919290e-10, 9.367041574041521974e-11, 3.380050264063535250e-10, 1.316534482963736491e-10, 3.031913600838428963e-10, 1.276524373569387817e-11, 4.960800825865651880e-11, 7.296900026483455120e-11
1.963000000000000000e+03, 1.100311658286477086e-10, 1.136033534750960226e-10, 1.115360952824299744e-10, 9.007652968825697962e-11, 3.437026894815300178e-10, 1.276170569689060693e-10, 2.870153814728014428e-10, 1.028152862083402776e-11, 4.810761524234994999e-11, 7.159796719267163831e-11
1.964000000000000000e+03, 1.095347927405225696e-10, 1.108091163398018504e-10, 1.091315913125289297e-10, 8.710993214133413098e-11, 3.482189411281278890e-10, 1.242345155697021864e-10, 3.018896226803822447e-10, 8.902077720666017341e-12, 4.670296389261301801e-11, 7.061694878459650802e-11
1.965000000000000000e+03, 1.167441266752925640e-10, 1.096115056074760842e-10, 1.060588836432554926e-10, 8.582765641820355066e-11, 3.491696911220740777e-10, 1.227640358542684584e-10, 3.059547770076908916e-10, 8.399172000345822877e-12, 4.512845665002594252e-11, 6.844882904367270275e-11
1.966000000000000000e+03, 1.125095995471164784e-10, 1.090370743687274128e-10, 1.018176578082229787e-10, 8.459118443564207598e-11, 3.354672150077904718e-10, 1.215330227240411864e-10, 3.295123317810226059e-10, 8.487348870012199392e-12, 4.363394039224351002e-11, 6.713698100585563329e-11
1.967000000000000000e+03, 1.130850478101637990e-10, 1.107819593774770266e-10, 9.835853234630645548e-11, 8.319400880317885485e-11, 3.529568991075334167e-10, 1.213326645241702364e-10, 3.436586009425290864e-10, 8.236341255649637057e-12, 4.220302751750675414e-11, 6.656880960144708173e-11
1.968000000000000000e+03, 1.070100555992887866e-10, 1.121093867544807640e-10, 9.381024563629613915e-11, 8.350242006966049541e-11, 3.888923896423376342e-10, 1.212316461293133370e-10, 3.338843114792946086e-10, 7.901161153238434401e-12, 4.059845483296341932e-11, 6.552639500417065627e-11
1.969000000000000000e+03, 1.110984701474063172e-10, 1.115156034860493194e-10, 8.983618659795584201e-11, 8.392680379337547031e-11, 4.238458140363370774e-10, 1.214547681894383617e-10, 3.318784690967162419e-10, 7.992482926243414787e-12, 3.915415745623616895e-11, 6.495153445387769806e-11
1.970000000000000000e+03, 1.095842175306089715e-10, 1.082349057181560284e-10, 8.694976517440359493e-11, 8.050707368732179215e-11, 4.263561094452913420e-10, 1.218718621525781335e-10, 3.292930347106270785e-10, 7.705342810457748795e-12, 3.759102254284063564e-11, 5.864538470480255950e-11
1.971000000000000000e+03, 1.068984047422517011e-10, 1.090379932706998093e-10, 6.594069201823198416e-11, 8.139245422531688794e-11, 3.998103697397150386e-10, 1.284932457083152169e-10, 3.808337466800368614e-10, 7.098803725534144745e-12, 5.032572277512791506e-11, 5.480831587309591474e-11
1.972000000000000000e+03, 1.046110190879129636e-10, 1.103174599027021251e-10, 6.455438556253672938e-11, 8.238977960579378114e-11, 3.926651684969968422e-10, 1.296195093470634346e-10, 4.148784532521526957e-10, 6.734214651270975631e-12, 5.042548256245246618e-11, 5.421200886248966539e-11
1.973000000000000000e+03, 1.055658618550993788e-10, 1.117686374235502464e-10, 6.307456565185754939e-11, 8.257827245073598747e-11, 4.009090794007140573e-10, 1.307282341819872817e-10, 3.912396442588283929e-10, 6.469078369726548312e-12, 5.049632769562246635e-11, 5.278701772823796870e-11
1.974000000000000000e+03, 1.099530453986446250e-10, 1.129980695007925015e-10, 6.178909443110724626e-11, 8.301600473752593905e-11, 4.009473123543991696e-10, 1.329352853504108657e-10, 3.958140078764356968e-10, 6.241213282122894353e-12, 5.054117074640379961e-11, 5.336999482426053772e-11
1.975000000000000000e+03, 1.117831889521535985e-10, 1.142572849376121169e-10, 6.071307949006086933e-11, 8.369481365265947834e-11, 4.054342827668072257e-10, 1.344793429495338652e-10, 4.089235838804549493e-10, 6.032888592780705427e-12, 5.057479466333387347e-11, 5.307655963157957509e-11
1.976000000000000000e+03, 9.969996245431172883e-11, 1.137089839843621981e-10, 5.924490558339851916e-11, 8.402665757672330797e-11, 4.282053553665877851e-10, 1.338166430216010370e-10, 4.246191539153270970e-10, 5.882614028703354663e-12, 5.059803774788986050e-11, 5.434125746714532513e-11
1.977000000000000000e+03, 1.056074075728134172e-10, 1.136829060662197105e-10, 5.795420271948647239e-11, 8.427769654828086855e-11, 4.829744566019979331e-10, 1.353266968991750707e-10, 4.387251702075911952e-10, 5.773051856771006236e-12, 5.076047907278741513e-11, 5.503015445062494129e-11
1.978000000000000000e+03, 1.108651016927122549e-10, 1.149002262664092973e-10, 5.673994847652490696e-11, 8.464201074954547431e-11, 4.584389372113474085e-10, 1.370075033061784611e-10, 4.157560107038006058e-10, 5.594245514773527474e-12, 5.089021041274888578e-11, 5.299794055188168056e-11
1.979000000000000000e+03, 1.164057600739984501e-10, 1.176199133234472116e-10, 5.559016110930822922e-11, 8.581462543988778652e-11, 4.527143497108509231e-10, 1.394786395133573505e-10, 4.016588725197798829e-10, 5.458157294763454671e-12, 5.113270533556667561e-11, 5.266179968464624572e-11
1.980000000000000000e+03, 1.220302378358723860e-10, 1.270724116739013401e-10, 5.409760275540426175e-11, 9.231974355561254951e-11, 4.717889468544595613e-10, 1.425909287521294443e-10, 4.462688314961384896e-10, 4.598322160585560928e-12, 5.112729989083197357e-11, 5.346996994717343437e-11
1.981000000000000000e+03, 1.315408630640191583e-10, 1.272340925582494288e-10, 6.505076167015880787e-11, 9.356108413161009981e-11, 4.771963509598446054e-10, 1.505813377356206381e-10, 4.593165587001557724e-10, 3.608821789495346023e-12, 5.051785528358056490e-11, 5.365267334190551804e-11
1.982000000000000000e+03, 1.281377806522151053e-10, 1.291500027157299698e-10, 6.541242682213720341e-11, 9.527423445038771929e-11, 5.112587725941501234e-10, 1.510513480117086517e-10, 4.819720264911702420e-10, 3.142253412025924349e-12, 5.041627917413465321e-11, 5.303494533133723185e-11
1.983000000000000000e+03, 1.272196826797214368e-10, 1.317553952624671001e-10, 6.627039904232591293e-11, 9.636888190180063317e-11, 5.522849761138970396e-10, 1.514840897453172664e-10, 4.757480716022603455e-10, 2.862191058260279866e-12, 5.056437119651182544e-11, 5.452236469699460829e-11
1.984000000000000000e+03, 1.351087077716968486e-10, 1.325574835091831818e-10, 6.656887357028615225e-11, 9.766322658453210717e-11, 4.983156686845189935e-10, 1.542189941857026026e-10, 4.917767471235282541e-10, 2.614351159670723961e-12, 5.048824921578821764e-11, 5.432408780805663633e-11
1.985000000000000000e+03, 1.415389945938577877e-10, 1.359130894248744637e-10, 6.661499666910827653e-11, 9.934326119442379294e-11, 4.610364622286319246e-10, 1.575983675530681551e-10, 4.957983638424625174e-10, 2.416027799698499632e-12, 5.044991458760838214e-11, 5.473831609856264800e-11
1.986000000000000000e+03, 1.351759570607150870e-10, 1.384460895017180593e-10, 6.708556000393724437e-11, 1.015309905913714921e-10, 5.074885370852324309e-10, 1.599921360180664778e-10, 4.873698630435703667e-10, 2.236441687787325583e-12, 5.031713702052135144e-11, 5.460464275808866704e-11
1.987000000000000000e+03, 1.429395388202710738e-10, 1.422052116872575325e-10, 6.745261299142270554e-11, 1.048379835198938351e-10, 5.195081961816749867e-10, 1.634565920562513002e-10, 4.642643049765920860e-10, 2.147906488140513529e-12, 5.021481010513275408e-11, 5.624749913096950024e-11
1.988000000000000000e+03, 1.459573922381479086e-10, 1.447547060961065289e-10, 6.816904587859794633e-11, 1.068259248736736886e-10, 5.486387167126203244e-10, 1.663955896631063606e-10, 4.503015497414159103e-10, 2.075064996088908213e-12, 5.026361851574202354e-11, 5.624423801202110718e-11
1.989000000000000000e+03, 1.459244892590461864e-10, 1.456026275751599195e-10, 6.831482937218615256e-11, 1.090355880325780221e-10, 5.905953199303996219e-10, 1.688904045328892136e-10, 4.783753475066653821e-10, 2.008348026235582149e-12, 5.032151126506596276e-11, 5.528709669866742968e-11
1.990000000000000000e+03, 1.466088153957473153e-10, 1.628998426230324118e-10, 6.822478047811735201e-11, 1.244041332442815110e-10, 5.761523263056547981e-10, 1.710668810948781457e-10, 5.628824132678172389e-10, 2.035883594045099773e-12, 5.041071401816483664e-11, 5.521182566763224791e-11
1.991000000000000000e+03, 1.406375685234707915e-10, 1.642817400227298859e-10, 7.935836016747376030e-11, 1.265322621672435398e-10, 6.182277715885692817e-10, 1.772117441736536964e-10, 6.110269118227934947e-10, 2.122877272462991401e-12, 5.127638174639139536e-11, 5.541144988564662557e-11
1.992000000000000000e+03, 1.416300127345867000e-10, 1.674556538203755792e-10, 7.993771812077037120e-11, 1.307857351628213480e-10, 5.894670511319191437e-10, 1.780775800601259939e-10, 5.677430689341804405e-10, 2.117192374416378787e-12, 5.157394972720828206e-11, 5.540780553323998371e-11
1.993000000000000000e+03, 1.464522874230255977e-10, 1.715844712316652361e-10, 8.102405372453044737e-11, 1.310694065066597307e-10, 5.717109872340625581e-10, 1.795282461403183258e-10, 5.373600203091440503e-10, 2.042882573633209395e-12, 5.186136297275307853e-11, 5.498817747952768074e-11
1.994000000000000000e+03, 1.471474740795046257e-10, 1.645975040465675665e-10, 8.113878938083130049e-11, 1.318160311424578011e-10, 5.448537321824582524e-10, 1.806643137005329032e-10, 5.741946692991842325e-10, 2.054340736755280904e-12, 5.223649242882816510e-11, 5.361137631645278313e-11
1.995000000000000000e+03, 1.448954247700504595e-10, 1.670900816845500952e-10, 8.204546335882830195e-11, 1.322693050672958784e-10, 5.295680145542082870e-10, 1.823092718021254290e-10, 5.955152116139098084e-10, 2.827453608450553971e-12, 5.263448956764518293e-11, 5.503564762464568427e-11
1.996000000000000000e+03, 1.442878679495350651e-10, 1.680476453277584608e-10, 8.202801270985917209e-11, 1.322655176208094310e-10, 5.861973620867100524e-10, 1.838333048884377258e-10, 5.875284181041254346e-10, 5.057841042730215734e-12, 5.295940181694163569e-11, 5.506754159178382132e-11
1.997000000000000000e+03, 1.445388733202848903e-10, 1.675285969578938443e-10, 8.339465411383328129e-11, 1.358665379700980122e-10, 6.168460329777909490e-10, 1.852640569354067047e-10, 5.605772138200679497e-10, 7.090459357894287123e-12, 5.313181100124944999e-11, 5.262497299388519313e-11
1.998000000000000000e+03, 1.444032938025293068e-10, 1.747068950251028453e-10, 8.418127378862987801e-11, 1.358828379054154354e-10, 6.505278638502548566e-10, 1.865916692621405148e-10, 5.291885987392338283e-10, 8.439278109290179032e-12, 5.332817646204432228e-11, 5.185233518176141513e-11
1.999000000000000000e+03, 1.444118852977101264e-10, 1.761256011334330770e-10, 8.536271951310835632e-11, 1.347453815337784757e-10, 5.977052248248369828e-10, 1.871616690131842544e-10, 5.296285160289533963e-10, 9.394853522870472500e-12, 5.373073548193119549e-11, 5.304324503439548590e-11
2.000000000000000000e+03, 1.452185483991775944e-10, 1.494664966282958864e-10, 8.661622585506865059e-11, 1.162747357225653124e-10, 5.714459036472820595e-10, 1.878392164008909456e-10, 5.220882546011504507e-10, 7.080565254953283195e-12, 5.413410720150858099e-11, 4.794584463082369507e-11
2.001000000000000000e+03, 1.332334697089278746e-10, 1.700447881991354992e-10, 6.875783529897059098e-11, 1.199662878490588766e-10, 5.806918240393543646e-10, 1.714058974788217524e-10, 5.028560438769995612e-10, 5.608232453551867936e-12, 4.308867870489046604e-11, 4.192426406417805022e-11
2.002000000000000000e+03, 1.126902959831466380e-10, 1.720556382884925000e-10, 4.302138065017922452e-11, 1.278525459151838075e-10, 5.955971817207739450e-10, 1.716937744188085732e-10, 5.385007572604564201e-10, 7.249237080727526036e-12, 3.853541227991500924e-11, 4.308079953015386199e-11
2.003000000000000000e+03, 1.596001172431537540e-10, 1.940767275542778774e-10, 1.312842410969186038e-10, 1.359123303262486543e-10, 6.361730724411964267e-10, 2.152839884018487685e-10, 6.307205110999673734e-10, 8.121415239414661413e-12, 8.753159628901686489e-11, 4.085053511859408488e-11
2.004000000000000000e+03, 1.276844254464997715e-10, 1.699623352779591920e-10, 5.262678322254873133e-11, 1.245800189978506899e-10, 5.553871891750966941e-10, 1.632386151091793155e-10, 5.879198440763099555e-10, 5.024175491639146682e-12, 2.827579005992715877e-11, 3.573949331167527862e-11
2.005000000000000000e+03, 1.405088472970851495e-10, 2.044288084022868530e-10, 6.726090926328398626e-11, 1.402614994660365636e-10, 5.539383783533341111e-10, 1.696451397089953946e-10, 5.685008644851677271e-10, 4.032214281315625643e-12, 2.588369322758428085e-11, 3.817195150959523815e-11
2.006000000000000000e+03, 1.204969673837680779e-10, 1.679626140889992613e-10, 4.508665332733188904e-11, 1.565682942246573876e-10, 5.598842956510555983e-10, 1.637762350941042606e-10, 5.308342323248994105e-10, 3.274883115059950376e-12, 1.801516768437660210e-11, 5.510262624673959461e-11
2.007000000000000000e+03, 1.640760158288624490e-10, 1.789987092820069900e-10, 2.660770284058649988e-10, 1.561044710389472160e-10, 6.343839913406443187e-10, 1.951063947085105012e-10, 5.713073830563370073e-10, 2.605784018858736615e-12, 7.625020367059908619e-11, 7.272854809987069087e-11
2.008000000000000000e+03, 1.486408676004062361e-10, 1.590010227455650301e-10, 2.231965848100796433e-10, 1.205846075638759589e-10, 6.324875572323109965e-10, 1.950042990793186386e-10, 5.887369806478258990e-10, 2.268837841354360567e-12, 8.100392367078479961e-11, 5.341680799593926104e-11
2.009000000000000000e+03, 1.015789545687778195e-10, 2.542085355542223659e-10, 7.937705695125923758e-11, 1.844938199327274776e-10, 5.501367133047453145e-10, 1.704965891681501486e-10, 5.453594807848893766e-10, 3.265385183134623921e-12, 3.748337691419045506e-11, 4.545993519633693922e-11
2.010000000000000000e+03, 8.386057948944472001e-11, 1.684962266839220219e-10, 5.901679400958773828e-11, 1.234393258264033281e-10, 5.868186541927292645e-10, 1.533175098227717109e-10, 5.237001975547955063e-10, 3.600918630572264212e-12, 2.702963680433717583e-11, 4.068682851567611805e-11
2.011000000000000000e+03, 9.386295252676679666e-11, 2.052655166404833396e-10, 5.678733400478210319e-11, 1.885997297957394181e-10, 5.731893307018605537e-10, 1.520400671366604403e-10, 5.400544078400647551e-10, 2.943375230262107039e-12, 2.506787980665481131e-11, 8.921558020091190636e-11
2.012000000000000000e+03, 2.344000880906498820e-10, 2.612076610329637507e-10, 4.525648662547455629e-10, 1.770573165049416859e-10, 6.029065898269231565e-10, 2.209031798262131611e-10, 5.529053198045447109e-10, 3.562041247134769093e-12, 8.969575194826578644e-11, 7.827443101828607820e-11
2.013000000000000000e+03, 9.487723946673226822e-11, 1.997049639744508356e-10, 8.060816905133192364e-11, 2.060635542521355142e-10, 5.600720393497865105e-10, 1.531325025379687007e-10, 4.667322311745543950e-10, 4.291968332989965516e-12, 5.385590567885590688e-11, 1.039885378135659529e-10
2.014000000000000000e+03, 1.906032555854391123e-10, 2.115159590509232907e-10, 4.860039778410664842e-10, 1.495056617476981251e-10, 6.480980390853812488e-10, 1.945712164590536883e-10, 5.642318504734858288e-10, 3.961498822525437661e-12, 9.994620414684833438e-11, 8.498625747523360175e-11
