year, IPSL-CM6A-LR, CMCC-ESM2, ACCESS-ESM1-5, MIROC-ES2L, CESM2-WACCM, UKESM1-0-LL, MPI-ESM1-2-LR, CNRM-ESM2-1
1.969000000000000000e+03, 1.304014302407707545e-09, 9.652593927076989947e-11, 6.985287014786693454e-11, 9.563718230036027345e-10, 3.365889700106619293e-10, 7.992482964435726612e-12, 6.352962342187666313e-10, 4.595572934034515490e-11
1.970000000000000000e+03, 1.253296052603003577e-09, 9.753688181406926596e-11, 6.918976627812012265e-11, 9.586610969084995373e-10, 3.237276076739612736e-10, 7.705342814051383267e-12, 6.350777847483310225e-10, 4.161080823938901624e-11
1.971000000000000000e+03, 1.274583998668106855e-09, 9.873372375286611339e-11, 6.701368310247441370e-11, 9.642235417741320738e-10, 3.466962556918644290e-10, 7.098803739670667068e-12, 6.310460217520472854e-10, 4.118951739662133685e-11
1.972000000000000000e+03, 1.306424393230160389e-09, 9.982198934822304527e-11, 6.568472574722919266e-11, 9.651068977344348487e-10, 4.093699879608814109e-10, 6.734214659825494964e-12, 6.351150678683806198e-10, 3.962722229379097448e-11
1.973000000000000000e+03, 1.332457152913681141e-09, 1.007442546106123779e-10, 6.534351578181015398e-11, 9.740874540792235177e-10, 4.018266960859944744e-10, 6.469078392542462737e-12, 6.425399752971174117e-10, 3.804364069801202977e-11
1.974000000000000000e+03, 1.268087490803288222e-09, 1.020190868022526873e-10, 6.440298398553662640e-11, 9.806294985772917392e-10, 3.659104336086220892e-10, 6.241213286571226926e-12, 6.612658894200375392e-10, 3.644167806261576123e-11
1.975000000000000000e+03, 1.289614685053378730e-09, 1.033762220090420917e-10, 6.351040421071744606e-11, 9.774141133400570297e-10, 3.473783868026851892e-10, 6.032888583946471415e-12, 6.500061944644812232e-10, 3.484402791662372731e-11
1.976000000000000000e+03, 1.198241687672840744e-09, 1.033995681331460245e-10, 6.219578233737808244e-11, 9.949538761588810274e-10, 4.014116705950457194e-10, 5.882614082487867553e-12, 6.478495234072453722e-10, 3.332103314779215603e-11
1.977000000000000000e+03, 1.182945649859973411e-09, 1.034252889453378498e-10, 6.177825450138400504e-11, 1.001609876313784269e-09, 4.401715785408392320e-10, 5.773051847037234311e-12, 6.394545174163770157e-10, 3.176869849275913120e-11
1.978000000000000000e+03, 1.273380525165254105e-09, 1.045345650676282885e-10, 6.129468873020447227e-11, 1.014870688274440656e-09, 4.554683840430471797e-10, 5.594245512704571855e-12, 6.339451726487578033e-10, 3.026080273244835875e-11
1.979000000000000000e+03, 1.295653375215213172e-09, 1.064300550156639450e-10, 6.118058395887680965e-11, 1.024702029508425312e-09, 4.610433630016528113e-10, 5.458157304565052175e-12, 6.140785011967879169e-10, 2.875014773591322781e-11
1.980000000000000000e+03, 1.422423434839427942e-09, 1.091941124026855538e-10, 6.093135060617999642e-11, 1.035161554124032451e-09, 4.706847051028056695e-10, 4.598321920262943064e-12, 6.318938598936627338e-10, 2.718188943517903368e-11
1.981000000000000000e+03, 1.373437693809636986e-09, 1.115859710487375915e-10, 6.148996643544690493e-11, 1.034375433364564183e-09, 4.812954927518021670e-10, 3.608821811097667744e-12, 6.533305827649515508e-10, 2.659536340941254254e-11
1.982000000000000000e+03, 1.384433111408691421e-09, 1.129715830704309020e-10, 6.146962919871028448e-11, 1.022807938090921360e-09, 4.999203612446222897e-10, 3.142253374225749046e-12, 6.586091077073978248e-10, 2.661886263212413446e-11
1.983000000000000000e+03, 1.392440356397438339e-09, 1.137106569586068857e-10, 6.119252827079172246e-11, 1.034576251096258126e-09, 5.204250320455374376e-10, 2.862191090624347776e-12, 6.549434859408643135e-10, 2.664476165449885622e-11
1.984000000000000000e+03, 1.341161745545047469e-09, 1.152327332987432640e-10, 6.150758173224954833e-11, 1.043435921263677503e-09, 5.452278448410504249e-10, 2.614351219226682780e-12, 6.798746280890347321e-10, 2.669509457110626226e-11
1.985000000000000000e+03, 1.217709845096781123e-09, 1.181502611355180491e-10, 6.195900917542298584e-11, 1.039751867837332058e-09, 5.741956085428089877e-10, 2.416027865435741273e-12, 6.994698691546792182e-10, 2.672923686761411797e-11
1.986000000000000000e+03, 1.269085645668956001e-09, 1.209858282606135232e-10, 6.175930858269475808e-11, 1.047027802799686434e-09, 5.649535352205656714e-10, 2.236441699532925159e-12, 6.905614616195453294e-10, 2.676044315719734902e-11
1.987000000000000000e+03, 1.309788463745853746e-09, 1.238029077792890065e-10, 6.230563008162648026e-11, 1.057812660401719179e-09, 5.323299714923987772e-10, 2.147906485473000245e-12, 6.996858272973540508e-10, 2.679403429474725563e-11
1.988000000000000000e+03, 1.358047525633847117e-09, 1.269488055286583545e-10, 6.210512906221179360e-11, 1.068132340818336597e-09, 5.292799323438906651e-10, 2.075065002936067794e-12, 6.890421265783947008e-10, 2.683744925234871845e-11
1.989000000000000000e+03, 1.344873885482643310e-09, 1.297197401927045942e-10, 6.203661175477860659e-11, 1.070051648407155732e-09, 5.352835968915102099e-10, 2.008348032566618589e-12, 6.919771491795077055e-10, 2.688547343840113746e-11
1.990000000000000000e+03, 1.303390895658438394e-09, 1.322169155812446876e-10, 6.206084818352537516e-11, 1.092495071342719752e-09, 4.712588544757056836e-10, 2.035883589723952277e-12, 6.864428430214629876e-10, 2.694062843807143074e-11
1.991000000000000000e+03, 1.263459539081716730e-09, 1.343315404606254246e-10, 6.534150834657821612e-11, 1.106171715191452406e-09, 4.097599397326160704e-10, 2.122877271083587354e-12, 6.849450523707806697e-10, 2.693631317271623003e-11
1.992000000000000000e+03, 1.273533873955505020e-09, 1.357928519633704994e-10, 6.694716835135525873e-11, 1.111641747700278498e-09, 4.986937817172315496e-10, 2.117192358412681620e-12, 7.035638440092301149e-10, 2.749927240206123916e-11
1.993000000000000000e+03, 1.336840127996030131e-09, 1.368676279471518594e-10, 6.774594802634422807e-11, 1.120881317558336589e-09, 5.281855168666487440e-10, 2.042882560280681424e-12, 7.182986746927133445e-10, 2.799613466144397273e-11
1.994000000000000000e+03, 1.410427167246473180e-09, 1.378246812093270525e-10, 6.835750672209201236e-11, 1.124218017093779439e-09, 5.345632844991760695e-10, 2.054340788674189301e-12, 7.151191127584209779e-10, 2.850392716166338120e-11
1.995000000000000000e+03, 1.350952380741570756e-09, 1.389258380609150991e-10, 6.874604036025495101e-11, 1.127857869875114437e-09, 5.267405532109062256e-10, 2.827453628702414080e-12, 7.065449820279067642e-10, 2.896548973959780339e-11
1.996000000000000000e+03, 1.500237863920760997e-09, 1.401538051743679360e-10, 6.913775380831043369e-11, 1.134225304301563426e-09, 5.287677324253921406e-10, 5.057841038836726674e-12, 6.996661344948186446e-10, 2.939748418123689259e-11
1.997000000000000000e+03, 1.315476787593136091e-09, 1.411815496967399231e-10, 6.936448838733493395e-11, 1.136540297819271676e-09, 5.403594828288663359e-10, 7.090459372670264489e-12, 7.012210016444982258e-10, 2.976626727599299376e-11
1.998000000000000000e+03, 1.332286593836713351e-09, 1.419954831821296201e-10, 6.958616295704569071e-11, 1.131542429130179749e-09, 4.976059977246431332e-10, 8.439277441887269537e-12, 6.984297473200866643e-10, 3.013552802275290389e-11
1.999000000000000000e+03, 1.312392600896347238e-09, 1.425152874367897395e-10, 6.952101830709244609e-11, 1.134857448899195032e-09, 5.281736275170679676e-10, 9.394853525973708423e-12, 7.198462668684897060e-10, 3.050028135338420323e-11
2.000000000000000000e+03, 1.443661279846909415e-09, 1.428014357859697201e-10, 7.078549918608876886e-11, 1.107274200143115417e-09, 5.374981825029478386e-10, 7.080565030756871258e-12, 7.145385788469657277e-10, 3.092028631075333705e-11
2.001000000000000000e+03, 1.295038478999267132e-09, 1.430324715643456863e-10, 6.747003289989194013e-11, 1.068668847336564700e-09, 5.194550196429429679e-10, 5.608232103006313847e-12, 7.007153629642110777e-10, 3.114332949000631530e-11
2.002000000000000000e+03, 1.338049938132311881e-09, 1.433343466555068236e-10, 6.280691709475082317e-11, 1.094109098552455622e-09, 5.080772966527296250e-10, 7.249237090323482724e-12, 6.844018211026371077e-10, 3.036007860241099805e-11
2.003000000000000000e+03, 1.386827838802289986e-09, 1.431129791825428684e-10, 8.464999546767397595e-11, 1.055850486095007238e-09, 5.084575223419798578e-10, 8.121415109276511836e-12, 6.709095547437295150e-10, 2.820284284342050024e-11
2.004000000000000000e+03, 1.298719963600479667e-09, 1.422881022287370594e-10, 6.462165056386251644e-11, 1.058263435709874741e-09, 4.864057008518510188e-10, 5.024175508811291798e-12, 6.791679432444468642e-10, 3.098630767902271799e-11
2.005000000000000000e+03, 1.335947204522552986e-09, 1.421086250323906500e-10, 5.927873300778878425e-11, 1.050997234105444262e-09, 5.065435923013020329e-10, 4.032214270417944357e-12, 6.853228359922670250e-10, 2.937137542392931101e-11
2.006000000000000000e+03, 1.292843093927679334e-09, 1.435887493654503207e-10, 5.370446558510595265e-11, 1.158509060687419881e-09, 5.033045186754090939e-10, 3.274883077985257707e-12, 6.876791658960508948e-10, 2.862637755039749587e-11
2.007000000000000000e+03, 1.274624344014139995e-09, 1.448598386233402791e-10, 8.554453655914764111e-11, 1.180427433957842256e-09, 5.309645590712676029e-10, 2.605784034105389442e-12, 6.891035612208134971e-10, 2.668736662475498135e-11
2.008000000000000000e+03, 1.368035264242104308e-09, 1.438772346727028668e-10, 9.274834150445707395e-11, 1.061784171510361275e-09, 5.794477647310150000e-10, 2.268837844550347347e-12, 6.683450474689372856e-10, 3.680434063135593852e-11
2.009000000000000000e+03, 1.384015845883800446e-09, 1.406125644134980497e-10, 7.330899508672819236e-11, 1.013873840559181000e-09, 5.538045770740899362e-10, 3.265385224842835435e-12, 6.475643373101057210e-10, 4.401323558259349485e-11
2.010000000000000000e+03, 1.308520031261196774e-09, 1.356186294203128511e-10, 6.627325558982806929e-11, 1.006215616274480673e-09, 5.095394225725371659e-10, 3.600918626110212074e-12, 6.306640453156860349e-10, 4.293369090595579281e-11
2.011000000000000000e+03, 1.216633182884549470e-09, 1.337168796090972029e-10, 5.811869066172450383e-11, 1.290315907011925559e-09, 4.910380507850997540e-10, 2.943375275199368323e-12, 6.774053554536612394e-10, 4.197161409265832239e-11
2.012000000000000000e+03, 1.377312013493473377e-09, 1.334737336318993825e-10, 1.175196227389857626e-10, 1.039633679494973678e-09, 5.362230498665350032e-10, 3.562041252532084624e-12, 6.741929076554970323e-10, 4.203596863010404635e-11
2.013000000000000000e+03, 1.251249579135023630e-09, 1.332562465007913810e-10, 8.441339358471192201e-11, 1.257709398478546855e-09, 5.218881204267328046e-10, 4.291968324195049240e-12, 7.122521375984729105e-10, 5.910192045817833160e-11
2.014000000000000000e+03, 1.361013251275041466e-09, 1.332853915083637442e-10, 1.266407153039069527e-10, 1.055296379559400871e-09, 5.306456205160997519e-10, 3.961498850973547329e-12, 6.971174742757502163e-10, 5.907929226624633904e-11
