year, MPI-ESM1-2-LR, IPSL-CM6A-LR, UKESM1-0-LL, CESM2-WACCM, NorESM2-MM, TaiESM1, EC-Earth3-Veg, NorESM2-LM
1.969000000000000000e+03, 5.703450600887787280e-10, 1.264860154113617328e-09, 6.721122294510420785e-10, 2.275400569241594778e-10, 9.892385257049392500e-11, 6.180603874655444412e-11, 9.624924844360874624e-10, 8.948671249360203414e-11
1.970000000000000000e+03, 5.764338537972079957e-10, 1.215705008809011534e-09, 5.890259568690834100e-10, 2.141506588920908811e-10, 1.011863231984109590e-10, 6.307423237056912918e-11, 9.409357678880298821e-10, 9.148198318908271331e-11
1.971000000000000000e+03, 5.762370432001670044e-10, 1.224258274227979448e-09, 5.749222000313781599e-10, 2.355250364993568031e-10, 1.024352989140966772e-10, 6.423409339093088076e-11, 9.707471840957885600e-10, 9.273547926136043447e-11
1.972000000000000000e+03, 5.809026127651716003e-10, 1.255998902204994127e-09, 5.893652555523918953e-10, 2.968274098162946519e-10, 1.030561161845206634e-10, 6.495693506735193659e-11, 9.677354535285593539e-10, 9.320118754118730259e-11
1.973000000000000000e+03, 5.897533204388256831e-10, 1.281960824232682077e-09, 6.033647050360524017e-10, 2.879780187776675489e-10, 1.042667454440741936e-10, 6.559978081693788120e-11, 1.023042720961080406e-09, 9.430131378653458768e-11
1.974000000000000000e+03, 6.078980295673376513e-10, 1.217546319036486523e-09, 5.490304893925264437e-10, 2.500227491641762587e-10, 1.102281452052507412e-10, 6.895880784888189278e-11, 1.017918086201730461e-09, 9.974059438104496575e-11
1.975000000000000000e+03, 5.969319925753276778e-10, 1.239039900578100052e-09, 5.487459070024751709e-10, 2.300497227336394658e-10, 1.090346862534184398e-10, 6.875610348678265530e-11, 1.025149696501357738e-09, 9.870277578594293024e-11
1.976000000000000000e+03, 5.935091746225087826e-10, 1.147643657610675511e-09, 6.532361318059598952e-10, 2.846823474327823800e-10, 9.854626253584655283e-11, 6.171182253839587712e-11, 1.020467519395567554e-09, 8.888128104624276037e-11
1.977000000000000000e+03, 5.844258382588865482e-10, 1.132185160136219425e-09, 6.510099941960749368e-10, 3.221963640627671669e-10, 1.088646828268732512e-10, 6.883558206926500312e-11, 1.041591678597396526e-09, 9.841336648548332996e-11
1.978000000000000000e+03, 5.809479300695416186e-10, 1.222490319156711868e-09, 5.308141856450055395e-10, 3.359631930153334184e-10, 1.120490536448429602e-10, 7.105780790884164564e-11, 1.015657368475177591e-09, 1.012069831485920000e-10
1.979000000000000000e+03, 5.614189002086437693e-10, 1.244520673446303520e-09, 5.833017625939883819e-10, 3.389433124480538757e-10, 1.202117575902809874e-10, 7.784344136018684287e-11, 1.069923838674887995e-09, 1.086758213510326700e-10
1.980000000000000000e+03, 5.784246615003208916e-10, 1.371296124610919899e-09, 5.663634173861232549e-10, 3.458274861875381744e-10, 1.241356737578951118e-10, 8.148645053248595213e-11, 1.060970734905937750e-09, 1.122699540668950426e-10
1.981000000000000000e+03, 5.996802772686030342e-10, 1.322919824813062107e-09, 6.260501183811492675e-10, 3.541963589383472310e-10, 1.204661462710669156e-10, 7.914186388798035890e-11, 1.061185925151727958e-09, 1.088961813087529887e-10
1.982000000000000000e+03, 6.055747102581965706e-10, 1.334016821229017934e-09, 6.506663380598443780e-10, 3.716607303865506838e-10, 1.173097141614074004e-10, 7.762868695396074832e-11, 1.070045344052323663e-09, 1.057310922070187148e-10
1.983000000000000000e+03, 6.004228588058458811e-10, 1.341875987413595697e-09, 6.093689760266840857e-10, 3.919203182033116031e-10, 1.134677372906125786e-10, 7.693581675004504759e-11, 1.019215800939060127e-09, 1.024935907676522149e-10
1.984000000000000000e+03, 6.255490593350472134e-10, 1.290673494256951315e-09, 5.996229154900260363e-10, 4.145427684029353338e-10, 1.254081262865867532e-10, 8.581137148082018148e-11, 1.077783026717517816e-09, 1.136012642968107634e-10
1.985000000000000000e+03, 6.447314582573503717e-10, 1.167259930851272308e-09, 4.772696424133663313e-10, 4.405809433553118911e-10, 1.328005679890666251e-10, 9.224594979403169743e-11, 1.122154626443811833e-09, 1.204739168743397922e-10
1.986000000000000000e+03, 6.359578956039087196e-10, 1.218768502498599810e-09, 5.398521582256436725e-10, 4.291395136193233602e-10, 1.315103254773039643e-10, 9.137756658173487911e-11, 1.095692707410025582e-09, 1.192544846760217103e-10
1.987000000000000000e+03, 6.434390514327888110e-10, 1.259573648963737235e-09, 5.310189478215273872e-10, 3.934733319286525414e-10, 1.389321242695336395e-10, 9.877337616934361613e-11, 1.085845514308606985e-09, 1.262636341398580722e-10
1.988000000000000000e+03, 6.327996530383230210e-10, 1.307783907684937413e-09, 5.412716521982177354e-10, 3.873132171762590253e-10, 1.427929547893917367e-10, 1.012524997866980323e-10, 1.184051558900204420e-09, 1.299663497331062635e-10
1.989000000000000000e+03, 6.366905341027323799e-10, 1.294552379889378754e-09, 5.370294325121406958e-10, 3.908835347537091216e-10, 1.422470310944139025e-10, 1.020640251596705941e-10, 1.056835934560188926e-09, 1.293404096062968284e-10
1.990000000000000000e+03, 6.312324015202106665e-10, 1.252980192512270944e-09, 5.655548378411102259e-10, 3.248083853194145324e-10, 1.428238293109411581e-10, 1.031541452479032595e-10, 1.080613190876554607e-09, 1.298900916182686890e-10
1.991000000000000000e+03, 6.295330395545106043e-10, 1.212183146594564230e-09, 5.185340769083012514e-10, 2.617975521707220640e-10, 1.402172608986534149e-10, 1.032665927194064683e-10, 1.105447957520077528e-09, 1.275848413184239361e-10
1.992000000000000000e+03, 6.481569435357761664e-10, 1.221959937176879438e-09, 5.105899617702698251e-10, 3.496326438594503946e-10, 1.392221908188839095e-10, 1.025428191774504113e-10, 1.194887736476211066e-09, 1.265373908912931740e-10
1.993000000000000000e+03, 6.633098600670792342e-10, 1.284978755817224851e-09, 5.753109689466729960e-10, 3.781671522004786034e-10, 1.395894470011967011e-10, 1.027119724358386998e-10, 1.155166009218355332e-09, 1.265041770057885616e-10
1.994000000000000000e+03, 6.615088905029423990e-10, 1.358190685711165525e-09, 5.629255024659422986e-10, 3.835690201821633976e-10, 1.406495774439505054e-10, 1.026218705662497167e-10, 1.124612540579178889e-09, 1.275338576679902157e-10
1.995000000000000000e+03, 6.515089452144241488e-10, 1.298317888155735714e-09, 5.644613149976195792e-10, 3.743885088038288682e-10, 1.438103169502798416e-10, 1.045032012913321787e-10, 1.125269268237156765e-09, 1.304682590419871187e-10
1.996000000000000000e+03, 6.445981810287436271e-10, 1.447278464780874972e-09, 5.616664631443546664e-10, 3.749758340855790653e-10, 1.456447695188479865e-10, 1.049318886500567357e-10, 1.130131266037709095e-09, 1.321392330953003172e-10
1.997000000000000000e+03, 6.485962117669168133e-10, 1.262344983691398806e-09, 5.190481840535125034e-10, 3.854119686423710046e-10, 1.454727604238653433e-10, 1.044037589271243941e-10, 1.194835784845836614e-09, 1.320557859033319945e-10
1.998000000000000000e+03, 6.465776904742226477e-10, 1.278958420023475685e-09, 5.924976273197142275e-10, 3.415024321731417930e-10, 1.465838374281391315e-10, 1.053645468580261896e-10, 1.180777967064147186e-09, 1.328890098132243268e-10
1.999000000000000000e+03, 6.668022084836915324e-10, 1.258661871498879736e-09, 5.856483544993733898e-10, 3.713474664325462228e-10, 1.450548503061909600e-10, 1.051753610936942403e-10, 1.101416515833767858e-09, 1.317376904461555021e-10
2.000000000000000000e+03, 6.665926536029544071e-10, 1.389527166848160486e-09, 6.212331950364295504e-10, 3.793820773376006513e-10, 1.494822730202977689e-10, 1.078984120437439584e-10, 1.190852234242695063e-09, 1.360056422070570677e-10
2.001000000000000000e+03, 6.587917845992668175e-10, 1.251949792142457032e-09, 6.078386687464970261e-10, 3.617249222826244577e-10, 1.504614000349693159e-10, 1.133775605237164808e-10, 1.141980069347009895e-09, 1.333099022577647151e-10
2.002000000000000000e+03, 6.413218080835599487e-10, 1.299514519187695472e-09, 6.321935835888066218e-10, 3.509768386966971712e-10, 1.466348853928231463e-10, 1.068805041330723098e-10, 1.146860252743087026e-09, 1.310810233818700015e-10
2.003000000000000000e+03, 6.300607958985669393e-10, 1.299296252024685120e-09, 5.429076165340154049e-10, 3.471889021260705113e-10, 1.471892037089501074e-10, 1.090184646697328259e-10, 1.145632609654713458e-09, 1.293511044916571975e-10
2.004000000000000000e+03, 6.434298306156599706e-10, 1.270444167602619007e-09, 5.695014715234151026e-10, 3.283314300312206432e-10, 1.434584239094812471e-10, 1.063436365229761114e-10, 1.145784822297626204e-09, 1.274119786645963702e-10
2.005000000000000000e+03, 6.471511645108871762e-10, 1.310063516542116917e-09, 5.686469519470259517e-10, 3.482408830704930589e-10, 1.561712288693384153e-10, 1.120925466513349717e-10, 1.169165160205427156e-09, 1.409641722628616375e-10
2.006000000000000000e+03, 6.325749072595209267e-10, 1.274827925303541569e-09, 4.915010615187094728e-10, 3.458829228514253463e-10, 1.556281962533719895e-10, 1.123915030902671902e-10, 1.136672996608455770e-09, 1.410914540810571343e-10
2.007000000000000000e+03, 6.163738069707817000e-10, 1.198374133919679356e-09, 4.761800298552936781e-10, 3.721472676067803107e-10, 1.472844029243427489e-10, 1.139774275177651463e-10, 1.151154789696542937e-09, 1.262575415105497885e-10
2.008000000000000000e+03, 6.149300966821207598e-10, 1.287031335261122207e-09, 5.004674558159229584e-10, 4.222472477204981302e-10, 1.334794382761873212e-10, 1.063838992798862349e-10, 1.134691877599137675e-09, 1.150622184263060777e-10
2.009000000000000000e+03, 6.021024142822112562e-10, 1.346532463703316244e-09, 5.167390274303666709e-10, 4.001321033244780593e-10, 1.273624420053456170e-10, 9.254797734838283939e-11, 1.214040321631212013e-09, 1.162088411662399498e-10
2.010000000000000000e+03, 5.899771809086073562e-10, 1.281490394493992411e-09, 5.328529028333838034e-10, 3.624305270923887425e-10, 1.115789917109846745e-10, 8.227643731894834989e-11, 1.096357690470519745e-09, 1.001064520370579994e-10
2.011000000000000000e+03, 5.881897634623921132e-10, 1.191565292213076399e-09, 5.031610793726397542e-10, 3.471310631228646719e-10, 1.223708942016206462e-10, 9.231433421682718344e-11, 1.132443967438440612e-09, 1.110732911592476779e-10
2.012000000000000000e+03, 5.959186624478753517e-10, 1.287616262130710379e-09, 5.259100311567692034e-10, 3.902843535800973636e-10, 1.231601376142801033e-10, 1.023594207156355627e-10, 1.221952488803057899e-09, 1.050086576790414454e-10
2.013000000000000000e+03, 6.082620897557497271e-10, 1.197393671309595809e-09, 5.196550113314972713e-10, 3.780310413840661741e-10, 1.269198019395321553e-10, 9.596697789767369296e-11, 1.161064930879394073e-09, 1.151196630697675067e-10
2.014000000000000000e+03, 6.121311785325068559e-10, 1.261067041667171892e-09, 5.102796883411842876e-10, 3.862297524565618021e-10, 1.253409392972393748e-10, 1.049731595280887711e-10, 1.148247338922987040e-09, 1.083064571925403905e-10
