year, TaiESM1, CNRM-ESM2-1, NorESM2-LM, MPI-ESM1-2-LR, GFDL-ESM4, CanESM5, MIROC-ES2L, NorESM2-MM, UKESM1-0-LL, CESM2-WACCM, EC-Earth3-Veg, ACCESS-ESM1-5, CMCC-CM2-SR5, IPSL-CM6A-LR
1.985000000000000000e+03, 4.913659446599896619e+00, 7.441804366613436805e+00, 4.611691198426654204e+00, 8.889088717877056567e+00, 6.168701510930493903e+00, 9.078513551292106243e+00, 9.152835751070870884e+00, 5.046458151172374507e+00, 8.207247066268887892e+00, 5.147494821561554801e+00, 5.390742523632469307e+00, 6.719821353137589881e+00, 6.412755969025973002e+00, 5.179078862194920418e+00
1.986000000000000000e+03, 4.788216874789394950e+00, 7.701635227800416317e+00, 4.599278005971575212e+00, 9.265177214649185089e+00, 6.216495516705794699e+00, 9.023818702792649304e+00, 9.024915321840232707e+00, 5.179558267280612860e+00, 8.372771720658393590e+00, 5.491144070873077432e+00, 5.745984230374686419e+00, 6.525789156225570764e+00, 6.627108518092222234e+00, 5.243540894255813711e+00
1.987000000000000000e+03, 4.545282967191035084e+00, 7.418098951503043992e+00, 4.643328886341895334e+00, 8.560413264247525689e+00, 6.291566948605487930e+00, 9.075358176336459692e+00, 8.809684453581743568e+00, 4.832352322520340415e+00, 8.487003348780802980e+00, 5.281254752680485609e+00, 5.891286198968002985e+00, 6.572485954094516636e+00, 6.600600032357150759e+00, 5.252942523262042585e+00
1.988000000000000000e+03, 4.789354174797540331e+00, 7.498236441879563507e+00, 4.946779235854795509e+00, 9.130912689814339345e+00, 6.217874505062407131e+00, 9.144453034980186246e+00, 8.709031694303279281e+00, 4.945368892782524561e+00, 8.640901961495980999e+00, 5.380232389772735324e+00, 5.046873165526938543e+00, 6.632379920132450479e+00, 6.667856704286838188e+00, 5.451119561020929538e+00
1.989000000000000000e+03, 4.774956636067998694e+00, 7.232320217416615904e+00, 4.977628838350712570e+00, 8.899003589030606065e+00, 6.208246882364077734e+00, 9.170997412915854241e+00, 8.754717811979755737e+00, 4.970723165622327855e+00, 8.677230155430779135e+00, 5.471049049233064565e+00, 5.624639433286061418e+00, 6.786564633749106790e+00, 6.726602627970073023e+00, 5.399096647155717577e+00
1.990000000000000000e+03, 4.927436422812332850e+00, 7.325224180703538757e+00, 4.798972931494829730e+00, 9.039173062508568890e+00, 6.380636812140259906e+00, 9.026363653187173597e+00, 9.317197839520785507e+00, 5.461184514574839000e+00, 9.072725189472388152e+00, 5.177059297373568292e+00, 5.598921737103679241e+00, 6.755922807949938047e+00, 6.654333158168594942e+00, 5.363678774113505909e+00
1.991000000000000000e+03, 4.881248294449508585e+00, 7.292455557390889354e+00, 5.093580631447160556e+00, 9.017844710555053211e+00, 6.461597767573730167e+00, 8.928403781377349802e+00, 9.236133532226428855e+00, 5.336662831536119533e+00, 8.735306981158620587e+00, 4.886801410659463940e+00, 5.934859934833462525e+00, 6.756808861603944116e+00, 6.692464754443506081e+00, 5.328619012593930115e+00
1.992000000000000000e+03, 4.548408543137301585e+00, 7.576137935761224185e+00, 4.682118623626514875e+00, 9.274907575078515265e+00, 6.246522751855644096e+00, 9.227178985855392312e+00, 8.791614005710320257e+00, 4.973055487261769159e+00, 8.213018375508957192e+00, 5.440673857836633154e+00, 5.487772636858400332e+00, 6.629900819840495174e+00, 6.652812177037612074e+00, 5.367866736141477801e+00
1.993000000000000000e+03, 4.927192389265203865e+00, 7.212731778110217817e+00, 4.739468288595268142e+00, 9.000399813859264242e+00, 6.328094293253458069e+00, 8.856640100704384011e+00, 8.623437550850425737e+00, 5.265627761457063905e+00, 9.006753137380874463e+00, 5.298987570883359588e+00, 5.049950849568652700e+00, 6.815619653740555783e+00, 6.596865144818520044e+00, 5.381853593873159092e+00
1.994000000000000000e+03, 5.018697632732861180e+00, 6.969308140503457594e+00, 4.948536253386993877e+00, 9.026874786540014739e+00, 6.417082685074440462e+00, 9.126183804898509777e+00, 8.548695072440681386e+00, 5.345379756137562666e+00, 9.211473636246941155e+00, 5.232846427969824354e+00, 6.005194468286814136e+00, 6.776849552623041895e+00, 6.505891828935036258e+00, 5.484211002542529911e+00
1.995000000000000000e+03, 4.775492109849834854e+00, 6.950454412341463772e+00, 4.807992095831073343e+00, 9.232122838641124929e+00, 6.328532277081444946e+00, 9.274285024863207383e+00, 9.078878697163846212e+00, 5.280290783997631188e+00, 8.805862903277835940e+00, 5.257279266105065574e+00, 6.000600363036087792e+00, 6.789156936174662427e+00, 6.774057623151113816e+00, 5.543107400235332882e+00
1.996000000000000000e+03, 5.073026843717579837e+00, 7.430742662265360288e+00, 5.134543124117127100e+00, 9.584275184685520088e+00, 6.358908619546680185e+00, 9.397653536851986900e+00, 9.217646152576225660e+00, 5.395422084274644980e+00, 8.812304032533678111e+00, 5.285597541432141000e+00, 5.688184073081252734e+00, 6.883476935632157456e+00, 6.547444002126619367e+00, 5.732659398842665510e+00
1.997000000000000000e+03, 4.624960038407424534e+00, 7.688048220460883542e+00, 5.243763501681358186e+00, 9.532819105933977966e+00, 6.526752899329868463e+00, 9.425174875977971212e+00, 9.364460712551911925e+00, 5.169306459521806119e+00, 8.631311668421540517e+00, 5.481683517307025078e+00, 5.594879445029518727e+00, 6.954171619142102578e+00, 6.831272396463223373e+00, 5.531599342715887602e+00
1.998000000000000000e+03, 4.967748864017395682e+00, 7.704042511697010376e+00, 4.997889252815432393e+00, 9.617353698558613218e+00, 6.745652035954781134e+00, 9.809374270666960882e+00, 9.115881130940667987e+00, 5.376001561109659654e+00, 9.043461481239368993e+00, 5.389488502979342677e+00, 5.900733648589654656e+00, 6.924929231192856527e+00, 6.644449842964074371e+00, 5.527026774619169913e+00
1.999000000000000000e+03, 5.042782951941401137e+00, 7.870844538017174763e+00, 5.244701246103641523e+00, 9.571129290144240187e+00, 6.579056764049310502e+00, 9.465465141057674003e+00, 9.027109805864531822e+00, 5.248743237879091694e+00, 9.010362074913970787e+00, 5.556745078503740665e+00, 5.764109928280593209e+00, 6.918328511081931254e+00, 6.682971840329039459e+00, 5.546971829266882814e+00
2.000000000000000000e+03, 4.956215234983019080e+00, 7.938399758511129001e+00, 5.460462515971657993e+00, 9.250554892060270262e+00, 6.442007026245419432e+00, 9.232387043596959941e+00, 9.297511689278284308e+00, 5.084114575632620259e+00, 8.993195100644602036e+00, 5.320860923589931346e+00, 5.333130211876038196e+00, 6.912098308369918342e+00, 6.465107810221646822e+00, 5.712725806080396929e+00
2.001000000000000000e+03, 5.050297409169896667e+00, 7.814449286653066373e+00, 5.132778206576818825e+00, 9.279204901297221753e+00, 6.765824543795288193e+00, 9.317316809109472686e+00, 9.509041572522624719e+00, 5.296744298454845179e+00, 9.241631860612253391e+00, 5.663941485264892606e+00, 6.066854205286150048e+00, 6.942374446441059277e+00, 7.042898043698471611e+00, 5.643290773510581282e+00
2.002000000000000000e+03, 4.767686471936107395e+00, 7.334175634679278133e+00, 4.940256388035704660e+00, 9.337585843417752329e+00, 6.659883974130771378e+00, 9.495367400546031789e+00, 9.359941352974091799e+00, 5.189160555712478029e+00, 9.237789928778630255e+00, 5.304984724643566629e+00, 5.766352988192418039e+00, 6.936219858147449457e+00, 6.880741746238919099e+00, 5.521783256070778911e+00
2.003000000000000000e+03, 4.638152951745356134e+00, 7.949313831377343043e+00, 5.060719316373166521e+00, 9.551924394350507441e+00, 6.601992256674343196e+00, 9.901578317480703717e+00, 9.179718233968195307e+00, 5.530876235251463768e+00, 8.665955559140481768e+00, 5.409471684017895576e+00, 5.519510048585101636e+00, 7.121908934672858571e+00, 6.883487950164067115e+00, 5.675722795053854242e+00
2.004000000000000000e+03, 5.082172181596249061e+00, 7.754031553340426264e+00, 4.937963468594961824e+00, 9.347754651291744210e+00, 6.606496361116632521e+00, 9.407689058532147541e+00, 9.628241512522111023e+00, 5.638072898207300732e+00, 8.961954854292887518e+00, 5.229791996538539323e+00, 5.569836045626828991e+00, 7.074932675404340010e+00, 6.866557730413999749e+00, 5.770213135088436474e+00
2.005000000000000000e+03, 4.808324030894039147e+00, 7.611106467445722501e+00, 5.100006925026597138e+00, 9.403649459742316807e+00, 6.660042057638440482e+00, 9.524868504493667842e+00, 9.691991485707749376e+00, 5.301853542605223346e+00, 8.969816745987067463e+00, 5.462125166278199551e+00, 6.011013005819923372e+00, 6.975089428624481336e+00, 6.603882858429220626e+00, 5.709231676434795233e+00
2.006000000000000000e+03, 5.137182494716988401e+00, 7.652513448218916103e+00, 5.073714601968944748e+00, 9.432960158385668592e+00, 6.733579824860801644e+00, 9.314760683896642135e+00, 9.269553761390072921e+00, 5.528738885282583837e+00, 8.995722515070244896e+00, 5.218543455371384532e+00, 5.889055672684963660e+00, 7.002005602002519424e+00, 6.771678703394092835e+00, 5.691063012290523915e+00
2.007000000000000000e+03, 4.921288614636323722e+00, 8.281758744542917938e+00, 5.316162799739253764e+00, 9.471789123734630778e+00, 6.560516250559889073e+00, 9.291577894309318353e+00, 9.153153876964907454e+00, 5.366684882794302780e+00, 8.836107463585781474e+00, 5.668138215055765095e+00, 5.829571938829604782e+00, 6.916218176281559771e+00, 7.132480166614969086e+00, 5.846204169201572043e+00
2.008000000000000000e+03, 4.560144153103510511e+00, 8.376557267940411222e+00, 5.149031742683185975e+00, 9.829777304080236533e+00, 6.617456475650155490e+00, 9.444476976769163201e+00, 9.300064468129349393e+00, 5.275113702833032825e+00, 8.869099923230459481e+00, 5.646267315342073267e+00, 6.018872377676162344e+00, 7.073148309262140998e+00, 7.186519595482784517e+00, 5.689096869579945981e+00
2.009000000000000000e+03, 4.935664715799807034e+00, 8.276485230512838243e+00, 5.325653757353256523e+00, 9.795253937254205567e+00, 6.652363395704513849e+00, 9.659239594088305125e+00, 9.413009612104174195e+00, 5.317416091405189782e+00, 9.103723013420941257e+00, 5.577940438692748693e+00, 5.899999847088977845e+00, 6.985272964328394174e+00, 7.079054702518254416e+00, 5.947920982795829481e+00
2.010000000000000000e+03, 5.235205304680693672e+00, 7.780752209181510004e+00, 5.343230981656096112e+00, 9.616940426234519279e+00, 6.726109137031048846e+00, 9.815986408148438258e+00, 9.714807935786058835e+00, 5.424650751211412825e+00, 9.370054243537405014e+00, 5.502444866325051365e+00, 6.300394228496835503e+00, 7.062118877220710189e+00, 7.175590245748667328e+00, 6.006930294362716971e+00
2.011000000000000000e+03, 4.958442581272898941e+00, 7.882434222031160509e+00, 5.296318757699200575e+00, 9.820504195214899923e+00, 6.759772685586321828e+00, 9.627270699051157621e+00, 9.378533590012199994e+00, 5.486766207764544490e+00, 9.322544740628384119e+00, 5.660451202787202263e+00, 6.186425667084589186e+00, 6.972585826840090206e+00, 6.770863532121976114e+00, 5.870754458547278176e+00
2.012000000000000000e+03, 5.029846631883064134e+00, 7.960892534298023016e+00, 5.273185408816424946e+00, 1.027243491427284816e+01, 6.795021944772170031e+00, 9.439813466519661134e+00, 9.403492338857237343e+00, 5.238454855886974570e+00, 9.503516127142230374e+00, 5.939434411536968383e+00, 6.472133448067899586e+00, 7.264589668136133049e+00, 7.147116280603705185e+00, 5.901026035699755923e+00
2.013000000000000000e+03, 5.045397961767956296e+00, 7.551325545691549124e+00, 5.531731634202992964e+00, 9.713163945856955195e+00, 7.052556721474939394e+00, 9.857779475852588291e+00, 9.376239566852962781e+00, 5.657627661271101616e+00, 9.189675874262745126e+00, 5.512678193072704680e+00, 5.921572372788192595e+00, 6.980586363867134381e+00, 6.877549236334787430e+00, 5.898653935330899323e+00
2.014000000000000000e+03, 5.195363660875821132e+00, 7.772061971519632628e+00, 5.544603219534019800e+00, 9.661599864075043342e+00, 6.736780226545115546e+00, 1.015829674761125112e+01, 9.634323313613087691e+00, 5.630398364442838144e+00, 9.047053804797679177e+00, 5.470317656106632676e+00, 6.037536292562707629e+00, 7.227974794031714723e+00, 6.990338864546196795e+00, 6.066103578603331492e+00
