year, TaiESM1, MIROC-ES2L, ACCESS-ESM1-5, CanESM5, INM-CM4-8, NorESM2-LM, INM-CM5-0, NorESM2-MM, UKESM1-0-LL, EC-Earth3-Veg, CMCC-CM2-SR5, GFDL-ESM4, MPI-ESM1-2-LR, CESM2-WACCM, CNRM-ESM2-1, IPSL-CM6A-LR
1.974000000000000000e+03, 2.749849159321099137e+02, 2.783892903278576796e+02, 2.764862781404648331e+02, 2.750887086043913428e+02, 2.757907510845984689e+02, 2.762801067792480012e+02, 2.757000923388079627e+02, 2.755499126942144130e+02, 2.728368395638008792e+02, 2.749916907303974654e+02, 2.755766507437290329e+02, 2.752366876965018037e+02, 2.755075443832459428e+02, 2.762637439717252050e+02, 2.753044518654592139e+02, 2.748270558164201702e+02
1.975000000000000000e+03, 2.742707381567853417e+02, 2.786606375261795279e+02, 2.766381393753887323e+02, 2.752537257591843627e+02, 2.764973666000249750e+02, 2.762871127958126749e+02, 2.758441492494488330e+02, 2.755937058052280122e+02, 2.728874221510830012e+02, 2.744592869751435842e+02, 2.762966495406381569e+02, 2.746558423113402228e+02, 2.750716889607716098e+02, 2.757189402742203015e+02, 2.750412553627556349e+02, 2.745592384114959259e+02
1.976000000000000000e+03, 2.752176867452787974e+02, 2.781758842972776620e+02, 2.766887969220762784e+02, 2.749627594965115236e+02, 2.756144880466421796e+02, 2.758603533409960278e+02, 2.755624159002481974e+02, 2.754302903154764977e+02, 2.731914616763738195e+02, 2.751247327275561929e+02, 2.765163514813619372e+02, 2.750904339159163783e+02, 2.752007413682781021e+02, 2.763353129313628642e+02, 2.746092597035207632e+02, 2.746952047182916203e+02
1.977000000000000000e+03, 2.747566417188208447e+02, 2.780039846041781857e+02, 2.764692801667839603e+02, 2.756408671461092581e+02, 2.761700068394044365e+02, 2.759507539859435497e+02, 2.764237132070301186e+02, 2.751787720954389442e+02, 2.735176877807764981e+02, 2.753246322951729326e+02, 2.770839137574685651e+02, 2.754729143007297694e+02, 2.750750505347652961e+02, 2.763993372738112271e+02, 2.747411143936921007e+02, 2.746007816743841659e+02
1.978000000000000000e+03, 2.751222896597048475e+02, 2.778965124235954818e+02, 2.769356979402041361e+02, 2.751531875390024879e+02, 2.758302684628246766e+02, 2.759800317050090825e+02, 2.762616590972602921e+02, 2.759101385246739255e+02, 2.734455050103126155e+02, 2.747238369391532729e+02, 2.767508249556887563e+02, 2.749217017539152152e+02, 2.756331068436348346e+02, 2.767341867558623676e+02, 2.750651904466994324e+02, 2.746682233468210939e+02
1.979000000000000000e+03, 2.748897534151446962e+02, 2.780165864908020694e+02, 2.770889025518037556e+02, 2.755638546400231235e+02, 2.757308188156690676e+02, 2.763761134696339923e+02, 2.763224512146535972e+02, 2.759222391657000912e+02, 2.736123727964197769e+02, 2.750932973437207352e+02, 2.762844688627527034e+02, 2.753003370657226583e+02, 2.751903326418649272e+02, 2.767449682050103661e+02, 2.753156412612117379e+02, 2.746187732931227288e+02
1.980000000000000000e+03, 2.757724894766890316e+02, 2.785113559804108263e+02, 2.768246270247047391e+02, 2.749842477017277247e+02, 2.766234201682918865e+02, 2.761143434098089529e+02, 2.762678373568319898e+02, 2.756413972732253228e+02, 2.731348873374126356e+02, 2.751185302404389859e+02, 2.769034883094635120e+02, 2.750882615362824026e+02, 2.757093001427133458e+02, 2.761086850280272529e+02, 2.749930215842215375e+02, 2.744677125552757389e+02
1.981000000000000000e+03, 2.746709434481776952e+02, 2.788732869892662620e+02, 2.766993216864753435e+02, 2.754970758742148860e+02, 2.763713349203034113e+02, 2.759567883385486198e+02, 2.761027220254895838e+02, 2.754006233540047788e+02, 2.729803723621898826e+02, 2.756287387805523394e+02, 2.771258395480334684e+02, 2.754825593549215341e+02, 2.757618459891344855e+02, 2.768511286200410950e+02, 2.752262618787058841e+02, 2.752118488191257484e+02
1.982000000000000000e+03, 2.741961304360921190e+02, 2.780565886682616679e+02, 2.764238608692761545e+02, 2.752471201248502553e+02, 2.765759308946421697e+02, 2.763380655618831270e+02, 2.759118033434839390e+02, 2.756941327997737972e+02, 2.732045338612751948e+02, 2.746000886984857630e+02, 2.759778829162862621e+02, 2.757618661348365094e+02, 2.759852453552934435e+02, 2.767835375725720723e+02, 2.749381383750569512e+02, 2.746310304138880269e+02
1.983000000000000000e+03, 2.746067161606130753e+02, 2.774175072884352176e+02, 2.766030480710304005e+02, 2.753226358664786630e+02, 2.749620843652131157e+02, 2.768223209793159185e+02, 2.752968189559524603e+02, 2.753144225837492058e+02, 2.730465856735702346e+02, 2.750012578013609641e+02, 2.762873043465809246e+02, 2.750836613473612715e+02, 2.750498005939037967e+02, 2.761475719715146511e+02, 2.747465932986377766e+02, 2.749004840303377364e+02
1.984000000000000000e+03, 2.752424380418606233e+02, 2.780000764730143032e+02, 2.768465407972647085e+02, 2.752128409290775721e+02, 2.760029359196407768e+02, 2.763980769511928202e+02, 2.748358190094011206e+02, 2.746408760859459335e+02, 2.730792788516774294e+02, 2.752843811567994976e+02, 2.769107332066159302e+02, 2.752642384931158404e+02, 2.754113341195867406e+02, 2.757717669765076494e+02, 2.752984203339769351e+02, 2.746636867793146166e+02
1.985000000000000000e+03, 2.745847428881567112e+02, 2.790985349366353034e+02, 2.766537858044086988e+02, 2.754073993260975044e+02, 2.758756151770176643e+02, 2.766332822028566056e+02, 2.754886336551666091e+02, 2.751526039059620530e+02, 2.736266079723970392e+02, 2.752416233186044678e+02, 2.772273706867924830e+02, 2.752805429303210190e+02, 2.755074753815038662e+02, 2.762723201135094087e+02, 2.755804172367591605e+02, 2.745821385289941077e+02
1.986000000000000000e+03, 2.749829087387441291e+02, 2.790869985063538934e+02, 2.765067622474379618e+02, 2.756107334621140126e+02, 2.758375336105514180e+02, 2.766423478642292366e+02, 2.758546375486764077e+02, 2.754332928021747762e+02, 2.733517203226042511e+02, 2.750833471291076648e+02, 2.772471537994826463e+02, 2.752650796150664974e+02, 2.757231064757108925e+02, 2.765605119016849471e+02, 2.760011364387283379e+02, 2.749980239840552372e+02
1.987000000000000000e+03, 2.745916809569366706e+02, 2.785375469451970503e+02, 2.764238595697517553e+02, 2.760039016145922801e+02, 2.765895958733198654e+02, 2.762086403544469704e+02, 2.756873828272348419e+02, 2.750545358342387203e+02, 2.738403311791150827e+02, 2.751483098637887110e+02, 2.770837317364785122e+02, 2.755080888735655549e+02, 2.758380771684039701e+02, 2.768018699575118831e+02, 2.753280152751228229e+02, 2.748366013901086262e+02
1.988000000000000000e+03, 2.746117702607664341e+02, 2.783902240762110409e+02, 2.765427823561649916e+02, 2.753762559964421825e+02, 2.763524663465385629e+02, 2.761001958629437354e+02, 2.753366784978939563e+02, 2.749204712559755990e+02, 2.738506767496152747e+02, 2.748594280880750489e+02, 2.775374891867315341e+02, 2.751114422977140066e+02, 2.755884593427283562e+02, 2.769897318028994846e+02, 2.754816702456535609e+02, 2.754618049984620143e+02
1.989000000000000000e+03, 2.753372201733632210e+02, 2.785982842983133310e+02, 2.767813176796166204e+02, 2.752633332370181733e+02, 2.764714962867954000e+02, 2.764116049461860598e+02, 2.758417504564325782e+02, 2.751660558175864253e+02, 2.739114250057040749e+02, 2.746692986388600843e+02, 2.775804615591801507e+02, 2.753346662788057415e+02, 2.755992397991436178e+02, 2.773170205110698134e+02, 2.758286223192702096e+02, 2.753708769433999919e+02
1.990000000000000000e+03, 2.750452350750864525e+02, 2.793192831290882054e+02, 2.768479773595791471e+02, 2.757201184292066500e+02, 2.767246398688277509e+02, 2.767527572752638889e+02, 2.762155495761306270e+02, 2.766527086613439224e+02, 2.743342194249998443e+02, 2.754629035497471818e+02, 2.763984138223269724e+02, 2.757996380767091864e+02, 2.757641771900110257e+02, 2.767552334477625777e+02, 2.760563408124676812e+02, 2.750460588819573786e+02
1.991000000000000000e+03, 2.751103266983263893e+02, 2.789075089492886264e+02, 2.771681888240341891e+02, 2.753578126677425644e+02, 2.769554723193268728e+02, 2.768918622817624282e+02, 2.765283066762949034e+02, 2.763867613183468848e+02, 2.741507722105723133e+02, 2.755510964478146434e+02, 2.772912183315614811e+02, 2.762940774368062193e+02, 2.759500160208231136e+02, 2.764708080174836482e+02, 2.753440127905767554e+02, 2.749921647202620534e+02
1.992000000000000000e+03, 2.741765318492432471e+02, 2.778818850276652483e+02, 2.764337062811385408e+02, 2.754014972641608665e+02, 2.757033739210634167e+02, 2.765009436641029765e+02, 2.759002917349719155e+02, 2.755903621214210375e+02, 2.731775226085509303e+02, 2.755144476058334817e+02, 2.762429274872554288e+02, 2.752175937394425773e+02, 2.752895109497640078e+02, 2.765859007378761021e+02, 2.757560680112811156e+02, 2.749937895753767521e+02
1.993000000000000000e+03, 2.751136906182998132e+02, 2.775488834509357048e+02, 2.766665519161257976e+02, 2.750579230000643634e+02, 2.758910991182427779e+02, 2.767289621045665626e+02, 2.754311144297931264e+02, 2.758381505127186415e+02, 2.732486664994892180e+02, 2.745422663966652408e+02, 2.765736472760839320e+02, 2.748577177648107863e+02, 2.754073204916858231e+02, 2.768533885145682802e+02, 2.758361985734048289e+02, 2.745365463064723031e+02
1.994000000000000000e+03, 2.758260004051291503e+02, 2.776804930376608240e+02, 2.765241712985997538e+02, 2.760183084011461006e+02, 2.763325702877990580e+02, 2.763747062197327296e+02, 2.757846053558063772e+02, 2.758769946118084135e+02, 2.741326451757389577e+02, 2.756127349026732531e+02, 2.764320137981256380e+02, 2.752474284660975172e+02, 2.761949634432405674e+02, 2.771004636294873080e+02, 2.755020123672669570e+02, 2.749764836624746636e+02
1.995000000000000000e+03, 2.747713425981759769e+02, 2.785696582173965226e+02, 2.766891367790556160e+02, 2.758403824962201156e+02, 2.766158998894800334e+02, 2.761686770510688120e+02, 2.757201820459119403e+02, 2.761228453834202696e+02, 2.741373215259694689e+02, 2.756131183280688788e+02, 2.767351052127614253e+02, 2.753524456409733148e+02, 2.756744516352154619e+02, 2.771170673720060904e+02, 2.757920797262203791e+02, 2.752604930849981315e+02
1.996000000000000000e+03, 2.749185689896766576e+02, 2.791258626866292047e+02, 2.776413066326231842e+02, 2.758508066027150107e+02, 2.765299974932202076e+02, 2.768948924406456626e+02, 2.759521893701823956e+02, 2.756836373853239479e+02, 2.744498032347770504e+02, 2.753245758147612037e+02, 2.764549145433903732e+02, 2.752188538597596335e+02, 2.760844141946445234e+02, 2.769585719719211170e+02, 2.758123621636217990e+02, 2.752952893588142160e+02
1.997000000000000000e+03, 2.755939613589936812e+02, 2.790924077640676160e+02, 2.773966776464030772e+02, 2.763801209535325825e+02, 2.767353176259870224e+02, 2.775784028395112841e+02, 2.764077900618860326e+02, 2.761908549461975326e+02, 2.738130270947270333e+02, 2.756580570334294293e+02, 2.766762589234534744e+02, 2.754512543718533379e+02, 2.764295657960222456e+02, 2.774442789248703889e+02, 2.760460249579925289e+02, 2.755733588797679090e+02
1.998000000000000000e+03, 2.751795809456224333e+02, 2.790725536514125338e+02, 2.773779834587535902e+02, 2.764578466717143215e+02, 2.763597872849593955e+02, 2.774943317853392841e+02, 2.765924925831324686e+02, 2.758752612925410972e+02, 2.744752984197799606e+02, 2.763312130774435786e+02, 2.777728959061391265e+02, 2.760533448888525641e+02, 2.761373839491594708e+02, 2.767998051883573680e+02, 2.753795300687450549e+02, 2.753334551025214978e+02
1.999000000000000000e+03, 2.756219644022583566e+02, 2.786829119780369410e+02, 2.777179565615438150e+02, 2.763260401900562897e+02, 2.763370838036539681e+02, 2.775525597572195124e+02, 2.765541598373778243e+02, 2.753957671622113139e+02, 2.745380881706489617e+02, 2.758654378892246655e+02, 2.771471625310757645e+02, 2.760524136643339261e+02, 2.761427502470446598e+02, 2.770861078242977555e+02, 2.760466447738726288e+02, 2.756191504496403581e+02
2.000000000000000000e+03, 2.755090957210537113e+02, 2.787410883632596210e+02, 2.773082691006347886e+02, 2.764581507072415434e+02, 2.766999032231562410e+02, 2.778474122839182314e+02, 2.761378653337622495e+02, 2.754335799899257040e+02, 2.746680651065136658e+02, 2.750356176922430222e+02, 2.768793317343117906e+02, 2.757698548959149321e+02, 2.760445420083705130e+02, 2.768510561537914896e+02, 2.753019287244496809e+02, 2.758418769766547598e+02
2.001000000000000000e+03, 2.756482933621908273e+02, 2.793280958228907025e+02, 2.774827840869611464e+02, 2.761088330197686673e+02, 2.767187658944610575e+02, 2.783802662508962271e+02, 2.764216192261063725e+02, 2.764020007091612001e+02, 2.749174595416754414e+02, 2.756714645899614311e+02, 2.782516455332778378e+02, 2.764521697495441117e+02, 2.757130325083198272e+02, 2.775621759281564209e+02, 2.762551765210035342e+02, 2.751674934755804998e+02
2.002000000000000000e+03, 2.756765975705167193e+02, 2.791267808839617146e+02, 2.776119722961534535e+02, 2.761816844518417042e+02, 2.770917630636482727e+02, 2.772309041063841732e+02, 2.764293299996499513e+02, 2.761985679131674942e+02, 2.749588527541328631e+02, 2.752512909211015426e+02, 2.779017038592742779e+02, 2.762143463660973453e+02, 2.757964455765506955e+02, 2.782272649804727394e+02, 2.760935418631106586e+02, 2.752431094671624123e+02
2.003000000000000000e+03, 2.754111947981742787e+02, 2.792182578889383535e+02, 2.783215839762199266e+02, 2.765431570829691736e+02, 2.767373128380615412e+02, 2.775527856173227974e+02, 2.762618455266971296e+02, 2.762707213873748628e+02, 2.754832650751672531e+02, 2.757046700450873118e+02, 2.781591689008119488e+02, 2.758320488217185016e+02, 2.758691736687331399e+02, 2.778572097822487876e+02, 2.762295695974760861e+02, 2.754195276931438912e+02
2.004000000000000000e+03, 2.755985471752922535e+02, 2.792453162703542944e+02, 2.782776577277842875e+02, 2.764704837876237775e+02, 2.768008873444701976e+02, 2.772555600984883313e+02, 2.770143611672550605e+02, 2.767000609923874777e+02, 2.751817175932026203e+02, 2.758885919196550844e+02, 2.777454144955747211e+02, 2.766027922064465656e+02, 2.766974733250910958e+02, 2.775136028915478050e+02, 2.764898894043444102e+02, 2.757858993926481617e+02
2.005000000000000000e+03, 2.759048470449811816e+02, 2.796351940981127768e+02, 2.783186050507281948e+02, 2.764213280124617995e+02, 2.768995394261878573e+02, 2.773541689189333965e+02, 2.766181780963755159e+02, 2.774825764827768921e+02, 2.748577620292418260e+02, 2.761009377889756706e+02, 2.776529640147013538e+02, 2.761877974838067189e+02, 2.764001208605928355e+02, 2.775668825303412177e+02, 2.765000847123470749e+02, 2.753045012174646899e+02
2.006000000000000000e+03, 2.754664078066342086e+02, 2.786088038914571712e+02, 2.781252091010026675e+02, 2.761315375343804703e+02, 2.767099986535669132e+02, 2.769667429798084299e+02, 2.767571213110649069e+02, 2.763385063437499980e+02, 2.747443140101955805e+02, 2.756974604597307916e+02, 2.776455619213099340e+02, 2.758515755333674520e+02, 2.762151404313970602e+02, 2.775767903494130451e+02, 2.762225301468708381e+02, 2.755236368543103254e+02
2.007000000000000000e+03, 2.757252774486061639e+02, 2.786156934436605752e+02, 2.778441591877315773e+02, 2.760325341489975131e+02, 2.768122615545946132e+02, 2.775122723073173461e+02, 2.763551880489985138e+02, 2.766424899896428542e+02, 2.748810662609978976e+02, 2.761107620802056886e+02, 2.786270462443901579e+02, 2.757407162885319281e+02, 2.763208791939719617e+02, 2.783974960816385646e+02, 2.765200204220597584e+02, 2.762929247631604426e+02
2.008000000000000000e+03, 2.758222583435203887e+02, 2.791155968890067243e+02, 2.777286109492489459e+02, 2.767261774428966419e+02, 2.766334770122996929e+02, 2.776368683587391502e+02, 2.768275912946633639e+02, 2.761924780452303025e+02, 2.754382630043158997e+02, 2.761399903509690716e+02, 2.792090881968064764e+02, 2.758577406295303263e+02, 2.767475295673769438e+02, 2.782387145667829031e+02, 2.770012318761832262e+02, 2.756240327531182857e+02
2.009000000000000000e+03, 2.764611298247779132e+02, 2.792480886846764747e+02, 2.780439062429696264e+02, 2.769195103468281332e+02, 2.766824296740682030e+02, 2.772693928875042388e+02, 2.769068502355870578e+02, 2.759642475311272847e+02, 2.753661871414455504e+02, 2.766326195174055442e+02, 2.787986148914869773e+02, 2.760738112699785347e+02, 2.766647185316551827e+02, 2.776755622105154657e+02, 2.763393276305060908e+02, 2.763474733102146388e+02
2.010000000000000000e+03, 2.764193727764110804e+02, 2.796035072225989779e+02, 2.780302438721282670e+02, 2.772721694766756286e+02, 2.769546885201079363e+02, 2.773048636985717508e+02, 2.767044308292924484e+02, 2.760754592396846760e+02, 2.751000354632835752e+02, 2.761287440588073423e+02, 2.779554356832458666e+02, 2.759777274488840249e+02, 2.763599433902383566e+02, 2.779975586423403797e+02, 2.769494962585172289e+02, 2.765811772401797839e+02
2.011000000000000000e+03, 2.767652220284907116e+02, 2.790965773139949420e+02, 2.779723626064189830e+02, 2.772182949107286163e+02, 2.767749542038611708e+02, 2.779255776997015346e+02, 2.763482338722491249e+02, 2.762374354299902279e+02, 2.750651715688383661e+02, 2.763756816975648007e+02, 2.780062721197547262e+02, 2.761122324462458550e+02, 2.773108684851258658e+02, 2.780034200725092433e+02, 2.766432350947041527e+02, 2.761694535327628159e+02
2.012000000000000000e+03, 2.757589838476346245e+02, 2.789358860292966256e+02, 2.782732790363604067e+02, 2.765742449860833858e+02, 2.765480803583765237e+02, 2.778327538421950749e+02, 2.764182665458138786e+02, 2.766227448309964529e+02, 2.753721933175256140e+02, 2.767911963913038562e+02, 2.786834365913014153e+02, 2.761133713289701745e+02, 2.767364684086696798e+02, 2.787405702620818033e+02, 2.769520001580549433e+02, 2.758557401079725082e+02
2.013000000000000000e+03, 2.761640368368393865e+02, 2.791964948405062046e+02, 2.778257372860256282e+02, 2.772807662494254259e+02, 2.770521681813797841e+02, 2.778570034846007388e+02, 2.765647911047514640e+02, 2.764883759477585841e+02, 2.755537019867577442e+02, 2.764473185824697339e+02, 2.781837704860241161e+02, 2.766460331724927073e+02, 2.762704136384908793e+02, 2.785448646350486115e+02, 2.768450740998270589e+02, 2.757000293766820960e+02
2.014000000000000000e+03, 2.763645504491965994e+02, 2.794819040534296164e+02, 2.779584820490636048e+02, 2.778022035768821070e+02, 2.770766626348288355e+02, 2.782275444782954992e+02, 2.766941933703139966e+02, 2.766211917346860787e+02, 2.756662249498182859e+02, 2.760898843788545491e+02, 2.782290023248161219e+02, 2.763756267889830838e+02, 2.762802091855315894e+02, 2.784853605106429200e+02, 2.768808599408739610e+02, 2.764214058962163563e+02
