year, INM-CM5-0, CMCC-CM2-SR5, MIROC-ES2L, EC-Earth3-Veg, MPI-ESM1-2-LR, ACCESS-ESM1-5, IPSL-CM6A-LR, NorESM2-LM, CESM2-WACCM, CNRM-ESM2-1, GFDL-ESM4, UKESM1-0-LL, TaiESM1, INM-CM4-8, CanESM5, NorESM2-MM
1.971000000000000000e+03, 1.192361243838673630e+02, 5.391166680415600609e+01, 7.667914150877176382e+01, 4.116514495911978599e+01, 3.357928633316799250e+01, 9.835119137159385616e+01, 3.816296373353313953e+01, 5.627682017759311606e+01, 5.975619966487286661e+01, 8.341271799504670525e+01, 6.997854935156161105e+01, 6.542283416180782751e+01, 3.917179275326856214e+01, 1.157172300377768579e+02, 6.762104029877579592e+01, 5.819490434558166214e+01
1.972000000000000000e+03, 1.194422472004106481e+02, 5.387895153959624395e+01, 7.666175029970511901e+01, 4.117532047984808941e+01, 3.380747610269780523e+01, 9.831530797622812656e+01, 3.824800865468422018e+01, 5.639106226739692573e+01, 5.979277160562784132e+01, 8.349689693265447943e+01, 6.994303484799853265e+01, 6.524520223350704384e+01, 3.972862432519589504e+01, 1.159237414354390978e+02, 6.773409542594943389e+01, 5.831618599593988250e+01
1.973000000000000000e+03, 1.194949294572236624e+02, 5.351971523592143143e+01, 7.669553124479112682e+01, 4.123287586055617027e+01, 3.412544659096761990e+01, 9.853165104174102851e+01, 3.845941604624907484e+01, 5.637480513059158937e+01, 5.990117473487799060e+01, 8.366869898179236031e+01, 7.003870537852706946e+01, 6.519707369396611796e+01, 3.951300371733263717e+01, 1.156766327024782299e+02, 6.794472716980736493e+01, 5.837595562820796857e+01
1.974000000000000000e+03, 1.195472727872474366e+02, 5.334955272901754597e+01, 7.698779436096042161e+01, 4.150480981874121511e+01, 3.409248468576605973e+01, 9.883412192314025901e+01, 3.848367870204231167e+01, 5.631187548931203679e+01, 6.010389792227567796e+01, 8.371623385017458929e+01, 6.995856250238082907e+01, 6.495642633938852839e+01, 3.915847837108164953e+01, 1.153746817306193861e+02, 6.796700192245909022e+01, 5.850920819256360517e+01
1.975000000000000000e+03, 1.193844337883502220e+02, 5.378689787477706830e+01, 7.727797764208362707e+01, 4.149566400940905453e+01, 3.395095359804685131e+01, 9.912313874742058317e+01, 3.860231064675543422e+01, 5.626908174376287519e+01, 5.995581605330339414e+01, 8.387922195043691431e+01, 6.982247574811366064e+01, 6.475894108785880121e+01, 3.906761929444830628e+01, 1.153974699953509315e+02, 6.796653340401994114e+01, 5.870376833038558573e+01
1.976000000000000000e+03, 1.197181387686324712e+02, 5.370179292279170369e+01, 7.747743529026851661e+01, 4.137441272584955954e+01, 3.404650171073759424e+01, 9.935306172625101340e+01, 3.866160120894644336e+01, 5.627258652409096129e+01, 6.008077668454421172e+01, 8.416697726128292345e+01, 6.955692929944693503e+01, 6.479786854909043825e+01, 3.942909618866463006e+01, 1.152198907892429673e+02, 6.794604719856053521e+01, 5.889268019769049545e+01
1.977000000000000000e+03, 1.199849509125144635e+02, 5.403716108196682200e+01, 7.773631736247102708e+01, 4.145137224687003652e+01, 3.380267805047319030e+01, 9.954241843836192061e+01, 3.868642661268698646e+01, 5.636063438838206707e+01, 6.040470854342017759e+01, 8.450098049731896310e+01, 6.955469669624842766e+01, 6.493697873140338572e+01, 3.955819189205934805e+01, 1.151469033434888587e+02, 6.805518658667770637e+01, 5.893616006806892216e+01
1.978000000000000000e+03, 1.199971708978292639e+02, 5.424296862461123681e+01, 7.797388459481319956e+01, 4.150442092993135645e+01, 3.370084164419268546e+01, 9.963395463535911745e+01, 3.886022860818778213e+01, 5.634083864682379783e+01, 6.050850904671391106e+01, 8.478403733489273009e+01, 6.970802801399018733e+01, 6.492869709063607786e+01, 3.908065607528592977e+01, 1.151434730336142422e+02, 6.798898381300918459e+01, 5.898477084754554767e+01
1.979000000000000000e+03, 1.201928951871362585e+02, 5.433785486755236604e+01, 7.794980352201869778e+01, 4.169548091428851677e+01, 3.350954834655176739e+01, 9.961537309862895029e+01, 3.901217857430182789e+01, 5.624576114361802581e+01, 6.052001655002995761e+01, 8.508125785560247323e+01, 6.982676427229006322e+01, 6.496970561630905650e+01, 3.879947228711052531e+01, 1.149702592991150141e+02, 6.791787331459813970e+01, 5.896901936878395389e+01
1.980000000000000000e+03, 1.204583486918594559e+02, 5.456468781084380026e+01, 7.813445892079406008e+01, 4.194994055437357616e+01, 3.378963781904511166e+01, 9.977609826066309040e+01, 3.941461991875068804e+01, 5.632647862977134423e+01, 6.058980770337323918e+01, 8.513713804565155385e+01, 6.945381902610255054e+01, 6.494692803809356008e+01, 3.917285604995947779e+01, 1.151502198343624599e+02, 6.767379202450358378e+01, 5.905159393550626135e+01
1.981000000000000000e+03, 1.206927042318299357e+02, 5.458402207997561106e+01, 7.826784670654703291e+01, 4.221445679762045700e+01, 3.387394684023316671e+01, 1.000292636486241804e+02, 3.971901409621344214e+01, 5.648816048586247263e+01, 6.054870369406174291e+01, 8.523961409938193867e+01, 6.925817709415021284e+01, 6.503232690488394496e+01, 3.871558694951466606e+01, 1.150214606317107098e+02, 6.770972897957588543e+01, 5.925856709090501795e+01
1.982000000000000000e+03, 1.210237149007796233e+02, 5.461659005707434034e+01, 7.802219351935498537e+01, 4.244807841170603524e+01, 3.389501680557117425e+01, 1.003107875469123798e+02, 3.995457159968672300e+01, 5.657693720265710624e+01, 6.075759330152232707e+01, 8.517701184854790597e+01, 6.929251630902665227e+01, 6.514968500441725041e+01, 3.917604750464357721e+01, 1.149677925921361634e+02, 6.805949793057034469e+01, 5.959387188062768814e+01
1.983000000000000000e+03, 1.220053710466656440e+02, 5.404144400123234249e+01, 7.796436227725858714e+01, 4.218873549884734331e+01, 3.403134662844006186e+01, 1.004916806554675901e+02, 4.002715816272517912e+01, 5.666566038304677733e+01, 6.105031296187478773e+01, 8.574573200860353950e+01, 6.931715263201976995e+01, 6.510704914139121513e+01, 3.991882281312916803e+01, 1.149287699379689087e+02, 6.823469254910166626e+01, 5.956461383715767255e+01
1.984000000000000000e+03, 1.222451583818771752e+02, 5.521538649458153714e+01, 7.787415529566554540e+01, 4.233641439785195359e+01, 3.423805878991744578e+01, 1.006887872495613152e+02, 4.009086286147182676e+01, 5.665817881289325442e+01, 6.131163388345323284e+01, 8.590430767204900064e+01, 6.937021082430685226e+01, 6.517602140750790340e+01, 4.007225650520035742e+01, 1.153128362899307291e+02, 6.849259992937253116e+01, 5.943984487678802253e+01
1.985000000000000000e+03, 1.220450367201816704e+02, 5.545586532063704510e+01, 7.806878395289177774e+01, 4.223430867125601651e+01, 3.413709646264900499e+01, 1.007372517260611318e+02, 4.007922874891696807e+01, 5.672748464154611270e+01, 6.153474029516267052e+01, 8.613967919381579463e+01, 6.942070973666037048e+01, 6.509029189256818881e+01, 3.935818361062936788e+01, 1.152556443285002672e+02, 6.874090538566505870e+01, 5.939840186117305620e+01
1.986000000000000000e+03, 1.220733093812593069e+02, 5.459091605701981109e+01, 7.813992481120642708e+01, 4.249496521804820759e+01, 3.407152057613399876e+01, 1.008962590585468746e+02, 4.013240305679585873e+01, 5.667344860162759801e+01, 6.159624585315363277e+01, 8.657562371976995053e+01, 6.944913311658099531e+01, 6.492982077751530312e+01, 3.913295380603825890e+01, 1.152166515221307748e+02, 6.883978415328309097e+01, 5.951880421188535308e+01
1.987000000000000000e+03, 1.219649157071242485e+02, 5.442870509821421621e+01, 7.846871199295891586e+01, 4.255252024021975643e+01, 3.407690228255859211e+01, 1.011152824269418176e+02, 4.028822827381667082e+01, 5.655684677021279327e+01, 6.172293322769785817e+01, 8.654516277252990619e+01, 6.961335935059049973e+01, 6.496047789685079010e+01, 4.004254478845938792e+01, 1.152211833349794290e+02, 6.902274330189318619e+01, 5.952598184682302218e+01
1.988000000000000000e+03, 1.219427276820653105e+02, 5.500043463724130532e+01, 7.882153778178557957e+01, 4.288540547220591037e+01, 3.399379933705575496e+01, 1.013116175607378011e+02, 4.061233790013222489e+01, 5.655600134992629791e+01, 6.179583959018167860e+01, 8.700752982223916376e+01, 6.957598533295249865e+01, 6.498407029993065009e+01, 4.005639721617389171e+01, 1.152794176737525191e+02, 6.914396748775590140e+01, 5.939538200132727752e+01
1.989000000000000000e+03, 1.219855921094172118e+02, 5.534264311245330248e+01, 7.889534387187325137e+01, 4.275534747653632905e+01, 3.414551386920690845e+01, 1.015397182486098586e+02, 4.095257365610430611e+01, 5.675311049241129524e+01, 6.187251706936852713e+01, 8.698790800029649972e+01, 6.962138286847768143e+01, 6.505391281434246764e+01, 4.010810811997307468e+01, 1.152286202212201687e+02, 6.940359103924153317e+01, 5.929792743879198014e+01
1.990000000000000000e+03, 1.218699711491880890e+02, 5.492658617503779084e+01, 7.948942886514961970e+01, 4.267946431351139580e+01, 3.406360464797129595e+01, 1.016679615414173554e+02, 4.108046853307155999e+01, 5.703727796564352559e+01, 6.184925279286660782e+01, 8.723919754480736799e+01, 6.958101564898386471e+01, 6.520116697120310789e+01, 3.995731052515714055e+01, 1.152765192464997455e+02, 6.975520808885627844e+01, 5.961247071246025797e+01
1.991000000000000000e+03, 1.224370918641745476e+02, 5.524260707113131019e+01, 7.996623536969494239e+01, 4.242192665740977731e+01, 3.419982798036685523e+01, 1.016842851441781903e+02, 4.112615591223024580e+01, 5.721675743547663018e+01, 6.157161062866147461e+01, 8.754093575135240712e+01, 6.960699976177755843e+01, 6.527269034836172068e+01, 3.987257632856280054e+01, 1.158177058522481389e+02, 6.981559472069704952e+01, 5.992141492309499995e+01
1.992000000000000000e+03, 1.229710743083576858e+02, 5.535108572929922843e+01, 8.020146714930878318e+01, 4.303179665605186699e+01, 3.446510263252456951e+01, 1.019177535829771699e+02, 4.136850593855726288e+01, 5.734302995246063261e+01, 6.158824150968646194e+01, 8.786268921175697244e+01, 6.939664762694326328e+01, 6.513739291847106472e+01, 4.077169797387650618e+01, 1.163013538285782289e+02, 6.985797792889619018e+01, 6.004928557998773897e+01
1.993000000000000000e+03, 1.233092467581485323e+02, 5.544594859368466189e+01, 8.021714191883940259e+01, 4.349194289332211127e+01, 3.449833490312171591e+01, 1.021107876599656947e+02, 4.160271455579440669e+01, 5.729121142580995496e+01, 6.202455903640273505e+01, 8.818358650399551379e+01, 6.929498676119186484e+01, 6.514809314100793358e+01, 4.050198218531016892e+01, 1.165208067023470875e+02, 6.999500195771491917e+01, 6.016068293642585019e+01
1.994000000000000000e+03, 1.234853689516291553e+02, 5.557044719254715659e+01, 7.997610286837539206e+01, 4.340134948978339935e+01, 3.455739120570171963e+01, 1.021389952553426355e+02, 4.189409301425447296e+01, 5.732631570019708533e+01, 6.231826523360570036e+01, 8.806836301957696378e+01, 6.932915619691247855e+01, 6.544972862188002694e+01, 4.008773310277593538e+01, 1.166041111296297146e+02, 7.025178158401546114e+01, 6.027895820446801167e+01
1.995000000000000000e+03, 1.234081317853403874e+02, 5.485385569240445136e+01, 8.021541902321571627e+01, 4.376846710949284613e+01, 3.443889799441971888e+01, 1.023842192957274193e+02, 4.208976474908568832e+01, 5.742228365932759715e+01, 6.226929000098100175e+01, 8.836257418847402789e+01, 6.951615885971763475e+01, 6.549657472377236900e+01, 3.995947948347288303e+01, 1.167846715374917039e+02, 7.034879858028629940e+01, 6.061290635771997870e+01
1.996000000000000000e+03, 1.233897284074966478e+02, 5.503630412527206062e+01, 8.087002744697302603e+01, 4.395384510802232114e+01, 3.461347942277512146e+01, 1.027830850639072651e+02, 4.245820005229190741e+01, 5.768826505205422706e+01, 6.239272587039673112e+01, 8.870953943667046815e+01, 6.963867723897710960e+01, 6.564858950518184599e+01, 3.946547950116195835e+01, 1.171052842507139360e+02, 7.057514906675871202e+01, 6.070240690856687138e+01
1.997000000000000000e+03, 1.235846583589319039e+02, 5.508705629375590007e+01, 8.118997328459055041e+01, 4.426513632993055580e+01, 3.485233336816479266e+01, 1.031450962405180718e+02, 4.251888222560477004e+01, 5.795140274084234022e+01, 6.276487254686050932e+01, 8.936456151174233753e+01, 6.973595089555141158e+01, 6.561387801715581247e+01, 4.048456741164147132e+01, 1.174726271534027688e+02, 7.078785752590212610e+01, 6.075636098688596576e+01
1.998000000000000000e+03, 1.236718968540399715e+02, 5.539550088598567612e+01, 8.131791631364686168e+01, 4.442019919043443110e+01, 3.523728565448817562e+01, 1.032331978408602140e+02, 4.266488435856762607e+01, 5.816605830266085775e+01, 6.293683571218612371e+01, 8.973380950466898298e+01, 7.001409854611620176e+01, 6.577031033631583057e+01, 4.075870637347993863e+01, 1.177274579329467628e+02, 7.109477953839889608e+01, 6.082511336308007799e+01
1.999000000000000000e+03, 1.237674460567421448e+02, 5.485272232644444301e+01, 8.144769590803552717e+01, 4.474558442892222132e+01, 3.542796286149924612e+01, 1.034018676026304888e+02, 4.291838265504478755e+01, 5.831762499659264165e+01, 6.291381086050156313e+01, 9.015957340765918104e+01, 7.028347721663843117e+01, 6.596683611982476236e+01, 4.044506963489304496e+01, 1.179166638381522603e+02, 7.138038964819872945e+01, 6.107705972460520627e+01
2.000000000000000000e+03, 1.235386419287101063e+02, 5.493564239698229557e+01, 8.155049067932688445e+01, 4.496368074842784068e+01, 3.543329796193546599e+01, 1.035316871899433409e+02, 4.342592686354791454e+01, 5.864464550428576928e+01, 6.319673902155295764e+01, 9.067262689493732353e+01, 7.038893448855260715e+01, 6.621826662597726454e+01, 4.008300400320316470e+01, 1.181770972564216322e+02, 7.179440614911167984e+01, 6.131514369493333305e+01
2.001000000000000000e+03, 1.236644069200731195e+02, 5.553343957033535361e+01, 8.169020193174571887e+01, 4.495904347943046986e+01, 3.529035231909729475e+01, 1.036128089674588040e+02, 4.334598288062263549e+01, 5.910156011099759610e+01, 6.345736859080482617e+01, 9.083231096302537821e+01, 7.063270558410587796e+01, 6.639329645087954646e+01, 3.953422149313495737e+01, 1.182083524114774491e+02, 7.201961716497586963e+01, 6.135933288728207202e+01
2.002000000000000000e+03, 1.237530645255464918e+02, 5.601826618873512587e+01, 8.192042384116317066e+01, 4.490816821014714577e+01, 3.504747856594827482e+01, 1.038196110606689189e+02, 4.356655417087648630e+01, 5.910536001064440370e+01, 6.363702821071618843e+01, 9.090021641337062874e+01, 7.073048726157435340e+01, 6.678628788897434276e+01, 3.982538056587899433e+01, 1.183772021271413735e+02, 7.218620279459751998e+01, 6.129006705215985562e+01
2.003000000000000000e+03, 1.240926489745623229e+02, 5.600017572729979776e+01, 8.230138827500034893e+01, 4.508953323777413402e+01, 3.521337422274960716e+01, 1.041161255319389056e+02, 4.393813347013013981e+01, 5.897746993202122212e+01, 6.333895874893234890e+01, 9.128012272045798170e+01, 7.076244094772340532e+01, 6.707649748174492288e+01, 4.059102133234657117e+01, 1.188358415015974003e+02, 7.238892539403745729e+01, 6.135009335932408447e+01
2.004000000000000000e+03, 1.242823122201408523e+02, 5.516848056968478176e+01, 8.277186114509329684e+01, 4.524761992309455394e+01, 3.556811369382881338e+01, 1.043908662871856450e+02, 4.435556459188243394e+01, 5.889030608823357937e+01, 6.325097742299871584e+01, 9.213420437930973605e+01, 7.088479205550673612e+01, 6.733832664530554268e+01, 4.056010048375777188e+01, 1.191399727668576674e+02, 7.304000729023748306e+01, 6.156791527577131973e+01
2.005000000000000000e+03, 1.246483569724586005e+02, 5.555267550954577160e+01, 8.341456124755011103e+01, 4.553793520506697234e+01, 3.573500241169887914e+01, 1.047331067093707588e+02, 4.466898921985850990e+01, 5.883754393702647434e+01, 6.340195334842250219e+01, 9.241950626377391131e+01, 7.097006475986216856e+01, 6.757759761960343781e+01, 4.025479671110690560e+01, 1.191921436804353363e+02, 7.330003312440926777e+01, 6.185237911323703486e+01
2.006000000000000000e+03, 1.249935089038488343e+02, 5.627164097659068176e+01, 8.380199491383861243e+01, 4.522042360316763165e+01, 3.552855871336405613e+01, 1.051378367721703313e+02, 4.491226204445577963e+01, 5.915244689549889046e+01, 6.362270681005431783e+01, 9.310244604343286312e+01, 7.126961593524889338e+01, 6.772977791315017271e+01, 3.933232267248681069e+01, 1.197429859023879288e+02, 7.376567206008861888e+01, 6.188628483845560879e+01
2.007000000000000000e+03, 1.251545070925261598e+02, 5.645534967031024109e+01, 8.376366837790637021e+01, 4.540209643002609852e+01, 3.559078248857369431e+01, 1.054073648996235590e+02, 4.506977311590971880e+01, 5.954377781150270721e+01, 6.390174224359205368e+01, 9.322519082817379399e+01, 7.122642546033623034e+01, 6.770830881532593537e+01, 3.948426465298804544e+01, 1.200323416813405544e+02, 7.409735847232956019e+01, 6.213109041452680970e+01
2.008000000000000000e+03, 1.254052088146154631e+02, 5.712426961652294466e+01, 8.403966375961508106e+01, 4.567608494918611939e+01, 3.590824881092270715e+01, 1.056884222677414158e+02, 4.531643325527607402e+01, 5.989116090108708335e+01, 6.441816100115698873e+01, 9.348880170209184826e+01, 7.128047657335692122e+01, 6.795234815206890744e+01, 4.068711611116640370e+01, 1.202494578881723157e+02, 7.424564830822365025e+01, 6.219186229069639182e+01
2.009000000000000000e+03, 1.254690796430895574e+02, 5.625001007372205208e+01, 8.474458194728289584e+01, 4.608041317385196578e+01, 3.607432704906240417e+01, 1.058673492701576606e+02, 4.581944583949537986e+01, 5.999058279298015606e+01, 6.466160729929140416e+01, 9.403488200681869102e+01, 7.149278825300318374e+01, 6.817271390432011913e+01, 4.143734788392265500e+01, 1.211097941402285727e+02, 7.450400912601597270e+01, 6.246096472067743832e+01
2.010000000000000000e+03, 1.255114661020553939e+02, 5.558801943698348680e+01, 8.550173917976863436e+01, 4.636069483724934770e+01, 3.613723629470035092e+01, 1.059273192275314415e+02, 4.627355469877846161e+01, 6.019061240807432256e+01, 6.465946313952835567e+01, 9.526698944428814286e+01, 7.168240703793247803e+01, 6.845462678872378604e+01, 4.054255161228888227e+01, 1.217585051727274958e+02, 7.493381996299829950e+01, 6.283361795418906581e+01
2.011000000000000000e+03, 1.253556248684457444e+02, 5.600298525774352498e+01, 8.562736118231745763e+01, 4.668284572945366051e+01, 3.629421715099321943e+01, 1.063050907009983774e+02, 4.654112267095622713e+01, 6.056175560763597332e+01, 6.502476650565705540e+01, 9.555409896980721385e+01, 7.199746021575957400e+01, 6.876121575465148794e+01, 4.100122013876379867e+01, 1.221507749869234374e+02, 7.548995991050072973e+01, 6.309047324314991556e+01
2.012000000000000000e+03, 1.255198755424655559e+02, 5.627118400064626513e+01, 8.620138749470181949e+01, 4.705947722776550535e+01, 3.681395951731544613e+01, 1.065664123925604088e+02, 4.687441136682940623e+01, 6.068964515193272291e+01, 6.551644055422066515e+01, 9.550905796079952381e+01, 7.215978330888533776e+01, 6.897130626729185110e+01, 4.095419754751789299e+01, 1.220359798177526045e+02, 7.578158575501905148e+01, 6.319066146070253609e+01
2.013000000000000000e+03, 1.258519876061991738e+02, 5.750833376320225199e+01, 8.629472398482933215e+01, 4.735834566993910499e+01, 3.689719146263117011e+01, 1.069604056333791959e+02, 4.717822068004823421e+01, 6.094652096060339375e+01, 6.605289904226374631e+01, 9.665345030833188389e+01, 7.242647097682649360e+01, 6.929370300376399427e+01, 4.094965932531268749e+01, 1.219985489190787433e+02, 7.623279343057703272e+01, 6.345640853774172996e+01
2.014000000000000000e+03, 1.261555285358183909e+02, 5.686080406356347083e+01, 8.700162350058209881e+01, 4.714100070778731322e+01, 3.697770086497120445e+01, 1.071045183039255022e+02, 4.757941792413875959e+01, 6.138384691294682227e+01, 6.601816133031843492e+01, 9.637774466950168062e+01, 7.243063565522651004e+01, 6.969978588477795256e+01, 4.030888180711792756e+01, 1.221351111860141714e+02, 7.690722567420621658e+01, 6.396285997971256876e+01
