year, UKESM1-0-LL, CNRM-ESM2-1, TaiESM1, NorESM2-LM, ACCESS-ESM1-5, CanESM5, EC-Earth3-Veg, CMCC-ESM2, NorESM2-MM, INM-CM5-0, MPI-ESM1-2-LR, GFDL-ESM4, IPSL-CM6A-LR, CESM2-WACCM, INM-CM4-8, MIROC-ES2L
1.880000000000000000e+03, 2.281971178508121589e+00, 1.001958712574171129e+00, 1.589884195343493678e+00, 8.693707037844021768e-01, 9.741829116840633462e-01, 1.041444905663073905e+00, 1.351060552166034379e+00, 1.770658552159237731e+00, 9.027340529728941076e-01, 1.509798738173951271e+00, 1.337278654136398792e+00, 2.179478391953165950e+00, 1.018066069039187838e+00, 9.473770618248715802e-01, 1.513577105220173413e+00, 1.055418232607311380e+00
1.881000000000000000e+03, 2.253966817033408621e+00, 1.030609622975405371e+00, 1.603117194287133174e+00, 8.652166580943961849e-01, 9.545522823262982959e-01, 1.051642280534614393e+00, 1.416182808225806777e+00, 1.771001453308193252e+00, 8.902004809682195763e-01, 1.475563998472113170e+00, 1.322979390773160846e+00, 2.204298101814995192e+00, 1.026704124642768390e+00, 9.445457523881658490e-01, 1.532966893486683579e+00, 1.057118054594520018e+00
1.882000000000000000e+03, 2.225185813276887803e+00, 9.903220138339846601e-01, 1.606550049501738187e+00, 8.620867387025197282e-01, 9.700248515989395859e-01, 1.047724665533395161e+00, 1.426119625706949501e+00, 1.862708913610018335e+00, 9.006105030046713811e-01, 1.494817324301901840e+00, 1.280469312815044614e+00, 2.248567738007135830e+00, 1.046366191140480462e+00, 9.555843823174164919e-01, 1.520924281345304552e+00, 1.079218510322713209e+00
1.883000000000000000e+03, 2.266859048759836348e+00, 9.960917976714244171e-01, 1.523701897895462398e+00, 8.618256867986364700e-01, 9.900311572224830270e-01, 1.023410866090951776e+00, 1.412341193762880698e+00, 1.840261823255061380e+00, 8.887630983119733097e-01, 1.492055719526630186e+00, 1.301827139068891581e+00, 2.173740231617860452e+00, 1.036867261107870641e+00, 9.841881786622617145e-01, 1.514062616876119760e+00, 1.082558067933022006e+00
1.884000000000000000e+03, 2.246218706580874525e+00, 1.020708295054673975e+00, 1.492973918993129701e+00, 8.770548638375319506e-01, 1.013536405278343100e+00, 1.041056068540266999e+00, 1.458846071471788797e+00, 1.924945226022737321e+00, 8.849570422865378205e-01, 1.454916403242801470e+00, 1.294421268123007174e+00, 2.212773109856043696e+00, 1.017211707669545495e+00, 9.723266400653681751e-01, 1.501812483565904577e+00, 1.054667189642046310e+00
1.885000000000000000e+03, 2.263444874458678147e+00, 1.008715509530568877e+00, 1.484276368566471715e+00, 8.948863586025761485e-01, 1.010556533997336359e+00, 1.043755782997827009e+00, 1.457803704306343873e+00, 1.847858302556515175e+00, 8.853146856583435920e-01, 1.429762359053613929e+00, 1.306143355291737418e+00, 2.178403572641525177e+00, 1.005143615045696270e+00, 9.730846236254842019e-01, 1.456281864208550436e+00, 1.038092296488782873e+00
1.886000000000000000e+03, 2.224860311824575554e+00, 1.006695715631654497e+00, 1.549531749413876280e+00, 8.873656798475691998e-01, 1.005948019675789729e+00, 1.034549789933807196e+00, 1.419421640981880950e+00, 1.794037332671986507e+00, 8.944665614257912845e-01, 1.439859136653345528e+00, 1.301457162154942893e+00, 2.188846141339094054e+00, 1.039384520693507952e+00, 9.629121876708518490e-01, 1.524217934525338380e+00, 1.047426383892707813e+00
1.887000000000000000e+03, 2.246718724509161103e+00, 9.672308502464888047e-01, 1.525771997075684450e+00, 8.736954328013885052e-01, 1.000480140028678910e+00, 1.044541013202139323e+00, 1.381883075733305821e+00, 1.755100376732752876e+00, 8.982485019337509424e-01, 1.482734842060523306e+00, 1.290510402602600193e+00, 2.177942516494426162e+00, 1.036490727865601480e+00, 9.564870338998876509e-01, 1.520652263874377130e+00, 1.067126267517851224e+00
1.888000000000000000e+03, 2.261562334773373539e+00, 9.989151141003803636e-01, 1.577880317821823919e+00, 9.002055704823611615e-01, 1.000524584057759681e+00, 1.047639310000195723e+00, 1.354665814954563174e+00, 1.901694351006809169e+00, 9.106943500886788279e-01, 1.470779815583788563e+00, 1.283941895615279050e+00, 2.158054629223870258e+00, 1.024297855704029869e+00, 9.228398170470971662e-01, 1.518626179312161817e+00, 1.046139507046002670e+00
1.889000000000000000e+03, 2.260077012562813348e+00, 1.002699446255722826e+00, 1.583488217667691655e+00, 8.998291688927833043e-01, 1.007567464321391215e+00, 1.035135747859573296e+00, 1.371825087480276872e+00, 1.914962044946488806e+00, 9.296163922456577300e-01, 1.507308482143112416e+00, 1.293698928816964022e+00, 2.135354487017977032e+00, 1.030238929936789782e+00, 9.490327181395139533e-01, 1.483716093977523576e+00, 1.057310036260330044e+00
1.890000000000000000e+03, 2.254882822267493481e+00, 9.897196085501683838e-01, 1.625826651536462109e+00, 9.006939842666898954e-01, 1.018419255237452470e+00, 1.022314851461967766e+00, 1.371206299234184689e+00, 1.872867288923619089e+00, 9.251513174038928922e-01, 1.518608814437963250e+00, 1.297935715784445776e+00, 2.225895316547926495e+00, 1.007655105499041026e+00, 9.628719418490006010e-01, 1.516251391454735309e+00, 1.051815169204411315e+00
1.891000000000000000e+03, 2.253743155547409227e+00, 1.027421326665554968e+00, 1.562325987650651671e+00, 8.792883477934444469e-01, 1.004164168889561948e+00, 1.010617025536509228e+00, 1.441285525669753653e+00, 1.848473942133605830e+00, 9.356559677535259967e-01, 1.489211866457670785e+00, 1.294405236628163314e+00, 2.154601885489849877e+00, 1.000388043345141087e+00, 9.576640497752202386e-01, 1.513270946624672320e+00, 1.031394646815871230e+00
1.892000000000000000e+03, 2.265625020589931982e+00, 9.956139634436858010e-01, 1.482955643774076959e+00, 8.928648529455445182e-01, 9.775600122158851768e-01, 1.044241489077614382e+00, 1.395872020765042798e+00, 1.829595497227080703e+00, 9.297533862580271702e-01, 1.491451594735549335e+00, 1.266728292536079881e+00, 2.130078005247672213e+00, 9.924782427000437002e-01, 9.149247132167129815e-01, 1.486757355653630874e+00, 1.079724063780056920e+00
1.893000000000000000e+03, 2.215318915812777956e+00, 9.927671401805766571e-01, 1.425423220605616104e+00, 8.818013874495852500e-01, 9.770677011986209637e-01, 1.022705497378297634e+00, 1.375209381812571907e+00, 1.814175715873330486e+00, 9.192798182399130047e-01, 1.445102999857482695e+00, 1.295117951416926871e+00, 2.192807058998758052e+00, 9.983810692125006936e-01, 9.148203739132083623e-01, 1.520437156366891696e+00, 1.061518640152057991e+00
1.894000000000000000e+03, 2.238514264571509926e+00, 1.006451991969957493e+00, 1.538093450670972695e+00, 8.958142985730958019e-01, 9.801485586372925551e-01, 1.034858778044535965e+00, 1.404079183076528681e+00, 1.773744976921749927e+00, 8.942334008724937000e-01, 1.475167929199396877e+00, 1.281503292589222243e+00, 2.155866387638516901e+00, 1.019158189310891194e+00, 9.200426227571374405e-01, 1.512058544573467556e+00, 1.070342128066109177e+00
1.895000000000000000e+03, 2.237213528652583161e+00, 1.011890922106061685e+00, 1.625239421741863755e+00, 9.053774270565119187e-01, 9.905259108020205705e-01, 1.033167549971100829e+00, 1.419219097297463428e+00, 1.700851979433520622e+00, 8.834007421941233451e-01, 1.526486419679900841e+00, 1.288673868230382213e+00, 2.170757042082227084e+00, 1.031038047981415184e+00, 9.298264368512171307e-01, 1.512672275726534732e+00, 1.045003386456219374e+00
1.896000000000000000e+03, 2.247937703381511998e+00, 1.026214339208572746e+00, 1.594752410657662711e+00, 9.010886812721342620e-01, 1.003271311209992911e+00, 1.050989636443369957e+00, 1.430670279792327193e+00, 1.777091547193929921e+00, 8.866834933438828559e-01, 1.494600434572178393e+00, 1.275428779644774524e+00, 2.231592743694732039e+00, 1.049793936394989524e+00, 9.287241035282133295e-01, 1.526597884157633311e+00, 1.042539569712376712e+00
1.897000000000000000e+03, 2.245955051651204126e+00, 1.007563678556515629e+00, 1.549857548476333502e+00, 8.918062622533476924e-01, 1.026207205173730985e+00, 1.034318271581848636e+00, 1.458750796932309690e+00, 1.838417625628958385e+00, 9.202887191938239342e-01, 1.510783192519300266e+00, 1.291395137995337006e+00, 2.156573750931273903e+00, 1.038932088214522542e+00, 9.176747283309302228e-01, 1.557142191139722964e+00, 1.026698586582508232e+00
1.898000000000000000e+03, 2.222472902313409104e+00, 9.724798476906376665e-01, 1.464010441535130269e+00, 8.843546661499349648e-01, 1.019186540127473117e+00, 1.023735630203679969e+00, 1.415182695266966828e+00, 1.938522600362496240e+00, 9.353934813670614634e-01, 1.476484528194742296e+00, 1.293168390996737749e+00, 2.097637098225481722e+00, 1.026618635589428230e+00, 9.484375495952755974e-01, 1.548540576433056204e+00, 1.061031477713189508e+00
1.899000000000000000e+03, 2.206664390948921639e+00, 9.505519921519455240e-01, 1.525512383296695917e+00, 8.750368451011438786e-01, 1.001959920936061454e+00, 1.048003976309741070e+00, 1.416113292087866737e+00, 1.895878145031402173e+00, 9.477570630671808827e-01, 1.525533788452952511e+00, 1.287336012725521783e+00, 2.159163577401178369e+00, 1.014018461710773034e+00, 9.543924411951270059e-01, 1.523234946791425903e+00, 1.039804481978009454e+00
1.900000000000000000e+03, 2.215968593620333493e+00, 9.659984141104583921e-01, 1.612687931316147294e+00, 8.573811884407841477e-01, 1.000111127446974058e+00, 1.051415916354424773e+00, 1.361178934656506412e+00, 1.851405814957808538e+00, 9.305983679324447699e-01, 1.482715523792645484e+00, 1.271130266261902397e+00, 2.172300040957971135e+00, 1.030453116484115084e+00, 9.671343686868537626e-01, 1.532517796154198031e+00, 1.041661183060441642e+00
1.901000000000000000e+03, 2.213732212940403343e+00, 1.055871202824615773e+00, 1.566863759991435900e+00, 8.695035699993065581e-01, 9.743925980498192585e-01, 1.054571145260994047e+00, 1.383956238339368205e+00, 1.825216477532576320e+00, 9.160045406583919858e-01, 1.489470764024996452e+00, 1.276259030102263825e+00, 2.129360889834424064e+00, 1.064158781870885084e+00, 9.438063347231054889e-01, 1.525665937249902626e+00, 1.049369025275424416e+00
1.902000000000000000e+03, 2.194292478563022897e+00, 1.001359069627208331e+00, 1.552567334148711620e+00, 8.744961074460801953e-01, 9.507609440531749057e-01, 1.031025322413397172e+00, 1.402205473488653098e+00, 1.846708130015744853e+00, 9.298076279524345455e-01, 1.529981780160174276e+00, 1.282039920871045124e+00, 2.095772041284785558e+00, 1.067090499257148606e+00, 9.523845210022456875e-01, 1.509744453174629575e+00, 1.033534053749349368e+00
1.903000000000000000e+03, 2.193549277196304992e+00, 1.043849968274185747e+00, 1.553062258717091693e+00, 8.860432208664352771e-01, 9.752793161906294639e-01, 1.022569445918526165e+00, 1.381257728442459642e+00, 1.786822560115300274e+00, 9.297996847408546151e-01, 1.489057028506225011e+00, 1.265832257111998427e+00, 2.124405674402322308e+00, 1.039797530327737807e+00, 9.305146845311516035e-01, 1.514866035248829901e+00, 1.041824340312722086e+00
1.904000000000000000e+03, 2.197524603751415562e+00, 9.464793814096162938e-01, 1.512994916063576945e+00, 8.794452049956597017e-01, 9.870092742981569911e-01, 1.014696599397933330e+00, 1.333514114306846743e+00, 1.769686554432291503e+00, 9.374141502257122838e-01, 1.498061786222881109e+00, 1.274793767863225291e+00, 2.108645842509748736e+00, 1.059524777528149997e+00, 9.439587866277526773e-01, 1.503983310744396729e+00, 1.046895475175109391e+00
1.905000000000000000e+03, 2.230515694899869672e+00, 9.194146612925991890e-01, 1.483128850218550898e+00, 8.817297692206423898e-01, 9.913097678749315245e-01, 1.017125826905001196e+00, 1.342388915639382008e+00, 1.843970809354946505e+00, 9.291194951229994059e-01, 1.511128433810423166e+00, 1.281983262226015663e+00, 2.142272192073481296e+00, 1.023809463448315471e+00, 9.435421368816939713e-01, 1.524664199994683500e+00, 1.023954012926291179e+00
1.906000000000000000e+03, 2.187465456697155641e+00, 9.841590525549379631e-01, 1.520541754646618005e+00, 8.766165291531442527e-01, 9.918322933093188798e-01, 1.032531322743687863e+00, 1.327873279705383158e+00, 1.904523951951188510e+00, 9.325307331410280787e-01, 1.551666036780594116e+00, 1.287623271676071379e+00, 2.100201370041003823e+00, 1.034641176865668255e+00, 9.550741199985145480e-01, 1.544088836851616797e+00, 1.021450733489932761e+00
1.907000000000000000e+03, 2.189598969440854415e+00, 9.878896356059075901e-01, 1.514713667873079483e+00, 8.741883687053548790e-01, 9.827266120923806580e-01, 1.023510950667327890e+00, 1.390082392926569099e+00, 1.963827591756281743e+00, 9.230821919317099278e-01, 1.513742227513629190e+00, 1.282818643023315275e+00, 2.048702135535837687e+00, 1.017574269569826217e+00, 9.170331563182562151e-01, 1.530755750126883363e+00, 1.011152625875575861e+00
1.908000000000000000e+03, 2.199957860314764257e+00, 9.838566007688970272e-01, 1.511459970212184256e+00, 8.569529387327169401e-01, 9.868595302358131871e-01, 1.043938916839874942e+00, 1.354881700515184084e+00, 1.939662527825218641e+00, 9.254111220445300212e-01, 1.532307179892900661e+00, 1.254931321217029661e+00, 1.981472446151762545e+00, 1.043700119762671630e+00, 9.066487881104225988e-01, 1.513844484191158024e+00, 1.054086680777344132e+00
1.909000000000000000e+03, 2.220661308646418863e+00, 1.013851186338426302e+00, 1.543930266030014931e+00, 8.926688052394201600e-01, 9.601814464632707491e-01, 1.043481449331279398e+00, 1.368107737571654825e+00, 1.872297842490064923e+00, 9.055949069842732513e-01, 1.523132671526335802e+00, 1.270728468026556701e+00, 2.069857167443881263e+00, 1.024211020818401874e+00, 9.223660576137084899e-01, 1.494265898760404276e+00, 1.026318201722312917e+00
1.910000000000000000e+03, 2.182289711297690449e+00, 9.948107521540154874e-01, 1.497909974031238489e+00, 9.007889306067293766e-01, 9.601303774698375371e-01, 1.048659072464613429e+00, 1.358027356357928594e+00, 1.763175641595636556e+00, 9.055857819798373010e-01, 1.523763706732791379e+00, 1.257837763295405642e+00, 2.102437838156969718e+00, 1.049504026785835542e+00, 9.124307744383246543e-01, 1.501810530887335959e+00, 1.022156544529093436e+00
1.911000000000000000e+03, 2.151204522963690025e+00, 9.813361198180945433e-01, 1.457455533818379001e+00, 8.887015138754944532e-01, 9.548104530881367236e-01, 1.031000843973442160e+00, 1.377612868550601277e+00, 1.782335709498335197e+00, 9.371593455859281718e-01, 1.484594148428290072e+00, 1.281603814990202039e+00, 2.126424963745461749e+00, 1.075704938659506782e+00, 9.023858500929343718e-01, 1.532901461761543294e+00, 1.032575422552135302e+00
