year, UKESM1-0-LL, CNRM-ESM2-1, TaiESM1, NorESM2-LM, ACCESS-ESM1-5, CanESM5, EC-Earth3-Veg, CMCC-ESM2, NorESM2-MM, INM-CM5-0, MPI-ESM1-2-LR, GFDL-ESM4, IPSL-CM6A-LR, CESM2-WACCM, INM-CM4-8, MIROC-ES2L
1.974000000000000000e+03, 2.112223108671677174e+00, 1.043504234224889027e+00, 1.524948894900058916e+00, 9.599200288899812916e-01, 1.115247194912857953e+00, 1.031487799923904936e+00, 1.443315940229634053e+00, 2.069773732266651844e+00, 1.025533140511936114e+00, 1.480363185545238158e+00, 1.258816113465569986e+00, 1.923940136516411714e+00, 1.181083265184056597e+00, 1.037082540031506017e+00, 1.511739713280914055e+00, 1.017254233610260794e+00
1.975000000000000000e+03, 2.119422063414939217e+00, 1.044566418780298545e+00, 1.482503587937046063e+00, 9.432321711336356662e-01, 1.117318876796871141e+00, 1.036690314259347545e+00, 1.402482743776802820e+00, 2.063093300291412913e+00, 1.029440915275728008e+00, 1.535547131628501649e+00, 1.259139547063400588e+00, 1.944482497640795282e+00, 1.188542698986891022e+00, 1.027319092760322405e+00, 1.562242054036713235e+00, 1.032994995324456822e+00
1.976000000000000000e+03, 2.147542954089880052e+00, 1.084729467604763631e+00, 1.530122984960011534e+00, 9.466275435325991472e-01, 1.115344240270658593e+00, 1.044718172323376715e+00, 1.389596319194763341e+00, 2.049956801758598512e+00, 1.038073346769195826e+00, 1.561076721257427469e+00, 1.266612561883809107e+00, 1.917126396777232733e+00, 1.187554173125536350e+00, 1.040984035830488041e+00, 1.526830400125062992e+00, 1.025434934436759704e+00
1.977000000000000000e+03, 2.149951120084292455e+00, 1.120588161277796146e+00, 1.570859672796183659e+00, 9.629573806052067475e-01, 1.109797973255149950e+00, 1.054227396159182817e+00, 1.425436780657061364e+00, 1.902823879786800010e+00, 1.036737332465758943e+00, 1.541949810376155305e+00, 1.237360345834219055e+00, 1.924572393872948206e+00, 1.177564034067752896e+00, 1.073745668444995305e+00, 1.563491158768684830e+00, 1.013495624046067745e+00
1.978000000000000000e+03, 2.112010313703907016e+00, 1.121412917655566721e+00, 1.569174121730430027e+00, 9.390414515815338481e-01, 1.096338912070360383e+00, 1.028685618485772224e+00, 1.400327084401426614e+00, 1.889707808192135241e+00, 1.031991022193210261e+00, 1.520435471168279484e+00, 1.251137161438712342e+00, 1.960497141769357077e+00, 1.196796394186012247e+00, 1.087610302708683863e+00, 1.514584744484266388e+00, 1.035119112889206772e+00
1.979000000000000000e+03, 2.150350371797606908e+00, 1.113187850501969223e+00, 1.487412333318891555e+00, 9.252719875404085137e-01, 1.072637102664068420e+00, 1.041323500219757836e+00, 1.445390221823993793e+00, 2.064747191043850183e+00, 1.065664070502614358e+00, 1.551918565423977991e+00, 1.243926711752816772e+00, 1.997555723040984166e+00, 1.198759377866643883e+00, 1.068335519047854065e+00, 1.501221500416637378e+00, 1.017600970739219735e+00
1.980000000000000000e+03, 2.143178573831904465e+00, 1.095051677178874971e+00, 1.502194165742380072e+00, 9.608265273297686981e-01, 1.103954113554897809e+00, 1.011096132965911831e+00, 1.448560371695650995e+00, 2.108470344828179410e+00, 1.037884159734635547e+00, 1.571317376136822874e+00, 1.280089848243341821e+00, 1.869264187557221568e+00, 1.257130501100598874e+00, 1.076345787729482861e+00, 1.588166979436741233e+00, 1.041870030170537698e+00
1.981000000000000000e+03, 2.178065171324965910e+00, 1.068184237050164853e+00, 1.468348818256911326e+00, 9.627994312510376185e-01, 1.133866803119021993e+00, 1.051353263549847927e+00, 1.459824418171253413e+00, 1.951301929248286493e+00, 1.055129349434773323e+00, 1.540506336362382989e+00, 1.271058230737917460e+00, 1.845883804855942500e+00, 1.262372384987217266e+00, 1.069863548572273615e+00, 1.533530831046593379e+00, 1.025358020052964614e+00
1.982000000000000000e+03, 2.184443720095706976e+00, 1.024903600401078974e+00, 1.499884444703091235e+00, 9.749547998696819207e-01, 1.140154895517975220e+00, 1.049387751213014974e+00, 1.469605830144048664e+00, 1.861540522397445718e+00, 1.085947372946344247e+00, 1.498247471090905503e+00, 1.289525029746329210e+00, 1.876979919105878025e+00, 1.276830394323244411e+00, 1.102548617135868048e+00, 1.571784925511199527e+00, 1.011745020966383635e+00
1.983000000000000000e+03, 2.154698276541954893e+00, 1.147621289553330648e+00, 1.638292665745510357e+00, 9.879291507042443632e-01, 1.117113008560908227e+00, 1.054687968520311658e+00, 1.393577599217157736e+00, 2.026645463491701715e+00, 1.071185737775210089e+00, 1.546581790208284790e+00, 1.268838498643795054e+00, 1.865826171750297524e+00, 1.254548039435476880e+00, 1.113448756363479175e+00, 1.443094482608983986e+00, 1.020119309079488001e+00
1.984000000000000000e+03, 2.171835492023285852e+00, 1.097054821214307641e+00, 1.691740799844611232e+00, 9.868000718882717903e-01, 1.118686837176572135e+00, 1.065110732136846705e+00, 1.410502747863874307e+00, 2.130517925481278496e+00, 1.056311805627007105e+00, 1.439488850785443530e+00, 1.287637555265333855e+00, 1.930168915332249435e+00, 1.241407890208785059e+00, 1.143251071363667215e+00, 1.524325282851780816e+00, 1.005928782432630619e+00
1.985000000000000000e+03, 2.136580680509331476e+00, 1.106803379854052860e+00, 1.556847529467704438e+00, 9.696750922392742833e-01, 1.089026995874576631e+00, 1.048500924387012256e+00, 1.419586988188053844e+00, 2.023111821192936866e+00, 1.052095319251864503e+00, 1.518443072203783162e+00, 1.269430059531025945e+00, 1.920575319160267469e+00, 1.224645740108445402e+00, 1.165744528557215443e+00, 1.503202872001268675e+00, 1.036842419357872247e+00
1.986000000000000000e+03, 2.128850795571622712e+00, 1.149679531011631006e+00, 1.488144288779351010e+00, 9.763277806695698224e-01, 1.117980291231995160e+00, 1.049795578078570824e+00, 1.452493680566887324e+00, 1.966737101204106164e+00, 1.062901828018405936e+00, 1.518487199898584050e+00, 1.279995339750204852e+00, 1.902804905794122536e+00, 1.233672405781495618e+00, 1.154220500581638165e+00, 1.519902087007573011e+00, 1.013670841868720141e+00
1.987000000000000000e+03, 2.152364903352152137e+00, 1.074595272906292642e+00, 1.597781737618710673e+00, 9.476687680639614975e-01, 1.141690862079717261e+00, 1.075019100125141014e+00, 1.433749184011596789e+00, 2.040537464117904154e+00, 1.052820944668068970e+00, 1.515206495518531149e+00, 1.259412807975194948e+00, 1.927146825155645171e+00, 1.245178093849831136e+00, 1.152549870752745065e+00, 1.569306453524619727e+00, 1.030015328969690724e+00
1.988000000000000000e+03, 2.162434026981113533e+00, 1.137540659892033013e+00, 1.664633282150213889e+00, 9.723823411263430305e-01, 1.148872302012854840e+00, 1.043632427872366542e+00, 1.500789001100338416e+00, 2.188949354612550913e+00, 1.049062111248235007e+00, 1.517016783155504589e+00, 1.268773626652264452e+00, 1.890573184522763794e+00, 1.282621761113153180e+00, 1.152595459397387501e+00, 1.558740185726984695e+00, 1.028782384209278700e+00
1.989000000000000000e+03, 2.171868021163097406e+00, 1.062212462540279123e+00, 1.668878700612769439e+00, 9.863984934214775624e-01, 1.157726228660158840e+00, 1.078073634374233647e+00, 1.413326753389523516e+00, 2.064680147153952205e+00, 1.024206131793983010e+00, 1.509356954030687037e+00, 1.271646290331213569e+00, 1.942810770177118229e+00, 1.298352246127652210e+00, 1.135907858771056933e+00, 1.527322973073644841e+00, 1.027229391515197765e+00
1.990000000000000000e+03, 2.199431910746425523e+00, 1.077370015434413464e+00, 1.639039747307350803e+00, 1.024407860622629451e+00, 1.138089176933779534e+00, 1.069512763833957880e+00, 1.408371069242813300e+00, 2.021771467409680945e+00, 1.064486319554989846e+00, 1.529680950434305409e+00, 1.263226967471370976e+00, 1.920563540699268268e+00, 1.279839637394061258e+00, 1.111480134071536785e+00, 1.561556616053290103e+00, 1.071497880158215787e+00
1.991000000000000000e+03, 2.159636543099232586e+00, 1.083752669253470691e+00, 1.590518057143900599e+00, 1.038514883319920035e+00, 1.112953667477105446e+00, 1.043498091709250675e+00, 1.400599483538028878e+00, 2.032270678309453515e+00, 1.081122784529333636e+00, 1.617916276619108862e+00, 1.277125994910290441e+00, 1.973416889809985753e+00, 1.279172213617755460e+00, 1.108861510004116147e+00, 1.601332011315923065e+00, 1.052746030223616236e+00
1.992000000000000000e+03, 2.115194910654854876e+00, 1.106589629289637555e+00, 1.688273577733136577e+00, 1.052622345151534189e+00, 1.146568687260740349e+00, 1.055229180377469600e+00, 1.539716543861226139e+00, 2.127512611979047730e+00, 1.101443787391181317e+00, 1.530788500322119550e+00, 1.296646430270753436e+00, 1.965820423215991930e+00, 1.293083450063168494e+00, 1.104100888048858309e+00, 1.519224105459900942e+00, 1.044723574814194977e+00
1.993000000000000000e+03, 2.149530439427725259e+00, 1.082139298654047010e+00, 1.737812728918763039e+00, 1.024531424751696340e+00, 1.130873696257133521e+00, 1.063552591781199208e+00, 1.536508537124730678e+00, 2.231946249947200034e+00, 1.115603360385813758e+00, 1.512607741545567652e+00, 1.289038015919846458e+00, 1.959438477804586354e+00, 1.300860354759616477e+00, 1.129206027108956345e+00, 1.486875436102016002e+00, 1.030507694954851949e+00
1.994000000000000000e+03, 2.187677804680389748e+00, 1.015312456862185853e+00, 1.649538153367329452e+00, 1.023898590642654094e+00, 1.119189526647554445e+00, 1.076477720199289889e+00, 1.477628394746734797e+00, 2.037717296716393900e+00, 1.097926961152050129e+00, 1.520754648895021433e+00, 1.299543456526802476e+00, 1.934481242512916310e+00, 1.318231523782878556e+00, 1.144243607239494587e+00, 1.515164465487086609e+00, 1.018397015026028862e+00
1.995000000000000000e+03, 2.148569562004149169e+00, 1.037541490541999956e+00, 1.610074878951029520e+00, 1.019081898067975223e+00, 1.132822589231921029e+00, 1.079731357670338232e+00, 1.500713224808163826e+00, 1.931659733307181215e+00, 1.116399220347513488e+00, 1.519933094667770268e+00, 1.290116740435735432e+00, 1.926574759122837044e+00, 1.315576822721843619e+00, 1.157275088226908721e+00, 1.575364291737319178e+00, 1.071009388504363224e+00
1.996000000000000000e+03, 2.177844248207843947e+00, 1.103030419333438594e+00, 1.545918564764869441e+00, 1.045201650220388467e+00, 1.168684710538567373e+00, 1.066787579209117043e+00, 1.486775436430806341e+00, 1.893814778687085587e+00, 1.114751719762118398e+00, 1.535867802016859907e+00, 1.300392746369532615e+00, 1.961791687784395499e+00, 1.349152593072109996e+00, 1.141110671926368170e+00, 1.580435821591860135e+00, 1.089020058090323317e+00
1.997000000000000000e+03, 2.157469413968001515e+00, 1.145450046902246166e+00, 1.641800166072274081e+00, 1.070839073943140818e+00, 1.167605147569703794e+00, 1.080655965887003855e+00, 1.523747768481676035e+00, 1.899110567594283205e+00, 1.104597174070233834e+00, 1.576971241675679147e+00, 1.299777803268579168e+00, 1.958821941521357912e+00, 1.304754050958496281e+00, 1.163369132596381750e+00, 1.567354317031714794e+00, 1.064290505542674570e+00
1.998000000000000000e+03, 2.221887132466231929e+00, 1.145399008019645448e+00, 1.767349728746351545e+00, 1.074563530286421820e+00, 1.141319964274918330e+00, 1.104823180325954946e+00, 1.540852653468878897e+00, 2.052315826604647953e+00, 1.122281577195146429e+00, 1.600159874421997586e+00, 1.322302184321721308e+00, 1.970910321729272052e+00, 1.304330228829775340e+00, 1.170275180936763970e+00, 1.559864626443278945e+00, 1.058495084610679760e+00
1.999000000000000000e+03, 2.202628842085146754e+00, 1.160495610401624855e+00, 1.695156803078839536e+00, 1.103044543164269253e+00, 1.151374866030801414e+00, 1.087950858799498377e+00, 1.548998364224239310e+00, 2.124700569673841244e+00, 1.128534059601699724e+00, 1.573103070960583105e+00, 1.324720765433923697e+00, 1.981307532702798913e+00, 1.324739377727343959e+00, 1.168115248875595480e+00, 1.562514562111869010e+00, 1.058197292181049187e+00
2.000000000000000000e+03, 2.225169114249351487e+00, 1.182232233504189045e+00, 1.623064284232462740e+00, 1.126043883650058364e+00, 1.151808582319124863e+00, 1.102317319651193506e+00, 1.535409587684790855e+00, 2.001466053375291487e+00, 1.129702775072710885e+00, 1.524279796299408796e+00, 1.308308989347324980e+00, 1.933755891611069311e+00, 1.370390668182118743e+00, 1.179214318206314838e+00, 1.574234147582831422e+00, 1.056174768776299677e+00
2.001000000000000000e+03, 2.205908532484013751e+00, 1.152165587586788442e+00, 1.533633022474985674e+00, 1.125891095910269257e+00, 1.151776283392213163e+00, 1.085892241383900503e+00, 1.533547539783904012e+00, 2.062540994141984996e+00, 1.164702039812320455e+00, 1.560572074331369574e+00, 1.305585683488001969e+00, 1.968077067577613803e+00, 1.297752336761115677e+00, 1.210833561803602576e+00, 1.555503155249687630e+00, 1.064604007695759025e+00
2.002000000000000000e+03, 2.253230188302990822e+00, 1.051324926925913950e+00, 1.549809165433437164e+00, 1.120379240178752900e+00, 1.167824933235030338e+00, 1.078664971281089846e+00, 1.476043384394894797e+00, 2.122147131698064015e+00, 1.129778070740024232e+00, 1.549656165976387223e+00, 1.276787489691870725e+00, 1.982433809927005575e+00, 1.308797330753031174e+00, 1.195128808992690139e+00, 1.576496730728065510e+00, 1.076741509475829472e+00
2.003000000000000000e+03, 2.240529907832288448e+00, 1.181878273966125992e+00, 1.700124714906368073e+00, 1.121645069044393983e+00, 1.175009790149838862e+00, 1.110626792053630130e+00, 1.510171737413677606e+00, 2.074795184090125755e+00, 1.123241995004203853e+00, 1.552870943927312064e+00, 1.289719982252405028e+00, 1.972290832011843520e+00, 1.347934694072937978e+00, 1.189260127290440394e+00, 1.603041259131486207e+00, 1.060680642328742485e+00
2.004000000000000000e+03, 2.259644048703605801e+00, 1.146660808891340366e+00, 1.697215376973834067e+00, 1.087985359049826739e+00, 1.164735161700523935e+00, 1.119486053761068023e+00, 1.522219232166223568e+00, 2.109298992874650835e+00, 1.127884240009740413e+00, 1.566151084031130569e+00, 1.320138997337085174e+00, 1.969837888285977723e+00, 1.375518092466511799e+00, 1.148449075435298505e+00, 1.558253343609847130e+00, 1.082332517930547633e+00
2.005000000000000000e+03, 2.240601950453716462e+00, 1.121690269310279042e+00, 1.636859941084995551e+00, 1.063596091632772023e+00, 1.187555900885342242e+00, 1.114401657473079288e+00, 1.560884323733521706e+00, 2.149114065718470190e+00, 1.163822275918865667e+00, 1.602333071865849057e+00, 1.325050617666737152e+00, 1.972006334592290688e+00, 1.377352504025287638e+00, 1.155131008157202377e+00, 1.573153343617948341e+00, 1.100832843548978923e+00
2.006000000000000000e+03, 2.235028032775927986e+00, 1.139870503311766869e+00, 1.503208851944298985e+00, 1.070313683108756297e+00, 1.197684252466010069e+00, 1.135583362631190196e+00, 1.489102975058998135e+00, 2.137077441387389865e+00, 1.138090046536961220e+00, 1.592680988803814923e+00, 1.313118635406644641e+00, 2.029310424196651308e+00, 1.366529008861491645e+00, 1.161926212600516761e+00, 1.592303688132129524e+00, 1.086266054712551332e+00
2.007000000000000000e+03, 2.190808786597903790e+00, 1.181499336039299575e+00, 1.501331990272475547e+00, 1.107384055775642473e+00, 1.213345909108694221e+00, 1.118190739489738572e+00, 1.506911448289033340e+00, 2.302569988020911396e+00, 1.146630491442915512e+00, 1.606913505172021139e+00, 1.313009218130242406e+00, 1.949455620075838835e+00, 1.348364094874818342e+00, 1.182541001487665167e+00, 1.564278384107866682e+00, 1.054974446121989207e+00
2.008000000000000000e+03, 2.233145356672598947e+00, 1.208308164699799514e+00, 1.642604194975535670e+00, 1.123015768906159728e+00, 1.204602802562546149e+00, 1.105386886469067242e+00, 1.540580064229392532e+00, 2.397647125528228340e+00, 1.147351934158725495e+00, 1.576499556108656774e+00, 1.348526750367192051e+00, 1.975556090547796906e+00, 1.361493071229475049e+00, 1.227576074964970898e+00, 1.589304115314025934e+00, 1.059058943319541868e+00
2.009000000000000000e+03, 2.255815404667474766e+00, 1.224150368608673212e+00, 1.822218597952068420e+00, 1.117699589102896685e+00, 1.183849834125153988e+00, 1.115263198209160755e+00, 1.568836469239659914e+00, 2.222434072718037612e+00, 1.155580256277281448e+00, 1.581214019517792391e+00, 1.337115464670356468e+00, 1.992067567710542386e+00, 1.392752963123788490e+00, 1.237020369966495226e+00, 1.587771668261435343e+00, 1.098650988838009601e+00
2.010000000000000000e+03, 2.262506981974186537e+00, 1.131701665693407355e+00, 1.716227229093912676e+00, 1.145519010465623655e+00, 1.160627885973545048e+00, 1.137698738218734462e+00, 1.547966652012003896e+00, 2.219470760038578572e+00, 1.175758049663377491e+00, 1.561660877514739587e+00, 1.324160974001982627e+00, 1.983572181787002009e+00, 1.406235785090236501e+00, 1.205729049652637608e+00, 1.623862680109985801e+00, 1.107633518973040854e+00
2.011000000000000000e+03, 2.262468422910002275e+00, 1.116637830062417347e+00, 1.737158505294926547e+00, 1.156299249540196250e+00, 1.195952263123083226e+00, 1.147302992287803969e+00, 1.582699090988606505e+00, 2.368102970178972644e+00, 1.181564323619715084e+00, 1.536503147519664214e+00, 1.348419750102461512e+00, 2.011324243188314043e+00, 1.381159013959050386e+00, 1.227648789715440225e+00, 1.567720002794839917e+00, 1.088924510060331308e+00
2.012000000000000000e+03, 2.254575075368284054e+00, 1.158788126120374518e+00, 1.732577886898048147e+00, 1.150096342141659234e+00, 1.222157257834507016e+00, 1.141408041664422113e+00, 1.602661554752369266e+00, 2.380889300665892883e+00, 1.161829291607330283e+00, 1.564865046696879203e+00, 1.376027200358394653e+00, 2.014372738596314605e+00, 1.398337303337346071e+00, 1.259741083450328869e+00, 1.566091931375370061e+00, 1.132039926655340922e+00
2.013000000000000000e+03, 2.263189530410947725e+00, 1.087738617126459584e+00, 1.744938766289521492e+00, 1.162701404151793794e+00, 1.221470193440834962e+00, 1.158925689981755269e+00, 1.609943761380154603e+00, 2.272529044215358063e+00, 1.174994756195688606e+00, 1.585091513367479221e+00, 1.349658882007784166e+00, 2.049820482065872973e+00, 1.392139493729278144e+00, 1.284599651166445256e+00, 1.581374626572368269e+00, 1.096094743027925755e+00
2.014000000000000000e+03, 2.302583728495670723e+00, 1.119601129178389165e+00, 1.642028397575738596e+00, 1.191375460690598631e+00, 1.211029512069868641e+00, 1.170158212173954215e+00, 1.548247719960768265e+00, 2.179331332635266794e+00, 1.215235996374417260e+00, 1.580541290410758970e+00, 1.344844589687219205e+00, 1.970234317087044884e+00, 1.424422765759190357e+00, 1.264613809591097038e+00, 1.569250826981110070e+00, 1.126417421221237669e+00
